slot,canonical_ny,K1_reason,K2_gamma_reason,K2_accel_reason,K2_w1_reason,K3_OLS_reason,K3_w2_reason,K4_RV6_reason,K4_alpha_reason,K4_wt_reason
2023-01-07 08:00:00+00:00,2023-01-07 08:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 09:00:00+00:00,2023-01-07 09:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 10:00:00+00:00,2023-01-07 10:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 11:00:00+00:00,2023-01-07 11:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 12:00:00+00:00,2023-01-07 12:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 13:00:00+00:00,2023-01-07 13:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 14:00:00+00:00,2023-01-07 14:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 15:00:00+00:00,2023-01-07 15:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 16:00:00+00:00,2023-01-07 16:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 17:00:00+00:00,2023-01-07 17:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 18:00:00+00:00,2023-01-07 18:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 19:00:00+00:00,2023-01-07 19:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 20:00:00+00:00,2023-01-07 20:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 21:00:00+00:00,2023-01-07 21:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 22:00:00+00:00,2023-01-07 22:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-07 23:00:00+00:00,2023-01-07 23:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 00:00:00+00:00,2023-01-08 00:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 01:00:00+00:00,2023-01-08 01:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 02:00:00+00:00,2023-01-08 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 03:00:00+00:00,2023-01-08 03:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 04:00:00+00:00,2023-01-08 04:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 05:00:00+00:00,2023-01-08 05:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 06:00:00+00:00,2023-01-08 06:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 07:00:00+00:00,2023-01-08 07:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 08:00:00+00:00,2023-01-08 08:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 09:00:00+00:00,2023-01-08 09:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 10:00:00+00:00,2023-01-08 10:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 11:00:00+00:00,2023-01-08 11:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 12:00:00+00:00,2023-01-08 12:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 13:00:00+00:00,2023-01-08 13:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 14:00:00+00:00,2023-01-08 14:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 15:00:00+00:00,2023-01-08 15:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 16:00:00+00:00,2023-01-08 16:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 17:00:00+00:00,2023-01-08 17:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 18:00:00+00:00,2023-01-08 18:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 19:00:00+00:00,2023-01-08 19:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 20:00:00+00:00,2023-01-08 20:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 21:00:00+00:00,2023-01-08 21:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 22:00:00+00:00,2023-01-08 22:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-08 23:00:00+00:00,2023-01-08 23:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 00:00:00+00:00,2023-01-09 00:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,PREV_SIGMA_ZERO,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 01:00:00+00:00,2023-01-09 01:00:00,INVALID: insufficient history (<720 slots),,PREV_SIGMA_ZERO,INACTIVE: accel=0.0000 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 02:00:00+00:00,2023-01-09 02:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 03:00:00+00:00,2023-01-09 03:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 04:00:00+00:00,2023-01-09 04:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 05:00:00+00:00,2023-01-09 05:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 06:00:00+00:00,2023-01-09 06:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0194 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 07:00:00+00:00,2023-01-09 07:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 08:00:00+00:00,2023-01-09 08:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0224 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 09:00:00+00:00,2023-01-09 09:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 10:00:00+00:00,2023-01-09 10:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 11:00:00+00:00,2023-01-09 11:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 12:00:00+00:00,2023-01-09 12:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 13:00:00+00:00,2023-01-09 13:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 14:00:00+00:00,2023-01-09 14:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 15:00:00+00:00,2023-01-09 15:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.0019 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 16:00:00+00:00,2023-01-09 16:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0920 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 17:00:00+00:00,2023-01-09 17:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 18:00:00+00:00,2023-01-09 18:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 19:00:00+00:00,2023-01-09 19:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0005 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 20:00:00+00:00,2023-01-09 20:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0223 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 21:00:00+00:00,2023-01-09 21:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0112 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 22:00:00+00:00,2023-01-09 22:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0952 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-09 23:00:00+00:00,2023-01-09 23:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.0232 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 00:00:00+00:00,2023-01-10 00:00:00,INVALID: insufficient history (<720 slots),STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 01:00:00+00:00,2023-01-10 01:00:00,INVALID: insufficient history (<720 slots),STALE_ZERO,,INACTIVE: accel=-0.0307 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 02:00:00+00:00,2023-01-10 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 03:00:00+00:00,2023-01-10 03:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0753 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 04:00:00+00:00,2023-01-10 04:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0056 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 05:00:00+00:00,2023-01-10 05:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.0185 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 06:00:00+00:00,2023-01-10 06:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.1045 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 07:00:00+00:00,2023-01-10 07:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.1919 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 08:00:00+00:00,2023-01-10 08:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0847 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 09:00:00+00:00,2023-01-10 09:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0938 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 10:00:00+00:00,2023-01-10 10:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 11:00:00+00:00,2023-01-10 11:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 12:00:00+00:00,2023-01-10 12:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 13:00:00+00:00,2023-01-10 13:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0139 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 14:00:00+00:00,2023-01-10 14:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0165 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 15:00:00+00:00,2023-01-10 15:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 16:00:00+00:00,2023-01-10 16:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0992 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 17:00:00+00:00,2023-01-10 17:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 18:00:00+00:00,2023-01-10 18:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 19:00:00+00:00,2023-01-10 19:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0201 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 20:00:00+00:00,2023-01-10 20:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 21:00:00+00:00,2023-01-10 21:00:00,INVALID: insufficient history (<720 slots),,,ACTIVE,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 22:00:00+00:00,2023-01-10 22:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0008 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-10 23:00:00+00:00,2023-01-10 23:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=0.0013 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 00:00:00+00:00,2023-01-11 00:00:00,INVALID: insufficient history (<720 slots),STALE_ZERO,,INACTIVE: accel=-0.0331 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 01:00:00+00:00,2023-01-11 01:00:00,INVALID: insufficient history (<720 slots),STALE_ZERO,,INACTIVE: |gamma_bar|=0.0760 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 02:00:00+00:00,2023-01-11 02:00:00,DISABLED: Brent/DAX stale > 2h,STALE_ZERO,,INACTIVE: |gamma_bar|=0.0000 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 03:00:00+00:00,2023-01-11 03:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0450 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 04:00:00+00:00,2023-01-11 04:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0661 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 05:00:00+00:00,2023-01-11 05:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.0183 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 06:00:00+00:00,2023-01-11 06:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: |gamma_bar|=0.0702 <= 0.1,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 07:00:00+00:00,2023-01-11 07:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.1307 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
2023-01-11 08:00:00+00:00,2023-01-11 08:00:00,INVALID: insufficient history (<720 slots),,,INACTIVE: accel=-0.2102 <= 0.025,INVALID: non-finite lagged inputs,INACTIVE: OLS invalid or inputs non-finite,,VALID,ACTIVE
