event_id,triangle,entry_timestamp,exit_timestamp,direction,entry_z,exit_z,exit_reason,hold_minutes,legs,gross_bps,cost_bps,net_bps,z6_state,session_state,hard_exit_flag
EURGBPUSD-2025-0113,EUR_GBP_USD,2025-10-09 14:35:00,2025-10-09 17:00:00,LONG,-3.057,-0.7891,TIMEOUT,145.0,"EURGBP,EURUSD,GBPUSD",26.120229,8.056,18.0642,OK,LONDON,1
EURGBPUSD-2025-0114,EUR_GBP_USD,2025-10-10 10:55:00,2025-10-10 13:50:00,LONG,-3.3695,0.3374,TP_HIT,175.0,"EURGBP,EURUSD,GBPUSD",19.069045,8.056,11.013,OK,LONDON,0
EURGBPUSD-2025-0115,EUR_GBP_USD,2025-10-10 14:00:00,2025-10-10 17:00:00,SHORT,3.0059,1.2726,TIMEOUT,180.0,"EURGBP,EURUSD,GBPUSD",-4.625546,8.056,-12.6815,OK,LONDON,1
EURGBPUSD-2025-0116,EUR_GBP_USD,2025-10-17 09:00:00,2025-10-17 15:15:00,LONG,-3.0781,0.3672,TP_HIT,375.0,"EURGBP,EURUSD,GBPUSD",24.903329,8.056,16.8473,OK,LONDON,0
EURGBPUSD-2025-0117,EUR_GBP_USD,2025-10-21 15:05:00,2025-10-21 17:00:00,SHORT,3.0182,0.7934,TIMEOUT,115.0,"EURGBP,EURUSD,GBPUSD",16.630735,8.056,8.5747,OK,LONDON,1
EURGBPUSD-2025-0118,EUR_GBP_USD,2025-10-23 13:00:00,2025-10-23 17:00:00,SHORT,3.0526,-0.0202,TIMEOUT,240.0,"EURGBP,EURUSD,GBPUSD",14.267255,8.056,6.2113,OK,LONDON,1
EURGBPUSD-2025-0119,EUR_GBP_USD,2025-10-24 11:30:00,2025-10-24 15:30:00,SHORT,4.9194,-1.9259,TP_HIT,240.0,"EURGBP,EURUSD,GBPUSD",44.052715,8.056,35.9967,OK,LONDON,0
EURGBPUSD-2025-0120,EUR_GBP_USD,2025-10-28 08:00:00,2025-10-28 09:50:00,LONG,-3.0882,0.3802,TP_HIT,110.0,"EURGBP,EURUSD,GBPUSD",17.505256,8.056,9.4493,OK,LONDON,0
EURGBPUSD-2025-0121,EUR_GBP_USD,2025-10-28 12:10:00,2025-10-28 14:00:00,LONG,-3.2552,0.2911,TP_HIT,110.0,"EURGBP,EURUSD,GBPUSD",22.957556,8.056,14.9016,OK,LONDON,0
EURGBPUSD-2025-0122,EUR_GBP_USD,2025-10-31 12:00:00,2025-10-31 17:00:00,LONG,-3.1947,-0.2861,TIMEOUT,300.0,"EURGBP,EURUSD,GBPUSD",4.060018,8.056,-3.996,OK,LONDON,1
EURGBPUSD-2025-0123,EUR_GBP_USD,2025-11-04 09:15:00,2025-11-04 13:40:00,LONG,-3.0167,0.3237,TP_HIT,265.0,"EURGBP,EURUSD,GBPUSD",32.093096,8.056,24.0371,OK,LONDON,0
EURGBPUSD-2025-0124,EUR_GBP_USD,2025-11-06 10:30:00,2025-11-06 11:40:00,SHORT,3.282,-0.537,TP_HIT,70.0,"EURGBP,EURUSD,GBPUSD",17.397925,8.056,9.3419,OK,LONDON,0
EURGBPUSD-2025-0125,EUR_GBP_USD,2025-11-11 10:25:00,2025-11-11 15:20:00,SHORT,3.2928,-0.5078,TP_HIT,295.0,"EURGBP,EURUSD,GBPUSD",22.380685,8.056,14.3247,OK,LONDON,0
EURGBPUSD-2025-0126,EUR_GBP_USD,2025-11-12 12:15:00,2025-11-12 17:00:00,SHORT,3.1441,0.8481,TIMEOUT,285.0,"EURGBP,EURUSD,GBPUSD",2.004492,8.056,-6.0515,OK,LONDON,1
EURGBPUSD-2025-0127,EUR_GBP_USD,2025-11-18 12:25:00,2025-11-18 13:00:00,SHORT,3.1113,-0.2614,TP_HIT,35.0,"EURGBP,EURUSD,GBPUSD",22.646942,8.056,14.5909,OK,LONDON,0
EURGBPUSD-2025-0128,EUR_GBP_USD,2025-11-19 12:40:00,2025-11-19 17:00:00,LONG,-3.905,-0.7416,TIMEOUT,260.0,"EURGBP,EURUSD,GBPUSD",5.907881,8.056,-2.1481,OK,LONDON,1
EURGBPUSD-2025-0129,EUR_GBP_USD,2025-11-21 08:50:00,2025-11-21 12:05:00,LONG,-3.2246,0.4288,TP_HIT,195.0,"EURGBP,EURUSD,GBPUSD",31.768607,8.056,23.7126,OK,LONDON,0
EURGBPUSD-2025-0130,EUR_GBP_USD,2025-11-24 13:55:00,2025-11-24 17:00:00,LONG,-3.1495,-0.2295,TIMEOUT,185.0,"EURGBP,EURUSD,GBPUSD",23.87872,8.056,15.8227,OK,LONDON,1
EURGBPUSD-2025-0131,EUR_GBP_USD,2025-11-25 11:00:00,2025-11-25 16:45:00,SHORT,3.0063,-0.5363,TP_HIT,345.0,"EURGBP,EURUSD,GBPUSD",25.392117,8.056,17.3361,OK,LONDON,0
EURGBPUSD-2025-0132,EUR_GBP_USD,2025-11-28 12:35:00,2025-11-28 17:00:00,SHORT,3.1899,0.7498,TIMEOUT,265.0,"EURGBP,EURUSD,GBPUSD",7.29041,8.056,-0.7656,OK,LONDON,1
EURGBPUSD-2025-0133,EUR_GBP_USD,2025-12-02 13:55:00,2025-12-02 16:55:00,LONG,-4.571,0.6163,TP_HIT,180.0,"EURGBP,EURUSD,GBPUSD",16.555845,8.056,8.4998,OK,LONDON,0
EURGBPUSD-2025-0134,EUR_GBP_USD,2025-12-03 10:15:00,2025-12-03 11:50:00,SHORT,3.3548,-0.4369,TP_HIT,95.0,"EURGBP,EURUSD,GBPUSD",18.466635,8.056,10.4106,OK,LONDON,0
EURGBPUSD-2025-0135,EUR_GBP_USD,2025-12-09 10:25:00,2025-12-09 17:00:00,LONG,-3.0004,0.8971,TIMEOUT,395.0,"EURGBP,EURUSD,GBPUSD",16.623248,8.056,8.5673,OK,LONDON,1
EURGBPUSD-2025-0136,EUR_GBP_USD,2025-12-12 14:40:00,2025-12-12 16:45:00,SHORT,3.7303,-0.3329,TP_HIT,125.0,"EURGBP,EURUSD,GBPUSD",25.924613,8.056,17.8686,OK,LONDON,0
EURGBPUSD-2025-0137,EUR_GBP_USD,2025-12-16 09:55:00,2025-12-16 14:50:00,SHORT,3.2427,-0.8744,TP_HIT,295.0,"EURGBP,EURUSD,GBPUSD",22.970791,8.056,14.9148,OK,LONDON,0
EURGBPUSD-2025-0138,EUR_GBP_USD,2025-12-16 15:20:00,2025-12-16 17:00:00,LONG,-3.0154,-2.8065,TIMEOUT,100.0,"EURGBP,EURUSD,GBPUSD",-10.398785,8.056,-18.4548,OK,LONDON,1
EURGBPUSD-2025-0139,EUR_GBP_USD,2025-12-17 12:15:00,2025-12-17 17:00:00,SHORT,3.0076,0.0402,TIMEOUT,285.0,"EURGBP,EURUSD,GBPUSD",28.588702,8.056,20.5327,OK,LONDON,1
EURGBPUSD-2025-0140,EUR_GBP_USD,2025-12-18 09:15:00,2025-12-18 10:15:00,LONG,-3.0071,0.6208,TP_HIT,60.0,"EURGBP,EURUSD,GBPUSD",26.06152,8.056,18.0055,OK,LONDON,0
EURGBPUSD-2025-0141,EUR_GBP_USD,2025-12-18 10:50:00,2025-12-18 15:15:00,SHORT,3.3085,-0.9989,TP_HIT,265.0,"EURGBP,EURUSD,GBPUSD",35.137653,8.056,27.0817,OK,LONDON,0
EURGBPUSD-2025-0142,EUR_GBP_USD,2025-12-19 11:05:00,2025-12-19 12:55:00,SHORT,3.3163,-0.6688,TP_HIT,110.0,"EURGBP,EURUSD,GBPUSD",18.503134,8.056,10.4471,OK,LONDON,0
EURGBPUSD-2025-0143,EUR_GBP_USD,2025-12-23 11:50:00,2025-12-23 15:55:00,LONG,-3.1011,0.3245,TP_HIT,245.0,"EURGBP,EURUSD,GBPUSD",23.590848,8.056,15.5349,OK,LONDON,0
EURGBPUSD-2025-0144,EUR_GBP_USD,2025-12-26 10:05:00,2025-12-26 13:10:00,SHORT,3.8075,-0.2841,TP_HIT,185.0,"EURGBP,EURUSD,GBPUSD",23.953334,8.056,15.8973,OK,LONDON,0
EURGBPUSD-2025-0145,EUR_GBP_USD,2025-12-30 12:40:00,2025-12-30 14:00:00,LONG,-3.3861,0.3143,TP_HIT,80.0,"EURGBP,EURUSD,GBPUSD",23.788348,8.056,15.7324,OK,LONDON,0
EURGBPUSD-2025-0146,EUR_GBP_USD,2025-12-31 09:00:00,2025-12-31 11:45:00,SHORT,3.2646,-0.3225,TP_HIT,165.0,"EURGBP,EURUSD,GBPUSD",16.10545,8.056,8.0495,OK,LONDON,0
GBPNZDUSD-2025-0001,GBP_NZD_USD,2025-01-06 09:40:00,2025-01-06 12:20:00,SHORT,3.0001,-0.7993,TP_HIT,160.0,"GBPNZD,GBPUSD,NZDUSD",24.849711,8.8929,15.9568,OK,LONDON,0
GBPNZDUSD-2025-0002,GBP_NZD_USD,2025-01-06 13:35:00,2025-01-06 17:00:00,LONG,-3.1549,-1.04,TIMEOUT,205.0,"GBPNZD,GBPUSD,NZDUSD",8.052052,8.8929,-0.8408,OK,LONDON,1
GBPNZDUSD-2025-0003,GBP_NZD_USD,2025-01-07 10:35:00,2025-01-07 17:00:00,LONG,-3.209,-0.5776,TIMEOUT,385.0,"GBPNZD,GBPUSD,NZDUSD",8.578138,8.8929,-0.3148,OK,LONDON,1
GBPNZDUSD-2025-0004,GBP_NZD_USD,2025-01-08 08:25:00,2025-01-08 13:30:00,SHORT,3.8728,-0.371,TP_HIT,305.0,"GBPNZD,GBPUSD,NZDUSD",26.457834,8.8929,17.5649,OK,LONDON,0
GBPNZDUSD-2025-0005,GBP_NZD_USD,2025-01-15 10:10:00,2025-01-15 13:30:00,LONG,-3.4594,1.0268,TP_HIT,200.0,"GBPNZD,GBPUSD,NZDUSD",40.362355,8.8929,31.4695,OK,LONDON,0
GBPNZDUSD-2025-0006,GBP_NZD_USD,2025-02-05 08:25:00,2025-02-05 11:45:00,LONG,-3.0175,0.2817,TP_HIT,200.0,"GBPNZD,GBPUSD,NZDUSD",19.018558,8.8929,10.1257,OK,LONDON,0
GBPNZDUSD-2025-0007,GBP_NZD_USD,2025-02-05 12:15:00,2025-02-05 16:40:00,SHORT,3.8097,-0.2525,TP_HIT,265.0,"GBPNZD,GBPUSD,NZDUSD",29.567031,8.8929,20.6741,OK,LONDON,0
GBPNZDUSD-2025-0008,GBP_NZD_USD,2025-02-06 09:00:00,2025-02-06 14:00:00,SHORT,4.0513,-1.4613,TP_HIT,300.0,"GBPNZD,GBPUSD,NZDUSD",112.842805,8.8929,103.9499,OK,LONDON,0
GBPNZDUSD-2025-0009,GBP_NZD_USD,2025-02-11 10:00:00,2025-02-11 17:00:00,LONG,-3.1634,-0.3912,TIMEOUT,420.0,"GBPNZD,GBPUSD,NZDUSD",26.965767,8.8929,18.0729,OK,LONDON,1
GBPNZDUSD-2025-0010,GBP_NZD_USD,2025-02-21 09:00:00,2025-02-21 10:20:00,SHORT,3.3977,-0.2752,TP_HIT,80.0,"GBPNZD,GBPUSD,NZDUSD",28.279691,8.8929,19.3868,OK,LONDON,0
GBPNZDUSD-2025-0011,GBP_NZD_USD,2025-02-25 08:00:00,2025-02-25 12:55:00,LONG,-3.0778,0.2599,TP_HIT,295.0,"GBPNZD,GBPUSD,NZDUSD",27.537483,8.8929,18.6446,OK,LONDON,0
GBPNZDUSD-2025-0012,GBP_NZD_USD,2025-03-03 09:00:00,2025-03-03 12:15:00,LONG,-3.0837,0.261,TP_HIT,195.0,"GBPNZD,GBPUSD,NZDUSD",31.203073,8.8929,22.3102,OK,LONDON,0
GBPNZDUSD-2025-0013,GBP_NZD_USD,2025-03-12 10:45:00,2025-03-12 13:10:00,LONG,-3.0336,0.4338,TP_HIT,145.0,"GBPNZD,GBPUSD,NZDUSD",21.768771,8.8929,12.8759,OK,LONDON,0
GBPNZDUSD-2025-0014,GBP_NZD_USD,2025-03-12 15:10:00,2025-03-12 17:00:00,SHORT,3.1598,0.8704,TIMEOUT,110.0,"GBPNZD,GBPUSD,NZDUSD",18.589219,8.8929,9.6963,OK,LONDON,1
GBPNZDUSD-2025-0015,GBP_NZD_USD,2025-03-19 08:00:00,2025-03-19 10:55:00,LONG,-3.0777,0.5467,TP_HIT,175.0,"GBPNZD,GBPUSD,NZDUSD",31.330504,8.8929,22.4376,OK,LONDON,0
GBPNZDUSD-2025-0016,GBP_NZD_USD,2025-03-21 14:40:00,2025-03-21 17:00:00,LONG,-3.2238,-0.7307,TIMEOUT,140.0,"GBPNZD,GBPUSD,NZDUSD",22.777581,8.8929,13.8847,OK,LONDON,1
GBPNZDUSD-2025-0017,GBP_NZD_USD,2025-03-25 10:40:00,2025-03-25 13:55:00,SHORT,3.0181,-0.6986,TP_HIT,195.0,"GBPNZD,GBPUSD,NZDUSD",27.451381,8.8929,18.5585,OK,LONDON,0
GBPNZDUSD-2025-0018,GBP_NZD_USD,2025-04-02 11:00:00,2025-04-02 17:00:00,LONG,-3.095,-1.7394,TIMEOUT,360.0,"GBPNZD,GBPUSD,NZDUSD",-15.179087,8.8929,-24.072,OK,LONDON,1
GBPNZDUSD-2025-0019,GBP_NZD_USD,2025-04-16 14:20:00,2025-04-16 17:00:00,SHORT,3.5324,1.127,TIMEOUT,160.0,"GBPNZD,GBPUSD,NZDUSD",13.979807,8.8929,5.0869,OK,LONDON,1
GBPNZDUSD-2025-0020,GBP_NZD_USD,2025-04-29 13:15:00,2025-04-29 16:10:00,LONG,-3.0684,0.2827,TP_HIT,175.0,"GBPNZD,GBPUSD,NZDUSD",51.893742,8.8929,43.0008,OK,LONDON,0
GBPNZDUSD-2025-0021,GBP_NZD_USD,2025-04-30 13:45:00,2025-04-30 17:00:00,SHORT,3.2358,1.4204,TIMEOUT,195.0,"GBPNZD,GBPUSD,NZDUSD",7.736273,8.8929,-1.1566,OK,LONDON,1
GBPNZDUSD-2025-0022,GBP_NZD_USD,2025-05-02 11:35:00,2025-05-02 15:35:00,SHORT,3.3811,-0.8368,TP_HIT,240.0,"GBPNZD,GBPUSD,NZDUSD",52.229641,8.8929,43.3367,OK,LONDON,0
GBPNZDUSD-2025-0023,GBP_NZD_USD,2025-05-12 13:50:00,2025-05-12 17:00:00,LONG,-3.2018,-0.9754,TIMEOUT,190.0,"GBPNZD,GBPUSD,NZDUSD",14.715448,8.8929,5.8226,OK,LONDON,1
GBPNZDUSD-2025-0024,GBP_NZD_USD,2025-05-14 14:40:00,2025-05-14 17:00:00,LONG,-3.0507,-0.7401,TIMEOUT,140.0,"GBPNZD,GBPUSD,NZDUSD",18.113743,8.8929,9.2208,OK,LONDON,1
GBPNZDUSD-2025-0025,GBP_NZD_USD,2025-05-15 09:20:00,2025-05-15 13:15:00,LONG,-3.3323,0.3949,TP_HIT,235.0,"GBPNZD,GBPUSD,NZDUSD",37.649969,8.8929,28.7571,OK,LONDON,0
GBPNZDUSD-2025-0026,GBP_NZD_USD,2025-05-21 10:05:00,2025-05-21 10:55:00,SHORT,3.0702,-0.3974,TP_HIT,50.0,"GBPNZD,GBPUSD,NZDUSD",27.741545,8.8929,18.8486,OK,LONDON,0
GBPNZDUSD-2025-0027,GBP_NZD_USD,2025-05-23 08:35:00,2025-05-23 11:05:00,SHORT,3.1452,-0.4756,TP_HIT,150.0,"GBPNZD,GBPUSD,NZDUSD",32.60663,8.8929,23.7137,OK,LONDON,0
GBPNZDUSD-2025-0028,GBP_NZD_USD,2025-05-27 09:05:00,2025-05-27 11:45:00,LONG,-3.4048,0.7153,TP_HIT,160.0,"GBPNZD,GBPUSD,NZDUSD",35.725746,8.8929,26.8328,OK,LONDON,0
GBPNZDUSD-2025-0029,GBP_NZD_USD,2025-06-04 10:35:00,2025-06-04 13:35:00,SHORT,3.0315,-0.3175,TP_HIT,180.0,"GBPNZD,GBPUSD,NZDUSD",19.840463,8.8929,10.9476,OK,LONDON,0
GBPNZDUSD-2025-0030,GBP_NZD_USD,2025-06-10 08:45:00,2025-06-10 10:00:00,SHORT,3.1516,-0.6307,TP_HIT,75.0,"GBPNZD,GBPUSD,NZDUSD",49.717623,8.8929,40.8247,OK,LONDON,0
GBPNZDUSD-2025-0031,GBP_NZD_USD,2025-06-16 10:55:00,2025-06-16 16:45:00,SHORT,3.1646,-0.3411,TP_HIT,350.0,"GBPNZD,GBPUSD,NZDUSD",37.182381,8.8929,28.2895,OK,LONDON,0
GBPNZDUSD-2025-0032,GBP_NZD_USD,2025-06-24 12:20:00,2025-06-24 17:00:00,LONG,-3.0091,-0.9316,TIMEOUT,280.0,"GBPNZD,GBPUSD,NZDUSD",6.726477,8.8929,-2.1664,OK,LONDON,1
GBPNZDUSD-2025-0033,GBP_NZD_USD,2025-06-27 09:15:00,2025-06-27 12:10:00,LONG,-3.2342,0.4153,TP_HIT,175.0,"GBPNZD,GBPUSD,NZDUSD",18.849218,8.8929,9.9563,OK,LONDON,0
GBPNZDUSD-2025-0034,GBP_NZD_USD,2025-07-02 11:15:00,2025-07-02 16:20:00,SHORT,3.1973,-0.2855,TP_HIT,305.0,"GBPNZD,GBPUSD,NZDUSD",15.632948,8.8929,6.7401,OK,LONDON,0
GBPNZDUSD-2025-0035,GBP_NZD_USD,2025-07-03 15:30:00,2025-07-03 17:00:00,SHORT,3.6919,1.3743,TIMEOUT,90.0,"GBPNZD,GBPUSD,NZDUSD",7.040801,8.8929,-1.8521,OK,LONDON,1
GBPNZDUSD-2025-0036,GBP_NZD_USD,2025-07-08 08:30:00,2025-07-08 12:30:00,SHORT,3.1198,-0.3205,TP_HIT,240.0,"GBPNZD,GBPUSD,NZDUSD",23.177595,8.8929,14.2847,OK,LONDON,0
GBPNZDUSD-2025-0037,GBP_NZD_USD,2025-07-08 13:35:00,2025-07-08 17:00:00,LONG,-3.0046,-1.4195,TIMEOUT,205.0,"GBPNZD,GBPUSD,NZDUSD",3.282014,8.8929,-5.6109,OK,LONDON,1
GBPNZDUSD-2025-0038,GBP_NZD_USD,2025-07-15 13:00:00,2025-07-15 17:00:00,LONG,-3.2403,-0.5169,TIMEOUT,240.0,"GBPNZD,GBPUSD,NZDUSD",5.710817,8.8929,-3.1821,OK,LONDON,1
GBPNZDUSD-2025-0039,GBP_NZD_USD,2025-07-22 11:00:00,2025-07-22 17:00:00,SHORT,3.0775,0.3392,TIMEOUT,360.0,"GBPNZD,GBPUSD,NZDUSD",3.208852,8.8929,-5.684,OK,LONDON,1
GBPNZDUSD-2025-0040,GBP_NZD_USD,2025-07-23 13:10:00,2025-07-23 17:00:00,LONG,-3.0554,-1.1022,TIMEOUT,230.0,"GBPNZD,GBPUSD,NZDUSD",3.955931,8.8929,-4.937,OK,LONDON,1
GBPNZDUSD-2025-0041,GBP_NZD_USD,2025-07-24 11:55:00,2025-07-24 13:35:00,LONG,-3.2662,0.5729,TP_HIT,100.0,"GBPNZD,GBPUSD,NZDUSD",26.440882,8.8929,17.548,OK,LONDON,0
GBPNZDUSD-2025-0042,GBP_NZD_USD,2025-07-25 10:40:00,2025-07-25 14:35:00,SHORT,3.168,-0.4665,TP_HIT,235.0,"GBPNZD,GBPUSD,NZDUSD",24.220495,8.8929,15.3276,OK,LONDON,0
GBPNZDUSD-2025-0043,GBP_NZD_USD,2025-08-01 10:10:00,2025-08-01 11:40:00,SHORT,3.0426,-1.152,TP_HIT,90.0,"GBPNZD,GBPUSD,NZDUSD",39.850006,8.8929,30.9571,OK,LONDON,0
GBPNZDUSD-2025-0044,GBP_NZD_USD,2025-08-06 13:55:00,2025-08-06 17:00:00,LONG,-3.0456,-1.035,TIMEOUT,185.0,"GBPNZD,GBPUSD,NZDUSD",9.768751,8.8929,0.8759,OK,LONDON,1
GBPNZDUSD-2025-0045,GBP_NZD_USD,2025-08-07 10:00:00,2025-08-07 17:00:00,LONG,-3.0368,0.2674,TIMEOUT,420.0,"GBPNZD,GBPUSD,NZDUSD",29.071345,8.8929,20.1784,OK,LONDON,1
GBPNZDUSD-2025-0046,GBP_NZD_USD,2025-08-11 10:05:00,2025-08-11 17:00:00,SHORT,3.0098,0.1212,TIMEOUT,415.0,"GBPNZD,GBPUSD,NZDUSD",11.959997,8.8929,3.0671,OK,LONDON,1
GBPNZDUSD-2025-0047,GBP_NZD_USD,2025-08-12 08:45:00,2025-08-12 11:25:00,LONG,-3.0759,0.3545,TP_HIT,160.0,"GBPNZD,GBPUSD,NZDUSD",41.543728,8.8929,32.6508,OK,LONDON,0
GBPNZDUSD-2025-0048,GBP_NZD_USD,2025-08-18 13:15:00,2025-08-18 15:55:00,LONG,-3.0778,0.3088,TP_HIT,160.0,"GBPNZD,GBPUSD,NZDUSD",30.181481,8.8929,21.2886,OK,LONDON,0
GBPNZDUSD-2025-0049,GBP_NZD_USD,2025-08-21 12:40:00,2025-08-21 17:00:00,SHORT,3.3476,-0.4017,TIMEOUT,260.0,"GBPNZD,GBPUSD,NZDUSD",21.548543,8.8929,12.6556,OK,LONDON,1
GBPNZDUSD-2025-0050,GBP_NZD_USD,2025-08-22 13:00:00,2025-08-22 17:00:00,SHORT,3.1946,0.1652,TIMEOUT,240.0,"GBPNZD,GBPUSD,NZDUSD",16.148975,8.8929,7.2561,OK,LONDON,1
GBPNZDUSD-2025-0051,GBP_NZD_USD,2025-08-29 14:00:00,2025-08-29 17:00:00,LONG,-3.043,-1.5711,TIMEOUT,180.0,"GBPNZD,GBPUSD,NZDUSD",4.655633,8.8929,-4.2373,OK,LONDON,1
GBPNZDUSD-2025-0052,GBP_NZD_USD,2025-09-03 08:00:00,2025-09-03 12:40:00,LONG,-3.1991,0.2508,TP_HIT,280.0,"GBPNZD,GBPUSD,NZDUSD",24.024971,8.8929,15.1321,OK,LONDON,0
GBPNZDUSD-2025-0053,GBP_NZD_USD,2025-09-05 10:05:00,2025-09-05 12:15:00,LONG,-3.1989,0.7061,TP_HIT,130.0,"GBPNZD,GBPUSD,NZDUSD",19.452191,8.8929,10.5593,OK,LONDON,0
GBPNZDUSD-2025-0054,GBP_NZD_USD,2025-09-11 13:55:00,2025-09-11 17:00:00,SHORT,4.5183,1.2452,TIMEOUT,185.0,"GBPNZD,GBPUSD,NZDUSD",7.657566,8.8929,-1.2353,OK,LONDON,1
GBPNZDUSD-2025-0055,GBP_NZD_USD,2025-09-19 08:10:00,2025-09-19 10:30:00,SHORT,3.0079,-0.4251,TP_HIT,140.0,"GBPNZD,GBPUSD,NZDUSD",47.055178,8.8929,38.1623,OK,LONDON,0
GBPNZDUSD-2025-0056,GBP_NZD_USD,2025-09-24 13:40:00,2025-09-24 17:00:00,LONG,-3.0972,-1.0513,TIMEOUT,200.0,"GBPNZD,GBPUSD,NZDUSD",10.640515,8.8929,1.7476,OK,LONDON,1
GBPNZDUSD-2025-0057,GBP_NZD_USD,2025-09-25 12:35:00,2025-09-25 13:55:00,LONG,-3.1982,0.2981,TP_HIT,80.0,"GBPNZD,GBPUSD,NZDUSD",28.062104,8.8929,19.1692,OK,LONDON,0
GBPNZDUSD-2025-0058,GBP_NZD_USD,2025-10-03 12:45:00,2025-10-03 17:00:00,LONG,-3.8055,-0.3497,TIMEOUT,255.0,"GBPNZD,GBPUSD,NZDUSD",15.156323,8.8929,6.2634,OK,LONDON,1
GBPNZDUSD-2025-0059,GBP_NZD_USD,2025-10-07 10:00:00,2025-10-07 13:55:00,SHORT,3.0077,-0.6323,TP_HIT,235.0,"GBPNZD,GBPUSD,NZDUSD",23.27975,8.8929,14.3869,OK,LONDON,0
GBPNZDUSD-2025-0060,GBP_NZD_USD,2025-10-10 09:50:00,2025-10-10 13:05:00,SHORT,3.3074,-0.269,TP_HIT,195.0,"GBPNZD,GBPUSD,NZDUSD",17.146469,8.8929,8.2536,OK,LONDON,0
GBPNZDUSD-2025-0061,GBP_NZD_USD,2025-10-10 13:35:00,2025-10-10 13:55:00,LONG,-3.2603,-6.4403,SL_HIT,20.0,"GBPNZD,GBPUSD,NZDUSD",-29.810819,8.8929,-38.7037,TRIGGERED,LONDON,0
GBPNZDUSD-2025-0062,GBP_NZD_USD,2025-10-10 14:00:00,2025-10-10 14:05:00,LONG,-7.8908,-9.6097,SL_HIT,5.0,"GBPNZD,GBPUSD,NZDUSD",-27.761018,8.8929,-36.6539,TRIGGERED,LONDON,0
GBPNZDUSD-2025-0063,GBP_NZD_USD,2025-10-10 14:10:00,2025-10-10 14:15:00,LONG,-6.8764,-6.4936,SL_HIT,5.0,"GBPNZD,GBPUSD,NZDUSD",-4.579779,8.8929,-13.4727,TRIGGERED,LONDON,0
GBPNZDUSD-2025-0064,GBP_NZD_USD,2025-10-10 14:20:00,2025-10-10 14:25:00,LONG,-6.5784,-6.212,SL_HIT,5.0,"GBPNZD,GBPUSD,NZDUSD",-4.515631,8.8929,-13.4085,TRIGGERED,LONDON,0
GBPNZDUSD-2025-0065,GBP_NZD_USD,2025-10-10 14:30:00,2025-10-10 17:00:00,LONG,-5.4552,-2.0598,TIMEOUT,150.0,"GBPNZD,GBPUSD,NZDUSD",1.313414,8.8929,-7.5795,OK,LONDON,1
GBPNZDUSD-2025-0066,GBP_NZD_USD,2025-10-17 10:05:00,2025-10-17 11:30:00,SHORT,3.0525,-0.2895,TP_HIT,85.0,"GBPNZD,GBPUSD,NZDUSD",29.958447,8.8929,21.0655,OK,LONDON,0
GBPNZDUSD-2025-0067,GBP_NZD_USD,2025-10-21 10:45:00,2025-10-21 17:00:00,SHORT,3.0744,1.4337,TIMEOUT,375.0,"GBPNZD,GBPUSD,NZDUSD",-12.197578,8.8929,-21.0905,OK,LONDON,1
GBPNZDUSD-2025-0068,GBP_NZD_USD,2025-10-24 11:30:00,2025-10-24 17:00:00,SHORT,3.5304,0.9458,TIMEOUT,330.0,"GBPNZD,GBPUSD,NZDUSD",5.003145,8.8929,-3.8898,OK,LONDON,1
GBPNZDUSD-2025-0069,GBP_NZD_USD,2025-10-28 09:00:00,2025-10-28 17:00:00,SHORT,3.0602,0.1016,TIMEOUT,480.0,"GBPNZD,GBPUSD,NZDUSD",11.779026,8.8929,2.8861,OK,LONDON,1
GBPNZDUSD-2025-0070,GBP_NZD_USD,2025-10-31 11:15:00,2025-10-31 15:00:00,SHORT,3.1396,-0.545,TP_HIT,225.0,"GBPNZD,GBPUSD,NZDUSD",35.054106,8.8929,26.1612,OK,LONDON,0
GBPNZDUSD-2025-0071,GBP_NZD_USD,2025-11-06 11:50:00,2025-11-06 17:00:00,LONG,-3.3287,0.2058,TIMEOUT,310.0,"GBPNZD,GBPUSD,NZDUSD",18.015612,8.8929,9.1227,OK,LONDON,1
GBPNZDUSD-2025-0072,GBP_NZD_USD,2025-11-12 10:00:00,2025-11-12 12:45:00,SHORT,3.3036,-0.2901,TP_HIT,165.0,"GBPNZD,GBPUSD,NZDUSD",31.080162,8.8929,22.1873,OK,LONDON,0
GBPNZDUSD-2025-0073,GBP_NZD_USD,2025-11-13 10:05:00,2025-11-13 17:00:00,LONG,-3.0544,-1.2171,TIMEOUT,415.0,"GBPNZD,GBPUSD,NZDUSD",3.850718,8.8929,-5.0422,OK,LONDON,1
GBPNZDUSD-2025-0074,GBP_NZD_USD,2025-11-20 13:55:00,2025-11-20 17:00:00,LONG,-3.0147,-1.2604,TIMEOUT,185.0,"GBPNZD,GBPUSD,NZDUSD",4.492215,8.8929,-4.4007,OK,LONDON,1
GBPNZDUSD-2025-0075,GBP_NZD_USD,2025-11-25 11:40:00,2025-11-25 14:20:00,LONG,-3.054,0.2943,TP_HIT,160.0,"GBPNZD,GBPUSD,NZDUSD",33.453115,8.8929,24.5602,OK,LONDON,0
GBPNZDUSD-2025-0076,GBP_NZD_USD,2025-11-28 12:25:00,2025-11-28 17:00:00,SHORT,3.516,0.0557,TIMEOUT,275.0,"GBPNZD,GBPUSD,NZDUSD",25.958839,8.8929,17.0659,OK,LONDON,1
