strategy_id,family_id,asset,source_state_id,signal_timestamp,decision_timestamp,entry_timestamp,entry_price,direction,execution_object,exit_timestamp,exit_price,exit_reason,invalidation_reason,holding_hours,gross_bps,entry_cost_bps,exit_cost_bps,funding_bps,net_bps,gross_R,net_R,MAE,MFE,control_id
ALPHA1_S001,FAM_A,ETH,,2026-04-22T18:00:00+00:00,2026-04-22T18:00:00+00:00,2026-04-22T19:00:00+00:00,2395.4,LONG,perp,2026-04-22T19:00:00+00:00,2396.6,STATE_EXIT,,1,5.0096,2.5,2.5,0.0,0.0096,0.0501,0.0001,0.0,0.0005,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-22T20:00:00+00:00,2026-04-22T20:00:00+00:00,2026-04-22T21:00:00+00:00,2390.3,LONG,perp,2026-04-22T21:00:00+00:00,2401.3,STATE_EXIT,,1,46.0193,2.5,2.5,0.0,41.0193,0.4602,0.4102,0.0,0.0046,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-22T23:00:00+00:00,2026-04-22T23:00:00+00:00,2026-04-23T00:00:00+00:00,2372.7,LONG,perp,2026-04-23T01:00:00+00:00,2365.7,STATE_EXIT,,2,-29.5023,2.5,2.5,0.0395,-34.4628,-0.295,-0.3446,-0.003,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-23T02:00:00+00:00,2026-04-23T02:00:00+00:00,2026-04-23T03:00:00+00:00,2350.5,LONG,perp,2026-04-23T03:00:00+00:00,2339.8,STATE_EXIT,,1,-45.5222,2.5,2.5,0.0,-50.5222,-0.4552,-0.5052,-0.0045,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-23T04:00:00+00:00,2026-04-23T04:00:00+00:00,2026-04-23T05:00:00+00:00,2346.4,LONG,perp,2026-04-23T06:00:00+00:00,2353.3,STATE_EXIT,,2,29.4068,2.5,2.5,0.0702,24.477,0.2941,0.2448,0.0,0.0029,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-23T07:00:00+00:00,2026-04-23T07:00:00+00:00,2026-04-23T08:00:00+00:00,2342.9,LONG,perp,2026-04-23T08:00:00+00:00,2338.8,STATE_EXIT,,1,-17.4997,2.5,2.5,0.0,-22.4997,-0.175,-0.225,-0.0017,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-23T15:00:00+00:00,2026-04-23T15:00:00+00:00,2026-04-23T16:00:00+00:00,2332.0,LONG,perp,2026-04-23T17:00:00+00:00,2309.2,STATE_EXIT,,2,-97.7702,2.5,2.5,0.0185,-102.7516,-0.9777,-1.0275,-0.0098,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-23T22:00:00+00:00,2026-04-23T22:00:00+00:00,2026-04-23T23:00:00+00:00,2330.5,LONG,perp,2026-04-24T00:00:00+00:00,2331.5,STATE_EXIT,,2,4.2909,2.5,2.5,0.0015,-0.7075,0.0429,-0.0071,-0.0007,0.0003,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-24T01:00:00+00:00,2026-04-24T01:00:00+00:00,2026-04-24T02:00:00+00:00,2331.6,LONG,perp,2026-04-24T03:00:00+00:00,2307.3,STATE_EXIT,,2,-104.2203,2.5,2.5,0.0277,-109.1926,-1.0422,-1.0919,-0.0104,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-24T06:00:00+00:00,2026-04-24T06:00:00+00:00,2026-04-24T07:00:00+00:00,2307.8,LONG,perp,2026-04-24T08:00:00+00:00,2313.9,STATE_EXIT,,2,26.4321,2.5,2.5,-0.0228,21.4093,0.2643,0.2141,0.0,0.0027,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-24T09:00:00+00:00,2026-04-24T09:00:00+00:00,2026-04-24T10:00:00+00:00,2308.5,LONG,perp,2026-04-24T11:00:00+00:00,2326.9,STATE_EXIT,,2,79.7054,2.5,2.5,0.0383,74.7438,0.7971,0.7474,0.0,0.008,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-24T13:00:00+00:00,2026-04-24T13:00:00+00:00,2026-04-24T14:00:00+00:00,2315.5,LONG,perp,2026-04-24T14:00:00+00:00,2312.4,STATE_EXIT,,1,-13.388,2.5,2.5,0.0,-18.388,-0.1339,-0.1839,-0.0014,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-25T00:00:00+00:00,2026-04-25T00:00:00+00:00,2026-04-25T01:00:00+00:00,2314.7,LONG,perp,2026-04-25T01:00:00+00:00,2316.8,STATE_EXIT,,1,9.0724,2.5,2.5,0.0,4.0724,0.0907,0.0407,0.0,0.0009,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-25T02:00:00+00:00,2026-04-25T02:00:00+00:00,2026-04-25T03:00:00+00:00,2316.1,LONG,perp,2026-04-25T03:00:00+00:00,2317.5,STATE_EXIT,,1,6.0446,2.5,2.5,0.0,1.0446,0.0604,0.0104,0.0,0.0006,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-25T19:00:00+00:00,2026-04-25T19:00:00+00:00,2026-04-25T20:00:00+00:00,2308.8,LONG,perp,2026-04-25T20:00:00+00:00,2312.2,STATE_EXIT,,1,14.7263,2.5,2.5,0.0,9.7263,0.1473,0.0973,0.0,0.0014,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-25T23:00:00+00:00,2026-04-25T23:00:00+00:00,2026-04-26T00:00:00+00:00,2318.1,LONG,perp,2026-04-26T00:00:00+00:00,2314.1,STATE_EXIT,,1,-17.2555,2.5,2.5,0.0,-22.2555,-0.1726,-0.2226,-0.0017,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-26T02:00:00+00:00,2026-04-26T02:00:00+00:00,2026-04-26T03:00:00+00:00,2313.6,LONG,perp,2026-04-26T03:00:00+00:00,2308.7,STATE_EXIT,,1,-21.1791,2.5,2.5,0.0,-26.1791,-0.2118,-0.2618,-0.0021,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-26T04:00:00+00:00,2026-04-26T04:00:00+00:00,2026-04-26T05:00:00+00:00,2316.3,LONG,perp,2026-04-26T05:00:00+00:00,2326.5,STATE_EXIT,,1,44.0357,2.5,2.5,0.0,39.0357,0.4404,0.3904,0.0,0.0044,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-26T09:00:00+00:00,2026-04-26T09:00:00+00:00,2026-04-26T10:00:00+00:00,2333.1,LONG,perp,2026-04-26T11:00:00+00:00,2335.0,STATE_EXIT,,2,8.1437,2.5,2.5,0.0149,3.1585,0.0814,0.0316,-0.0006,0.0008,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-26T13:00:00+00:00,2026-04-26T13:00:00+00:00,2026-04-26T14:00:00+00:00,2333.7,LONG,perp,2026-04-26T14:00:00+00:00,2344.9,STATE_EXIT,,1,47.9925,2.5,2.5,0.0,42.9925,0.4799,0.4299,0.0,0.0048,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-26T18:00:00+00:00,2026-04-26T18:00:00+00:00,2026-04-26T19:00:00+00:00,2360.5,LONG,perp,2026-04-26T19:00:00+00:00,2366.1,STATE_EXIT,,1,23.7238,2.5,2.5,0.0,18.7238,0.2372,0.1872,0.0,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-27T00:00:00+00:00,2026-04-27T00:00:00+00:00,2026-04-27T01:00:00+00:00,2388.0,LONG,perp,2026-04-27T01:00:00+00:00,2393.7,STATE_EXIT,,1,23.8693,2.5,2.5,0.0,18.8693,0.2387,0.1887,0.0,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-27T15:00:00+00:00,2026-04-27T15:00:00+00:00,2026-04-27T16:00:00+00:00,2273.4,LONG,perp,2026-04-27T17:00:00+00:00,2286.1,STATE_EXIT,,2,55.8635,2.5,2.5,0.0652,50.9287,0.5586,0.5093,0.0,0.0056,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-27T19:00:00+00:00,2026-04-27T19:00:00+00:00,2026-04-27T20:00:00+00:00,2287.8,LONG,perp,2026-04-27T22:00:00+00:00,2293.1,STATE_EXIT,,3,23.1664,2.5,2.5,0.1214,18.2878,0.2317,0.1829,-0.0008,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-27T23:00:00+00:00,2026-04-27T23:00:00+00:00,2026-04-28T00:00:00+00:00,2302.4,LONG,perp,2026-04-28T00:00:00+00:00,2305.7,STATE_EXIT,,1,14.3329,2.5,2.5,0.0,9.3329,0.1433,0.0933,0.0,0.0014,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-28T01:00:00+00:00,2026-04-28T01:00:00+00:00,2026-04-28T02:00:00+00:00,2297.3,LONG,perp,2026-04-28T02:00:00+00:00,2288.1,STATE_EXIT,,1,-40.047,2.5,2.5,0.0,-45.047,-0.4005,-0.4505,-0.004,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-28T03:00:00+00:00,2026-04-28T03:00:00+00:00,2026-04-28T04:00:00+00:00,2289.5,LONG,perp,2026-04-28T04:00:00+00:00,2287.5,STATE_EXIT,,1,-8.7355,2.5,2.5,0.0,-13.7355,-0.0874,-0.1374,-0.0009,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-28T06:00:00+00:00,2026-04-28T06:00:00+00:00,2026-04-28T07:00:00+00:00,2276.3,LONG,perp,2026-04-28T09:00:00+00:00,2280.9,STATE_EXIT,,3,20.2082,2.5,2.5,0.2789,15.4871,0.2021,0.1549,0.0,0.0044,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-28T10:00:00+00:00,2026-04-28T10:00:00+00:00,2026-04-28T11:00:00+00:00,2283.0,LONG,perp,2026-04-28T13:00:00+00:00,2275.4,STATE_EXIT,,3,-33.2895,2.5,2.5,0.1098,-38.1797,-0.3329,-0.3818,-0.004,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-28T16:00:00+00:00,2026-04-28T16:00:00+00:00,2026-04-28T17:00:00+00:00,2284.8,LONG,perp,2026-04-28T17:00:00+00:00,2289.6,STATE_EXIT,,1,21.0084,2.5,2.5,0.0,16.0084,0.2101,0.1601,0.0,0.0021,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-29T04:00:00+00:00,2026-04-29T04:00:00+00:00,2026-04-29T05:00:00+00:00,2325.9,LONG,perp,2026-04-29T06:00:00+00:00,2323.7,STATE_EXIT,,2,-9.4587,2.5,2.5,-0.125,-14.5837,-0.0946,-0.1458,-0.0009,0.0008,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-29T15:00:00+00:00,2026-04-29T15:00:00+00:00,2026-04-29T16:00:00+00:00,2271.0,LONG,perp,2026-04-29T17:00:00+00:00,2282.3,STATE_EXIT,,2,49.7578,2.5,2.5,-0.0591,44.6987,0.4976,0.447,-0.0022,0.0049,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-29T19:00:00+00:00,2026-04-29T19:00:00+00:00,2026-04-29T20:00:00+00:00,2232.4,LONG,perp,2026-04-29T20:00:00+00:00,2239.5,STATE_EXIT,,1,31.8043,2.5,2.5,0.0,26.8043,0.318,0.268,0.0,0.0032,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-29T23:00:00+00:00,2026-04-29T23:00:00+00:00,2026-04-30T00:00:00+00:00,2251.5,LONG,perp,2026-04-30T00:00:00+00:00,2271.4,STATE_EXIT,,1,88.3855,2.5,2.5,0.0,83.3855,0.8839,0.8339,0.0,0.0089,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-30T01:00:00+00:00,2026-04-30T01:00:00+00:00,2026-04-30T02:00:00+00:00,2267.9,LONG,perp,2026-04-30T02:00:00+00:00,2244.0,STATE_EXIT,,1,-105.3838,2.5,2.5,0.0,-110.3838,-1.0538,-1.1038,-0.0105,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T09:00:00+00:00,2255.4,LONG,perp,2026-04-30T09:00:00+00:00,2260.8,STATE_EXIT,,1,23.9425,2.5,2.5,0.0,18.9425,0.2394,0.1894,0.0,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T11:00:00+00:00,2260.5,LONG,perp,2026-04-30T12:00:00+00:00,2264.3,STATE_EXIT,,2,16.8104,2.5,2.5,0.0191,11.8295,0.1681,0.1183,-0.0017,0.0016,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-01T22:00:00+00:00,2026-05-01T22:00:00+00:00,2026-05-01T23:00:00+00:00,2292.0,LONG,perp,2026-05-01T23:00:00+00:00,2294.7,STATE_EXIT,,1,11.7801,2.5,2.5,0.0,6.7801,0.1178,0.0678,0.0,0.0012,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-03T21:00:00+00:00,2026-05-03T21:00:00+00:00,2026-05-03T22:00:00+00:00,2322.8,LONG,perp,2026-05-03T22:00:00+00:00,2342.7,STATE_EXIT,,1,85.6725,2.5,2.5,0.0,80.6725,0.8567,0.8067,0.0,0.0086,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-04T02:00:00+00:00,2026-05-04T02:00:00+00:00,2026-05-04T03:00:00+00:00,2373.2,LONG,perp,2026-05-04T03:00:00+00:00,2383.9,STATE_EXIT,,1,45.0868,2.5,2.5,0.0,40.0868,0.4509,0.4009,0.0,0.0045,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-04T20:00:00+00:00,2026-05-04T20:00:00+00:00,2026-05-04T21:00:00+00:00,2348.8,LONG,perp,2026-05-04T21:00:00+00:00,2359.6,STATE_EXIT,,1,45.9809,2.5,2.5,0.0,40.9809,0.4598,0.4098,0.0,0.0046,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-05T08:00:00+00:00,2026-05-05T08:00:00+00:00,2026-05-05T09:00:00+00:00,2375.4,LONG,perp,2026-05-05T09:00:00+00:00,2368.6,STATE_EXIT,,1,-28.6268,2.5,2.5,0.0,-33.6268,-0.2863,-0.3363,-0.0029,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-05T23:00:00+00:00,2026-05-05T23:00:00+00:00,2026-05-06T00:00:00+00:00,2359.3,LONG,perp,2026-05-06T00:00:00+00:00,2363.3,STATE_EXIT,,1,16.9542,2.5,2.5,0.0,11.9542,0.1695,0.1195,0.0,0.0017,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-06T01:00:00+00:00,2026-05-06T01:00:00+00:00,2026-05-06T02:00:00+00:00,2372.0,LONG,perp,2026-05-06T03:00:00+00:00,2375.5,STATE_EXIT,,2,14.7555,2.5,2.5,0.0651,9.8206,0.1476,0.0982,-0.0017,0.0015,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-07T00:00:00+00:00,2026-05-07T00:00:00+00:00,2026-05-07T01:00:00+00:00,2328.2,LONG,perp,2026-05-07T02:00:00+00:00,2321.3,STATE_EXIT,,2,-29.6366,2.5,2.5,-0.0636,-34.7003,-0.2964,-0.347,-0.003,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-07T09:00:00+00:00,2026-05-07T09:00:00+00:00,2026-05-07T10:00:00+00:00,2327.8,LONG,perp,2026-05-07T10:00:00+00:00,2325.9,STATE_EXIT,,1,-8.1622,2.5,2.5,0.0,-13.1622,-0.0816,-0.1316,-0.0007,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-09T15:00:00+00:00,2026-05-09T15:00:00+00:00,2026-05-09T16:00:00+00:00,2316.3,LONG,perp,2026-05-09T16:00:00+00:00,2318.6,STATE_EXIT,,1,9.9296,2.5,2.5,0.0,4.9296,0.0993,0.0493,0.0,0.001,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-12T13:00:00+00:00,2026-05-12T13:00:00+00:00,2026-05-12T14:00:00+00:00,2270.3,LONG,perp,2026-05-12T15:00:00+00:00,2260.5,STATE_EXIT,,2,-43.1661,2.5,2.5,-0.1186,-48.2847,-0.4317,-0.4828,-0.0043,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-12T19:00:00+00:00,2026-05-12T19:00:00+00:00,2026-05-12T20:00:00+00:00,2283.7,LONG,perp,2026-05-12T20:00:00+00:00,2283.9,STATE_EXIT,,1,0.8758,2.5,2.5,0.0,-4.1242,0.0088,-0.0412,0.0,0.0001,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-15T04:00:00+00:00,2026-05-15T04:00:00+00:00,2026-05-15T05:00:00+00:00,2262.0,LONG,perp,2026-05-15T06:00:00+00:00,2254.4,STATE_EXIT,,2,-33.5986,2.5,2.5,-0.0126,-38.6112,-0.336,-0.3861,-0.0079,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-15T13:00:00+00:00,2026-05-15T13:00:00+00:00,2026-05-15T14:00:00+00:00,2212.3,LONG,perp,2026-05-15T14:00:00+00:00,2212.7,STATE_EXIT,,1,1.8081,2.5,2.5,0.0,-3.1919,0.0181,-0.0319,0.0,0.0001,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-15T17:00:00+00:00,2026-05-15T17:00:00+00:00,2026-05-15T18:00:00+00:00,2228.4,LONG,perp,2026-05-15T19:00:00+00:00,2222.2,STATE_EXIT,,2,-27.8227,2.5,2.5,0.0379,-32.7848,-0.2782,-0.3278,-0.0027,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-15T21:00:00+00:00,2026-05-15T21:00:00+00:00,2026-05-15T22:00:00+00:00,2215.7,LONG,perp,2026-05-15T22:00:00+00:00,2223.0,STATE_EXIT,,1,32.9467,2.5,2.5,0.0,27.9467,0.3295,0.2795,0.0,0.0033,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-15T23:00:00+00:00,2026-05-15T23:00:00+00:00,2026-05-16T00:00:00+00:00,2223.3,LONG,perp,2026-05-16T01:00:00+00:00,2228.7,STATE_EXIT,,2,24.2882,2.5,2.5,-0.0469,19.2413,0.2429,0.1924,0.0,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-16T04:00:00+00:00,2026-05-16T04:00:00+00:00,2026-05-16T05:00:00+00:00,2224.6,LONG,perp,2026-05-16T05:00:00+00:00,2224.2,STATE_EXIT,,1,-1.7981,2.5,2.5,0.0,-6.7981,-0.018,-0.068,-0.0002,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-16T06:00:00+00:00,2026-05-16T06:00:00+00:00,2026-05-16T07:00:00+00:00,2214.0,LONG,perp,2026-05-16T07:00:00+00:00,2193.6,STATE_EXIT,,1,-92.1409,2.5,2.5,0.0,-97.1409,-0.9214,-0.9714,-0.0092,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-16T23:00:00+00:00,2026-05-16T23:00:00+00:00,2026-05-17T00:00:00+00:00,2179.3,LONG,perp,2026-05-17T01:00:00+00:00,2168.1,STATE_EXIT,,2,-51.3926,2.5,2.5,0.0,-56.3926,-0.5139,-0.5639,-0.0052,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-17T02:00:00+00:00,2026-05-17T02:00:00+00:00,2026-05-17T03:00:00+00:00,2173.0,LONG,perp,2026-05-17T03:00:00+00:00,2180.4,STATE_EXIT,,1,34.0543,2.5,2.5,0.0,29.0543,0.3405,0.2905,0.0,0.0035,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-17T04:00:00+00:00,2026-05-17T04:00:00+00:00,2026-05-17T05:00:00+00:00,2186.2,LONG,perp,2026-05-17T05:00:00+00:00,2184.7,STATE_EXIT,,1,-6.8612,2.5,2.5,0.0,-11.8612,-0.0686,-0.1186,-0.0006,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-17T06:00:00+00:00,2026-05-17T06:00:00+00:00,2026-05-17T07:00:00+00:00,2183.6,LONG,perp,2026-05-17T07:00:00+00:00,2185.1,STATE_EXIT,,1,6.8694,2.5,2.5,0.0,1.8694,0.0687,0.0187,0.0,0.0008,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-17T10:00:00+00:00,2026-05-17T10:00:00+00:00,2026-05-17T11:00:00+00:00,2192.5,LONG,perp,2026-05-17T11:00:00+00:00,2190.7,STATE_EXIT,,1,-8.2098,2.5,2.5,0.0,-13.2098,-0.0821,-0.1321,-0.0008,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-17T13:00:00+00:00,2026-05-17T13:00:00+00:00,2026-05-17T14:00:00+00:00,2190.6,LONG,perp,2026-05-17T14:00:00+00:00,2185.4,STATE_EXIT,,1,-23.7378,2.5,2.5,0.0,-28.7378,-0.2374,-0.2874,-0.0023,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-18T06:00:00+00:00,2026-05-18T06:00:00+00:00,2026-05-18T07:00:00+00:00,2118.0,LONG,perp,2026-05-18T09:00:00+00:00,2115.7,STATE_EXIT,,3,-10.8593,2.5,2.5,-0.0383,-15.8976,-0.1086,-0.159,-0.0011,0.0011,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-18T10:00:00+00:00,2026-05-18T10:00:00+00:00,2026-05-18T11:00:00+00:00,2113.3,LONG,perp,2026-05-18T12:00:00+00:00,2149.9,STATE_EXIT,,2,173.1889,2.5,2.5,-0.0044,168.1845,1.7319,1.6818,0.0,0.0173,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-20T02:00:00+00:00,2026-05-20T02:00:00+00:00,2026-05-20T03:00:00+00:00,2108.2,LONG,perp,2026-05-20T03:00:00+00:00,2110.6,STATE_EXIT,,1,11.3841,2.5,2.5,0.0,6.3841,0.1138,0.0638,0.0,0.0011,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-21T11:00:00+00:00,2026-05-21T11:00:00+00:00,2026-05-21T12:00:00+00:00,2114.1,LONG,perp,2026-05-21T12:00:00+00:00,2116.1,STATE_EXIT,,1,9.4603,2.5,2.5,0.0,4.4603,0.0946,0.0446,0.0,0.001,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-23T00:00:00+00:00,2026-05-23T00:00:00+00:00,2026-05-23T01:00:00+00:00,2063.5,LONG,perp,2026-05-23T01:00:00+00:00,2068.2,STATE_EXIT,,1,22.7768,2.5,2.5,0.0,17.7768,0.2278,0.1778,0.0,0.0022,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-23T10:00:00+00:00,2026-05-23T10:00:00+00:00,2026-05-23T11:00:00+00:00,2030.3,LONG,perp,2026-05-23T11:00:00+00:00,2030.4,STATE_EXIT,,1,0.4925,2.5,2.5,0.0,-4.5075,0.0049,-0.0451,0.0,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-23T12:00:00+00:00,2026-05-23T12:00:00+00:00,2026-05-23T13:00:00+00:00,2029.8,LONG,perp,2026-05-23T16:00:00+00:00,2060.4,STATE_EXIT,,4,150.7538,2.5,2.5,0.2237,145.9775,1.5075,1.4598,0.0,0.0151,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-23T17:00:00+00:00,2026-05-23T17:00:00+00:00,2026-05-23T18:00:00+00:00,2062.7,LONG,perp,2026-05-23T18:00:00+00:00,2073.0,STATE_EXIT,,1,49.9346,2.5,2.5,0.0,44.9346,0.4993,0.4493,0.0,0.005,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-24T11:00:00+00:00,2026-05-24T11:00:00+00:00,2026-05-24T12:00:00+00:00,2125.2,LONG,perp,2026-05-24T12:00:00+00:00,2119.3,STATE_EXIT,,1,-27.7621,2.5,2.5,0.0,-32.7621,-0.2776,-0.3276,-0.0028,0.0,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-24T15:00:00+00:00,2026-05-24T15:00:00+00:00,2026-05-24T16:00:00+00:00,2094.6,LONG,perp,2026-05-24T16:00:00+00:00,2102.8,STATE_EXIT,,1,39.1483,2.5,2.5,0.0,34.1483,0.3915,0.3415,0.0,0.0039,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-24T22:00:00+00:00,2026-05-24T22:00:00+00:00,2026-05-24T23:00:00+00:00,2091.1,LONG,perp,2026-05-25T00:00:00+00:00,2104.0,STATE_EXIT,,2,61.69,2.5,2.5,-0.0379,56.6521,0.6169,0.5665,0.0,0.0061,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-25T01:00:00+00:00,2026-05-25T01:00:00+00:00,2026-05-25T02:00:00+00:00,2092.8,LONG,perp,2026-05-25T04:00:00+00:00,2104.7,STATE_EXIT,,3,56.8616,2.5,2.5,0.0778,51.9394,0.5686,0.5194,0.0,0.0057,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-25T05:00:00+00:00,2026-05-25T05:00:00+00:00,2026-05-25T06:00:00+00:00,2106.7,LONG,perp,2026-05-25T06:00:00+00:00,2108.1,STATE_EXIT,,1,6.6455,2.5,2.5,0.0,1.6455,0.0665,0.0165,0.0,0.0006,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-25T07:00:00+00:00,2026-05-25T07:00:00+00:00,2026-05-25T08:00:00+00:00,2115.0,LONG,perp,2026-05-25T08:00:00+00:00,2115.8,STATE_EXIT,,1,3.7825,2.5,2.5,0.0,-1.2175,0.0378,-0.0122,0.0,0.0003,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-25T09:00:00+00:00,2026-05-25T09:00:00+00:00,2026-05-25T10:00:00+00:00,2115.8,LONG,perp,2026-05-25T10:00:00+00:00,2116.1,STATE_EXIT,,1,1.4179,2.5,2.5,0.0,-3.5821,0.0142,-0.0358,0.0,0.0001,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-25T20:00:00+00:00,2026-05-25T20:00:00+00:00,2026-05-25T21:00:00+00:00,2107.5,LONG,perp,2026-05-25T21:00:00+00:00,2109.8,STATE_EXIT,,1,10.9134,2.5,2.5,0.0,5.9134,0.1091,0.0591,0.0,0.0011,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-26T22:00:00+00:00,2026-05-26T22:00:00+00:00,2026-05-26T23:00:00+00:00,2067.7,LONG,perp,2026-05-26T23:00:00+00:00,2072.7,STATE_EXIT,,1,24.1815,2.5,2.5,0.0,19.1815,0.2418,0.1918,0.0,0.0024,ALPHA1_C006
ALPHA1_S001,FAM_A,ETH,,2026-05-27T00:00:00+00:00,2026-05-27T00:00:00+00:00,2026-05-27T01:00:00+00:00,2082.1,LONG,perp,2026-05-27T04:00:00+00:00,2071.0,STATE_EXIT,,4,-53.3116,2.5,2.5,-0.0206,-58.3322,-0.5331,-0.5833,-0.0065,0.0,ALPHA1_C006
