strategy_id,raw_trade_count,effective_event_count,trades_per_month,win_rate,gross_EV,net_EV,gross_PF,net_PF,payoff_ratio,mean_R,median_R,p5_R,worst_R,max_drawdown_R,max_losing_streak,MAE,MFE,median_hold_hours,mean_hold_hours,total_transaction_cost_bps,cost_share_of_gross_edge,funding_contribution_bps,funding_share_of_net_edge,month_concentration,state_concentration,asset_concentration
ALPHA1_C001,850,1,180.42,0.4459,-7.9036,-13.1319,0.8733,0.7986,0.9925,-0.1313,-0.1302,-2.7878,-8.6522,124.9037,11,-8.603,7.2464,8,8.0,4250.0,0.6326,-0.2283,0.0174,0.2188,0.0,0.5
ALPHA1_C002,850,1,180.42,0.4459,-7.9036,-13.1319,0.8733,0.7986,0.9925,-0.1313,-0.1302,-2.7878,-8.6522,124.9037,11,-8.603,7.2464,8,8.0,4250.0,0.6326,-0.2283,0.0174,0.2188,0.0,0.5
ALPHA1_C003,243,26,53.24,0.428,-16.6516,-21.7727,0.8037,0.7519,1.0049,-0.2177,-0.2438,-3.9103,-8.6522,59.8191,8,-8.603,8.2789,8,8.0,1215.0,0.3003,-0.1211,0.0056,0.428,0.0,0.5144
ALPHA1_C004,141,1,30.21,0.461,-31.9354,-37.7872,0.7783,0.7433,0.8691,-0.3779,-0.3365,-6.1961,-10.2276,65.0851,7,-10.2151,9.4204,24,24.0,705.0,0.1566,-0.8518,0.0225,0.2199,0.0,1.0
ALPHA1_C005,244,75,56.24,0.5082,13.525,8.9103,1.3721,1.2311,1.1914,0.0891,0.0179,-1.6211,-6.3025,13.5115,7,-6.2549,5.273,4,4.0,1220.0,0.3697,0.3853,0.0432,0.3566,0.0,0.5533
ALPHA1_C006,397,14,84.37,0.4584,-7.9802,-13.2442,0.8485,0.7614,0.8994,-0.1324,-0.1261,-2.7481,-8.4418,61.2306,9,-8.3831,5.2342,8,8.0,1985.0,0.6265,-0.264,0.0199,0.2242,0.0,1.0
