historical_date,rank_band,member_count,median_return_1d,median_return_3d,median_return_7d,median_return_30d,breadth_7d,breadth_30d,market_cap_share,volume_share,median_rank_velocity_7d,median_rank_velocity_14d,return_dispersion_7d,return_dispersion_30d,rank_dispersion,members_entering,median_relative_return_vs_BTC_7d,median_relative_return_vs_BTC_30d,median_relative_return_vs_ETH_7d,median_relative_return_vs_ETH_30d,n_eligible_ex_liquidity_any_venue
2020-06-01 23:59:59,1-10,10,,,,,0.0,0.0,0.8702199036645837,0.8767588403554123,,,,,3.0276503540974917,10,,,,,6
2020-06-01 23:59:59,101-200,100,,,,,0.0,0.0,0.014987654012458234,0.016764955489839833,,,,,29.011491975882016,100,,,,,1
2020-06-01 23:59:59,11-25,15,,,,,0.0,0.0,0.05750135754292639,0.06385747597022028,,,,,4.47213595499958,15,,,,,7
2020-06-01 23:59:59,201-300,100,,,,,0.0,0.0,0.005741952822721668,0.004124110428350854,,,,,29.011491975882016,100,,,,,0
2020-06-01 23:59:59,26-50,25,,,,,0.0,0.0,0.027910277540622763,0.021181447029782138,,,,,7.359800721939872,25,,,,,5
2026-08-23 23:59:59,11-25,15,0.0026725324366316805,0.08752878613881476,0.22875139931275124,0.12893298501908546,1.0,0.9333333333333333,0.03318594268386714,0.03183002927483535,1.0,1.0,0.19721149470814647,0.2087214960190517,4.47213595499958,0,-0.009022104638957806,-0.08412604890285857,-0.08602493573436831,-0.19557337089743498,21
2026-08-23 23:59:59,201-300,100,0.007963227098772618,0.05597838471584804,0.1943877147286387,0.21120837210936427,0.9,0.85,0.05799407668932707,0.026639752593778203,0.0,0.0,0.1579853367797002,0.6238728459001749,29.011491975882016,0,-0.04338578922307035,-0.001850661812579757,-0.12038862031848085,-0.11329798380715617,2
2026-08-23 23:59:59,26-50,25,0.016513761467889854,0.07702186683202372,0.2031931122302717,0.1491107337287252,0.92,0.96,0.019822962098689313,0.03536985350040684,-1.0,0.0,0.28064418861808266,0.3948433779270433,7.359800721939872,0,-0.03458039172143734,-0.06394830019321884,-0.11158322281684785,-0.17539562218779525,28
2026-08-23 23:59:59,301-500,200,0.012959702310480603,0.05625336253708624,0.13212494088988236,0.04933361242254897,0.695,0.495,0.004338140153213403,0.010445017001118754,2.0,2.0,0.21766988621610694,0.2415326354987254,57.879184513951124,4,-0.10564856306182668,-0.16372542149939506,-0.1826513941572372,-0.2751727434939715,82
2026-08-23 23:59:59,51-100,50,0.017678708490847073,0.09343289476837724,0.2091899971379586,0.14606981804774388,0.96,0.92,0.012121239672473506,0.024901491212431688,-0.5,0.0,0.2121868841435707,0.21139530901640555,14.577379737113251,0,-0.028583506813750437,-0.06698921587420015,-0.10558633790916094,-0.17843653786877656,60
