historical_date,cmc_id,internal_asset_id,symbol,global_rank,rank_band,market_cap_usd,market_cap_share,volume_24h_usd,volume_rank,volume_share,is_stablecoin,tags,return_1d,rank_change_1d,mcap_change_1d,mcap_share_change_1d,relative_return_vs_BTC_1d,relative_return_vs_ETH_1d,realized_volatility_1d,volume_mean_1d_usd,return_rank_in_universe_1d,return_3d,rank_change_3d,mcap_change_3d,mcap_share_change_3d,relative_return_vs_BTC_3d,relative_return_vs_ETH_3d,realized_volatility_3d,volume_mean_3d_usd,return_rank_in_universe_3d,return_7d,rank_change_7d,mcap_change_7d,mcap_share_change_7d,relative_return_vs_BTC_7d,relative_return_vs_ETH_7d,realized_volatility_7d,volume_mean_7d_usd,return_rank_in_universe_7d,return_14d,rank_change_14d,mcap_change_14d,mcap_share_change_14d,relative_return_vs_BTC_14d,relative_return_vs_ETH_14d,realized_volatility_14d,volume_mean_14d_usd,return_rank_in_universe_14d,return_30d,rank_change_30d,mcap_change_30d,mcap_share_change_30d,relative_return_vs_BTC_30d,relative_return_vs_ETH_30d,realized_volatility_30d,volume_mean_30d_usd,return_rank_in_universe_30d,return_60d,rank_change_60d,mcap_change_60d,mcap_share_change_60d,relative_return_vs_BTC_60d,relative_return_vs_ETH_60d,realized_volatility_60d,volume_mean_60d_usd,return_rank_in_universe_60d,return_90d,rank_change_90d,mcap_change_90d,mcap_share_change_90d,relative_return_vs_BTC_90d,relative_return_vs_ETH_90d,realized_volatility_90d,volume_mean_90d_usd,return_rank_in_universe_90d,rank_velocity_1d,rank_velocity_3d,rank_velocity_7d,rank_velocity_14d,rank_acceleration_short,rank_acceleration_medium,rank_1d_ago,rank_3d_ago,rank_7d_ago,rank_14d_ago,rank_30d_ago,rank_60d_ago,rank_90d_ago,short_mid_rank_spread,mid_long_rank_spread,rank_curve_slope,rank_curve_monotonicity,rank_curve_inflection_count,days_since_rank_peak,top_decile_hits_7d,top_decile_hits_14d,top_decile_hits_30d,top_quartile_hits_30d,rank_peak_count_7d,rank_peak_count_14d,rank_peak_count_30d,consecutive_positive_rank_velocity,entered_top500,days_in_top500,consecutive_days_in_top500,volatility_normalized_move_14d,atr_14d_true,rolling_beta_vs_BTC_30d,expected_return_given_BTC_30d,residual_return_vs_BTC_30d,rolling_beta_vs_ETH_30d,expected_return_given_ETH_30d,residual_return_vs_ETH_30d,rolling_beta_vs_BTC_60d,expected_return_given_BTC_60d,residual_return_vs_BTC_60d,rolling_beta_vs_ETH_60d,expected_return_given_ETH_60d,residual_return_vs_ETH_60d,rolling_beta_vs_BTC_90d,expected_return_given_BTC_90d,residual_return_vs_BTC_90d,rolling_beta_vs_ETH_90d,expected_return_given_ETH_90d,residual_return_vs_ETH_90d,n_eligible_ex_liquidity,_ym
2020-06-01 23:59:59,1,CMC:1,BTC,1,1-10,186993405740.44864,0.646715198377098,35198901068.3888,2.0,0.30396848708086455,False,mineable,,,,,,,,35198901068.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,True,1,1,,,,,,,,,,,,,,,,,,,,,1,2020-06
2020-06-01 23:59:59,1027,CMC:1027,ETH,2,1-10,27459257209.333447,0.09496762146827152,13951727936.4523,3.0,0.12048346693459316,False,mineable,,,,,,,,13951727936.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,True,1,1,,,,,,,,,,,,,,,,,,,,,1,2020-06
2020-06-01 23:59:59,52,CMC:52,XRP,3,1-10,9274691762.971666,0.032076447293024564,1702904267.05695,9.0,0.014705835068405552,False,,,,,,,,,1702904267.05695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,True,1,1,,,,,,,,,,,,,,,,,,,,,1,2020-06
2020-06-01 23:59:59,825,CMC:825,USDT,4,1-10,8807934628.446953,0.030462171475902633,39619617695.3932,1.0,0.34214463758945374,True,,,,,,,,,39619617695.3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,True,1,1,,,,,,,,,,,,,,,,,,,,,0,2020-06
2020-06-01 23:59:59,1831,CMC:1831,BCH,5,1-10,4704471365.822327,0.016270376597291143,3467571665.44314,4.0,0.02994504035626907,False,mineable,,,,,,,,3467571665.44314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,True,1,1,,,,,,,,,,,,,,,,,,,,,1,2020-06
2026-08-23 23:59:59,39379,CMC:39379,GWEI,496,301-500,40982867.82419242,1.4624278748740555e-05,103033339.57,56.0,0.0005776998539420709,False,defi;ethereum-ecosystem;polychain-capital-portfolio;governance;bnb-chain-ecosystem;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing;amber-group-portfolio,0.0206765319771256,2.0,0.020676581939685246,-1.3803631158862807e-07,0.011960673007943345,0.004356146317946896,,103033339.57,183.0,,,,,,,0.10910485941945412,47914971.48333333,,0.040991046655008745,-30.0,0.040991072269564555,2.499206715556857e-06,-0.1967824572967003,-0.2737852883921108,,,342.0,0.09077012289269404,3.0,0.09077037350712303,1.3680435485569499e-06,-0.1083261750879636,-0.20007613355382103,0.12253339522835373,24512069.2825,307.0,-0.09957552501864764,-23.0,-0.09957552099868361,4.891730754502571e-06,-0.31263455894059167,-0.4240818809351681,,,409.0,-0.8246601340304267,-384.0,-0.824660123548772,9.014820180887901e-05,-1.0994382654611963,-1.3456046517202094,,,421.0,-0.7965590629275946,-355.0,-0.7965590404611643,5.9506503206691e-05,-0.8027098937025426,-0.9634864876831543,0.13620929789878145,30478681.238648653,430.0,2.0,,-30.0,3.0,-41.0,-306.0,498.0,,466.0,499.0,473.0,112.0,141.0,189.5,359.5,-4.8550397000441174,0.5,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,191,5,0.7407786483312119,,,,,,,,,,,,,,0.017240486914799596,0.00010604331749063845,-0.7966651062450852,0.00949130945628911,0.0015843598450964323,-0.798143422772691,0,2026-08
2026-08-23 23:59:59,35976,CMC:35976,YUSD,497,301-500,40656686.36223859,1.4507884536340695e-05,7728.78,470.0,4.3334663282625836e-08,True,stablecoin;asset-backed-stablecoin;dao;usd-stablecoin,0.0005910160635129724,-1.0,0.0005910194936997737,1.5154036967621812e-07,-0.008124842905669283,-0.015729369595665732,,7728.78,357.0,0.0012555729743766175,-10.0,0.0012555787568611088,9.328553843454123e-07,-0.0634071974287913,-0.057819382578580214,,,370.0,0.0011977878592024371,-42.0,0.001197791612461252,3.154483313891369e-06,-0.2365757160925066,-0.3135785471879171,0.0003662495403989793,,385.0,0.0013079803373261534,-24.0,0.0013079816728536198,2.7746257170959236e-06,-0.1977883176433315,-0.2895382761091889,0.00033649125463593486,,370.0,,,,,,,0.0005657290157416478,,,,,,,,,,,,,,,,,,,,,-1.0,-10.0,-42.0,-24.0,-57.0,,496.0,487.0,455.0,473.0,,,,,,-1.8202531645569604,0.3333333333333333,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,31,6,3.8871153984115177,,-1.3393944617060507,-0.28537009005149344,,-12.026377831842245,-3.902636045086351,,,,,,,,,,,,,,0,2026-08
2026-08-23 23:59:59,3783,CMC:3783,ANKR,498,301-500,40626533.82680409,1.4497124940768538e-05,5977782.51,262.0,3.351695768900394e-05,False,platform;enterprise-solutions;distributed-computing;defi;filesharing;staking;ethereum-ecosystem;substrate;polkadot;avalanche-ecosystem;solana-ecosystem;pantera-capital-portfolio;polygon-ecosystem;fantom-ecosystem;arbitrum-ecosystem;liquid-staking-derivatives;optimism-ecosystem;rollups-as-a-service;blast-ecosystem;depin;polygon-zkevm-ecosystem;made-in-america;binance-ecosystem;binance-listing,0.015837732008771477,2.0,0.015837889051099063,-6.843443740350483e-08,0.007121873039589222,-0.00048265365040722763,,5977782.51,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,-2.0,-91.0,500.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,2088,7,,,,,,,,,,,,,,,,,,,,,0,2026-08
2026-08-23 23:59:59,39797,CMC:39797,PRL,499,301-500,40562991.39330045,1.4474450532917999e-05,5792382.69,266.0,3.2477435439391535e-05,False,ai-big-data;dapp;solana-ecosystem;bnb-chain-ecosystem;binance-alpha;binance-wallet-ido;binance-ecosystem;binance-listing,0.009813670565649524,-2.0,0.009813665656044579,1.7614893376008273e-08,0.0010978115964672686,-0.006506715093529181,,5792382.69,273.0,-0.0951055630379396,-51.0,-0.09510554073535649,2.571182074677768e-06,-0.15976833344110752,-0.15418051859089643,0.05225822338817205,15892062.449999979,477.0,-0.41588660482015694,-169.0,-0.41588660312675685,1.572990942385176e-05,-0.653660108771866,-0.7306629398672765,0.16159988278338988,24874908.97,476.0,-0.1641857716891013,-85.0,-0.16418575403416513,6.182334403269013e-06,-0.36328206966975896,-0.4550320281356164,0.13919368510434463,73791840.53357144,461.0,,,,,,,0.11120479253249932,120374310.866,,,,,,,,,,,,,,,,,,,,-2.0,-51.0,-169.0,-85.0,-253.0,,497.0,448.0,330.0,414.0,,,,,,-6.169620253164545,0.3333333333333333,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,33,8,-1.1795489972553117,,-0.12499202200859698,-0.026630679457102038,,-0.1994351618373981,-0.06471797760947556,,,,,,,,,,,,,,0,2026-08
2026-08-23 23:59:59,39521,CMC:39521,AZTEC,500,301-500,40345452.16354104,1.4396824087925538e-05,2264882.56,341.0,1.2699018876496887e-05,False,platform;privacy;zero-knowledge-proofs;smart-contracts;ethereum-ecosystem;layer-2;hashkey-capital-portfolio;a16z-portfolio;paradigm-portfolio;binance-ecosystem;binance-listing;coinlist-launchpad,,,,,,,,2264882.56,,,,,,,,,,,,,,,,,,,,0.03762800208254502,-14.0,0.03762752177640838,2.15308553644508e-06,-0.16146829589811262,-0.25321825436397005,,,336.0,,,,,,,,,,,,,,,,,,,-0.402891614530949,-89.0,-0.40289189551579785,1.0467476798817342e-05,-0.40904244530589706,-0.5698190392865087,,,396.0,,,,-14.0,-39.0,-47.0,,,,486.0,,,411.0,,75.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,131,1,,,,,,,,,,,,,,,,,,,,,2,2026-08
