lag_d,variable,n_rev,n_con,med_rev,med_con,diff,ranksum_p,p_fdr
-14,pos_vel7_share,369,437,0.362,0.366,-0.0040000000000000036,0.10298556042311237,0.21178482183785205
-14,leadership_width,369,437,0.0,0.0,0.0,0.5477653338706863,0.6595169355427584
-14,rank_depth_rel,347,421,-0.03688954576399295,-0.02923945972387698,-0.0076500860401159665,0.02194006819257155,0.07172714601417621
-14,vol_med,357,431,0.05261889042843511,0.05162692550575174,0.0009919649226833652,0.20424925875843114,0.34265500646973646
-14,chain_tvl_med_chg7,369,437,0.013042011182202273,0.004141921599641218,0.008900089582561055,0.3157059062681137,0.468313799520464
-14,stablecoin_change_7d,369,437,0.008251260652743175,0.006154265938108416,0.002096994714634759,0.036987688232598084,0.10341232963096837
-14,stablecoin_change_30d,369,437,0.03664235176362385,0.03153803928485721,0.005104312478766637,0.07304394380027963,0.16780365467631808
-14,dex_volume_change_7d,369,437,0.0026379973983490235,-0.016378120901358373,0.019016118299707396,0.15263686592303463,0.27801714864552735
-14,total_mcap_chg30,368,437,0.024047804195384437,0.020237617054182477,0.0038101871412019594,0.21721590588592798,0.3580069193032541
-14,eth_share,369,437,0.14322260711781112,0.15197873871313602,-0.0087561315953249,0.08319709628046144,0.18368190087894085
-14,n_stablecoins_in_top500,369,437,23.0,23.0,0.0,0.3427931305509916,0.48525981737770074
-14,mkt_ret_1d,369,437,0.0038519343106957083,0.0021744613056669795,0.0016774730050287288,0.33451528149816856,0.4792213302361404
-10,top500_breadth_30d,379,442,0.294,0.3,-0.006000000000000005,0.8663732709097014,0.9072902837042047
-10,top500_breadth_7d,379,442,0.466,0.431,0.03500000000000003,0.5329735155117296,0.6456448762731166
-10,breadth_vel,379,442,0.0,-0.0020000000000000018,0.0020000000000000018,0.8612670672945953,0.905662276948956
-10,breadth_accel,379,442,0.0040000000000000036,0.004999999999999949,-0.0009999999999999454,0.9777443892518848,0.9854735939100024
-10,top500_dispersion_30d,360,430,0.3498801325400476,0.29988736444576525,0.049992768094282325,0.01372628727644056,0.056150772185079266
-10,top500_dispersion_7d,368,436,0.15195851009681943,0.14441284513063962,0.00754566496617981,0.08016198488030593,0.17930970302173693
-10,top3_share,379,442,0.7173765366520384,0.7122241553131974,0.0051523813388409945,0.03898266499831321,0.10631635908630876
-10,top3_share_chg7,379,442,0.001037513892924391,-0.0006043648125280687,0.0016418787054524597,0.12578568882527555,0.24207811811656801
-10,btc_return_30d,360,430,0.01556373814279699,0.0012451392186880739,0.014318598924108916,0.09304965281406935,0.19773051222989738
-10,btc_dominance,379,442,0.5291030463834046,0.5047619555603934,0.02434109082301117,0.01902146915661308,0.06535932355439182
-10,btc_dom_chg30,379,442,0.002577853866261637,0.0004066462467652021,0.0021712076194964347,0.6033695043759923,0.7003705325866091
-10,eth_btc_relative_return_30d,360,430,-0.019484877204237805,-0.012260484245301628,-0.007224392958936177,0.33431781470156774,0.4792213302361404
-10,eth_btc_relative_return_7d,368,436,-0.006605290331860747,-0.007179525538641096,0.0005742352067803491,0.6123356263160868,0.7065411072877925
-10,med_ret30_11_50,360,430,-0.024281566273181177,-0.02383147386692641,-0.0004500924062547651,0.38843493340358826,0.5296840000958022
-10,med_ret30_51_200,360,430,-0.04464237729802967,-0.04428204850053605,-0.0003603287974936198,0.2509839230488622,0.4009036959517842
-10,med_ret30_201_500,360,430,-0.04326488740982892,-0.042699209954735584,-0.0005656774550933386,0.3434878315163725,0.48525981737770074
-10,rb_spread,368,436,1.0,1.0,0.0,0.5726190304900397,0.6823264148362622
-10,pos_ret_share,379,442,0.466,0.451,0.015000000000000013,0.48111699064967783,0.6043587813579697
-10,pos_vel7_share,379,442,0.356,0.362,-0.006000000000000005,0.22819266776749092,0.3718155289502248
-10,leadership_width,379,442,0.0,0.0,0.0,0.9604455532511708,0.9738115947477078
-10,rank_depth_rel,360,430,-0.03074868620856719,-0.028306458047503535,-0.002442228161063653,0.3677736561290209,0.5123900174889151
-10,vol_med,361,435,0.05282037640093605,0.051947489222125796,0.0008728871788102541,0.3532447569545132,0.4962942866303078
-10,chain_tvl_med_chg7,379,442,0.006892068413517638,0.009494192869302531,-0.0026021244557848933,0.7658084710755222,0.8375524850390473
-10,stablecoin_change_7d,379,442,0.00743289643469458,0.0056677367361669395,0.0017651596985276408,0.04814305855796351,0.12253968860142005
-10,stablecoin_change_30d,379,442,0.038979499277099094,0.030839510182278818,0.008139989094820277,0.01751041538833218,0.06378794177178151
-10,dex_volume_change_7d,379,442,-0.0060348456279143425,0.00883899411500677,-0.014873839742921113,0.40965093277409115,0.5527036394571071
-10,total_mcap_chg30,379,442,0.02355660770028134,0.01197864799599302,0.011577959704288321,0.15605624859894898,0.2832337608023629
-10,eth_share,379,442,0.14363473897628876,0.1554800517257519,-0.011845312749463155,0.052118353106190715,0.1278341907168037
-10,n_stablecoins_in_top500,379,442,23.0,23.0,0.0,0.27394164599124304,0.42987765986318144
-10,mkt_ret_1d,379,442,0.0026668654876512944,0.003415669211464901,-0.0007488037238136064,0.7669353147318335,0.8375524850390473
-7,top500_breadth_30d,380,445,0.348,0.31,0.03799999999999998,0.3006843109754589,0.45554038224803756
-7,top500_breadth_7d,380,445,0.438,0.392,0.045999999999999985,0.08395788702673468,0.184562596481184
-7,breadth_vel,380,445,0.0,-0.0020000000000000018,0.0020000000000000018,0.4895630917250957,0.6089687238531678
-7,breadth_accel,380,445,0.0,0.006000000000000005,-0.006000000000000005,0.23932121315777521,0.3874724403506837
-7,top500_dispersion_30d,362,431,0.34653394685833805,0.3075731902355687,0.03896075662276932,0.049290864072818824,0.12302003189613649
-7,top500_dispersion_7d,365,433,0.1501324117515633,0.14534095373060452,0.004791458020958789,0.1746862157301846,0.30406133113445105
-7,top3_share,380,445,0.7166410690611924,0.7117520375361833,0.00488903152500908,0.09756047200074026,0.2064557706239732
-7,top3_share_chg7,380,445,-7.753406390503814e-05,-4.2270095253926776e-05,-3.5263968651111366e-05,0.408399608027721,0.5524769233266252
-7,btc_return_30d,362,431,0.02954878898173796,0.0009304986082450117,0.02861829037349295,0.006780694742504649,0.034581543186773714
-7,btc_dominance,380,445,0.5311289897690681,0.5019406123064709,0.02918837746259717,0.018508981043969412,0.06470327604061613
-7,btc_dom_chg30,380,445,0.0020461730765284902,0.0005650774655643898,0.0014810956109641005,0.49177614685445314,0.6102331749288834
-7,eth_btc_relative_return_30d,362,431,-0.011834269333166836,-0.016988403645166628,0.005154134311999792,0.7572791881769376,0.832354280108272
-7,eth_btc_relative_return_7d,365,433,-0.005778103182807248,-0.005042488470527129,-0.0007356147122801193,0.8253111749211125,0.8842619731297634
-7,med_ret30_11_50,362,431,-0.008243166013885611,-0.02477102742650522,0.01652786141261961,0.10167619989714764,0.210792121737989
-7,med_ret30_51_200,362,431,-0.024790381269305106,-0.04694692246222276,0.022156541192917656,0.11579596512093486,0.22949037440425926
-7,med_ret30_201_500,362,431,-0.030735239930168107,-0.04229399153811664,0.01155875160794853,0.12493494256418335,0.24135159358989963
-7,rb_spread,365,433,1.0,1.0,0.0,0.97172036526585,0.9813413589813534
-7,pos_ret_share,380,445,0.458,0.432,0.026000000000000023,0.526467224797017,0.6408073619247702
-7,pos_vel7_share,380,445,0.356,0.364,-0.008000000000000007,0.014357556121921768,0.056762431179690716
-7,leadership_width,380,445,0.0,0.0,0.0,0.034749765218588254,0.10012644215525429
-7,rank_depth_rel,362,431,-0.034534869845298105,-0.03151623927334013,-0.0030186305719579754,0.17907826503973456,0.30854701071035345
-7,vol_med,361,436,0.052541502425749106,0.051447304281366346,0.0010941981443827603,0.43986036509457505,0.5713121425388662
-7,chain_tvl_med_chg7,380,445,0.016201537292659773,0.009621212102900012,0.0065803251897597614,0.08482833350227173,0.1856757514427407
-7,stablecoin_change_7d,380,445,0.007717399199169361,0.006132292251149085,0.0015851069480202762,0.01573220260750088,0.06063539497864351
-7,stablecoin_change_30d,380,445,0.037218492907010514,0.0300599482595012,0.007158544647509313,0.018190187881780343,0.06442358208130539
-7,dex_volume_change_7d,380,445,-0.005382332940927104,0.0009341950320875814,-0.006316527973014685,0.6924368303408001,0.7778475406912072
-7,total_mcap_chg30,380,445,0.03398410190823087,0.006332925013122326,0.027651176895108542,0.06848268351758892,0.15875531179077432
-7,eth_share,380,445,0.1479004442556965,0.1547614312144389,-0.006860986958742377,0.13737920106647752,0.2585365038520426
-7,n_stablecoins_in_top500,380,445,23.0,23.0,0.0,0.3098793181706384,0.4661901246814914
-7,mkt_ret_1d,380,445,0.001303195373635138,0.0024693208302699523,-0.0011661254566348142,0.8430490021713417,0.8943133048009927
-5,top500_breadth_30d,380,447,0.329,0.31,0.019000000000000017,0.338609686250006,0.4837281232142943
-5,top500_breadth_7d,380,447,0.442,0.408,0.03400000000000003,0.2013762100119364,0.3400724076360515
-5,breadth_vel,380,447,0.0,-0.0020000000000000018,0.0020000000000000018,0.13959789173797424,0.25983549192104693
-5,breadth_accel,380,447,0.0,0.0,0.0,0.09051010550485802,0.19317477320899115
-5,top500_dispersion_30d,360,431,0.3322210670351132,0.3081425377721678,0.024078529262945403,0.04880873755621828,0.12302003189613649
-5,top500_dispersion_7d,375,437,0.15618763014012146,0.14938545877914833,0.006802171360973136,0.06475971852246974,0.1522002601219335
-5,top3_share,380,447,0.7164704608661188,0.7113936948613566,0.0050767660047621455,0.11384803117885216,0.22769606235770432
-5,top3_share_chg7,380,447,-0.0003188434251982786,-0.00013242776999500272,-0.00018641565520327585,0.3832546611381219,0.5240211184462257
-5,btc_return_30d,360,431,0.029401143727719625,-0.00021781884327065626,0.02961896257099028,0.02184441846611145,0.07172714601417621
-5,btc_dominance,380,447,0.5294441907560082,0.5035967684547273,0.025847422301280898,0.022843945475454493,0.07279814904614822
-5,btc_dom_chg30,380,447,-0.0003383676712218897,0.0011829429120857604,-0.0015213105833076501,0.6039228044232803,0.7003705325866091
-5,eth_btc_relative_return_30d,360,431,-0.013085758622242483,-0.018723229952670284,0.005637471330427801,0.9922708255499814,0.9942202770736552
-5,eth_btc_relative_return_7d,375,437,0.0009098214001663774,-0.0037870418382853765,0.004696863238451754,0.41329099328592533,0.5546426567129236
-5,med_ret30_11_50,360,431,-0.0050213873356668715,-0.014810482248933998,0.009789094913267127,0.1170078768039881,0.2304016106951117
-5,med_ret30_51_200,360,431,-0.02326787117412399,-0.03877830188679243,0.015510430712668444,0.08756385562962624,0.19003219732386972
-5,med_ret30_201_500,360,431,-0.022106337367019502,-0.04458076499573449,0.022474427628714988,0.10788588140435947,0.22008719806489332
-5,rb_spread,375,437,0.5,0.5,0.0,0.9082513247323789,0.9380429512834566
-5,pos_ret_share,380,447,0.433,0.442,-0.009000000000000008,0.5166877857292047,0.6332520646470029
-5,pos_vel7_share,380,447,0.362,0.36,0.0020000000000000018,0.48291523074943155,0.6051271933223835
-5,leadership_width,380,447,0.0,0.0,0.0,0.8925361838761448,0.9251899467008817
-5,rank_depth_rel,360,431,-0.03500021263900177,-0.029545900770446387,-0.005454311868555384,0.10043103007990134,0.2096794848910208
-5,vol_med,363,441,0.05196539434757538,0.05162692550575174,0.00033846884182364007,0.5769653869928828,0.6832783456733353
-5,chain_tvl_med_chg7,380,447,0.014584912099736613,0.0069222248635916195,0.007662687236144994,0.027164637318655645,0.08291812317995154
-5,stablecoin_change_7d,380,447,0.008032668108344798,0.006271231080093198,0.0017614370282516,0.052294072945638204,0.1278341907168037
-5,stablecoin_change_30d,380,447,0.03748495776356542,0.029896269901789063,0.007588687861776355,0.02326685940102384,0.07279814904614822
-5,dex_volume_change_7d,380,447,-0.0036144723378785937,0.0026379973983490235,-0.006252469736227617,0.6714727749835148,0.757635210711488
-5,total_mcap_chg30,380,447,0.041712301824046394,0.018208352308789255,0.02350394951525714,0.03464708921877593,0.10012644215525429
-5,eth_share,380,447,0.14356727381943118,0.15783867767209503,-0.014271403852663844,0.1188743169301165,0.23228314802436562
-5,n_stablecoins_in_top500,380,447,23.0,23.0,0.0,0.2761138987257987,0.43099373503775906
-5,mkt_ret_1d,380,447,-0.0008793981240814662,0.0026335916717757013,-0.0035129897958571677,0.045563270570209494,0.11855748974901449
-3,top500_breadth_30d,385,445,0.34,0.312,0.028000000000000025,0.43918949505789207,0.5713121425388662
-3,top500_breadth_7d,385,445,0.452,0.382,0.07,0.0434525461586882,0.11482279036751805
-3,breadth_vel,385,445,0.0,-0.0040000000000000036,0.0040000000000000036,0.24229434246496195,0.38981108724646873
-3,breadth_accel,385,445,0.0040000000000000036,0.001999999999999988,0.0020000000000000157,0.24729988984918327,0.3966130308901996
-3,top500_dispersion_30d,361,433,0.33418538487216487,0.29843056891191755,0.03575481596024732,0.019095174920792907,0.06535932355439182
-3,top500_dispersion_7d,379,436,0.15995857030478072,0.14381446723454147,0.016144103070239252,0.036695436010579015,0.10339597991931103
-3,top3_share,385,445,0.7154782260197752,0.7105590082022002,0.0049192178175749834,0.05903090842509005,0.1413416117220466
-3,top3_share_chg7,385,445,-0.0005081803984371414,-0.00047237808818700877,-3.5802310250132585e-05,0.6144662829238465,0.7073991067520581
-3,btc_return_30d,361,433,0.02067229467373255,-0.00015601341081428188,0.02082830808454683,0.01605415904987212,0.06063539497864351
-3,btc_dominance,385,445,0.5280459758508385,0.5034554682466356,0.024590507604202894,0.011056850656426082,0.04848068814495398
-3,btc_dom_chg30,385,445,-0.0007180930231368565,0.00019977697017981022,-0.0009178699933166667,0.9680417701447112,0.9795660769321481
-3,eth_btc_relative_return_30d,361,433,-0.015776381045227383,-0.015528205852269106,-0.0002481751929582776,0.8027094889985349,0.864849367996327
-3,eth_btc_relative_return_7d,379,436,0.0012091712780382124,-0.006000004572876305,0.007209175850914518,0.5981020422212044,0.6980138250178817
-3,med_ret30_11_50,361,433,-0.00030977858698100214,-0.02426192785825243,0.023952149271271428,0.07085853831655152,0.1635197038074266
-3,med_ret30_51_200,361,433,-0.026015109952966742,-0.04890819576183264,0.0228930858088659,0.04935797014938661,0.12302003189613649
-3,med_ret30_201_500,361,433,-0.026768103722855097,-0.052394832584469364,0.025626728861614267,0.038812524306124974,0.10631635908630876
-3,rb_spread,379,436,1.0,0.5,0.5,0.47853568647261924,0.6031334208346361
-3,pos_ret_share,385,445,0.488,0.426,0.062,0.040552594583433146,0.10942763617751801
-3,pos_vel7_share,385,445,0.36,0.358,0.0020000000000000018,0.8730211475009853,0.9105128532218865
-3,leadership_width,385,445,0.0,0.0,0.0,0.8309122430702944,0.8883967378738997
-3,rank_depth_rel,361,433,-0.0335396620497887,-0.028826313448971408,-0.004713348600817291,0.18290307233857905,0.31215834232090317
-3,vol_med,370,438,0.052849551485511355,0.05156568666383709,0.001283864821674266,0.2984237461006546,0.454715447118406
-3,chain_tvl_med_chg7,385,445,0.0131175074420109,0.009898120020202406,0.003219387421808495,0.09937998910955367,0.20943716713170404
-3,stablecoin_change_7d,385,445,0.008092498080870536,0.006686697228984739,0.0014058008518857967,0.016068810945077956,0.06063539497864351
-3,stablecoin_change_30d,385,445,0.03711607463154465,0.029667280522445605,0.007448794109099044,0.0167718461816297,0.061982909801674986
-3,dex_volume_change_7d,385,445,-0.00721825537069587,-0.03642336491016085,0.02920510953946498,0.3122029350898743,0.46693107594086775
-3,total_mcap_chg30,385,445,0.04504672003807131,0.005989394171173723,0.039057325866897585,0.028637116301188398,0.0859113489035652
-3,eth_share,385,445,0.14507658316658245,0.1554716117089386,-0.01039502854235616,0.17387182477779617,0.30368024190642484
-3,n_stablecoins_in_top500,385,445,23.0,23.0,0.0,0.17117686296829426,0.30207681700287226
-3,mkt_ret_1d,385,445,0.004246137816588818,0.0010772414792098455,0.0031688963373789725,0.09997730307492406,0.2096794848910208
-2,top500_breadth_30d,383,447,0.326,0.29,0.03600000000000003,0.3136290401138294,0.4676924282399211
-2,top500_breadth_7d,383,447,0.464,0.398,0.066,0.13840457450965604,0.2595085772056051
-2,breadth_vel,383,447,0.0,-0.0020000000000000018,0.0020000000000000018,0.2841921379268971,0.43920603134156827
-2,breadth_accel,383,447,0.0020000000000000018,0.0020000000000000018,0.0,0.5828699721258521,0.684939368166324
-2,top500_dispersion_30d,361,432,0.3177625626024489,0.31465955826093633,0.0031030043415125608,0.17380214410040584,0.30368024190642484
-2,top500_dispersion_7d,377,437,0.1568556165457226,0.1434512154936756,0.013404401052047016,0.03710677710287689,0.10341232963096837
-2,top3_share,383,447,0.7155726861222258,0.7110391886855134,0.004533497436712386,0.07979864800529786,0.17928330609119783
-2,top3_share_chg7,383,447,-0.0012067357701700532,0.00011261413472340998,-0.0013193499048934632,0.0757393458347272,0.1724422606058521
-2,btc_return_30d,361,432,0.02625616906752337,0.0073133654272911075,0.018942803640232264,0.019620039587150674,0.06583039598320292
-2,btc_dominance,383,447,0.5299187187967761,0.5053674934905319,0.024551225306244207,0.01800439286613673,0.06441940370808164
-2,btc_dom_chg30,383,447,-0.0004616121064311418,0.0010636940730731625,-0.0015253061795043044,0.8386744438819261,0.8943133048009927
-2,eth_btc_relative_return_30d,361,432,-0.018877231644724546,-0.01308547737854654,-0.005791754266178006,0.7138306632776091,0.7948769394575996
-2,eth_btc_relative_return_7d,377,437,-0.003702613701584645,-0.0018890324588840546,-0.0018135812427005904,0.8431188045882985,0.8943133048009927
-2,med_ret30_11_50,361,432,-0.0050213873356668715,-0.02295433919618861,0.01793295186052174,0.043962404284086654,0.11557126899424842
-2,med_ret30_51_200,361,432,-0.029380068651261193,-0.05428753105426776,0.024907462403006564,0.03624724757863973,0.1027005348061459
-2,med_ret30_201_500,361,432,-0.023284738124129956,-0.054122399287104966,0.03083766116297501,0.023111508202369162,0.07279814904614822
-2,rb_spread,377,437,1.0,0.5,0.5,0.16308906282607316,0.28880354875450454
-2,pos_ret_share,383,447,0.434,0.45,-0.016000000000000014,0.7240779469946694,0.8045310522162994
-2,pos_vel7_share,383,447,0.362,0.358,0.0040000000000000036,0.9393460086581195,0.9619808522402429
-2,leadership_width,383,447,0.0,0.0,0.0,0.5773024061829177,0.6832783456733353
-2,rank_depth_rel,361,432,-0.029842489802471506,-0.0283653367273613,-0.0014771530751102047,0.6085843056505171,0.7038049793237273
-2,vol_med,370,440,0.05285111422623196,0.051474942996523866,0.0013761712297080952,0.2934219097207762,0.4515775742537499
-2,chain_tvl_med_chg7,383,447,0.012029032551100882,0.009776039299465245,0.0022529932516356377,0.25371263860505844,0.40309484638186854
-2,stablecoin_change_7d,383,447,0.007969407815131557,0.0065370902538515185,0.0014323175612800387,0.013065131128237057,0.05428090662343461
-2,stablecoin_change_30d,383,447,0.037620843162446516,0.03184701903069742,0.005773824131749095,0.018649767799942294,0.06470327604061613
-2,dex_volume_change_7d,383,447,-0.00816349417472928,-0.017999847627595877,0.009836353452866597,0.11266851106559775,0.22622417576163328
-2,total_mcap_chg30,383,447,0.04335274233657227,0.012306923662461111,0.03104581867411116,0.016417133219912592,0.061114875490185565
-2,eth_share,383,447,0.14397145675608472,0.15531853678122554,-0.011347080025140815,0.10730671697598952,0.21978484199901469
-2,n_stablecoins_in_top500,383,447,23.0,23.0,0.0,0.14731372663757933,0.2712274389356154
-2,mkt_ret_1d,383,447,0.002768823340203289,0.003086346302070795,-0.000317522961867506,0.5782947752378219,0.6832783456733353
-1,top500_breadth_30d,384,452,0.35,0.29,0.06,0.20622875717323763,0.3437145952887294
-1,top500_breadth_7d,384,452,0.421,0.445,-0.02400000000000002,0.3765112824306156,0.5161848226871343
-1,breadth_vel,384,452,0.0,-0.0040000000000000036,0.0040000000000000036,0.40312186454121013,0.5467876354149392
-1,breadth_accel,384,452,-0.0019999999999999393,-5.551115123125783e-17,-0.001999999999999884,0.734939629015086,0.8112969930686015
-1,top500_dispersion_30d,362,434,0.3309381952217435,0.31009047959376257,0.020847715627980934,0.06671374053660192,0.1559934670412106
-1,top500_dispersion_7d,375,443,0.15192384793146024,0.14582701904256262,0.006096828888897621,0.03544552951724961,0.10099005616646536
-1,top3_share,384,452,0.7159511541508309,0.7113235713935226,0.004627582757308235,0.05435117250839063,0.13137013260321906
-1,top3_share_chg7,384,452,-0.0010107450297485165,0.00028240220987774123,-0.0012931472396262578,0.25154741706778616,0.4009036959517842
-1,btc_return_30d,362,434,0.021777973880382384,0.008426402140600642,0.013351571739781742,0.021865650851919743,0.07172714601417621
-1,btc_dominance,384,452,0.5273951734163091,0.5026778891404361,0.024717284275873053,0.01806269554952093,0.06441940370808164
-1,btc_dom_chg30,384,452,0.00181188998006504,0.0013960262459857264,0.00041586373407931365,0.8711171342802553,0.9103888083666601
-1,eth_btc_relative_return_30d,362,434,-0.01668723097816799,-0.0097175031076292,-0.006969727870538789,0.6403962580706264,0.7273988677416915
-1,eth_btc_relative_return_7d,375,443,-0.0025037556465619115,-0.0018334271104984978,-0.0006703285360634137,0.6963625690104545,0.778826557445903
-1,med_ret30_11_50,362,434,-0.003852856681219874,-0.027320316477427026,0.023467459796207152,0.04429459715943054,0.11584740795543373
-1,med_ret30_51_200,362,434,-0.02428246319017721,-0.054044990600305126,0.029762527410127915,0.033983977517305516,0.09903902019329036
-1,med_ret30_201_500,362,434,-0.02443226759458081,-0.05867915402838597,0.03424688643380516,0.0161694386609716,0.06063539497864351
-1,rb_spread,375,443,1.0,1.0,0.0,0.7913086828910467,0.8568310579075028
-1,pos_ret_share,384,452,0.47,0.505,-0.03500000000000003,0.4459431180247445,0.5772360157173089
-1,pos_vel7_share,384,452,0.36,0.358,0.0020000000000000018,0.8575577549430693,0.9048000827999164
-1,leadership_width,384,452,0.0,0.0,0.0,0.35533440608617006,0.49785864588996354
-1,rank_depth_rel,362,434,-0.029390760134929916,-0.03375456512791494,0.0043638049929850264,0.5611949619563064,0.6718531234688174
-1,vol_med,372,444,0.052692034359037555,0.051614894713223135,0.0010771396458144206,0.215991522301879,0.3580069193032541
-1,chain_tvl_med_chg7,384,452,0.018632837140434955,0.007360466624552031,0.011272370515882923,0.05320859140287851,0.1292208648355621
-1,stablecoin_change_7d,384,452,0.007794013038675662,0.0068219868024229635,0.0009720262362526988,0.023221272818639734,0.07279814904614822
-1,stablecoin_change_30d,384,452,0.036822677180923025,0.029722288210983216,0.007100388969939808,0.015863563093739003,0.06063539497864351
-1,dex_volume_change_7d,384,452,0.01569084085499184,-0.006779604699597153,0.02247044555458899,0.043321705497070886,0.11482279036751805
-1,total_mcap_chg30,384,452,0.03608638491601179,0.011381804885581825,0.024704580030429968,0.01731967598100841,0.06354701259218913
-1,eth_share,384,452,0.14599630663164623,0.1576624256732777,-0.011666119041631479,0.11246972616396518,0.22622417576163328
-1,n_stablecoins_in_top500,384,452,23.0,23.0,0.0,0.12011722502743413,0.232926938266127
-1,mkt_ret_1d,384,452,0.002877713297258666,0.004503840134835257,-0.0016261268375765909,0.2939681463769509,0.4515775742537499
0,top500_breadth_30d,385,452,0.356,0.321,0.034999999999999976,0.3687198753302585,0.5123900174889151
0,top500_breadth_7d,385,452,0.506,0.488,0.018000000000000016,0.5074659807748702,0.6251392516791878
0,breadth_vel,385,452,0.001999999999999988,0.0,0.001999999999999988,0.37124664843665134,0.5144994312573157
0,breadth_accel,385,452,0.0,0.0050000000000000044,-0.0050000000000000044,0.3189832620624078,0.4688226618208299
0,top500_dispersion_30d,357,433,0.34407674925289794,0.30845589906715204,0.0356208501857459,0.047417226940967505,0.12233616480299489
0,top500_dispersion_7d,380,445,0.1606063745905351,0.1500801768310781,0.010526197759456984,0.031385458943166945,0.09306153523846013
0,top3_share,385,452,0.7158046143147607,0.7108705814883032,0.004934032826457546,0.06003907287743044,0.14188523729477018
0,top3_share_chg7,385,452,-0.0006216515383185017,-0.00013400265819596413,-0.0004876488801225376,0.8770100322572156,0.9128063601044489
0,btc_return_30d,357,433,0.03119782684766137,0.012133975524391216,0.019063851323270153,0.014101857150494477,0.05662950509253688
0,btc_dominance,385,452,0.526498250239662,0.5034554682466356,0.02304278199302645,0.013762444163009624,0.056150772185079266
0,btc_dom_chg30,385,452,0.000616154359411536,-0.00020553228105230081,0.0008216866404638368,0.931078416788239,0.957358855971778
0,eth_btc_relative_return_30d,357,433,-0.00886180667248837,-0.0039343610453905775,-0.004927445627097793,0.5232811878916306,0.6384531239826114
0,eth_btc_relative_return_7d,380,445,0.003633313705476482,0.0009098214001663774,0.0027234923053101046,0.5053537976631577,0.6240446411821076
0,med_ret30_11_50,357,433,-0.0002104070152798565,-0.014810482248933998,0.014600075233654142,0.06009257108954972,0.14188523729477018
0,med_ret30_51_200,357,433,-0.02225171874341786,-0.03792163444652075,0.015669915703102888,0.04944922850727055,0.12302003189613649
0,med_ret30_201_500,357,433,-0.02615383299804902,-0.04137931034482767,0.015225477346778649,0.023180101447070705,0.07279814904614822
0,rb_spread,380,445,1.0,1.0,0.0,0.3757389632899313,0.5161848226871343
0,pos_ret_share,385,452,0.61,0.601,0.009000000000000008,0.20600775682711148,0.3437145952887294
0,pos_vel7_share,385,452,0.36,0.358,0.0020000000000000018,0.3240943161198554,0.4735075055033296
0,leadership_width,385,452,0.0,0.0,0.0,0.3415626386506294,0.48525981737770074
0,rank_depth_rel,357,433,-0.03296186310644156,-0.03429983099719386,0.0013379678907523007,0.594659607695234,0.6955880732214893
0,vol_med,373,444,0.052764772977670835,0.05130062033813611,0.001464152639534727,0.16026215284777223,0.28678490509601345
0,chain_tvl_med_chg7,385,452,0.014003680267382523,0.009815727900897686,0.004187952366484837,0.33289766831761336,0.4792213302361404
0,stablecoin_change_7d,385,452,0.008143075196813454,0.006496084785438061,0.001646990411375393,0.03876447822822664,0.10631635908630876
