rank_state,n_events,n_dates,reversal_rate,med_fwd7_sigma,med_ret1d,subperiods
RANK_STABLE,35,33,0.5714285714285714,0.15203297465206528,-0.10915975051131666,5
RANK_IMPROVING,316,295,0.4873417721518987,-0.03656236265927848,-0.17653879481123935,5
RANK_DETERIORATING,672,567,0.5907738095238095,0.25059263557123757,-0.15340558794927028,5
