cell,n_days,freq_share,n_episodes,prop7,reentry7,ISOLATED_DOWNSIDE_EXTREME_per_day,COORDINATED_DOWNSIDE_per_day,BAND_BROAD_UPSIDE_per_day,MULTI_BAND_UPSIDE_per_day,up_down_balance,subperiods
HIGH_BREADTH_HIGH_DISP,770,0.35063752276867033,79,0.4844155844155844,0.24805194805194805,0.4753246753246753,21.803896103896104,31.41038961038961,29.554545454545455,38.68571428571428,5
HIGH_BREADTH_LOW_DISP,327,0.1489071038251366,83,0.21406727828746178,0.40061162079510704,0.5015290519877675,18.033639143730888,28.782874617737004,17.281345565749234,27.529051987767584,5
LOW_BREADTH_HIGH_DISP,274,0.12477231329690346,66,0.07664233576642336,0.22992700729927007,0.4708029197080292,38.56204379562044,25.28102189781022,13.105839416058394,-0.6459854014598541,5
LOW_BREADTH_LOW_DISP,825,0.3756830601092896,103,0.06181818181818182,0.22666666666666666,0.4412121212121212,31.029090909090908,24.973333333333333,8.870303030303031,2.3733333333333335,5
