atom,sequence,n_days,n_subperiods,p_event_date,base_p,lift,p_value,p_fdr
BTC_SUPPORT,BTC_SUPPORT@0&@3,693,5,1.0,0.9608378870673953,1.0407582938388626,5.3431454927199695e-08,9.81041697878382e-07
BTC_SUPPORT,BTC_SUPPORT@0&@3&@7,562,5,1.0,0.9608378870673953,1.0407582938388626,8.505286981375093e-07,4.677907839756301e-06
RISK_ON,RISK_ON@0&@3&@7,907,5,0.9933847850055126,0.9608378870673953,1.0338734539678227,2.1738470201704274e-07,1.5941544814583135e-06
RISK_ON,RISK_ON@0&@3,1037,5,0.9922854387656702,0.9608378870673953,1.0327293002509061,8.918560889803473e-08,9.81041697878382e-07
BREADTH_HIGH,BREADTH_HIGH@0&@3,948,5,0.9831223628691983,0.9608378870673953,1.023192753014578,0.0002022661476841492,0.0008899710498102564
BREADTH_HIGH,BREADTH_HIGH@0&@3&@7,810,5,0.9827160493827161,0.9608378870673953,1.022769878883623,0.0006638421295074304,0.0024340878081939117
CONC_REBUILD,CONC_REBUILD@0&@3&@7,359,5,0.9805013927576601,0.9608378870673953,1.0204649566330908,0.027387414619392536,0.06694701351407063
DISP_HI,DISP_HI@0&@3,900,5,0.98,0.9608378870673953,1.0199431279620852,0.0015207563257551016,0.004779519880944605
RANK_RECRUITING,RANK_RECRUITING@0&@3&@7,236,5,0.9788135593220338,0.9608378870673953,1.0187083299863442,0.07728349979971227,0.1416864162994725
DISP_HI,DISP_HI@0&@3&@7,792,5,0.9772727272727273,0.9608378870673953,1.0171046962516157,0.008554666693842972,0.023525333408068172
CONC_REBUILD,CONC_REBUILD@0&@3,658,5,0.9741641337386018,0.9608378870673953,1.0138694017488008,0.03901519291155575,0.08583342440542266
BREADTH_EXPANDING,BREADTH_EXPANDING@0&@3,412,5,0.970873786407767,0.9608378870673953,1.0104449454746238,0.14682710528359633,0.23072830830279423
ETH_STRONG,ETH_STRONG@0&@3,788,5,0.9708121827411168,0.9608378870673953,1.0103808309476268,0.07445366484323379,0.1416864162994725
VOL_HIGH,VOL_HIGH@0&@3&@7,511,5,0.9706457925636007,0.9608378870673953,1.0102076589903637,0.1265289253539914,0.21412587367598546
BREADTH_FADING,BREADTH_FADING@0&@3,488,5,0.9692622950819673,0.9608378870673953,1.0087677725118485,0.1686833810592686,0.24740229222026064
RANK_RECRUITING,RANK_RECRUITING@0&@3,355,5,0.9690140845070423,0.9608378870673953,1.0085094452973766,0.21355145423597843,0.27161748791287615
BREADTH_FADING,BREADTH_FADING@0&@3&@7,253,5,0.9683794466403162,0.9608378870673953,1.0078489406739972,0.2681587446791287,0.310499599102149
VOL_HIGH,VOL_HIGH@0&@3,586,5,0.9675767918088737,0.9608378870673953,1.0070135710010837,0.20018263934736613,0.27161748791287615
BREADTH_EXPANDING,BREADTH_EXPANDING@0&@3&@7,180,5,0.9666666666666667,0.9608378870673953,1.0060663507109004,0.3434226597821475,0.37776492576036225
ETH_STRONG,ETH_STRONG@0&@3&@7,659,5,0.9666160849772383,0.9608378870673953,1.0060137073981115,0.22223249011053503,0.27161748791287615
CONC_FALLING,CONC_FALLING@0&@3,742,5,0.9568733153638814,0.9608378870673953,0.9958738391180492,0.7111420653583409,0.7450059732325476
CONC_FALLING,CONC_FALLING@0&@3&@7,458,5,0.9410480349344978,0.9608378870673953,0.9794035472588423,0.9854938325145444,0.9854938325145444
