episode_end,state,offset,breadth,dispersion,volatility,top3_share
2020-07-23 23:59:59,ETH_BROADENING,-14,0.448,0.45222287530757366,0.04889428687177274,0.7436387815243616
2020-07-23 23:59:59,ETH_BROADENING,-13,0.436,0.48473163340728326,0.04927374979835177,0.7454832243041508
2020-07-23 23:59:59,ETH_BROADENING,-12,0.642,0.5278194004115412,0.04506747702562669,0.7416734883729773
2020-07-23 23:59:59,ETH_BROADENING,-11,0.562,0.5213955222669842,0.043716799585347924,0.740831340587763
2020-07-23 23:59:59,ETH_BROADENING,-10,0.492,0.52741309866015,0.04359226360012941,0.7397175189189279
2020-07-23 23:59:59,ETH_BROADENING,-9,0.54,0.5272634815070575,0.04342420009701307,0.7389607206766218
2020-07-23 23:59:59,ETH_BROADENING,-8,0.58,0.5510456040437667,0.04316926230269037,0.7364852924551902
2020-07-23 23:59:59,ETH_BROADENING,-7,0.484,0.583295540379811,0.04229727118635668,0.7379662378304477
2020-07-23 23:59:59,ETH_BROADENING,-6,0.498,0.6494034404567246,0.04282672965464308,0.7355368432049202
2020-07-23 23:59:59,ETH_BROADENING,-5,0.536,0.6906260916227949,0.04304445876708385,0.73323188260946
2020-07-23 23:59:59,ETH_BROADENING,-4,0.582,0.6187561926277185,0.0432779547984207,0.7344901450695686
2020-07-23 23:59:59,ETH_BROADENING,-3,0.574,0.6092466573392336,0.04358344061994521,0.7361923170289935
2020-07-23 23:59:59,ETH_BROADENING,-2,0.59,0.6397445416581785,0.04462794049441236,0.7356479385740937
2020-07-23 23:59:59,ETH_BROADENING,-1,0.584,0.6248498192954501,0.04503280076459537,0.7375228063481146
2020-07-23 23:59:59,ETH_BROADENING,0,0.588,0.6085851470746176,0.04622003764582652,0.7383382713159109
2020-07-23 23:59:59,ETH_BROADENING,1,0.63,0.5816295188106959,0.045466094388617095,0.7407855104915796
2020-07-23 23:59:59,ETH_BROADENING,2,0.658,0.6135923432543491,0.04630560449290041,0.7372133641151342
2020-07-23 23:59:59,ETH_BROADENING,3,0.664,0.5998635795957543,0.0456442368476842,0.7420729680256315
2020-07-23 23:59:59,ETH_BROADENING,4,0.672,0.5819593365220529,0.04580336830966304,0.755145940012598
2020-07-23 23:59:59,ETH_BROADENING,5,0.688,0.6055735396958895,0.046443043513916364,0.7502704601664977
2020-07-23 23:59:59,ETH_BROADENING,6,0.7,0.611188347977135,0.04553841093364503,0.7545935913099225
2020-07-23 23:59:59,ETH_BROADENING,7,0.708,0.5973189210086335,0.04554761560143454,0.754805398451184
2020-07-26 23:59:59,BROAD_RISK_EXPANSION,-14,0.562,0.5213955222669842,0.043716799585347924,0.740831340587763
2020-07-26 23:59:59,BROAD_RISK_EXPANSION,-13,0.492,0.52741309866015,0.04359226360012941,0.7397175189189279
2020-07-26 23:59:59,BROAD_RISK_EXPANSION,-12,0.54,0.5272634815070575,0.04342420009701307,0.7389607206766218
2020-07-26 23:59:59,BROAD_RISK_EXPANSION,-11,0.58,0.5510456040437667,0.04316926230269037,0.7364852924551902
