chain,start,end,duration_d,first_native_impulse_idx_offset,in_conc_at_end,state_end_plus7,state_end_plus30,subperiod
Ethereum,2023-05-28 23:59:59,2023-06-02 23:59:59,5,3.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-06-26 23:59:59,2023-06-30 23:59:59,5,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-07-02 23:59:59,2023-07-06 23:59:59,5,2.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-07-18 23:59:59,2023-07-20 23:59:59,3,1.0,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-08-11 23:59:59,2023-08-14 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-08-15 23:59:59,2023-08-18 23:59:59,4,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Ethereum,2023-08-30 23:59:59,2023-09-02 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Ethereum,2023-10-03 23:59:59,2023-10-07 23:59:59,5,1.0,True,BTC_CONCENTRATION,MID_CAP_ROTATION,2023
Ethereum,2023-10-27 23:59:59,2023-11-17 23:59:59,20,9.0,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2023
Ethereum,2023-11-24 23:59:59,2023-11-29 23:59:59,6,1.0,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2023
Ethereum,2023-12-03 23:59:59,2023-12-13 23:59:59,9,1.0,True,BTC_CONCENTRATION,ETH_BROADENING,2023
Ethereum,2023-12-20 23:59:59,2023-12-23 23:59:59,4,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2023
Ethereum,2023-12-24 23:59:59,2023-12-31 23:59:59,7,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,
Ethereum,2024-01-06 23:59:59,2024-01-09 23:59:59,3,,True,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-02-05 23:59:59,2024-03-17 23:59:59,42,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-03-27 23:59:59,2024-04-03 23:59:59,8,3.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-04-10 23:59:59,2024-04-14 23:59:59,5,1.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-04-22 23:59:59,2024-04-30 23:59:59,9,5.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-05-09 23:59:59,2024-05-12 23:59:59,4,1.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-05-19 23:59:59,2024-05-31 23:59:59,13,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-06-01 23:59:59,2024-06-04 23:59:59,4,2.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-07-14 23:59:59,2024-07-26 23:59:59,13,6.0,True,BTC_CONCENTRATION,STABLECOIN_PARKING,2024
Ethereum,2024-08-20 23:59:59,2024-08-22 23:59:59,3,1.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-09-15 23:59:59,2024-09-18 23:59:59,4,3.0,True,LARGE_ALT_ROTATION,BTC_CONCENTRATION,2024
Ethereum,2024-10-13 23:59:59,2024-10-16 23:59:59,4,3.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-10-17 23:59:59,2024-10-21 23:59:59,5,,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2024
Ethereum,2024-11-08 23:59:59,2024-11-10 23:59:59,3,2.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2024
Ethereum,2024-11-11 23:59:59,2024-11-14 23:59:59,4,2.0,True,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,2024
Ethereum,2024-11-23 23:59:59,2024-11-25 23:59:59,3,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2024-12-05 23:59:59,2024-12-13 23:59:59,9,2.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Ethereum,2025-01-06 23:59:59,2025-01-10 23:59:59,5,4.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-01-27 23:59:59,2025-01-29 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2025-2026
Ethereum,2025-02-14 23:59:59,2025-02-18 23:59:59,5,4.0,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2025-2026
Ethereum,2025-02-19 23:59:59,2025-02-21 23:59:59,3,,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2025-2026
Ethereum,2025-03-19 23:59:59,2025-03-31 23:59:59,13,4.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-04-25 23:59:59,2025-04-27 23:59:59,3,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-04-30 23:59:59,2025-05-04 23:59:59,5,3.0,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2025-2026
Ethereum,2025-05-05 23:59:59,2025-05-08 23:59:59,4,3.0,True,ETH_BROADENING,BTC_CONCENTRATION,2025-2026
Ethereum,2025-05-14 23:59:59,2025-05-16 23:59:59,3,2.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-17 23:59:59,2025-05-19 23:59:59,3,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-23 23:59:59,2025-05-25 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-05-27 23:59:59,2025-05-30 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Ethereum,2025-06-12 23:59:59,2025-06-16 23:59:59,5,2.0,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2025-2026
Ethereum,2025-07-01 23:59:59,2025-07-03 23:59:59,3,2.0,False,BTC_CONCENTRATION,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-07-12 23:59:59,2025-07-25 23:59:59,14,3.0,False,ETH_BROADENING,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-07-26 23:59:59,2025-07-30 23:59:59,5,1.0,False,ETH_BROADENING,ETH_BROADENING,2025-2026
Ethereum,2025-07-31 23:59:59,2025-08-03 23:59:59,4,3.0,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2025-2026
Ethereum,2025-08-09 23:59:59,2025-08-12 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-08-14 23:59:59,2025-08-16 23:59:59,3,1.0,False,ETH_BROADENING,NARROW_LEADERSHIP,2025-2026
Ethereum,2025-08-26 23:59:59,2025-08-28 23:59:59,3,2.0,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-09-09 23:59:59,2025-09-12 23:59:59,4,1.0,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-09-13 23:59:59,2025-09-21 23:59:59,9,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-10-03 23:59:59,2025-10-11 23:59:59,9,1.0,False,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,2025-2026
Ethereum,2025-10-26 23:59:59,2025-10-31 23:59:59,6,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2025-11-29 23:59:59,2025-12-01 23:59:59,3,,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2025-2026
Ethereum,2025-12-08 23:59:59,2025-12-17 23:59:59,10,8.0,False,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2025-2026
Ethereum,2026-01-03 23:59:59,2026-01-11 23:59:59,9,1.0,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2025-2026
Ethereum,2026-02-14 23:59:59,2026-02-16 23:59:59,3,2.0,False,CAPITAL_EXIT,MIXED_NO_CLEAR_ROUTE,2025-2026
Ethereum,2026-04-12 23:59:59,2026-04-14 23:59:59,3,,True,BTC_CONCENTRATION,MID_CAP_ROTATION,2025-2026
Ethereum,2026-04-15 23:59:59,2026-04-20 23:59:59,6,,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2025-2026
Ethereum,2026-05-03 23:59:59,2026-05-05 23:59:59,3,2.0,True,MID_CAP_ROTATION,LARGE_ALT_ROTATION,2025-2026
Ethereum,2026-05-06 23:59:59,2026-05-11 23:59:59,6,4.0,False,BTC_CONCENTRATION,CAPITAL_EXIT,2025-2026
Ethereum,2026-05-12 23:59:59,2026-05-14 23:59:59,3,1.0,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2025-2026
Solana,2021-03-29 23:59:59,2021-04-01 23:59:59,4,1.0,False,BROAD_RISK_EXPANSION,ETH_BROADENING,2020-2021
Solana,2021-04-15 23:59:59,2021-04-21 23:59:59,7,1.0,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Solana,2021-05-03 23:59:59,2021-05-11 23:59:59,9,3.0,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Solana,2021-05-12 23:59:59,2021-05-14 23:59:59,3,,False,STABLECOIN_PARKING,STABLECOIN_PARKING,2020-2021
Solana,2021-07-04 23:59:59,2021-07-07 23:59:59,4,3.0,True,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Solana,2021-07-27 23:59:59,2021-07-31 23:59:59,5,2.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2020-2021
Solana,2021-08-07 23:59:59,2021-08-10 23:59:59,4,1.0,True,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,2020-2021
Solana,2021-08-19 23:59:59,2021-08-28 23:59:59,10,8.0,False,BROAD_RISK_EXPANSION,STABLECOIN_PARKING,2020-2021
Solana,2021-08-31 23:59:59,2021-09-03 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-09-04 23:59:59,2021-09-06 23:59:59,3,1.0,False,ETH_BROADENING,BTC_CONCENTRATION,2020-2021
Solana,2021-09-15 23:59:59,2021-09-20 23:59:59,6,,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Solana,2021-09-30 23:59:59,2021-10-02 23:59:59,3,1.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2020-2021
Solana,2021-10-06 23:59:59,2021-10-09 23:59:59,4,2.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-10-14 23:59:59,2021-10-20 23:59:59,7,6.0,True,BTC_CONCENTRATION,ETH_BROADENING,2020-2021
Solana,2021-10-27 23:59:59,2021-10-29 23:59:59,3,,True,MID_CAP_ROTATION,ETH_BROADENING,2020-2021
Solana,2021-10-30 23:59:59,2021-11-01 23:59:59,3,1.0,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2020-2021
Solana,2021-11-10 23:59:59,2021-11-12 23:59:59,3,,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Solana,2021-12-19 23:59:59,2021-12-24 23:59:59,6,,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2021-12-26 23:59:59,2021-12-30 23:59:59,5,3.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2020-2021
Solana,2022-02-06 23:59:59,2022-02-09 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2022
Solana,2022-03-02 23:59:59,2022-03-05 23:59:59,4,2.0,True,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,2022
Solana,2022-03-13 23:59:59,2022-03-15 23:59:59,3,,False,BTC_CONCENTRATION,MID_CAP_ROTATION,2022
Solana,2022-03-16 23:59:59,2022-03-23 23:59:59,8,3.0,False,BROAD_RISK_EXPANSION,SMALL_CAP_ROTATION,2022
Solana,2022-03-30 23:59:59,2022-04-03 23:59:59,5,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Solana,2022-04-04 23:59:59,2022-04-07 23:59:59,4,1.0,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2022
Solana,2022-04-20 23:59:59,2022-04-22 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2022
Solana,2022-05-20 23:59:59,2022-05-24 23:59:59,5,2.0,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2022
Solana,2022-06-10 23:59:59,2022-06-12 23:59:59,3,1.0,False,CAPITAL_EXIT,CAPITAL_EXIT,2022
Solana,2022-06-25 23:59:59,2022-07-01 23:59:59,7,1.0,False,CAPITAL_EXIT,ETH_BROADENING,2022
Solana,2022-07-21 23:59:59,2022-07-25 23:59:59,5,,False,ETH_BROADENING,BROAD_RISK_EXPANSION,2022
Solana,2022-08-03 23:59:59,2022-08-05 23:59:59,3,,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2022
Solana,2022-11-01 23:59:59,2022-11-03 23:59:59,3,1.0,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,2022
Solana,2023-01-05 23:59:59,2023-01-10 23:59:59,6,1.0,True,ETH_BROADENING,MID_CAP_ROTATION,2023
Solana,2023-01-17 23:59:59,2023-01-20 23:59:59,4,3.0,True,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,2023
Solana,2023-01-21 23:59:59,2023-01-23 23:59:59,3,2.0,False,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,2023
Solana,2023-02-21 23:59:59,2023-02-27 23:59:59,7,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Solana,2023-03-17 23:59:59,2023-03-20 23:59:59,4,1.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-03-21 23:59:59,2023-03-25 23:59:59,5,4.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-03-27 23:59:59,2023-03-29 23:59:59,3,1.0,True,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Solana,2023-04-15 23:59:59,2023-04-17 23:59:59,3,1.0,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-04-30 23:59:59,2023-05-03 23:59:59,4,2.0,True,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2023
Solana,2023-05-29 23:59:59,2023-06-02 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-07-04 23:59:59,2023-07-08 23:59:59,5,2.0,True,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-07-12 23:59:59,2023-07-19 23:59:59,8,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-08-01 23:59:59,2023-08-04 23:59:59,4,3.0,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-08-10 23:59:59,2023-08-12 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2023
Solana,2023-08-15 23:59:59,2023-08-17 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Solana,2023-08-26 23:59:59,2023-08-28 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Solana,2023-08-29 23:59:59,2023-09-02 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2023
Solana,2023-09-09 23:59:59,2023-09-11 23:59:59,3,,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2023
Solana,2023-10-07 23:59:59,2023-10-10 23:59:59,4,,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2023
Solana,2023-10-26 23:59:59,2023-10-29 23:59:59,4,,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2023
Solana,2023-11-25 23:59:59,2023-11-30 23:59:59,6,3.0,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2023
Solana,2023-12-15 23:59:59,2023-12-18 23:59:59,4,,True,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,2023
Solana,2024-01-30 23:59:59,2024-02-13 23:59:59,15,5.0,False,BTC_CONCENTRATION,MID_CAP_ROTATION,2024
Solana,2024-02-18 23:59:59,2024-02-28 23:59:59,11,,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2024
Solana,2024-03-08 23:59:59,2024-03-11 23:59:59,4,2.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-03-12 23:59:59,2024-03-17 23:59:59,6,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-03-18 23:59:59,2024-03-30 23:59:59,13,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-04-04 23:59:59,2024-04-06 23:59:59,3,,True,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-04-25 23:59:59,2024-04-29 23:59:59,5,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-05-05 23:59:59,2024-05-14 23:59:59,9,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-05-22 23:59:59,2024-05-28 23:59:59,7,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-06-02 23:59:59,2024-06-04 23:59:59,3,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-07-12 23:59:59,2024-07-15 23:59:59,4,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-07-17 23:59:59,2024-07-19 23:59:59,3,1.0,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-07-30 23:59:59,2024-08-02 23:59:59,3,,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-08-13 23:59:59,2024-08-18 23:59:59,4,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2024
Solana,2024-08-20 23:59:59,2024-08-22 23:59:59,3,1.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-09-14 23:59:59,2024-09-18 23:59:59,5,4.0,True,LARGE_ALT_ROTATION,BTC_CONCENTRATION,2024
Solana,2024-09-21 23:59:59,2024-09-24 23:59:59,4,3.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-10-01 23:59:59,2024-10-04 23:59:59,4,,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-10-23 23:59:59,2024-10-25 23:59:59,3,2.0,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2024
Solana,2024-11-08 23:59:59,2024-11-10 23:59:59,3,2.0,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,2024
Solana,2024-11-21 23:59:59,2024-11-30 23:59:59,10,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-12-01 23:59:59,2024-12-06 23:59:59,6,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2024
Solana,2024-12-07 23:59:59,2024-12-12 23:59:59,6,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2024
Solana,2025-01-06 23:59:59,2025-01-10 23:59:59,5,4.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Solana,2025-01-25 23:59:59,2025-01-28 23:59:59,4,2.0,True,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,2025-2026
Solana,2025-02-15 23:59:59,2025-02-17 23:59:59,3,,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-03-07 23:59:59,2025-03-09 23:59:59,3,1.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-03-18 23:59:59,2025-03-23 23:59:59,6,,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Solana,2025-04-17 23:59:59,2025-04-22 23:59:59,6,1.0,True,BTC_CONCENTRATION,MID_CAP_ROTATION,2025-2026
Solana,2025-05-01 23:59:59,2025-05-04 23:59:59,4,1.0,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,2025-2026
Solana,2025-05-17 23:59:59,2025-05-19 23:59:59,3,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-05-27 23:59:59,2025-05-30 23:59:59,4,2.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Solana,2025-06-12 23:59:59,2025-06-16 23:59:59,5,2.0,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2025-2026
Solana,2025-07-17 23:59:59,2025-07-21 23:59:59,5,2.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-07-26 23:59:59,2025-07-30 23:59:59,5,1.0,False,ETH_BROADENING,ETH_BROADENING,2025-2026
Solana,2025-08-08 23:59:59,2025-08-12 23:59:59,5,4.0,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2025-2026
Solana,2025-08-14 23:59:59,2025-08-20 23:59:59,7,1.0,False,NARROW_LEADERSHIP,NARROW_LEADERSHIP,2025-2026
Solana,2025-08-24 23:59:59,2025-08-26 23:59:59,3,1.0,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-09-04 23:59:59,2025-09-06 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-09-18 23:59:59,2025-09-21 23:59:59,4,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-10-02 23:59:59,2025-10-11 23:59:59,10,1.0,False,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,2025-2026
Solana,2025-10-28 23:59:59,2025-10-31 23:59:59,4,3.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2025-11-30 23:59:59,2025-12-03 23:59:59,4,2.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2025-2026
Solana,2026-01-17 23:59:59,2026-01-20 23:59:59,4,3.0,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,2025-2026
Solana,2026-02-27 23:59:59,2026-03-01 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2025-2026
Solana,2026-03-07 23:59:59,2026-03-09 23:59:59,3,1.0,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2025-2026
Solana,2026-04-17 23:59:59,2026-04-22 23:59:59,6,2.0,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,2025-2026
Arbitrum,2021-09-01 23:59:59,2021-09-04 23:59:59,4,1.0,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,2020-2021
Arbitrum,2021-09-11 23:59:59,2021-09-17 23:59:59,7,2.0,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Arbitrum,2021-09-18 23:59:59,2021-09-20 23:59:59,3,,False,STABLECOIN_PARKING,BTC_CONCENTRATION,2020-2021
Arbitrum,2021-09-21 23:59:59,2021-10-05 23:59:59,14,1.0,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,2020-2021
Arbitrum,2021-10-12 23:59:59,2021-10-31 23:59:59,20,,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,2020-2021
Arbitrum,2021-11-06 23:59:59,2021-11-12 23:59:59,7,1.0,False,ETH_BROADENING,STABLECOIN_PARKING,2020-2021
Arbitrum,2021-12-13 23:59:59,2021-12-15 23:59:59,3,1.0,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,2020-2021
Arbitrum,2021-12-22 23:59:59,2022-01-27 23:59:59,10,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-02-11 23:59:59,2022-02-13 23:59:59,3,1.0,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-02-16 23:59:59,2022-02-18 23:59:59,3,2.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2022
Arbitrum,2022-03-01 23:59:59,2022-03-06 23:59:59,6,1.0,False,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,2022
Arbitrum,2022-03-17 23:59:59,2022-03-25 23:59:59,9,2.0,True,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,2022
Arbitrum,2022-04-04 23:59:59,2022-04-07 23:59:59,4,1.0,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-06-27 23:59:59,2022-06-29 23:59:59,3,1.0,False,CAPITAL_EXIT,ETH_BROADENING,2022
Arbitrum,2022-07-19 23:59:59,2022-07-26 23:59:59,8,7.0,False,ETH_BROADENING,BROAD_RISK_EXPANSION,2022
Arbitrum,2022-07-27 23:59:59,2022-08-01 23:59:59,6,,False,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,2022
Arbitrum,2022-08-08 23:59:59,2022-08-10 23:59:59,3,,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-08-18 23:59:59,2022-08-20 23:59:59,3,,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,2022
Arbitrum,2022-09-04 23:59:59,2022-09-08 23:59:59,5,2.0,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,2022
Arbitrum,2022-09-28 23:59:59,2022-10-05 23:59:59,7,1.0,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,2022
Arbitrum,2022-10-06 23:59:59,2022-10-09 23:59:59,4,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-10-30 23:59:59,2022-11-19 23:59:59,6,,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,2022
Arbitrum,2022-12-06 23:59:59,2022-12-19 23:59:59,14,,False,BTC_CONCENTRATION,BTC_CONCENTRATION,2022
Arbitrum,2023-01-26 23:59:59,2023-02-03 23:59:59,9,6.0,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,2023
