event_id,exit_date,first_destination,staged_pattern,state_tp1,state_tp3,state_tp5,state_tp7,state_tp14,state_tp30,alt_reached_30d,broad_risk_seen_30d
EXIT_095,2025-05-27 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_096,2025-06-04 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_097,2025-06-06 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_098,2025-06-15 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,ETH_BROADENING,True,False
EXIT_099,2025-06-17 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,ETH_BROADENING,True,False
EXIT_100,2025-07-02 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,ETH_BROADENING,ETH_BROADENING,True,True
EXIT_101,2025-07-13 23:59:59,BROAD_RISK_EXPANSION,CONC_BROAD_RISK_ONLY,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,ETH_BROADENING,True,True
EXIT_102,2025-09-21 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_103,2025-09-25 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_104,2025-10-02 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,False
EXIT_105,2025-10-06 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,False,False
EXIT_106,2025-10-28 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,NARROW_LEADERSHIP,NARROW_LEADERSHIP,True,False
EXIT_107,2025-12-24 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_108,2026-01-01 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,True,False
EXIT_109,2026-01-16 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,True,False
EXIT_110,2026-01-23 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,CAPITAL_EXIT,True,False
EXIT_111,2026-01-27 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,CAPITAL_EXIT,True,False
EXIT_112,2026-03-08 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,NARROW_LEADERSHIP,NARROW_LEADERSHIP,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_113,2026-03-17 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_114,2026-03-21 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_115,2026-03-24 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_116,2026-03-27 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_117,2026-04-01 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,False
EXIT_118,2026-04-12 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,True,False
EXIT_119,2026-04-15 23:59:59,BTC_CONCENTRATION,CONC_REENTRY,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,True,False
EXIT_120,2026-05-08 23:59:59,MID_CAP_ROTATION,CONC_DIRECT_ALT,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,True,False
EXIT_121,2026-05-22 23:59:59,LARGE_ALT_ROTATION,CONC_DIRECT_ALT,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,CAPITAL_EXIT,LARGE_ALT_ROTATION,True,False
EXIT_122,2026-07-11 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,False,False
EXIT_123,2026-08-11 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,,,False,False
EXIT_124,2026-08-13 23:59:59,MIXED_NO_CLEAR_ROUTE,CONC_MIXED,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,,,False,False
