event_id,exit_date,route1,route2,route3,state_sequence,propagation_depth,alt_or_broad_weight,subperiod
EXIT_027,2023-04-18 23:59:59,BTC_CONCENTRATION,BTC_CONCENTRATION,NARROW_LEADERSHIP,BTC_CONCENTRATION -> BTC_CONCENTRATION -> NARROW_LEADERSHIP,0,0,2023
EXIT_028,2023-04-21 23:59:59,BTC_CONCENTRATION,BTC_CONCENTRATION,NARROW_LEADERSHIP,BTC_CONCENTRATION -> BTC_CONCENTRATION -> NARROW_LEADERSHIP,0,0,2023
EXIT_029,2023-05-01 23:59:59,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,BTC_CONCENTRATION -> MIXED_NO_CLEAR_ROUTE -> NARROW_LEADERSHIP,0,0,2023
EXIT_030,2023-05-08 23:59:59,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE -> NARROW_LEADERSHIP -> BTC_CONCENTRATION,0,0,2023
EXIT_031,2023-06-30 23:59:59,BTC_CONCENTRATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> MIXED_NO_CLEAR_ROUTE,1,1,2023
EXIT_032,2023-07-05 23:59:59,BTC_CONCENTRATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> MIXED_NO_CLEAR_ROUTE,1,1,2023
EXIT_033,2023-07-12 23:59:59,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION -> LARGE_ALT_ROTATION -> MIXED_NO_CLEAR_ROUTE,1,1,2023
EXIT_034,2023-07-15 23:59:59,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE -> MIXED_NO_CLEAR_ROUTE -> BTC_CONCENTRATION,1,1,2023
EXIT_035,2023-09-28 23:59:59,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BTC_CONCENTRATION -> BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION,2,1,2023
EXIT_036,2023-10-13 23:59:59,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_037,2023-10-16 23:59:59,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_038,2023-10-25 23:59:59,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_039,2023-11-08 23:59:59,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION -> BROAD_RISK_EXPANSION -> BTC_CONCENTRATION -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_040,2023-11-11 23:59:59,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION -> BROAD_RISK_EXPANSION -> BTC_CONCENTRATION -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_041,2023-11-22 23:59:59,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION -> BTC_CONCENTRATION -> MIXED_NO_CLEAR_ROUTE -> MID_CAP_ROTATION,2,1,2023
EXIT_042,2023-12-09 23:59:59,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,MID_CAP_ROTATION,BROAD_RISK_EXPANSION -> BTC_CONCENTRATION -> MID_CAP_ROTATION -> LARGE_ALT_ROTATION,2,1,2023
EXIT_043,2023-12-14 23:59:59,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION -> MID_CAP_ROTATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION,3,1,2023
EXIT_044,2023-12-17 23:59:59,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION -> MID_CAP_ROTATION -> LARGE_ALT_ROTATION -> BROAD_RISK_EXPANSION,3,1,2023
EXIT_045,2023-12-21 23:59:59,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,BROAD_RISK_EXPANSION -> BROAD_RISK_EXPANSION -> NARROW_LEADERSHIP -> MIXED_NO_CLEAR_ROUTE,2,1,2023
EXIT_046,2024-01-10 23:59:59,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE -> ETH_BROADENING -> MIXED_NO_CLEAR_ROUTE -> BTC_CONCENTRATION,1,1,2024
