phenomenon,inc_r2_mkt_ret_1d,inc_r2_btc_return_30d,inc_r2_top500_breadth_30d,inc_r2_stablecoin_change_30d,inc_r2_chain_tvl_med_chg7,inc_r2_top3_share,inc_r2_vol_med,inc_r2_eth_btc_relative_return_30d,ext_inc_r2_mkt_ret_1d,ext_inc_r2_btc_return_30d,ext_inc_r2_top500_breadth_30d,ext_inc_r2_stablecoin_change_30d,ext_inc_r2_chain_tvl_med_chg7,ext_inc_r2_top3_share,ext_inc_r2_vol_med,ext_inc_r2_eth_btc_relative_return_30d,ext_inc_r2_log_age,ext_inc_r2_route_risk,ext_inc_r2_route_mixed,ext_inc_r2_p1_flag,ext_inc_r2_vol_x_btc,ext_inc_r2_brd_x_btc,n_days
CONCENTRATION_EXIT_7D,0.0001,0.0487,0.0517,0.0729,0.076,0.0763,0.0708,0.0747,0.0001,0.0487,0.0517,0.0729,0.076,0.0763,0.0708,0.0747,0.1363,0.1363,0.1462,0.1599,0.1601,0.1954,2196
ROUTING_PROPAGATION_BASE_ONLY,0.0002,0.0768,0.4341,0.4964,0.4969,0.5071,0.5073,0.5078,,,,,,,,,,,,,,,2196
