chain,end,max_rb_move,disp_chg,brd_chg,moves_cancel
Avalanche,2021-05-14 23:59:59,,-0.0047,0.02,False
Avalanche,2021-11-03 23:59:59,,,0.728,False
Avalanche,2021-11-13 23:59:59,,-0.09048,-0.066,False
Avalanche,2021-11-29 23:59:59,,-0.11021,-0.012,False
Avalanche,2021-12-03 23:59:59,,-0.21021,-0.116,False
Avalanche,2021-12-06 23:59:59,,-0.04808,-0.03,False
Avalanche,2021-12-26 23:59:59,,-0.00101,0.066,False
Avalanche,2021-12-29 23:59:59,,-0.0061,-0.078,False
Avalanche,2022-02-10 23:59:59,,,0.0,False
Avalanche,2022-02-15 23:59:59,,,0.0,False
Avalanche,2022-02-18 23:59:59,,,0.0,False
Avalanche,2022-02-23 23:59:59,,,0.0,False
Avalanche,2022-03-09 23:59:59,,0.03987,0.016,False
Avalanche,2022-03-18 23:59:59,,0.01482,-0.022,False
Avalanche,2022-04-25 23:59:59,,-0.01105,-0.058,False
Avalanche,2022-06-13 23:59:59,,-0.03426,-0.332,False
Avalanche,2022-07-02 23:59:59,,-0.001,0.008,False
Avalanche,2022-08-17 23:59:59,,-0.04633,-0.216,False
Avalanche,2022-08-29 23:59:59,,0.03201,0.012,False
Avalanche,2022-10-04 23:59:59,,0.2175,0.066,False
Avalanche,2022-12-03 23:59:59,,-0.03432,-0.024,False
Avalanche,2023-01-23 23:59:59,,0.0581,0.02,False
Avalanche,2023-02-06 23:59:59,,0.03079,-0.018,False
Avalanche,2023-02-10 23:59:59,,-0.10729,-0.008,False
Avalanche,2023-02-19 23:59:59,,0.04763,-0.094,False
Avalanche,2023-03-10 23:59:59,,-0.00474,-0.09,False
Avalanche,2023-04-10 23:59:59,,0.02407,0.266,False
Avalanche,2023-06-30 23:59:59,,,-0.128,False
Avalanche,2023-07-08 23:59:59,,0.68673,0.108,False
Avalanche,2023-07-17 23:59:59,,-0.04837,-0.058,False
Avalanche,2023-10-13 23:59:59,,,-0.484,False
Avalanche,2023-10-24 23:59:59,,0.02295,0.432,False
Avalanche,2023-11-04 23:59:59,,0.01803,0.04,False
Avalanche,2023-12-29 23:59:59,,-0.00606,0.122,False
Avalanche,2024-01-19 23:59:59,,-0.05494,-0.174,False
Avalanche,2024-02-23 23:59:59,,0.03316,0.028,False
Avalanche,2024-03-12 23:59:59,,0.17393,-0.018,False
Avalanche,2024-04-14 23:59:59,,0.04612,-0.078,False
Avalanche,2024-05-12 23:59:59,,0.02188,0.136,False
Avalanche,2024-05-29 23:59:59,,0.04921,0.18,False
Avalanche,2024-07-09 23:59:59,,0.00619,0.018,False
Avalanche,2024-07-20 23:59:59,,0.06067,0.446,False
Avalanche,2024-09-14 23:59:59,,,-0.518,False
Avalanche,2024-09-18 23:59:59,,-0.00043,-0.002,False
Avalanche,2024-10-03 23:59:59,,-0.00488,-0.106,False
Avalanche,2024-10-22 23:59:59,,-0.07102,-0.138,False
Avalanche,2024-11-10 23:59:59,,0.02039,0.044,False
Avalanche,2024-11-14 23:59:59,,0.09036,-0.262,False
Avalanche,2024-12-02 23:59:59,,0.19032,0.018,False
Avalanche,2024-12-07 23:59:59,,0.05026,-0.016,False
Avalanche,2024-12-11 23:59:59,,-0.2284,-0.026,False
Avalanche,2025-01-10 23:59:59,,-0.15528,-0.048,False
Avalanche,2025-03-11 23:59:59,,-0.08923,-0.008,False
Avalanche,2025-04-01 23:59:59,,-0.02917,-0.044,False
Avalanche,2025-04-19 23:59:59,,-0.02453,0.036,False
Avalanche,2025-05-02 23:59:59,,0.04447,0.078,False
Avalanche,2025-05-07 23:59:59,,0.03774,0.186,False
Avalanche,2025-05-19 23:59:59,,0.03519,-0.006,False
Avalanche,2025-05-31 23:59:59,,-0.04603,-0.122,False
Avalanche,2025-06-12 23:59:59,,0.02208,-0.096,False
Avalanche,2025-06-30 23:59:59,,-0.00334,0.076,False
Avalanche,2025-07-08 23:59:59,,0.0412,-0.002,False
Avalanche,2025-07-15 23:59:59,,0.04364,0.08,False
Avalanche,2025-07-19 23:59:59,,-0.02643,0.064,False
Avalanche,2025-07-24 23:59:59,,-0.03072,-0.024,False
Avalanche,2025-07-30 23:59:59,,-0.00155,-0.034,False
Avalanche,2025-08-02 23:59:59,,-0.04957,-0.32,False
Avalanche,2025-08-12 23:59:59,,-0.02685,-0.118,False
Avalanche,2025-08-16 23:59:59,,-0.05937,-0.262,False
Avalanche,2025-08-25 23:59:59,,-0.04508,-0.194,False
Avalanche,2025-09-11 23:59:59,,-0.02988,0.058,False
Avalanche,2025-09-26 23:59:59,,0.0376,-0.09,False
Avalanche,2025-10-09 23:59:59,,-0.07718,-0.182,False
Avalanche,2025-10-31 23:59:59,,-0.08144,-0.042,False
Avalanche,2025-12-12 23:59:59,,0.00907,0.014,False
Avalanche,2026-01-10 23:59:59,,-0.00665,0.096,False
Avalanche,2026-04-07 23:59:59,,-0.00567,0.224,False
Avalanche,2026-04-20 23:59:59,,-3.6533,-0.036,False
Avalanche,2026-05-16 23:59:59,,-0.13889,-0.324,False
Avalanche,2026-06-20 23:59:59,,-0.04588,-0.036,False
Avalanche,2026-07-07 23:59:59,,-0.05919,0.072,False
Avalanche,2026-08-08 23:59:59,,0.01193,0.036,False
Polygon,2021-12-11 23:59:59,,-0.441,-0.296,False
Polygon,2021-12-27 23:59:59,,-0.00206,0.068,False
Polygon,2022-01-27 23:59:59,,0.02891,-0.064,False
Polygon,2022-02-13 23:59:59,,,0.0,False
Polygon,2022-03-22 23:59:59,,0.03082,0.178,False
Polygon,2022-04-08 23:59:59,,0.427,-0.122,False
Polygon,2022-05-12 23:59:59,,-0.07397,-0.032,False
Polygon,2022-08-25 23:59:59,,-0.00903,-0.128,False
Polygon,2022-10-02 23:59:59,,0.0135,-0.048,False
Polygon,2022-11-10 23:59:59,,0.07194,-0.278,False
Polygon,2022-12-05 23:59:59,,-0.02948,-0.044,False
Polygon,2022-12-09 23:59:59,,0.0607,0.584,False
Polygon,2023-01-20 23:59:59,,0.18491,0.658,False
Polygon,2023-02-11 23:59:59,,-0.01881,-0.002,False
Polygon,2023-02-26 23:59:59,,0.01284,-0.114,False
Polygon,2023-03-26 23:59:59,,-0.04861,-0.05,False
Polygon,2023-04-02 23:59:59,,0.00727,0.14,False
Polygon,2023-05-03 23:59:59,,0.00461,0.08,False
Polygon,2023-05-28 23:59:59,,0.05607,0.026,False
Polygon,2023-06-03 23:59:59,,0.01058,0.022,False
Polygon,2023-06-26 23:59:59,,-0.00329,-0.076,False
Polygon,2023-06-30 23:59:59,,,-0.18,False
Polygon,2023-07-09 23:59:59,,1.89457,0.146,False
Polygon,2023-07-20 23:59:59,,1.0257,-0.122,False
Polygon,2023-08-14 23:59:59,,-0.00542,-0.08,False
Polygon,2023-09-06 23:59:59,,,-0.116,False
Polygon,2023-09-11 23:59:59,,-0.00091,-0.048,False
Polygon,2023-10-10 23:59:59,,-0.02071,-0.046,False
Polygon,2023-11-02 23:59:59,,0.08864,0.058,False
Polygon,2023-11-17 23:59:59,,0.93231,-0.01,False
Polygon,2023-12-07 23:59:59,,0.01478,0.018,False
Polygon,2023-12-13 23:59:59,,-0.18037,-0.048,False
Polygon,2023-12-17 23:59:59,,-0.00209,0.07,False
Polygon,2023-12-30 23:59:59,,-0.07191,0.008,False
Polygon,2024-01-19 23:59:59,,-0.05494,-0.174,False
Polygon,2024-03-17 23:59:59,,0.41612,-0.036,False
Polygon,2024-04-03 23:59:59,,-0.18025,-0.358,False
Polygon,2024-04-13 23:59:59,,-0.0544,-0.146,False
Polygon,2024-04-27 23:59:59,,-0.69811,-0.064,False
Polygon,2024-05-08 23:59:59,,-2.52694,-0.076,False
Polygon,2024-05-12 23:59:59,,0.02002,0.068,False
Polygon,2024-05-30 23:59:59,,0.07381,0.324,False
Polygon,2024-06-12 23:59:59,,-0.05383,-0.048,False
Polygon,2024-07-27 23:59:59,,-0.0384,-0.066,False
Polygon,2024-08-21 23:59:59,,-0.00554,0.016,False
Polygon,2024-08-30 23:59:59,,0.02199,0.042,False
Polygon,2024-09-18 23:59:59,,-0.00043,-0.002,False
Polygon,2024-10-03 23:59:59,,-0.00488,-0.106,False
Polygon,2024-10-15 23:59:59,,0.00599,0.134,False
Polygon,2024-10-25 23:59:59,,-0.00473,-0.104,False
Polygon,2024-11-08 23:59:59,,0.0136,0.27,False
Polygon,2024-11-28 23:59:59,,0.03636,0.076,False
Polygon,2024-12-11 23:59:59,,-0.26485,-0.036,False
Polygon,2025-01-10 23:59:59,,-0.15528,-0.048,False
Polygon,2025-02-18 23:59:59,,0.10152,0.066,False
Polygon,2025-02-23 23:59:59,,-0.0473,0.026,False
Polygon,2025-03-28 23:59:59,,-0.03693,0.038,False
Polygon,2025-04-24 23:59:59,,-0.029,0.058,False
Polygon,2025-05-16 23:59:59,,-0.06926,-0.032,False
Polygon,2025-05-22 23:59:59,,-0.06849,-0.092,False
Polygon,2025-05-29 23:59:59,,0.06141,-0.1,False
Polygon,2025-07-05 23:59:59,,0.00739,0.064,False
Polygon,2025-07-17 23:59:59,,0.09448,0.144,False
Polygon,2025-07-25 23:59:59,,0.07071,0.088,False
Polygon,2025-07-28 23:59:59,,-0.06049,0.024,False
Polygon,2025-08-12 23:59:59,,-0.04373,-0.15,False
Polygon,2025-08-19 23:59:59,,-0.02745,-0.124,False
Polygon,2025-09-12 23:59:59,,-0.07321,-0.15,False
Polygon,2025-09-15 23:59:59,,-0.05261,-0.258,False
Polygon,2025-09-19 23:59:59,,0.15769,0.08,False
Polygon,2025-10-12 23:59:59,,-0.04772,-0.292,False
Polygon,2025-11-04 23:59:59,,-0.03692,-0.072,False
Polygon,2026-01-20 23:59:59,,0.08897,-0.308,False
Polygon,2026-02-21 23:59:59,,0.00365,0.028,False
Polygon,2026-04-11 23:59:59,,0.24334,-0.008,False
Polygon,2026-05-14 23:59:59,,0.08403,-0.054,False
Polygon,2026-06-17 23:59:59,,-0.09393,0.004,False
OP Mainnet,2022-08-16 23:59:59,,0.02808,-0.004,False
OP Mainnet,2022-10-09 23:59:59,,0.05113,-0.052,False
OP Mainnet,2022-10-12 23:59:59,,-0.01508,0.002,False
OP Mainnet,2022-11-04 23:59:59,,0.02733,0.06,False
OP Mainnet,2023-01-29 23:59:59,,0.01842,0.018,False
OP Mainnet,2023-02-01 23:59:59,,0.06331,0.018,False
OP Mainnet,2023-02-15 23:59:59,,-0.06467,-0.056,False
OP Mainnet,2023-02-23 23:59:59,,-0.03998,0.024,False
OP Mainnet,2023-03-26 23:59:59,,-0.02907,-0.006,False
OP Mainnet,2023-04-09 23:59:59,,0.00841,0.246,False
OP Mainnet,2023-05-03 23:59:59,,-0.00141,0.002,False
OP Mainnet,2023-05-26 23:59:59,,0.02065,-0.028,False
OP Mainnet,2023-06-29 23:59:59,,-0.00747,-0.046,False
OP Mainnet,2023-07-04 23:59:59,,2.04963,0.036,False
OP Mainnet,2023-07-22 23:59:59,,0.82879,-0.246,False
OP Mainnet,2023-09-23 23:59:59,,0.00819,0.04,False
OP Mainnet,2023-10-24 23:59:59,,0.02319,0.208,False
OP Mainnet,2023-10-28 23:59:59,,,0.782,False
OP Mainnet,2023-11-04 23:59:59,,0.01803,0.04,False
OP Mainnet,2023-11-09 23:59:59,,0.07655,0.014,False
OP Mainnet,2023-12-13 23:59:59,,-0.20052,-0.054,False
OP Mainnet,2024-01-19 23:59:59,,-0.05494,-0.174,False
OP Mainnet,2024-02-24 23:59:59,,,0.816,False
OP Mainnet,2024-03-02 23:59:59,,0.16153,0.062,False
OP Mainnet,2024-03-17 23:59:59,,-0.09727,-0.084,False
OP Mainnet,2024-04-04 23:59:59,,-0.09923,-0.206,False
OP Mainnet,2024-04-13 23:59:59,,-0.0544,-0.146,False
OP Mainnet,2024-04-24 23:59:59,,0.2779,-0.066,False
OP Mainnet,2024-05-10 23:59:59,,-2.52035,-0.026,False
OP Mainnet,2024-05-29 23:59:59,,0.04921,0.18,False
OP Mainnet,2024-07-26 23:59:59,,0.01134,0.28,False
OP Mainnet,2024-08-27 23:59:59,,-0.00933,-0.09,False
OP Mainnet,2024-09-19 23:59:59,,,0.58,False
OP Mainnet,2024-10-16 23:59:59,,0.05131,0.084,False
OP Mainnet,2024-10-22 23:59:59,,-0.07102,-0.138,False
OP Mainnet,2024-11-20 23:59:59,,0.12172,-0.096,False
OP Mainnet,2024-12-07 23:59:59,,0.05026,-0.016,False
OP Mainnet,2024-12-11 23:59:59,,-0.41127,-0.088,False
OP Mainnet,2025-01-02 23:59:59,,0.16006,0.026,False
OP Mainnet,2025-01-05 23:59:59,,-0.22848,-0.048,False
OP Mainnet,2025-01-10 23:59:59,,-0.15528,-0.048,False
OP Mainnet,2025-02-16 23:59:59,,-0.00168,-0.016,False
OP Mainnet,2025-02-21 23:59:59,,-0.06637,-0.026,False
OP Mainnet,2025-02-26 23:59:59,,0.05583,0.008,False
OP Mainnet,2025-05-02 23:59:59,,0.06492,0.21,False
OP Mainnet,2025-05-31 23:59:59,,-0.04603,-0.122,False
OP Mainnet,2025-06-03 23:59:59,,-0.02625,0.152,False
OP Mainnet,2025-07-06 23:59:59,,0.03675,0.048,False
OP Mainnet,2025-07-20 23:59:59,,0.02392,0.08,False
OP Mainnet,2025-07-24 23:59:59,,-0.09591,0.038,False
OP Mainnet,2025-08-18 23:59:59,,0.00413,-0.056,False
OP Mainnet,2025-08-31 23:59:59,,0.02782,0.188,False
OP Mainnet,2025-10-06 23:59:59,,-0.12753,0.028,False
OP Mainnet,2025-11-15 23:59:59,,0.02265,0.012,False
OP Mainnet,2025-12-07 23:59:59,,0.01212,-0.042,False
OP Mainnet,2025-12-26 23:59:59,,0.0326,-0.042,False
OP Mainnet,2025-12-31 23:59:59,,-0.02203,0.144,False
OP Mainnet,2026-01-11 23:59:59,,-0.01353,0.018,False
OP Mainnet,2026-01-22 23:59:59,,0.21291,0.098,False
OP Mainnet,2026-04-09 23:59:59,,0.04699,-0.182,False
OP Mainnet,2026-04-16 23:59:59,,2.74107,-0.01,False
OP Mainnet,2026-07-04 23:59:59,,-0.11502,0.118,False
OP Mainnet,2026-07-12 23:59:59,,-0.01727,-0.162,False
OP Mainnet,2026-07-20 23:59:59,,0.01681,0.07,False
OP Mainnet,2026-08-08 23:59:59,,0.01193,0.036,False
OP Mainnet,2026-08-19 23:59:59,,-0.05161,0.168,False
Bitcoin,2023-06-01 23:59:59,,-0.04767,0.002,False
Bitcoin,2023-06-30 23:59:59,,,-0.128,False
Bitcoin,2023-07-08 23:59:59,,0.68673,0.108,False
Bitcoin,2023-08-14 23:59:59,,-0.0061,-0.086,False
Bitcoin,2023-08-18 23:59:59,,0.46011,-0.072,False
Bitcoin,2023-09-17 23:59:59,,0.0458,0.258,False
Bitcoin,2023-10-13 23:59:59,,,-0.592,False
Bitcoin,2023-11-03 23:59:59,,-0.04324,0.026,False
Bitcoin,2023-11-29 23:59:59,,0.03966,-0.072,False
Bitcoin,2023-12-23 23:59:59,,,-0.8,False
Bitcoin,2024-01-30 23:59:59,,-0.00066,0.074,False
Bitcoin,2024-02-16 23:59:59,,0.02045,0.18,False
Bitcoin,2024-02-23 23:59:59,,0.02669,0.054,False
Bitcoin,2024-03-18 23:59:59,,0.11304,-0.124,False
Bitcoin,2024-03-30 23:59:59,,-0.06006,-0.016,False
Bitcoin,2024-04-04 23:59:59,,-0.03878,-0.018,False
Bitcoin,2024-04-29 23:59:59,,-0.40755,-0.096,False
Bitcoin,2024-05-12 23:59:59,,0.02002,0.068,False
Bitcoin,2024-05-20 23:59:59,,-0.01227,-0.112,False
Bitcoin,2024-05-29 23:59:59,,0.04921,0.18,False
Bitcoin,2024-06-13 23:59:59,,0.01214,0.05,False
Bitcoin,2024-07-16 23:59:59,,0.00746,0.032,False
Bitcoin,2024-07-30 23:59:59,,-0.08748,-0.304,False
Bitcoin,2024-08-21 23:59:59,,-0.00554,0.016,False
Bitcoin,2024-09-01 23:59:59,,0.00876,0.072,False
Bitcoin,2024-09-13 23:59:59,,-0.00167,0.006,False
Bitcoin,2024-09-18 23:59:59,,,0.474,False
Bitcoin,2024-10-22 23:59:59,,0.0016,-0.196,False
Bitcoin,2024-10-28 23:59:59,,0.19206,-0.102,False
Bitcoin,2024-11-10 23:59:59,,0.02039,0.044,False
Bitcoin,2024-11-13 23:59:59,,0.11183,-0.188,False
Bitcoin,2024-11-23 23:59:59,,0.03237,0.14,False
Bitcoin,2024-11-30 23:59:59,,0.11758,0.11,False
Bitcoin,2024-12-07 23:59:59,,-0.54465,-0.002,False
Bitcoin,2024-12-17 23:59:59,,-0.05045,-0.054,False
Bitcoin,2024-12-25 23:59:59,,0.12809,-0.198,False
Bitcoin,2025-01-10 23:59:59,,-0.15528,-0.048,False
Bitcoin,2025-01-29 23:59:59,,0.12505,-0.122,False
Bitcoin,2025-03-20 23:59:59,,0.00351,0.036,False
Bitcoin,2025-03-31 23:59:59,,0.00947,-0.008,False
Bitcoin,2025-05-07 23:59:59,,0.08313,0.092,False
Bitcoin,2025-06-19 23:59:59,,-0.0207,-0.002,False
Bitcoin,2025-07-19 23:59:59,,-0.02643,0.064,False
Bitcoin,2025-08-20 23:59:59,,-0.0234,-0.162,False
Bitcoin,2025-08-28 23:59:59,,0.00916,0.168,False
Bitcoin,2025-09-24 23:59:59,,-0.19118,-0.164,False
Bitcoin,2025-10-12 23:59:59,,-0.13,-0.262,False
Bitcoin,2025-11-01 23:59:59,,-0.10667,-0.092,False
Bitcoin,2025-12-03 23:59:59,,-0.00182,0.054,False
Bitcoin,2025-12-06 23:59:59,,-0.04109,-0.014,False
Bitcoin,2025-12-25 23:59:59,,0.18518,-0.08,False
Bitcoin,2026-01-22 23:59:59,,0.21291,0.098,False
Bitcoin,2026-03-11 23:59:59,,0.02262,0.182,False
Bitcoin,2026-03-28 23:59:59,,-0.08996,-0.314,False
Bitcoin,2026-04-02 23:59:59,,-0.08768,-0.02,False
Bitcoin,2026-04-15 23:59:59,,1.68027,-0.092,False
Bitcoin,2026-04-25 23:59:59,,-0.00774,0.07,False
Bitcoin,2026-04-29 23:59:59,,-0.02117,-0.02,False
Bitcoin,2026-05-14 23:59:59,,-0.00959,-0.048,False
Bitcoin,2026-06-20 23:59:59,,-0.01829,-0.04,False
Bitcoin,2026-07-08 23:59:59,,-0.04056,-0.228,False
Sui,2024-10-16 23:59:59,,0.05258,0.172,False
Sui,2024-10-21 23:59:59,,-0.04827,-0.176,False
Sui,2024-11-02 23:59:59,,-0.06875,-0.008,False
Sui,2024-11-07 23:59:59,,0.03773,0.344,False
Sui,2024-11-10 23:59:59,,0.02039,0.044,False
Sui,2024-11-25 23:59:59,,0.06448,0.092,False
Sui,2024-12-08 23:59:59,,0.14185,-0.006,False
Sui,2024-12-12 23:59:59,,-0.23866,0.006,False
Sui,2024-12-29 23:59:59,,-0.03823,-0.042,False
Sui,2025-01-13 23:59:59,,0.01201,-0.002,False
Sui,2025-02-19 23:59:59,,0.09309,0.046,False
Sui,2025-02-26 23:59:59,,0.05583,0.008,False
Sui,2025-04-04 23:59:59,,-0.05817,-0.018,False
Sui,2025-04-21 23:59:59,,-0.00711,-0.014,False
Sui,2025-05-16 23:59:59,,-0.08587,-0.036,False
Sui,2025-06-05 23:59:59,,-0.03695,-0.164,False
Sui,2025-06-16 23:59:59,,-0.00282,0.056,False
Sui,2025-07-14 23:59:59,,0.01746,0.354,False
Sui,2025-07-25 23:59:59,,-0.05182,0.036,False
Sui,2025-08-17 23:59:59,,-0.02758,-0.096,False
Sui,2025-08-30 23:59:59,,0.00988,0.038,False
Sui,2025-09-21 23:59:59,,0.09789,-0.188,False
Sui,2025-10-12 23:59:59,,-0.00248,-0.29,False
Sui,2025-11-14 23:59:59,,0.03469,0.0,False
Sui,2025-12-11 23:59:59,,-0.00762,0.028,False
Sui,2025-12-27 23:59:59,,0.11847,-0.18,False
Sui,2026-01-14 23:59:59,,0.08285,0.364,False
Sui,2026-01-20 23:59:59,,-0.03642,-0.25,False
Sui,2026-02-18 23:59:59,,0.00133,0.018,False
Sui,2026-03-01 23:59:59,,-0.02092,0.042,False
Sui,2026-04-16 23:59:59,,1.94126,0.112,False
Sui,2026-04-19 23:59:59,,-3.7171,-0.166,False
Sui,2026-06-18 23:59:59,,-0.1494,-0.004,False
Sui,2026-07-12 23:59:59,,0.00927,0.054,False
Sui,2026-07-20 23:59:59,,0.01681,0.07,False
Hyperliquid L1,2024-12-12 23:59:59,,-0.23866,0.006,False
Hyperliquid L1,2025-01-05 23:59:59,,-0.22848,-0.048,False
Hyperliquid L1,2025-02-13 23:59:59,,0.01999,0.01,False
Hyperliquid L1,2025-03-09 23:59:59,,0.08614,0.01,False
Hyperliquid L1,2025-04-30 23:59:59,,0.05575,0.158,False
Hyperliquid L1,2025-08-14 23:59:59,,-0.00313,-0.182,False
Hyperliquid L1,2025-08-19 23:59:59,,-0.01874,-0.09,False
Hyperliquid L1,2025-08-24 23:59:59,,-0.01401,0.012,False
Hyperliquid L1,2025-10-11 23:59:59,,0.06732,-0.13,False
Hyperliquid L1,2026-04-20 23:59:59,,-2.61944,0.146,False
Hyperliquid L1,2026-05-12 23:59:59,,-0.11768,0.09,False
Hyperliquid L1,2026-06-24 23:59:59,,0.00218,-0.026,False
PulseChain,2024-11-21 23:59:59,,0.01408,0.124,False
PulseChain,2025-11-14 23:59:59,,0.03469,0.0,False
PulseChain,2025-12-03 23:59:59,,-0.0256,0.094,False
PulseChain,2025-12-14 23:59:59,,0.08375,0.062,False
PulseChain,2026-01-19 23:59:59,,0.05869,-0.15,False
PulseChain,2026-02-16 23:59:59,,0.02141,-0.02,False
PulseChain,2026-03-01 23:59:59,,-0.02092,0.042,False
PulseChain,2026-03-18 23:59:59,,-0.00835,-0.032,False
PulseChain,2026-04-24 23:59:59,,-0.03216,0.158,False
PulseChain,2026-05-13 23:59:59,,-0.02083,-0.142,False
Cronos,2024-09-16 23:59:59,,,0.0,False
Cronos,2024-11-08 23:59:59,,0.0216,0.106,False
Cronos,2025-12-02 23:59:59,,-0.03618,-0.044,False
Cronos,2026-01-13 23:59:59,,0.03128,0.384,False
Cronos,2026-02-22 23:59:59,,-0.00027,-0.004,False
Cronos,2026-03-19 23:59:59,,0.00377,-0.046,False
Cronos,2026-04-14 23:59:59,,1.66005,0.046,False
Cronos,2026-04-22 23:59:59,,-3.76053,-0.034,False
Cronos,2026-05-12 23:59:59,,-0.13369,0.088,False
