chain,start,end,duration_d,imp_share_chg_pre5,imp_share_chg_post3,imp_share_ctrl_med,release_trigger,state_at_end,in_conc_at_end,state_end_plus7,state_end_plus30,fwd7_propagation,subperiod
Solana,2021-03-29 23:59:59,2021-04-01 23:59:59,4,0.2,0.0,-0.12698,,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,ETH_BROADENING,True,2020-2021
Solana,2021-04-15 23:59:59,2021-04-21 23:59:59,7,0.14286,-0.05357,0.07895,imp_share,ETH_BROADENING,False,ETH_BROADENING,STABLECOIN_PARKING,True,2020-2021
Solana,2021-05-03 23:59:59,2021-05-11 23:59:59,9,0.125,-0.5,0.14895,vel7,ETH_BROADENING,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2020-2021
Solana,2021-05-12 23:59:59,2021-05-14 23:59:59,3,-0.125,0.5,0.22917,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2020-2021
Solana,2021-07-04 23:59:59,2021-07-07 23:59:59,4,0.16667,-0.07143,0.07143,imp_share,BTC_CONCENTRATION,True,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Solana,2021-07-27 23:59:59,2021-07-31 23:59:59,5,-0.07143,0.32143,0.0855,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2020-2021
Solana,2021-08-07 23:59:59,2021-08-10 23:59:59,4,-0.33929,0.375,0.08511,imp_share,BTC_CONCENTRATION,True,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,True,2020-2021
Solana,2021-08-19 23:59:59,2021-08-28 23:59:59,10,0.06944,-0.06944,0.0,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,STABLECOIN_PARKING,True,2020-2021
Solana,2021-08-31 23:59:59,2021-09-03 23:59:59,4,-0.04444,0.0,0.16667,tvl_chg7,BROAD_RISK_EXPANSION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Solana,2021-09-04 23:59:59,2021-09-06 23:59:59,3,0.06667,0.2,-0.15862,tvl_chg7,BROAD_RISK_EXPANSION,False,ETH_BROADENING,BTC_CONCENTRATION,True,2020-2021
Solana,2021-09-15 23:59:59,2021-09-20 23:59:59,6,-0.27273,0.18182,0.0,tvl_chg7,STABLECOIN_PARKING,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Solana,2021-09-30 23:59:59,2021-10-02 23:59:59,3,0.10101,-0.55556,0.13333,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2020-2021
Solana,2021-10-06 23:59:59,2021-10-09 23:59:59,4,0.0,-0.11111,0.2,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Solana,2021-10-14 23:59:59,2021-10-20 23:59:59,7,0.11111,0.22222,0.1,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,ETH_BROADENING,False,2020-2021
Solana,2021-10-27 23:59:59,2021-10-29 23:59:59,3,-0.22222,-0.11111,0.16667,imp_share,BTC_CONCENTRATION,True,MID_CAP_ROTATION,ETH_BROADENING,True,2020-2021
Solana,2021-10-30 23:59:59,2021-11-01 23:59:59,3,0.0,0.33333,-0.20792,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,False,2020-2021
Solana,2021-11-10 23:59:59,2021-11-12 23:59:59,3,-0.88889,0.0,-0.05357,imp_share,ETH_BROADENING,False,ETH_BROADENING,STABLECOIN_PARKING,True,2020-2021
Solana,2021-12-19 23:59:59,2021-12-24 23:59:59,6,0.36364,-0.45455,0.0,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Solana,2021-12-26 23:59:59,2021-12-30 23:59:59,5,-0.27273,-0.18182,0.07143,vel7,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Solana,2022-02-06 23:59:59,2022-02-09 23:59:59,4,-0.11111,0.11111,0.09769,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,False,2022
Solana,2022-03-02 23:59:59,2022-03-05 23:59:59,4,0.625,0.0,-0.16667,imp_share,BTC_CONCENTRATION,True,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,False,2022
Solana,2022-03-13 23:59:59,2022-03-15 23:59:59,3,-0.25,0.16071,-0.05357,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MID_CAP_ROTATION,False,2022
Solana,2022-03-16 23:59:59,2022-03-23 23:59:59,8,0.14286,0.0,-0.21053,vel7,MIXED_NO_CLEAR_ROUTE,False,BROAD_RISK_EXPANSION,SMALL_CAP_ROTATION,True,2022
Solana,2022-03-30 23:59:59,2022-04-03 23:59:59,5,0.0,-0.125,0.0,tvl_chg7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Solana,2022-04-04 23:59:59,2022-04-07 23:59:59,4,0.125,-0.07143,0.25,vel7,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2022
Solana,2022-04-20 23:59:59,2022-04-22 23:59:59,3,-0.16667,0.4,-0.02083,vel7,SMALL_CAP_ROTATION,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,False,2022
Solana,2022-05-20 23:59:59,2022-05-24 23:59:59,5,0.0,-0.2,0.16667,vel7,CAPITAL_EXIT,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,False,2022
Solana,2022-06-10 23:59:59,2022-06-12 23:59:59,3,0.5,0.1,0.0803,imp_share,MIXED_NO_CLEAR_ROUTE,False,CAPITAL_EXIT,CAPITAL_EXIT,False,2022
Solana,2022-06-25 23:59:59,2022-07-01 23:59:59,7,0.25,-0.05,0.38142,imp_share,CAPITAL_EXIT,False,CAPITAL_EXIT,ETH_BROADENING,False,2022
Solana,2022-07-21 23:59:59,2022-07-25 23:59:59,5,-0.6,0.4,-0.13225,imp_share,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,BROAD_RISK_EXPANSION,True,2022
Solana,2022-08-03 23:59:59,2022-08-05 23:59:59,3,-0.4,0.0,-0.05807,imp_share,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Solana,2022-11-01 23:59:59,2022-11-03 23:59:59,3,-0.25,-0.3,0.22125,imp_share,NARROW_LEADERSHIP,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,False,2022
Solana,2023-01-05 23:59:59,2023-01-10 23:59:59,6,0.3,0.5,-0.05818,imp_share,BTC_CONCENTRATION,True,ETH_BROADENING,MID_CAP_ROTATION,True,2023
Solana,2023-01-17 23:59:59,2023-01-20 23:59:59,4,0.0,-0.25,0.07491,imp_share,BTC_CONCENTRATION,True,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,True,2023
Solana,2023-01-21 23:59:59,2023-01-23 23:59:59,3,0.0,0.0,0.0,vel7,LARGE_ALT_ROTATION,False,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,True,2023
Solana,2023-02-21 23:59:59,2023-02-27 23:59:59,7,-0.4,0.6,0.125,vel7,MID_CAP_ROTATION,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Solana,2023-03-17 23:59:59,2023-03-20 23:59:59,4,0.0,-0.33333,0.06594,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-03-21 23:59:59,2023-03-25 23:59:59,5,0.0,-0.16667,0.0,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-03-27 23:59:59,2023-03-29 23:59:59,3,-0.16667,0.16667,-0.0625,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
Solana,2023-04-15 23:59:59,2023-04-17 23:59:59,3,-0.16667,0.0,0.09524,vel7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-04-30 23:59:59,2023-05-03 23:59:59,4,0.0,0.43333,0.04725,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,2023
Solana,2023-05-29 23:59:59,2023-06-02 23:59:59,4,0.4,0.2,0.07143,imp_share,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-07-04 23:59:59,2023-07-08 23:59:59,5,0.0,-0.25,0.15,imp_share,BTC_CONCENTRATION,True,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2023
Solana,2023-07-12 23:59:59,2023-07-19 23:59:59,8,0.66667,-0.41667,-0.1,imp_share,LARGE_ALT_ROTATION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-08-01 23:59:59,2023-08-04 23:59:59,4,-0.5,0.75,0.0,vel7,MIXED_NO_CLEAR_ROUTE,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-08-10 23:59:59,2023-08-12 23:59:59,3,0.3,-0.5,0.0,imp_share,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Solana,2023-08-15 23:59:59,2023-08-17 23:59:59,3,-0.5,0.5,0.0,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Solana,2023-08-26 23:59:59,2023-08-28 23:59:59,3,0.0,0.0,0.09341,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Solana,2023-08-29 23:59:59,2023-09-02 23:59:59,4,0.4,-0.4,0.0,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Solana,2023-09-09 23:59:59,2023-09-11 23:59:59,3,0.75,-0.75,0.13324,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
Solana,2023-10-07 23:59:59,2023-10-10 23:59:59,4,-0.2,0.0,-0.061,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2023
Solana,2023-10-26 23:59:59,2023-10-29 23:59:59,4,0.5,-0.21429,0.13333,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2023
Solana,2023-11-25 23:59:59,2023-11-30 23:59:59,6,-0.33333,0.375,0.04863,imp_share,BROAD_RISK_EXPANSION,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2023
Solana,2023-12-15 23:59:59,2023-12-18 23:59:59,4,0.0,0.46667,0.14286,tvl_chg7,BTC_CONCENTRATION,True,LARGE_ALT_ROTATION,NARROW_LEADERSHIP,True,2023
Solana,2024-01-30 23:59:59,2024-02-13 23:59:59,15,0.23529,0.05882,-0.11905,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MID_CAP_ROTATION,False,2024
Solana,2024-02-18 23:59:59,2024-02-28 23:59:59,11,0.21961,0.14706,0.0,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2024
Solana,2024-03-08 23:59:59,2024-03-11 23:59:59,4,0.07895,-0.02632,-0.2,imp_share,MID_CAP_ROTATION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-03-12 23:59:59,2024-03-17 23:59:59,6,0.12698,-0.2381,0.15094,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-03-18 23:59:59,2024-03-30 23:59:59,13,0.25455,0.04545,0.04545,vel7,LARGE_ALT_ROTATION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-04-04 23:59:59,2024-04-06 23:59:59,3,-0.35,-0.15238,-0.02513,vel7,BTC_CONCENTRATION,True,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-04-25 23:59:59,2024-04-29 23:59:59,5,-0.33333,0.14286,-0.06758,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-05-05 23:59:59,2024-05-14 23:59:59,9,-0.31579,0.40909,0.0,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-05-22 23:59:59,2024-05-28 23:59:59,7,0.15385,0.19231,-0.16667,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-06-02 23:59:59,2024-06-04 23:59:59,3,0.0582,0.00476,0.08921,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-07-12 23:59:59,2024-07-15 23:59:59,4,0.28846,-0.11538,0.06594,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-07-17 23:59:59,2024-07-19 23:59:59,3,0.28348,-0.11239,-0.20833,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-07-30 23:59:59,2024-08-02 23:59:59,3,-0.44828,0.04064,-0.12251,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-08-13 23:59:59,2024-08-18 23:59:59,4,-0.43227,0.00369,0.0,vel7,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2024
Solana,2024-08-20 23:59:59,2024-08-22 23:59:59,3,-0.21429,0.64286,0.00605,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-09-14 23:59:59,2024-09-18 23:59:59,5,0.27917,-0.06042,-0.11751,imp_share,BTC_CONCENTRATION,True,LARGE_ALT_ROTATION,BTC_CONCENTRATION,True,2024
Solana,2024-09-21 23:59:59,2024-09-24 23:59:59,4,0.18506,0.14828,-0.11751,imp_share,MIXED_NO_CLEAR_ROUTE,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2024
Solana,2024-10-01 23:59:59,2024-10-04 23:59:59,4,-0.3871,-0.01109,-0.00264,tvl_chg7,LARGE_ALT_ROTATION,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2024-10-23 23:59:59,2024-10-25 23:59:59,3,0.27411,0.04451,0.0,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2024
Solana,2024-11-08 23:59:59,2024-11-10 23:59:59,3,0.30849,-0.10256,-0.07111,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2024
Solana,2024-11-21 23:59:59,2024-11-30 23:59:59,10,0.06622,-0.05405,0.0133,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2024
Solana,2024-12-01 23:59:59,2024-12-06 23:59:59,6,-0.24189,0.02347,-0.07895,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2024
Solana,2024-12-07 23:59:59,2024-12-12 23:59:59,6,0.14622,0.20747,0.0,imp_share,BROAD_RISK_EXPANSION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Solana,2025-01-06 23:59:59,2025-01-10 23:59:59,5,-0.16098,-0.33486,-0.125,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Solana,2025-01-25 23:59:59,2025-01-28 23:59:59,4,-0.1087,-0.1087,0.0,vel7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,False,2025-2026
Solana,2025-02-15 23:59:59,2025-02-17 23:59:59,3,-0.26984,0.21389,0.32401,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-03-07 23:59:59,2025-03-09 23:59:59,3,-0.39024,-0.02962,0.09416,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-03-18 23:59:59,2025-03-23 23:59:59,6,0.10473,0.11218,-0.1834,imp_share,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Solana,2025-04-17 23:59:59,2025-04-22 23:59:59,6,0.33245,-0.04254,0.02083,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MID_CAP_ROTATION,False,2025-2026
Solana,2025-05-01 23:59:59,2025-05-04 23:59:59,4,-0.29354,-0.00879,0.08699,vel7,BTC_CONCENTRATION,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2025-2026
Solana,2025-05-17 23:59:59,2025-05-19 23:59:59,3,-0.05465,0.10784,0.0,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-05-27 23:59:59,2025-05-30 23:59:59,4,-0.08889,-0.10606,0.11527,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Solana,2025-06-12 23:59:59,2025-06-16 23:59:59,5,-0.46919,0.18605,0.0,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,False,2025-2026
Solana,2025-07-17 23:59:59,2025-07-21 23:59:59,5,0.14336,-0.25484,0.11538,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2025-2026
Solana,2025-07-26 23:59:59,2025-07-30 23:59:59,5,-0.13333,-0.38213,0.163,vel7,BROAD_RISK_EXPANSION,False,ETH_BROADENING,ETH_BROADENING,True,2025-2026
Solana,2025-08-08 23:59:59,2025-08-12 23:59:59,5,0.4186,-0.49313,0.0,vel7,ETH_BROADENING,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,2025-2026
Solana,2025-08-14 23:59:59,2025-08-20 23:59:59,7,0.39545,-0.5,0.12963,vel7,MIXED_NO_CLEAR_ROUTE,False,NARROW_LEADERSHIP,NARROW_LEADERSHIP,False,2025-2026
Solana,2025-08-24 23:59:59,2025-08-26 23:59:59,3,0.36078,-0.05217,0.00498,vel7,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2025-2026
Solana,2025-09-04 23:59:59,2025-09-06 23:59:59,3,-0.55871,0.16029,-0.14286,imp_share,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-09-18 23:59:59,2025-09-21 23:59:59,4,-0.31348,0.04848,-0.25,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-10-02 23:59:59,2025-10-11 23:59:59,10,-0.125,0.4273,0.08936,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,False,2025-2026
Solana,2025-10-28 23:59:59,2025-10-31 23:59:59,4,0.07491,-0.41667,0.25,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2025-11-30 23:59:59,2025-12-03 23:59:59,4,-0.05818,0.07015,-0.09477,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Solana,2026-01-17 23:59:59,2026-01-20 23:59:59,4,-0.01573,-0.0481,0.23529,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,False,2025-2026
Solana,2026-02-27 23:59:59,2026-03-01 23:59:59,3,0.18647,-0.07952,-0.015,imp_share,CAPITAL_EXIT,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Solana,2026-03-07 23:59:59,2026-03-09 23:59:59,3,-0.0057,0.05007,-0.16117,tvl_chg7,NARROW_LEADERSHIP,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2025-2026
Solana,2026-04-17 23:59:59,2026-04-22 23:59:59,6,-0.08805,0.08805,-0.21053,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2025-2026
Arbitrum,2021-09-01 23:59:59,2021-09-04 23:59:59,4,0.5,0.0,0.0,imp_share,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2020-2021
Arbitrum,2021-09-11 23:59:59,2021-09-17 23:59:59,7,1.0,-0.5,-0.25,imp_share,ETH_BROADENING,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Arbitrum,2021-09-18 23:59:59,2021-09-20 23:59:59,3,0.5,0.0,0.2,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Arbitrum,2021-09-21 23:59:59,2021-10-05 23:59:59,14,0.0,1.0,0.0,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Arbitrum,2021-10-12 23:59:59,2021-10-31 23:59:59,20,1.0,-0.5,0.0,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,False,2020-2021
Arbitrum,2021-11-06 23:59:59,2021-11-12 23:59:59,7,0.0,0.0,-0.25,vel7,ETH_BROADENING,False,ETH_BROADENING,STABLECOIN_PARKING,True,2020-2021
Arbitrum,2021-12-13 23:59:59,2021-12-15 23:59:59,3,0.0,1.0,0.0,vel7,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Arbitrum,2021-12-22 23:59:59,2022-01-27 23:59:59,10,0.0,0.0,0.1,,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Arbitrum,2022-02-11 23:59:59,2022-02-13 23:59:59,3,-1.0,0.0,-0.2,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Arbitrum,2022-02-16 23:59:59,2022-02-18 23:59:59,3,0.0,1.0,0.0,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2022
Arbitrum,2022-03-01 23:59:59,2022-03-06 23:59:59,6,0.0,1.0,0.0,vel7,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,False,2022
Arbitrum,2022-03-17 23:59:59,2022-03-25 23:59:59,9,1.0,0.0,0.33333,imp_share,BTC_CONCENTRATION,True,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,True,2022
Arbitrum,2022-04-04 23:59:59,2022-04-07 23:59:59,4,0.0,-0.5,0.25,imp_share,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2022
Arbitrum,2022-06-27 23:59:59,2022-06-29 23:59:59,3,0.0,1.0,0.0,vel7,CAPITAL_EXIT,False,CAPITAL_EXIT,ETH_BROADENING,False,2022
Arbitrum,2022-07-19 23:59:59,2022-07-26 23:59:59,8,0.5,-1.0,0.0,imp_share,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,BROAD_RISK_EXPANSION,True,2022
Arbitrum,2022-07-27 23:59:59,2022-08-01 23:59:59,6,1.0,-0.5,0.0,imp_share,ETH_BROADENING,False,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,True,2022
Arbitrum,2022-08-08 23:59:59,2022-08-10 23:59:59,3,-0.5,0.5,0.25,imp_share,BROAD_RISK_EXPANSION,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2022
Arbitrum,2022-08-18 23:59:59,2022-08-20 23:59:59,3,-1.0,0.0,0.16667,imp_share,ETH_BROADENING,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,2022
Arbitrum,2022-09-04 23:59:59,2022-09-08 23:59:59,5,-1.0,1.0,0.5,vel7,ETH_BROADENING,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2022
Arbitrum,2022-09-28 23:59:59,2022-10-05 23:59:59,7,1.0,-1.0,0.0,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,False,2022
Arbitrum,2022-10-06 23:59:59,2022-10-09 23:59:59,4,1.0,0.0,-0.15,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Arbitrum,2022-10-30 23:59:59,2022-11-19 23:59:59,6,0.0,0.0,0.0,tvl_chg7,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Arbitrum,2022-12-06 23:59:59,2022-12-19 23:59:59,14,0.0,1.0,0.2,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2022
Arbitrum,2023-01-26 23:59:59,2023-02-03 23:59:59,9,0.0,1.0,0.0,tvl_chg7,LARGE_ALT_ROTATION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2023
Arbitrum,2023-02-11 23:59:59,2023-02-15 23:59:59,5,-0.5,-0.5,-0.15,imp_share,MID_CAP_ROTATION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2023
Arbitrum,2023-02-16 23:59:59,2023-02-24 23:59:59,9,0.5,0.5,0.5,vel7,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,BTC_CONCENTRATION,True,2023
Arbitrum,2023-03-03 23:59:59,2023-03-07 23:59:59,5,-1.0,0.0,0.0,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
Arbitrum,2023-03-20 23:59:59,2023-03-30 23:59:59,11,1.0,-0.66667,0.08333,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
