chain,start,end,duration_d,imp_share_chg_pre5,imp_share_chg_post3,imp_share_ctrl_med,release_trigger,state_at_end,in_conc_at_end,state_end_plus7,state_end_plus30,fwd7_propagation,subperiod
Ethereum,2020-09-15 23:59:59,2020-09-17 23:59:59,3,-0.18452,0.02851,-0.05785,vel7,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2020-2021
Ethereum,2020-09-20 23:59:59,2020-09-22 23:59:59,3,0.12313,-0.12067,0.05868,tvl_chg7,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2020-2021
Ethereum,2020-09-23 23:59:59,2020-10-04 23:59:59,12,0.08434,0.10798,-0.05218,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2020-2021
Ethereum,2020-10-14 23:59:59,2020-10-17 23:59:59,4,0.07738,0.02232,0.06217,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2020-11-26 23:59:59,2020-11-28 23:59:59,3,-0.04089,0.02114,0.02826,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2020-2021
Ethereum,2020-12-04 23:59:59,2020-12-10 23:59:59,7,0.04721,-0.08925,0.07971,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2020-2021
Ethereum,2020-12-15 23:59:59,2021-01-07 23:59:59,24,0.05187,-0.01052,0.03633,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2020-2021
Ethereum,2021-01-10 23:59:59,2021-01-12 23:59:59,3,0.05003,-0.45896,-0.01777,tvl_chg7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,False,2020-2021
Ethereum,2021-01-19 23:59:59,2021-01-21 23:59:59,3,0.53704,-0.02244,0.03493,imp_share,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,BROAD_RISK_EXPANSION,True,2020-2021
Ethereum,2021-01-27 23:59:59,2021-02-04 23:59:59,9,0.17495,-0.10986,0.03929,imp_share,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,True,2020-2021
Ethereum,2021-02-06 23:59:59,2021-02-24 23:59:59,19,0.0154,0.03979,0.03298,tvl_chg7,LARGE_ALT_ROTATION,False,LARGE_ALT_ROTATION,MID_CAP_ROTATION,True,2020-2021
Ethereum,2021-03-04 23:59:59,2021-03-08 23:59:59,5,0.0197,-0.07392,-0.00166,tvl_chg7,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,BROAD_RISK_EXPANSION,True,2020-2021
Ethereum,2021-03-09 23:59:59,2021-03-25 23:59:59,17,-0.04691,0.08695,-0.03182,tvl_chg7,MID_CAP_ROTATION,False,BROAD_RISK_EXPANSION,ETH_BROADENING,True,2020-2021
Ethereum,2021-03-31 23:59:59,2021-04-23 23:59:59,24,0.02876,-0.01556,0.00907,tvl_chg7,ETH_BROADENING,False,ETH_BROADENING,STABLECOIN_PARKING,True,2020-2021
Ethereum,2021-04-28 23:59:59,2021-05-15 23:59:59,18,0.07465,-0.0108,0.01788,tvl_chg7,STABLECOIN_PARKING,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2020-2021
Ethereum,2021-06-02 23:59:59,2021-06-08 23:59:59,7,-0.3447,0.393,0.02499,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-06-09 23:59:59,2021-06-11 23:59:59,3,0.04551,0.00164,-0.04098,imp_share,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-07-02 23:59:59,2021-07-08 23:59:59,7,0.03108,-0.06084,0.0292,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Ethereum,2021-07-09 23:59:59,2021-07-13 23:59:59,5,-0.05912,0.04391,-0.07897,tvl_chg7,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-07-24 23:59:59,2021-08-03 23:59:59,11,0.05736,-0.11022,-0.01696,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2020-2021
Ethereum,2021-08-04 23:59:59,2021-08-19 23:59:59,16,-0.02183,0.00877,0.03222,imp_share,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2020-2021
Ethereum,2021-08-20 23:59:59,2021-08-31 23:59:59,12,0.01993,-0.00525,0.02437,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2020-2021
Ethereum,2021-09-02 23:59:59,2021-09-09 23:59:59,8,-0.09611,0.06107,0.01449,imp_share,BROAD_RISK_EXPANSION,False,ETH_BROADENING,BTC_CONCENTRATION,True,2020-2021
Ethereum,2021-09-16 23:59:59,2021-09-21 23:59:59,6,0.01622,-0.02365,0.06226,tvl_chg7,STABLECOIN_PARKING,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2020-2021
Ethereum,2021-10-03 23:59:59,2021-10-05 23:59:59,3,-0.41948,0.35581,0.07144,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-10-06 23:59:59,2021-10-14 23:59:59,9,-0.07315,0.07829,0.07847,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,ETH_BROADENING,False,2020-2021
Ethereum,2021-10-15 23:59:59,2021-10-29 23:59:59,15,-0.01273,-0.0189,0.06384,vel7,BTC_CONCENTRATION,True,MID_CAP_ROTATION,ETH_BROADENING,True,2020-2021
Ethereum,2021-10-30 23:59:59,2021-11-01 23:59:59,3,-0.04303,0.01267,0.01224,vel7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,False,2020-2021
Ethereum,2021-11-04 23:59:59,2021-11-17 23:59:59,14,0.0227,0.00368,0.04562,imp_share,ETH_BROADENING,False,ETH_BROADENING,STABLECOIN_PARKING,True,2020-2021
Ethereum,2021-11-25 23:59:59,2021-11-28 23:59:59,4,0.12142,-0.04142,0.12559,imp_share,ETH_BROADENING,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2020-2021
Ethereum,2021-12-01 23:59:59,2021-12-04 23:59:59,4,-0.12287,-0.01217,-0.03402,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-12-24 23:59:59,2021-12-27 23:59:59,4,-0.01047,-0.12837,-0.01384,vel7,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2021-12-28 23:59:59,2021-12-30 23:59:59,3,-0.06655,-0.30072,0.01972,imp_share,STABLECOIN_PARKING,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2020-2021
Ethereum,2022-02-05 23:59:59,2022-02-14 23:59:59,10,0.02321,0.04925,0.02437,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Ethereum,2022-03-02 23:59:59,2022-03-06 23:59:59,5,-0.13713,0.04991,0.01622,vel7,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,BROAD_RISK_EXPANSION,False,2022
Ethereum,2022-03-17 23:59:59,2022-03-28 23:59:59,12,0.10618,-0.0554,0.0274,vel7,BTC_CONCENTRATION,True,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-03-30 23:59:59,2022-04-02 23:59:59,4,-0.04306,-0.00259,0.12013,tvl_chg7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-04-03 23:59:59,2022-04-07 23:59:59,5,0.00961,0.00364,0.00231,tvl_chg7,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-04-20 23:59:59,2022-04-22 23:59:59,3,-0.00427,-0.01439,0.03212,imp_share,SMALL_CAP_ROTATION,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,False,2022
Ethereum,2022-06-27 23:59:59,2022-06-30 23:59:59,4,-0.03626,-0.01174,0.00248,tvl_chg7,CAPITAL_EXIT,False,CAPITAL_EXIT,ETH_BROADENING,False,2022
Ethereum,2022-07-07 23:59:59,2022-07-13 23:59:59,7,-0.04957,0.07421,-0.01595,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,False,2022
Ethereum,2022-07-21 23:59:59,2022-07-27 23:59:59,7,0.00881,0.05333,-0.07391,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-07-29 23:59:59,2022-08-01 23:59:59,4,0.08365,-0.03183,0.02746,vel7,ETH_BROADENING,False,BROAD_RISK_EXPANSION,NARROW_LEADERSHIP,True,2022
Ethereum,2022-08-02 23:59:59,2022-08-05 23:59:59,4,0.02451,-0.01336,0.04369,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-08-08 23:59:59,2022-08-17 23:59:59,10,0.0907,-0.04559,0.04562,vel7,ETH_BROADENING,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2022
Ethereum,2022-09-11 23:59:59,2022-09-14 23:59:59,4,-0.00695,-0.03018,-0.03972,imp_share,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Ethereum,2022-09-24 23:59:59,2022-09-26 23:59:59,3,0.03788,-0.03176,-0.04317,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2022
Ethereum,2022-09-27 23:59:59,2022-09-29 23:59:59,3,-0.01433,-0.00612,0.03371,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2022
Ethereum,2022-10-01 23:59:59,2022-10-04 23:59:59,4,-0.00755,-0.04906,0.03233,vel7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,2022
Ethereum,2022-10-06 23:59:59,2022-10-08 23:59:59,3,0.03263,0.01735,0.01354,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Ethereum,2022-12-04 23:59:59,2022-12-09 23:59:59,6,-0.09596,0.0368,-0.0212,vel7,MID_CAP_ROTATION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2022
Ethereum,2022-12-14 23:59:59,2022-12-17 23:59:59,4,0.03384,-0.00879,0.0397,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,ETH_BROADENING,False,2022
Ethereum,2023-01-07 23:59:59,2023-02-01 23:59:59,26,-0.0292,0.04545,-0.02481,imp_share,MID_CAP_ROTATION,False,BROAD_RISK_EXPANSION,MID_CAP_ROTATION,True,2023
Ethereum,2023-02-02 23:59:59,2023-02-07 23:59:59,6,0.00982,-0.03967,-0.01627,vel7,BROAD_RISK_EXPANSION,False,MID_CAP_ROTATION,MIXED_NO_CLEAR_ROUTE,True,2023
Ethereum,2023-02-08 23:59:59,2023-02-10 23:59:59,3,-0.03109,0.03358,0.04461,imp_share,MID_CAP_ROTATION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2023
Ethereum,2023-02-17 23:59:59,2023-02-22 23:59:59,6,0.12709,-0.03402,0.1066,vel7,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2023
Ethereum,2023-03-03 23:59:59,2023-03-05 23:59:59,3,0.00217,-0.01409,0.04987,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
Ethereum,2023-03-18 23:59:59,2023-03-26 23:59:59,9,-0.05279,0.06766,0.00961,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2023
Ethereum,2023-04-10 23:59:59,2023-04-12 23:59:59,3,-0.06957,0.01714,-0.0122,imp_share,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-05-07 23:59:59,2023-05-10 23:59:59,4,0.02746,-0.03371,0.02914,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-05-23 23:59:59,2023-05-26 23:59:59,4,-0.02136,0.01511,-0.09773,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,NARROW_LEADERSHIP,BTC_CONCENTRATION,False,2023
Ethereum,2023-05-28 23:59:59,2023-06-02 23:59:59,5,0.09995,-0.01251,-0.01709,imp_share,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-06-26 23:59:59,2023-06-30 23:59:59,5,-0.13704,-0.13471,-0.01598,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-07-02 23:59:59,2023-07-06 23:59:59,5,0.44074,0.03491,0.02585,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-07-18 23:59:59,2023-07-20 23:59:59,3,0.02653,-0.08717,0.05231,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2023
Ethereum,2023-08-11 23:59:59,2023-08-14 23:59:59,4,-0.38148,0.34191,0.01868,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2023
Ethereum,2023-08-15 23:59:59,2023-08-18 23:59:59,4,0.0319,-0.02348,0.0431,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Ethereum,2023-08-30 23:59:59,2023-09-02 23:59:59,3,0.01154,-0.03214,-0.02827,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2023
Ethereum,2023-10-03 23:59:59,2023-10-07 23:59:59,5,0.31481,0.0322,-0.06316,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MID_CAP_ROTATION,False,2023
Ethereum,2023-10-27 23:59:59,2023-11-17 23:59:59,20,-0.29502,0.35,-0.00168,imp_share,LARGE_ALT_ROTATION,False,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2023
Ethereum,2023-11-24 23:59:59,2023-11-29 23:59:59,6,-0.10617,-0.03537,-0.04316,tvl_chg7,BROAD_RISK_EXPANSION,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2023
Ethereum,2023-12-03 23:59:59,2023-12-13 23:59:59,9,-0.33846,0.24806,0.00056,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,ETH_BROADENING,False,2023
Ethereum,2023-12-20 23:59:59,2023-12-23 23:59:59,4,0.28627,0.1098,0.04593,vel7,MIXED_NO_CLEAR_ROUTE,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2023
Ethereum,2023-12-24 23:59:59,2023-12-31 23:59:59,7,0.04264,-0.0539,0.05003,tvl_chg7,BROAD_RISK_EXPANSION,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,
Ethereum,2024-01-06 23:59:59,2024-01-09 23:59:59,3,-0.38224,0.49804,0.0195,imp_share,BTC_CONCENTRATION,True,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2024
Ethereum,2024-02-05 23:59:59,2024-03-17 23:59:59,42,-0.07167,0.03409,0.03089,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-03-27 23:59:59,2024-04-03 23:59:59,8,-0.11679,0.01635,-0.04303,tvl_chg7,NARROW_LEADERSHIP,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-04-10 23:59:59,2024-04-14 23:59:59,5,-0.02422,0.01446,0.01807,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2024
Ethereum,2024-04-22 23:59:59,2024-04-30 23:59:59,9,0.15209,-0.0462,0.06436,imp_share,STABLECOIN_PARKING,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-05-09 23:59:59,2024-05-12 23:59:59,4,0.08123,0.01583,0.06766,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2024
Ethereum,2024-05-19 23:59:59,2024-05-31 23:59:59,13,0.10734,0.01394,-0.01757,vel7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-06-01 23:59:59,2024-06-04 23:59:59,4,0.14695,-0.02387,0.01422,imp_share,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-07-14 23:59:59,2024-07-26 23:59:59,13,-0.05218,0.07963,0.04281,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,STABLECOIN_PARKING,False,2024
Ethereum,2024-08-20 23:59:59,2024-08-22 23:59:59,3,-0.42972,0.67729,0.00997,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-09-15 23:59:59,2024-09-18 23:59:59,4,0.37333,-0.16572,-0.00386,imp_share,BTC_CONCENTRATION,True,LARGE_ALT_ROTATION,BTC_CONCENTRATION,True,2024
Ethereum,2024-10-13 23:59:59,2024-10-16 23:59:59,4,0.33481,-0.2706,0.01265,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2024
Ethereum,2024-10-17 23:59:59,2024-10-21 23:59:59,5,-0.1826,-0.316,0.03854,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2024
Ethereum,2024-11-08 23:59:59,2024-11-10 23:59:59,3,0.2916,-0.33656,-0.00755,vel7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,False,2024
Ethereum,2024-11-11 23:59:59,2024-11-14 23:59:59,4,0.39794,-0.33156,0.0,vel7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,False,2024
Ethereum,2024-11-23 23:59:59,2024-11-25 23:59:59,3,-0.10213,0.15569,0.00093,vel7,LARGE_ALT_ROTATION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2024
Ethereum,2024-12-05 23:59:59,2024-12-13 23:59:59,9,0.14648,0.09423,0.07239,imp_share,BROAD_RISK_EXPANSION,False,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,True,2024
Ethereum,2025-01-06 23:59:59,2025-01-10 23:59:59,5,-0.00044,-0.46168,-0.03478,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Ethereum,2025-01-27 23:59:59,2025-01-29 23:59:59,3,-0.41401,0.19753,0.10352,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,False,2025-2026
Ethereum,2025-02-14 23:59:59,2025-02-18 23:59:59,5,0.06557,-0.07936,-0.01696,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2025-2026
Ethereum,2025-02-19 23:59:59,2025-02-21 23:59:59,3,-0.00816,-0.08175,-0.00455,imp_share,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,STABLECOIN_PARKING,False,2025-2026
Ethereum,2025-03-19 23:59:59,2025-03-31 23:59:59,13,-0.03402,-0.22083,0.00997,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Ethereum,2025-04-25 23:59:59,2025-04-27 23:59:59,3,-0.03106,-0.12137,0.2653,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-04-30 23:59:59,2025-05-04 23:59:59,5,-0.18402,-0.05237,0.07726,imp_share,BTC_CONCENTRATION,True,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,True,2025-2026
Ethereum,2025-05-05 23:59:59,2025-05-08 23:59:59,4,0.30107,-0.04384,-0.04957,vel7,BTC_CONCENTRATION,True,ETH_BROADENING,BTC_CONCENTRATION,True,2025-2026
Ethereum,2025-05-14 23:59:59,2025-05-16 23:59:59,3,0.01215,-0.22736,0.06488,vel7,ETH_BROADENING,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-05-17 23:59:59,2025-05-19 23:59:59,3,-0.02206,-0.0673,0.08623,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-05-23 23:59:59,2025-05-25 23:59:59,3,0.20339,-0.21911,0.02996,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-05-27 23:59:59,2025-05-30 23:59:59,4,0.07726,-0.00577,0.02003,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,False,2025-2026
Ethereum,2025-06-12 23:59:59,2025-06-16 23:59:59,5,-0.20597,0.05508,-0.01439,tvl_chg7,BTC_CONCENTRATION,True,MIXED_NO_CLEAR_ROUTE,ETH_BROADENING,False,2025-2026
Ethereum,2025-07-01 23:59:59,2025-07-03 23:59:59,3,0.02328,0.08211,-0.01439,vel7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,NARROW_LEADERSHIP,False,2025-2026
Ethereum,2025-07-12 23:59:59,2025-07-25 23:59:59,14,0.19424,-0.16103,0.0819,vel7,BROAD_RISK_EXPANSION,False,ETH_BROADENING,NARROW_LEADERSHIP,True,2025-2026
Ethereum,2025-07-26 23:59:59,2025-07-30 23:59:59,5,0.06974,-0.33601,0.02502,vel7,BROAD_RISK_EXPANSION,False,ETH_BROADENING,ETH_BROADENING,True,2025-2026
Ethereum,2025-07-31 23:59:59,2025-08-03 23:59:59,4,-0.06189,-0.1621,0.04815,tvl_chg7,ETH_BROADENING,False,BROAD_RISK_EXPANSION,ETH_BROADENING,True,2025-2026
Ethereum,2025-08-09 23:59:59,2025-08-12 23:59:59,4,0.30006,-0.18747,-0.06655,vel7,ETH_BROADENING,False,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,False,2025-2026
Ethereum,2025-08-14 23:59:59,2025-08-16 23:59:59,3,0.11089,-0.01368,0.01449,tvl_chg7,NARROW_LEADERSHIP,False,ETH_BROADENING,NARROW_LEADERSHIP,True,2025-2026
Ethereum,2025-08-26 23:59:59,2025-08-28 23:59:59,3,0.44527,-0.20166,-0.0127,vel7,ETH_BROADENING,False,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,True,2025-2026
Ethereum,2025-09-09 23:59:59,2025-09-12 23:59:59,4,0.08896,-0.03848,0.06791,imp_share,NARROW_LEADERSHIP,False,NARROW_LEADERSHIP,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-09-13 23:59:59,2025-09-21 23:59:59,9,-0.10695,0.0873,0.02914,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-10-03 23:59:59,2025-10-11 23:59:59,9,0.0879,0.42569,0.01144,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,False,2025-2026
Ethereum,2025-10-26 23:59:59,2025-10-31 23:59:59,6,0.16725,-0.30837,-0.01055,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2025-11-29 23:59:59,2025-12-01 23:59:59,3,-0.00793,0.09459,0.00526,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,STABLECOIN_PARKING,BTC_CONCENTRATION,False,2025-2026
Ethereum,2025-12-08 23:59:59,2025-12-17 23:59:59,10,0.0397,-0.00123,-0.03306,imp_share,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,False,2025-2026
Ethereum,2026-01-03 23:59:59,2026-01-11 23:59:59,9,-0.02552,-0.09848,0.00457,tvl_chg7,MIXED_NO_CLEAR_ROUTE,False,MIXED_NO_CLEAR_ROUTE,CAPITAL_EXIT,False,2025-2026
Ethereum,2026-02-14 23:59:59,2026-02-16 23:59:59,3,-0.11747,0.00139,0.02428,imp_share,CAPITAL_EXIT,False,CAPITAL_EXIT,MIXED_NO_CLEAR_ROUTE,False,2025-2026
Ethereum,2026-04-12 23:59:59,2026-04-14 23:59:59,3,-0.11449,-0.01415,0.03534,imp_share,BTC_CONCENTRATION,True,BTC_CONCENTRATION,MID_CAP_ROTATION,False,2025-2026
Ethereum,2026-04-15 23:59:59,2026-04-20 23:59:59,6,0.0597,0.06791,0.04082,tvl_chg7,BTC_CONCENTRATION,True,BTC_CONCENTRATION,BTC_CONCENTRATION,False,2025-2026
Ethereum,2026-05-03 23:59:59,2026-05-05 23:59:59,3,-0.10476,-0.03333,0.0,imp_share,BTC_CONCENTRATION,True,MID_CAP_ROTATION,LARGE_ALT_ROTATION,True,2025-2026
Ethereum,2026-05-06 23:59:59,2026-05-11 23:59:59,6,0.05587,-0.00014,-0.02699,imp_share,MID_CAP_ROTATION,False,BTC_CONCENTRATION,CAPITAL_EXIT,False,2025-2026
Ethereum,2026-05-12 23:59:59,2026-05-14 23:59:59,3,0.05925,0.11322,0.0,tvl_chg7,MID_CAP_ROTATION,False,BTC_CONCENTRATION,LARGE_ALT_ROTATION,False,2025-2026
