event_id,exit_date,order,state,dwell_d,lat_to_next
EXIT_052,2024-03-09 23:59:59,2,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_052,2024-03-09 23:59:59,3,BTC_CONCENTRATION,11,0.0
EXIT_053,2024-03-29 23:59:59,1,BROAD_RISK_EXPANSION,1,0.0
EXIT_053,2024-03-29 23:59:59,2,LARGE_ALT_ROTATION,2,0.0
EXIT_053,2024-03-29 23:59:59,3,BTC_CONCENTRATION,2,0.0
EXIT_054,2024-04-03 23:59:59,1,NARROW_LEADERSHIP,1,0.0
EXIT_054,2024-04-03 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_054,2024-04-03 23:59:59,3,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_055,2024-04-10 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_055,2024-04-10 23:59:59,2,STABLECOIN_PARKING,1,0.0
EXIT_055,2024-04-10 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_056,2024-04-19 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_056,2024-04-19 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_056,2024-04-19 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_057,2024-04-23 23:59:59,1,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_057,2024-04-23 23:59:59,2,STABLECOIN_PARKING,1,0.0
EXIT_057,2024-04-23 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_058,2024-05-17 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_058,2024-05-17 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_058,2024-05-17 23:59:59,3,MIXED_NO_CLEAR_ROUTE,16,0.0
EXIT_059,2024-05-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,16,0.0
EXIT_059,2024-05-20 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_059,2024-05-20 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_060,2024-06-06 23:59:59,1,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_060,2024-06-06 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_060,2024-06-06 23:59:59,3,MIXED_NO_CLEAR_ROUTE,23,0.0
EXIT_061,2024-06-12 23:59:59,1,MIXED_NO_CLEAR_ROUTE,23,0.0
EXIT_061,2024-06-12 23:59:59,2,CAPITAL_EXIT,1,0.0
EXIT_061,2024-06-12 23:59:59,3,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_062,2024-07-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_062,2024-07-20 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_062,2024-07-20 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_063,2024-07-23 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_063,2024-07-23 23:59:59,2,BTC_CONCENTRATION,11,0.0
EXIT_063,2024-07-23 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_064,2024-08-05 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_064,2024-08-05 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_064,2024-08-05 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_065,2024-08-07 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_065,2024-08-07 23:59:59,2,BTC_CONCENTRATION,5,0.0
EXIT_065,2024-08-07 23:59:59,3,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_066,2024-08-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_066,2024-08-13 23:59:59,2,STABLECOIN_PARKING,3,0.0
EXIT_066,2024-08-13 23:59:59,3,MIXED_NO_CLEAR_ROUTE,6,0.0
EXIT_067,2024-09-06 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_067,2024-09-06 23:59:59,2,STABLECOIN_PARKING,1,0.0
EXIT_067,2024-09-06 23:59:59,3,LARGE_ALT_ROTATION,3,0.0
EXIT_068,2024-09-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_068,2024-09-20 23:59:59,2,NARROW_LEADERSHIP,1,0.0
EXIT_068,2024-09-20 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_069,2024-10-03 23:59:59,1,LARGE_ALT_ROTATION,3,0.0
EXIT_069,2024-10-03 23:59:59,2,MID_CAP_ROTATION,1,0.0
EXIT_069,2024-10-03 23:59:59,3,BTC_CONCENTRATION,17,0.0
EXIT_070,2024-10-24 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_070,2024-10-24 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_070,2024-10-24 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_071,2024-10-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_071,2024-10-27 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_071,2024-10-27 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_072,2024-11-03 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_072,2024-11-03 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_072,2024-11-03 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_073,2024-11-06 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_073,2024-11-06 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_073,2024-11-06 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_074,2024-11-09 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_074,2024-11-09 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_074,2024-11-09 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_075,2024-11-11 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_075,2024-11-11 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_075,2024-11-11 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_076,2024-11-15 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_076,2024-11-15 23:59:59,2,BTC_CONCENTRATION,5,0.0
EXIT_076,2024-11-15 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_077,2024-11-21 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_077,2024-11-21 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_077,2024-11-21 23:59:59,3,LARGE_ALT_ROTATION,3,0.0
EXIT_078,2024-11-24 23:59:59,1,LARGE_ALT_ROTATION,3,0.0
EXIT_078,2024-11-24 23:59:59,2,BROAD_RISK_EXPANSION,21,0.0
EXIT_078,2024-11-24 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_079,2024-12-25 23:59:59,1,MIXED_NO_CLEAR_ROUTE,8,0.0
EXIT_079,2024-12-25 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_079,2024-12-25 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_080,2025-01-03 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_080,2025-01-03 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_080,2025-01-03 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_081,2025-01-05 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_081,2025-01-05 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_081,2025-01-05 23:59:59,3,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_082,2025-01-07 23:59:59,1,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_082,2025-01-07 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_082,2025-01-07 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_083,2025-01-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_083,2025-01-20 23:59:59,2,BTC_CONCENTRATION,4,0.0
EXIT_083,2025-01-20 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_084,2025-01-26 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_084,2025-01-26 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_084,2025-01-26 23:59:59,3,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_085,2025-01-29 23:59:59,1,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_085,2025-01-29 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_085,2025-01-29 23:59:59,3,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_086,2025-02-04 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_086,2025-02-04 23:59:59,2,BTC_CONCENTRATION,7,0.0
EXIT_086,2025-02-04 23:59:59,3,MIXED_NO_CLEAR_ROUTE,10,0.0
EXIT_087,2025-02-14 23:59:59,1,MIXED_NO_CLEAR_ROUTE,10,0.0
EXIT_087,2025-02-14 23:59:59,2,STABLECOIN_PARKING,6,0.0
EXIT_087,2025-02-14 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_088,2025-03-29 23:59:59,1,MIXED_NO_CLEAR_ROUTE,14,0.0
EXIT_088,2025-03-29 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_088,2025-03-29 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_089,2025-04-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_089,2025-04-13 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_089,2025-04-13 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_090,2025-04-15 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_090,2025-04-15 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_090,2025-04-15 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_091,2025-04-18 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_091,2025-04-18 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_091,2025-04-18 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_092,2025-04-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_092,2025-04-20 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_092,2025-04-20 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_093,2025-04-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_093,2025-04-27 23:59:59,2,BTC_CONCENTRATION,11,0.0
EXIT_093,2025-04-27 23:59:59,3,BROAD_RISK_EXPANSION,6,0.0
EXIT_094,2025-05-09 23:59:59,1,BROAD_RISK_EXPANSION,6,0.0
EXIT_094,2025-05-09 23:59:59,2,ETH_BROADENING,2,0.0
EXIT_094,2025-05-09 23:59:59,3,MID_CAP_ROTATION,2,0.0
EXIT_095,2025-05-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_095,2025-05-27 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_095,2025-05-27 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_096,2025-06-04 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_096,2025-06-04 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_096,2025-06-04 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_097,2025-06-06 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_097,2025-06-06 23:59:59,2,BTC_CONCENTRATION,8,0.0
EXIT_097,2025-06-06 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_098,2025-06-15 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_098,2025-06-15 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_098,2025-06-15 23:59:59,3,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_099,2025-06-17 23:59:59,1,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_099,2025-06-17 23:59:59,2,BTC_CONCENTRATION,4,0.0
EXIT_099,2025-06-17 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_100,2025-07-02 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_100,2025-07-02 23:59:59,2,BTC_CONCENTRATION,9,0.0
EXIT_100,2025-07-02 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_101,2025-07-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_101,2025-07-13 23:59:59,2,ETH_BROADENING,3,0.0
EXIT_101,2025-07-13 23:59:59,3,BROAD_RISK_EXPANSION,11,0.0
EXIT_102,2025-09-21 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_102,2025-09-21 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_102,2025-09-21 23:59:59,3,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_103,2025-09-25 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_103,2025-09-25 23:59:59,2,BTC_CONCENTRATION,4,0.0
