event_id,exit_date,order,state,dwell_d,lat_to_next
EXIT_000,2020-10-04 23:59:59,1,MIXED_NO_CLEAR_ROUTE,6,0.0
EXIT_000,2020-10-04 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_000,2020-10-04 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_001,2020-10-12 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_001,2020-10-12 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_001,2020-10-12 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_002,2020-10-15 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_002,2020-10-15 23:59:59,2,BTC_CONCENTRATION,12,0.0
EXIT_002,2020-10-15 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_003,2020-11-17 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_003,2020-11-17 23:59:59,2,BTC_CONCENTRATION,8,0.0
EXIT_003,2020-11-17 23:59:59,3,MIXED_NO_CLEAR_ROUTE,19,0.0
EXIT_004,2020-11-27 23:59:59,1,MIXED_NO_CLEAR_ROUTE,19,0.0
EXIT_004,2020-11-27 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_004,2020-11-27 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_005,2020-12-18 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_005,2020-12-18 23:59:59,2,BTC_CONCENTRATION,30,0.0
EXIT_005,2020-12-18 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_006,2021-01-20 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_006,2021-01-20 23:59:59,2,ETH_BROADENING,7,0.0
EXIT_006,2021-01-20 23:59:59,3,BROAD_RISK_EXPANSION,9,0.0
EXIT_007,2021-06-30 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_007,2021-06-30 23:59:59,2,STABLECOIN_PARKING,1,0.0
EXIT_007,2021-06-30 23:59:59,3,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_008,2021-07-08 23:59:59,1,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_008,2021-07-08 23:59:59,2,STABLECOIN_PARKING,8,0.0
EXIT_008,2021-07-08 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_009,2021-08-11 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_009,2021-08-11 23:59:59,2,ETH_BROADENING,2,0.0
EXIT_009,2021-08-11 23:59:59,3,BROAD_RISK_EXPANSION,26,0.0
EXIT_010,2021-10-28 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_010,2021-10-28 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_010,2021-10-28 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_011,2021-11-04 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_011,2021-11-04 23:59:59,2,MID_CAP_ROTATION,1,0.0
EXIT_011,2021-11-04 23:59:59,3,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_012,2022-03-06 23:59:59,1,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_012,2022-03-06 23:59:59,2,STABLECOIN_PARKING,4,0.0
EXIT_012,2022-03-06 23:59:59,3,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_013,2022-03-21 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_013,2022-03-21 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_013,2022-03-21 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_014,2022-03-23 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_014,2022-03-23 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_014,2022-03-23 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_015,2022-03-26 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_015,2022-03-26 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_015,2022-03-26 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_016,2022-03-29 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_016,2022-03-29 23:59:59,2,BROAD_RISK_EXPANSION,12,0.0
EXIT_016,2022-03-29 23:59:59,3,SMALL_CAP_ROTATION,1,0.0
EXIT_017,2022-06-11 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_017,2022-06-11 23:59:59,2,CAPITAL_EXIT,30,0.0
EXIT_017,2022-06-11 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_018,2022-10-09 23:59:59,1,MIXED_NO_CLEAR_ROUTE,11,0.0
EXIT_018,2022-10-09 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_018,2022-10-09 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_019,2022-10-22 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_019,2022-10-22 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_019,2022-10-22 23:59:59,3,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_020,2022-10-29 23:59:59,1,MIXED_NO_CLEAR_ROUTE,5,0.0
EXIT_020,2022-10-29 23:59:59,2,NARROW_LEADERSHIP,1,0.0
EXIT_020,2022-10-29 23:59:59,3,ETH_BROADENING,2,0.0
EXIT_021,2022-12-16 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_021,2022-12-16 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_021,2022-12-16 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_022,2022-12-19 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_022,2022-12-19 23:59:59,2,BTC_CONCENTRATION,10,0.0
EXIT_022,2022-12-19 23:59:59,3,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_023,2022-12-30 23:59:59,1,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_023,2022-12-30 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_023,2022-12-30 23:59:59,3,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_024,2023-01-07 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_024,2023-01-07 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_024,2023-01-07 23:59:59,3,ETH_BROADENING,3,0.0
EXIT_025,2023-01-15 23:59:59,1,ETH_BROADENING,3,0.0
EXIT_025,2023-01-15 23:59:59,2,BTC_CONCENTRATION,4,0.0
EXIT_025,2023-01-15 23:59:59,3,LARGE_ALT_ROTATION,9,0.0
EXIT_026,2023-01-22 23:59:59,1,LARGE_ALT_ROTATION,9,0.0
EXIT_026,2023-01-22 23:59:59,2,MID_CAP_ROTATION,2,0.0
EXIT_026,2023-01-22 23:59:59,3,LARGE_ALT_ROTATION,2,0.0
EXIT_027,2023-04-18 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_027,2023-04-18 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_027,2023-04-18 23:59:59,3,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_028,2023-04-21 23:59:59,1,MIXED_NO_CLEAR_ROUTE,4,0.0
EXIT_028,2023-04-21 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_028,2023-04-21 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_029,2023-05-01 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_029,2023-05-01 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_029,2023-05-01 23:59:59,3,MIXED_NO_CLEAR_ROUTE,22,0.0
EXIT_030,2023-05-08 23:59:59,1,MIXED_NO_CLEAR_ROUTE,22,0.0
EXIT_030,2023-05-08 23:59:59,2,NARROW_LEADERSHIP,4,0.0
EXIT_030,2023-05-08 23:59:59,3,MIXED_NO_CLEAR_ROUTE,13,0.0
EXIT_031,2023-06-30 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_031,2023-06-30 23:59:59,2,BTC_CONCENTRATION,4,0.0
EXIT_031,2023-06-30 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_032,2023-07-05 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_032,2023-07-05 23:59:59,2,BTC_CONCENTRATION,6,0.0
EXIT_032,2023-07-05 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_033,2023-07-12 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_033,2023-07-12 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_033,2023-07-12 23:59:59,3,LARGE_ALT_ROTATION,5,0.0
EXIT_034,2023-07-15 23:59:59,1,LARGE_ALT_ROTATION,5,0.0
EXIT_034,2023-07-15 23:59:59,2,MIXED_NO_CLEAR_ROUTE,7,0.0
EXIT_034,2023-07-15 23:59:59,3,ETH_BROADENING,1,0.0
EXIT_035,2023-09-28 23:59:59,1,MIXED_NO_CLEAR_ROUTE,3,0.0
EXIT_035,2023-09-28 23:59:59,2,BTC_CONCENTRATION,11,0.0
EXIT_035,2023-09-28 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_036,2023-10-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_036,2023-10-13 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_036,2023-10-13 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_037,2023-10-16 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_037,2023-10-16 23:59:59,2,BTC_CONCENTRATION,7,0.0
EXIT_037,2023-10-16 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_038,2023-10-25 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_038,2023-10-25 23:59:59,2,BTC_CONCENTRATION,13,0.0
EXIT_038,2023-10-25 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_039,2023-11-08 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_039,2023-11-08 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_039,2023-11-08 23:59:59,3,LARGE_ALT_ROTATION,4,0.0
EXIT_040,2023-11-11 23:59:59,1,LARGE_ALT_ROTATION,4,0.0
EXIT_040,2023-11-11 23:59:59,2,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_040,2023-11-11 23:59:59,3,LARGE_ALT_ROTATION,1,0.0
EXIT_041,2023-11-22 23:59:59,1,BROAD_RISK_EXPANSION,11,0.0
EXIT_041,2023-11-22 23:59:59,2,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_041,2023-11-22 23:59:59,3,BTC_CONCENTRATION,3,0.0
EXIT_042,2023-12-09 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_042,2023-12-09 23:59:59,2,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_042,2023-12-09 23:59:59,3,BTC_CONCENTRATION,1,0.0
EXIT_043,2023-12-14 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_043,2023-12-14 23:59:59,2,BTC_CONCENTRATION,2,0.0
EXIT_043,2023-12-14 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_044,2023-12-17 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_044,2023-12-17 23:59:59,2,BTC_CONCENTRATION,3,0.0
EXIT_044,2023-12-17 23:59:59,3,MID_CAP_ROTATION,2,0.0
EXIT_045,2023-12-21 23:59:59,1,MID_CAP_ROTATION,2,0.0
EXIT_045,2023-12-21 23:59:59,2,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_045,2023-12-21 23:59:59,3,LARGE_ALT_ROTATION,2,0.0
EXIT_046,2024-01-10 23:59:59,1,MIXED_NO_CLEAR_ROUTE,2,0.0
EXIT_046,2024-01-10 23:59:59,2,NARROW_LEADERSHIP,3,0.0
EXIT_046,2024-01-10 23:59:59,3,ETH_BROADENING,3,0.0
EXIT_047,2024-01-31 23:59:59,1,MIXED_NO_CLEAR_ROUTE,6,0.0
EXIT_047,2024-01-31 23:59:59,2,ETH_BROADENING,1,0.0
EXIT_047,2024-01-31 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_048,2024-02-13 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_048,2024-02-13 23:59:59,2,BTC_CONCENTRATION,11,0.0
EXIT_048,2024-02-13 23:59:59,3,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_049,2024-02-25 23:59:59,1,MIXED_NO_CLEAR_ROUTE,1,0.0
EXIT_049,2024-02-25 23:59:59,2,BTC_CONCENTRATION,5,0.0
EXIT_049,2024-02-25 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_050,2024-03-02 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_050,2024-03-02 23:59:59,2,BTC_CONCENTRATION,4,0.0
EXIT_050,2024-03-02 23:59:59,3,MID_CAP_ROTATION,1,0.0
EXIT_051,2024-03-07 23:59:59,1,MID_CAP_ROTATION,1,0.0
EXIT_051,2024-03-07 23:59:59,2,BTC_CONCENTRATION,1,0.0
EXIT_051,2024-03-07 23:59:59,3,MID_CAP_ROTATION,8,0.0
EXIT_052,2024-03-09 23:59:59,1,MID_CAP_ROTATION,8,0.0
