state,band_a,band_b,corr,perm_p,n,edge,uncond_corr,uncond_edge,new_edge_vs_uncond,sign_flip,direction,fdr_q
CONC_RISING,26-50,301-500,-0.0036,0.9502,1068,False,0.0176,False,False,False,a_leads_b,0.958
CONC_RISING,51-100,1-10,0.0123,0.3632,1068,False,0.077,True,False,False,a_leads_b,0.4369
CONC_RISING,51-100,11-25,0.0854,0.0249,1068,True,0.0942,True,False,False,a_leads_b,0.0641
CONC_RISING,51-100,26-50,0.1414,0.005,1068,True,0.1691,True,False,False,a_leads_b,0.0248
CONC_RISING,51-100,101-200,0.1048,0.01,1068,True,0.1333,True,False,False,a_leads_b,0.0346
CONC_RISING,51-100,201-300,0.0271,0.3035,1068,False,-0.0447,False,False,False,a_leads_b,0.3829
CONC_RISING,51-100,301-500,0.0414,0.1244,1068,False,0.0224,False,False,False,a_leads_b,0.214
CONC_RISING,101-200,1-10,0.0034,0.5672,1068,False,0.0218,True,False,False,a_leads_b,0.6314
CONC_RISING,101-200,11-25,0.0155,0.1692,1068,False,0.0045,False,False,False,a_leads_b,0.2577
CONC_RISING,101-200,26-50,0.0345,0.1393,1068,False,0.0683,True,False,False,a_leads_b,0.2269
CONC_RISING,101-200,51-100,0.0196,0.1294,1068,False,0.1069,True,False,False,a_leads_b,0.2188
CONC_RISING,101-200,201-300,-0.0152,0.3582,1068,False,-0.0556,False,False,False,a_leads_b,0.4319
CONC_RISING,101-200,301-500,-0.0113,0.4478,1068,False,-0.0117,False,False,False,a_leads_b,0.5172
CONC_RISING,201-300,1-10,0.0064,0.5274,1068,False,0.014,False,False,False,a_leads_b,0.5938
CONC_RISING,201-300,11-25,-0.0826,0.0647,1068,False,-0.0406,False,False,False,a_leads_b,0.1305
CONC_RISING,201-300,26-50,-0.0776,0.0199,1068,True,-0.0447,False,True,False,a_leads_b,0.0563
CONC_RISING,201-300,51-100,-0.0091,0.7015,1068,False,-0.0624,False,False,False,a_leads_b,0.7585
CONC_RISING,201-300,101-200,-0.0211,0.1741,1068,False,-0.0536,False,False,False,a_leads_b,0.2644
CONC_RISING,201-300,301-500,0.478,0.005,1068,True,0.2668,True,False,False,a_leads_b,0.0248
CONC_RISING,301-500,1-10,0.0049,0.7015,1068,False,0.016,False,False,False,a_leads_b,0.7585
CONC_RISING,301-500,11-25,-0.0652,0.1144,1068,False,-0.0059,False,False,False,a_leads_b,0.2017
CONC_RISING,301-500,26-50,-0.047,0.199,1068,False,0.0227,False,False,False,a_leads_b,0.2897
CONC_RISING,301-500,51-100,0.0327,0.2189,1068,False,0.0148,False,False,False,a_leads_b,0.3149
CONC_RISING,301-500,101-200,-0.0033,0.8507,1068,False,0.0017,False,False,False,a_leads_b,0.8793
CONC_RISING,301-500,201-300,0.4886,0.005,1068,True,0.2666,True,False,False,a_leads_b,0.0248
CONC_FALLING,1-10,11-25,-0.0308,0.2537,1040,False,0.0402,False,False,False,a_leads_b,0.3374
