event_id,triangle,entry_timestamp,exit_timestamp,direction,entry_z,exit_z,exit_reason,hold_minutes,entry_est_hour,entry_utc_hour,gross_bps,cost_bps,net_bps,mfe_bps,mae_bps,z6_stop,hard_exit,rollover_zone_entry
USD_CHF_JPY-DEV-00320,USD_CHF_JPY,2024-05-27T19:55:00,2024-05-27T20:05:00,LONG,-29.9088,-13.7176,SL_HIT,10.0,14,19,-0.4422,4.8005,-5.2427,0.0,-0.4422,1,0,0
USD_CHF_JPY-DEV-00321,USD_CHF_JPY,2024-05-28T19:35:00,2024-05-28T19:50:00,SHORT,4.627,-2.7083,TP_HIT,15.0,14,19,1.1125,4.8005,-3.688,1.1125,-0.092,0,0,0
USD_CHF_JPY-DEV-00322,USD_CHF_JPY,2024-05-29T19:50:00,2024-05-29T20:05:00,LONG,-4.3887,-48.3334,SL_HIT,15.0,14,19,-7.7074,4.8005,-12.5079,0.0,-7.7074,1,0,0
USD_CHF_JPY-DEV-00323,USD_CHF_JPY,2024-06-04T19:55:00,2024-06-04T20:05:00,LONG,-3.0442,-64.0622,SL_HIT,10.0,14,19,-20.1957,4.8005,-24.9962,0.0,-20.1957,1,0,0
USD_CHF_JPY-DEV-00324,USD_CHF_JPY,2024-06-11T19:55:00,2024-06-11T20:05:00,LONG,-3.7465,-63.1446,SL_HIT,10.0,14,19,-8.9353,4.8005,-13.7358,0.0,-8.9353,1,0,0
USD_CHF_JPY-DEV-00325,USD_CHF_JPY,2024-06-13T18:00:00,2024-06-13T18:15:00,LONG,-6.6362,-6.2928,SL_HIT,15.0,13,18,-1.0142,4.8005,-5.8148,0.0452,-1.0142,1,0,0
USD_CHF_JPY-DEV-00326,USD_CHF_JPY,2024-06-13T18:20:00,2024-06-13T20:25:00,LONG,-6.0316,-6.6258,SL_HIT,125.0,13,18,-13.0708,4.8005,-17.8713,2.9698,-13.0708,1,0,0
USD_CHF_JPY-DEV-00327,USD_CHF_JPY,2024-06-17T19:55:00,2024-06-17T20:05:00,LONG,-5.1278,-32.8546,SL_HIT,10.0,14,19,-5.5094,4.8005,-10.3099,0.0,-5.5094,1,0,0
USD_CHF_JPY-DEV-00328,USD_CHF_JPY,2024-06-19T18:25:00,2024-06-19T18:40:00,LONG,-3.0688,0.2599,TP_HIT,15.0,13,18,0.5106,4.8005,-4.2899,0.5106,0.0,0,0,0
USD_CHF_JPY-DEV-00329,USD_CHF_JPY,2024-06-19T19:25:00,2024-06-19T19:55:00,LONG,-3.2391,-57.0047,SL_HIT,30.0,14,19,-11.3821,4.8005,-16.1826,0.124,-11.3821,1,0,0
USD_CHF_JPY-DEV-00330,USD_CHF_JPY,2024-06-20T19:55:00,2024-06-20T20:05:00,LONG,-4.3946,-34.6086,SL_HIT,10.0,14,19,-13.4072,4.8005,-18.2078,0.0,-13.4072,1,0,0
USD_CHF_JPY-DEV-00331,USD_CHF_JPY,2024-06-24T19:55:00,2024-06-24T20:05:00,LONG,-31.9654,-23.6137,SL_HIT,10.0,14,19,-4.8522,4.8005,-9.6528,0.0,-4.8522,1,0,0
USD_CHF_JPY-DEV-00332,USD_CHF_JPY,2024-06-25T19:55:00,2024-06-25T20:05:00,LONG,-9.7213,-48.4122,SL_HIT,10.0,14,19,-9.753,4.8005,-14.5535,0.0,-9.753,1,0,0
USD_CHF_JPY-DEV-00333,USD_CHF_JPY,2024-06-26T19:55:00,2024-06-26T20:05:00,LONG,-6.5846,-43.4458,SL_HIT,10.0,14,19,-6.8606,4.8005,-11.6612,0.0,-6.8606,1,0,0
USD_CHF_JPY-DEV-00334,USD_CHF_JPY,2024-06-27T19:40:00,2024-06-27T19:50:00,SHORT,4.3086,-1.1989,TP_HIT,10.0,14,19,1.492,4.8005,-3.3085,1.492,0.0,0,0,0
USD_CHF_JPY-DEV-00335,USD_CHF_JPY,2024-06-27T19:55:00,2024-06-27T20:20:00,LONG,-6.5805,-6.8218,SL_HIT,25.0,14,19,-0.4396,4.8005,-5.2401,1.9019,-0.4396,1,0,0
USD_CHF_JPY-DEV-00336,USD_CHF_JPY,2024-06-28T19:50:00,2024-07-01T00:00:00,LONG,-5.2026,0.0535,TIMEOUT,3130.0,14,19,1.9242,4.8005,-2.8764,1.9242,0.0,0,1,0
USD_CHF_JPY-DEV-00337,USD_CHF_JPY,2024-07-01T19:55:00,2024-07-01T20:05:00,LONG,-5.555,-36.7733,SL_HIT,10.0,14,19,-13.0657,4.8005,-17.8662,0.0,-13.0657,1,0,0
USD_CHF_JPY-DEV-00338,USD_CHF_JPY,2024-07-03T19:50:00,2024-07-03T19:55:00,LONG,-3.3785,-17.7678,SL_HIT,5.0,14,19,-6.1649,4.8005,-10.9654,0.0,-6.1649,1,0,0
USD_CHF_JPY-DEV-00339,USD_CHF_JPY,2024-07-04T18:10:00,2024-07-04T19:40:00,LONG,-3.503,0.4186,TP_HIT,90.0,13,18,0.6615,4.8005,-4.139,0.6615,-0.185,0,0,0
USD_CHF_JPY-DEV-00340,USD_CHF_JPY,2024-07-04T19:55:00,2024-07-04T20:05:00,LONG,-10.3067,-18.4979,SL_HIT,10.0,14,19,-2.6387,4.8005,-7.4393,0.0,-2.6387,1,0,0
USD_CHF_JPY-DEV-00341,USD_CHF_JPY,2024-07-08T19:40:00,2024-07-08T19:55:00,SHORT,4.344,-5.2159,TP_HIT,15.0,14,19,1.6569,4.8005,-3.1436,1.6569,-0.0566,0,0,0
USD_CHF_JPY-DEV-00342,USD_CHF_JPY,2024-07-10T19:55:00,2024-07-10T20:05:00,LONG,-4.3212,-40.6054,SL_HIT,10.0,14,19,-5.2564,4.8005,-10.0569,0.0,-5.2564,1,0,0
USD_CHF_JPY-DEV-00343,USD_CHF_JPY,2024-07-12T19:50:00,2024-07-15T00:00:00,LONG,-4.1359,-3.0848,TIMEOUT,3130.0,14,19,0.3548,4.8005,-4.4457,0.3548,0.0,0,1,0
USD_CHF_JPY-DEV-00344,USD_CHF_JPY,2024-07-15T19:35:00,2024-07-15T19:40:00,LONG,-3.0277,2.1438,TP_HIT,5.0,14,19,0.9541,4.8005,-3.8465,0.9541,0.0,0,0,0
USD_CHF_JPY-DEV-00345,USD_CHF_JPY,2024-07-19T19:50:00,2024-07-22T00:00:00,LONG,-4.6506,1.5581,TIMEOUT,3130.0,14,19,1.198,4.8005,-3.6025,1.198,0.0,0,1,0
USD_CHF_JPY-DEV-00346,USD_CHF_JPY,2024-07-22T19:45:00,2024-07-22T20:05:00,LONG,-5.1578,-73.0629,SL_HIT,20.0,14,19,-15.8926,4.8005,-20.6931,0.0,-15.8926,1,0,0
USD_CHF_JPY-DEV-00347,USD_CHF_JPY,2024-07-23T19:40:00,2024-07-23T19:55:00,LONG,-3.2543,1.2356,TP_HIT,15.0,14,19,0.9655,4.8005,-3.835,0.9655,0.0,0,0,0
USD_CHF_JPY-DEV-00348,USD_CHF_JPY,2024-07-29T19:25:00,2024-07-29T20:05:00,LONG,-4.0751,-29.24,SL_HIT,40.0,14,19,-5.5813,4.8005,-10.3819,0.396,-5.5813,1,0,0
USD_CHF_JPY-DEV-00349,USD_CHF_JPY,2024-08-05T19:55:00,2024-08-05T20:10:00,LONG,-92.5199,-6.3567,SL_HIT,15.0,14,19,33.0077,4.8005,28.2071,40.4042,0.0,1,0,0
USD_CHF_JPY-DEV-00350,USD_CHF_JPY,2024-08-08T19:55:00,2024-08-08T20:05:00,LONG,-3.2592,-58.845,SL_HIT,10.0,14,19,-17.0305,4.8005,-21.831,0.0,-17.0305,1,0,0
USD_CHF_JPY-DEV-00351,USD_CHF_JPY,2024-08-09T19:05:00,2024-08-09T19:40:00,LONG,-3.0717,2.7148,TP_HIT,35.0,14,19,1.3604,4.8005,-3.4401,1.3604,-0.1333,0,0,0
USD_CHF_JPY-DEV-00352,USD_CHF_JPY,2024-08-12T19:10:00,2024-08-12T20:05:00,LONG,-3.08,-92.2525,SL_HIT,55.0,14,19,-19.1171,4.8005,-23.9176,0.5015,-19.1171,1,0,0
USD_CHF_JPY-DEV-00353,USD_CHF_JPY,2024-08-19T19:25:00,2024-08-19T19:30:00,LONG,-3.9013,1.1233,TP_HIT,5.0,14,19,0.8441,4.8005,-3.9564,0.8441,0.0,0,0,0
USD_CHF_JPY-DEV-00354,USD_CHF_JPY,2024-08-19T19:55:00,2024-08-19T20:05:00,LONG,-3.5268,-50.1975,SL_HIT,10.0,14,19,-8.317,4.8005,-13.1175,0.0,-8.317,1,0,0
USD_CHF_JPY-DEV-00355,USD_CHF_JPY,2024-08-20T19:55:00,2024-08-20T20:05:00,LONG,-3.8891,-8.7168,SL_HIT,10.0,14,19,-1.1314,4.8005,-5.932,0.0,-1.1314,1,0,0
USD_CHF_JPY-DEV-00356,USD_CHF_JPY,2024-08-23T19:50:00,2024-08-26T00:00:00,LONG,-3.4805,-0.1732,TIMEOUT,3130.0,14,19,1.0109,4.8005,-3.7896,1.0109,0.0,0,1,0
USD_CHF_JPY-DEV-00357,USD_CHF_JPY,2024-08-26T19:55:00,2024-08-26T20:05:00,LONG,-5.5468,-109.2331,SL_HIT,10.0,14,19,-24.2385,4.8005,-29.039,0.0,-24.2385,1,0,0
USD_CHF_JPY-DEV-00358,USD_CHF_JPY,2024-08-28T19:55:00,2024-08-28T20:05:00,LONG,-4.6488,-127.2753,SL_HIT,10.0,14,19,-22.9086,4.8005,-27.7091,0.0,-22.9086,1,0,0
USD_CHF_JPY-DEV-00359,USD_CHF_JPY,2024-09-02T19:55:00,2024-09-02T20:05:00,LONG,-20.0953,-47.1352,SL_HIT,10.0,14,19,-12.3628,4.8005,-17.1633,0.0,-12.3628,1,0,0
USD_CHF_JPY-DEV-00360,USD_CHF_JPY,2024-09-09T19:35:00,2024-09-09T19:40:00,SHORT,3.3599,-1.0852,TP_HIT,5.0,14,19,0.8314,4.8005,-3.9691,0.8314,0.0,0,0,0
USD_CHF_JPY-DEV-00361,USD_CHF_JPY,2024-09-09T19:50:00,2024-09-09T19:55:00,SHORT,3.9043,-2.3189,TP_HIT,5.0,14,19,1.2019,4.8005,-3.5987,1.2019,0.0,0,0,0
USD_CHF_JPY-DEV-00362,USD_CHF_JPY,2024-09-10T19:50:00,2024-09-10T19:55:00,LONG,-4.8786,-6.0106,SL_HIT,5.0,14,19,-0.293,4.8005,-5.0936,0.0,-0.293,1,0,0
USD_CHF_JPY-DEV-00363,USD_CHF_JPY,2024-09-30T19:55:00,2024-09-30T20:05:00,LONG,-5.9782,-19.6329,SL_HIT,10.0,14,19,-3.2962,4.8005,-8.0967,0.0,-3.2962,1,0,0
USD_CHF_JPY-DEV-00364,USD_CHF_JPY,2024-10-02T19:55:00,2024-10-02T20:05:00,LONG,-4.3581,-71.2429,SL_HIT,10.0,14,19,-14.4112,4.8005,-19.2117,0.0,-14.4112,1,0,0
USD_CHF_JPY-DEV-00365,USD_CHF_JPY,2024-10-03T19:55:00,2024-10-03T20:05:00,LONG,-13.0346,-15.6052,SL_HIT,10.0,14,19,-5.224,4.8005,-10.0246,0.0,-5.224,1,0,0
USD_CHF_JPY-DEV-00366,USD_CHF_JPY,2024-10-07T19:50:00,2024-10-07T19:55:00,LONG,-3.191,-75.8595,SL_HIT,5.0,14,19,-15.8822,4.8005,-20.6827,0.0,-15.8822,1,0,0
USD_CHF_JPY-DEV-00367,USD_CHF_JPY,2024-10-08T19:25:00,2024-10-08T19:55:00,LONG,-3.0321,-61.4308,SL_HIT,30.0,14,19,-13.6184,4.8005,-18.419,0.3046,-13.6184,1,0,0
USD_CHF_JPY-DEV-00368,USD_CHF_JPY,2024-10-09T19:55:00,2024-10-09T20:05:00,LONG,-36.6447,-15.3677,SL_HIT,10.0,14,19,-1.6708,4.8005,-6.4713,0.0,-1.6708,1,0,0
USD_CHF_JPY-DEV-00369,USD_CHF_JPY,2024-10-10T19:55:00,2024-10-10T20:05:00,LONG,-27.4196,-6.0233,SL_HIT,10.0,14,19,13.4529,4.8005,8.6524,13.4529,0.0,1,0,0
USD_CHF_JPY-DEV-00370,USD_CHF_JPY,2024-10-14T19:55:00,2024-10-14T20:05:00,LONG,-23.7776,-12.63,SL_HIT,10.0,14,19,-0.2509,4.8005,-5.0514,0.0,-0.2509,1,0,0
USD_CHF_JPY-DEV-00371,USD_CHF_JPY,2024-10-15T19:50:00,2024-10-15T19:55:00,LONG,-3.5711,-45.6414,SL_HIT,5.0,14,19,-9.4767,4.8005,-14.2773,0.0,-9.4767,1,0,0
USD_CHF_JPY-DEV-00372,USD_CHF_JPY,2024-10-16T19:55:00,2024-10-16T20:05:00,LONG,-3.3947,-81.8768,SL_HIT,10.0,14,19,-17.2321,4.8005,-22.0326,0.0,-17.2321,1,0,0
USD_CHF_JPY-DEV-00373,USD_CHF_JPY,2024-10-18T19:05:00,2024-10-21T00:00:00,LONG,-3.6358,0.7895,TIMEOUT,3175.0,14,19,0.948,4.8005,-3.8525,0.948,-0.2101,0,1,0
USD_CHF_JPY-DEV-00374,USD_CHF_JPY,2024-10-21T19:55:00,2024-10-21T20:05:00,LONG,-5.8709,-36.6935,SL_HIT,10.0,14,19,-6.1797,4.8005,-10.9803,0.0,-6.1797,1,0,0
USD_CHF_JPY-DEV-00375,USD_CHF_JPY,2024-10-22T19:55:00,2024-10-22T20:05:00,LONG,-4.8113,-16.8824,SL_HIT,10.0,14,19,-1.715,4.8005,-6.5156,0.0,-1.715,1,0,0
USD_CHF_JPY-DEV-00376,USD_CHF_JPY,2024-10-23T19:55:00,2024-10-23T20:05:00,LONG,-12.3848,-32.109,SL_HIT,10.0,14,19,-3.9538,4.8005,-8.7543,0.0,-3.9538,1,0,0
USD_CHF_JPY-DEV-00377,USD_CHF_JPY,2024-10-24T19:55:00,2024-10-24T20:05:00,LONG,-16.6195,-33.081,SL_HIT,10.0,14,19,-4.669,4.8005,-9.4696,0.0,-4.669,1,0,0
USD_CHF_JPY-DEV-00378,USD_CHF_JPY,2024-10-28T18:00:00,2024-10-28T18:45:00,LONG,-3.2539,0.535,TP_HIT,45.0,13,18,0.5224,4.8005,-4.2781,0.5224,-0.1728,0,0,0
USD_CHF_JPY-DEV-00379,USD_CHF_JPY,2024-10-28T19:55:00,2024-10-28T20:05:00,LONG,-72.0347,-7.4971,SL_HIT,10.0,14,19,5.0458,4.8005,0.2453,5.0458,0.0,1,0,0
USD_CHF_JPY-DEV-00380,USD_CHF_JPY,2024-10-29T19:55:00,2024-10-29T20:05:00,LONG,-54.837,-6.9551,SL_HIT,10.0,14,19,4.4094,4.8005,-0.3911,4.4094,0.0,1,0,0
USD_CHF_JPY-DEV-00381,USD_CHF_JPY,2024-10-30T19:55:00,2024-10-30T20:05:00,LONG,-5.8561,-6.7246,SL_HIT,10.0,14,19,-0.5353,4.8005,-5.3358,0.0,-0.5353,1,0,0
USD_CHF_JPY-DEV-00382,USD_CHF_JPY,2024-10-31T19:55:00,2024-10-31T20:05:00,LONG,-43.7616,-10.9746,SL_HIT,10.0,14,19,1.5753,4.8005,-3.2253,1.5753,0.0,1,0,0
USD_CHF_JPY-DEV-00383,USD_CHF_JPY,2024-11-04T18:50:00,2024-11-04T18:55:00,LONG,-3.7558,-85.8486,SL_HIT,5.0,13,18,-9.9711,4.8005,-14.7717,0.0,-9.9711,1,0,0
USD_CHF_JPY-DEV-00384,USD_CHF_JPY,2024-11-04T19:00:00,2024-11-04T19:05:00,LONG,-26.0723,-8.8728,SL_HIT,5.0,14,19,5.4825,4.8005,0.682,5.4825,0.0,1,0,0
USD_CHF_JPY-DEV-00385,USD_CHF_JPY,2024-11-04T19:10:00,2024-11-04T20:10:00,LONG,-5.0133,0.2603,TP_HIT,60.0,14,19,9.5183,4.8005,4.7178,9.5183,-2.8422,0,0,0
USD_CHF_JPY-DEV-00386,USD_CHF_JPY,2024-11-05T18:55:00,2024-11-05T19:00:00,LONG,-15.7765,-11.2922,SL_HIT,5.0,13,18,-0.4238,4.8005,-5.2244,0.0,-0.4238,1,0,0
USD_CHF_JPY-DEV-00387,USD_CHF_JPY,2024-11-05T19:05:00,2024-11-05T19:15:00,LONG,-5.6464,-6.7699,SL_HIT,10.0,14,19,-1.5394,4.8005,-6.34,0.0,-1.5394,1,0,0
USD_CHF_JPY-DEV-00388,USD_CHF_JPY,2024-11-05T19:20:00,2024-11-05T19:30:00,LONG,-5.1012,-9.3075,SL_HIT,10.0,14,19,-4.2424,4.8005,-9.043,3.1713,-4.2424,1,0,0
USD_CHF_JPY-DEV-00389,USD_CHF_JPY,2024-11-05T19:35:00,2024-11-05T19:40:00,LONG,-7.4431,-6.927,SL_HIT,5.0,14,19,-0.4637,4.8005,-5.2642,0.0,-0.4637,1,0,0
USD_CHF_JPY-DEV-00390,USD_CHF_JPY,2024-11-05T19:45:00,2024-11-05T19:55:00,LONG,-5.7044,-9.2463,SL_HIT,10.0,14,19,-6.985,4.8005,-11.7856,0.0,-6.985,1,0,0
USD_CHF_JPY-DEV-00391,USD_CHF_JPY,2024-11-06T18:55:00,2024-11-06T19:00:00,LONG,-55.4602,-10.969,SL_HIT,5.0,13,18,2.4092,4.8005,-2.3914,2.4092,0.0,1,0,0
USD_CHF_JPY-DEV-00392,USD_CHF_JPY,2024-11-06T19:05:00,2024-11-06T20:20:00,LONG,-6.0184,0.3132,TP_HIT,75.0,14,19,7.0038,4.8005,2.2032,7.0038,-0.5645,0,0,0
USD_CHF_JPY-DEV-00393,USD_CHF_JPY,2024-11-07T18:55:00,2024-11-07T19:00:00,LONG,-12.5262,-23.9609,SL_HIT,5.0,13,18,-12.5359,4.8005,-17.3364,0.0,-12.5359,1,0,0
USD_CHF_JPY-DEV-00394,USD_CHF_JPY,2024-11-07T19:05:00,2024-11-07T20:05:00,LONG,-5.4453,0.2921,TP_HIT,60.0,14,19,9.4816,4.8005,4.681,9.4816,-1.5437,0,0,0
USD_CHF_JPY-DEV-00395,USD_CHF_JPY,2024-11-08T18:40:00,2024-11-11T00:00:00,LONG,-4.1293,-1.908,TIMEOUT,3200.0,13,18,0.1869,4.8005,-4.6136,0.2297,-0.2094,0,1,0
USD_CHF_JPY-DEV-00396,USD_CHF_JPY,2024-11-11T18:50:00,2024-11-11T18:55:00,LONG,-3.1042,-58.9267,SL_HIT,5.0,13,18,-7.9946,4.8005,-12.7951,0.0,-7.9946,1,0,0
USD_CHF_JPY-DEV-00397,USD_CHF_JPY,2024-11-11T19:00:00,2024-11-11T20:05:00,LONG,-21.3694,0.2858,TP_HIT,65.0,14,19,13.2022,4.8005,8.4016,13.2022,0.0,0,0,0
USD_CHF_JPY-DEV-00398,USD_CHF_JPY,2024-11-12T18:50:00,2024-11-12T18:55:00,LONG,-3.627,-91.5029,SL_HIT,5.0,13,18,-12.2977,4.8005,-17.0982,0.0,-12.2977,1,0,0
USD_CHF_JPY-DEV-00399,USD_CHF_JPY,2024-11-12T19:00:00,2024-11-12T19:05:00,LONG,-23.243,-9.4163,SL_HIT,5.0,14,19,4.6037,4.8005,-0.1969,4.6037,0.0,1,0,0
USD_CHF_JPY-DEV-00400,USD_CHF_JPY,2024-11-12T19:10:00,2024-11-12T20:05:00,LONG,-6.9415,0.2799,TP_HIT,55.0,14,19,14.9788,4.8005,10.1783,14.9788,0.0,0,0,0
USD_CHF_JPY-DEV-00401,USD_CHF_JPY,2024-11-13T18:55:00,2024-11-13T19:00:00,LONG,-23.8281,-17.1735,SL_HIT,5.0,13,18,-6.0699,4.8005,-10.8705,0.0,-6.0699,1,0,0
USD_CHF_JPY-DEV-00402,USD_CHF_JPY,2024-11-13T19:05:00,2024-11-13T19:10:00,LONG,-7.3498,-6.9094,SL_HIT,5.0,14,19,-0.8864,4.8005,-5.687,0.0,-0.8864,1,0,0
USD_CHF_JPY-DEV-00403,USD_CHF_JPY,2024-11-13T19:15:00,2024-11-13T20:20:00,LONG,-6.4002,0.2962,TP_HIT,65.0,14,19,15.6213,4.8005,10.8207,15.6213,0.0,0,0,0
USD_CHF_JPY-DEV-00404,USD_CHF_JPY,2024-11-14T18:55:00,2024-11-14T19:00:00,LONG,-37.2079,-48.4293,SL_HIT,5.0,13,18,-13.4231,4.8005,-18.2236,0.0,-13.4231,1,0,0
USD_CHF_JPY-DEV-00405,USD_CHF_JPY,2024-11-14T19:05:00,2024-11-14T19:10:00,LONG,-9.1497,-10.6491,SL_HIT,5.0,14,19,-4.839,4.8005,-9.6395,0.0,-4.839,1,0,0
USD_CHF_JPY-DEV-00406,USD_CHF_JPY,2024-11-14T19:15:00,2024-11-14T20:05:00,LONG,-7.5287,0.2613,TP_HIT,50.0,14,19,15.5002,4.8005,10.6996,15.5002,0.0,0,0,0
USD_CHF_JPY-DEV-00407,USD_CHF_JPY,2024-11-18T18:40:00,2024-11-18T18:55:00,LONG,-3.8049,-27.1695,SL_HIT,15.0,13,18,-3.0028,4.8005,-7.8033,0.1207,-3.0028,1,0,0
USD_CHF_JPY-DEV-00408,USD_CHF_JPY,2024-11-18T19:00:00,2024-11-18T20:45:00,LONG,-86.8321,0.2599,TP_HIT,105.0,14,19,23.9633,4.8005,19.1628,23.9633,0.0,0,0,0
USD_CHF_JPY-DEV-00409,USD_CHF_JPY,2024-11-19T18:55:00,2024-11-19T19:00:00,LONG,-91.1378,-37.6904,SL_HIT,5.0,13,18,-17.2476,4.8005,-22.0481,0.0,-17.2476,1,0,0
USD_CHF_JPY-DEV-00410,USD_CHF_JPY,2024-11-19T19:05:00,2024-11-19T19:10:00,LONG,-8.9857,-6.4352,SL_HIT,5.0,14,19,2.7266,4.8005,-2.074,2.7266,0.0,1,0,0
USD_CHF_JPY-DEV-00411,USD_CHF_JPY,2024-11-19T19:15:00,2024-11-19T20:05:00,LONG,-5.413,0.2522,TP_HIT,50.0,14,19,14.9435,4.8005,10.143,14.9435,-0.6784,0,0,0
USD_CHF_JPY-DEV-00412,USD_CHF_JPY,2024-11-20T18:55:00,2024-11-20T19:00:00,LONG,-38.7377,-32.1439,SL_HIT,5.0,13,18,-6.4376,4.8005,-11.2381,0.0,-6.4376,1,0,0
USD_CHF_JPY-DEV-00413,USD_CHF_JPY,2024-11-20T19:05:00,2024-11-20T20:10:00,LONG,-4.0406,0.3463,TP_HIT,65.0,14,19,3.62,4.8005,-1.1806,3.62,-2.0957,0,0,0
USD_CHF_JPY-DEV-00414,USD_CHF_JPY,2024-11-21T18:50:00,2024-11-21T18:55:00,LONG,-3.4185,-18.9226,SL_HIT,5.0,13,18,-2.1132,4.8005,-6.9138,0.0,-2.1132,1,0,0
USD_CHF_JPY-DEV-00415,USD_CHF_JPY,2024-11-21T19:00:00,2024-11-21T19:20:00,LONG,-37.652,-6.1345,SL_HIT,20.0,14,19,3.5873,4.8005,-1.2133,4.7909,0.0,1,0,0
USD_CHF_JPY-DEV-00416,USD_CHF_JPY,2024-11-21T19:25:00,2024-11-21T20:05:00,LONG,-4.3983,0.3853,TP_HIT,40.0,14,19,4.0342,4.8005,-0.7664,4.0342,0.0,0,0,0
USD_CHF_JPY-DEV-00417,USD_CHF_JPY,2024-11-25T18:55:00,2024-11-25T19:00:00,LONG,-107.2531,-20.9886,SL_HIT,5.0,13,18,-7.2753,4.8005,-12.0759,0.0,-7.2753,1,0,0
USD_CHF_JPY-DEV-00418,USD_CHF_JPY,2024-11-25T19:05:00,2024-11-25T20:10:00,LONG,-4.613,0.281,TP_HIT,65.0,14,19,8.8612,4.8005,4.0606,8.8612,-2.8437,0,0,0
USD_CHF_JPY-DEV-00419,USD_CHF_JPY,2024-11-26T18:55:00,2024-11-26T19:00:00,LONG,-60.7263,-18.4381,SL_HIT,5.0,13,18,-2.7852,4.8005,-7.5858,0.0,-2.7852,1,0,0
USD_CHF_JPY-DEV-00420,USD_CHF_JPY,2024-11-26T19:05:00,2024-11-26T20:05:00,LONG,-6.7448,0.3278,TP_HIT,60.0,14,19,6.8013,4.8005,2.0007,6.8013,0.0,0,0,0
USD_CHF_JPY-DEV-00421,USD_CHF_JPY,2024-11-27T18:55:00,2024-11-27T19:00:00,LONG,-30.4953,-40.0397,SL_HIT,5.0,13,18,-15.6392,4.8005,-20.4397,0.0,-15.6392,1,0,0
USD_CHF_JPY-DEV-00422,USD_CHF_JPY,2024-11-27T19:05:00,2024-11-27T19:15:00,LONG,-11.3182,-7.5992,SL_HIT,10.0,14,19,1.3243,4.8005,-3.4762,7.0384,0.0,1,0,0
USD_CHF_JPY-DEV-00423,USD_CHF_JPY,2024-11-27T19:20:00,2024-11-27T20:05:00,LONG,-6.4107,0.2588,TP_HIT,45.0,14,19,17.6926,4.8005,12.892,17.6926,-0.3151,0,0,0
USD_CHF_JPY-DEV-00424,USD_CHF_JPY,2024-11-28T18:00:00,2024-11-28T18:55:00,LONG,-3.0654,-89.4701,SL_HIT,55.0,13,18,-13.9709,4.8005,-18.7714,0.4568,-13.9709,1,0,0
USD_CHF_JPY-DEV-00425,USD_CHF_JPY,2024-11-28T19:05:00,2024-11-28T20:05:00,LONG,-10.3339,0.2771,TP_HIT,60.0,14,19,10.7718,4.8005,5.9713,10.7718,0.0,0,0,0
USD_CHF_JPY-DEV-00426,USD_CHF_JPY,2024-11-29T18:00:00,2024-12-02T00:00:00,LONG,-3.0454,-0.4303,TIMEOUT,3240.0,13,18,0.3785,4.8005,-4.4221,0.3785,-0.3507,0,1,0
USD_CHF_JPY-DEV-00427,USD_CHF_JPY,2024-12-02T18:50:00,2024-12-02T18:55:00,LONG,-3.7769,-41.0826,SL_HIT,5.0,13,18,-5.5828,4.8005,-10.3834,0.0,-5.5828,1,0,0
USD_CHF_JPY-DEV-00428,USD_CHF_JPY,2024-12-02T19:00:00,2024-12-02T19:05:00,LONG,-51.4243,-6.3199,SL_HIT,5.0,14,19,12.5121,4.8005,7.7116,12.5121,0.0,1,0,0
USD_CHF_JPY-DEV-00429,USD_CHF_JPY,2024-12-02T19:10:00,2024-12-02T20:05:00,LONG,-6.5008,0.2571,TP_HIT,55.0,14,19,12.4885,4.8005,7.688,12.4885,0.0,0,0,0
USD_CHF_JPY-DEV-00430,USD_CHF_JPY,2024-12-03T18:55:00,2024-12-03T19:00:00,LONG,-4.5711,-21.0533,SL_HIT,5.0,13,18,-4.0696,4.8005,-8.8702,0.0,-4.0696,1,0,0
USD_CHF_JPY-DEV-00431,USD_CHF_JPY,2024-12-03T19:05:00,2024-12-03T19:10:00,LONG,-7.7643,-6.7764,SL_HIT,5.0,14,19,0.0,4.8005,-4.8005,0.0,0.0,1,0,0
USD_CHF_JPY-DEV-00432,USD_CHF_JPY,2024-12-03T19:15:00,2024-12-03T19:25:00,LONG,-8.7531,-6.6603,SL_HIT,10.0,14,19,0.0998,4.8005,-4.7008,0.9265,0.0,1,0,0
USD_CHF_JPY-DEV-00433,USD_CHF_JPY,2024-12-03T19:30:00,2024-12-03T20:10:00,LONG,-5.8277,0.2656,TP_HIT,40.0,14,19,4.6821,4.8005,-0.1184,4.6821,-0.6827,0,0,0
USD_CHF_JPY-DEV-00434,USD_CHF_JPY,2024-12-04T18:55:00,2024-12-04T19:00:00,LONG,-3.9517,-83.3489,SL_HIT,5.0,13,18,-18.035,4.8005,-22.8356,0.0,-18.035,1,0,0
USD_CHF_JPY-DEV-00435,USD_CHF_JPY,2024-12-04T19:05:00,2024-12-04T19:10:00,LONG,-10.4645,-7.502,SL_HIT,5.0,14,19,1.4706,4.8005,-3.3299,1.4706,0.0,1,0,0
USD_CHF_JPY-DEV-00436,USD_CHF_JPY,2024-12-04T19:15:00,2024-12-04T20:30:00,LONG,-6.6374,0.2674,TP_HIT,75.0,14,19,12.9204,4.8005,8.1198,12.9204,0.0,0,0,0
USD_CHF_JPY-DEV-00437,USD_CHF_JPY,2024-12-05T18:50:00,2024-12-05T18:55:00,LONG,-3.6215,-41.0115,SL_HIT,5.0,13,18,-5.1343,4.8005,-9.9349,0.0,-5.1343,1,0,0
