candidate,entry_ts,direction,entry_z,peak_disp_bps,resolution_min,entry_est_hour,rollover_zone
AUD_NZD_JPY,2024-03-18T17:00:00,LONG,-7.767,1.63,185,12,0
AUD_NZD_JPY,2024-03-18T17:45:00,LONG,-3.753,1.23,140,12,0
AUD_NZD_JPY,2024-03-18T18:00:00,LONG,-3.393,1.4,125,13,0
AUD_NZD_JPY,2024-03-18T18:40:00,LONG,-3.106,1.36,85,13,0
AUD_NZD_JPY,2024-03-18T19:50:00,LONG,-3.046,11.19,15,14,0
AUD_NZD_JPY,2024-03-18T20:10:00,LONG,-4.811,6.22,30,15,0
AUD_NZD_JPY,2024-03-19T19:55:00,LONG,-3.521,6.08,60,14,0
AUD_NZD_JPY,2024-03-19T20:20:00,LONG,-4.005,5.3,35,15,0
AUD_NZD_JPY,2024-03-19T20:45:00,LONG,-3.881,3.18,10,15,0
AUD_NZD_JPY,2024-03-20T16:55:00,LONG,-124.341,22.21,185,11,0
AUD_NZD_JPY,2024-03-21T17:00:00,LONG,-4.56,1.62,225,12,0
AUD_NZD_JPY,2024-03-21T18:00:00,LONG,-3.559,1.5,165,13,0
AUD_NZD_JPY,2024-03-21T19:55:00,LONG,-4.104,7.94,50,14,0
AUD_NZD_JPY,2024-03-22T19:45:00,LONG,-3.586,25.53,2955,14,0
AUD_NZD_JPY,2024-03-24T20:25:00,LONG,-3.87,10.82,35,15,0
AUD_NZD_JPY,2024-03-25T17:00:00,LONG,-8.062,1.57,195,12,0
AUD_NZD_JPY,2024-03-25T17:55:00,LONG,-3.588,1.21,140,12,0
AUD_NZD_JPY,2024-03-25T18:15:00,LONG,-4.481,1.65,120,13,0
AUD_NZD_JPY,2024-03-25T18:35:00,LONG,-3.46,1.46,100,13,0
AUD_NZD_JPY,2024-03-25T19:45:00,LONG,-3.082,1.61,30,14,0
AUD_NZD_JPY,2024-03-25T19:55:00,LONG,-3.701,2.0,20,14,0
AUD_NZD_JPY,2024-03-25T20:05:00,LONG,-5.539,3.13,10,15,0
AUD_NZD_JPY,2024-03-26T16:55:00,LONG,-3.663,7.45,185,11,0
AUD_NZD_JPY,2024-03-27T17:00:00,LONG,-6.402,1.53,185,12,0
AUD_NZD_JPY,2024-03-27T17:55:00,LONG,-3.766,1.36,130,12,0
AUD_NZD_JPY,2024-03-27T18:15:00,LONG,-3.649,1.44,110,13,0
AUD_NZD_JPY,2024-03-27T19:50:00,LONG,-3.221,3.85,15,14,0
AUD_NZD_JPY,2024-03-27T20:30:00,LONG,-5.428,3.5,45,15,0
AUD_NZD_JPY,2024-03-27T20:40:00,LONG,-4.403,3.04,35,15,0
AUD_NZD_JPY,2024-03-28T11:25:00,LONG,-6.642,4.9,5,6,0
AUD_NZD_JPY,2024-03-28T12:55:00,LONG,-22.133,15.3,5,7,0
AUD_NZD_JPY,2024-03-28T20:05:00,LONG,-3.996,4.76,65,15,0
AUD_NZD_JPY,2024-03-29T08:55:00,LONG,-5.028,4.78,5,3,0
AUD_NZD_JPY,2024-03-29T11:25:00,LONG,-15.445,14.69,5,6,0
AUD_NZD_JPY,2024-03-29T19:45:00,LONG,-3.035,3.99,2955,14,0
AUD_NZD_JPY,2024-03-31T20:00:00,SHORT,15.907,21.51,60,15,0
AUD_NZD_JPY,2024-04-01T17:00:00,LONG,-5.235,1.67,215,12,0
AUD_NZD_JPY,2024-04-01T18:40:00,LONG,-3.468,1.65,115,13,0
AUD_NZD_JPY,2024-04-01T19:05:00,LONG,-3.038,1.58,90,14,0
AUD_NZD_JPY,2024-04-01T19:25:00,LONG,-3.032,1.69,70,14,0
AUD_NZD_JPY,2024-04-01T19:35:00,LONG,-3.297,1.91,60,14,0
AUD_NZD_JPY,2024-04-01T20:00:00,LONG,-4.565,3.71,35,15,0
AUD_NZD_JPY,2024-04-01T20:50:00,LONG,-3.458,2.7,20,15,0
AUD_NZD_JPY,2024-04-02T12:55:00,LONG,-21.965,11.37,5,7,0
AUD_NZD_JPY,2024-04-02T19:55:00,LONG,-3.334,3.24,5,14,0
AUD_NZD_JPY,2024-04-03T11:10:00,LONG,-3.049,1.91,5,6,0
AUD_NZD_JPY,2024-04-03T17:00:00,LONG,-15.914,4.03,240,12,0
AUD_NZD_JPY,2024-04-03T18:35:00,LONG,-3.208,3.66,145,13,0
AUD_NZD_JPY,2024-04-03T19:55:00,LONG,-3.095,5.51,65,14,0
AUD_NZD_JPY,2024-04-04T17:50:00,LONG,-3.329,1.4,150,12,0
AUD_NZD_JPY,2024-04-04T18:05:00,LONG,-3.499,1.54,135,13,0
AUD_NZD_JPY,2024-04-04T18:20:00,LONG,-3.02,1.42,120,13,0
AUD_NZD_JPY,2024-04-04T19:40:00,LONG,-3.31,1.8,40,14,0
AUD_NZD_JPY,2024-04-04T19:55:00,LONG,-4.454,3.36,25,14,0
AUD_NZD_JPY,2024-04-04T20:35:00,LONG,-4.129,2.9,20,15,0
AUD_NZD_JPY,2024-04-05T11:25:00,LONG,-19.816,13.02,5,6,0
AUD_NZD_JPY,2024-04-07T20:00:00,LONG,-4.898,10.21,50,15,0
AUD_NZD_JPY,2024-04-07T20:20:00,LONG,-4.707,14.01,30,15,0
AUD_NZD_JPY,2024-04-08T15:10:00,SHORT,4.137,0.88,20,10,0
AUD_NZD_JPY,2024-04-08T18:00:00,LONG,-5.172,1.12,170,13,0
AUD_NZD_JPY,2024-04-08T18:20:00,LONG,-4.655,1.18,150,13,0
AUD_NZD_JPY,2024-04-08T18:45:00,LONG,-4.255,1.59,125,13,0
AUD_NZD_JPY,2024-04-08T19:35:00,LONG,-3.066,1.77,75,14,0
AUD_NZD_JPY,2024-04-08T19:55:00,LONG,-5.145,5.14,55,14,0
AUD_NZD_JPY,2024-04-09T18:00:00,LONG,-6.049,1.28,165,13,0
AUD_NZD_JPY,2024-04-09T18:50:00,LONG,-3.65,1.14,115,13,0
AUD_NZD_JPY,2024-04-09T19:20:00,LONG,-3.059,1.06,85,14,0
AUD_NZD_JPY,2024-04-09T19:30:00,LONG,-3.135,1.13,75,14,0
AUD_NZD_JPY,2024-04-09T19:45:00,LONG,-3.682,14.4,60,14,0
AUD_NZD_JPY,2024-04-10T17:55:00,LONG,-4.225,4.19,185,12,0
AUD_NZD_JPY,2024-04-10T19:40:00,LONG,-3.47,10.92,80,14,0
AUD_NZD_JPY,2024-04-11T11:25:00,LONG,-5.139,8.36,5,6,0
AUD_NZD_JPY,2024-04-11T20:00:00,LONG,-11.745,9.38,10,15,0
AUD_NZD_JPY,2024-04-12T12:55:00,LONG,-12.981,3.89,10,7,0
AUD_NZD_JPY,2024-04-14T20:00:00,LONG,-43.662,16.45,60,15,0
AUD_NZD_JPY,2024-04-14T20:35:00,LONG,-3.912,6.16,25,15,0
AUD_NZD_JPY,2024-04-15T16:25:00,SHORT,3.331,0.82,45,11,0
AUD_NZD_JPY,2024-04-15T18:00:00,LONG,-3.819,1.41,190,13,0
AUD_NZD_JPY,2024-04-15T18:25:00,LONG,-3.575,1.39,165,13,0
AUD_NZD_JPY,2024-04-15T18:55:00,LONG,-3.193,1.11,135,13,0
AUD_NZD_JPY,2024-04-15T19:05:00,LONG,-3.552,1.28,125,14,0
AUD_NZD_JPY,2024-04-15T19:15:00,LONG,-3.382,1.35,115,14,0
AUD_NZD_JPY,2024-04-15T19:50:00,LONG,-3.444,1.68,80,14,0
AUD_NZD_JPY,2024-04-15T20:05:00,LONG,-10.071,4.66,65,15,0
AUD_NZD_JPY,2024-04-15T20:20:00,LONG,-3.898,2.54,50,15,0
AUD_NZD_JPY,2024-04-15T20:50:00,LONG,-4.569,3.17,20,15,0
AUD_NZD_JPY,2024-04-16T18:00:00,LONG,-6.273,2.14,175,13,0
AUD_NZD_JPY,2024-04-16T19:45:00,LONG,-3.031,9.2,70,14,0
AUD_NZD_JPY,2024-04-16T20:30:00,LONG,-3.759,4.78,25,15,0
AUD_NZD_JPY,2024-04-16T20:40:00,LONG,-3.987,5.33,15,15,0
AUD_NZD_JPY,2024-04-16T21:40:00,LONG,-7.389,10.55,5,16,1
AUD_NZD_JPY,2024-04-17T17:55:00,LONG,-3.216,8.04,185,12,0
AUD_NZD_JPY,2024-04-17T20:30:00,LONG,-3.927,6.61,30,15,0
AUD_NZD_JPY,2024-04-18T18:00:00,LONG,-3.617,1.37,180,13,0
AUD_NZD_JPY,2024-04-18T18:15:00,LONG,-3.138,1.24,165,13,0
AUD_NZD_JPY,2024-04-18T19:05:00,LONG,-3.054,1.42,115,14,0
AUD_NZD_JPY,2024-04-18T19:35:00,LONG,-3.134,1.92,85,14,0
AUD_NZD_JPY,2024-04-18T19:55:00,LONG,-4.274,8.84,65,14,0
AUD_NZD_JPY,2024-04-18T20:40:00,LONG,-4.774,5.2,20,15,0
AUD_NZD_JPY,2024-04-19T19:50:00,LONG,-3.743,23.78,2920,14,0
AUD_NZD_JPY,2024-04-21T20:55:00,LONG,-3.04,7.0,5,15,0
AUD_NZD_JPY,2024-04-22T15:20:00,SHORT,3.11,0.66,25,10,0
AUD_NZD_JPY,2024-04-22T18:00:00,LONG,-13.78,2.88,155,13,0
AUD_NZD_JPY,2024-04-22T19:50:00,LONG,-3.022,3.16,45,14,0
AUD_NZD_JPY,2024-04-22T20:05:00,LONG,-7.085,6.3,30,15,0
AUD_NZD_JPY,2024-04-23T15:05:00,LONG,-3.021,0.65,5,10,0
AUD_NZD_JPY,2024-04-23T18:00:00,LONG,-26.997,5.64,180,13,0
AUD_NZD_JPY,2024-04-23T19:55:00,LONG,-3.467,6.09,65,14,0
AUD_NZD_JPY,2024-04-23T20:05:00,LONG,-6.13,11.34,55,15,0
AUD_NZD_JPY,2024-04-24T17:55:00,LONG,-3.24,0.76,15,12,0
AUD_NZD_JPY,2024-04-24T19:30:00,SHORT,3.155,0.78,90,14,0
AUD_NZD_JPY,2024-04-24T19:55:00,LONG,-7.015,9.02,65,14,0
AUD_NZD_JPY,2024-04-24T20:15:00,LONG,-7.165,6.19,45,15,0
AUD_NZD_JPY,2024-04-25T18:00:00,LONG,-5.809,1.7,180,13,0
AUD_NZD_JPY,2024-04-25T18:45:00,LONG,-3.001,1.74,135,13,0
AUD_NZD_JPY,2024-04-25T19:40:00,LONG,-3.034,14.81,80,14,0
AUD_NZD_JPY,2024-04-26T19:35:00,LONG,-4.59,20.35,2965,14,0
AUD_NZD_JPY,2024-04-28T20:40:00,LONG,-3.906,11.87,20,15,0
AUD_NZD_JPY,2024-04-29T18:00:00,LONG,-3.146,1.5,180,13,0
AUD_NZD_JPY,2024-04-29T18:40:00,LONG,-3.009,1.44,140,13,0
AUD_NZD_JPY,2024-04-29T18:50:00,LONG,-3.606,1.78,130,13,0
AUD_NZD_JPY,2024-04-29T19:40:00,LONG,-3.029,1.77,80,14,0
AUD_NZD_JPY,2024-04-29T19:55:00,LONG,-5.277,17.93,65,14,0
AUD_NZD_JPY,2024-04-30T15:00:00,SHORT,3.236,1.07,10,10,0
AUD_NZD_JPY,2024-04-30T18:00:00,LONG,-24.993,7.6,180,13,0
AUD_NZD_JPY,2024-04-30T19:35:00,LONG,-3.146,7.51,85,14,0
AUD_NZD_JPY,2024-04-30T20:05:00,LONG,-6.646,15.94,55,15,0
AUD_NZD_JPY,2024-04-30T21:40:00,LONG,-3.621,11.1,5,16,1
AUD_NZD_JPY,2024-05-01T12:55:00,LONG,-6.568,11.01,5,7,0
AUD_NZD_JPY,2024-05-01T16:55:00,LONG,-24.788,22.11,5,11,0
AUD_NZD_JPY,2024-05-01T20:00:00,LONG,-10.186,18.61,60,15,0
AUD_NZD_JPY,2024-05-01T20:20:00,LONG,-3.681,8.75,40,15,0
AUD_NZD_JPY,2024-05-02T19:50:00,LONG,-3.717,1.5,70,14,0
AUD_NZD_JPY,2024-05-02T20:00:00,LONG,-41.032,17.31,60,15,0
AUD_NZD_JPY,2024-05-03T11:25:00,LONG,-3.55,7.54,5,6,0
AUD_NZD_JPY,2024-05-05T20:00:00,LONG,-40.915,28.25,60,15,0
AUD_NZD_JPY,2024-05-06T16:15:00,SHORT,3.19,0.75,10,11,0
AUD_NZD_JPY,2024-05-06T17:55:00,LONG,-3.002,1.46,205,12,0
AUD_NZD_JPY,2024-05-06T18:45:00,LONG,-4.639,1.66,155,13,0
AUD_NZD_JPY,2024-05-06T19:35:00,LONG,-3.347,1.54,105,14,0
AUD_NZD_JPY,2024-05-06T19:45:00,LONG,-4.12,9.72,95,14,0
AUD_NZD_JPY,2024-05-07T14:40:00,SHORT,3.292,0.9,10,9,0
AUD_NZD_JPY,2024-05-07T18:00:00,LONG,-5.076,1.77,150,13,0
AUD_NZD_JPY,2024-05-07T19:40:00,LONG,-3.412,1.83,50,14,0
AUD_NZD_JPY,2024-05-07T20:00:00,LONG,-8.234,10.29,30,15,0
AUD_NZD_JPY,2024-05-08T18:00:00,LONG,-16.153,4.02,180,13,0
AUD_NZD_JPY,2024-05-08T19:40:00,LONG,-3.076,8.78,80,14,0
AUD_NZD_JPY,2024-05-09T18:00:00,LONG,-3.162,1.13,180,13,0
AUD_NZD_JPY,2024-05-09T18:40:00,LONG,-3.407,1.28,140,13,0
AUD_NZD_JPY,2024-05-09T19:40:00,LONG,-3.169,1.42,80,14,0
AUD_NZD_JPY,2024-05-09T19:50:00,LONG,-3.521,10.61,70,14,0
AUD_NZD_JPY,2024-05-12T20:00:00,LONG,-56.962,16.15,60,15,0
AUD_NZD_JPY,2024-05-12T20:45:00,LONG,-6.951,14.55,15,15,0
AUD_NZD_JPY,2024-05-13T14:10:00,SHORT,3.184,0.74,25,9,0
AUD_NZD_JPY,2024-05-13T16:15:00,SHORT,3.009,0.7,25,11,0
AUD_NZD_JPY,2024-05-13T17:55:00,LONG,-3.417,1.56,190,12,0
AUD_NZD_JPY,2024-05-13T18:55:00,LONG,-3.869,1.46,130,13,0
AUD_NZD_JPY,2024-05-13T19:05:00,LONG,-3.546,1.39,120,14,0
AUD_NZD_JPY,2024-05-13T19:45:00,LONG,-3.657,8.72,80,14,0
AUD_NZD_JPY,2024-05-13T20:20:00,LONG,-5.973,5.83,45,15,0
AUD_NZD_JPY,2024-05-13T20:50:00,LONG,-3.299,3.78,15,15,0
AUD_NZD_JPY,2024-05-14T18:05:00,LONG,-3.69,1.29,185,13,0
AUD_NZD_JPY,2024-05-14T18:15:00,LONG,-3.291,1.2,175,13,0
AUD_NZD_JPY,2024-05-14T18:40:00,LONG,-3.147,1.23,150,13,0
AUD_NZD_JPY,2024-05-14T19:05:00,LONG,-3.049,1.28,125,14,0
AUD_NZD_JPY,2024-05-14T19:45:00,LONG,-3.502,11.09,85,14,0
AUD_NZD_JPY,2024-05-14T20:20:00,LONG,-3.122,3.67,50,15,0
AUD_NZD_JPY,2024-05-15T11:25:00,LONG,-4.245,5.38,5,6,0
AUD_NZD_JPY,2024-05-15T18:00:00,LONG,-8.238,3.96,145,13,0
AUD_NZD_JPY,2024-05-15T19:50:00,LONG,-3.397,18.51,35,14,0
AUD_NZD_JPY,2024-05-16T18:05:00,LONG,-3.162,1.59,175,13,0
AUD_NZD_JPY,2024-05-16T18:55:00,LONG,-3.203,1.68,125,13,0
AUD_NZD_JPY,2024-05-16T19:50:00,LONG,-3.181,8.45,70,14,0
AUD_NZD_JPY,2024-05-16T20:15:00,LONG,-3.618,3.29,45,15,0
AUD_NZD_JPY,2024-05-16T20:30:00,LONG,-5.609,5.37,30,15,0
AUD_NZD_JPY,2024-05-19T20:00:00,LONG,-47.832,15.36,60,15,0
AUD_NZD_JPY,2024-05-20T18:00:00,LONG,-6.984,1.66,180,13,0
AUD_NZD_JPY,2024-05-20T19:05:00,LONG,-3.505,1.43,115,14,0
AUD_NZD_JPY,2024-05-20T19:15:00,LONG,-3.266,1.4,105,14,0
AUD_NZD_JPY,2024-05-20T19:45:00,LONG,-3.151,1.48,75,14,0
AUD_NZD_JPY,2024-05-20T19:55:00,LONG,-4.121,8.91,65,14,0
AUD_NZD_JPY,2024-05-21T18:00:00,LONG,-4.376,0.93,180,13,0
AUD_NZD_JPY,2024-05-21T18:15:00,LONG,-3.317,1.22,165,13,0
AUD_NZD_JPY,2024-05-21T19:45:00,LONG,-3.725,1.31,75,14,0
AUD_NZD_JPY,2024-05-21T19:55:00,LONG,-8.044,11.14,65,14,0
AUD_NZD_JPY,2024-05-22T00:55:00,LONG,-6.859,9.47,5,19,0
AUD_NZD_JPY,2024-05-22T16:55:00,LONG,-3.989,3.05,5,11,0
AUD_NZD_JPY,2024-05-22T18:00:00,LONG,-13.849,5.02,140,13,0
AUD_NZD_JPY,2024-05-22T19:30:00,LONG,-3.239,4.51,50,14,0
AUD_NZD_JPY,2024-05-22T19:45:00,LONG,-3.105,4.73,35,14,0
AUD_NZD_JPY,2024-05-23T12:40:00,LONG,-8.12,7.12,5,7,0
AUD_NZD_JPY,2024-05-23T20:00:00,LONG,-13.396,8.22,15,15,0
AUD_NZD_JPY,2024-05-23T20:25:00,LONG,-3.002,2.57,40,15,0
AUD_NZD_JPY,2024-05-23T20:35:00,LONG,-4.464,4.22,30,15,0
AUD_NZD_JPY,2024-05-24T12:55:00,LONG,-7.877,4.51,5,7,0
AUD_NZD_JPY,2024-05-26T20:00:00,LONG,-58.593,22.66,60,15,0
AUD_NZD_JPY,2024-05-27T16:00:00,LONG,-4.073,1.29,60,11,0
AUD_NZD_JPY,2024-05-27T16:40:00,LONG,-3.877,1.35,20,11,0
AUD_NZD_JPY,2024-05-27T18:05:00,LONG,-3.317,1.73,180,13,0
AUD_NZD_JPY,2024-05-27T18:45:00,LONG,-3.347,1.48,140,13,0
AUD_NZD_JPY,2024-05-27T19:55:00,LONG,-25.613,13.56,70,14,0
AUD_NZD_JPY,2024-05-28T17:45:00,SHORT,3.068,0.71,165,12,0
AUD_NZD_JPY,2024-05-28T18:05:00,LONG,-4.52,1.19,145,13,0
AUD_NZD_JPY,2024-05-28T18:25:00,LONG,-3.394,1.32,125,13,0
AUD_NZD_JPY,2024-05-28T19:00:00,LONG,-4.192,1.4,90,14,0
AUD_NZD_JPY,2024-05-28T19:40:00,LONG,-3.496,15.22,50,14,0
AUD_NZD_JPY,2024-05-28T20:15:00,LONG,-5.063,7.69,15,15,0
AUD_NZD_JPY,2024-05-29T18:00:00,LONG,-21.733,5.71,140,13,0
AUD_NZD_JPY,2024-05-29T19:55:00,LONG,-3.037,5.87,25,14,0
AUD_NZD_JPY,2024-05-30T11:25:00,LONG,-3.338,4.1,5,6,0
AUD_NZD_JPY,2024-05-30T18:05:00,LONG,-3.088,1.25,125,13,0
AUD_NZD_JPY,2024-05-30T18:15:00,LONG,-3.394,1.43,115,13,0
AUD_NZD_JPY,2024-05-30T18:40:00,LONG,-3.319,1.52,90,13,0
AUD_NZD_JPY,2024-05-30T19:20:00,LONG,-3.018,1.55,50,14,0
AUD_NZD_JPY,2024-05-30T19:50:00,LONG,-3.057,1.7,20,14,0
AUD_NZD_JPY,2024-05-30T20:00:00,LONG,-16.464,9.39,10,15,0
AUD_NZD_JPY,2024-05-30T20:35:00,LONG,-3.344,3.36,15,15,0
AUD_NZD_JPY,2024-05-31T19:45:00,LONG,-3.092,28.08,2955,14,0
AUD_NZD_JPY,2024-06-03T18:00:00,LONG,-3.368,1.69,70,13,0
AUD_NZD_JPY,2024-06-03T18:45:00,LONG,-3.006,1.32,25,13,0
AUD_NZD_JPY,2024-06-03T20:00:00,SHORT,36.652,19.24,20,15,0
AUD_NZD_JPY,2024-06-04T12:55:00,LONG,-4.277,5.04,5,7,0
AUD_NZD_JPY,2024-06-04T19:25:00,LONG,-3.104,1.9,40,14,0
AUD_NZD_JPY,2024-06-04T19:50:00,LONG,-3.161,4.83,15,14,0
AUD_NZD_JPY,2024-06-04T20:15:00,LONG,-16.644,12.74,55,15,0
AUD_NZD_JPY,2024-06-04T20:45:00,LONG,-3.592,4.47,25,15,0
AUD_NZD_JPY,2024-06-04T20:55:00,LONG,-3.888,5.06,15,15,0
AUD_NZD_JPY,2024-06-05T11:10:00,LONG,-4.763,6.08,5,6,0
AUD_NZD_JPY,2024-06-05T12:55:00,LONG,-3.433,4.33,5,7,0
AUD_NZD_JPY,2024-06-05T18:00:00,LONG,-6.093,3.9,130,13,0
AUD_NZD_JPY,2024-06-06T15:10:00,SHORT,3.035,1.08,5,10,0
AUD_NZD_JPY,2024-06-06T18:35:00,LONG,-3.066,1.2,145,13,0
AUD_NZD_JPY,2024-06-06T19:05:00,LONG,-3.583,1.51,115,14,0
AUD_NZD_JPY,2024-06-06T19:20:00,LONG,-3.073,1.35,100,14,0
AUD_NZD_JPY,2024-06-06T19:45:00,LONG,-3.82,1.78,75,14,0
AUD_NZD_JPY,2024-06-06T19:55:00,LONG,-6.727,9.42,65,14,0
AUD_NZD_JPY,2024-06-07T11:25:00,LONG,-4.767,5.48,5,6,0
AUD_NZD_JPY,2024-06-09T20:00:00,LONG,-15.698,15.34,80,15,0
AUD_NZD_JPY,2024-06-10T18:00:00,LONG,-4.045,1.32,180,13,0
AUD_NZD_JPY,2024-06-10T18:45:00,LONG,-3.09,1.21,135,13,0
AUD_NZD_JPY,2024-06-10T19:10:00,LONG,-3.764,1.35,110,14,0
AUD_NZD_JPY,2024-06-10T19:45:00,LONG,-3.034,1.52,75,14,0
AUD_NZD_JPY,2024-06-10T20:05:00,LONG,-4.037,5.67,55,15,0
AUD_NZD_JPY,2024-06-10T20:35:00,LONG,-3.871,3.29,25,15,0
AUD_NZD_JPY,2024-06-11T18:00:00,LONG,-3.649,1.11,185,13,0
AUD_NZD_JPY,2024-06-11T18:10:00,LONG,-4.913,1.53,175,13,0
AUD_NZD_JPY,2024-06-11T18:45:00,LONG,-3.158,1.17,140,13,0
AUD_NZD_JPY,2024-06-11T18:55:00,LONG,-3.174,1.23,130,13,0
AUD_NZD_JPY,2024-06-11T19:50:00,LONG,-3.347,9.6,75,14,0
AUD_NZD_JPY,2024-06-12T16:55:00,LONG,-30.577,12.46,10,11,0
AUD_NZD_JPY,2024-06-12T18:00:00,LONG,-4.004,4.16,120,13,0
AUD_NZD_JPY,2024-06-12T18:55:00,LONG,-3.012,4.1,65,13,0
AUD_NZD_JPY,2024-06-12T20:05:00,LONG,-3.43,5.48,20,15,0
AUD_NZD_JPY,2024-06-13T20:00:00,SHORT,19.611,8.38,185,15,0
AUD_NZD_JPY,2024-06-13T20:30:00,LONG,-5.185,4.28,155,15,0
AUD_NZD_JPY,2024-06-13T20:45:00,LONG,-3.814,3.49,140,15,0
AUD_NZD_JPY,2024-06-13T21:00:00,LONG,-3.06,6.19,125,16,1
AUD_NZD_JPY,2024-06-13T22:25:00,LONG,-3.359,5.72,40,17,1
AUD_NZD_JPY,2024-06-14T00:15:00,LONG,-3.062,6.01,760,19,0
AUD_NZD_JPY,2024-06-14T00:25:00,LONG,-3.388,11.96,750,19,0
AUD_NZD_JPY,2024-06-14T01:15:00,LONG,-3.3,9.33,700,20,0
AUD_NZD_JPY,2024-06-14T01:30:00,LONG,-3.404,14.51,685,20,0
AUD_NZD_JPY,2024-06-14T02:20:00,LONG,-5.095,25.49,635,21,0
AUD_NZD_JPY,2024-06-17T19:45:00,LONG,-4.517,1.28,95,14,0
AUD_NZD_JPY,2024-06-17T20:05:00,LONG,-34.4,10.22,75,15,0
AUD_NZD_JPY,2024-06-18T14:30:00,SHORT,3.321,0.91,15,9,0
AUD_NZD_JPY,2024-06-18T15:00:00,SHORT,3.658,1.06,30,10,0
AUD_NZD_JPY,2024-06-18T18:35:00,LONG,-3.479,1.37,125,13,0
AUD_NZD_JPY,2024-06-18T18:50:00,LONG,-3.75,1.68,110,13,0
AUD_NZD_JPY,2024-06-18T19:15:00,LONG,-3.782,1.57,85,14,0
AUD_NZD_JPY,2024-06-18T19:30:00,LONG,-3.51,1.9,70,14,0
AUD_NZD_JPY,2024-06-18T19:55:00,LONG,-4.489,6.39,45,14,0
AUD_NZD_JPY,2024-06-19T16:05:00,LONG,-3.707,0.81,110,11,0
AUD_NZD_JPY,2024-06-19T16:30:00,LONG,-3.789,0.86,85,11,0
AUD_NZD_JPY,2024-06-19T17:10:00,LONG,-3.08,0.76,45,12,0
AUD_NZD_JPY,2024-06-19T17:50:00,LONG,-3.417,0.91,5,12,0
AUD_NZD_JPY,2024-06-19T18:00:00,LONG,-14.965,10.3,180,13,0
AUD_NZD_JPY,2024-06-19T20:10:00,LONG,-5.247,8.34,50,15,0
AUD_NZD_JPY,2024-06-19T20:25:00,LONG,-3.194,5.81,35,15,0
AUD_NZD_JPY,2024-06-20T17:55:00,LONG,-3.341,1.24,185,12,0
AUD_NZD_JPY,2024-06-20T18:05:00,LONG,-3.021,1.15,175,13,0
AUD_NZD_JPY,2024-06-20T19:25:00,LONG,-3.317,1.52,95,14,0
AUD_NZD_JPY,2024-06-20T19:50:00,LONG,-3.705,2.87,70,14,0
AUD_NZD_JPY,2024-06-20T20:05:00,LONG,-19.97,17.42,55,15,0
AUD_NZD_JPY,2024-06-23T20:00:00,LONG,-76.248,27.59,65,15,0
AUD_NZD_JPY,2024-06-24T17:55:00,LONG,-3.016,2.03,135,12,0
AUD_NZD_JPY,2024-06-24T19:45:00,LONG,-3.801,1.99,25,14,0
AUD_NZD_JPY,2024-06-24T20:00:00,LONG,-22.767,12.77,10,15,0
AUD_NZD_JPY,2024-06-24T20:20:00,LONG,-4.38,6.07,25,15,0
AUD_NZD_JPY,2024-06-25T12:55:00,LONG,-3.122,2.45,5,7,0
AUD_NZD_JPY,2024-06-25T18:00:00,LONG,-18.145,6.09,640,13,0
AUD_NZD_JPY,2024-06-25T20:10:00,LONG,-4.678,9.47,510,15,0
AUD_NZD_JPY,2024-06-26T18:00:00,LONG,-3.289,1.15,1060,13,0
AUD_NZD_JPY,2024-06-26T18:45:00,LONG,-3.142,0.93,1015,13,0
AUD_NZD_JPY,2024-06-26T19:25:00,LONG,-3.387,1.23,975,14,0
AUD_NZD_JPY,2024-06-26T19:45:00,LONG,-4.279,6.98,955,14,0
AUD_NZD_JPY,2024-06-26T21:10:00,SHORT,3.109,2.92,870,16,1
AUD_NZD_JPY,2024-06-26T21:25:00,SHORT,3.142,3.27,855,16,1
AUD_NZD_JPY,2024-06-26T22:05:00,SHORT,3.038,3.45,815,17,1
AUD_NZD_JPY,2024-06-27T20:00:00,LONG,-45.141,18.21,60,15,0
AUD_NZD_JPY,2024-06-28T19:50:00,LONG,-4.4,30.91,2950,14,0
AUD_NZD_JPY,2024-06-30T20:55:00,LONG,-3.313,10.44,5,15,0
AUD_NZD_JPY,2024-07-01T18:00:00,LONG,-7.1,12.75,180,13,0
AUD_NZD_JPY,2024-07-02T12:55:00,LONG,-4.52,7.85,5,7,0
AUD_NZD_JPY,2024-07-02T20:25:00,LONG,-4.777,3.24,55,15,0
AUD_NZD_JPY,2024-07-02T20:40:00,LONG,-4.883,3.53,40,15,0
AUD_NZD_JPY,2024-07-03T11:10:00,LONG,-6.245,3.81,5,6,0
AUD_NZD_JPY,2024-07-03T11:25:00,LONG,-5.976,3.96,5,6,0
AUD_NZD_JPY,2024-07-03T12:55:00,LONG,-3.104,2.21,5,7,0
AUD_NZD_JPY,2024-07-03T16:55:00,LONG,-28.217,14.9,10,11,0
AUD_NZD_JPY,2024-07-03T18:00:00,LONG,-3.728,4.38,180,13,0
AUD_NZD_JPY,2024-07-03T19:55:00,LONG,-7.101,12.25,65,14,0
AUD_NZD_JPY,2024-07-04T16:00:00,SHORT,3.237,0.85,10,11,0
AUD_NZD_JPY,2024-07-04T18:00:00,LONG,-5.92,2.03,180,13,0
AUD_NZD_JPY,2024-07-04T18:45:00,LONG,-3.309,1.95,135,13,0
AUD_NZD_JPY,2024-07-04T19:55:00,LONG,-10.502,9.84,65,14,0
