sector,episode_start,episode_end,leader_symbol,leader_rank,n_peers,n_days,same_day_corr,delay1_corr,delay3_corr,delay7_corr,delay14_corr
loyalty,2026-07-30 23:59:59,2026-08-07 23:59:59,EGLD,184,10,9,,,,,
loyalty,2026-08-19 23:59:59,2026-08-23 23:59:59,EGLD,179,5,5,,,,,
lp-tokens,2025-09-16 23:59:59,2025-09-23 23:59:59,JLP,201,8,8,0.0978,0.2348,0.8323,,
lpos,2022-02-04 23:59:59,2022-02-09 23:59:59,WAVES,84,6,6,-0.4614,0.2176,,,
lpos,2022-09-09 23:59:59,2022-09-16 23:59:59,WAVES,79,8,8,-0.1124,0.4805,-0.2623,,
lpos,2022-10-28 23:59:59,2022-11-06 23:59:59,WAVES,98,10,10,-0.1585,0.222,0.1783,,
lpos,2023-01-07 23:59:59,2023-01-12 23:59:59,WAVES,134,6,6,-0.0783,-0.5079,,,
made-in-america,2025-04-21 23:59:59,2025-04-27 23:59:59,XRP,4,631,7,-0.7051,-0.613,,,
made-in-america,2025-07-09 23:59:59,2025-07-17 23:59:59,XRP,4,835,9,-0.4656,0.0194,-0.5528,,
made-in-america,2026-05-08 23:59:59,2026-05-12 23:59:59,XRP,4,385,5,0.7706,,,,
made-in-america,2026-06-13 23:59:59,2026-06-20 23:59:59,USDC,5,537,8,-0.117,-0.5282,-0.3845,,
made-in-america,2026-07-03 23:59:59,2026-07-08 23:59:59,USDC,5,400,6,-0.5988,0.4115,,,
made-in-america,2026-08-19 23:59:59,2026-08-23 23:59:59,USDC,5,353,5,-0.3243,,,,
made-in-china,2025-12-11 23:59:59,2025-12-15 23:59:59,BNB,5,95,5,0.8971,,,,
made-in-china,2026-04-01 23:59:59,2026-04-06 23:59:59,BNB,4,108,6,-0.1429,-0.7473,,,
made-in-china,2026-05-15 23:59:59,2026-05-22 23:59:59,BNB,4,144,8,0.0807,0.1699,0.8931,,
made-in-china,2026-06-13 23:59:59,2026-06-17 23:59:59,BNB,4,89,5,0.6743,,,,
made-in-china,2026-07-21 23:59:59,2026-08-03 23:59:59,BNB,4,235,14,0.155,0.4608,-0.1794,0.3037,
manta-pacific-ecosystem,2025-03-18 23:59:59,2025-03-23 23:59:59,USDE,25,6,6,0.2858,-0.1168,,,
mantle-ecosystem,2025-07-05 23:59:59,2025-07-11 23:59:59,AXL,145,16,7,0.232,-0.2038,,,
mantle-ecosystem,2025-08-28 23:59:59,2025-09-04 23:59:59,AXL,156,16,8,0.5176,0.3841,0.2116,,
mantle-ecosystem,2026-03-13 23:59:59,2026-03-19 23:59:59,WETH,207,49,7,0.7987,0.5273,,,
mantle-ecosystem,2026-04-28 23:59:59,2026-05-02 23:59:59,WETH,207,40,5,0.932,,,,
mantle-ecosystem,2026-08-01 23:59:59,2026-08-05 23:59:59,WETH,208,35,5,0.3748,,,,
mantle-ecosystem,2026-08-19 23:59:59,2026-08-23 23:59:59,WETH,207,36,5,-0.0871,,,,
marketing,2020-09-10 23:59:59,2020-09-16 23:59:59,BAT,44,7,7,0.1903,0.5438,,,
marketing,2020-09-30 23:59:59,2020-10-10 23:59:59,BAT,46,11,11,0.3181,-0.192,0.3596,,
marketing,2020-10-16 23:59:59,2020-10-27 23:59:59,BAT,50,12,12,0.7352,-0.1001,-0.1939,0.545,
marketing,2020-12-19 23:59:59,2021-01-02 23:59:59,BAT,56,15,15,0.2967,-0.2577,0.3433,0.7276,
marketing,2021-02-03 23:59:59,2021-02-07 23:59:59,BAT,73,5,5,-0.3868,,,,
marketing,2021-02-27 23:59:59,2021-03-05 23:59:59,BAT,72,7,7,-0.2402,0.044,,,
marketing,2021-04-24 23:59:59,2021-04-29 23:59:59,BAT,65,6,6,0.4498,0.1048,,,
marketing,2021-05-20 23:59:59,2021-05-27 23:59:59,BAT,74,8,8,-0.3682,0.0744,-0.4995,,
marketing,2021-07-24 23:59:59,2021-07-28 23:59:59,BAT,81,5,5,0.7875,,,,
marketing,2021-10-28 23:59:59,2021-11-04 23:59:59,BAT,97,7,7,0.0239,-0.7893,,,
marketing,2022-02-23 23:59:59,2022-02-28 23:59:59,BAT,78,12,6,-0.1666,0.1834,,,
marketing,2022-03-12 23:59:59,2022-03-28 23:59:59,BAT,78,21,17,0.1944,0.1791,0.1532,0.6373,
marketing,2022-04-29 23:59:59,2022-05-07 23:59:59,BAT,83,9,9,-0.6278,0.4751,-0.1444,,
marketing,2022-05-11 23:59:59,2022-05-17 23:59:59,BAT,81,9,7,-0.1142,0.3504,,,
marketing,2022-06-11 23:59:59,2022-06-17 23:59:59,BAT,74,7,7,-0.379,0.3967,,,
marketing,2022-07-14 23:59:59,2022-07-24 23:59:59,BAT,67,11,11,-0.4864,0.2776,0.1808,,
marketing,2022-07-30 23:59:59,2022-08-07 23:59:59,BAT,69,9,9,-0.1851,0.3157,0.2294,,
marketing,2023-03-01 23:59:59,2023-03-07 23:59:59,BAT,94,7,7,0.4503,-0.1676,,,
marketing,2023-03-31 23:59:59,2023-04-08 23:59:59,BAT,98,8,8,0.1887,0.1572,-0.5826,,
marketing,2023-04-10 23:59:59,2023-04-18 23:59:59,BAT,98,9,9,-0.2203,-0.3107,0.4548,,
marketing,2023-10-31 23:59:59,2023-11-05 23:59:59,BAT,104,6,6,-0.1448,0.8121,,,
marketing,2024-02-16 23:59:59,2024-02-24 23:59:59,BAT,151,18,9,0.276,-0.0478,0.7564,,
marketing,2024-04-08 23:59:59,2024-04-12 23:59:59,BAT,174,5,5,0.9287,,,,
marketing,2024-04-20 23:59:59,2024-04-26 23:59:59,BAT,172,8,7,0.4591,-0.1,,,
marketing,2024-05-05 23:59:59,2024-05-13 23:59:59,BAT,174,8,8,0.9962,-0.5506,,,
marketing,2024-05-30 23:59:59,2024-06-05 23:59:59,BAT,190,7,7,0.4698,-0.5274,,,
marketing,2024-06-20 23:59:59,2024-06-27 23:59:59,BAT,183,8,8,0.983,-0.3172,-0.0006,,
marketing,2024-11-25 23:59:59,2024-11-30 23:59:59,BAT,175,24,6,-0.5236,0.5364,,,
marketing,2025-02-03 23:59:59,2025-02-08 23:59:59,BAT,175,22,6,0.6577,0.1618,,,
marketing,2025-03-09 23:59:59,2025-03-17 23:59:59,BAT,165,27,9,-0.0053,0.5563,-0.0102,,
marketing,2025-04-04 23:59:59,2025-04-08 23:59:59,BAT,168,12,5,0.642,,,,
marketing,2025-07-09 23:59:59,2025-07-16 23:59:59,BABYDOGE,182,24,8,,,,,
marketing,2025-10-09 23:59:59,2025-10-16 23:59:59,BAT,183,20,8,0.9017,0.1969,-0.7676,,
marketing,2025-11-19 23:59:59,2025-11-29 23:59:59,BAT,142,22,11,-0.0241,0.0757,0.605,,
marketing,2026-03-11 23:59:59,2026-03-16 23:59:59,BAT,158,6,6,,,,,
marketing,2026-03-24 23:59:59,2026-03-31 23:59:59,BAT,151,8,8,,,,,
marketing,2026-05-27 23:59:59,2026-05-31 23:59:59,BAT,161,5,5,,,,,
marketing,2026-07-03 23:59:59,2026-07-09 23:59:59,BAT,159,7,7,,,,,
marketing,2026-07-11 23:59:59,2026-07-17 23:59:59,BAT,157,7,7,,,,,
marketing,2026-07-30 23:59:59,2026-08-12 23:59:59,BAT,169,14,14,,,,,
marketing,2026-08-19 23:59:59,2026-08-23 23:59:59,BAT,173,5,5,,,,,
marketplace,2020-09-04 23:59:59,2020-09-16 23:59:59,BCH,7,676,13,-0.1814,-0.0647,-0.0091,0.7143,
marketplace,2020-10-04 23:59:59,2020-10-11 23:59:59,BNB,5,413,8,0.291,-0.39,-0.1372,,
marketplace,2020-10-19 23:59:59,2020-10-27 23:59:59,BCH,5,478,9,0.4218,0.832,-0.4264,,
marketplace,2021-04-11 23:59:59,2021-04-16 23:59:59,BNB,3,230,6,0.4526,-0.3588,,,
marketplace,2021-05-09 23:59:59,2021-05-16 23:59:59,BNB,3,303,8,0.7359,-0.377,-0.0285,,
marketplace,2021-06-21 23:59:59,2021-06-27 23:59:59,BNB,4,252,7,0.8679,0.3968,,,
marketplace,2022-02-13 23:59:59,2022-02-17 23:59:59,BNB,4,170,5,0.4862,,,,
marketplace,2022-02-21 23:59:59,2022-03-04 23:59:59,BNB,4,394,12,0.7114,-0.0758,0.4696,0.0994,
marketplace,2022-04-06 23:59:59,2022-04-18 23:59:59,BNB,4,445,13,0.2143,0.1882,0.3117,-0.0401,
marketplace,2022-04-21 23:59:59,2022-05-06 23:59:59,BNB,4,549,16,0.0754,-0.0916,-0.1519,0.2093,
marketplace,2022-05-10 23:59:59,2022-05-20 23:59:59,BNB,4,390,11,0.7763,0.004,0.4071,,
marketplace,2022-05-26 23:59:59,2022-06-01 23:59:59,BNB,5,245,7,-0.0768,0.6406,,,
marketplace,2022-12-21 23:59:59,2023-01-01 23:59:59,BNB,5,348,12,-0.276,-0.5119,-0.4876,-0.1025,
marketplace,2023-04-20 23:59:59,2023-04-26 23:59:59,BNB,4,182,7,0.14,0.5998,,,
marketplace,2023-07-09 23:59:59,2023-07-14 23:59:59,BNB,4,175,6,0.3524,0.2623,,,
marketplace,2023-08-28 23:59:59,2023-09-05 23:59:59,BNB,4,233,8,0.9949,-0.2913,,,
marketplace,2024-03-12 23:59:59,2024-03-16 23:59:59,BNB,4,143,5,0.1237,,,,
marketplace,2024-04-10 23:59:59,2024-04-19 23:59:59,BNB,4,280,10,-0.5091,-0.3988,-0.6849,,
marketplace,2024-05-05 23:59:59,2024-05-13 23:59:59,BNB,4,222,8,0.9999,-0.4489,,,
marketplace,2024-06-07 23:59:59,2024-06-14 23:59:59,BNB,4,197,8,0.262,0.2441,-0.0199,,
marketplace,2024-06-18 23:59:59,2024-06-26 23:59:59,BNB,4,239,9,0.3737,-0.2849,0.2948,,
marketplace,2024-07-02 23:59:59,2024-07-10 23:59:59,BNB,4,234,9,0.811,-0.1856,-0.429,,
marketplace,2024-07-27 23:59:59,2024-08-07 23:59:59,BNB,5,280,11,-0.0484,-0.2121,-0.6095,,
marketplace,2024-09-24 23:59:59,2024-09-30 23:59:59,BNB,4,185,7,0.3825,-0.4625,,,
marketplace,2025-02-03 23:59:59,2025-02-11 23:59:59,BNB,6,243,9,0.3645,0.1138,0.6057,,
marketplace,2025-03-03 23:59:59,2025-03-13 23:59:59,BNB,5,280,11,0.6363,-0.1474,-0.2096,,
marketplace,2025-04-07 23:59:59,2025-04-13 23:59:59,BNB,5,185,7,0.398,-0.3136,,,
marketplace,2025-10-12 23:59:59,2025-10-24 23:59:59,BNB,3,298,13,0.0354,0.5298,0.2645,-0.0549,
marketplace,2025-11-21 23:59:59,2025-11-26 23:59:59,BNB,5,108,6,0.7069,-0.851,,,
marketplace,2025-12-05 23:59:59,2025-12-09 23:59:59,BNB,5,100,5,0.2472,,,,
marketplace,2026-03-22 23:59:59,2026-03-31 23:59:59,BNB,4,140,10,0.6092,-0.0057,-0.0276,,
marketplace,2026-05-15 23:59:59,2026-05-22 23:59:59,BNB,4,108,8,0.7182,0.2428,0.3249,,
marketplace,2026-07-22 23:59:59,2026-07-28 23:59:59,BNB,4,87,7,0.8909,-0.4837,,,
masternodes,2020-09-13 23:59:59,2020-09-20 23:59:59,DASH,29,36,8,-0.5697,-0.5469,0.6492,,
masternodes,2020-09-23 23:59:59,2020-09-29 23:59:59,DASH,31,28,7,-0.333,-0.1216,,,
masternodes,2020-10-05 23:59:59,2020-10-11 23:59:59,DASH,32,29,7,-0.42,0.5105,,,
masternodes,2020-10-19 23:59:59,2020-10-27 23:59:59,DASH,29,36,9,0.3198,-0.1231,-0.0429,,
masternodes,2020-11-26 23:59:59,2020-11-30 23:59:59,DASH,27,25,5,0.7312,,,,
masternodes,2021-02-15 23:59:59,2021-02-19 23:59:59,DASH,31,25,5,0.5619,,,,
masternodes,2021-04-07 23:59:59,2021-04-22 23:59:59,DASH,45,128,16,-0.1195,0.6865,-0.0927,0.3961,
masternodes,2021-04-30 23:59:59,2021-05-07 23:59:59,DASH,46,64,8,0.4937,-0.1499,0.0224,,
masternodes,2021-08-23 23:59:59,2021-08-27 23:59:59,DASH,50,42,5,0.8103,,,,
masternodes,2021-11-09 23:59:59,2021-11-15 23:59:59,DASH,70,59,7,0.9179,-0.8117,,,
masternodes,2021-12-10 23:59:59,2021-12-17 23:59:59,DASH,77,58,8,0.0759,0.3555,-0.2638,,
masternodes,2022-02-03 23:59:59,2022-02-08 23:59:59,DASH,80,42,6,0.5469,-0.8147,,,
masternodes,2022-02-27 23:59:59,2022-03-05 23:59:59,DASH,82,49,7,-0.7158,0.3783,,,
masternodes,2022-03-08 23:59:59,2022-03-14 23:59:59,DASH,78,49,7,0.5905,-0.4289,,,
masternodes,2022-04-24 23:59:59,2022-04-28 23:59:59,DASH,80,35,5,0.1091,,,,
masternodes,2022-05-25 23:59:59,2022-05-30 23:59:59,DASH,72,48,6,0.2164,0.3308,,,
masternodes,2022-07-09 23:59:59,2022-07-13 23:59:59,DASH,74,30,5,0.8124,,,,
masternodes,2022-09-16 23:59:59,2022-09-20 23:59:59,DASH,76,37,5,0.7447,,,,
masternodes,2022-11-09 23:59:59,2022-11-14 23:59:59,DASH,79,36,6,0.6511,-0.0603,,,
masternodes,2022-11-17 23:59:59,2022-11-29 23:59:59,DASH,81,78,13,0.0514,-0.2599,0.4108,0.4399,
masternodes,2022-12-21 23:59:59,2022-12-29 23:59:59,DASH,67,54,9,0.2598,0.3994,-0.8304,,
masternodes,2023-02-12 23:59:59,2023-02-16 23:59:59,DASH,65,28,5,0.1127,,,,
masternodes,2023-03-18 23:59:59,2023-03-27 23:59:59,DASH,73,61,10,0.079,0.2086,0.5612,,
masternodes,2023-06-08 23:59:59,2023-06-15 23:59:59,DASH,85,35,7,0.8787,,,,
masternodes,2023-06-20 23:59:59,2023-06-28 23:59:59,DASH,91,41,8,0.6893,-0.0186,,,
masternodes,2024-03-31 23:59:59,2024-04-04 23:59:59,XDC,131,35,5,-0.304,,,,
masternodes,2024-04-15 23:59:59,2024-04-19 23:59:59,XDC,125,35,5,-0.5509,,,,
masternodes,2024-06-20 23:59:59,2024-07-17 23:59:59,XDC,126,189,28,0.0363,0.2908,-0.1603,0.3023,-0.323
masternodes,2024-09-24 23:59:59,2024-09-30 23:59:59,XDC,140,45,7,-0.7031,-0.0077,,,
masternodes,2024-11-25 23:59:59,2024-12-03 23:59:59,XDC,108,73,9,-0.2483,0.7602,-0.4701,,
masternodes,2025-07-05 23:59:59,2025-07-11 23:59:59,XDC,67,35,7,-0.0084,0.5132,,,
masternodes,2025-10-09 23:59:59,2025-10-17 23:59:59,XDC,71,35,9,0.0808,0.249,0.3438,,
masternodes,2025-10-31 23:59:59,2025-11-07 23:59:59,XDC,67,28,8,-0.2863,-0.1488,0.7189,,
masternodes,2025-11-17 23:59:59,2025-11-23 23:59:59,DASH,64,27,7,-0.519,0.3863,,,
masternodes,2025-12-23 23:59:59,2026-01-01 23:59:59,XDC,66,30,10,-0.3192,0.6548,0.4422,,
masternodes,2026-01-13 23:59:59,2026-01-20 23:59:59,XDC,73,24,8,-0.7751,-0.4071,0.419,,
masternodes,2026-02-05 23:59:59,2026-02-11 23:59:59,BDX,234,14,7,-0.4213,0.9665,,,
masternodes,2026-07-19 23:59:59,2026-07-25 23:59:59,BDX,234,14,7,0.1034,0.0422,,,
media,2020-09-10 23:59:59,2020-09-16 23:59:59,TRX,14,120,7,0.3409,0.5659,,,
media,2020-10-04 23:59:59,2020-10-11 23:59:59,TRX,15,125,8,0.1657,-0.4886,0.1856,,
media,2020-12-29 23:59:59,2021-01-03 23:59:59,TRX,18,94,6,0.2108,0.0851,,,
media,2021-02-11 23:59:59,2021-02-19 23:59:59,TRX,19,129,9,0.3837,-0.2878,-0.5994,,
media,2021-03-01 23:59:59,2021-03-11 23:59:59,TRX,24,168,11,0.5005,-0.1176,-0.5248,,
media,2021-03-13 23:59:59,2021-03-17 23:59:59,THETA,16,88,5,-0.3812,,,,
media,2021-03-20 23:59:59,2021-03-28 23:59:59,THETA,15,160,9,0.5262,-0.1815,-0.0409,,
media,2021-05-21 23:59:59,2021-05-27 23:59:59,THETA,22,108,7,0.5626,-0.4086,,,
media,2021-06-28 23:59:59,2021-07-07 23:59:59,THETA,17,172,10,0.2455,0.469,0.8231,,
media,2021-10-06 23:59:59,2021-10-11 23:59:59,TRX,29,93,6,0.2942,-0.3073,,,
media,2022-02-03 23:59:59,2022-02-09 23:59:59,TRX,26,93,7,0.5545,-0.696,,,
media,2022-02-25 23:59:59,2022-03-02 23:59:59,TRX,23,84,6,-0.1959,-0.767,,,
media,2022-03-07 23:59:59,2022-03-13 23:59:59,TRX,23,91,7,0.3803,-0.6235,,,
media,2022-03-27 23:59:59,2022-04-02 23:59:59,TRX,27,102,7,0.6449,0.6133,,,
media,2022-04-21 23:59:59,2022-04-25 23:59:59,TRX,22,75,5,0.6433,,,,
media,2022-05-13 23:59:59,2022-05-19 23:59:59,TRX,14,99,7,0.0892,0.2769,,,
media,2022-06-01 23:59:59,2022-06-08 23:59:59,TRX,13,128,8,0.3164,0.5863,0.1854,,
media,2022-06-18 23:59:59,2022-06-23 23:59:59,TRX,13,102,6,0.5697,-0.83,,,
media,2022-07-09 23:59:59,2022-07-13 23:59:59,TRX,13,80,5,0.2186,,,,
media,2022-08-26 23:59:59,2022-08-31 23:59:59,TRX,16,96,6,0.6866,-0.424,,,
media,2022-11-19 23:59:59,2022-11-26 23:59:59,TRX,14,126,8,0.1036,-0.1616,0.3619,,
media,2023-01-17 23:59:59,2023-01-21 23:59:59,TRX,16,77,5,0.4855,,,,
media,2023-02-02 23:59:59,2023-02-09 23:59:59,TRX,16,122,8,-0.0088,-0.2776,-0.0513,,
media,2023-04-01 23:59:59,2023-04-08 23:59:59,TRX,14,123,8,0.1269,-0.7198,0.0121,,
media,2023-04-18 23:59:59,2023-04-27 23:59:59,TRX,16,152,10,-0.3259,0.724,0.5487,,
media,2023-05-06 23:59:59,2023-05-12 23:59:59,TRX,12,99,7,-0.097,0.6812,,,
media,2023-06-23 23:59:59,2023-06-28 23:59:59,TRX,11,70,5,,,,,
media,2023-07-05 23:59:59,2023-07-17 23:59:59,TRX,11,187,13,0.0861,-0.3688,0.6433,0.0043,
media,2023-07-19 23:59:59,2023-07-26 23:59:59,TRX,10,114,7,0.875,,,,
media,2023-10-30 23:59:59,2023-11-04 23:59:59,TRX,10,95,6,-0.1565,-0.2823,,,
media,2024-02-20 23:59:59,2024-02-25 23:59:59,TRX,11,87,6,0.4422,0.6893,,,
media,2024-06-20 23:59:59,2024-06-29 23:59:59,TRX,13,110,10,0.0634,0.0184,0.2217,,
media,2024-07-28 23:59:59,2024-08-03 23:59:59,TRX,11,77,6,-0.4871,,,,
media,2024-09-20 23:59:59,2024-09-30 23:59:59,TRX,10,161,11,-0.4488,-0.0132,-0.4291,,
media,2024-11-25 23:59:59,2024-11-30 23:59:59,TRX,11,96,6,0.8215,-0.7892,,,
media,2025-02-03 23:59:59,2025-02-09 23:59:59,TRX,10,99,7,-0.7501,0.2319,,,
media,2025-04-07 23:59:59,2025-04-13 23:59:59,TRX,9,105,7,-0.4719,-0.0972,,,
media,2025-06-27 23:59:59,2025-07-01 23:59:59,TRX,8,70,5,-0.9633,,,,
media,2025-07-05 23:59:59,2025-07-11 23:59:59,TRX,8,91,7,-0.9454,0.0685,,,
media,2025-08-28 23:59:59,2025-09-01 23:59:59,TRX,9,70,5,-0.1536,,,,
media,2025-10-13 23:59:59,2025-10-17 23:59:59,TRX,9,50,5,-0.6721,,,,
media,2026-01-03 23:59:59,2026-01-11 23:59:59,TRX,8,74,9,-0.6527,-0.172,0.142,,
media,2026-02-06 23:59:59,2026-02-11 23:59:59,TRX,8,48,6,0.2977,0.9158,,,
media,2026-04-06 23:59:59,2026-04-10 23:59:59,TRX,8,38,5,-0.1216,,,,
media,2026-07-30 23:59:59,2026-08-05 23:59:59,TRX,8,49,7,0.3477,-0.4658,,,
media,2026-08-18 23:59:59,2026-08-23 23:59:59,TRX,8,42,6,-0.1443,0.148,,,
medium-of-exchange,2020-10-04 23:59:59,2020-10-11 23:59:59,XRP,4,408,8,-0.0287,0.1224,-0.4165,,
medium-of-exchange,2020-10-19 23:59:59,2020-10-27 23:59:59,XRP,4,466,9,0.7102,-0.0041,0.0362,,
medium-of-exchange,2020-11-26 23:59:59,2020-11-30 23:59:59,XRP,3,243,5,0.7916,,,,
medium-of-exchange,2021-01-09 23:59:59,2021-01-13 23:59:59,XRP,4,226,5,,,,,
medium-of-exchange,2021-02-12 23:59:59,2021-02-18 23:59:59,XRP,5,295,7,0.7562,0.6066,,,
medium-of-exchange,2021-04-09 23:59:59,2021-04-22 23:59:59,XRP,4,586,14,-0.2407,-0.0611,0.3492,0.2789,
medium-of-exchange,2021-07-13 23:59:59,2021-07-17 23:59:59,XRP,6,213,5,-0.0421,,,,
medium-of-exchange,2021-10-06 23:59:59,2021-10-12 23:59:59,XRP,6,268,7,0.7968,-0.3392,,,
medium-of-exchange,2022-02-26 23:59:59,2022-03-02 23:59:59,USDC,5,165,5,0.5146,,,,
medium-of-exchange,2022-05-02 23:59:59,2022-05-06 23:59:59,USDC,5,160,5,-0.8529,,,,
medium-of-exchange,2022-05-11 23:59:59,2022-05-19 23:59:59,USDC,4,302,9,-0.7822,0.0225,-0.057,,
medium-of-exchange,2022-11-08 23:59:59,2022-11-15 23:59:59,USDC,5,288,8,-0.9768,0.1446,-0.6143,,
medium-of-exchange,2022-11-20 23:59:59,2022-11-26 23:59:59,USDC,4,250,7,-0.1519,0.4181,,,
medium-of-exchange,2022-12-12 23:59:59,2022-12-18 23:59:59,USDC,5,238,7,-0.5115,-0.1874,,,
medium-of-exchange,2023-06-23 23:59:59,2023-06-28 23:59:59,USDC,5,149,5,,,,,
medium-of-exchange,2024-03-01 23:59:59,2024-03-08 23:59:59,XRP,6,227,8,0.9016,-0.1243,-0.8519,,
medium-of-exchange,2024-03-26 23:59:59,2024-04-01 23:59:59,XRP,6,203,7,0.3873,0.2123,,,
medium-of-exchange,2024-06-20 23:59:59,2024-06-30 23:59:59,USDC,6,275,11,0.3815,0.1437,0.0144,,
medium-of-exchange,2024-07-08 23:59:59,2024-07-19 23:59:59,USDC,6,300,12,0.3847,-0.1978,0.1945,0.2359,
medium-of-exchange,2024-07-28 23:59:59,2024-08-07 23:59:59,USDC,6,250,10,0.0515,-0.0789,0.4429,,
medium-of-exchange,2024-09-25 23:59:59,2024-09-30 23:59:59,USDC,6,156,6,-0.3425,-0.0627,,,
medium-of-exchange,2024-10-28 23:59:59,2024-11-05 23:59:59,USDC,6,226,9,-0.2653,0.1838,-0.2193,,
medium-of-exchange,2024-11-13 23:59:59,2024-11-20 23:59:59,DOGE,6,204,8,-0.5132,0.0682,0.669,,
medium-of-exchange,2025-02-03 23:59:59,2025-02-16 23:59:59,XRP,3,349,14,0.2691,0.1866,-0.3505,-0.605,
medium-of-exchange,2025-03-03 23:59:59,2025-03-08 23:59:59,XRP,4,150,6,-0.0811,0.9117,,,
medium-of-exchange,2025-06-01 23:59:59,2025-06-05 23:59:59,XRP,4,119,5,0.2891,,,,
medium-of-exchange,2025-06-18 23:59:59,2025-06-22 23:59:59,XRP,4,119,5,0.9264,,,,
medium-of-exchange,2025-10-13 23:59:59,2025-10-27 23:59:59,XRP,5,329,15,0.5813,0.1754,-0.7345,-0.1417,
memes,2020-09-23 23:59:59,2020-09-29 23:59:59,DOGE,45,21,7,-0.3356,0.0869,,,
memes,2020-10-18 23:59:59,2020-10-27 23:59:59,DOGE,47,21,10,-0.2027,0.1618,-0.1004,,
memes,2021-01-03 23:59:59,2021-01-07 23:59:59,DOGE,26,15,5,0.013,,,,
memes,2021-01-28 23:59:59,2021-02-04 23:59:59,DOGE,15,16,8,-0.2082,0.1442,-0.1002,,
memes,2021-04-11 23:59:59,2021-04-22 23:59:59,DOGE,16,32,12,0.4841,0.4891,-0.3407,0.8646,
memes,2021-08-07 23:59:59,2021-08-13 23:59:59,DOGE,7,16,7,0.9689,-0.7283,,,
memes,2021-09-25 23:59:59,2021-09-30 23:59:59,DOGE,10,10,5,,,,,
memes,2021-10-22 23:59:59,2021-10-28 23:59:59,DOGE,10,35,7,-0.4483,-0.1896,,,
memes,2021-10-30 23:59:59,2021-11-03 23:59:59,SHIB,9,36,5,0.2468,,,,
memes,2022-02-07 23:59:59,2022-02-13 23:59:59,DOGE,11,28,7,0.6688,-0.5635,,,
memes,2022-03-26 23:59:59,2022-04-01 23:59:59,DOGE,12,22,7,-0.1144,-0.0063,,,
memes,2022-05-12 23:59:59,2022-05-16 23:59:59,DOGE,10,17,5,0.9312,,,,
memes,2022-10-17 23:59:59,2022-10-24 23:59:59,DOGE,10,32,8,-0.5312,0.6201,0.4295,,
memes,2022-10-27 23:59:59,2022-11-04 23:59:59,DOGE,10,45,9,0.7952,-0.5011,0.3688,,
memes,2022-11-27 23:59:59,2022-12-04 23:59:59,DOGE,8,29,8,0.5032,0.3622,0.7696,,
memes,2023-01-18 23:59:59,2023-01-24 23:59:59,DOGE,9,27,7,0.2951,-0.2278,,,
memes,2023-01-29 23:59:59,2023-02-10 23:59:59,DOGE,9,70,13,0.3612,0.1944,-0.3742,0.3376,
memes,2023-04-15 23:59:59,2023-04-19 23:59:59,DOGE,8,45,5,-0.3424,,,,
memes,2023-06-20 23:59:59,2023-06-27 23:59:59,DOGE,8,77,7,0.4847,,,,
memes,2023-07-22 23:59:59,2023-07-27 23:59:59,DOGE,8,59,6,-0.0373,,,,
memes,2023-10-25 23:59:59,2023-10-29 23:59:59,DOGE,9,46,5,0.6171,,,,
memes,2023-12-03 23:59:59,2023-12-10 23:59:59,DOGE,9,76,7,0.101,,,,
memes,2024-02-26 23:59:59,2024-03-14 23:59:59,DOGE,10,379,18,0.5823,-0.2003,-0.1518,0.5941,
memes,2024-04-19 23:59:59,2024-04-27 23:59:59,DOGE,8,249,9,0.6356,0.3112,0.366,,
memes,2024-05-15 23:59:59,2024-05-21 23:59:59,DOGE,9,224,7,0.7374,0.0686,,,
memes,2024-05-25 23:59:59,2024-06-02 23:59:59,DOGE,8,311,9,0.4253,-0.3915,0.7794,,
memes,2024-06-20 23:59:59,2024-07-02 23:59:59,DOGE,8,482,13,0.3977,-0.4204,-0.2892,0.195,
memes,2024-07-14 23:59:59,2024-07-25 23:59:59,DOGE,9,473,12,0.4321,0.03,-0.3424,-0.3088,
memes,2024-09-23 23:59:59,2024-09-30 23:59:59,DOGE,8,361,8,0.5841,0.3666,-0.4165,,
memes,2024-10-10 23:59:59,2024-10-17 23:59:59,DOGE,8,425,8,-0.3834,-0.2921,0.4217,,
memes,2024-11-13 23:59:59,2024-11-20 23:59:59,DOGE,6,511,8,0.3212,-0.8592,-0.6738,,
memes,2025-04-07 23:59:59,2025-04-13 23:59:59,DOGE,8,282,7,0.8185,-0.4023,,,
memes,2025-04-22 23:59:59,2025-04-30 23:59:59,DOGE,8,404,9,0.558,0.4693,0.3644,,
memes,2025-05-10 23:59:59,2025-05-16 23:59:59,DOGE,8,368,7,0.8855,-0.1625,,,
memes,2025-07-08 23:59:59,2025-07-16 23:59:59,DOGE,9,511,9,0.6786,-0.0024,-0.7579,,
memes,2026-01-02 23:59:59,2026-01-09 23:59:59,DOGE,9,362,8,0.7462,0.0379,-0.6208,,
memes,2026-02-14 23:59:59,2026-02-19 23:59:59,DOGE,9,249,6,0.9476,-0.9113,,,
memes,2026-03-12 23:59:59,2026-03-18 23:59:59,DOGE,9,302,7,0.913,-0.1885,,,
memes,2026-04-06 23:59:59,2026-04-13 23:59:59,DOGE,9,330,8,0.4606,-0.3065,0.4812,,
memes,2026-04-25 23:59:59,2026-04-29 23:59:59,DOGE,9,200,5,-0.161,,,,
memes,2026-05-07 23:59:59,2026-05-11 23:59:59,DOGE,9,206,5,0.387,,,,
