stage,variant,boundary,n_+1,p_cont_+1,p_rej_+1,delta_+1,delta_+1_lo,delta_+1_hi,n_-1,p_cont_-1,p_rej_-1,delta_-1,delta_-1_lo,delta_-1_hi,asymmetry,symmetric_ci
development,RKEY_A,1.0,157,0.5414012738853503,0.7961783439490446,0.5155948222724471,0.4386079720567085,0.5922745017464557,151,0.5364238410596026,0.8211920529801324,0.4834437086092715,0.39072847682119205,0.5695364238410596,0.032151113663175634,True
development,RKEY_B,1.0,168,0.5714285714285714,0.7738095238095238,0.422668240850059,0.3214617768595041,0.5198740653286108,179,0.5810055865921788,0.7988826815642458,0.44339090769309625,0.3432422735892573,0.5375429245041259,-0.020722666843037252,True
development,RKEY_C,1.0,12,1.0,0.4166666666666667,0.8105781057810578,0.7847478474784748,0.8376383763837638,11,0.5454545454545454,0.8181818181818182,0.2942583732057416,-5.98086124401883e-05,0.5789473684210527,0.5163197325753162,False
development,RKEY_A,2.0,157,0.5414012738853503,0.7961783439490446,0.5155948222724471,0.4386079720567085,0.5922745017464557,151,0.5364238410596026,0.8211920529801324,0.4834437086092715,0.39072847682119205,0.5695364238410596,0.032151113663175634,True
development,RKEY_B,2.0,168,0.5714285714285714,0.7738095238095238,0.422668240850059,0.3214617768595041,0.5198740653286108,179,0.5810055865921788,0.7988826815642458,0.44339090769309625,0.3432422735892573,0.5375429245041259,-0.020722666843037252,True
development,RKEY_C,2.0,12,1.0,0.4166666666666667,0.8105781057810578,0.7847478474784748,0.8376383763837638,11,0.5454545454545454,0.8181818181818182,0.2942583732057416,-5.98086124401883e-05,0.5789473684210527,0.5163197325753162,False
