variant,boundary,n,n_rekey,n_control,lr_p,coef,coef_p,dev_null,dev_full,converged,bh_q
RKEY_A,1.0,428,215,213,0.4938341436136565,0.604641717604874,0.33782359946954754,356.1786650973157,355.7105035129156,True,0.7820762520051399
RKEY_B,1.0,328,246,82,0.7647125993929862,-0.1943387581897221,0.6714076709272296,393.5785918003969,393.48901244398826,True,0.7820762520051399
RKEY_C,1.0,866,20,846,0.7820762520051399,0.16259818248991345,0.6976740127217198,830.8558984341057,830.7793829406736,True,0.7820762520051399
RKEY_A,2.0,186,93,93,0.2907469526418159,2.7431841418722245,0.1461295038645236,141.95222876525813,140.83606942391134,True,0.2907469526418159
RKEY_B,2.0,249,101,148,0.244049425285858,-1.1334828538811497,0.09948643918819622,226.61946194126048,225.2624121022439,True,0.2907469526418159
RKEY_C,2.0,388,3,385,0.08920652717719864,45.13503473094115,,213.33227009396876,210.44363601650835,True,0.26761958153159593
