variant,boundary,n_dev,n_sufficient,causality_pass,dev_effect,incremental,temporal_stable,conf_positive,conf_not_reversed,conf_overlaps_dev,direction_ok,delta_dev,delta_dev_lo,delta_dev_hi,delta_conf,delta_conf_lo,delta_conf_hi,evidence_category
RKEY_A,1.0,215,True,True,True,False,True,True,True,True,True,0.5111911780762092,0.4368162463150999,0.5856534556174255,0.5868263473053892,0.5149700598802395,0.6586826347305389,REDUNDANT
RKEY_B,1.0,246,True,True,True,False,True,True,True,True,True,0.39430894308943093,0.28861788617886175,0.49593495934959353,0.3288135593220339,0.19248753738783653,0.4606355932203389,REDUNDANT
RKEY_C,1.0,20,False,True,True,False,True,True,True,True,False,0.49822695035460995,0.29937943262411354,0.6730791962174939,0.4784991568296796,0.22508431703204046,0.715008431703204,INSUFFICIENT_N
RKEY_A,2.0,93,False,True,True,False,True,True,True,True,True,0.4731182795698925,0.3655913978494624,0.5806451612903226,0.5352112676056339,0.4225352112676056,0.6619718309859155,REDUNDANT
RKEY_B,2.0,101,False,True,True,False,True,True,True,True,True,0.42968959058067974,0.31715446882526094,0.5327803050575328,0.36623376623376624,0.22597402597402597,0.5064935064935066,REDUNDANT
RKEY_C,2.0,3,False,True,True,False,True,False,True,False,False,0.8805194805194805,0.8467532467532468,0.9116883116883117,,,,INSUFFICIENT_N
