episode_id,variant,direction,boundary,old_anchor_type,new_anchor_type,old_anchor_value,new_anchor_value,anchor_value_sealed,rekey_event_time,rekey_evidence_complete_time,rekey_known_time,new_anchor_active_time,event_pos,known_pos,crossing_pos,latency_bars,crossing_latency_bars,coordinate_before,coordinate_after,sigma_state_before,sigma_state_after,dist_from_old_anchor,dist_from_new_anchor,dist_from_boundary,vol_known,prior_state_duration,anchor_age,momentum,level_known,level_b_known,anchor_price_known,duplicate_episode_id,stage,is_control
RK-B-d+1-b1-e6418-k6419,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08548,1.8731797751490582,1.8731797751490582,2024-07-11 14:00:00+00:00,2024-07-11 15:00:00+00:00,2024-07-11 15:00:00+00:00,2024-07-11 15:00:00+00:00,6418,6419,6418,1,1,4.375227232230443,2.5020474570813844,4.0,2.0,4.375227232230443,2.5020474570813844,3.3752272322304426,0.0008700636389777368,2,3,1,1.087250542095814,1.0864248476580283,1.08548,X-d+1-b1-e6418,development,False
RK-B-d+1-b1-e6443-k6445,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08962,2.2910339204116412,-1.1370950496511902,2024-07-12 15:00:00+00:00,2024-07-12 17:00:00+00:00,2024-07-12 17:00:00+00:00,2024-07-12 17:00:00+00:00,6443,6445,6445,2,0,2.2910339204116412,0.0,2.0,0.0,2.2910339204116412,0.0,1.2910339204116412,0.0005124463704774219,1,24,1,1.0909,1.0901785149064458,1.08962,X-d+1-b1-e6445,development,False
RK-B-d+1-b1-e6510-k6511,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.09171,2.9770782916157996,-1.3189683773259233,2024-07-17 10:00:00+00:00,2024-07-17 11:00:00+00:00,2024-07-17 11:00:00+00:00,2024-07-17 11:00:00+00:00,6510,6511,6511,1,0,2.9770782916157996,0.0,2.0,0.0,2.9770782916157996,0.0,1.9770782916157996,0.0007591167504759347,0,65,1,1.09418,1.0925390499807135,1.09171,X-d+1-b1-e6511,development,False
RK-B-d+1-b1-e6754-k6755,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08358,1.1139189096496986,-2.349085301650341,2024-07-31 14:00:00+00:00,2024-07-31 15:00:00+00:00,2024-07-31 15:00:00+00:00,2024-07-31 15:00:00+00:00,6754,6755,6755,1,0,1.1139189096496986,0.0,1.0,0.0,1.1139189096496986,0.0,0.11391890964969864,0.00042242871892516883,0,243,1,1.08409,1.0840378320051385,1.08358,X-d+1-b1-e6755,development,False
RK-B-d+1-b1-e6802-k6803,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08429,3.495648672090729,-2.28188245451918,2024-08-02 14:00:00+00:00,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,6802,6803,6803,1,0,3.495648672090729,0.0,3.0,0.0,3.495648672090729,0.0,2.495648672090729,0.0012662234111966552,0,47,1,1.0891,1.0856638229823812,1.08429,X-d+1-b1-e6803,development,False
RK-B-d+1-b1-e6823-k6827,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.09629,2.0534475969649026,0.1529941756642063,2024-08-05 11:00:00+00:00,2024-08-05 15:00:00+00:00,2024-08-05 15:00:00+00:00,2024-08-05 15:00:00+00:00,6823,6827,6827,4,0,2.0534475969649026,0.0,2.0,0.0,2.0534475969649026,0.0,1.0534475969649026,0.0012466405427396512,5,20,1,1.0991,1.0976575317937807,1.09629,X-d+1-b1-e6827,development,False
RK-B-d+1-b1-e6948-k6949,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.09273,1.0252209912212256,-1.4884748611321605,2024-08-12 16:00:00+00:00,2024-08-12 17:00:00+00:00,2024-08-12 17:00:00+00:00,2024-08-12 17:00:00+00:00,6948,6949,6949,1,0,1.0252209912212256,0.0,1.0,0.0,1.0252209912212256,0.0,0.025220991221225564,0.0003391390020154645,0,121,1,1.09311,1.0931006502090908,1.09273,X-d+1-b1-e6949,development,False
RK-B-d+1-b1-e6970-k6972,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.09407,3.0452250945753145,-2.0710120661934748,2024-08-13 14:00:00+00:00,2024-08-13 16:00:00+00:00,2024-08-13 16:00:00+00:00,2024-08-13 16:00:00+00:00,6970,6972,6972,2,0,3.0452250945753145,0.0,3.0,0.0,3.0452250945753145,0.0,2.0452250945753145,0.0005428190368342926,1,21,1,1.09588,1.0946640432380321,1.09407,X-d+1-b1-e6972,development,False
RK-B-d+1-b1-e6975-k6977,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.0976799999999998,2.6497961850459855,1.8514543488141952,2024-08-13 19:00:00+00:00,2024-08-13 21:00:00+00:00,2024-08-13 21:00:00+00:00,2024-08-13 21:00:00+00:00,6975,6977,6977,2,0,2.6497961850459855,0.0,2.0,0.0,2.6497961850459855,0.0,1.6497961850459855,0.0007727687874949296,1,3,1,1.09993,1.0985285806787592,1.0976799999999998,X-d+1-b1-e6977,development,False
RK-B-d+1-b1-e6988-k6991,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10058,1.620049641015059,-1.082978751020702,2024-08-14 08:00:00+00:00,2024-08-14 11:00:00+00:00,2024-08-14 11:00:00+00:00,2024-08-14 11:00:00+00:00,6988,6991,6991,3,0,1.620049641015059,0.0,1.0,0.0,1.620049641015059,0.0,0.6200496410150591,0.0007510876279763457,2,11,1,1.10192,1.1014069425358766,1.10058,X-d+1-b1-e6991,development,False
RK-B-d+1-b1-e6995-k6996,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10255,1.5168959419823334,-1.2653668937229898,2024-08-14 15:00:00+00:00,2024-08-14 16:00:00+00:00,2024-08-14 16:00:00+00:00,2024-08-14 16:00:00+00:00,6995,6996,6996,1,0,1.5168959419823334,0.0,1.0,0.0,1.5168959419823334,0.0,0.5168959419823334,0.0007290638745342755,0,4,1,1.10377,1.1033541224675703,1.10255,X-d+1-b1-e6996,development,False
RK-B-d+1-b1-e7054-k7058,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10309,1.5110187211412192,-0.4164166874247446,2024-08-19 02:00:00+00:00,2024-08-19 06:00:00+00:00,2024-08-19 06:00:00+00:00,2024-08-19 06:00:00+00:00,7054,7058,7058,4,0,1.5110187211412192,0.0,1.0,0.0,1.5110187211412192,0.0,0.5110187211412192,0.0004797906264057494,9,58,1,1.10389,1.1036193792275224,1.10309,X-d+1-b1-e7058,development,False
RK-B-d+1-b1-e7067-k7069,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10473,3.0527585817146425,-1.9382231755454924,2024-08-19 15:00:00+00:00,2024-08-19 17:00:00+00:00,2024-08-19 17:00:00+00:00,2024-08-19 17:00:00+00:00,7067,7069,7069,2,0,3.0527585817146425,0.0,3.0,0.0,3.0527585817146425,0.0,2.0527585817146425,0.0005362588009708353,1,9,1,1.10654,1.1053225800591315,1.10473,X-d+1-b1-e7069,development,False
RK-B-d+1-b1-e7090-k7091,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10867,2.0862854768595698,-1.4294454544621156,2024-08-20 14:00:00+00:00,2024-08-20 15:00:00+00:00,2024-08-20 15:00:00+00:00,2024-08-20 15:00:00+00:00,7090,7091,7091,1,0,2.0862854768595698,0.0,2.0,0.0,2.0862854768595698,0.0,1.0862854768595698,0.0005012505435563652,0,21,1,1.10983,1.1092258607412355,1.10867,X-d+1-b1-e7091,development,False
RK-B-d+1-b1-e7116-k7118,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.11295,1.8577874852194851,-2.9089547356418057,2024-08-21 16:00:00+00:00,2024-08-21 18:00:00+00:00,2024-08-21 18:00:00+00:00,2024-08-21 18:00:00+00:00,7116,7118,7118,2,0,1.8577874852194851,0.0,1.0,0.0,1.8577874852194851,0.0,0.8577874852194851,0.0006042192441420949,1,25,1,1.1142,1.1136226690070827,1.11295,X-d+1-b1-e7118,development,False
RK-B-d+1-b1-e7164-k7168,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.11754,1.179911247058277,-11.235761828092977,2024-08-23 16:00:00+00:00,2024-08-23 20:00:00+00:00,2024-08-23 20:00:00+00:00,2024-08-23 20:00:00+00:00,7164,7168,7168,4,0,1.179911247058277,0.0,1.0,0.0,1.179911247058277,0.0,0.1799112470582771,0.001303412954841085,3,46,1,1.11926,1.1189975658122813,1.11754,X-d+1-b1-e7168,development,False
RK-B-d+1-b1-e7356-k7357,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10722,2.342262375355954,-4.502871661050972,2024-09-04 16:00:00+00:00,2024-09-04 17:00:00+00:00,2024-09-04 17:00:00+00:00,2024-09-04 17:00:00+00:00,7356,7357,7357,1,0,2.342262375355954,0.0,2.0,0.0,2.342262375355954,0.0,1.3422623753559542,0.0006742572136053741,0,188,1,1.10897,1.107966802812347,1.10722,X-d+1-b1-e7357,development,False
RK-B-d+1-b1-e7498-k7500,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10486,1.19275535821152,-1.3664243749989549,2024-09-12 18:00:00+00:00,2024-09-12 20:00:00+00:00,2024-09-12 20:00:00+00:00,2024-09-12 20:00:00+00:00,7498,7500,7500,2,0,1.19275535821152,0.0,1.0,0.0,1.19275535821152,0.0,0.19275535821152,0.0005840913943288507,1,141,1,1.10563,1.1055055277231796,1.10486,X-d+1-b1-e7500,development,False
RK-B-d+1-b1-e7503-k7507,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10789,1.2260195639728022,0.6118216424570033,2024-09-12 23:00:00+00:00,2024-09-13 03:00:00+00:00,2024-09-13 03:00:00+00:00,2024-09-13 03:00:00+00:00,7503,7507,7507,4,0,1.2260195639728022,0.0,1.0,0.0,1.2260195639728022,0.0,0.2260195639728022,0.0005961180386327327,4,3,1,1.1087,1.1085506301010177,1.10789,X-d+1-b1-e7507,development,False
RK-B-d+1-b1-e7532-k7534,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.10944,1.7296684791845651,-1.217349423929441,2024-09-16 04:00:00+00:00,2024-09-16 06:00:00+00:00,2024-09-16 06:00:00+00:00,2024-09-16 06:00:00+00:00,7532,7534,7534,2,0,1.7296684791845651,0.0,1.0,0.0,1.7296684791845651,0.0,0.7296684791845651,0.0004948471119992622,1,25,1,1.11039,1.1099891390386643,1.10944,X-d+1-b1-e7534,development,False
RK-B-d+1-b1-e7537-k7539,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.11149,1.2093630311974999,1.5637341787906984,2024-09-16 09:00:00+00:00,2024-09-16 11:00:00+00:00,2024-09-16 11:00:00+00:00,2024-09-16 11:00:00+00:00,7537,7539,7539,2,0,1.2093630311974999,0.0,1.0,0.0,1.2093630311974999,0.0,0.20936303119749988,0.0005800694767431726,1,3,1,1.11227,1.1121349284562776,1.11149,X-d+1-b1-e7539,development,False
RK-B-d+1-b1-e7561-k7563,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.11362,1.4483702557919582,-2.6943694746787723,2024-09-17 09:00:00+00:00,2024-09-17 11:00:00+00:00,2024-09-17 11:00:00+00:00,2024-09-17 11:00:00+00:00,7561,7563,7563,2,0,1.4483702557919582,0.0,1.0,0.0,1.4483702557919582,0.0,0.4483702557919582,0.0005143984835556746,1,22,1,1.11445,1.1141929917996791,1.11362,X-d+1-b1-e7563,development,False
RK-B-d+1-b1-e7693-k7694,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.11662,1.5929194343892388,-1.2086563359284084,2024-09-24 21:00:00+00:00,2024-09-24 22:00:00+00:00,2024-09-24 22:00:00+00:00,2024-09-24 22:00:00+00:00,7693,7694,7694,1,0,1.5929194343892388,0.0,1.0,0.0,1.5929194343892388,0.0,0.5929194343892388,0.0005788123460515453,0,130,1,1.11765,1.1172665005250415,1.11662,X-d+1-b1-e7694,development,False
RK-B-d+1-b1-e8217-k8220,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08108,1.7513644934062171,-2.6178174246212897,2024-10-24 17:00:00+00:00,2024-10-24 20:00:00+00:00,2024-10-24 20:00:00+00:00,2024-10-24 20:00:00+00:00,8217,8220,8220,3,0,1.7513644934062171,0.0,1.0,0.0,1.7513644934062171,0.0,0.7513644934062171,0.0005226392764809244,2,523,1,1.08207,1.0816451625442252,1.08108,X-d+1-b1-e8220,development,False
RK-B-d+1-b1-e8238-k8239,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08289,1.774443745763083,-1.8168511828685725,2024-10-25 14:00:00+00:00,2024-10-25 15:00:00+00:00,2024-10-25 15:00:00+00:00,2024-10-25 15:00:00+00:00,8238,8239,8239,1,0,1.774443745763083,0.0,1.0,0.0,1.774443745763083,0.0,0.7744437457630831,0.0004993812367219898,0,18,1,1.08385,1.0834309099963442,1.08289,X-d+1-b1-e8239,development,False
RK-B-d+1-b1-e8304-k8307,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08241,1.7959956490252502,-1.092334850375535,2024-10-30 08:00:00+00:00,2024-10-30 11:00:00+00:00,2024-10-30 11:00:00+00:00,2024-10-30 11:00:00+00:00,8304,8307,8307,3,0,1.7959956490252502,0.0,1.0,0.0,1.7959956490252502,0.0,0.7959956490252502,0.0005398606369120149,2,65,1,1.08346,1.0829945083143193,1.08241,X-d+1-b1-e8307,development,False
RK-B-d+1-b1-e8311-k8314,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.0849,1.5576210358622542,-4.016144267249269,2024-10-30 15:00:00+00:00,2024-10-30 18:00:00+00:00,2024-10-30 18:00:00+00:00,2024-10-30 18:00:00+00:00,8311,8314,8314,3,0,1.5576210358622542,0.0,1.0,0.0,1.5576210358622542,0.0,0.5576210358622542,0.0008693041665048205,2,4,1,1.08637,1.0858435181329458,1.0849,X-d+1-b1-e8314,development,False
RK-B-d+1-b1-e8331-k8335,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.08692,1.9321404996493863,-1.5166747009388701,2024-10-31 11:00:00+00:00,2024-10-31 15:00:00+00:00,2024-10-31 15:00:00+00:00,2024-10-31 15:00:00+00:00,8331,8335,8335,4,0,1.9321404996493863,0.0,1.0,0.0,1.9321404996493863,0.0,0.9321404996493863,0.0004997390975445139,3,17,1,1.08797,1.0874633121657615,1.08692,X-d+1-b1-e8335,development,False
RK-B-d+1-b1-e8409-k8410,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.09135,1.1349770787964915,-2.567194230330051,2024-11-05 17:00:00+00:00,2024-11-05 18:00:00+00:00,2024-11-05 18:00:00+00:00,2024-11-05 18:00:00+00:00,8409,8410,8410,1,0,1.1349770787964915,0.0,1.0,0.0,1.1349770787964915,0.0,0.13497707879649146,0.0005246055897404327,0,74,1,1.092,1.0919226785124039,1.09135,X-d+1-b1-e8410,development,False
RK-B-d+1-b1-e8787-k8791,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.0528400000000002,3.8878927663807623,-1.361732730650582,2024-11-27 11:00:00+00:00,2024-11-27 15:00:00+00:00,2024-11-27 15:00:00+00:00,2024-11-27 15:00:00+00:00,8787,8791,8791,4,0,3.8878927663807623,0.0,3.0,0.0,3.8878927663807623,0.0,2.8878927663807623,0.001082410944720214,3,377,1,1.05728,1.053980222522383,1.0528400000000002,X-d+1-b1-e8791,development,False
RK-B-d+1-b1-e8932-k8935,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.05372,3.1066001278121416,-1.0718525884841477,2024-12-05 12:00:00+00:00,2024-12-05 15:00:00+00:00,2024-12-05 15:00:00+00:00,2024-12-05 15:00:00+00:00,8932,8935,8935,3,0,3.1066001278121416,0.0,3.0,0.0,3.1066001278121416,0.0,2.1066001278121416,0.0009121056941966582,2,141,1,1.05671,1.0546815424596034,1.05372,X-d+1-b1-e8935,development,False
RK-B-d+1-b1-e8955-k8959,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.05872,2.0815034971833177,-1.4813936999327064,2024-12-06 11:00:00+00:00,2024-12-06 15:00:00+00:00,2024-12-06 15:00:00+00:00,2024-12-06 15:00:00+00:00,8955,8959,8959,4,0,2.0815034971833177,0.0,2.0,0.0,2.0815034971833177,0.0,1.0815034971833177,0.0007798617952651416,3,20,1,1.06044,1.0595459773120957,1.05872,X-d+1-b1-e8959,development,False
RK-B-d+1-b1-e9272-k9274,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.04114,2.1228274835154153,-2.3088815391834885,2024-12-26 16:00:00+00:00,2024-12-26 18:00:00+00:00,2024-12-26 18:00:00+00:00,2024-12-26 18:00:00+00:00,9272,9274,9274,2,0,2.1228274835154153,0.0,2.0,0.0,2.1228274835154153,0.0,1.1228274835154153,0.0004793591751581233,1,313,1,1.0422,1.0416391996500314,1.04114,X-d+1-b1-e9274,development,False
RK-B-d+1-b1-e9290-k9293,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.04231,1.9928395824025997,-1.6198465058844858,2024-12-27 10:00:00+00:00,2024-12-27 13:00:00+00:00,2024-12-27 13:00:00+00:00,2024-12-27 13:00:00+00:00,9290,9293,9293,3,0,1.9928395824025997,0.0,1.0,0.0,1.9928395824025997,0.0,0.9928395824025997,0.00075046519730012,2,16,1,1.04387,1.0430925109666958,1.04231,X-d+1-b1-e9293,development,False
RK-B-d+1-b1-e9314-k9317,RKEY_B,1,1.0,TRAILING50,TRAILING50,1.04387,1.3791120218436714,-5.084936882120308,2024-12-30 10:00:00+00:00,2024-12-30 13:00:00+00:00,2024-12-30 13:00:00+00:00,2024-12-30 13:00:00+00:00,9314,9317,9317,3,0,1.3791120218436714,0.0,1.0,0.0,1.3791120218436714,0.0,0.37911202184367143,0.0006387788926594546,2,21,1,1.04479,1.0445370151375954,1.04387,X-d+1-b1-e9317,development,False
RK-C-d+1-b1-e1939-k1939,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.06452,2.050039935236392,2.050039935236392,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,1939,1939,1939,0,0,2.050039935236392,0.0,2.0,0.0,2.050039935236392,0.0,1.0500399352363918,0.0008835838441003661,1,1939,1,1.06645,1.0654610083423839,1.06452,X-d+1-b1-e1939,development,False
RK-C-d+1-b1-e2151-k2151,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.06641,3.021323857113678,3.021323857113678,2023-11-03 15:00:00+00:00,2023-11-03 15:00:00+00:00,2023-11-03 15:00:00+00:00,2023-11-03 15:00:00+00:00,2151,2151,2151,0,0,3.021323857113678,0.0,3.0,0.0,3.021323857113678,0.0,2.021323857113678,0.0013999037738950937,2,212,1,1.07093,1.0679039168094364,1.06641,X-d+1-b1-e2151,development,False
RK-C-d+1-b1-e2829-k2829,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.0801000000000003,3.6424713026966775,3.6424713026966775,2023-12-13 21:00:00+00:00,2023-12-13 21:00:00+00:00,2023-12-13 21:00:00+00:00,2023-12-13 21:00:00+00:00,2829,2829,2829,0,0,3.6424713026966775,0.0,3.0,0.0,3.6424713026966775,0.0,2.6424713026966775,0.0021848490275423087,2,678,1,1.08873,1.082462435277088,1.0801000000000003,X-d+1-b1-e2829,development,False
RK-C-d+1-b1-e4717-k4717,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.07893,3.9352476760826054,3.9352476760826054,2024-04-03 17:00:00+00:00,2024-04-03 17:00:00+00:00,2024-04-03 17:00:00+00:00,2024-04-03 17:00:00+00:00,4717,4717,4717,0,0,3.9352476760826054,0.0,3.0,0.0,3.9352476760826054,0.0,2.9352476760826054,0.0007901300407153983,0,1888,1,1.08229,1.0797828318845057,1.07893,X-d+1-b1-e4717,development,False
RK-C-d+1-b1-e5915-k5915,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.07683,4.102140311809301,4.102140311809301,2024-06-12 15:00:00+00:00,2024-06-12 15:00:00+00:00,2024-06-12 15:00:00+00:00,2024-06-12 15:00:00+00:00,5915,5915,5915,0,0,4.102140311809301,0.0,4.0,0.0,4.102140311809301,0.0,3.1021403118093014,0.0013094935344251895,0,1198,1,1.08263,1.0782410255854833,1.07683,X-d+1-b1-e5915,development,False
RK-C-d+1-b1-e6212-k6212,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.07205,2.008489182755454,2.008489182755454,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,6212,6212,6212,0,0,2.008489182755454,0.0,2.0,0.0,2.008489182755454,0.0,1.0084891827554539,0.0008306272493806717,3,297,1,1.07384,1.0729408438710764,1.07205,X-d+1-b1-e6212,development,False
RK-C-d+1-b1-e6511-k6511,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.09171,2.9770782916157996,2.9770782916157996,2024-07-17 11:00:00+00:00,2024-07-17 11:00:00+00:00,2024-07-17 11:00:00+00:00,2024-07-17 11:00:00+00:00,6511,6511,6511,0,0,2.9770782916157996,0.0,2.0,0.0,2.9770782916157996,0.0,1.9770782916157996,0.0007591167504759347,1,299,1,1.09418,1.0925390499807135,1.09171,X-d+1-b1-e6511,development,False
RK-C-d+1-b1-e6803-k6803,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.08429,3.495648672090729,3.495648672090729,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,2024-08-02 15:00:00+00:00,6803,6803,6803,0,0,3.495648672090729,0.0,3.0,0.0,3.495648672090729,0.0,2.495648672090729,0.0012662234111966552,1,292,1,1.0891,1.0856638229823812,1.08429,X-d+1-b1-e6803,development,False
RK-C-d+1-b1-e7091-k7091,RKEY_C,1,1.0,TRAILING50,TRAILING50,1.10867,2.0862854768595698,2.0862854768595698,2024-08-20 15:00:00+00:00,2024-08-20 15:00:00+00:00,2024-08-20 15:00:00+00:00,2024-08-20 15:00:00+00:00,7091,7091,7091,0,0,2.0862854768595698,0.0,2.0,0.0,2.0862854768595698,0.0,1.0862854768595698,0.0005012505435563652,4,288,1,1.10983,1.1092258607412355,1.10867,X-d+1-b1-e7091,development,False
RK-A-d+1-b2-e111-k111,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.08951,2.354308930928575,2.354308930928575,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,111,111,111,0,0,2.354308930928575,0.0,2.0,0.0,2.354308930928575,0.0,0.3543089309285752,0.0006544553007808643,2,111,1,1.09119,1.090937004896692,1.08951,X-d+1-b2-e111,development,False
RK-A-d+1-b2-e113-k113,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.09163,3.3418048996526295,3.3418048996526295,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,113,113,113,0,0,3.3418048996526295,0.0,3.0,0.0,3.3418048996526295,0.0,1.3418048996526295,0.0008923050932451024,1,2,1,1.09489,1.0935798733823268,1.09163,X-d+1-b2-e113,development,False
RK-A-d+1-b2-e138-k138,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.09746,2.083847445325463,2.083847445325463,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,138,138,138,0,0,2.083847445325463,0.0,2.0,0.0,2.083847445325463,0.0,0.08384744532546318,0.0006598173369218383,2,25,1,1.09897,1.0989092022676297,1.09746,X-d+1-b2-e138,development,False
RK-A-d+1-b2-e208-k208,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.11795,2.0578527694894024,2.0578527694894024,2023-07-13 16:00:00+00:00,2023-07-13 16:00:00+00:00,2023-07-13 16:00:00+00:00,2023-07-13 16:00:00+00:00,208,208,208,0,0,2.0578527694894024,0.0,2.0,0.0,2.0578527694894024,0.0,0.057852769489402434,0.0006342095013065191,23,70,1,1.11941,1.1193689287318134,1.11795,X-d+1-b2-e208,development,False
RK-A-d+1-b2-e1023-k1023,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.08902,2.458193036667033,2.458193036667033,2023-08-30 15:00:00+00:00,2023-08-30 15:00:00+00:00,2023-08-30 15:00:00+00:00,2023-08-30 15:00:00+00:00,1023,1023,1023,0,0,2.458193036667033,0.0,2.0,0.0,2.458193036667033,0.0,0.45819303666703304,0.0011526334803260564,7,815,1,1.09211,1.0915333777157326,1.08902,X-d+1-b2-e1023,development,False
RK-A-d+1-b2-e1338-k1338,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.06749,2.704417170063306,2.704417170063306,2023-09-18 18:00:00+00:00,2023-09-18 18:00:00+00:00,2023-09-18 18:00:00+00:00,2023-09-18 18:00:00+00:00,1338,1338,1338,0,0,2.704417170063306,0.0,2.0,0.0,2.704417170063306,0.0,0.704417170063306,0.0006540939415680079,1,315,1,1.06938,1.068887391309272,1.06749,X-d+1-b2-e1338,development,False
RK-A-d+1-b2-e1387-k1387,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.07195,2.281517942753113,2.281517942753113,2023-09-20 19:00:00+00:00,2023-09-20 19:00:00+00:00,2023-09-20 19:00:00+00:00,2023-09-20 19:00:00+00:00,1387,1387,1387,0,0,2.281517942753113,0.0,2.0,0.0,2.281517942753113,0.0,0.2815179427531129,0.0006373975062675323,3,49,1,1.07351,1.0733173878981446,1.07195,X-d+1-b2-e1387,development,False
RK-A-d+1-b2-e1937-k1937,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.06096,2.3786188999381777,2.3786188999381777,2023-10-23 17:00:00+00:00,2023-10-23 17:00:00+00:00,2023-10-23 17:00:00+00:00,2023-10-23 17:00:00+00:00,1937,1937,1937,0,0,2.3786188999381777,0.0,2.0,0.0,2.3786188999381777,0.0,0.37861889993817766,0.0007522135301889522,7,550,1,1.06286,1.0625573381720923,1.06096,X-d+1-b2-e1937,development,False
RK-A-d+1-b2-e1939-k1939,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.06452,2.050039935236392,2.050039935236392,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,2023-10-23 19:00:00+00:00,1939,1939,1939,0,0,2.050039935236392,0.0,2.0,0.0,2.050039935236392,0.0,0.05003993523639183,0.0008835838441003661,1,2,1,1.06645,1.0664028485119765,1.06452,X-d+1-b2-e1939,development,False
RK-A-d+1-b2-e2075-k2075,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.06211,2.8572639820988273,2.8572639820988273,2023-10-31 11:00:00+00:00,2023-10-31 11:00:00+00:00,2023-10-31 11:00:00+00:00,2023-10-31 11:00:00+00:00,2075,2075,2075,0,0,2.8572639820988273,0.0,2.0,0.0,2.8572639820988273,0.0,0.8572639820988273,0.0007965282883917414,2,136,1,1.06453,1.0638033497636372,1.06211,X-d+1-b2-e2075,development,False
RK-A-d+1-b2-e2319-k2319,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.07215,4.280851029961081,4.280851029961081,2023-11-14 15:00:00+00:00,2023-11-14 15:00:00+00:00,2023-11-14 15:00:00+00:00,2023-11-14 15:00:00+00:00,2319,2319,2319,0,0,4.280851029961081,0.0,4.0,0.0,4.280851029961081,0.0,2.280851029961081,0.0014725649199556375,19,244,1,1.07893,1.0753122753278337,1.07215,X-d+1-b2-e2319,development,False
RK-A-d+1-b2-e2562-k2562,RKEY_A,1,2.0,TRAILING50,TRAILING50,1.09808,2.8594411620451625,2.8594411620451625,2023-11-28 18:00:00+00:00,2023-11-28 18:00:00+00:00,2023-11-28 18:00:00+00:00,2023-11-28 18:00:00+00:00,2562,2562,2562,0,0,2.8594411620451625,0.0,2.0,0.0,2.8594411620451625,0.0,0.8594411620451625,0.000773056138725874,8,243,1,1.10051,1.0997790681061905,1.09808,X-d+1-b2-e2562,development,False
