variant,boundary,n_2023H2,p_cont_2023H2,delta_2023H2,delta_2023H2_lo,delta_2023H2_hi,n_2024H1,p_cont_2024H1,delta_2024H1,delta_2024H1_lo,delta_2024H1_hi,n_2024H2,p_cont_2024H2,delta_2024H2,delta_2024H2_lo,delta_2024H2_hi,n_conf,p_cont_conf,delta_conf,delta_conf_lo,delta_conf_hi,dev_block_class
RKEY_A,1.0,80,0.575,0.5209459459459459,0.40439189189189184,0.6354729729729729,59,0.4915254237288136,0.450984883188273,0.31539166284929,0.5831424644983967,76,0.5921052631578947,0.5459514170040485,0.4230769230769231,0.6644281376518215,167,0.5988023952095808,0.5868263473053892,0.5149700598802395,0.6646706586826346,STABLE
RKEY_B,1.0,89,0.6067415730337079,0.3567415730337079,0.17882334581772782,0.5246566791510612,70,0.5714285714285714,0.3609022556390977,0.14048872180451136,0.561654135338346,87,0.5862068965517241,0.475095785440613,0.31800766283524906,0.6156449553001274,170,0.6,0.3288135593220339,0.19180707876370887,0.4547532402791625,STABLE
RKEY_C,1.0,6,0.8333333333333334,0.5668973471741638,0.21617647058823528,0.7716262975778547,9,0.5555555555555556,0.3244798583444002,-0.012837538733953102,0.6498450641876936,5,1.0,0.7450980392156863,0.6992647058823529,0.7908496732026143,12,0.75,0.4784991568296796,0.21163575042158517,0.7032462057335579,STABLE
RKEY_A,2.0,30,0.6333333333333333,0.6333333333333333,0.43333333333333335,0.8,33,0.42424242424242425,0.39792663476874,0.2200956937799043,0.5757575757575758,30,0.43333333333333335,0.3962962962962963,0.1962962962962963,0.5925925925925926,71,0.5633802816901409,0.5352112676056339,0.4084507042253521,0.6619718309859155,STABLE
RKEY_B,2.0,33,0.6363636363636364,0.5059288537549407,0.3194993412384717,0.6923583662714098,35,0.5142857142857142,0.4291793313069908,0.23706686930091184,0.6073100303951366,33,0.48484848484848486,0.3575757575757576,0.16348484848484848,0.5393939393939393,70,0.5571428571428572,0.36623376623376624,0.2311688311688312,0.5051948051948052,STABLE
RKEY_C,2.0,2,1.0,0.825,0.75,0.8916666666666666,0,,,,,1,1.0,0.8560606060606061,0.7954545454545454,0.9090909090909091,0,,,,,STABLE
