cell,age_band,n_days,clock,p_by_1d,p_by_2d,p_by_3d,p_by_5d,p_by_7d,p_by_10d,p_by_14d,p_by_21d,p_by_30d
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,ARRIVAL_band_up,0.0,0.9112903225806451,0.967741935483871,1.0,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,ARRIVAL_multi_up,0.0,0.47580645161290325,0.6290322580645161,0.7580645161290323,0.8709677419354839,0.9516129032258065,0.9919354838709677,0.9919354838709677,1.0
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,ARRIVAL_coord_dn,0.0,0.8870967741935484,0.9758064516129032,1.0,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,STATE_EXIT,0.04105571847507331,0.07917888563049853,0.11730205278592376,0.187683284457478,0.24633431085043989,0.3255131964809384,0.4310850439882698,0.6041055718475073,0.7653958944281525
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,REENTRY,0.1378299120234604,0.16129032258064516,0.17888563049853373,0.20821114369501467,0.2404692082111437,0.28152492668621704,0.30498533724340177,0.36363636363636365,0.4398826979472141
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,PROPAGATION,0.7155425219941349,0.782991202346041,0.8123167155425219,0.8563049853372434,0.8973607038123167,0.9296187683284457,0.9442815249266863,0.9442815249266863,0.9442815249266863
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,RANK_RECRUITMENT,0.5161290322580645,0.6627565982404692,0.7419354838709677,0.841642228739003,0.9149560117302052,0.9794721407624634,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,ARRIVAL_isol_dn,0.0,0.41055718475073316,0.6304985337243402,0.8299120234604106,0.9149560117302052,0.9824046920821115,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,ARRIVAL_band_up,0.0,0.9237536656891495,0.9794721407624634,0.9970674486803519,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,ARRIVAL_multi_up,0.0,0.49266862170087977,0.6862170087976539,0.844574780058651,0.8914956011730205,0.9237536656891495,0.9442815249266863,0.9853372434017595,1.0
HIGH_BREADTH_HIGH_DISP,AGE_15_PLUS,341,ARRIVAL_coord_dn,0.0,0.7917888563049853,0.9032258064516129,0.9530791788856305,0.9794721407624634,1.0,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_1,83,STATE_EXIT,0.3253012048192771,0.5301204819277109,0.5903614457831325,0.7469879518072289,0.8674698795180723,0.9518072289156626,0.9879518072289156,0.9879518072289156,1.0
HIGH_BREADTH_LOW_DISP,AGE_1,83,REENTRY,0.3855421686746988,0.5180722891566265,0.5662650602409639,0.6385542168674698,0.6626506024096386,0.7228915662650602,0.7469879518072289,0.7590361445783133,0.7831325301204819
HIGH_BREADTH_LOW_DISP,AGE_1,83,PROPAGATION,0.1686746987951807,0.1927710843373494,0.1927710843373494,0.25301204819277107,0.3253012048192771,0.37349397590361444,0.42168674698795183,0.4939759036144578,0.5783132530120482
HIGH_BREADTH_LOW_DISP,AGE_1,83,RANK_RECRUITMENT,0.5662650602409639,0.6746987951807228,0.7831325301204819,0.8795180722891566,0.9397590361445783,0.963855421686747,0.9879518072289156,0.9879518072289156,0.9879518072289156
HIGH_BREADTH_LOW_DISP,AGE_1,83,ARRIVAL_isol_dn,0.0,0.4939759036144578,0.6626506024096386,0.8313253012048193,0.891566265060241,0.9518072289156626,0.9759036144578314,0.963855421686747,0.963855421686747
HIGH_BREADTH_LOW_DISP,AGE_1,83,ARRIVAL_band_up,0.0,0.963855421686747,0.9879518072289156,1.0,0.9879518072289156,0.9759036144578314,0.9759036144578314,0.963855421686747,0.963855421686747
HIGH_BREADTH_LOW_DISP,AGE_1,83,ARRIVAL_multi_up,0.0,0.1686746987951807,0.26506024096385544,0.4578313253012048,0.6024096385542169,0.6867469879518072,0.8554216867469879,0.9397590361445783,0.9518072289156626
HIGH_BREADTH_LOW_DISP,AGE_1,83,ARRIVAL_coord_dn,0.0,0.8313253012048193,0.9518072289156626,1.0,0.9879518072289156,0.9759036144578314,0.9759036144578314,0.963855421686747,0.963855421686747
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,STATE_EXIT,0.23157894736842105,0.35789473684210527,0.49473684210526314,0.7052631578947368,0.8736842105263158,0.9368421052631579,0.9789473684210527,0.9789473684210527,1.0
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,REENTRY,0.45263157894736844,0.5578947368421052,0.5789473684210527,0.6,0.6736842105263158,0.6842105263157895,0.7157894736842105,0.7368421052631579,0.7473684210526316
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,PROPAGATION,0.2,0.24210526315789474,0.2736842105263158,0.3684210526315789,0.3894736842105263,0.42105263157894735,0.4421052631578947,0.5052631578947369,0.5368421052631579
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,RANK_RECRUITMENT,0.5684210526315789,0.6842105263157895,0.7578947368421053,0.8631578947368421,0.9052631578947369,0.9052631578947369,0.9578947368421052,0.9789473684210527,0.9894736842105263
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,ARRIVAL_isol_dn,0.0,0.3263157894736842,0.5473684210526316,0.7894736842105263,0.8421052631578947,0.9263157894736842,0.9894736842105263,0.968421052631579,0.968421052631579
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,ARRIVAL_band_up,0.0,0.9473684210526315,1.0,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.968421052631579,0.968421052631579
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,ARRIVAL_multi_up,0.0,0.24210526315789474,0.3368421052631579,0.49473684210526314,0.5894736842105263,0.7473684210526316,0.8736842105263158,0.9473684210526315,0.968421052631579
HIGH_BREADTH_LOW_DISP,AGE_2_3,95,ARRIVAL_coord_dn,0.0,0.8736842105263158,0.9789473684210527,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.9894736842105263,0.968421052631579,0.968421052631579
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,STATE_EXIT,0.23232323232323232,0.43434343434343436,0.5959595959595959,0.8080808080808081,0.8787878787878788,0.9494949494949495,0.9595959595959596,0.9595959595959596,1.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,REENTRY,0.41414141414141414,0.5050505050505051,0.5555555555555556,0.6262626262626263,0.6464646464646465,0.6767676767676768,0.7070707070707071,0.7676767676767676,0.7676767676767676
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,PROPAGATION,0.2222222222222222,0.2828282828282828,0.32323232323232326,0.3838383838383838,0.40404040404040403,0.45454545454545453,0.5151515151515151,0.5252525252525253,0.5454545454545454
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,RANK_RECRUITMENT,0.40404040404040403,0.5656565656565656,0.6767676767676768,0.7676767676767676,0.8686868686868687,0.9494949494949495,0.9494949494949495,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,ARRIVAL_isol_dn,0.0,0.37373737373737376,0.5454545454545454,0.7373737373737373,0.8888888888888888,0.9696969696969697,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,ARRIVAL_band_up,0.0,0.9595959595959596,0.98989898989899,1.0,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,ARRIVAL_multi_up,0.0,0.23232323232323232,0.31313131313131315,0.41414141414141414,0.5858585858585859,0.7878787878787878,0.9090909090909091,0.9494949494949495,1.0
HIGH_BREADTH_LOW_DISP,AGE_4_7,99,ARRIVAL_coord_dn,0.0,0.8686868686868687,0.9797979797979798,1.0,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,STATE_EXIT,0.2857142857142857,0.45714285714285713,0.5714285714285714,0.7142857142857143,0.8,0.8,0.8,0.9714285714285714,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,REENTRY,0.2,0.2857142857142857,0.37142857142857144,0.5714285714285714,0.6285714285714286,0.6285714285714286,0.6571428571428571,0.6571428571428571,0.6571428571428571
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,PROPAGATION,0.2857142857142857,0.34285714285714286,0.4,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,RANK_RECRUITMENT,0.37142857142857144,0.5714285714285714,0.7142857142857143,0.8857142857142857,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,ARRIVAL_isol_dn,0.0,0.2857142857142857,0.45714285714285713,0.7428571428571429,0.8857142857142857,0.9428571428571428,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,ARRIVAL_band_up,0.0,0.9142857142857143,0.9714285714285714,1.0,1.0,1.0,1.0,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,ARRIVAL_multi_up,0.0,0.2,0.34285714285714286,0.4857142857142857,0.5714285714285714,0.6857142857142857,0.7428571428571429,1.0,1.0
HIGH_BREADTH_LOW_DISP,AGE_8_14,35,ARRIVAL_coord_dn,0.0,0.8857142857142857,0.9714285714285714,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_1,66,STATE_EXIT,0.4696969696969697,0.6818181818181818,0.7575757575757576,0.7878787878787878,0.8181818181818182,0.8787878787878788,0.9242424242424242,0.9696969696969697,1.0
LOW_BREADTH_HIGH_DISP,AGE_1,66,REENTRY,0.24242424242424243,0.30303030303030304,0.36363636363636365,0.4393939393939394,0.5454545454545454,0.6060606060606061,0.6212121212121212,0.696969696969697,0.803030303030303
LOW_BREADTH_HIGH_DISP,AGE_1,66,PROPAGATION,0.045454545454545456,0.10606060606060606,0.15151515151515152,0.18181818181818182,0.18181818181818182,0.22727272727272727,0.25757575757575757,0.3181818181818182,0.4696969696969697
LOW_BREADTH_HIGH_DISP,AGE_1,66,RANK_RECRUITMENT,0.4696969696969697,0.6515151515151515,0.7121212121212122,0.7878787878787878,0.8333333333333334,0.8939393939393939,0.9545454545454546,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_1,66,ARRIVAL_isol_dn,0.0,0.3787878787878788,0.6060606060606061,0.803030303030303,0.8484848484848485,0.9393939393939394,0.9545454545454546,0.9696969696969697,0.9696969696969697
LOW_BREADTH_HIGH_DISP,AGE_1,66,ARRIVAL_band_up,0.0,0.9090909090909091,0.9848484848484849,1.0,1.0,0.9848484848484849,0.9696969696969697,0.9696969696969697,0.9696969696969697
LOW_BREADTH_HIGH_DISP,AGE_1,66,ARRIVAL_multi_up,0.0,0.2727272727272727,0.3787878787878788,0.5606060606060606,0.7272727272727273,0.8181818181818182,0.8939393939393939,0.9393939393939394,0.9545454545454546
LOW_BREADTH_HIGH_DISP,AGE_1,66,ARRIVAL_coord_dn,0.0,0.8939393939393939,0.9696969696969697,1.0,1.0,0.9848484848484849,0.9696969696969697,0.9696969696969697,0.9696969696969697
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,STATE_EXIT,0.3392857142857143,0.44642857142857145,0.48214285714285715,0.5535714285714286,0.625,0.7321428571428571,0.8392857142857143,0.9464285714285714,1.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,REENTRY,0.19642857142857142,0.26785714285714285,0.2857142857142857,0.375,0.44642857142857145,0.48214285714285715,0.5535714285714286,0.6607142857142857,0.7678571428571429
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,PROPAGATION,0.10714285714285714,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.21428571428571427,0.23214285714285715,0.30357142857142855,0.35714285714285715,0.44642857142857145
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,RANK_RECRUITMENT,0.4107142857142857,0.5535714285714286,0.625,0.7857142857142857,0.8214285714285714,0.9285714285714286,0.9821428571428571,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,ARRIVAL_isol_dn,0.0,0.5178571428571429,0.6964285714285714,0.8214285714285714,0.8928571428571429,0.9464285714285714,0.9821428571428571,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,ARRIVAL_band_up,0.0,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,ARRIVAL_multi_up,0.0,0.16071428571428573,0.32142857142857145,0.5178571428571429,0.6785714285714286,0.7678571428571429,0.8571428571428571,0.9464285714285714,1.0
LOW_BREADTH_HIGH_DISP,AGE_2_3,56,ARRIVAL_coord_dn,0.0,0.7678571428571429,0.9642857142857143,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,STATE_EXIT,0.06896551724137931,0.13793103448275862,0.20689655172413793,0.3620689655172414,0.5,0.6551724137931034,0.7758620689655172,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,REENTRY,0.06896551724137931,0.13793103448275862,0.1896551724137931,0.27586206896551724,0.27586206896551724,0.3275862068965517,0.5172413793103449,0.6379310344827587,0.7241379310344828
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,PROPAGATION,0.06896551724137931,0.08620689655172414,0.10344827586206896,0.1724137931034483,0.1896551724137931,0.2413793103448276,0.27586206896551724,0.3448275862068966,0.39655172413793105
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,RANK_RECRUITMENT,0.3793103448275862,0.4482758620689655,0.5,0.6551724137931034,0.8793103448275862,0.9482758620689655,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,ARRIVAL_isol_dn,0.0,0.46551724137931033,0.6551724137931034,0.7758620689655172,0.8793103448275862,0.9827586206896551,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,ARRIVAL_band_up,0.0,0.9482758620689655,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,ARRIVAL_multi_up,0.0,0.1724137931034483,0.27586206896551724,0.43103448275862066,0.5862068965517241,0.6551724137931034,0.8793103448275862,0.9482758620689655,1.0
LOW_BREADTH_HIGH_DISP,AGE_4_7,58,ARRIVAL_coord_dn,0.0,0.7586206896551724,0.9137931034482759,0.9827586206896551,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,STATE_EXIT,0.11290322580645161,0.20967741935483872,0.3064516129032258,0.45161290322580644,0.5645161290322581,0.7096774193548387,0.9193548387096774,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,REENTRY,0.0967741935483871,0.14516129032258066,0.1774193548387097,0.25806451612903225,0.3548387096774194,0.4838709677419355,0.5806451612903226,0.6612903225806451,0.6612903225806451
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,PROPAGATION,0.08064516129032258,0.0967741935483871,0.11290322580645161,0.14516129032258066,0.1774193548387097,0.1774193548387097,0.1774193548387097,0.22580645161290322,0.3225806451612903
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,RANK_RECRUITMENT,0.5161290322580645,0.6290322580645161,0.7096774193548387,0.8548387096774194,0.8870967741935484,0.9193548387096774,0.9354838709677419,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,ARRIVAL_isol_dn,0.0,0.3387096774193548,0.5161290322580645,0.8387096774193549,0.967741935483871,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,ARRIVAL_band_up,0.0,0.9516129032258065,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,ARRIVAL_multi_up,0.0,0.16129032258064516,0.2903225806451613,0.5161290322580645,0.5967741935483871,0.8225806451612904,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_8_14,62,ARRIVAL_coord_dn,0.0,0.7903225806451613,0.8709677419354839,0.9838709677419355,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,STATE_EXIT,0.15625,0.3125,0.4375,0.65625,0.84375,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,REENTRY,0.34375,0.4375,0.5,0.53125,0.53125,0.53125,0.53125,0.53125,0.78125
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,PROPAGATION,0.125,0.15625,0.1875,0.21875,0.21875,0.21875,0.34375,0.53125,0.5625
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,RANK_RECRUITMENT,0.4375,0.625,0.78125,0.90625,0.96875,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,ARRIVAL_isol_dn,0.0,0.40625,0.6875,0.9375,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,ARRIVAL_band_up,0.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,ARRIVAL_multi_up,0.0,0.34375,0.5625,0.6875,0.84375,0.9375,0.96875,1.0,1.0
LOW_BREADTH_HIGH_DISP,AGE_15_PLUS,32,ARRIVAL_coord_dn,0.0,0.84375,0.9375,0.96875,0.96875,1.0,1.0,1.0,1.0
LOW_BREADTH_LOW_DISP,AGE_1,103,STATE_EXIT,0.39805825242718446,0.5339805825242718,0.6116504854368932,0.6699029126213593,0.7184466019417476,0.7766990291262136,0.7961165048543689,0.8640776699029126,0.9320388349514563
LOW_BREADTH_LOW_DISP,AGE_1,103,REENTRY,0.27184466019417475,0.33980582524271846,0.4077669902912621,0.47572815533980584,0.5242718446601942,0.6213592233009708,0.6504854368932039,0.7184466019417476,0.8058252427184466
LOW_BREADTH_LOW_DISP,AGE_1,103,PROPAGATION,0.0970873786407767,0.10679611650485436,0.1650485436893204,0.21359223300970873,0.23300970873786409,0.2912621359223301,0.34951456310679613,0.42718446601941745,0.5339805825242718
LOW_BREADTH_LOW_DISP,AGE_1,103,RANK_RECRUITMENT,0.5145631067961165,0.6601941747572816,0.7475728155339806,0.8543689320388349,0.8932038834951457,0.9223300970873787,0.9611650485436893,0.9805825242718447,0.9902912621359223
LOW_BREADTH_LOW_DISP,AGE_1,103,ARRIVAL_isol_dn,0.0,0.30097087378640774,0.5145631067961165,0.7572815533980582,0.8932038834951457,0.9514563106796117,0.970873786407767,0.970873786407767,0.9611650485436893
LOW_BREADTH_LOW_DISP,AGE_1,103,ARRIVAL_band_up,0.0,0.9514563106796117,0.9611650485436893,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.9805825242718447,0.970873786407767,0.9611650485436893
LOW_BREADTH_LOW_DISP,AGE_1,103,ARRIVAL_multi_up,0.0,0.20388349514563106,0.32038834951456313,0.47572815533980584,0.6601941747572816,0.7961165048543689,0.8737864077669902,0.941747572815534,0.9611650485436893
LOW_BREADTH_LOW_DISP,AGE_1,103,ARRIVAL_coord_dn,0.0,0.8932038834951457,0.9805825242718447,0.9805825242718447,0.9805825242718447,0.9902912621359223,0.9805825242718447,0.970873786407767,0.9611650485436893
LOW_BREADTH_LOW_DISP,AGE_2_3,110,STATE_EXIT,0.2,0.3,0.35454545454545455,0.44545454545454544,0.5363636363636364,0.5818181818181818,0.6727272727272727,0.7818181818181819,0.8818181818181818
LOW_BREADTH_LOW_DISP,AGE_2_3,110,REENTRY,0.22727272727272727,0.3,0.35454545454545455,0.38181818181818183,0.44545454545454544,0.5,0.5454545454545454,0.6636363636363637,0.7727272727272727
LOW_BREADTH_LOW_DISP,AGE_2_3,110,PROPAGATION,0.06363636363636363,0.09090909090909091,0.10909090909090909,0.12727272727272726,0.13636363636363635,0.16363636363636364,0.23636363636363636,0.3,0.4727272727272727
LOW_BREADTH_LOW_DISP,AGE_2_3,110,RANK_RECRUITMENT,0.4909090909090909,0.6545454545454545,0.7545454545454545,0.8090909090909091,0.8727272727272727,0.9272727272727272,0.9636363636363636,0.9636363636363636,0.9818181818181818
LOW_BREADTH_LOW_DISP,AGE_2_3,110,ARRIVAL_isol_dn,0.0,0.3090909090909091,0.5181818181818182,0.7818181818181819,0.8454545454545455,0.9272727272727272,0.9636363636363636,0.9636363636363636,0.9545454545454546
LOW_BREADTH_LOW_DISP,AGE_2_3,110,ARRIVAL_band_up,0.0,0.8818181818181818,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9818181818181818,0.9727272727272728,0.9636363636363636,0.9545454545454546
LOW_BREADTH_LOW_DISP,AGE_2_3,110,ARRIVAL_multi_up,0.0,0.16363636363636364,0.2727272727272727,0.5272727272727272,0.6181818181818182,0.7454545454545455,0.8,0.9181818181818182,0.9545454545454546
LOW_BREADTH_LOW_DISP,AGE_2_3,110,ARRIVAL_coord_dn,0.0,0.8363636363636363,0.9363636363636364,0.9636363636363636,0.9818181818181818,0.9818181818181818,0.9727272727272728,0.9636363636363636,0.9545454545454546
LOW_BREADTH_LOW_DISP,AGE_4_7,143,STATE_EXIT,0.07692307692307693,0.15384615384615385,0.21678321678321677,0.32167832167832167,0.36363636363636365,0.44755244755244755,0.5734265734265734,0.6713286713286714,0.8881118881118881
