cell,age_band,n_days,clock,p_by_1d,p_by_2d,p_by_3d,p_by_5d,p_by_7d,p_by_10d,p_by_14d,p_by_21d,p_by_30d
HIGH_BREADTH_HIGH_DISP,AGE_1,79,STATE_EXIT,0.26582278481012656,0.45569620253164556,0.5189873417721519,0.620253164556962,0.6835443037974683,0.759493670886076,0.810126582278481,0.8734177215189873,0.8734177215189873
HIGH_BREADTH_HIGH_DISP,AGE_1,79,REENTRY,0.4936708860759494,0.569620253164557,0.5949367088607594,0.6582278481012658,0.6962025316455697,0.7215189873417721,0.7341772151898734,0.7468354430379747,0.759493670886076
HIGH_BREADTH_HIGH_DISP,AGE_1,79,PROPAGATION,0.26582278481012656,0.31645569620253167,0.3291139240506329,0.4050632911392405,0.4430379746835443,0.4810126582278481,0.5316455696202531,0.5569620253164557,0.6708860759493671
HIGH_BREADTH_HIGH_DISP,AGE_1,79,RANK_RECRUITMENT,0.45569620253164556,0.5949367088607594,0.6835443037974683,0.7974683544303798,0.8227848101265823,0.8734177215189873,0.9240506329113924,0.9746835443037974,0.9746835443037974
HIGH_BREADTH_HIGH_DISP,AGE_1,79,ARRIVAL_isol_dn,0.0,0.24050632911392406,0.4050632911392405,0.7215189873417721,0.810126582278481,0.8860759493670886,0.9367088607594937,0.9620253164556962,0.9620253164556962
HIGH_BREADTH_HIGH_DISP,AGE_1,79,ARRIVAL_band_up,0.0,0.9240506329113924,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962
HIGH_BREADTH_HIGH_DISP,AGE_1,79,ARRIVAL_multi_up,0.0,0.26582278481012656,0.45569620253164556,0.620253164556962,0.7721518987341772,0.8481012658227848,0.9113924050632911,0.9620253164556962,0.9620253164556962
HIGH_BREADTH_HIGH_DISP,AGE_1,79,ARRIVAL_coord_dn,0.0,0.9367088607594937,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.9620253164556962,0.9620253164556962,0.9620253164556962,0.9620253164556962
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,STATE_EXIT,0.19801980198019803,0.2871287128712871,0.36633663366336633,0.48514851485148514,0.5841584158415841,0.7029702970297029,0.7227722772277227,0.801980198019802,0.8217821782178217
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,REENTRY,0.46534653465346537,0.5742574257425742,0.6237623762376238,0.6435643564356436,0.6633663366336634,0.6732673267326733,0.6831683168316832,0.7128712871287128,0.7128712871287128
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,PROPAGATION,0.297029702970297,0.3465346534653465,0.39603960396039606,0.42574257425742573,0.48514851485148514,0.5346534653465347,0.5742574257425742,0.6534653465346535,0.7524752475247525
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,RANK_RECRUITMENT,0.4752475247524752,0.6336633663366337,0.7128712871287128,0.7623762376237624,0.8514851485148515,0.8712871287128713,0.9405940594059405,0.9702970297029703,0.9702970297029703
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,ARRIVAL_isol_dn,0.0,0.32673267326732675,0.5445544554455446,0.7227722772277227,0.7920792079207921,0.8910891089108911,0.9603960396039604,0.9702970297029703,0.9702970297029703
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,ARRIVAL_band_up,0.0,0.9108910891089109,0.9504950495049505,0.9603960396039604,0.9504950495049505,0.9603960396039604,0.9702970297029703,0.9702970297029703,0.9702970297029703
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,ARRIVAL_multi_up,0.0,0.43564356435643564,0.594059405940594,0.7029702970297029,0.7623762376237624,0.8613861386138614,0.9603960396039604,0.9702970297029703,0.9702970297029703
HIGH_BREADTH_HIGH_DISP,AGE_2_3,101,ARRIVAL_coord_dn,0.0,0.8118811881188119,0.9405940594059405,0.9603960396039604,0.9504950495049505,0.9603960396039604,0.9702970297029703,0.9702970297029703,0.9702970297029703
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,STATE_EXIT,0.104,0.2,0.28,0.424,0.52,0.568,0.648,0.712,0.76
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,REENTRY,0.456,0.496,0.504,0.52,0.536,0.552,0.608,0.672,0.672
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,PROPAGATION,0.36,0.4,0.432,0.488,0.544,0.624,0.64,0.8,0.856
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,RANK_RECRUITMENT,0.32,0.488,0.584,0.728,0.808,0.904,0.952,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,ARRIVAL_isol_dn,0.0,0.336,0.544,0.76,0.88,0.952,0.968,0.976,1.0
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,ARRIVAL_band_up,0.0,0.928,0.96,0.968,0.984,1.0,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,ARRIVAL_multi_up,0.0,0.408,0.592,0.744,0.8,0.904,0.952,0.968,0.992
HIGH_BREADTH_HIGH_DISP,AGE_4_7,125,ARRIVAL_coord_dn,0.0,0.896,0.968,0.968,0.984,1.0,1.0,1.0,1.0
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,STATE_EXIT,0.08064516129032258,0.14516129032258066,0.1935483870967742,0.25806451612903225,0.3225806451612903,0.4274193548387097,0.49193548387096775,0.5241935483870968,0.6693548387096774
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,REENTRY,0.43548387096774194,0.47580645161290325,0.47580645161290325,0.5080645161290323,0.5241935483870968,0.5806451612903226,0.6209677419354839,0.6290322580645161,0.6532258064516129
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,PROPAGATION,0.3790322580645161,0.45161290322580644,0.5080645161290323,0.5967741935483871,0.6532258064516129,0.717741935483871,0.8387096774193549,0.8870967741935484,0.9516129032258065
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,RANK_RECRUITMENT,0.46774193548387094,0.5967741935483871,0.6774193548387096,0.7983870967741935,0.8790322580645161,0.9193548387096774,0.9758064516129032,0.9919354838709677,1.0
HIGH_BREADTH_HIGH_DISP,AGE_8_14,124,ARRIVAL_isol_dn,0.0,0.3548387096774194,0.6129032258064516,0.8467741935483871,0.9112903225806451,0.9516129032258065,0.9758064516129032,1.0,1.0
