test,ci_reentry_young_14d,ci_reentry_mature_14d,ci_prop_young_14d,ci_prop_mature_14d,delta_prop_young_to_mature,verdict
HH_REENTRY_TO_PROPAGATION_MASS_SHIFT_14D,0.7341772151898734,0.30498533724340177,0.5316455696202531,0.9442815249266863,0.41263595530643316,MASS_SHIFT_EARNED
