horizon_d,n_active_days,pct_waterfall,pct_deep_first,pct_simultaneous,pct_fragmented,pct_none,verdict
1,1231,0.8009748172217709,0.08042242079610074,0.059301380991064176,0.059301380991064176,0.0,WATERFALL
3,2029,0.7900443568260227,0.11089206505667816,0.02464268112370626,0.0744208969935929,0.0,WATERFALL
5,2168,0.7850553505535055,0.1194649446494465,0.00507380073800738,0.09040590405904059,0.0,WATERFALL
7,2187,0.7732053040695016,0.12208504801097393,0.0013717421124828531,0.10333790580704161,0.0,WATERFALL
14,2181,0.7679963319578175,0.1228794131132508,0.0,0.10912425492893169,0.0,WATERFALL
