sequence,n_success,n_failure,p_success,lag0_breadth_vel_p,lag0_breadth_vel_diff,lag0_rank_depth_rel_chg_p,lag0_rank_depth_rel_chg_diff,lag0_top500_dispersion_30d_p,lag0_top500_dispersion_30d_diff,lag0_top3_share_chg7_p,lag0_top3_share_chg7_diff,lag1_breadth_vel_p,lag1_breadth_vel_diff,lag1_rank_depth_rel_chg_p,lag1_rank_depth_rel_chg_diff,lag1_top500_dispersion_30d_p,lag1_top500_dispersion_30d_diff,lag1_top3_share_chg7_p,lag1_top3_share_chg7_diff,lag2_breadth_vel_p,lag2_breadth_vel_diff,lag2_rank_depth_rel_chg_p,lag2_rank_depth_rel_chg_diff,lag2_top500_dispersion_30d_p,lag2_top500_dispersion_30d_diff,lag2_top3_share_chg7_p,lag2_top3_share_chg7_diff,lag3_breadth_vel_p,lag3_breadth_vel_diff,lag3_rank_depth_rel_chg_p,lag3_rank_depth_rel_chg_diff,lag3_top500_dispersion_30d_p,lag3_top500_dispersion_30d_diff,lag3_top3_share_chg7_p,lag3_top3_share_chg7_diff,earliest_divergence_lag,verdict
BREADTH_EXPANDS->DISPERSION_EXPANDS->RANK_RECRUITS,46,80,0.36507936507936506,0.38761467225854707,0.059940217391304326,0.08791617299952889,-0.00805664693303463,3.24993745528557e-10,0.21181119400552362,3.712659174086342e-05,-0.012543468819169911,0.5364475601348155,0.060064130434782585,0.00030677319511267605,-0.027605272191753148,1.1776214616289633e-11,0.2976796101195152,7.903096705920863e-05,-0.012566909439156086,0.7133435687322739,0.04357608695652172,0.00019584579517989873,-0.037218791232809766,3.9639763764106796e-11,1.6483108665861852,2.636748955738877e-06,-0.01373196723042028,0.08043439600966383,-0.05553913043478259,0.07801415474784286,-0.021186132289938042,6.491213364258237e-10,1.6277340138780434,6.18661682806898e-06,-0.010933602754572754,0,EARLY_DIVERGENCE
