day_label,breadth,dispersion,rank_depth_rel,leadership_width,top3_share,btc_dominance,btc_ret7,eth_btc_rel7,vol_med,pos_ret_share,breadth_vel,isol_dn_cum,band_up_cum,n_episodes
DAY_1,0.683,0.4923172173670154,-0.02022036192148391,0.0,0.7229425510657751,0.498966268029496,0.05096090249949703,0.009212379484783484,0.04652484706294932,0.509,0.029000000000000026,0.0,54.0,26
DAY_10,0.674,0.48473163340728326,-0.01744304123255236,0.0,0.7267901256752944,0.5027805424785368,0.02701051959226841,0.013240082928866359,0.04750105560076512,0.566,0.040000000000000036,4.0,591.0,19
DAY_15_PLUS,0.712,0.5647154317860223,-0.032528190187602335,0.0,0.7276968865327044,0.49862685964104037,0.016057806285007636,-0.0054366365544764594,0.05046143433584567,0.47,0.01899999999999996,6.5,1016.0,14
DAY_3,0.624,0.49930777464628273,-0.019226071154505087,0.0,0.7236080530524156,0.4941526627004552,0.03644885044446289,-0.007822309087058388,0.045504450197338515,0.506,0.008000000000000007,1.0,158.0,26
DAY_5,0.652,0.4881559097046891,-0.02301573703525278,0.0,0.7247359089821915,0.49830757857435615,0.05431600994441277,0.008519285188597792,0.04648412757723268,0.387,0.356,2.0,306.0,26
DAY_7,0.701,0.4326109028535059,-0.03536074251052479,0.0,0.7243275380540728,0.5017227014835701,0.03390876287054667,-0.015305955952577777,0.04548321440303203,0.399,0.02099999999999999,3.0,411.0,26
