historical_date,cmc_id,rank,rank_band,ret_1d,sigma_t0,fwd1_cum,fwd2_cum,fwd3_cum,fwd5_cum,fwd7_cum,fwd10_cum,fwd14_cum,fwd21_cum,fwd30_cum,rank_vel_1d,rank_vel_3d,rank_vel_7d,rank_vel_14d,rank_vel_30d,volume_24h_usd,vol_prev7_med,listing_age_days,log10_mcap,mcap_q_within_date,momentum_state,top500_breadth_30d,top500_dispersion_30d,mkt_vol_30d,btc_ret_1d,eth_ret_1d,z1,sign,ns,cls,family,fwd7_sigma,reversal,subperiod,event_id,price_outcome,pre_rank_state,fwd_rank_vel_7d,rank_outcome,price_recovered,price_new_low,rank_recovered,rank_decayed,cross_state,response_class,resp3,rank_depth_rel,vol_med,cell,age_in_cell,BTC_UP,RISK_ON,field_imp_max14
2021-01-01 23:59:59,2381,712,501-750,-0.34927022,0.11641801,-0.020242976,0.0030529802,-0.023170885,0.12506768,0.09075234,-0.048000656,-0.4008254,-0.2714565,-1.8312675,-131.0,-117.0,-102.0,-69.0,-40.0,39.52363,,1085,6.783449,3.0,SHORT_COLD_MEDIUM_COLD,0.418,1.7376630578212044,0.059880067,0.012841724,-0.010078333,3.000139,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.29463792,1,2020-2021,LF2EV_2381_20210101,LATE_RECOVERY,RANK_DETERIORATING,,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0555069936529301,0.05988006760770608,HIGH_BREADTH_HIGH_DISP,2.0,1.0,1.0,0.316
2021-11-12 23:59:59,2410,1321,1001-1500,-0.223033,0.06184221,-0.03593914,-0.10506998,-0.08726686,-0.13377044,-0.1972324,-0.18804488,-0.06302441,-0.045820136,-0.14967123,-78.0,-71.0,-87.0,-246.0,-309.0,192133.97,42103.38,1396,6.7717466,1.0,SHORT_COLD_MEDIUM_COLD,0.604,0.8421492863482332,0.051479913,-0.0122251045,-0.01337494,3.606485,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.2054362,0,2020-2021,LF2EV_2410_20211112,CONTINUED_DECLINE,RANK_DETERIORATING,-78.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0057289067394089566,0.051479913345065416,HIGH_BREADTH_HIGH_DISP,15.0,1.0,1.0,0.08599999999999997
2021-10-18 23:59:59,2465,671,501-750,-0.15739712,0.07651491,-0.059672058,-0.0765921,-0.06894491,-0.04691854,-0.10394431,-0.30001435,0.112935185,0.038693957,-0.12804686,-46.0,-45.0,-16.0,-40.0,192.0,1.2201119e+06,652590.0,306,7.516113,3.0,SHORT_COLD_MEDIUM_COLD,0.368,0.33576843015313745,0.06500159,0.007675592,-0.02556324,2.057078,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.51345885,0,2020-2021,LF2EV_2465_20211018,PARTIAL_REBOUND,RANK_DETERIORATING,-44.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,WEAK_RESPONSE,WEAK_DELAYED,0.0313635190088668,0.06500159209021072,HIGH_BREADTH_HIGH_DISP,6.0,1.0,1.0,0.42
2021-10-28 23:59:59,2465,805,751-1000,-0.17474306,0.075136326,0.067630574,0.124815606,0.070820026,0.34002462,0.28250486,0.32936063,0.23111793,0.11913584,0.13983572,-88.0,-90.0,-111.0,-166.0,-131.0,541936.9,451263.78,316,7.375765,3.0,SHORT_COLD_MEDIUM_COLD,0.0,,0.05304299,0.036587916,0.09084937,2.32568,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.4211076,1,2020-2021,LF2EV_2465_20211028,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,38.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,,0.053042987623480184,LOW_BREADTH_LOW_DISP,1.0,0.0,1.0,0.674
2021-01-29 23:59:59,2476,740,501-750,-0.28383785,0.08460498,0.049780857,0.019959884,0.017196236,0.6440493,0.6503738,0.6007449,1.0708121,0.927016,1.4135853,-49.0,-83.0,-144.0,-105.0,2.0,243931.9,1.0199945e+06,1097,6.791702,3.0,SHORT_COLD_MEDIUM_COLD,0.706,1.3713498040592156,0.08086979,0.025407543,0.037546612,3.35486,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.9054816,1,2020-2021,LF2EV_2476_20210129,LATE_RECOVERY,RANK_DETERIORATING,77.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.1878864286708387,0.08086978907448748,HIGH_BREADTH_HIGH_DISP,28.0,1.0,1.0,0.76
2022-07-14 23:59:59,2503,1917,1501-2000,-0.51659095,0.19768333,0.012951989,0.029941557,0.42343313,1.1068413,1.0972104,1.0732113,1.1551577,0.8192745,1.7358042,-241.0,-119.0,-132.0,8.0,19.0,475.27,,1622,5.347265,0.0,SHORT_COLD_MEDIUM_HOT,0.542,0.2902793079337611,0.051947583,0.017704595,0.06998919,2.6132245,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.0978327,1,2022,LF2EV_2503_20220714,LATE_RECOVERY,RANK_DETERIORATING,244.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.014033111651330477,0.05194758368059342,HIGH_BREADTH_LOW_DISP,2.0,0.0,0.0,0.558
2021-09-27 23:59:59,2529,864,751-1000,-0.13148923,0.0624286,-0.016648471,0.015722912,0.10458772,0.11150727,0.055417664,0.25823233,0.25246906,0.17906278,0.6909461,-33.0,-44.0,-70.0,-28.0,-134.0,678318.25,589178.8,1320,7.1003804,3.0,SHORT_COLD_MEDIUM_COLD,0.192,0.4600350333432692,0.07507608,-0.022514237,-0.04184045,2.1062338,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.33551782,1,2020-2021,LF2EV_2529_20210927,LATE_RECOVERY,RANK_DETERIORATING,-46.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,WEAK_RESPONSE,WEAK_DELAYED,-0.14395025429130492,0.07507607797416571,LOW_BREADTH_HIGH_DISP,8.0,0.0,0.0,0.21599999999999997
2021-10-07 23:59:59,2529,885,751-1000,-0.1609892,0.07746446,0.044931676,0.017824586,0.0070744785,0.039168425,-0.022762338,-0.0741655,0.0951448,0.47764546,0.6077502,-82.0,-8.0,-9.0,-73.0,-111.0,570223.2,583351.25,1330,7.165236,2.0,SHORT_HOT_MEDIUM_COLD,0.414,0.38869361535231167,0.06737306,-0.028096523,0.002070267,2.078233,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.11106197,0,2020-2021,LF2EV_2529_20211007,PARTIAL_REBOUND,RANK_DETERIORATING,-32.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,WEAK_RESPONSE,WEAK_DELAYED,-0.014028172914286263,0.06737306330590644,HIGH_BREADTH_HIGH_DISP,1.0,1.0,0.0,0.42
2022-03-27 23:59:59,2540,1166,1001-1500,-0.18017712,0.058964077,0.086801134,0.08823271,0.20575242,0.10373184,0.12443895,0.08047307,0.05011073,0.032564905,-0.080657005,-61.0,-48.0,-60.0,-61.0,-79.0,1540.36,1863.83,1495,6.7426233,2.0,SHORT_COLD_MEDIUM_COLD,0.758,0.30645321698184336,0.046943452,0.052126333,0.047212876,3.05571,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.7976637,1,2022,LF2EV_2540_20220327,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,7.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.040476363056928144,0.046943452121921914,HIGH_BREADTH_LOW_DISP,1.0,1.0,1.0,0.22999999999999998
2023-08-14 23:59:59,2544,1927,1501-2000,-0.2419825,0.100628406,-0.23846154,-0.44048175,-0.37508088,-0.57092106,-0.61544204,-0.1979624,0.04579539,0.06286955,0.014605568,-36.0,-68.0,-42.0,-16.0,45.0,27234.44,16520.28,1995,4.7570753,0.0,SHORT_COLD_MEDIUM_COLD,0.24,0.1789979319753653,0.024860015,0.0042867376,0.0026671244,2.4047136,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-2.311626,0,2023,LF2EV_2544_20230814,PARTIAL_REBOUND,RANK_DETERIORATING,,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,DELAYED_RESPONSE,WEAK_DELAYED,0.008338752867775079,0.02486001584468754,LOW_BREADTH_LOW_DISP,3.0,0.0,0.0,0.128
2021-06-15 23:59:59,2547,1449,1001-1500,-0.19487101,0.08337624,0.21042396,0.19833845,0.049383428,-0.012290585,-0.01599299,0.1211302,-0.037789717,0.09870814,0.02242236,-83.0,-88.0,-81.0,-71.0,-84.0,1201.79,1095.26,1205,6.3038936,1.0,SHORT_COLD_MEDIUM_COLD,0.09,0.20759632305415038,0.120434776,-0.009393368,-0.014115469,2.3372486,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.07250006,0,2020-2021,LF2EV_2547_20210615,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-172.0,RANK_CONTINUED_DETERIORATION,0,0,0,1,PRICE_DECAY_RANK_DECAY,RESPONDS,RESPONDS,0.02938355834979206,0.12043477407272105,LOW_BREADTH_LOW_DISP,16.0,0.0,0.0,0.12
2023-02-14 23:59:59,2553,594,501-750,-0.2386327,0.11311079,0.062345516,0.5493086,0.5458715,0.506726,0.49335188,0.4858845,0.4795196,0.5196931,0.612025,-74.0,-72.0,-56.0,-82.0,-74.0,1.9297091e+06,3.2317098e+06,1811,7.3585877,3.0,SHORT_COLD_MEDIUM_COLD,0.736,0.34502402397522225,0.048559673,0.018924268,0.03298192,2.1097252,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.6485562,1,2023,LF2EV_2553_20230214,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-3.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,0.04880981985146238,0.04855967170691008,HIGH_BREADTH_HIGH_DISP,26.0,1.0,1.0,0.10000000000000009
2021-07-21 23:59:59,2558,1131,1001-1500,-0.45829412,0.20247397,0.34167457,0.12597337,0.15007764,0.7040837,1.201456,1.2191968,1.6960005,2.0093358,2.5164084,-228.0,12.0,-117.0,-11.0,82.0,770.14,549.01,1237,6.535505,2.0,SHORT_HOT_MEDIUM_COLD,0.44,0.5329156904384491,0.06224043,0.07727442,0.11382319,2.2634718,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.2427955,1,2020-2021,LF2EV_2558_20210721,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,74.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.01841658897109416,0.06224042940408871,HIGH_BREADTH_HIGH_DISP,1.0,1.0,1.0,0.496
2021-03-07 23:59:59,2575,1637,1501-2000,-0.475449,0.2286741,1.3041807,1.2105545,1.5614817,1.8936274,1.8266827,1.8126725,2.1432815,2.5028858,2.5458636,-180.0,-248.0,-363.0,-450.0,-286.0,647.31,445.585,1093,5.701102,0.0,SHORT_COLD_MEDIUM_COLD,0.694,1.0248066468620476,0.09612131,0.046906553,0.041343182,2.0791554,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,3.0192363,1,2020-2021,LF2EV_2575_20210307,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,262.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.032321029316269456,0.09612130747537084,HIGH_BREADTH_HIGH_DISP,20.0,1.0,1.0,0.040000000000000036
2023-03-23 23:59:59,2585,662,501-750,-0.24344644,0.058676593,0.0013481247,0.016752126,0.03746507,-0.02375514,-0.0010836715,-0.008901464,-0.027021227,-0.071504615,-0.13428585,-77.0,-2.0,-6.0,-26.0,-22.0,61864.62,88023.5,1836,7.2889028,3.0,SHORT_COLD_MEDIUM_HOT,0.174,0.19874440514504868,0.046446048,0.037591808,0.045282517,4.1489534,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.0069804555,0,2023,LF2EV_2585_20230323,CONTINUED_DECLINE,RANK_DETERIORATING,3.0,RANK_RECOVERY,0,1,1,0,PRICE_DECAY_RANK_RECOVERY,NO_RESPONSE,NO_RESPONSE,-0.02591020944468192,0.04644604662295588,LOW_BREADTH_LOW_DISP,6.0,1.0,1.0,0.30200000000000005
2023-05-28 23:59:59,2585,942,751-1000,-0.39211696,0.07767238,0.4536867,0.26577383,0.87269837,1.0858556,1.5647645,1.5611131,1.8899016,1.3472276,1.6378624,-133.0,-225.0,-224.0,-179.0,-260.0,1.1509366e+06,1.3281695e+06,1902,6.7405176,2.0,SHORT_COLD_MEDIUM_COLD,0.122,0.22192381687923374,0.029904267,0.045305848,0.04357766,5.048345,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,7.6143594,1,2023,LF2EV_2585_20230528,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,80.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.06626268413483749,0.029904266713046267,LOW_BREADTH_LOW_DISP,28.0,0.0,0.0,0.04400000000000001
2024-04-03 23:59:59,2606,566,501-750,-0.10089737,0.046246678,0.069266744,0.0041187713,0.07803369,0.12835959,0.09379186,-0.24011584,-0.24919695,-0.11693461,-0.15736018,-22.0,-16.0,-25.0,55.0,38.0,8.2696485e+06,9.618383e+06,2203,7.827617,3.0,SHORT_COLD_MEDIUM_HOT,0.342,0.3668369441336837,0.06317454,0.008156748,0.010437789,2.1817214,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.76654136,1,2024,LF2EV_2606_20240403,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,9.0,RANK_RECOVERY,0,1,1,0,PRICE_DECAY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.04317952275033915,0.06317453726058325,HIGH_BREADTH_HIGH_DISP,47.0,0.0,0.0,0.006000000000000005
2023-05-30 23:59:59,2630,725,501-750,-0.06606393,0.027543813,-0.00065072265,0.009316295,0.00988142,-0.012759232,-0.05772708,-0.18251109,-0.18281007,-0.055602673,0.33325633,-12.0,-3.0,-10.0,-27.0,-16.0,283288.25,111982.36,1876,7.129525,3.0,SHORT_HOT_MEDIUM_COLD,0.13,0.15502772266571258,0.029871568,-0.0015690856,0.004198708,2.3985035,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.79214835,0,2023,LF2EV_2630_20230530,FULL_REVERSAL,RANK_DETERIORATING,8.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,NO_RESPONSE,NO_RESPONSE,-0.0771652258205981,0.029871567189508876,LOW_BREADTH_LOW_DISP,30.0,0.0,0.0,0.04400000000000001
2021-07-29 23:59:59,2642,997,751-1000,-0.2916443,0.1197926,0.05904745,0.09119387,0.08218886,0.15828265,0.16811141,0.4284733,1.4881569,1.7388597,1.5798935,-105.0,-130.0,-50.0,-212.0,-320.0,1.0643924e+06,231601.28,1199,6.778576,2.0,SHORT_COLD_MEDIUM_COLD,0.512,0.6566793247153924,0.054084048,0.00031289147,0.03675575,2.434577,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.5304179,1,2020-2021,LF2EV_2642_20210729,LATE_RECOVERY,RANK_DETERIORATING,-4.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,0.006426251988396747,0.054084048794320466,HIGH_BREADTH_HIGH_DISP,9.0,1.0,1.0,0.21799999999999997
2022-10-09 23:59:59,2643,869,751-1000,-0.06418274,0.030464752,-0.0050971285,-0.034584235,-0.06803683,-0.07988312,-0.095891096,-0.13029468,-0.19586997,-0.13492416,-0.14706379,-17.0,-5.0,-11.0,-39.0,-91.0,53582.24,89564.98,1636,6.809266,3.0,SHORT_COLD_MEDIUM_COLD,0.154,0.20295252625515678,0.034079526,0.0015377767,0.005400081,2.106787,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-1.189684,0,2022,LF2EV_2643_20221009,CONTINUED_DECLINE,RANK_DETERIORATING,-10.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.0025881469734502782,0.0340795255003384,LOW_BREADTH_LOW_DISP,3.0,0.0,0.0,0.13
2024-05-23 23:59:59,2643,891,751-1000,-0.1463283,0.055725954,0.07145292,0.04935039,0.03948578,0.02274837,0.04482872,0.01261859,-0.0052167005,-0.1289414,-0.33232564,-83.0,-39.0,-54.0,-41.0,-103.0,284447.3,260361.62,2228,7.3409405,2.0,SHORT_COLD_MEDIUM_HOT,0.298,0.20502704771258876,0.044256393,-0.017256012,0.010625399,2.6258554,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.3040534,1,2024,LF2EV_2643_20240523,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,2.0,RANK_RECOVERY,0,1,1,0,PRICE_DECAY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.068889048126626,0.04425639168198277,LOW_BREADTH_LOW_DISP,1.0,1.0,1.0,0.23600000000000004
2021-03-04 23:59:59,2698,960,751-1000,-0.6785478,0.23921515,1.9570885,1.6360058,1.6759032,1.2242944,2.2752674,2.6202807,56.223526,55.94456,56.00508,-290.0,-183.0,-183.0,65.0,207.0,31145.9,464026.94,1037,6.7295523,2.0,SHORT_COLD_MEDIUM_HOT,0.73,1.2818729437146237,0.099589914,-0.03912042,-0.021536803,2.8365586,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,3.5949657,1,2020-2021,LF2EV_2698_20210304,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,164.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.26182989807763,0.0995899166604948,HIGH_BREADTH_HIGH_DISP,17.0,1.0,1.0,0.020000000000000018
2021-03-10 23:59:59,2703,1639,1501-2000,-0.22975741,0.107342064,-0.05445444,-0.03634401,0.106097594,2.5988393,2.6310437,,-2.6357546,-2.8210058,-3.0576122,-68.0,-69.0,-8.0,152.0,214.0,3281.04,547.93,1042,5.737851,0.0,SHORT_COLD_MEDIUM_HOT,0.702,1.320481757809669,0.096190065,0.021604206,-0.036874067,2.1404228,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,9.264225,1,2020-2021,LF2EV_2703_20210310,LATE_RECOVERY,RANK_DETERIORATING,298.0,RANK_RECOVERY,0,1,1,0,PRICE_DECAY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.02032364458831115,0.09619006336401148,HIGH_BREADTH_HIGH_DISP,23.0,1.0,1.0,0.040000000000000036
2021-01-22 23:59:59,2726,826,751-1000,-0.31976843,0.13462947,0.7610696,0.82479614,0.7386076,0.7553985,0.7759795,1.1588236,1.5084512,1.6290245,2.102718,-49.0,134.0,-31.0,-12.0,-113.0,64614.402,76343.945,988,6.496951,2.0,SHORT_COLD_MEDIUM_COLD,0.716,0.9092688785118317,0.077782705,0.07072233,0.10248241,2.375174,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,2.1785176,1,2020-2021,LF2EV_2726_20210122,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,41.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.34013993968071554,0.07778270653207654,HIGH_BREADTH_HIGH_DISP,21.0,1.0,1.0,0.09199999999999997
2022-07-02 23:59:59,2748,630,501-750,-0.11905477,0.051943164,-0.13305415,-0.111956775,-0.1638318,0.009580417,-0.09506199,-0.18687364,-0.14464787,-0.13133846,-0.11493,-33.0,-37.0,-32.0,-25.0,-39.0,494871.1,387750.25,1503,7.1943407,3.0,SHORT_COLD_MEDIUM_COLD,0.09,0.20018429480984662,0.058964565,-0.0014069537,0.006364968,2.29202,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.6917187,0,2022,LF2EV_2748_20220702,CONTINUED_DECLINE,RANK_DETERIORATING,-53.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.006006069933228497,0.05896456641021151,LOW_BREADTH_LOW_DISP,20.0,0.0,0.0,0.558
2023-03-18 23:59:59,2748,913,751-1000,-0.081416346,0.03014726,0.09133196,0.04316801,0.07231193,0.03705207,-0.005008487,0.032213334,0.026186088,0.03765397,0.047453064,-22.0,-111.0,-136.0,-124.0,-125.0,221533.02,394936.66,1762,6.885596,2.0,SHORT_COLD_MEDIUM_COLD,0.284,0.2614266067975958,0.047841698,-0.016702598,-0.01719705,2.7006218,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.06279278,0,2023,LF2EV_2748_20230318,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,4.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.013430424484713266,0.047841698322775954,LOW_BREADTH_LOW_DISP,1.0,1.0,1.0,0.07799999999999999
2022-12-07 23:59:59,2757,676,501-750,-0.13957827,0.03760094,0.006474593,-0.00075470604,-0.00037674114,-0.030932551,-0.04714749,-0.12523578,-0.14016938,-0.18134478,-0.18889956,-29.0,-41.0,-44.0,-54.0,-135.0,59565.3,78717.07,1660,7.057941,3.0,SHORT_COLD_MEDIUM_COLD,0.08,0.19045808918347365,0.06613455,-0.01412423,-0.030838897,3.7120953,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.47392637,0,2022,LF2EV_2757_20221207,CONTINUED_DECLINE,RANK_DETERIORATING,-16.0,RANK_CONTINUED_DETERIORATION,0,1,0,1,PRICE_DECAY_RANK_DECAY,NO_RESPONSE,NO_RESPONSE,-0.004382059568341923,0.06613454935098029,LOW_BREADTH_LOW_DISP,27.0,0.0,0.0,0.5780000000000001
2020-10-18 23:59:59,2835,689,501-750,-0.17940928,0.06639389,0.24986124,0.24418913,0.2438323,0.40268272,0.30376562,0.36605525,0.51497984,0.55272937,0.5488883,-69.0,-65.0,-70.0,-26.0,-172.0,83987.55,291392.72,871,6.7070384,3.0,SHORT_COLD_MEDIUM_COLD,0.222,0.49905426260625446,0.053563565,0.011028088,0.025369681,2.7021956,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.7292649,1,2020-2021,LF2EV_2835_20201018,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,82.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.06883397578098094,0.053563563585031546,LOW_BREADTH_HIGH_DISP,23.0,1.0,1.0,0.28
2020-12-12 23:59:59,2835,748,501-750,-0.2650228,0.096419424,0.39395642,0.51994365,0.49389565,0.5937867,0.831961,0.72245663,0.7853621,1.2947433,1.4056047,-121.0,-120.0,-162.0,-134.0,-116.0,70318.97,470976.94,926,6.673973,3.0,SHORT_COLD_MEDIUM_COLD,0.0,,0.07005023,0.04124024,0.04171874,2.7486455,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,3.26129,1,2020-2021,LF2EV_2835_20201212,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,172.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,,0.07005023285401935,LOW_BREADTH_LOW_DISP,16.0,0.0,1.0,0.69
2024-04-28 23:59:59,2861,1266,1001-1500,-0.13229059,0.06260111,-0.0285901,-0.06561811,-0.07739874,-0.024824956,0.11808562,-0.06825447,-0.113274366,-0.036011595,-0.0894935,-37.0,-8.0,-38.0,-39.0,-58.0,3608.81,13923.91,2146,6.7647157,1.0,SHORT_COLD_MEDIUM_COLD,0.082,0.18155131986824743,0.060969643,-0.004823615,0.003261383,2.1132307,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,0.7129613,1,2024,LF2EV_2861_20240428,LATE_RECOVERY,RANK_DETERIORATING,24.0,RANK_RECOVERY,0,0,1,0,PRICE_DECAY_RANK_RECOVERY,RESPONDS,RESPONDS,-0.07144519493328683,0.06096964295150349,LOW_BREADTH_LOW_DISP,4.0,0.0,0.0,0.32
2021-05-11 23:59:59,2866,622,501-750,-0.3472207,0.17360333,0.32996476,0.4050624,0.3208281,-0.068039075,-0.11202804,0.31072256,0.061982222,-0.027796965,2.3412309,-119.0,-71.0,-62.0,-20.0,-61.0,454.51,143.48,1058,7.658434,3.0,SHORT_COLD_MEDIUM_HOT,0.34,0.7020224730368156,0.08217961,0.015123139,0.05475483,2.0000808,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,-0.24390443,0,2020-2021,LF2EV_2866_20210511,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,-119.0,RANK_CONTINUED_DETERIORATION,1,0,0,1,PRICE_RECOVERY_RANK_DECAY,RESPONDS,RESPONDS,-0.4203217683877182,0.08217961176970989,HIGH_BREADTH_HIGH_DISP,1.0,0.0,1.0,0.05600000000000001
2026-04-22 23:59:59,2868,775,751-1000,-0.0764699,0.021552645,-0.022598298,0.03733372,0.04606477,0.022678224,0.061176576,0.0890186,0.14139761,0.7415944,0.45728183,-34.0,-54.0,-44.0,-86.0,-144.0,935240.3,756635.8,2863,7.3333435,3.0,SHORT_COLD_MEDIUM_COLD,0.53,0.39134332405355776,0.03170469,0.024233865,0.02066939,3.5480518,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,1.0728415,1,2025-2026,LF2EV_2868_20260422,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,12.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,0.0036719030521491502,0.03170468905090598,HIGH_BREADTH_HIGH_DISP,7.0,1.0,1.0,0.18999999999999995
2020-11-29 23:59:59,2909,672,501-750,-0.06823552,0.03346615,0.105713,0.40191203,0.63171786,0.4996563,0.5191461,0.45082206,0.463587,0.40709385,0.69827205,-23.0,-12.0,-3.0,200.0,183.0,34929.3,46110.035,873,6.765925,3.0,SHORT_COLD_MEDIUM_COLD,0.0,,,0.025967017,0.06972533,2.0389414,-1,1,ISOLATED,ISOLATED_DOWNSIDE_EXTREME,5.863202,1,2020-2021,LF2EV_2909_20201129,EARLY_1SIGMA_RECOVERY,RANK_DETERIORATING,84.0,RANK_RECOVERY,1,0,1,0,PRICE_RECOVERY_RANK_RECOVERY,RESPONDS,RESPONDS,,,LOW_BREADTH_LOW_DISP,3.0,0.0,1.0,0.0
