failure_component,n,p_present
no_price_response,209,1.0
price_relapse,209,0.06698564593301436
rank_decay,209,0.8516746411483254
peer_strength_rise,209,0.5406698564593302
continued_rank_decay,209,0.8277511961722488
no_price_only,209,0.14832535885167464
rank_decay_only,209,0.0
both_no_price_and_rank,209,0.8516746411483254
stall_vs_rising_peers,209,0.5406698564593302
