var,long_lived_med,short_lived_med,diff,ranksum_p,n_long,n_short
top500_breadth_30d,0.682,0.433,0.24900000000000005,0.0019212672934994669,29,50
top500_dispersion_30d,0.46888360624915215,0.368290468372012,0.10059313787714014,0.007250128019061393,29,50
rank_depth_rel,-0.021448915693810244,-0.03103264987395732,0.009583734180147074,0.6916129277949965,29,50
top3_share,0.7242453950936901,0.72314170940527,0.0011036856884201196,0.6326254577780976,29,50
btc_return_30d,0.18407310935057541,0.0688999931801123,0.11517311617046311,0.0005042928331171069,29,50
vol_med,0.04612874778372006,0.04280264173793394,0.0033261060457861202,0.5216721197781072,29,50
breadth_vel,0.03400000000000003,0.05400000000000002,-0.01999999999999999,0.8308667954547819,29,50
disp_vel,0.07335694609469187,0.06038552417351012,0.012971421921181753,0.5339018091807639,26,47
