cell,age_d,n_days,p_stay_next,p_leave_next,exit_dest_mode,p_leave_next_day,fwd3_prop,fwd7_prop,fwd14_prop,fwd7_reentry,fwd7_mixed,fwd7_isol_dn,fwd7_band_up,fwd7_rank_depth,fwd7_top3_chg,p_btc_up,p_vol_high,p_conc_rising,breadth_level,dispersion_level,subperiods,p_stay_smooth,fwd7_prop_smooth,p_leave_smooth
HIGH_BREADTH_HIGH_DISP,11,18,0.7777777777777778,0.2222222222222222,LOW_BREADTH_HIGH_DISP,0.2222222222222222,,0.3888888888888889,,0.4444444444444444,0.1111111111111111,0.6111111111111112,65.16666666666666,-0.06453772760175519,-0.000549036961628656,0.9444444444444444,0.2222222222222222,0.5555555555555556,0.6675555555555555,0.809657413160321,5,0.8766360345307714,0.3460038986354776,0.12336396546922863
HIGH_BREADTH_HIGH_DISP,12,14,1.0,0.0,,0.0,,0.5,,0.35714285714285715,0.14285714285714285,0.2857142857142857,94.64285714285715,-0.06064160055659289,-0.003098525305676019,0.9285714285714286,0.2857142857142857,0.5,0.7314285714285714,0.5840050554373714,5,0.9083820662768032,0.40155945419103317,0.09161793372319689
HIGH_BREADTH_HIGH_DISP,13,14,1.0,0.0,,0.0,,0.42857142857142855,,0.2857142857142857,0.2857142857142857,0.6428571428571429,64.35714285714286,-0.05568102631791094,-0.003334048252641164,0.9285714285714286,0.2857142857142857,0.35714285714285715,0.7252857142857143,0.5581939032193247,5,0.9259259259259259,0.43915343915343913,0.07407407407407407
HIGH_BREADTH_HIGH_DISP,14,14,1.0,0.0,,0.0,,0.5714285714285714,,0.2857142857142857,0.07142857142857142,0.42857142857142855,72.78571428571428,-0.06428506073716338,-0.005347790287062274,0.9285714285714286,0.2857142857142857,0.35714285714285715,0.7195714285714284,0.5652600800124981,5,1.0,0.5,0.0
HIGH_BREADTH_HIGH_DISP,15,14,0.9285714285714286,0.0714285714285714,LOW_BREADTH_LOW_DISP,0.0714285714285714,,0.6428571428571429,,0.21428571428571427,0.14285714285714285,0.42857142857142855,77.64285714285714,-0.057495842135939515,0.010657682290407224,0.9285714285714286,0.2857142857142857,0.35714285714285715,0.7235714285714285,0.5826823822958589,5,0.9761904761904763,0.5476190476190476,0.023809523809523798
HIGH_BREADTH_HIGH_DISP,16,13,1.0,0.0,,0.0,,0.6923076923076923,,0.0,0.3076923076923077,0.46153846153846156,69.15384615384616,-0.06039226012284031,-0.0033284565562536725,0.9230769230769231,0.3076923076923077,0.38461538461538464,0.7281538461538459,0.6035298506934345,5,0.9761904761904763,0.6355311355311355,0.023809523809523798
HIGH_BREADTH_HIGH_DISP,17,13,1.0,0.0,,0.0,,0.8461538461538461,,0.07692307692307693,0.07692307692307693,0.7692307692307693,74.76923076923077,-0.06428178248183895,-0.0037335520541008295,0.9230769230769231,0.38461538461538464,0.38461538461538464,0.7412307692307694,0.6492292161236987,5,0.9761904761904763,0.7271062271062272,0.023809523809523798
HIGH_BREADTH_HIGH_DISP,18,13,0.8461538461538461,0.15384615384615385,HIGH_BREADTH_LOW_DISP,0.15384615384615385,,0.7692307692307693,,0.07692307692307693,0.15384615384615385,0.46153846153846156,55.53846153846153,-0.053117122737486956,-0.004106971582030447,0.8461538461538461,0.38461538461538464,0.38461538461538464,0.7355384615384615,0.6287524188491427,5,0.9487179487179486,0.7692307692307693,0.05128205128205129
HIGH_BREADTH_HIGH_DISP,19,11,0.9090909090909091,0.09090909090909094,LOW_BREADTH_LOW_DISP,0.09090909090909094,,0.9090909090909091,,0.09090909090909091,0.0,0.5454545454545454,86.27272727272728,-0.07329914509399128,-0.004894077136199452,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.7350909090909091,0.7615300879822733,4,0.9184149184149183,0.8414918414918414,0.0815850815850816
HIGH_BREADTH_HIGH_DISP,20,10,1.0,0.0,,0.0,,0.8,,0.1,0.1,0.1,79.6,-0.04565840488920769,-0.006096087848642384,0.8,0.5,0.3,0.7252000000000001,0.6971306635261847,4,0.9184149184149183,0.8261072261072261,0.0815850815850816
HIGH_BREADTH_HIGH_DISP,21,10,0.9,0.09999999999999998,LOW_BREADTH_LOW_DISP,0.09999999999999998,,1.0,,0.0,0.0,0.4,51.3,-0.06319629114571407,-0.007125777129045952,0.9,0.6,0.2,0.7222000000000002,0.7454698565821222,4,0.9363636363636364,0.903030303030303,0.06363636363636364
HIGH_BREADTH_LOW_DISP,1,83,0.6746987951807228,0.32530120481927716,LOW_BREADTH_LOW_DISP,0.32530120481927716,,0.21686746987951808,,0.3253012048192771,0.39759036144578314,0.4578313253012048,43.3012048192771,-0.019449693625475616,0.0019614516551534965,0.6987951807228916,0.060240963855421686,0.6385542168674698,0.45371084337349393,0.2520302252724067,5,0.6746987951807228,0.21686746987951808,0.32530120481927716
HIGH_BREADTH_LOW_DISP,2,56,0.6964285714285714,0.3035714285714286,HIGH_BREADTH_HIGH_DISP,0.3035714285714286,,0.19642857142857142,,0.375,0.35714285714285715,0.4107142857142857,33.92857142857143,-0.01753766061156182,0.0008439008191914574,0.7678571428571429,0.017857142857142856,0.6964285714285714,0.47189285714285717,0.24427931523536314,4,0.6855636833046471,0.20664802065404475,0.3144363166953529
HIGH_BREADTH_LOW_DISP,3,39,0.8717948717948718,0.1282051282051282,HIGH_BREADTH_HIGH_DISP,0.1282051282051282,,0.1794871794871795,,0.4358974358974359,0.3076923076923077,0.48717948717948717,44.8974358974359,-0.018682034237682783,0.0018759701244035448,0.8461538461538461,0.0,0.6666666666666666,0.5008205128205129,0.24001714707484753,4,0.747640746134722,0.19759440693175634,0.25235925386527797
HIGH_BREADTH_LOW_DISP,4,34,0.7941176470588235,0.20588235294117652,LOW_BREADTH_LOW_DISP,0.20588235294117652,,0.2647058823529412,,0.3235294117647059,0.35294117647058826,0.3235294117647059,55.470588235294116,-0.0259834929497221,0.0005717383633313337,0.9117647058823529,0.0,0.5294117647058824,0.5376470588235295,0.2373982887807994,4,0.7874470300940889,0.21354054442289735,0.2125529699059111
HIGH_BREADTH_LOW_DISP,5,27,0.7777777777777778,0.2222222222222222,LOW_BREADTH_LOW_DISP,0.2222222222222222,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5185185185185185,47.74074074074074,-0.025896200542035116,0.005691614544754477,0.8888888888888888,0.0,0.6666666666666666,0.5450370370370371,0.24158892750233765,4,0.8145634322104911,0.25917546505781797,0.18543656778950898
HIGH_BREADTH_LOW_DISP,6,21,0.8095238095238095,0.19047619047619047,HIGH_BREADTH_HIGH_DISP,0.19047619047619047,,0.2857142857142857,,0.38095238095238093,0.2857142857142857,0.47619047619047616,41.23809523809524,-0.03593919949576942,0.0009419590489985355,0.9523809523809523,0.0,0.6666666666666666,0.5618095238095238,0.2493842365023815,4,0.7938064114534703,0.2945845004668534,0.20619358854652972
HIGH_BREADTH_LOW_DISP,7,17,0.6470588235294118,0.3529411764705882,LOW_BREADTH_LOW_DISP,0.3529411764705882,,0.17647058823529413,,0.4117647058823529,0.4117647058823529,0.17647058823529413,56.470588235294116,-0.03463212182002649,0.0002844852547336273,1.0,0.0,0.5294117647058824,0.5662352941176471,0.24514491957098278,4,0.744786803610333,0.26517273576097106,0.25521319638966694
HIGH_BREADTH_LOW_DISP,8,11,0.6363636363636364,0.36363636363636365,HIGH_BREADTH_HIGH_DISP,0.36363636363636365,,0.2727272727272727,,0.2727272727272727,0.45454545454545453,0.18181818181818182,30.0,-0.03748814786021662,-0.0033177140896830256,1.0,0.0,0.45454545454545453,0.5772727272727273,0.2478262769156565,4,0.6976487564722859,0.2449707155589508,0.3023512435277141
LOW_BREADTH_HIGH_DISP,1,66,0.5303030303030303,0.4696969696969697,HIGH_BREADTH_HIGH_DISP,0.4696969696969697,,0.06060606060606061,,0.3333333333333333,0.3484848484848485,0.5,43.78787878787879,-0.0364631628320968,-0.0006211593706328181,0.2878787878787879,0.3181818181818182,0.5151515151515151,0.21266666666666667,1.2496334213853022,5,0.5303030303030303,0.06060606060606061,0.4696969696969697
LOW_BREADTH_HIGH_DISP,2,35,0.6,0.4,LOW_BREADTH_LOW_DISP,0.4,,0.05714285714285714,,0.22857142857142856,0.34285714285714286,0.34285714285714286,37.22857142857143,-0.043907376254095444,-6.57077124813586e-05,0.2571428571428571,0.4,0.5428571428571428,0.19057142857142856,0.6557043111956302,5,0.5651515151515152,0.05887445887445887,0.4348484848484849
LOW_BREADTH_HIGH_DISP,3,21,0.7619047619047619,0.23809523809523814,LOW_BREADTH_LOW_DISP,0.23809523809523814,,0.09523809523809523,,0.19047619047619047,0.2857142857142857,0.3333333333333333,30.19047619047619,-0.05384639374047447,-0.001133808976454944,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.20295238095238094,0.5179054376648712,5,0.6307359307359307,0.07099567099567099,0.36926406926406924
LOW_BREADTH_HIGH_DISP,4,16,0.9375,0.0625,LOW_BREADTH_LOW_DISP,0.0625,,0.0,,0.125,0.5,0.25,38.6875,-0.057785984334393775,-0.0028654626208012915,0.1875,0.4375,0.375,0.18412499999999998,0.4557862705381383,4,0.766468253968254,0.05079365079365079,0.23353174603174606
LOW_BREADTH_HIGH_DISP,5,15,0.9333333333333333,0.06666666666666665,LOW_BREADTH_LOW_DISP,0.06666666666666665,,0.0,,0.0,0.6,0.3333333333333333,32.06666666666666,-0.07421491217765287,-0.00688607623293999,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.17093333333333333,0.44585237085925666,4,0.877579365079365,0.031746031746031744,0.12242063492063493
LOW_BREADTH_HIGH_DISP,6,14,0.9285714285714286,0.0714285714285714,LOW_BREADTH_LOW_DISP,0.0714285714285714,,0.07142857142857142,,0.07142857142857142,0.35714285714285715,0.2857142857142857,52.714285714285715,-0.06299041660913991,-0.008641142685724166,0.0,0.5,0.2857142857142857,0.16657142857142856,0.46714999131544815,4,0.9331349206349207,0.023809523809523808,0.06686507936507935
LOW_BREADTH_HIGH_DISP,7,13,0.9230769230769231,0.07692307692307687,LOW_BREADTH_LOW_DISP,0.07692307692307687,,0.07692307692307693,,0.07692307692307693,0.46153846153846156,1.0769230769230769,32.92307692307692,-0.06969545300601071,-0.0016360740518344729,0.07692307692307693,0.5384615384615384,0.5384615384615384,0.16661538461538458,0.4948255648007729,4,0.9283272283272282,0.04945054945054945,0.07167277167277164
LOW_BREADTH_HIGH_DISP,8,12,0.9166666666666666,0.08333333333333337,HIGH_BREADTH_LOW_DISP,0.08333333333333337,,0.08333333333333333,,0.16666666666666666,0.3333333333333333,0.4166666666666667,33.583333333333336,-0.069009789942919,-0.0022359363641293317,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.17600000000000002,0.46870130602949756,3,0.9227716727716727,0.07722832722832723,0.07722832722832722
LOW_BREADTH_HIGH_DISP,9,11,0.9090909090909091,0.09090909090909094,LOW_BREADTH_LOW_DISP,0.09090909090909094,,0.0,,0.18181818181818182,0.45454545454545453,0.36363636363636365,40.909090909090914,-0.0814162557853152,0.0014128154610826788,0.2727272727272727,0.36363636363636365,0.5454545454545454,0.16218181818181818,0.45092798561075254,3,0.9162781662781662,0.053418803418803416,0.08372183372183373
LOW_BREADTH_HIGH_DISP,10,10,0.8,0.19999999999999996,HIGH_BREADTH_HIGH_DISP,0.19999999999999996,,0.0,,0.1,0.5,0.5,43.2,-0.06529617731831032,0.004900826164581262,0.2,0.4,0.8,0.16699999999999998,0.39512548876815434,2,0.8752525252525253,0.027777777777777776,0.12474747474747476
LOW_BREADTH_LOW_DISP,1,103,0.6019417475728155,0.3980582524271845,HIGH_BREADTH_HIGH_DISP,0.3980582524271845,,0.11650485436893204,,0.32038834951456313,0.4077669902912621,0.3592233009708738,48.13592233009709,-0.02572036427352316,0.002697247783277831,0.20388349514563106,0.27184466019417475,0.4854368932038835,0.15704854368932036,0.2382787091072887,5,0.6019417475728155,0.11650485436893204,0.3980582524271845
LOW_BREADTH_LOW_DISP,2,62,0.7741935483870968,0.22580645161290325,HIGH_BREADTH_LOW_DISP,0.22580645161290325,,0.06451612903225806,,0.25806451612903225,0.45161290322580644,0.41935483870967744,41.45161290322581,-0.02594955908753116,-0.0044407296843754955,0.25806451612903225,0.25806451612903225,0.4838709677419355,0.179,0.2353196791657169,5,0.6880676479799561,0.09051049170059505,0.3119323520200439
LOW_BREADTH_LOW_DISP,3,48,0.8333333333333334,0.16666666666666663,HIGH_BREADTH_LOW_DISP,0.16666666666666663,,0.0625,,0.22916666666666666,0.5416666666666666,0.4375,40.895833333333336,-0.01913853479473497,0.00035121970920725277,0.25,0.2708333333333333,0.5625,0.16241666666666668,0.22681151240486408,5,0.7364895430977486,0.08117366113373004,0.26351045690225144
LOW_BREADTH_LOW_DISP,4,40,0.925,0.07499999999999996,LOW_BREADTH_HIGH_DISP,0.07499999999999996,,0.025,,0.275,0.425,0.35,30.425,-0.019592534861166383,0.004849649853409646,0.225,0.35,0.575,0.14594999999999997,0.21914788212673497,5,0.8441756272401434,0.05067204301075268,0.1558243727598566
LOW_BREADTH_LOW_DISP,5,37,0.918918918918919,0.08108108108108103,HIGH_BREADTH_LOW_DISP,0.08108108108108103,,0.08108108108108109,,0.21621621621621623,0.5135135135135135,0.3783783783783784,33.16216216216216,-0.021645102270352882,-0.0023374854957973726,0.21621621621621623,0.32432432432432434,0.5135135135135135,0.13627027027027028,0.21726998057206806,5,0.8924174174174174,0.056193693693693696,0.10758258258258253
LOW_BREADTH_LOW_DISP,6,34,0.9411764705882353,0.05882352941176472,HIGH_BREADTH_LOW_DISP,0.05882352941176472,,0.08823529411764706,,0.17647058823529413,0.4411764705882353,0.6470588235294118,34.20588235294118,-0.025706561298892146,-0.0027005310715867157,0.11764705882352941,0.35294117647058826,0.47058823529411764,0.12070588235294118,0.22092452349352962,5,0.9283651298357181,0.0647721250662427,0.0716348701642819
LOW_BREADTH_LOW_DISP,7,32,0.90625,0.09375,HIGH_BREADTH_LOW_DISP,0.09375,,0.09375,,0.1875,0.4375,0.53125,30.9375,-0.032025643898055914,-0.00026489687045777767,0.21875,0.34375,0.5,0.12256250000000002,0.2153704871017427,5,0.9221151298357181,0.08768879173290939,0.07788487016428192
LOW_BREADTH_LOW_DISP,8,29,0.896551724137931,0.10344827586206895,LOW_BREADTH_HIGH_DISP,0.10344827586206895,,0.06896551724137931,,0.10344827586206896,0.5172413793103449,0.3448275862068966,35.55172413793103,-0.033511393446287646,-5.2532466516566525e-05,0.20689655172413793,0.3793103448275862,0.4482758620689655,0.12586206896551724,0.22049199450991566,5,0.9146593982420553,0.08365027045300878,0.08534060175794456
LOW_BREADTH_LOW_DISP,9,26,0.9615384615384616,0.038461538461538436,HIGH_BREADTH_LOW_DISP,0.038461538461538436,,0.038461538461538464,,0.11538461538461539,0.5384615384615384,0.6538461538461539,26.0,-0.04018099660237368,-0.000658929316337922,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.12723076923076923,0.21732612577382915,5,0.9214467285587976,0.06705901856763925,0.07855327144120246
LOW_BREADTH_LOW_DISP,10,25,0.92,0.07999999999999996,LOW_BREADTH_HIGH_DISP,0.07999999999999996,,0.04,,0.08,0.52,0.52,37.64,-0.03553273877979634,0.0011254240752946831,0.2,0.36,0.44,0.12511999999999998,0.219884820759412,5,0.9260300618921309,0.049142351900972596,0.07396993810786912
LOW_BREADTH_LOW_DISP,11,23,1.0,0.0,,0.0,,0.0,,0.13043478260869565,0.5217391304347826,0.6086956521739131,43.52173913043478,-0.03167365455025755,-0.004806050458524244,0.13043478260869565,0.34782608695652173,0.4782608695652174,0.12452173913043478,0.21941079369641464,5,0.9605128205128205,0.026153846153846156,0.03948717948717947
LOW_BREADTH_LOW_DISP,12,23,1.0,0.0,,0.0,,0.043478260869565216,,0.21739130434782608,0.5217391304347826,0.391304347826087,28.26086956521739,-0.03336963083708999,-0.00025856287749646763,0.13043478260869565,0.391304347826087,0.4782608695652174,0.11313043478260869,0.21610780180066952,5,0.9733333333333333,0.02782608695652174,0.026666666666666655
LOW_BREADTH_LOW_DISP,13,23,0.9565217391304348,0.04347826086956519,LOW_BREADTH_HIGH_DISP,0.04347826086956519,,0.0,,0.21739130434782608,0.5652173913043478,0.5652173913043478,39.21739130434783,-0.03615158429485292,8.03414794067541e-05,0.13043478260869565,0.34782608695652173,0.43478260869565216,0.11695652173913042,0.2121855635711193,5,0.9855072463768115,0.014492753623188406,0.014492753623188396
LOW_BREADTH_LOW_DISP,14,22,0.9545454545454546,0.045454545454545414,HIGH_BREADTH_LOW_DISP,0.045454545454545414,,0.045454545454545456,,0.2727272727272727,0.5909090909090909,0.45454545454545453,43.90909090909091,-0.03698718559999992,8.126952318494484e-05,0.13636363636363635,0.36363636363636365,0.5,0.12281818181818184,0.2061129650829158,5,0.9703557312252965,0.029644268774703556,0.029644268774703535
LOW_BREADTH_LOW_DISP,15,21,0.9047619047619048,0.09523809523809523,HIGH_BREADTH_LOW_DISP,0.09523809523809523,,0.0,,0.23809523809523808,0.5238095238095238,0.47619047619047616,41.476190476190474,-0.025477781090301008,-0.0012597326389484128,0.047619047619047616,0.3333333333333333,0.3333333333333333,0.10933333333333335,0.20510344157588503,5,0.9386096994792648,0.015151515151515152,0.061390300520735276
LOW_BREADTH_LOW_DISP,16,19,0.8947368421052632,0.10526315789473684,HIGH_BREADTH_LOW_DISP,0.10526315789473684,,0.05263157894736842,,0.2631578947368421,0.5789473684210527,0.5263157894736842,51.73684210526316,-0.021150213264731963,0.0005685128983911515,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.10999999999999999,0.19416965230645541,5,0.9180147338042075,0.03269537480063796,0.0819852661957925
LOW_BREADTH_LOW_DISP,17,17,0.9411764705882353,0.05882352941176472,LOW_BREADTH_HIGH_DISP,0.05882352941176472,,0.058823529411764705,,0.23529411764705882,0.47058823529411764,0.23529411764705882,34.94117647058823,-0.018547325305981743,-0.002381666760406024,0.0,0.29411764705882354,0.4117647058823529,0.10447058823529412,0.19966132004724843,5,0.9135584058184678,0.03715170278637771,0.08644159418153226
LOW_BREADTH_LOW_DISP,18,16,1.0,0.0,,0.0,,0.0625,,0.1875,0.5625,0.625,36.3125,-0.023454838619692806,0.0018763365200805265,0.0,0.3125,0.5,0.09375,0.19232896757628465,5,0.9453044375644994,0.05798503611971104,0.05469556243550052
LOW_BREADTH_LOW_DISP,19,16,0.9375,0.0625,HIGH_BREADTH_HIGH_DISP,0.0625,,0.0625,,0.125,0.5,0.625,36.5625,-0.03972493326899985,0.006750414491649613,0.125,0.375,0.5,0.097,0.19955207924383475,5,0.9595588235294118,0.06127450980392157,0.04044117647058824
LOW_BREADTH_LOW_DISP,20,15,0.9333333333333333,0.06666666666666665,HIGH_BREADTH_LOW_DISP,0.06666666666666665,,0.06666666666666667,,0.06666666666666667,0.4666666666666667,0.5333333333333333,26.333333333333336,-0.027361872516761532,0.0029210021736180516,0.06666666666666667,0.3333333333333333,0.5333333333333333,0.10613333333333334,0.195239663252193,5,0.9569444444444445,0.06388888888888888,0.04305555555555555
LOW_BREADTH_LOW_DISP,21,14,1.0,0.0,,0.0,,0.0,,0.21428571428571427,0.5,0.7857142857142857,29.0,-0.03169009775555594,0.005465350393849496,0.0,0.35714285714285715,0.7142857142857143,0.10042857142857144,0.2005336715975944,5,0.9569444444444445,0.04305555555555555,0.04305555555555555
LOW_BREADTH_LOW_DISP,22,14,0.8571428571428571,0.1428571428571429,HIGH_BREADTH_LOW_DISP,0.1428571428571429,,0.07142857142857142,,0.14285714285714285,0.5714285714285714,0.5,23.785714285714285,-0.034296032321896625,0.007033255385673716,0.07142857142857142,0.35714285714285715,0.6428571428571429,0.11585714285714287,0.2014497217627831,5,0.9301587301587301,0.046031746031746035,0.06984126984126986
LOW_BREADTH_LOW_DISP,23,12,1.0,0.0,,0.0,,0.0,,0.16666666666666666,0.5,1.0,29.25,-0.03942800528093422,0.00858661356734893,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.11466666666666668,0.20577123071434245,5,0.9523809523809522,0.023809523809523808,0.04761904761904764
LOW_BREADTH_LOW_DISP,24,12,1.0,0.0,,0.0,,0.0,,0.16666666666666666,0.5,0.5,51.5,-0.04014708693496593,0.006252220028287227,0.08333333333333333,0.25,0.8333333333333334,0.10333333333333333,0.2043256735261057,5,0.9523809523809522,0.023809523809523808,0.04761904761904764
LOW_BREADTH_LOW_DISP,25,12,1.0,0.0,,0.0,,0.08333333333333333,,0.16666666666666666,0.4166666666666667,0.4166666666666667,36.75,-0.040408735404089215,0.003360549314077745,0.08333333333333333,0.25,0.6666666666666666,0.10216666666666667,0.20015255437424445,5,1.0,0.027777777777777776,0.0
LOW_BREADTH_LOW_DISP,26,12,1.0,0.0,,0.0,,0.16666666666666666,,0.25,0.4166666666666667,0.5,32.416666666666664,-0.03601137515901429,-0.00802227165896118,0.08333333333333333,0.25,0.5,0.09866666666666667,0.2061542541335517,5,1.0,0.08333333333333333,0.0
LOW_BREADTH_LOW_DISP,27,12,0.9166666666666666,0.08333333333333337,HIGH_BREADTH_LOW_DISP,0.08333333333333337,,0.08333333333333333,,0.3333333333333333,0.25,0.25,42.083333333333336,-0.033172569539040096,-0.00018795279855272443,0.08333333333333333,0.25,0.6666666666666666,0.09733333333333334,0.20373705714691565,5,0.9722222222222222,0.1111111111111111,0.02777777777777779
LOW_BREADTH_LOW_DISP,28,11,0.9090909090909091,0.09090909090909094,HIGH_BREADTH_LOW_DISP,0.09090909090909094,,0.09090909090909091,,0.18181818181818182,0.6363636363636364,0.0,27.727272727272727,-0.028566619382561522,-0.0023522053944891445,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.10581818181818181,0.20986573291787652,5,0.9419191919191917,0.11363636363636363,0.0580808080808081
LOW_BREADTH_LOW_DISP,29,10,1.0,0.0,,0.0,,0.1,,0.3,0.5,0.5,39.2,-0.04672812879405857,0.004000775016694514,0.1,0.1,0.6,0.1026,0.20762589985282906,5,0.9419191919191917,0.0914141414141414,0.0580808080808081
LOW_BREADTH_LOW_DISP,30,10,0.7,0.30000000000000004,HIGH_BREADTH_LOW_DISP,0.30000000000000004,,0.1,,0.0,0.8,0.7,31.0,-0.04394909582391003,0.002849838162731788,0.2,0.1,0.7,0.12040000000000002,0.2036187296997421,5,0.8696969696969696,0.09696969696969697,0.13030303030303034
