imp_tile,deter_tile,n,p_responds,p_weak_delayed,p_no_response,med_imp,med_deter,verdict
HIGH_IMP,MID_DETER,62,0.5806451612903226,0.1935483870967742,0.22580645161290322,0.466,-51.0,NO_STABLE_RESPONSE
HIGH_IMP,MILD_DETER,83,0.5662650602409639,0.13253012048192772,0.30120481927710846,0.446,-21.0,NO_STABLE_RESPONSE
HIGH_IMP,SEVERE_DETER,76,0.6973684210526315,0.13157894736842105,0.17105263157894737,0.498,-115.5,NO_STABLE_RESPONSE
LOW_IMP,MID_DETER,76,0.5921052631578947,0.09210526315789473,0.3157894736842105,0.05999999999999997,-51.5,NO_STABLE_RESPONSE
LOW_IMP,MILD_DETER,80,0.475,0.1375,0.3875,0.06,-15.0,NO_STABLE_RESPONSE
LOW_IMP,SEVERE_DETER,74,0.5405405405405406,0.08108108108108109,0.3783783783783784,0.04800000000000004,-141.0,NO_STABLE_RESPONSE
MID_IMP,MID_DETER,82,0.573170731707317,0.13414634146341464,0.2926829268292683,0.19299999999999995,-51.0,NO_STABLE_RESPONSE
MID_IMP,MILD_DETER,67,0.5373134328358209,0.07462686567164178,0.3880597014925373,0.15399999999999997,-16.0,NO_STABLE_RESPONSE
MID_IMP,SEVERE_DETER,72,0.5555555555555556,0.09722222222222222,0.3472222222222222,0.183,-115.0,NO_STABLE_RESPONSE
