event_id,exit_date,first_destination,days_to_destination,motif,state_tp1,state_tp3,state_tp5,state_tp7,state_tp14,state_tp30,top500_breadth_30d_tp1,top500_breadth_30d_tp3,top500_breadth_30d_tp5,top500_breadth_30d_tp7,top500_breadth_30d_tp14,top500_breadth_30d_tp30,vol_med_tp1,vol_med_tp3,vol_med_tp5,vol_med_tp7,vol_med_tp14,vol_med_tp30,top3_share_chg7_tp1,top3_share_chg7_tp3,top3_share_chg7_tp5,top3_share_chg7_tp7,top3_share_chg7_tp14,top3_share_chg7_tp30,btc_return_7d_tp1,btc_return_7d_tp3,btc_return_7d_tp5,btc_return_7d_tp7,btc_return_7d_tp14,btc_return_7d_tp30,med_ret30_51_200_tp1,med_ret30_51_200_tp3,med_ret30_51_200_tp5,med_ret30_51_200_tp7,med_ret30_51_200_tp14,med_ret30_51_200_tp30
EXIT_046,2024-01-10,MIXED_NO_CLEAR_ROUTE,12,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,ETH_BROADENING,ETH_BROADENING,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,0.564,0.396,0.526,0.394,0.178,0.284,0.05186,0.05244,0.05117,0.0514,0.04842,0.03648,0.00749,0.00128,-0.00798,-0.006,0.00139,0.00436,0.04954,-0.02607,-0.06469,-0.11013,-0.03219,0.11116,0.05633,-0.01467,0.01819,-0.0208,-0.1843,-0.05007
EXIT_047,2024-01-31,MIXED_NO_CLEAR_ROUTE,1,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,0.0,0.198,0.24,0.0,0.584,0.838,0.04661,0.0426,0.04105,0.04074,0.03536,0.03856,0.00307,0.00183,0.00247,7e-05,0.00684,0.00424,0.07868,0.02071,-0.01454,0.04076,0.16942,0.2308,,-0.10053,-0.05622,,0.02835,0.42059
EXIT_048,2024-02-13,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,0.584,0.606,0.752,0.694,0.734,0.808,0.03536,0.03574,0.03446,0.03521,0.03632,0.05302,0.00684,0.00378,8e-05,-0.00119,0.00356,-0.01076,0.16942,0.10633,0.07928,0.05111,0.09181,0.06681,0.02835,0.03863,0.13557,0.14925,0.26829,0.54158
EXIT_049,2024-02-25,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,BTC_CONCENTRATION,0.81,0.814,0.838,0.85,0.82,0.75,0.03615,0.03697,0.03856,0.04157,0.05067,0.06348,0.0028,0.01116,0.00424,-0.00036,-0.00296,-0.00588,0.05298,0.20574,0.2308,0.22102,0.09265,0.13043,0.22709,0.23758,0.42059,0.44841,0.5071,0.30487
EXIT_050,2024-03-02,MID_CAP_ROTATION,7,SUCCESS,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,0.85,0.832,0.844,0.836,0.73,0.494,0.04157,0.04603,0.04843,0.04979,0.05679,0.0629,-0.00036,0.00024,-0.01239,-0.0011,-0.00586,-0.0005,0.22102,0.11765,0.09358,0.10429,-0.04648,-0.00367,0.44841,0.41361,0.58431,0.55203,0.28645,0.00821
EXIT_051,2024-03-07,MID_CAP_ROTATION,2,SUCCESS,BTC_CONCENTRATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,0.84,0.82,0.826,0.808,0.712,0.318,0.04865,0.05067,0.05175,0.05302,0.06286,0.05916,-0.00691,-0.00296,-0.01175,-0.01076,-0.00061,0.00625,0.09384,0.09265,0.12038,0.06681,-0.08271,-0.01076,0.52758,0.5071,0.58491,0.54158,0.23546,-0.09321
EXIT_052,2024-03-09,MID_CAP_ROTATION,1,SUCCESS,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,0.82,0.826,0.808,0.73,0.692,0.32,0.05067,0.05175,0.05302,0.05679,0.06292,0.05854,-0.00296,-0.01175,-0.01076,-0.00586,-0.00626,0.00505,0.09265,0.12038,0.06681,-0.04648,-0.01918,0.02768,0.5071,0.58491,0.54158,0.28645,0.25442,-0.05067
EXIT_053,2024-03-29,BTC_CONCENTRATION,6,MID_SNAPBACK,LARGE_ALT_ROTATION,BTC_CONCENTRATION,NARROW_LEADERSHIP,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.684,0.494,0.342,0.342,0.11,0.082,0.06309,0.0629,0.06317,0.06006,0.06396,0.06097,-0.00081,-0.0005,0.00067,0.00917,0.01377,0.00306,0.08715,-0.00367,-0.05003,-0.0294,-0.00946,-0.02793,0.19033,0.00821,-0.07289,-0.08384,-0.29897,-0.28472
EXIT_054,2024-04-03,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.476,0.318,0.32,0.232,0.116,0.122,0.06108,0.05916,0.05854,0.05699,0.06618,0.05998,0.00356,0.00625,0.00505,0.00567,0.01639,-0.00444,-0.03161,-0.01076,0.02768,0.06982,-0.13191,-0.01358,0.00728,-0.09321,-0.05067,-0.1554,-0.27646,-0.19713
EXIT_055,2024-04-10,MIXED_NO_CLEAR_ROUTE,22,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,0.198,0.086,0.144,0.116,0.102,0.092,0.05678,0.06864,0.06785,0.06618,0.06257,0.05953,0.00442,0.02356,0.01767,0.01639,-0.00882,-0.00392,0.02265,-0.07366,-0.11455,-0.13191,0.04896,-0.04848,-0.16127,-0.36602,-0.25604,-0.27646,-0.25406,-0.25086
EXIT_056,2024-04-19,MIXED_NO_CLEAR_ROUTE,13,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.148,0.168,0.102,0.086,0.122,0.358,0.06321,0.06353,0.06257,0.06207,0.05998,0.04351,-0.01238,-0.00893,-0.00882,-0.00352,-0.00444,0.0056,0.01838,0.05379,0.04896,-0.00138,-0.01358,0.13588,-0.20404,-0.16676,-0.25406,-0.28138,-0.19713,-0.02685
EXIT_057,2024-04-23,MIXED_NO_CLEAR_ROUTE,9,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,0.102,0.086,0.082,0.048,0.048,0.446,0.06257,0.06207,0.06097,0.06103,0.05939,0.04337,-0.00882,-0.00352,0.00306,0.00763,-0.00876,-0.00235,0.04896,-0.00138,-0.02793,-0.08689,0.05036,0.02199,-0.25406,-0.28138,-0.28472,-0.344,-0.28401,-0.00688
EXIT_058,2024-05-17,MIXED_NO_CLEAR_ROUTE,3,BREADTH_FADE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.47,0.358,0.328,0.446,0.64,0.182,0.04153,0.04351,0.04402,0.04337,0.04071,0.04116,0.00653,0.0056,0.00091,-0.00235,-0.00296,0.00385,0.10111,0.13588,0.04308,0.02199,-0.0151,-0.0432,0.00122,-0.02685,-0.0547,-0.00688,0.06415,-0.14097
EXIT_059,2024-05-20,MIXED_NO_CLEAR_ROUTE,1,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.422,0.298,0.456,0.532,0.442,0.09,0.04394,0.04426,0.04341,0.04337,0.04045,0.04122,0.00253,0.00064,-0.00278,-0.01109,0.00321,0.01184,0.13945,0.04136,0.03473,-0.02874,-0.0085,-0.04808,-0.01131,-0.05654,-0.00054,0.01655,0.00096,-0.29028
EXIT_060,2024-06-06,MIXED_NO_CLEAR_ROUTE,6,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.444,0.398,0.274,0.324,0.068,0.054,0.0427,0.04172,0.04294,0.0446,0.04161,0.0496,0.00365,0.00566,0.01231,0.01236,0.04376,-0.00238,0.02743,0.02799,-0.04585,-0.05654,-0.02888,-0.04244,-0.00235,-0.02174,-0.08373,-0.04033,-0.28942,-0.35548
EXIT_061,2024-06-12,MIXED_NO_CLEAR_ROUTE,1,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.324,0.22,0.15,0.09,0.054,0.07,0.0446,0.042,0.04422,0.04122,0.04213,0.04873,0.01236,0.00375,0.00626,0.01184,0.02553,-0.00665,-0.05654,-0.04494,-0.04347,-0.04808,-0.06387,0.02183,-0.04033,-0.12199,-0.21305,-0.29028,-0.28677,-0.25283
EXIT_062,2024-07-20,BTC_CONCENTRATION,4,MID_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.602,0.498,0.278,0.384,0.218,0.156,0.04642,0.04685,0.04674,0.04723,0.04664,0.05312,-0.00195,0.00048,0.00102,0.00062,0.00868,-0.00925,0.12119,0.01276,0.02819,0.00967,-0.14854,,0.04485,0.00985,-0.06127,-0.0193,-0.08907,-0.15207
EXIT_063,2024-07-23,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.402,0.45,0.4,0.298,0.138,0.212,0.0469,0.0472,0.04711,0.0466,0.04695,0.0547,3e-05,-8e-05,0.00469,0.00056,-0.00121,0.0294,0.01955,0.01802,0.00149,0.00415,-0.14844,0.10002,-0.02053,-0.00088,-0.02486,-0.06076,-0.17112,-0.09879
EXIT_064,2024-08-05,BTC_CONCENTRATION,3,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,0.206,0.23,0.246,0.192,0.098,0.432,0.04677,0.05141,0.05181,0.05401,0.05297,0.04872,0.00156,0.00229,-0.00594,-0.00281,-0.00425,0.00137,-0.15357,,0.00438,0.09933,0.04151,-0.08746,-0.11191,-0.09729,-0.07848,-0.12532,-0.18797,0.00139
EXIT_065,2024-08-07,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,LARGE_ALT_ROTATION,0.23,0.246,0.192,0.094,0.268,0.254,0.05141,0.05181,0.05401,0.05189,0.05546,0.04329,0.00229,-0.00594,-0.00281,0.00263,-0.00624,-0.03832,,0.00438,0.09933,0.06742,0.0883,-0.04333,-0.09729,-0.07848,-0.12532,-0.21967,-0.06435,-0.05188
EXIT_066,2024-08-13,MIXED_NO_CLEAR_ROUTE,6,STABLE_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,MIXED_NO_CLEAR_ROUTE,0.094,0.082,0.08,0.156,0.132,0.0,0.05189,0.05266,0.05277,0.05312,0.05654,0.0411,0.00263,-0.03526,-0.04236,-0.00925,0.00503,-0.00026,0.06742,-0.00401,-0.02635,,-0.01646,0.10834,-0.21967,-0.2499,-0.25447,-0.15207,-0.15143,
EXIT_067,2024-09-06,BROAD_RISK_EXPANSION,20,SUCCESS,STABLECOIN_PARKING,LARGE_ALT_ROTATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MID_CAP_ROTATION,0.186,0.312,0.326,0.524,0.522,0.792,0.0427,0.04371,0.04081,0.04138,0.04076,0.04125,-0.03494,-0.00601,-0.04019,-0.03465,0.00192,0.00698,-0.08191,-0.03541,-0.01084,0.12276,0.04328,-0.04291,-0.09409,-0.03029,-0.04396,0.02253,0.02987,0.19156
EXIT_068,2024-09-20,BROAD_RISK_EXPANSION,6,SUCCESS,MIXED_NO_CLEAR_ROUTE,NARROW_LEADERSHIP,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,LARGE_ALT_ROTATION,BTC_CONCENTRATION,0.582,0.302,0.578,0.844,0.694,0.622,0.04129,0.03994,0.03958,0.03966,0.04235,0.04242,-0.00165,-0.2594,0.02355,0.02241,0.00517,-0.02758,0.05649,0.08828,0.02423,0.04111,-0.05659,0.09786,0.03918,-0.04026,0.04264,0.21944,0.0967,0.07858
EXIT_069,2024-10-03,BTC_CONCENTRATION,4,MID_SNAPBACK,LARGE_ALT_ROTATION,MID_CAP_ROTATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,0.694,0.792,0.73,0.458,0.558,0.344,0.04235,0.04125,0.04169,0.04121,0.04128,0.03947,0.00517,0.00698,-0.03096,0.02819,0.00877,0.00741,-0.05659,-0.04291,0.02129,-0.00798,0.11821,0.03394,0.0967,0.19156,0.1006,0.02158,0.09287,-0.01575
EXIT_070,2024-10-24,BTC_CONCENTRATION,4,MID_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,0.206,0.172,0.22,0.352,0.558,0.73,0.04397,0.04255,0.04352,0.04028,0.045,0.06231,0.00308,0.00274,0.00766,0.04268,-0.03501,-0.0125,-0.02596,-0.01554,0.07956,0.03014,0.08103,0.07971,-0.09861,-0.14403,-0.08793,-0.02202,0.02892,0.30184
EXIT_071,2024-10-27,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,LARGE_ALT_ROTATION,0.208,0.314,0.384,0.198,0.73,0.74,0.04292,0.04209,0.03943,0.03829,0.04768,0.06109,0.0062,0.04217,0.0037,0.00842,0.02309,-0.01302,0.0377,0.08519,0.04262,0.01195,0.17068,-0.00388,-0.1184,-0.04198,-0.00095,-0.09085,0.10053,0.38489
EXIT_072,2024-11-03,BTC_CONCENTRATION,13,LATE_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.188,0.416,0.686,0.73,0.668,0.796,0.03907,0.04447,0.04495,0.04768,0.05567,0.06442,0.00933,-0.0324,-0.03595,0.02309,-0.00809,-0.03499,-0.02999,0.04561,0.10165,0.17068,0.11646,0.04367,-0.11559,0.00503,0.06724,0.10053,0.11814,0.97674
EXIT_073,2024-11-06,BTC_CONCENTRATION,10,LATE_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.558,0.684,0.714,0.526,0.59,0.844,0.045,0.04652,0.04903,0.05049,0.05888,0.06276,-0.03501,-0.04232,-0.04355,-0.0004,0.02446,-0.056,0.08103,0.10809,0.30806,0.19758,0.04146,0.02523,0.02892,0.10442,0.16485,0.03687,0.07658,0.89384
EXIT_074,2024-11-09,BTC_CONCENTRATION,7,MID_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,0.73,0.676,0.452,0.744,0.73,0.786,0.04768,0.0501,0.05161,0.05432,0.06231,0.07301,0.02309,-0.04043,0.03252,0.0258,-0.0125,-0.02436,0.17068,0.26811,0.14947,0.17947,0.07971,0.01635,0.10053,0.13897,0.00878,0.21423,0.30184,0.41788
EXIT_075,2024-11-11,BTC_CONCENTRATION,5,MID_SNAPBACK,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,0.676,0.452,0.744,0.72,0.806,0.76,0.0501,0.05161,0.05432,0.05829,0.06096,0.0735,-0.04043,0.03252,0.0258,0.01907,-0.00835,-0.02172,0.26811,0.14947,0.17947,0.02076,0.02827,0.02434,0.13897,0.00878,0.21423,0.19694,0.40972,0.33425
EXIT_076,2024-11-15,BTC_CONCENTRATION,1,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,0.744,0.72,0.59,0.714,0.828,0.698,0.05432,0.05829,0.05888,0.06061,0.06314,0.07128,0.0258,0.01907,0.02446,0.02067,-0.01754,0.04625,0.17947,0.02076,0.04146,0.0871,-0.01552,0.03025,0.21423,0.19694,0.07658,0.22346,0.48308,0.43168
EXIT_077,2024-11-21,BROAD_RISK_EXPANSION,6,SUCCESS,BTC_CONCENTRATION,LARGE_ALT_ROTATION,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,MIXED_NO_CLEAR_ROUTE,0.714,0.746,0.74,0.806,0.782,0.412,0.06061,0.05993,0.06109,0.06307,0.06416,0.07223,0.02067,-0.04457,-0.01302,0.01236,-0.06031,0.01735,0.0871,0.09091,-0.00388,-0.02896,0.01491,-0.04092,0.22346,0.46937,0.38489,0.413,0.93333,0.03451
EXIT_078,2024-11-24,BROAD_RISK_EXPANSION,3,SUCCESS,LARGE_ALT_ROTATION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BROAD_RISK_EXPANSION,BTC_CONCENTRATION,0.806,0.814,0.828,0.774,0.848,0.35,0.06096,0.06343,0.06314,0.06222,0.0632,0.07071,-0.00835,-0.01965,-0.01754,-0.01764,-0.01324,-0.00217,0.02827,0.0172,-0.01552,-0.00749,0.04067,-0.07033,0.40972,0.48074,0.48308,0.68724,0.78962,-0.0363
EXIT_079,2024-12-25,MIXED_NO_CLEAR_ROUTE,1,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,0.314,0.3,0.184,0.17,0.152,0.15,0.07038,0.06999,0.06802,0.06713,0.0572,0.0541,-0.00473,-0.01192,0.03408,-0.00687,-0.02914,0.03955,-0.01831,-0.0212,-0.02158,-0.04914,0.00661,0.00666,-0.06946,-0.06635,-0.18764,-0.2115,-0.20324,-0.16505
EXIT_080,2025-01-03,MIXED_NO_CLEAR_ROUTE,4,BREADTH_FADE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.148,0.14,0.152,0.092,0.4,0.07,0.06493,0.06344,0.0572,0.05569,0.05404,0.05844,-0.00864,-0.00666,-0.02914,0.03995,-0.02837,0.00619,0.03228,0.1037,0.00661,-0.03472,0.09952,-0.04863,-0.22574,-0.2386,-0.20324,-0.22749,-0.0004,-0.38077
EXIT_081,2025-01-05,MIXED_NO_CLEAR_ROUTE,2,BREADTH_FADE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.14,0.152,0.092,0.086,0.184,0.078,0.06344,0.0572,0.05569,0.05451,0.05658,0.06022,-0.00666,-0.02914,0.03995,-0.02134,0.03439,0.0375,0.1037,0.00661,-0.03472,-0.03892,0.06986,-0.03415,-0.2386,-0.20324,-0.22749,-0.2579,-0.11466,-0.41369
EXIT_082,2025-01-07,MIXED_NO_CLEAR_ROUTE,1,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.152,0.092,0.086,0.098,0.302,0.082,0.0572,0.05569,0.05451,0.05399,0.05585,0.05753,-0.02914,0.03995,-0.02134,-0.02624,0.00565,0.04628,0.00661,-0.03472,-0.03892,-0.00401,0.09957,-0.07774,-0.20324,-0.22749,-0.2579,-0.24161,-0.04429,-0.39766
EXIT_083,2025-01-20,MIXED_NO_CLEAR_ROUTE,9,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,0.302,0.138,0.282,0.152,0.088,0.128,0.05585,0.05399,0.0524,0.05153,0.05935,0.05339,0.00565,0.00632,-0.02177,-0.02559,0.04087,0.0074,0.09957,0.03925,0.00294,0.0007,-0.00668,-0.01277,-0.04429,-0.17535,-0.10822,-0.19331,-0.36449,-0.28581
EXIT_084,2025-01-26,MIXED_NO_CLEAR_ROUTE,3,BREADTH_FADE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,STABLECOIN_PARKING,0.152,0.16,0.156,0.07,0.094,0.062,0.05153,0.05245,0.05262,0.05844,0.05832,0.0578,-0.02559,-0.01916,-0.03107,0.00619,0.03736,-0.03383,0.0007,0.00048,-0.02303,-0.04863,-0.01217,-0.07218,-0.19331,-0.17233,-0.14995,-0.38077,-0.35306,-0.31125
EXIT_085,2025-01-29,BTC_CONCENTRATION,9,LATE_SNAPBACK,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,STABLECOIN_PARKING,0.206,0.112,0.088,0.062,0.116,0.074,0.05329,0.05409,0.05935,0.05944,0.05993,0.05676,-0.02539,0.00605,0.04087,0.03892,-0.0076,-0.00928,0.00746,-0.03876,-0.00668,-0.06835,0.01315,-0.12226,-0.11594,-0.26164,-0.36449,-0.44314,-0.25999,-0.26083
EXIT_086,2025-02-04,BTC_CONCENTRATION,3,EARLY_SNAPBACK,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,0.062,0.088,0.094,0.1,0.132,0.122,0.05944,0.05755,0.05832,0.059,0.05282,0.05668,0.03892,0.04718,0.03736,-0.00372,0.0052,0.0008,-0.06835,-0.05738,-0.01217,-0.02171,-0.00217,0.06207,-0.44314,-0.38198,-0.35306,-0.31866,-0.29731,-0.16124
EXIT_087,2025-02-14,MIXED_NO_CLEAR_ROUTE,1,BREADTH_DIVERSITY_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,STABLECOIN_PARKING,STABLECOIN_PARKING,0.1,0.096,0.128,0.106,0.074,0.082,0.05844,0.05491,0.05339,0.05305,0.05676,0.06043,-0.00258,-0.03349,0.0074,0.00523,-0.00928,-0.00332,0.01138,-0.01708,-0.01277,-0.01419,-0.12226,0.02455,-0.34302,-0.33999,-0.28581,-0.28009,-0.26083,-0.27242
EXIT_088,2025-03-29,MIXED_NO_CLEAR_ROUTE,1,STABLE_NO_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,0.146,0.102,0.142,0.148,0.348,0.664,0.05802,0.05526,0.0478,0.04679,0.0534,0.05127,0.00289,-0.02003,-0.01799,-0.02382,0.0262,-0.00104,-0.04323,-0.02632,-0.04674,0.01098,0.02134,0.08524,-0.19274,-0.24671,-0.1589,-0.16929,-0.02788,0.1043
EXIT_089,2025-04-13,BTC_CONCENTRATION,8,LATE_SNAPBACK,BTC_CONCENTRATION,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BROAD_RISK_EXPANSION,0.198,0.198,0.192,0.236,0.438,0.82,0.05321,0.05138,0.05158,0.05178,0.0518,0.04603,-0.00374,0.03092,0.00106,-0.0277,0.00246,0.01424,0.06698,0.01768,0.01254,0.0178,0.10074,0.07611,-0.12115,-0.14508,-0.13581,-0.07698,0.02636,0.40856
EXIT_090,2025-04-15,BTC_CONCENTRATION,6,MID_SNAPBACK,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,MIXED_NO_CLEAR_ROUTE,BTC_CONCENTRATION,BTC_CONCENTRATION,ETH_BROADENING,0.198,0.192,0.236,0.312,0.622,0.7,0.05138,0.05158,0.05178,0.05314,0.05164,0.04852,0.03092,0.00106,-0.0277,0.00281,0.02823,-0.00205,0.01768,0.01254,0.0178,0.1168,0.00902,0.00487,-0.14508,-0.13581,-0.07698,-0.02913,0.06598,0.31143
EXIT_091,2025-04-18,BTC_CONCENTRATION,3,EARLY_SNAPBACK,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,BTC_CONCENTRATION,MID_CAP_ROTATION,0.254,0.24,0.24,0.356,0.648,0.764,0.05165,0.05195,0.05285,0.05286,0.04933,0.04905,0.00289,0.00249,0.00135,0.00212,0.00376,0.00528,-0.00262,0.03521,0.11502,0.12161,0.02312,0.02247,-0.10222,-0.09873,-0.04891,-0.02225,0.17307,0.31403
