family,delay_h,hold_h,split,n,mean_net_bps,mean_gross_bps,win_prob,mean_cost_bps
EUR_LIQUIDATION_JPY_STRENGTH,0,6,inner_val,288,6.437047700438491,7.941499755233011,0.5798611111111112,1.5044520547945206
EUR_LIQUIDATION_JPY_STRENGTH,0,6,RELATIONSHIP_CONFIRMED_OOS,544,4.495129382033833,5.999581436828354,0.5275735294117647,1.5044520547945206
EUR_LIQUIDATION_JPY_STRENGTH,0,8,inner_sel,1004,10.028514565497082,11.48445063855644,0.5657370517928287,1.455936073059361
EUR_LIQUIDATION_JPY_STRENGTH,0,8,inner_val,288,8.678245707650515,10.134181780709874,0.6145833333333334,1.455936073059361
EUR_LIQUIDATION_JPY_STRENGTH,0,8,RELATIONSHIP_CONFIRMED_OOS,544,5.839118784292476,7.295054857351836,0.53125,1.455936073059361
EUR_LIQUIDATION_JPY_STRENGTH,0,12,inner_sel,1004,9.30160208345181,10.660506193040852,0.5547808764940239,1.3589041095890406
EUR_LIQUIDATION_JPY_STRENGTH,0,12,inner_val,288,9.082101476857124,10.441005586446169,0.6215277777777778,1.3589041095890408
EUR_LIQUIDATION_JPY_STRENGTH,0,12,RELATIONSHIP_CONFIRMED_OOS,544,4.152992385002908,5.511896494591948,0.5238970588235294,1.3589041095890408
EUR_LIQUIDATION_JPY_STRENGTH,1,4,inner_sel,1000,10.28429456316494,11.837262599694618,0.609,1.55296803652968
EUR_LIQUIDATION_JPY_STRENGTH,1,4,inner_val,288,7.898438448791783,9.451406485321463,0.6666666666666666,1.5529680365296803
EUR_LIQUIDATION_JPY_STRENGTH,1,4,RELATIONSHIP_CONFIRMED_OOS,544,5.094419488850031,6.647387525379712,0.5753676470588235,1.5529680365296803
EUR_LIQUIDATION_JPY_STRENGTH,1,6,inner_sel,1000,10.838241837979542,12.34269389277406,0.583,1.5044520547945208
EUR_LIQUIDATION_JPY_STRENGTH,1,6,inner_val,288,6.775866548602803,8.280318603397323,0.6006944444444444,1.5044520547945206
EUR_LIQUIDATION_JPY_STRENGTH,1,6,RELATIONSHIP_CONFIRMED_OOS,544,5.32271785423641,6.827169909030931,0.5238970588235294,1.5044520547945206
EUR_LIQUIDATION_JPY_STRENGTH,1,8,inner_sel,1000,10.442272005740064,11.898208078799428,0.57,1.455936073059361
EUR_LIQUIDATION_JPY_STRENGTH,1,8,inner_val,288,8.271591979301759,9.72752805236112,0.6319444444444444,1.455936073059361
