event_id,triangle_id,direction,entry_z,entry_z_threshold,entry_timestamp,exit_timestamp,exit_reason,holding_minutes,gross_pnl_bps,cost_bps,net_pnl_bps,max_adverse_z
AUD_GBP_NZD_20231208_1025_3.0,AUD_GBP_NZD,SHORT,4.9625,3.0,2023-12-08T10:25:00,2023-12-08T12:25:00,E1_OVERSHOOT,120.0,303.00,162.00,141.00,0.5081
AUD_GBP_NZD_20231212_1025_3.0,AUD_GBP_NZD,SHORT,6.4362,3.0,2023-12-12T10:25:00,2023-12-12T12:25:00,E1_OVERSHOOT,120.0,46.00,162.00,-116.00,0.6697
AUD_GBP_NZD_20231214_1415_3.0,AUD_GBP_NZD,SHORT,3.0177,3.0,2023-12-14T14:15:00,2023-12-14T17:00:00,HARD_SESSION_EXIT,165.0,8.00,162.00,-154.00,3.4800
AUD_GBP_NZD_20231215_1140_3.0,AUD_GBP_NZD,SHORT,15.4586,3.0,2023-12-15T11:40:00,2023-12-15T13:50:00,E1_OVERSHOOT,130.0,255.00,162.00,93.00,0.2679
AUD_GBP_NZD_20231220_1400_3.0,AUD_GBP_NZD,LONG,-3.0163,3.0,2023-12-20T14:00:00,2023-12-20T16:00:00,E1_OVERSHOOT,120.0,51.00,162.00,-111.00,-1.3694
AUD_GBP_NZD_20231222_1155_3.0,AUD_GBP_NZD,SHORT,14.2358,3.0,2023-12-22T11:55:00,2023-12-22T13:55:00,E1_OVERSHOOT,120.0,258.00,162.00,96.00,1.0623
AUD_GBP_NZD_20231227_1500_3.0,AUD_GBP_NZD,SHORT,3.8107,3.0,2023-12-27T15:00:00,2023-12-27T17:00:00,HARD_SESSION_EXIT,120.0,32.00,162.00,-130.00,5.2869
AUD_GBP_NZD_20240101_1500_3.0,AUD_GBP_NZD,LONG,-55.5770,3.0,2024-01-01T15:00:00,2024-01-01T15:05:00,Z6_STOP,5.0,93.00,162.00,-69.00,-6.7021
AUD_GBP_NZD_20240103_1455_3.0,AUD_GBP_NZD,SHORT,6.1619,3.0,2024-01-03T14:55:00,2024-01-03T17:00:00,HARD_SESSION_EXIT,125.0,-15.00,162.00,-177.00,5.3035
AUD_GBP_NZD_20240105_1025_3.0,AUD_GBP_NZD,LONG,-25.5363,3.0,2024-01-05T10:25:00,2024-01-05T12:25:00,E1_OVERSHOOT,120.0,199.00,162.00,37.00,-0.4397
AUD_GBP_NZD_20240108_1430_3.0,AUD_GBP_NZD,LONG,-3.4689,3.0,2024-01-08T14:30:00,2024-01-08T16:40:00,E1_OVERSHOOT,130.0,-25.00,162.00,-187.00,-0.9506
AUD_GBP_NZD_20240109_1420_3.0,AUD_GBP_NZD,SHORT,3.2985,3.0,2024-01-09T14:20:00,2024-01-09T17:00:00,HARD_SESSION_EXIT,160.0,-89.00,162.00,-251.00,4.3730
AUD_GBP_NZD_20240110_1500_3.0,AUD_GBP_NZD,SHORT,3.6417,3.0,2024-01-10T15:00:00,2024-01-10T17:00:00,HARD_SESSION_EXIT,120.0,70.00,162.00,-92.00,4.3305
AUD_GBP_NZD_20240111_1025_3.0,AUD_GBP_NZD,LONG,-4.3379,3.0,2024-01-11T10:25:00,2024-01-11T12:25:00,E1_OVERSHOOT,120.0,30.00,162.00,-132.00,-0.4696
AUD_GBP_NZD_20240112_1025_3.0,AUD_GBP_NZD,LONG,-6.3432,3.0,2024-01-12T10:25:00,2024-01-12T12:25:00,E1_OVERSHOOT,120.0,190.00,162.00,28.00,-0.1711
AUD_GBP_NZD_20240115_1300_3.0,AUD_GBP_NZD,SHORT,4.2439,3.0,2024-01-15T13:00:00,2024-01-15T16:40:00,E1_OVERSHOOT,220.0,10.00,162.00,-152.00,2.7224
AUD_GBP_NZD_20240116_1450_3.0,AUD_GBP_NZD,SHORT,3.1939,3.0,2024-01-16T14:50:00,2024-01-16T16:55:00,E1_OVERSHOOT,125.0,-5.00,162.00,-167.00,5.3948
AUD_GBP_NZD_20240117_1500_3.0,AUD_GBP_NZD,SHORT,3.6643,3.0,2024-01-17T15:00:00,2024-01-17T17:00:00,HARD_SESSION_EXIT,120.0,10.00,162.00,-152.00,4.3452
AUD_GBP_NZD_20240123_1500_3.0,AUD_GBP_NZD,SHORT,4.1284,3.0,2024-01-23T15:00:00,2024-01-23T17:00:00,HARD_SESSION_EXIT,120.0,-39.00,162.00,-201.00,4.4311
AUD_GBP_NZD_20240126_1025_3.0,AUD_GBP_NZD,SHORT,3.4798,3.0,2024-01-26T10:25:00,2024-01-26T12:45:00,E1_OVERSHOOT,140.0,72.00,162.00,-90.00,1.2017
AUD_GBP_NZD_20240130_1155_3.0,AUD_GBP_NZD,LONG,-17.8871,3.0,2024-01-30T11:55:00,2024-01-30T14:20:00,E1_OVERSHOOT,145.0,-44.00,162.00,-206.00,-0.5137
AUD_GBP_NZD_20240201_0855_3.0,AUD_GBP_NZD,LONG,-4.6189,3.0,2024-02-01T08:55:00,2024-02-01T10:25:00,Z6_STOP,90.0,-22.00,162.00,-184.00,-10.7325
AUD_GBP_NZD_20240202_1025_3.0,AUD_GBP_NZD,SHORT,3.3789,3.0,2024-02-02T10:25:00,2024-02-02T11:55:00,Z6_STOP,90.0,-67.00,162.00,-229.00,10.7001
AUD_GBP_NZD_20240205_1155_3.0,AUD_GBP_NZD,LONG,-11.7142,3.0,2024-02-05T11:55:00,2024-02-05T14:00:00,E1_OVERSHOOT,125.0,131.00,162.00,-31.00,-0.6455
AUD_GBP_NZD_20240207_1320_3.0,AUD_GBP_NZD,LONG,-3.0036,3.0,2024-02-07T13:20:00,2024-02-07T15:20:00,E1_OVERSHOOT,120.0,29.00,162.00,-133.00,-1.5682
AUD_GBP_NZD_20240213_1025_3.0,AUD_GBP_NZD,SHORT,12.7707,3.0,2024-02-13T10:25:00,2024-02-13T12:25:00,E1_OVERSHOOT,120.0,17.00,162.00,-145.00,0.9665
AUD_GBP_NZD_20240214_1500_3.0,AUD_GBP_NZD,SHORT,3.3820,3.0,2024-02-14T15:00:00,2024-02-14T17:00:00,HARD_SESSION_EXIT,120.0,63.00,162.00,-99.00,3.7421
AUD_GBP_NZD_20240216_1025_3.0,AUD_GBP_NZD,LONG,-9.8500,3.0,2024-02-16T10:25:00,2024-02-16T11:55:00,Z6_STOP,90.0,121.00,162.00,-41.00,-15.1691
AUD_GBP_NZD_20240219_1240_3.0,AUD_GBP_NZD,SHORT,3.1399,3.0,2024-02-19T12:40:00,2024-02-19T14:45:00,E1_OVERSHOOT,125.0,-2.00,162.00,-164.00,0.7874
AUD_GBP_NZD_20240222_1025_3.0,AUD_GBP_NZD,LONG,-4.2371,3.0,2024-02-22T10:25:00,2024-02-22T12:50:00,E1_OVERSHOOT,145.0,162.00,162.00,0.00,-0.6805
AUD_GBP_NZD_20240223_1325_3.0,AUD_GBP_NZD,SHORT,3.0499,3.0,2024-02-23T13:25:00,2024-02-23T15:55:00,E1_OVERSHOOT,150.0,27.00,162.00,-135.00,3.2978
AUD_GBP_NZD_20240226_1340_3.0,AUD_GBP_NZD,SHORT,4.2893,3.0,2024-02-26T13:40:00,2024-02-26T15:45:00,Z6_STOP,125.0,-51.00,162.00,-213.00,6.1745
AUD_GBP_NZD_20240227_1155_3.0,AUD_GBP_NZD,LONG,-19.9558,3.0,2024-02-27T11:55:00,2024-02-27T15:05:00,E1_OVERSHOOT,190.0,238.00,162.00,76.00,-0.4831
AUD_GBP_NZD_20240229_1425_3.0,AUD_GBP_NZD,SHORT,3.4820,3.0,2024-02-29T14:25:00,2024-02-29T16:25:00,E1_OVERSHOOT,120.0,55.00,162.00,-107.00,1.9545
AUD_GBP_NZD_20240304_1345_3.0,AUD_GBP_NZD,LONG,-3.6345,3.0,2024-03-04T13:45:00,2024-03-04T15:45:00,E1_OVERSHOOT,120.0,18.00,162.00,-144.00,-2.1806
AUD_GBP_NZD_20240305_1155_3.0,AUD_GBP_NZD,SHORT,13.5472,3.0,2024-03-05T11:55:00,2024-03-05T13:55:00,E1_OVERSHOOT,120.0,266.00,162.00,104.00,0.9366
AUD_GBP_NZD_20240306_1155_3.0,AUD_GBP_NZD,SHORT,3.0450,3.0,2024-03-06T11:55:00,2024-03-06T13:55:00,E1_OVERSHOOT,120.0,80.00,162.00,-82.00,1.4277
AUD_GBP_NZD_20240312_1125_3.0,AUD_GBP_NZD,LONG,-3.6486,3.0,2024-03-12T11:25:00,2024-03-12T13:30:00,E1_OVERSHOOT,125.0,-59.00,162.00,-221.00,-1.0689
AUD_GBP_NZD_20240320_1455_3.0,AUD_GBP_NZD,LONG,-3.3347,3.0,2024-03-20T14:55:00,2024-03-20T16:55:00,Z6_STOP,120.0,434.00,162.00,272.00,-2.5414
AUD_GBP_NZD_20240328_1125_3.0,AUD_GBP_NZD,LONG,-6.3874,3.0,2024-03-28T11:25:00,2024-03-28T13:45:00,E1_OVERSHOOT,140.0,-44.00,162.00,-206.00,-0.9897
AUD_GBP_NZD_20240329_1125_3.0,AUD_GBP_NZD,LONG,-9.0143,3.0,2024-03-29T11:25:00,2024-03-29T13:25:00,E1_OVERSHOOT,120.0,143.00,162.00,-19.00,-0.7534
AUD_GBP_NZD_20240329_1425_3.0,AUD_GBP_NZD,LONG,-4.2530,3.0,2024-03-29T14:25:00,2024-03-29T16:30:00,E1_OVERSHOOT,125.0,108.00,162.00,-54.00,-0.3892
AUD_GBP_NZD_20240401_1255_3.0,AUD_GBP_NZD,SHORT,5.4016,3.0,2024-04-01T12:55:00,2024-04-01T14:55:00,E1_OVERSHOOT,120.0,84.00,162.00,-78.00,0.8130
AUD_GBP_NZD_20240402_1255_3.0,AUD_GBP_NZD,LONG,-16.6884,3.0,2024-04-02T12:55:00,2024-04-02T15:15:00,E1_OVERSHOOT,140.0,45.00,162.00,-117.00,-0.8565
AUD_GBP_NZD_20240403_1110_3.0,AUD_GBP_NZD,LONG,-8.6186,3.0,2024-04-03T11:10:00,2024-04-03T15:05:00,E1_OVERSHOOT,235.0,-105.00,162.00,-267.00,-2.2370
AUD_GBP_NZD_20240404_1430_3.0,AUD_GBP_NZD,SHORT,3.1500,3.0,2024-04-04T14:30:00,2024-04-04T16:55:00,E1_OVERSHOOT,145.0,-31.00,162.00,-193.00,3.9549
AUD_GBP_NZD_20240405_1125_3.0,AUD_GBP_NZD,LONG,-17.3201,3.0,2024-04-05T11:25:00,2024-04-05T13:45:00,E1_OVERSHOOT,140.0,60.00,162.00,-102.00,-0.2685
AUD_GBP_NZD_20240411_1125_3.0,AUD_GBP_NZD,SHORT,6.4188,3.0,2024-04-11T11:25:00,2024-04-11T13:25:00,E1_OVERSHOOT,120.0,150.00,162.00,-12.00,0.6608
AUD_GBP_NZD_20240418_1125_3.0,AUD_GBP_NZD,LONG,-3.6673,3.0,2024-04-18T11:25:00,2024-04-18T13:40:00,E1_OVERSHOOT,135.0,15.00,162.00,-147.00,-0.6120
AUD_GBP_NZD_20240425_1125_3.0,AUD_GBP_NZD,LONG,-3.5379,3.0,2024-04-25T11:25:00,2024-04-25T13:25:00,E1_OVERSHOOT,120.0,38.00,162.00,-124.00,-0.3795
AUD_GBP_NZD_20240426_1255_3.0,AUD_GBP_NZD,SHORT,4.9270,3.0,2024-04-26T12:55:00,2024-04-26T15:45:00,E1_OVERSHOOT,170.0,155.00,162.00,-7.00,1.1470
AUD_GBP_NZD_20240501_1255_3.0,AUD_GBP_NZD,LONG,-4.7348,3.0,2024-05-01T12:55:00,2024-05-01T14:55:00,E1_OVERSHOOT,120.0,-42.00,162.00,-204.00,-1.7649
AUD_GBP_NZD_20240503_1125_3.0,AUD_GBP_NZD,LONG,-4.0968,3.0,2024-05-03T11:25:00,2024-05-03T13:30:00,E1_OVERSHOOT,125.0,97.00,162.00,-65.00,-2.9700
AUD_GBP_NZD_20240509_0955_3.0,AUD_GBP_NZD,SHORT,4.8314,3.0,2024-05-09T09:55:00,2024-05-09T11:55:00,E1_OVERSHOOT,120.0,145.00,162.00,-17.00,0.8053
AUD_GBP_NZD_20240515_1125_3.0,AUD_GBP_NZD,LONG,-4.9220,3.0,2024-05-15T11:25:00,2024-05-15T13:25:00,E1_OVERSHOOT,120.0,79.00,162.00,-83.00,-0.7176
AUD_GBP_NZD_20240516_1125_3.0,AUD_GBP_NZD,LONG,-6.8196,3.0,2024-05-16T11:25:00,2024-05-16T13:55:00,E1_OVERSHOOT,150.0,124.00,162.00,-38.00,-0.8122
AUD_GBP_NZD_20240521_1355_3.0,AUD_GBP_NZD,SHORT,3.2882,3.0,2024-05-21T13:55:00,2024-05-21T16:00:00,E1_OVERSHOOT,125.0,32.00,162.00,-130.00,3.0890
AUD_GBP_NZD_20240523_1125_3.0,AUD_GBP_NZD,LONG,-4.5602,3.0,2024-05-23T11:25:00,2024-05-23T12:40:00,Z6_STOP,75.0,97.00,162.00,-65.00,-0.7077
AUD_GBP_NZD_20240524_1255_3.0,AUD_GBP_NZD,SHORT,3.2727,3.0,2024-05-24T12:55:00,2024-05-24T15:10:00,E1_OVERSHOOT,135.0,72.00,162.00,-90.00,1.6072
AUD_GBP_NZD_20240530_1125_3.0,AUD_GBP_NZD,LONG,-5.4038,3.0,2024-05-30T11:25:00,2024-05-30T13:30:00,E1_OVERSHOOT,125.0,27.00,162.00,-135.00,-1.1083
AUD_GBP_NZD_20240530_1450_3.0,AUD_GBP_NZD,SHORT,3.1534,3.0,2024-05-30T14:50:00,2024-05-30T17:00:00,HARD_SESSION_EXIT,130.0,27.00,162.00,-135.00,1.9158
AUD_GBP_NZD_20240531_1125_3.0,AUD_GBP_NZD,SHORT,6.3270,3.0,2024-05-31T11:25:00,2024-05-31T13:55:00,E1_OVERSHOOT,150.0,9.00,162.00,-153.00,1.7893
AUD_GBP_NZD_20240603_1255_3.0,AUD_GBP_NZD,LONG,-6.9695,3.0,2024-06-03T12:55:00,2024-06-03T14:55:00,E1_OVERSHOOT,120.0,94.00,162.00,-68.00,-0.9291
AUD_GBP_NZD_20240604_1255_3.0,AUD_GBP_NZD,SHORT,16.7738,3.0,2024-06-04T12:55:00,2024-06-04T15:10:00,E1_OVERSHOOT,135.0,178.00,162.00,16.00,1.0563
AUD_GBP_NZD_20240605_1110_3.0,AUD_GBP_NZD,LONG,-3.3514,3.0,2024-06-05T11:10:00,2024-06-05T13:15:00,E1_OVERSHOOT,125.0,60.00,162.00,-102.00,-0.2499
AUD_GBP_NZD_20240606_1125_3.0,AUD_GBP_NZD,LONG,-3.7747,3.0,2024-06-06T11:25:00,2024-06-06T14:10:00,E1_OVERSHOOT,165.0,-1.00,162.00,-163.00,-1.5326
AUD_GBP_NZD_20240611_1425_3.0,AUD_GBP_NZD,SHORT,3.1863,3.0,2024-06-11T14:25:00,2024-06-11T16:25:00,E1_OVERSHOOT,120.0,-17.00,162.00,-179.00,2.0073
AUD_GBP_NZD_20240612_1125_3.0,AUD_GBP_NZD,LONG,-14.2133,3.0,2024-06-12T11:25:00,2024-06-12T14:10:00,E1_OVERSHOOT,165.0,138.00,162.00,-24.00,-0.3771
AUD_GBP_NZD_20240618_1125_3.0,AUD_GBP_NZD,SHORT,3.8870,3.0,2024-06-18T11:25:00,2024-06-18T16:20:00,E1_OVERSHOOT,295.0,-40.00,162.00,-202.00,2.0126
AUD_GBP_NZD_20240620_1125_3.0,AUD_GBP_NZD,LONG,-3.3166,3.0,2024-06-20T11:25:00,2024-06-20T13:40:00,E1_OVERSHOOT,135.0,-25.00,162.00,-187.00,-1.0625
AUD_GBP_NZD_20240621_1240_3.0,AUD_GBP_NZD,SHORT,4.3275,3.0,2024-06-21T12:40:00,2024-06-21T14:40:00,E1_OVERSHOOT,120.0,94.00,162.00,-68.00,1.7834
AUD_GBP_NZD_20240625_1255_3.0,AUD_GBP_NZD,SHORT,18.1725,3.0,2024-06-25T12:55:00,2024-06-25T15:30:00,E1_OVERSHOOT,155.0,146.00,162.00,-16.00,0.5301
AUD_GBP_NZD_20240628_1255_3.0,AUD_GBP_NZD,SHORT,7.8548,3.0,2024-06-28T12:55:00,2024-06-28T14:55:00,E1_OVERSHOOT,120.0,102.00,162.00,-60.00,1.2366
AUD_GBP_NZD_20240701_1255_3.0,AUD_GBP_NZD,SHORT,3.6829,3.0,2024-07-01T12:55:00,2024-07-01T14:55:00,E1_OVERSHOOT,120.0,150.00,162.00,-12.00,1.2975
AUD_GBP_NZD_20240702_1340_3.0,AUD_GBP_NZD,SHORT,3.2194,3.0,2024-07-02T13:40:00,2024-07-02T15:50:00,E1_OVERSHOOT,130.0,16.00,162.00,-146.00,3.2433
AUD_GBP_NZD_20240703_1125_3.0,AUD_GBP_NZD,LONG,-5.5919,3.0,2024-07-03T11:25:00,2024-07-03T13:25:00,E1_OVERSHOOT,120.0,146.00,162.00,-16.00,-2.8361
AUD_GBP_NZD_20240705_1125_3.0,AUD_GBP_NZD,LONG,-5.7133,3.0,2024-07-05T11:25:00,2024-07-05T13:30:00,E1_OVERSHOOT,125.0,50.00,162.00,-112.00,-0.5159
AUD_GBP_NZD_20240711_1125_3.0,AUD_GBP_NZD,LONG,-7.1257,3.0,2024-07-11T11:25:00,2024-07-11T13:55:00,E1_OVERSHOOT,150.0,103.00,162.00,-59.00,-1.7771
AUD_GBP_NZD_20240712_1255_3.0,AUD_GBP_NZD,SHORT,7.2025,3.0,2024-07-12T12:55:00,2024-07-12T15:10:00,E1_OVERSHOOT,135.0,147.00,162.00,-15.00,2.1143
AUD_GBP_NZD_20240716_1125_3.0,AUD_GBP_NZD,SHORT,10.4553,3.0,2024-07-16T11:25:00,2024-07-16T13:25:00,E1_OVERSHOOT,120.0,346.00,162.00,184.00,0.4558
AUD_GBP_NZD_20240724_1240_3.0,AUD_GBP_NZD,SHORT,4.5471,3.0,2024-07-24T12:40:00,2024-07-24T14:40:00,E1_OVERSHOOT,120.0,37.00,162.00,-125.00,1.8715
AUD_GBP_NZD_20240726_1125_3.0,AUD_GBP_NZD,LONG,-6.3232,3.0,2024-07-26T11:25:00,2024-07-26T13:30:00,E1_OVERSHOOT,125.0,150.00,162.00,-12.00,-0.9587
AUD_GBP_NZD_20240730_1255_3.0,AUD_GBP_NZD,LONG,-9.2001,3.0,2024-07-30T12:55:00,2024-07-30T14:55:00,E1_OVERSHOOT,120.0,66.00,162.00,-96.00,-0.8209
AUD_GBP_NZD_20240801_1125_3.0,AUD_GBP_NZD,LONG,-4.3550,3.0,2024-08-01T11:25:00,2024-08-01T13:25:00,E1_OVERSHOOT,120.0,417.00,162.00,255.00,-0.2070
AUD_GBP_NZD_20240805_1255_3.0,AUD_GBP_NZD,LONG,-6.4915,3.0,2024-08-05T12:55:00,2024-08-05T15:25:00,E1_OVERSHOOT,150.0,-431.00,162.00,-593.00,-1.1289
AUD_GBP_NZD_20240809_1355_3.0,AUD_GBP_NZD,SHORT,3.0691,3.0,2024-08-09T13:55:00,2024-08-09T15:55:00,E1_OVERSHOOT,120.0,132.00,162.00,-30.00,1.5335
AUD_GBP_NZD_20240813_1125_3.0,AUD_GBP_NZD,LONG,-5.9660,3.0,2024-08-13T11:25:00,2024-08-13T13:45:00,E1_OVERSHOOT,140.0,168.00,162.00,6.00,-0.5613
AUD_GBP_NZD_20240822_1125_3.0,AUD_GBP_NZD,LONG,-3.1996,3.0,2024-08-22T11:25:00,2024-08-22T12:40:00,Z6_STOP,75.0,138.00,162.00,-24.00,-0.4318
AUD_GBP_NZD_20240823_1255_3.0,AUD_GBP_NZD,LONG,-3.0104,3.0,2024-08-23T12:55:00,2024-08-23T14:55:00,E1_OVERSHOOT,120.0,136.00,162.00,-26.00,-0.9315
AUD_GBP_NZD_20240829_1125_3.0,AUD_GBP_NZD,LONG,-5.6344,3.0,2024-08-29T11:25:00,2024-08-29T13:50:00,E1_OVERSHOOT,145.0,81.00,162.00,-81.00,-1.7218
AUD_GBP_NZD_20240903_1255_3.0,AUD_GBP_NZD,SHORT,28.4998,3.0,2024-09-03T12:55:00,2024-09-03T14:55:00,E1_OVERSHOOT,120.0,149.00,162.00,-13.00,0.3962
AUD_GBP_NZD_20240904_1255_3.0,AUD_GBP_NZD,LONG,-9.0543,3.0,2024-09-04T12:55:00,2024-09-04T15:00:00,E1_OVERSHOOT,125.0,148.00,162.00,-14.00,-0.8957
AUD_GBP_NZD_20240905_1125_3.0,AUD_GBP_NZD,SHORT,4.0490,3.0,2024-09-05T11:25:00,2024-09-05T13:25:00,E1_OVERSHOOT,120.0,321.00,162.00,159.00,0.1429
AUD_GBP_NZD_20240906_1125_3.0,AUD_GBP_NZD,LONG,-4.6114,3.0,2024-09-06T11:25:00,2024-09-06T13:25:00,E1_OVERSHOOT,120.0,44.00,162.00,-118.00,-1.0241
AUD_GBP_NZD_20240926_1125_3.0,AUD_GBP_NZD,SHORT,4.7364,3.0,2024-09-26T11:25:00,2024-09-26T14:10:00,E1_OVERSHOOT,165.0,92.00,162.00,-70.00,1.0157
AUD_GBP_NZD_20240927_1125_3.0,AUD_GBP_NZD,SHORT,12.6258,3.0,2024-09-27T11:25:00,2024-09-27T13:30:00,E1_OVERSHOOT,125.0,9.00,162.00,-153.00,0.9963
AUD_GBP_NZD_20241001_1255_3.0,AUD_GBP_NZD,LONG,-9.6948,3.0,2024-10-01T12:55:00,2024-10-01T14:55:00,E1_OVERSHOOT,120.0,-73.00,162.00,-235.00,-1.5130
AUD_GBP_NZD_20241002_1110_3.0,AUD_GBP_NZD,LONG,-3.3183,3.0,2024-10-02T11:10:00,2024-10-02T13:10:00,E1_OVERSHOOT,120.0,-8.00,162.00,-170.00,-0.2967
AUD_GBP_NZD_20241003_1125_3.0,AUD_GBP_NZD,LONG,-7.5001,3.0,2024-10-03T11:25:00,2024-10-03T13:30:00,E1_OVERSHOOT,125.0,123.00,162.00,-39.00,-1.1074
AUD_GBP_NZD_20241011_1125_3.0,AUD_GBP_NZD,LONG,-4.3725,3.0,2024-10-11T11:25:00,2024-10-11T13:30:00,E1_OVERSHOOT,125.0,186.00,162.00,24.00,-0.2164
AUD_GBP_NZD_20241015_1335_3.0,AUD_GBP_NZD,SHORT,3.3914,3.0,2024-10-15T13:35:00,2024-10-15T15:35:00,E1_OVERSHOOT,120.0,176.00,162.00,14.00,1.8408
AUD_GBP_NZD_20241025_1255_3.0,AUD_GBP_NZD,SHORT,3.9103,3.0,2024-10-25T12:55:00,2024-10-25T15:05:00,E1_OVERSHOOT,130.0,114.00,162.00,-48.00,0.6349
AUD_GBP_NZD_20241101_1125_3.0,AUD_GBP_NZD,LONG,-6.6990,3.0,2024-11-01T11:25:00,2024-11-01T13:40:00,E1_OVERSHOOT,135.0,92.00,162.00,-70.00,-1.2630
AUD_GBP_NZD_20241105_1155_3.0,AUD_GBP_NZD,LONG,-6.0355,3.0,2024-11-05T11:55:00,2024-11-05T14:05:00,E1_OVERSHOOT,130.0,-127.00,162.00,-289.00,-0.7168
AUD_GBP_NZD_20241113_1025_3.0,AUD_GBP_NZD,LONG,-4.3571,3.0,2024-11-13T10:25:00,2024-11-13T12:30:00,E1_OVERSHOOT,125.0,-83.00,162.00,-245.00,-0.1868
AUD_GBP_NZD_20241121_1320_3.0,AUD_GBP_NZD,SHORT,3.3317,3.0,2024-11-21T13:20:00,2024-11-21T15:40:00,E1_OVERSHOOT,140.0,21.00,162.00,-141.00,2.3622
AUD_GBP_NZD_20241125_1440_3.0,AUD_GBP_NZD,LONG,-3.7293,3.0,2024-11-25T14:40:00,2024-11-25T16:45:00,E1_OVERSHOOT,125.0,-29.00,162.00,-191.00,-1.0754
AUD_GBP_NZD_20241128_1400_3.0,AUD_GBP_NZD,LONG,-3.5875,3.0,2024-11-28T14:00:00,2024-11-28T17:00:00,HARD_SESSION_EXIT,180.0,14.00,162.00,-148.00,-2.9917
AUD_GBP_NZD_20241129_1400_3.0,AUD_GBP_NZD,LONG,-3.3479,3.0,2024-11-29T14:00:00,2024-11-29T17:00:00,HARD_SESSION_EXIT,180.0,16.00,162.00,-146.00,-4.0607
AUD_GBP_NZD_20241204_1155_3.0,AUD_GBP_NZD,LONG,-5.0409,3.0,2024-12-04T11:55:00,2024-12-04T14:30:00,E1_OVERSHOOT,155.0,133.00,162.00,-29.00,-0.7407
AUD_GBP_NZD_20241219_1025_3.0,AUD_GBP_NZD,LONG,-3.6598,3.0,2024-12-19T10:25:00,2024-12-19T12:35:00,E1_OVERSHOOT,130.0,-7.00,162.00,-169.00,-0.4886
AUD_GBP_NZD_20241224_1455_3.0,AUD_GBP_NZD,LONG,-3.9662,3.0,2024-12-24T14:55:00,2024-12-24T16:00:00,Z6_STOP,65.0,62.00,162.00,-100.00,-13.4806
EUR_GBP_JPY_20211025_1055_2.5,EUR_GBP_JPY,SHORT,2.6195,2.5,2021-10-25T10:55:00,2021-10-25T12:55:00,E1_OVERSHOOT,120.0,32.00,102.00,-70.00,1.9247
EUR_GBP_JPY_20211027_1325_2.5,EUR_GBP_JPY,SHORT,2.7917,2.5,2021-10-27T13:25:00,2021-10-27T17:00:00,HARD_SESSION_EXIT,215.0,5.00,102.00,-97.00,2.3334
EUR_GBP_JPY_20211028_0940_2.5,EUR_GBP_JPY,LONG,-3.9992,2.5,2021-10-28T09:40:00,2021-10-28T11:40:00,E1_OVERSHOOT,120.0,-77.00,102.00,-179.00,-3.3061
EUR_GBP_JPY_20211104_0955_2.5,EUR_GBP_JPY,SHORT,2.9634,2.5,2021-11-04T09:55:00,2021-11-04T12:20:00,E1_OVERSHOOT,145.0,725.00,102.00,623.00,1.2866
EUR_GBP_JPY_20211110_0925_2.5,EUR_GBP_JPY,SHORT,2.8355,2.5,2021-11-10T09:25:00,2021-11-10T11:35:00,E1_OVERSHOOT,130.0,-112.00,102.00,-214.00,0.4117
EUR_GBP_JPY_20211111_1405_2.5,EUR_GBP_JPY,SHORT,3.1142,2.5,2021-11-11T14:05:00,2021-11-11T16:05:00,E1_OVERSHOOT,120.0,4.00,102.00,-98.00,1.2903
EUR_GBP_JPY_20211112_1250_2.5,EUR_GBP_JPY,SHORT,3.0425,2.5,2021-11-12T12:50:00,2021-11-12T14:50:00,E1_OVERSHOOT,120.0,-27.00,102.00,-129.00,1.1353
EUR_GBP_JPY_20211122_1140_2.5,EUR_GBP_JPY,SHORT,2.5364,2.5,2021-11-22T11:40:00,2021-11-22T13:50:00,E1_OVERSHOOT,130.0,51.00,102.00,-51.00,1.4909
EUR_GBP_JPY_20211124_1055_2.5,EUR_GBP_JPY,LONG,-2.5028,2.5,2021-11-24T10:55:00,2021-11-24T13:00:00,E1_OVERSHOOT,125.0,-12.00,102.00,-114.00,-1.8680
EUR_GBP_JPY_20211125_1350_2.5,EUR_GBP_JPY,LONG,-2.6185,2.5,2021-11-25T13:50:00,2021-11-25T17:00:00,HARD_SESSION_EXIT,190.0,-6.00,102.00,-108.00,-4.8477
EUR_GBP_JPY_20211126_1400_2.5,EUR_GBP_JPY,LONG,-6.0873,2.5,2021-11-26T14:00:00,2021-11-26T14:10:00,Z6_STOP,10.0,-7.00,102.00,-109.00,-12.7051
EUR_GBP_JPY_20211126_1415_2.5,EUR_GBP_JPY,LONG,-3.2542,2.5,2021-11-26T14:15:00,2021-11-26T14:30:00,Z6_STOP,15.0,30.00,102.00,-72.00,-0.7913
EUR_GBP_JPY_20211126_1435_2.5,EUR_GBP_JPY,SHORT,4.6924,2.5,2021-11-26T14:35:00,2021-11-26T15:15:00,Z6_STOP,40.0,-21.00,102.00,-123.00,8.2369
EUR_GBP_JPY_20211130_1215_2.5,EUR_GBP_JPY,LONG,-3.0871,2.5,2021-11-30T12:15:00,2021-11-30T14:15:00,E1_OVERSHOOT,120.0,-131.00,102.00,-233.00,-2.6839
EUR_GBP_JPY_20211201_1055_2.5,EUR_GBP_JPY,LONG,-2.5493,2.5,2021-12-01T10:55:00,2021-12-01T13:05:00,E1_OVERSHOOT,130.0,-36.00,102.00,-138.00,-3.0462
