internal_asset_id,canonical_symbol,cmc_name,distinct_cmc_ids_for_symbol,coingecko_candidates,coinpaprika_candidates,collision_class,classification_note
CMC:20435,VELO,Velodrome Finance,2,2,3,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:20605,TAI,TARS AI,1,1,16,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20622,FORT,Forta,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20641,EURC,EURC,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20700,WKC,Wiki Cat,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:20721,BTC.B,Bitcoin Avalanche Bridged,1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:20787,FLZ,Fellaz,1,0,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:20873,LEVER,LeverFi,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:20947,SUI,Sui,1,1,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20964,LBT,Law Blocks (AI),1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20969,GEOD,GEODNET,1,2,1,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:21106,RDNT,Radiant Capital,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:21159,ONDO,Ondo,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:21178,MRS,Metars Genesis,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21259,ZETA,ZetaChain,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21296,ETHW,EthereumPoW,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:21330,LISUSD,lisUSD,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:21473,DIONE,Dione Protocol,1,2,1,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:21535,CBETH,Coinbase Wrapped Staked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:21585,SAFE,Safe,1,5,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21707,RED,RedStone,1,2,10,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21781,STRD,Stride,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21794,APT,Aptos,1,1,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21846,ID,SPACE ID,1,3,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:21849,DLC,Diverge Loop,1,1,8,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:21870,MPLX,Metaplex,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:22059,VENOM,Venom,1,2,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22125,MYTH,Mythos,1,2,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22265,OAS,Oasys,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22289,MYRIA,Myria,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22359,XPLA,XPLA,1,0,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:22461,HFT,Hashflow,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22533,JITOSOL,Jito Staked SOL,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:22615,FTN,Fasttoken,1,0,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:22620,ACX,Across Protocol,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22691,STRK,Starknet,1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22764,HOOK,Hooked Protocol,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22765,AL,ArchLoot,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22850,HONEY,Hivemapper,1,1,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22861,TIA,Celestia,1,2,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:22974,TAO,Bittensor,1,3,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23037,HIFI,Hifi Finance,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23054,CHEEL,Cheelee,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:23095,BONK,Bonk,1,4,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23121,BLUR,Blur,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23149,SEI,Sei,1,2,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23177,SFRXETH,Frax Staked Ether,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:23254,CORE,Core,1,4,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23335,THE,THENA,1,3,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23355,0X0,0x0.ai,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:23508,GHO,GHO,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23635,FORM,BinaryX,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:23711,PRIME,Echelon Prime,1,3,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23756,CGPT,ChainGPT,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:23757,ATOR,ATOR Protocol,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:23782,LSETH,Liquid Staked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:23951,STIK,Staika,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24007,AGI,Delysium,1,6,15,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24087,FUEL,Fuel Network,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24091,ZK,ZKsync,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24203,SDEX,SmarDex,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24225,METFI,MetFi,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24257,LGCT,Legacy Token,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:24399,WHBAR,Wrapped HBAR,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24476,LMWR,LimeWire,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24478,PEPE,Pepe,1,21,71,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24554,BZR,Bazaars,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24600,MOBILE,Helium Mobile,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24613,EDU,Open Campus,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24647,BERA,Berachain,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24735,WPLS,Wrapped Pulse,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24760,WBETH,Wrapped Beacon ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:24781,CYBER,Cyber,1,2,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24835,PEPECOIN,PepeCoin,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24875,STRX,Staked TRX,1,3,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24877,BIM,BIM,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24911,TURBO,Turbo,1,6,12,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:24927,CRVUSD,crvUSD,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:25023,LADYS,Milady Meme Coin,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:25028,ORDI,ORDI,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:25114,CETUS,Cetus Protocol,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:25147,SWETH,swETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:25194,JSM,Joseon Mun,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:25220,BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),1,2,9,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:25264,SNEK,Snek,1,2,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:25715,MNTC,Minati Coin,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:26081,FDUSD,First Digital USD,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:26133,TBTC,tBTC,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:26680,NTRN,Neutron,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:26997,ZRO,LayerZero,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:26998,SCR,Scroll,1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27048,APEPE,Ape and Pepe,1,1,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27054,RSC,ResearchCoin,1,1,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27075,MNT,Mantle,2,2,9,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:27178,PAAL,PAAL AI,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27533,OSAK,Osaka Protocol,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27565,ARKM,Arkham,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27566,ETHX,Stader ETHx,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27568,SLISBNB,Lista Staked BNB,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27657,LINEA,Linea,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27659,MOG,Mog Coin,1,4,10,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27750,TOSHI,Toshi,1,3,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27765,ZBU,Zeebu,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:27772,PYUSD,PayPal USD,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:27793,STUSDT,Staked USDT,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:27872,TRUMP,MAGA,2,4,62,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:27960,NPC,Non-Playable Coin,1,4,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28066,BANANA,Banana Gun,1,5,13,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28076,OZO,Ozone Chain,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28081,SPX,SPX6900,1,1,11,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28177,PYTH,Pyth Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28183,WFLR,Wrapped Flare,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:28194,SATS,SATS (Ordinals),1,3,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28230,BIGTIME,Big Time,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28293,ULTIMA,Ultima,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28298,BEAM,Beam,1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28299,TOKEN,TokenFi,1,3,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28301,MEME,Memecoin,1,5,27,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28321,POL,Polygon Ecosystem Token,1,4,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:28324,DYDX,dYdX (Native),1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:28367,IPV,IPVERSE,1,0,0,NO_COLLISION,no symbol multiplicity
CMC:28382,MYRO,Myro,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28394,GROK,Grok,1,5,21,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28458,OLAS,Autonolas,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28476,OSETH,StakeWise Staked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28480,BLAST,Blast,1,4,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28541,JTO,Jito,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28568,EETH,ether.fi Staked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28596,AEUR,Anchored Coins AEUR,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28654,UPC,UPCX,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28656,VCNT,ViciCoin,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28674,ACE,Fusionist,1,2,13,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28675,COQ,Coq Inu,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28683,1000SATS,SATS,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28688,AIAT,AI Analysis Token,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28695,WEETH,Wrapped eETH,1,3,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28752,WIF,dogwifhat,1,7,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28778,NFP,NFPrompt,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28782,POPCAT,Popcat (SOL),1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:28829,MAVIA,Heroes of Mavia,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:28846,AI,Sleepless AI,1,12,33,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28850,NOT,Notcoin,1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28853,JLP,Jupiter Perps LP,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:28862,BSOL,BlazeStake Staked SOL,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28932,DYM,Dymension,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:28933,XAI,Xai,1,4,11,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29035,METH,Mantle Staked Ether,1,2,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29073,ALT,Altlayer,1,5,13,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29082,SAROS,Saros,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29150,PONKE,Ponke,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29160,HTX,HTX,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29169,QUBIC,Qubic,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29175,WEN,Wen,1,4,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29210,JUP,Jupiter,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29242,RSETH,Kelp DAO Restaked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29256,USDY,Ondo US Dollar Yield,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29270,AERO,Aerodrome Finance,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29325,PUFETH,pufETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29335,PIXEL,Pixels,1,3,11,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29402,HASUI,Haedal Staked SUI,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:29420,VIRTUAL,Virtuals Protocol,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29447,NMT,NetMind Token,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29470,USDE,Ethena USDe,1,5,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29471,SUSDE,Ethena Staked USDe,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29513,GPU,Node AI,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29520,EZETH,Renzo Restaked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29530,OX,OX Coin,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29555,PORTAL,Portal,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29585,NMD,Nexusmind,1,0,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29587,W,Wormhole,1,5,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29599,USDB,USDB,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29676,AEVO,Aevo,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29711,ZRC,Zircuit,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29743,BRETT,Brett,1,5,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29779,ZKJ,Polyhedra Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29814,ETHFI,ether.fi,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29835,IO,io.net,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29839,MGC,Meta Games Coin,1,1,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:29870,BOME,BOOK OF MEME,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29879,ANDY,ANDY,1,9,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29884,DSYNC,Destra Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29920,SLERF,SLERF,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:29933,UDS,Undeads Games,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29960,SHFL,Shuffle,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:29974,RSWETH,Restaked Swell Ethereum,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:30008,APU,Apu Apustaja,1,5,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30030,EDGESOL,Edgevana Staked SOL,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:30063,GIGA,Gigachad (gigachadsolana.com),1,2,8,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:30083,ATH,Aethir,1,4,14,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30096,DEGEN,Degen,1,7,19,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30126,MEW,cat in a dogs world,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30168,STRAX,Stratis [New],1,1,1,NO_COLLISION,no symbol multiplicity
CMC:30171,ENA,Ethena,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:30315,OMNI,Omni Network,1,6,11,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30369,HASHAI,HashAI,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:30372,SAGA,Saga,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30449,TNSR,Tensor,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30460,BURN,Burnedfi,1,8,20,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:30484,PUPS,PUPS (Ordinals),2,1,3,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
