entry_time,exit_time,direction,result,pnl_gross_pips,pnl_costs_pips,pnl_net_pips,log_pnl_net_pips,pnl_basis,pnl_rot_ga,pnl_rot_an,attrib_eps,r_ga,r_an,delta_b,residual_A_pct,residual_B_pct,pnl_B_net,sB_ga,sB_gn,sB_an,q_ga,q_gn,q_an,mfe_pips,mae_pips
2022-09-14 15:20:00,2022-09-14 17:00:00,SHORT,TIMEOUT,12.400902953111755,10.200000000000001,2.200902953111754,2.200902953111754,11.2138221726711,-0.009234983904841676,1.2057812067476992,-0.009465442402202484,-0.0013913835447535749,-0.0001425186612785957,-0.000993945389457615,40.755934842887456,0.021517677353410924,6.182414397245589,1.0451781348169857,0.9770881674312059,0.9777336977518082,0.21865588882089435,0.19519933358357644,0.5861447775955292,17.278368205357555,0.0
2022-09-19 12:50:00,2022-09-19 17:00:00,SHORT,TIMEOUT,-4.812909902095669,10.2,-15.012909902095668,-15.012909902093906,6.475257812883155,-1.4381893917484094,-9.906540477156488,0.05656215392607411,0.0016146223677632008,0.0020765859172744315,-0.0005129472198778101,29.485181042002427,0.03271039511149043,16.898441800594263,1.0437213032760961,0.9776486924352796,0.9786300042886242,0.26470565119319206,0.2202212691933918,0.5150730796134161,5.485355783361607,-33.27979811740104
2022-09-20 10:45:00,2022-09-20 12:40:00,SHORT,TP_HIT,40.60448963375648,10.2,30.40448963375648,30.404489633753425,37.80150942840489,-0.12273323361795548,2.875660715870826,0.050052723098716,5.281643648719622e-05,-0.00039627502004590805,-0.0033750594906641618,34.7905835646656,0.056066596228099286,50.612970906361376,1.038321455268345,0.9799982734224061,0.9816802713092491,0.2645590296179336,0.19376756736770517,0.5416734030143612,40.60448963375648,0.0
2022-09-21 09:55:00,2022-09-21 13:05:00,SHORT,TP_HIT,32.74481650759823,10.2,22.54481650759823,22.544816507595066,14.023565617297592,1.318269954056448,17.427375167154523,-0.02439423091033177,-0.001910703161333543,-0.0012711080652555266,-0.0015932485414511116,51.46273867189991,0.014444394587798115,7.670368447789032,1.03843887885331,0.9805638946545279,0.9809972264921618,0.18583296849166817,0.15219195319629505,0.6619750783120368,32.74481650759823,-18.156212473049578
2022-09-22 15:55:00,2022-09-22 17:00:00,SHORT,TIMEOUT,1.4614029551956413,10.199999999999998,-8.738597044804356,-8.738597044804354,3.375724424202393,-0.006441954056449167,-1.9075788058664047,-0.00030070908389800977,-0.0002938497273649179,0.00012318521792955783,-0.00040913869055123064,57.3678227998899,0.034300718268359676,-1.876211696514961,1.037316284744406,0.9808273468537716,0.9818563684018223,0.16118001555157774,0.142597036478146,0.6962229479702763,8.51679291045347,-0.38416259816968257
2022-09-23 13:00:00,2022-09-23 15:00:00,LONG,TP_HIT,47.23352816126063,10.2,37.033528161260634,37.03352816126064,14.742955169120064,0.8186868880128976,31.647620884611275,0.024265219516394154,-0.002664650469113739,0.001665837071533593,0.002192531424427907,67.35229296285627,0.03218517827611178,21.772970747572433,1.0370718783307142,0.9819468385087846,0.9809812831605013,0.12677146398727276,0.11688456847097294,0.7563439675417544,50.13719460024947,0.0
2022-09-26 15:00:00,2022-09-26 17:00:00,SHORT,TIMEOUT,-28.47315171564293,10.2,-38.67315171564293,-38.67315171564462,-4.063617743227335,0.11355824614412158,-24.510692050334892,-0.012400168224825592,0.0015883619750054051,0.0013028862080109122,0.0006004055217042059,64.86536311800987,0.06742855383247148,-9.657593768842945,1.0344514443682062,0.9817628495084098,0.9837857061233839,0.13440809458986847,0.1194955758746085,0.7460963295355231,0.0,-36.41770360119856
2022-10-06 08:55:00,2022-10-06 14:50:00,SHORT,TP_HIT,77.26865744181711,10.2,67.06865744181711,67.06865744181711,79.7746989572702,-1.393805960468018,-1.3610377825074174,0.24880222752234715,0.0012010977982323573,-0.00041502386982931344,-0.004871736150480102,10.687464522770618,0.06293714013112517,81.51613176523466,1.040371923315238,0.9788699812404138,0.9807580954443476,0.3361154850266641,0.27850493487281486,0.38537958010052104,77.26865744181711,-11.375486449784875
2022-10-07 15:25:00,2022-10-07 15:30:00,SHORT,TP_HIT,63.05112231975945,10.2,52.851122319759455,52.85112231975279,54.460512702144406,8.202447266442936,0.3316114122787679,0.05655093889333784,-0.0016442990369906416,-3.52022811115187e-05,-0.005659067705927806,39.61102890828793,0.0707686667570151,97.09978343885618,1.038442282215462,0.9797173288909138,0.9818403888936242,0.2788240930094211,0.16253280895384978,0.5586430980367291,63.05112231975945,0.0
2022-10-11 09:05:00,2022-10-11 13:00:00,LONG,TP_HIT,43.68568328771239,10.2,33.48568328771239,33.4856832877124,41.1278676443091,1.254417782093859,1.2897978146718492,0.01360004663758474,0.0016690798390688495,0.0003562331940135722,0.0030638917861664644,28.059217183813978,0.054253940851400895,44.54961609873027,1.0430471852315661,0.979290216496988,0.977662598271446,0.2684683892102055,0.22546971947582742,0.5060618913139672,43.68568328771239,-28.54902556465122
