conditioning,checkpoint,remaining_range_definition,n,mean,median,p10,p25,p50,p75,p90,iqr,mad,variance,condition_value
loop_count,06AM,,25,44.82000000000008,35.30000000000033,17.51999999999976,27.5000000000003,35.30000000000033,60.89999999999928,71.81999999999934,33.39999999999898,10.49999999999995,730.4119999999851,21
loop_count,06AM,,19,28.547368421052667,26.800000000000153,7.660000000000888,11.749999999999257,26.800000000000153,36.65000000000029,53.68000000000038,24.900000000001032,12.700000000001044,393.6351246537286,22
loop_count,06AM,,29,33.02068965517243,32.399999999999096,8.140000000000926,16.599999999999948,32.399999999999096,43.100000000000364,55.039999999998194,26.500000000000416,13.799999999999372,454.68991676575524,23
loop_count,06AM,,25,32.00399999999996,27.30000000000121,11.340000000000574,18.199999999999328,27.30000000000121,35.89999999999982,68.83999999999979,17.700000000000493,9.10000000000188,416.75158399998617,24
loop_count,06AM,,27,39.518518518518526,31.400000000001427,10.579999999999146,25.450000000000195,31.400000000001427,41.39999999999921,80.3399999999997,15.949999999999015,7.900000000000684,865.6896570644689,25
loop_count,06AM,,27,39.28148148148149,33.30000000000055,16.21999999999923,20.850000000001145,33.30000000000055,48.74999999999963,69.70000000000188,27.899999999998485,13.09999999999922,688.8481755829757,26
loop_count,06AM,,31,40.683870967741726,30.699999999999058,10.699999999999037,21.3999999999992,30.699999999999058,54.5999999999991,74.29999999999825,33.1999999999999,14.699999999998596,895.471675338175,27
loop_count,06AM,,28,37.43928571428547,29.40000000000054,13.609999999998568,20.549999999999734,29.40000000000054,46.80000000000017,73.40999999999998,26.250000000000433,11.050000000000232,656.3623852040797,28
loop_count,06AM,,17,55.9352941176466,57.00000000000038,21.93999999999985,35.199999999999676,57.00000000000038,65.8000000000003,76.21999999999885,30.60000000000062,18.299999999997773,1277.4269896193503,29
loop_count,06AM,,23,35.66086956521719,36.99999999999814,12.959999999999637,23.900000000000034,36.99999999999814,47.44999999999888,53.3800000000002,23.549999999998846,12.30000000000065,282.455425330818,30
loop_count,06AM,,25,50.80800000000023,49.99999999999893,28.4399999999998,32.399999999999096,49.99999999999893,63.60000000000142,75.70000000000078,31.200000000002326,16.59999999999996,393.49833600000966,31
loop_count,06AM,,18,33.07777777777748,31.050000000000242,12.689999999999646,20.424999999999468,31.050000000000242,40.025000000000745,46.229999999999556,19.600000000001277,10.500000000001064,369.41061728394766,32
loop_count,06AM,,12,65.48333333333396,57.05000000000071,16.700000000001047,39.12499999999874,57.05000000000071,77.12500000000122,86.83000000000152,38.00000000000248,18.500000000001293,2486.3080555555744,33
loop_count,06AM,,15,44.20666666666687,30.100000000001792,22.11999999999925,25.899999999999814,30.100000000001792,45.30000000000034,98.75999999999993,19.400000000000524,7.20000000000276,937.4059555555571,34
loop_count,06AM,,9,41.86666666666684,44.10000000000025,15.740000000000089,23.400000000000087,44.10000000000025,59.80000000000095,63.16000000000033,36.40000000000086,18.700000000000387,350.4977777777715,35
loop_count,06AM,,9,45.3111111111114,43.10000000000035,19.419999999998883,39.20000000000145,43.10000000000035,51.00000000000104,68.0799999999997,11.799999999999585,7.900000000000688,451.48987654319023,36
loop_count,06AM,,3,46.53333333333472,44.10000000000024,36.26000000000218,39.20000000000145,44.10000000000024,52.650000000000745,57.78000000000105,13.449999999999292,9.799999999997581,123.56222222221237,37
loop_count,06AM,,5,30.159999999999513,34.89999999999993,10.859999999999648,15.600000000000055,34.89999999999993,45.100000000000136,46.53999999999891,29.50000000000008,12.599999999998168,252.55839999999276,38
loop_count,06AM,,2,58.549999999999436,58.549999999999436,55.86999999999964,56.87499999999956,58.549999999999436,60.22499999999931,61.22999999999923,3.3499999999997527,3.3499999999997456,11.222499999998295,39
loop_count,06AM,,3,33.599999999999554,31.299999999998548,11.939999999999614,19.199999999999214,31.299999999998548,46.84999999999939,56.1799999999999,27.650000000000176,24.199999999998667,512.3266666666755,40
loop_count,06AM,,2,66.30000000000025,66.30000000000025,36.13999999999895,47.449999999999434,66.30000000000025,85.15000000000106,96.46000000000156,37.70000000000162,37.70000000000162,1421.2900000001227,42
loop_count,06AM,,1,109.00000000000132,109.00000000000132,109.00000000000132,109.00000000000132,109.00000000000132,109.00000000000132,109.00000000000132,0.0,0.0,0.0,43
