conditioning,checkpoint,remaining_range_definition,n,mean,median,p10,p25,p50,p75,p90,iqr,mad,variance,condition_value
loop_count,09AM,,5,16.77999999999979,8.399999999999515,6.199999999998869,6.800000000000139,8.399999999999515,29.79999999999982,31.780000000000804,22.99999999999968,2.6000000000014936,145.24960000001835,38
loop_count,09AM,,2,46.799999999999066,46.799999999999066,42.87999999999914,44.34999999999911,46.799999999999066,49.24999999999902,50.71999999999899,4.899999999999906,4.899999999999906,24.00999999999908,39
loop_count,09AM,,3,25.43333333333342,16.599999999999945,8.199999999999985,11.34999999999997,16.599999999999945,35.10000000000013,46.200000000000244,23.75000000000016,10.49999999999995,415.05555555556185,40
loop_count,09AM,,2,7.800000000000029,7.800000000000029,7.479999999999709,7.599999999999829,7.800000000000029,8.00000000000023,8.12000000000035,0.40000000000040004,0.40000000000040004,0.16000000000032003,42
loop_count,09AM,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
directional_balance_bucket,09AM,,52,18.690384615384463,14.69999999999971,3.409999999999913,9.325000000000028,14.69999999999971,20.550000000000846,33.60000000000096,11.225000000000819,5.700000000000706,339.0074075443744,BALANCED
directional_balance_bucket,09AM,,132,31.26136363636336,25.149999999999334,0.8500000000006842,10.59999999999894,25.149999999999334,44.89999999999827,68.64000000000136,34.29999999999933,15.949999999999015,751.2952496556538,DOWN_HEAVY
directional_balance_bucket,09AM,,79,23.707594936708798,17.899999999999583,3.6800000000005695,8.89999999999946,17.899999999999583,33.75000000000017,50.55999999999994,24.850000000000712,10.799999999999702,402.23285370934195,DOWN_LEAN
directional_balance_bucket,09AM,,126,35.1611111111112,28.899999999999476,8.550000000000505,15.700000000000157,28.899999999999476,46.800000000000175,70.75000000000053,31.100000000000016,15.799999999998029,765.8174559082818,UP_HEAVY
directional_balance_bucket,09AM,,53,23.31509433962255,16.599999999997728,3.9400000000005018,8.600000000000826,16.599999999997728,32.40000000000131,46.39999999999847,23.800000000000487,11.299999999998533,412.2476966892047,UP_LEAN
TIME_ONLY,12PM,final_range_minus_delivered_range,442,13.507013574660593,8.549999999999386,0.0,0.3999999999987356,8.549999999999386,19.749999999998934,32.66999999999909,19.3500000000002,8.549999999999386,264.4441815790023,
tier,12PM,,232,13.465517241379205,9.299999999999866,0.0,2.1499999999996495,9.299999999999866,20.02500000000018,31.469999999999885,17.87500000000053,8.899999999999462,223.37260404280792,1.0
tier,12PM,,139,14.96690647482022,9.799999999999812,0.0,1.0500000000002139,9.799999999999812,21.90000000000025,33.71999999999931,20.850000000000037,9.799999999999812,324.76091920708365,2.0
tier,12PM,,61,11.26885245901636,4.399999999999963,0.0,0.0,4.399999999999963,13.499999999999616,36.599999999999966,13.499999999999616,4.399999999999963,299.5126363880615,3.0
initial_3am_state,12PM,,10,7.829999999999783,4.450000000000287,0.0,0.0,4.450000000000287,15.39999999999986,19.37999999999863,15.39999999999986,4.450000000000287,72.5340999999941,AR_NO_GO_STATE
initial_3am_state,12PM,,56,16.021428571428416,14.349999999999643,0.0,4.274999999999138,14.349999999999643,20.749999999998273,36.15000000000035,16.474999999999135,8.249999999999645,238.62489795919018,BALANCED_ASIA
initial_3am_state,12PM,,10,23.120000000000026,10.900000000000357,0.0,2.150000000000208,10.900000000000357,35.37499999999971,63.97000000000008,33.2249999999995,10.900000000000357,610.5555999999922,FULL_LOOP
initial_3am_state,12PM,,32,14.0187499999999,8.500000000001286,0.0,3.675000000000203,8.500000000001286,20.524999999999018,37.00000000000036,16.849999999998815,7.950000000001012,203.25902343749948,ONE_SIDED_DOWN
initial_3am_state,12PM,,32,12.64062500000003,10.49999999999995,0.0,3.575000000000104,10.49999999999995,20.24999999999943,29.420000000000215,16.67499999999933,7.649999999999043,117.89491210937214,ONE_SIDED_UP
initial_3am_state,12PM,,29,11.103448275862148,4.20000000000087,0.0,0.0,4.20000000000087,15.399999999998748,33.93999999999985,15.399999999998748,4.20000000000087,208.20998810939233,OVER_COMPLETED
initial_3am_state,12PM,,273,13.143956043956019,7.0000000000014495,0.0,0.0,7.0000000000014495,19.40000000000053,31.57999999999861,19.40000000000053,7.0000000000014495,287.68891035704377,PARTIAL_LOOP
loop_count,12PM,,10,7.829999999999783,4.450000000000287,0.0,0.0,4.450000000000287,15.39999999999986,19.37999999999863,15.39999999999986,4.450000000000287,72.5340999999941,0
loop_count,12PM,,1,5.599999999998943,5.599999999998943,5.599999999998943,5.599999999998943,5.599999999998943,5.599999999998943,5.599999999998943,0.0,0.0,0.0,8
loop_count,12PM,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
loop_count,12PM,,1,5.200000000000763,5.200000000000763,5.200000000000763,5.200000000000763,5.200000000000763,5.200000000000763,5.200000000000763,0.0,0.0,0.0,11
loop_count,12PM,,2,8.850000000000245,8.850000000000245,1.770000000000049,4.425000000000122,8.850000000000245,13.275000000000368,15.93000000000044,8.850000000000247,8.850000000000245,78.32250000000434,12
loop_count,12PM,,2,19.250000000000654,19.250000000000654,16.970000000000816,17.825000000000752,19.250000000000654,20.67500000000055,21.53000000000049,2.849999999999799,2.849999999999797,8.122499999998844,13
loop_count,12PM,,3,7.733333333332925,8.50000000000017,5.939999999999389,6.899999999999682,8.50000000000017,8.94999999999979,9.219999999999562,2.0500000000001073,0.8999999999992383,3.095555555556293,14
loop_count,12PM,,6,24.416666666666753,10.40000000000041,4.450000000000282,4.9000000000010075,10.40000000000041,35.174999999999514,58.399999999999565,30.274999999998506,5.950000000000129,681.1447222222097,15
loop_count,12PM,,5,24.520000000000316,19.199999999999214,1.6400000000000858,4.100000000000215,19.199999999999214,39.70000000000028,51.64000000000124,35.600000000000065,19.199999999999214,501.50960000002794,16
loop_count,12PM,,12,9.624999999999773,7.5499999999995016,0.11000000000005496,1.1749999999993719,7.5499999999995016,16.199999999999548,23.75999999999978,15.025000000000176,6.999999999999227,80.7535416666654,17
loop_count,12PM,,13,15.992307692307586,10.799999999999699,0.8000000000012436,2.2999999999995246,10.799999999999699,17.399999999998528,45.039999999999765,15.099999999999003,8.500000000000174,377.18686390533287,18
loop_count,12PM,,10,4.999999999999671,0.5999999999994898,0.0,0.0,0.5999999999994898,9.174999999999597,16.309999999998936,9.174999999999597,0.5999999999994898,47.66599999999583,19
loop_count,12PM,,21,13.509523809523706,8.299999999998867,0.0,0.19999999999909335,8.299999999998867,18.700000000000383,31.799999999999606,18.50000000000129,8.299999999998867,206.55133786848734,20
loop_count,12PM,,25,15.079999999999938,8.700000000001488,0.0,0.10000000000065512,8.700000000001488,22.900000000001256,36.11999999999994,22.8000000000006,8.700000000001488,308.67040000000037,21
loop_count,12PM,,19,12.247368421052697,3.9000000000011212,0.0,0.0,3.9000000000011212,17.000000000000348,34.680000000001144,17.000000000000348,3.9000000000011212,262.7688088642658,22
loop_count,12PM,,29,12.075862068965534,7.600000000000939,0.0,2.6000000000014865,7.600000000000939,18.500000000001293,30.07999999999899,15.899999999999807,6.599999999998829,140.0018311533876,23
loop_count,12PM,,25,14.71599999999986,12.49999999999973,0.5199999999998544,4.399999999999963,12.49999999999973,18.800000000001035,34.819999999999425,14.400000000001071,7.799999999997816,180.36294399999767,24
loop_count,12PM,,27,14.796296296296351,8.50000000000017,0.0,1.2500000000004157,8.50000000000017,21.90000000000025,28.239999999999817,20.649999999999835,8.50000000000017,365.80554183813723,25
loop_count,12PM,,27,13.255555555555633,6.799999999997915,0.0,0.0,6.799999999997915,15.350000000000648,24.740000000000894,15.350000000000648,6.799999999997915,421.3202469135799,26
loop_count,12PM,,31,15.406451612903018,9.099999999999667,0.0,0.0,9.099999999999667,25.899999999999807,36.30000000000022,25.899999999999807,9.099999999999667,393.0315712799237,27
loop_count,12PM,,28,9.760714285714391,7.500000000000291,0.0,0.3750000000007887,7.500000000000291,16.224999999999152,23.909999999999872,15.849999999998364,7.500000000000291,101.5709566326544,28
loop_count,12PM,,17,15.44705882352938,8.600000000000833,0.0,1.500000000000945,8.600000000000833,25.80000000000026,40.40000000000043,24.299999999999315,8.600000000000833,267.10013840830135,29
loop_count,12PM,,23,7.152173913043318,2.899999999999011,0.0,0.0,2.899999999999011,11.849999999999916,20.41999999999966,11.849999999999916,2.899999999999011,89.10684310018894,30
loop_count,12PM,,25,18.25600000000014,17.10000000000099,0.0,5.500000000000497,17.10000000000099,27.5000000000003,31.599999999998737,21.9999999999998,11.600000000000492,160.89446399999656,31
loop_count,12PM,,18,10.522222222222076,1.7000000000000384,0.0,0.0,1.7000000000000384,17.349999999999312,23.60999999999991,17.349999999999312,1.7000000000000384,237.09617283949808,32
loop_count,12PM,,12,21.10833333333358,19.00000000000012,3.4800000000001496,7.050000000001219,19.00000000000012,31.125000000000735,41.37000000000124,24.074999999999516,12.899999999999018,294.7324305555572,33
loop_count,12PM,,15,16.77333333333323,11.299999999998533,0.0,0.0,11.299999999998533,16.050000000000782,29.51999999999931,16.050000000000782,11.299999999998533,702.3059555555691,34
loop_count,12PM,,9,14.311111111111112,10.400000000001512,1.3600000000000252,5.299999999999194,10.400000000001512,19.40000000000053,30.74000000000021,14.100000000001337,8.70000000000148,183.96987654320435,35
loop_count,12PM,,9,14.788888888889062,11.299999999998533,0.24000000000157798,6.699999999999484,11.299999999998533,25.50000000000052,31.299999999999876,18.800000000001035,10.999999999996561,135.17876543209098,36
loop_count,12PM,,3,14.733333333333633,14.600000000000165,7.800000000000028,10.35000000000008,14.600000000000165,19.050000000000452,21.720000000000624,8.700000000000372,8.50000000000017,50.468888888893225,37
loop_count,12PM,,5,10.219999999999896,6.800000000000139,1.8799999999998818,4.699999999999704,6.800000000000139,19.599999999999618,19.839999999999854,14.899999999999913,6.800000000000139,66.04959999999907,38
loop_count,12PM,,2,37.149999999999125,37.149999999999125,25.509999999999252,29.874999999999204,37.149999999999125,44.42499999999905,48.789999999999004,14.549999999999848,14.549999999999844,211.7024999999955,39
loop_count,12PM,,3,9.866666666666172,5.100000000000101,4.1399999999991435,4.499999999999503,5.100000000000101,12.849999999999806,17.49999999999963,8.350000000000303,1.2000000000011966,57.842222222222766,40
loop_count,12PM,,2,0.1999999999990898,0.1999999999990898,0.03999999999981796,0.0999999999995449,0.1999999999990898,0.2999999999986347,0.35999999999836163,0.1999999999990898,0.1999999999990898,0.03999999999963592,42
loop_count,12PM,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
directional_balance_bucket,12PM,,52,8.667307692307595,5.950000000000124,0.0,1.349999999998854,5.950000000000124,11.399999999998633,18.559999999999018,10.049999999999779,4.849999999999582,95.17258505917243,BALANCED
directional_balance_bucket,12PM,,132,15.221969696969598,9.899999999999354,0.0,0.0,9.899999999999354,21.9750000000013,39.68000000000037,21.9750000000013,9.899999999999354,340.0118658172674,DOWN_HEAVY
directional_balance_bucket,12PM,,79,11.039240506329056,5.899999999998677,0.0,1.1999999999989797,5.899999999998677,16.450000000000074,28.20000000000001,15.250000000001094,5.899999999998677,153.07656144848497,DOWN_LEAN
directional_balance_bucket,12PM,,126,15.903968253968326,9.149999999999991,0.0,0.12500000000026112,9.149999999999991,24.10000000000023,40.15000000000102,23.974999999999966,9.149999999999991,363.4722858402607,UP_HEAVY
directional_balance_bucket,12PM,,53,11.964150943396136,11.09999999999944,0.0,0.9999999999998899,11.09999999999944,19.199999999999214,29.02000000000005,18.199999999999324,8.900000000000574,117.46871484514183,UP_LEAN
