tier,checkpoint,directional_balance_bucket,failure_type,failure_count,median_distance_before_failure_AU,median_time_before_failure_min,median_max_adverse_AU,p_next_loop_flips,p_next_loop_continues,next_loop_median_size_AU,p_next_loop_completes_1_AU,median_time_to_next_completion_min,median_loops_before_terminal
2,07:00,BALANCED,ORIGIN_BREACH,29,0.2929054585495573,5.0,0.10162026112946533,0.6206896551724138,0.3793103448275862,0.4363693566146926,0.20689655172413793,97.5,9.0
2,07:00,BALANCED,RETRACE_INVALIDATION,1,0.005977662419419352,5.0,0.5559226050022833,1.0,0.0,0.27497247129143193,0.0,,10.0
2,07:00,DOWN_HEAVY,ORIGIN_BREACH,73,0.21519584709776934,5.0,0.08368727387120727,0.5342465753424658,0.4657534246575342,0.22715117193647533,0.1506849315068493,45.0,13.0
2,07:00,DOWN_HEAVY,RETRACE_INVALIDATION,1,0.023910649677544676,5.0,0.526034292905452,1.0,0.0,0.5858109170992473,0.0,,10.0
2,07:00,DOWN_LEAN,ORIGIN_BREACH,54,0.22715117193647533,7.5,0.07173194903263402,0.4444444444444444,0.5555555555555556,0.24209532798495736,0.07407407407407407,45.0,12.0
2,07:00,UP_HEAVY,ORIGIN_BREACH,67,0.23312883435589468,5.0,0.0717319490325013,0.5671641791044776,0.4328358208955224,0.23312883435589468,0.14925373134328357,50.0,12.0
2,07:00,UP_LEAN,ORIGIN_BREACH,16,0.33176026427558397,10.0,0.089664936290693,0.5,0.5,0.358659745162772,0.0625,70.0,14.0
2,07:00,UP_LEAN,RETRACE_INVALIDATION,1,0.9564259871008579,25.0,0.5021236432279073,0.0,1.0,0.8846940380683567,0.0,,13.0
2,08:00,BALANCED,ORIGIN_BREACH,13,0.32877143306594064,10.0,0.08368727387134,0.6923076923076923,0.3076923076923077,0.21519584709763662,0.23076923076923078,45.0,9.0
2,08:00,DOWN_HEAVY,ORIGIN_BREACH,69,0.20921818467835002,5.0,0.08966493629062662,0.463768115942029,0.536231884057971,0.3287714330658079,0.2028985507246377,50.0,10.0
2,08:00,DOWN_LEAN,ORIGIN_BREACH,46,0.26899480887207894,5.0,0.09265376750040266,0.43478260869565216,0.5652173913043479,0.29290545854962363,0.10869565217391304,30.0,10.0
2,08:00,UP_HEAVY,ORIGIN_BREACH,65,0.2510618216138873,5.0,0.0717319490325013,0.6153846153846154,0.3846153846153846,0.2809501337108513,0.1076923076923077,50.0,10.0
2,08:00,UP_LEAN,ORIGIN_BREACH,19,0.20921818467835002,5.0,0.07770961145205338,0.47368421052631576,0.5263157894736843,0.28095013371098404,0.15789473684210525,35.0,11.0
2,09:00,BALANCED,ORIGIN_BREACH,18,0.25106182161402,10.0,0.11656441717788098,0.5,0.5,0.26899480887214533,0.1111111111111111,60.0,8.0
2,09:00,BALANCED,RETRACE_INVALIDATION,1,0.6993865030675513,40.0,0.6874311782287126,0.0,1.0,0.38257039484031663,0.0,,4.0
2,09:00,DOWN_HEAVY,ORIGIN_BREACH,66,0.26600597766243567,10.0,0.08966493629062662,0.4090909090909091,0.5909090909090908,0.25106182161395363,0.13636363636363635,50.0,8.0
2,09:00,DOWN_HEAVY,RETRACE_INVALIDATION,1,0.005977662419419352,5.0,0.6694981909705873,0.0,1.0,0.5320119553248713,0.0,,9.0
2,09:00,DOWN_LEAN,ORIGIN_BREACH,37,0.24508415919460066,5.0,0.07173194903263402,0.5135135135135135,0.4864864864864865,0.31681610822710193,0.2702702702702703,22.5,7.0
2,09:00,UP_HEAVY,ORIGIN_BREACH,75,0.19128519742022468,5.0,0.08368727387134,0.48,0.52,0.2391064967751813,0.18666666666666668,42.5,8.0
2,09:00,UP_LEAN,ORIGIN_BREACH,19,0.29290545854969,10.0,0.0717319490325013,0.47368421052631576,0.5263157894736843,0.4543023438728179,0.21052631578947367,32.5,8.0
2,09:00,UP_LEAN,RETRACE_INVALIDATION,1,0.7173194903256767,80.0,0.6396098788736233,1.0,0.0,0.3407267579046466,0.0,,4.0
2,10:00,BALANCED,OPPOSITE_LOOP_FORMATION,1,0.2391064967751813,5.0,1.4346389806513533,1.0,0.0,0.5499449425829966,0.0,,4.0
2,10:00,BALANCED,ORIGIN_BREACH,19,0.25106182161402,5.0,0.07770961145192065,0.5263157894736842,0.4736842105263158,0.22117350951705597,0.15789473684210525,30.0,4.0
2,10:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.5559226050022833,25.0,1.0281579361333593,0.0,1.0,0.0956425987101787,0.0,,6.0
2,10:00,DOWN_HEAVY,ORIGIN_BREACH,84,0.30486078338839595,5.0,0.07173194903263402,0.4880952380952381,0.5119047619047619,0.313827277017525,0.14285714285714285,22.5,5.0
2,10:00,DOWN_HEAVY,RETRACE_INVALIDATION,3,0.47821299355049535,10.0,0.6934088406479992,0.6666666666666666,0.33333333333333337,0.5021236432279073,0.0,,4.0
2,10:00,DOWN_LEAN,ORIGIN_BREACH,38,0.26600597766236933,5.0,0.10162026112946533,0.631578947368421,0.368421052631579,0.36463740758212493,0.15789473684210525,22.5,5.0
2,10:00,DOWN_LEAN,RETRACE_INVALIDATION,1,0.7830737769388914,70.0,0.5320119553247386,1.0,0.0,1.0879345603271546,1.0,15.0,2.0
2,10:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.05977662419379533,5.0,1.0102249488753667,1.0,0.0,1.0102249488753667,1.0,25.0,5.0
2,10:00,UP_HEAVY,ORIGIN_BREACH,60,0.29589428975920057,5.0,0.08069844266156395,0.5833333333333334,0.41666666666666663,0.39452571967908895,0.16666666666666666,25.0,4.0
2,10:00,UP_HEAVY,RETRACE_INVALIDATION,6,0.30486078338839595,5.0,0.7382413087934453,0.6666666666666666,0.33333333333333337,1.2433537832310622,0.6666666666666666,10.0,5.5
2,10:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,2,0.7561742960515706,42.5,1.5362592417807521,0.5,0.5,1.046090923391551,0.5,10.0,5.0
2,10:00,UP_LEAN,ORIGIN_BREACH,19,0.2391064967751813,5.0,0.07770961145192065,0.6842105263157895,0.3157894736842105,0.3227937706465213,0.0,,4.0
2,11:00,BALANCED,OPPOSITE_LOOP_FORMATION,1,0.49614598080862066,15.0,2.355198993235828,1.0,0.0,1.2373761208117093,1.0,10.0,2.0
2,11:00,BALANCED,ORIGIN_BREACH,14,0.22117350951712234,5.0,0.16139688532326063,0.5454545454545454,0.4545454545454546,0.49614598080862066,0.18181818181818182,10.0,2.0
2,11:00,BALANCED,RETRACE_INVALIDATION,2,0.42441403177598663,10.0,0.67846468459965,0.0,1.0,0.32877143306594064,0.0,,1.0
2,11:00,DOWN_HEAVY,OPPOSITE_LOOP_FORMATION,2,0.44533585024382166,5.0,1.3449740443605274,0.5,0.5,1.4107283309737422,1.0,10.0,3.0
2,11:00,DOWN_HEAVY,ORIGIN_BREACH,71,0.2391064967751813,5.0,0.08966493629075935,0.47692307692307695,0.523076923076923,0.38257039484031663,0.15384615384615385,12.5,2.0
2,11:00,DOWN_HEAVY,RETRACE_INVALIDATION,7,0.37061507000161065,5.0,0.7651407896806333,0.3333333333333333,0.6666666666666667,0.80399559540666,0.16666666666666666,10.0,1.5
2,11:00,DOWN_LEAN,OPPOSITE_LOOP_FORMATION,1,0.29290545854969,5.0,1.3389963819411745,0.0,1.0,0.6754758533898739,0.0,,2.0
2,11:00,DOWN_LEAN,ORIGIN_BREACH,36,0.3496932515337093,5.0,0.10162026112946532,0.42424242424242425,0.5757575757575757,0.3646374075821913,0.15151515151515152,15.0,2.0
2,11:00,DOWN_LEAN,RETRACE_INVALIDATION,5,0.4064810445178613,5.0,0.7113418279062573,0.5,0.5,0.43039169419540596,0.25,10.0,1.0
2,11:00,UP_HEAVY,OPPOSITE_LOOP_FORMATION,1,0.43039169419540596,5.0,1.7275444392009105,0.0,1.0,0.10759792354888467,0.0,,3.0
2,11:00,UP_HEAVY,ORIGIN_BREACH,58,0.31681610822710193,5.0,0.15243039169413164,0.3888888888888889,0.6111111111111112,0.41843636935663364,0.24074074074074073,10.0,2.0
2,11:00,UP_LEAN,OPPOSITE_LOOP_FORMATION,2,0.20622935346864033,12.5,1.4286613182318675,1.0,0.0,1.1178228724241186,0.5,10.0,2.0
2,11:00,UP_LEAN,ORIGIN_BREACH,21,0.24508415919460066,5.0,0.08368727387134,0.4444444444444444,0.5555555555555556,0.21519584709763662,0.05555555555555555,10.0,2.0
2,11:00,UP_LEAN,RETRACE_INVALIDATION,1,0.514078968066746,5.0,0.8189397514550092,1.0,0.0,0.9384929998427326,0.0,,4.0
3,03:00,DOWN_HEAVY,ORIGIN_BREACH,1,0.5265567765567728,155.0,0.0998168498168537,1.0,0.0,0.19413919413920655,0.0,,4.0
3,05:00,DOWN_HEAVY,ORIGIN_BREACH,1,0.19413919413920655,40.0,0.021062271062266845,1.0,0.0,0.04578754578754104,0.0,,3.0
3,06:00,DOWN_HEAVY,ORIGIN_BREACH,2,0.07142857142857216,7.5,0.02335164835164898,0.0,1.0,0.41529304029303893,0.0,,1.5
