rank_band,state,n,p_abs2s,p_abs3s,p_up2s,p_down2s,median_z7,raw15
1001-1500,SHORT_HOT_MEDIUM_COLD,203885,0.05929813375186992,0.027765652205900385,0.035789783456360205,0.023508350295509725,-0.07089795248451292,0.30057630527012774
1001-1500,SHORT_HOT_MEDIUM_HOT,258732,0.08706306139171034,0.04467557163396874,0.06184391571201089,0.02521914567969946,-0.04102390935351418,0.37381924153177803
1501-2000,SHORT_HOT_MEDIUM_COLD,209081,0.07591316284119552,0.044016433822298535,0.04792401031179304,0.02798915252940248,-0.020683582785263922,0.33848125845964006
1501-2000,SHORT_HOT_MEDIUM_HOT,236778,0.09583660644147683,0.056867614389850406,0.06359121202138712,0.0322453944200897,-0.012158459568552334,0.38478659334904425
501-750,SHORT_HOT_MEDIUM_COLD,94857,0.045974466829016306,0.019640089819412378,0.022760576446651276,0.023213890382365033,-0.08710846140197365,0.23891752849025374
501-750,SHORT_HOT_MEDIUM_HOT,150457,0.07856065188060377,0.037671892966096625,0.04795390044996245,0.030606751430641312,-0.06801204584587867,0.3363884697953568
751-1000,SHORT_HOT_MEDIUM_COLD,100590,0.0569937369519833,0.0254498459091361,0.03257779103290585,0.024415945919077444,-0.08965480936796796,0.27888458097226365
751-1000,SHORT_HOT_MEDIUM_HOT,135906,0.08942210056951128,0.04284579047282681,0.06296999396641796,0.026452106603093314,-0.03835139387413522,0.357629538063073
