participation,sign,rank_band,horizon,state,n_risk,n_transition,hazard
LOCAL_CLUSTER,DOWN,1501-2000,10D,1S_RECOVERY,528,80,0.15151515151515152
LOCAL_CLUSTER,DOWN,1501-2000,10D,FULL_REVERSAL,528,353,0.6685606060606061
LOCAL_CLUSTER,DOWN,1501-2000,10D,NEW_EXTREME,528,60,0.11363636363636363
LOCAL_CLUSTER,DOWN,1501-2000,10D,50P_GIVEBACK,528,277,0.5246212121212122
LOCAL_CLUSTER,DOWN,1501-2000,14D,1S_RECOVERY,528,82,0.1553030303030303
LOCAL_CLUSTER,DOWN,1501-2000,14D,FULL_REVERSAL,528,358,0.678030303030303
LOCAL_CLUSTER,DOWN,1501-2000,14D,NEW_EXTREME,528,77,0.14583333333333334
LOCAL_CLUSTER,DOWN,1501-2000,14D,50P_GIVEBACK,528,289,0.5473484848484849
LOCAL_CLUSTER,DOWN,1501-2000,21D,1S_RECOVERY,528,75,0.14204545454545456
LOCAL_CLUSTER,DOWN,1501-2000,21D,FULL_REVERSAL,528,358,0.678030303030303
LOCAL_CLUSTER,DOWN,1501-2000,21D,NEW_EXTREME,528,81,0.1534090909090909
LOCAL_CLUSTER,DOWN,1501-2000,21D,50P_GIVEBACK,528,296,0.5606060606060606
LOCAL_CLUSTER,DOWN,1501-2000,30D,1S_RECOVERY,528,84,0.1590909090909091
LOCAL_CLUSTER,DOWN,1501-2000,30D,FULL_REVERSAL,528,361,0.6837121212121212
LOCAL_CLUSTER,DOWN,1501-2000,30D,NEW_EXTREME,528,105,0.19886363636363635
LOCAL_CLUSTER,DOWN,1501-2000,30D,50P_GIVEBACK,528,318,0.6022727272727273
LOCAL_CLUSTER,DOWN,501-750,1D,1S_RECOVERY,788,172,0.2182741116751269
LOCAL_CLUSTER,DOWN,501-750,1D,FULL_REVERSAL,788,404,0.5126903553299492
LOCAL_CLUSTER,DOWN,501-750,1D,NEW_EXTREME,788,23,0.02918781725888325
LOCAL_CLUSTER,DOWN,501-750,1D,50P_GIVEBACK,788,155,0.1967005076142132
LOCAL_CLUSTER,DOWN,501-750,2D,1S_RECOVERY,788,177,0.22461928934010153
LOCAL_CLUSTER,DOWN,501-750,2D,FULL_REVERSAL,788,386,0.48984771573604063
LOCAL_CLUSTER,DOWN,501-750,2D,NEW_EXTREME,788,53,0.06725888324873096
LOCAL_CLUSTER,DOWN,501-750,2D,50P_GIVEBACK,788,189,0.2398477157360406
LOCAL_CLUSTER,DOWN,501-750,3D,1S_RECOVERY,788,179,0.22715736040609136
LOCAL_CLUSTER,DOWN,501-750,3D,FULL_REVERSAL,788,369,0.4682741116751269
LOCAL_CLUSTER,DOWN,501-750,3D,NEW_EXTREME,788,75,0.09517766497461928
LOCAL_CLUSTER,DOWN,501-750,3D,50P_GIVEBACK,788,194,0.24619289340101522
LOCAL_CLUSTER,DOWN,501-750,5D,1S_RECOVERY,788,196,0.24873096446700507
LOCAL_CLUSTER,DOWN,501-750,5D,FULL_REVERSAL,788,364,0.4619289340101523
LOCAL_CLUSTER,DOWN,501-750,5D,NEW_EXTREME,788,94,0.11928934010152284
LOCAL_CLUSTER,DOWN,501-750,5D,50P_GIVEBACK,788,216,0.27411167512690354
LOCAL_CLUSTER,DOWN,501-750,7D,1S_RECOVERY,788,179,0.22715736040609136
LOCAL_CLUSTER,DOWN,501-750,7D,FULL_REVERSAL,788,377,0.4784263959390863
LOCAL_CLUSTER,DOWN,501-750,7D,NEW_EXTREME,788,117,0.1484771573604061
LOCAL_CLUSTER,DOWN,501-750,7D,50P_GIVEBACK,788,236,0.29949238578680204
LOCAL_CLUSTER,DOWN,501-750,10D,1S_RECOVERY,788,184,0.233502538071066
LOCAL_CLUSTER,DOWN,501-750,10D,FULL_REVERSAL,788,366,0.46446700507614214
LOCAL_CLUSTER,DOWN,501-750,10D,NEW_EXTREME,788,139,0.17639593908629442
LOCAL_CLUSTER,DOWN,501-750,10D,50P_GIVEBACK,788,238,0.3020304568527919
LOCAL_CLUSTER,DOWN,501-750,14D,1S_RECOVERY,788,180,0.22842639593908629
LOCAL_CLUSTER,DOWN,501-750,14D,FULL_REVERSAL,788,379,0.48096446700507617
LOCAL_CLUSTER,DOWN,501-750,14D,NEW_EXTREME,788,160,0.20304568527918782
LOCAL_CLUSTER,DOWN,501-750,14D,50P_GIVEBACK,788,257,0.32614213197969544
LOCAL_CLUSTER,DOWN,501-750,21D,1S_RECOVERY,788,188,0.23857868020304568
LOCAL_CLUSTER,DOWN,501-750,21D,FULL_REVERSAL,788,374,0.4746192893401015
LOCAL_CLUSTER,DOWN,501-750,21D,NEW_EXTREME,788,199,0.25253807106598986
LOCAL_CLUSTER,DOWN,501-750,21D,50P_GIVEBACK,788,259,0.3286802030456853
LOCAL_CLUSTER,DOWN,501-750,30D,1S_RECOVERY,788,204,0.25888324873096447
LOCAL_CLUSTER,DOWN,501-750,30D,FULL_REVERSAL,788,385,0.4885786802030457
LOCAL_CLUSTER,DOWN,501-750,30D,NEW_EXTREME,788,236,0.29949238578680204
LOCAL_CLUSTER,DOWN,501-750,30D,50P_GIVEBACK,788,293,0.37182741116751267
LOCAL_CLUSTER,DOWN,751-1000,1D,1S_RECOVERY,1035,234,0.22608695652173913
LOCAL_CLUSTER,DOWN,751-1000,1D,FULL_REVERSAL,1035,529,0.5111111111111111
LOCAL_CLUSTER,DOWN,751-1000,1D,NEW_EXTREME,1035,42,0.04057971014492753
LOCAL_CLUSTER,DOWN,751-1000,1D,50P_GIVEBACK,1035,213,0.20579710144927535
LOCAL_CLUSTER,DOWN,751-1000,2D,1S_RECOVERY,1035,220,0.21256038647342995
LOCAL_CLUSTER,DOWN,751-1000,2D,FULL_REVERSAL,1035,543,0.5246376811594203
LOCAL_CLUSTER,DOWN,751-1000,2D,NEW_EXTREME,1035,75,0.07246376811594203
LOCAL_CLUSTER,DOWN,751-1000,2D,50P_GIVEBACK,1035,258,0.2492753623188406
LOCAL_CLUSTER,DOWN,751-1000,3D,1S_RECOVERY,1035,221,0.2135265700483092
LOCAL_CLUSTER,DOWN,751-1000,3D,FULL_REVERSAL,1035,542,0.523671497584541
LOCAL_CLUSTER,DOWN,751-1000,3D,NEW_EXTREME,1035,87,0.08405797101449275
LOCAL_CLUSTER,DOWN,751-1000,3D,50P_GIVEBACK,1035,296,0.28599033816425123
LOCAL_CLUSTER,DOWN,751-1000,5D,1S_RECOVERY,1035,229,0.221256038647343
LOCAL_CLUSTER,DOWN,751-1000,5D,FULL_REVERSAL,1035,550,0.5314009661835749
LOCAL_CLUSTER,DOWN,751-1000,5D,NEW_EXTREME,1035,135,0.13043478260869565
LOCAL_CLUSTER,DOWN,751-1000,5D,50P_GIVEBACK,1035,342,0.33043478260869563
LOCAL_CLUSTER,DOWN,751-1000,7D,1S_RECOVERY,1035,234,0.22608695652173913
LOCAL_CLUSTER,DOWN,751-1000,7D,FULL_REVERSAL,1035,529,0.5111111111111111
LOCAL_CLUSTER,DOWN,751-1000,7D,NEW_EXTREME,1035,157,0.15169082125603864
LOCAL_CLUSTER,DOWN,751-1000,7D,50P_GIVEBACK,1035,339,0.32753623188405795
LOCAL_CLUSTER,DOWN,751-1000,10D,1S_RECOVERY,1035,229,0.221256038647343
LOCAL_CLUSTER,DOWN,751-1000,10D,FULL_REVERSAL,1035,521,0.5033816425120773
LOCAL_CLUSTER,DOWN,751-1000,10D,NEW_EXTREME,1035,199,0.19227053140096617
LOCAL_CLUSTER,DOWN,751-1000,10D,50P_GIVEBACK,1035,355,0.34299516908212563
LOCAL_CLUSTER,DOWN,751-1000,14D,1S_RECOVERY,1035,236,0.22801932367149758
LOCAL_CLUSTER,DOWN,751-1000,14D,FULL_REVERSAL,1035,553,0.5342995169082125
LOCAL_CLUSTER,DOWN,751-1000,14D,NEW_EXTREME,1035,223,0.21545893719806763
LOCAL_CLUSTER,DOWN,751-1000,14D,50P_GIVEBACK,1035,373,0.36038647342995167
LOCAL_CLUSTER,DOWN,751-1000,21D,1S_RECOVERY,1035,242,0.23381642512077294
LOCAL_CLUSTER,DOWN,751-1000,21D,FULL_REVERSAL,1035,568,0.548792270531401
LOCAL_CLUSTER,DOWN,751-1000,21D,NEW_EXTREME,1035,256,0.24734299516908212
LOCAL_CLUSTER,DOWN,751-1000,21D,50P_GIVEBACK,1035,411,0.39710144927536234
LOCAL_CLUSTER,DOWN,751-1000,30D,1S_RECOVERY,1035,226,0.21835748792270532
LOCAL_CLUSTER,DOWN,751-1000,30D,FULL_REVERSAL,1035,561,0.5420289855072464
LOCAL_CLUSTER,DOWN,751-1000,30D,NEW_EXTREME,1035,266,0.2570048309178744
LOCAL_CLUSTER,DOWN,751-1000,30D,50P_GIVEBACK,1035,435,0.42028985507246375
LOCAL_CLUSTER,UP,1001-1500,1D,1S_RECOVERY,273,41,0.15018315018315018
LOCAL_CLUSTER,UP,1001-1500,1D,FULL_REVERSAL,273,190,0.6959706959706959
LOCAL_CLUSTER,UP,1001-1500,1D,NEW_EXTREME,273,8,0.029304029304029304
LOCAL_CLUSTER,UP,1001-1500,1D,50P_GIVEBACK,273,56,0.20512820512820512
LOCAL_CLUSTER,UP,1001-1500,2D,1S_RECOVERY,273,42,0.15384615384615385
LOCAL_CLUSTER,UP,1001-1500,2D,FULL_REVERSAL,273,185,0.6776556776556777
LOCAL_CLUSTER,UP,1001-1500,2D,NEW_EXTREME,273,11,0.040293040293040296
LOCAL_CLUSTER,UP,1001-1500,2D,50P_GIVEBACK,273,71,0.2600732600732601
LOCAL_CLUSTER,UP,1001-1500,3D,1S_RECOVERY,273,43,0.1575091575091575
LOCAL_CLUSTER,UP,1001-1500,3D,FULL_REVERSAL,273,190,0.6959706959706959
LOCAL_CLUSTER,UP,1001-1500,3D,NEW_EXTREME,273,16,0.05860805860805861
LOCAL_CLUSTER,UP,1001-1500,3D,50P_GIVEBACK,273,84,0.3076923076923077
LOCAL_CLUSTER,UP,1001-1500,5D,1S_RECOVERY,273,43,0.1575091575091575
LOCAL_CLUSTER,UP,1001-1500,5D,FULL_REVERSAL,273,179,0.6556776556776557
LOCAL_CLUSTER,UP,1001-1500,5D,NEW_EXTREME,273,18,0.06593406593406594
LOCAL_CLUSTER,UP,1001-1500,5D,50P_GIVEBACK,273,89,0.326007326007326
LOCAL_CLUSTER,UP,1001-1500,7D,1S_RECOVERY,273,41,0.15018315018315018
LOCAL_CLUSTER,UP,1001-1500,7D,FULL_REVERSAL,273,183,0.6703296703296703
LOCAL_CLUSTER,UP,1001-1500,7D,NEW_EXTREME,273,21,0.07692307692307693
LOCAL_CLUSTER,UP,1001-1500,7D,50P_GIVEBACK,273,89,0.326007326007326
LOCAL_CLUSTER,UP,1001-1500,10D,1S_RECOVERY,273,41,0.15018315018315018
LOCAL_CLUSTER,UP,1001-1500,10D,FULL_REVERSAL,273,180,0.6593406593406593
LOCAL_CLUSTER,UP,1001-1500,10D,NEW_EXTREME,273,26,0.09523809523809523
LOCAL_CLUSTER,UP,1001-1500,10D,50P_GIVEBACK,273,103,0.3772893772893773
LOCAL_CLUSTER,UP,1001-1500,14D,1S_RECOVERY,273,44,0.16117216117216118
LOCAL_CLUSTER,UP,1001-1500,14D,FULL_REVERSAL,273,172,0.63003663003663
LOCAL_CLUSTER,UP,1001-1500,14D,NEW_EXTREME,273,31,0.11355311355311355
LOCAL_CLUSTER,UP,1001-1500,14D,50P_GIVEBACK,273,102,0.37362637362637363
LOCAL_CLUSTER,UP,1001-1500,21D,1S_RECOVERY,273,56,0.20512820512820512
LOCAL_CLUSTER,UP,1001-1500,21D,FULL_REVERSAL,273,167,0.6117216117216118
LOCAL_CLUSTER,UP,1001-1500,21D,NEW_EXTREME,273,48,0.17582417582417584
LOCAL_CLUSTER,UP,1001-1500,21D,50P_GIVEBACK,273,94,0.3443223443223443
LOCAL_CLUSTER,UP,1001-1500,30D,1S_RECOVERY,273,49,0.1794871794871795
LOCAL_CLUSTER,UP,1001-1500,30D,FULL_REVERSAL,273,162,0.5934065934065934
LOCAL_CLUSTER,UP,1001-1500,30D,NEW_EXTREME,273,53,0.19413919413919414
LOCAL_CLUSTER,UP,1001-1500,30D,50P_GIVEBACK,273,101,0.36996336996337
LOCAL_CLUSTER,UP,1501-2000,1D,1S_RECOVERY,328,46,0.1402439024390244
LOCAL_CLUSTER,UP,1501-2000,1D,FULL_REVERSAL,328,209,0.6371951219512195
LOCAL_CLUSTER,UP,1501-2000,1D,NEW_EXTREME,328,12,0.036585365853658534
LOCAL_CLUSTER,UP,1501-2000,1D,50P_GIVEBACK,328,66,0.20121951219512196
LOCAL_CLUSTER,UP,1501-2000,2D,1S_RECOVERY,328,60,0.18292682926829268
LOCAL_CLUSTER,UP,1501-2000,2D,FULL_REVERSAL,328,212,0.6463414634146342
LOCAL_CLUSTER,UP,1501-2000,2D,NEW_EXTREME,328,25,0.07621951219512195
LOCAL_CLUSTER,UP,1501-2000,2D,50P_GIVEBACK,328,87,0.2652439024390244
LOCAL_CLUSTER,UP,1501-2000,3D,1S_RECOVERY,328,58,0.17682926829268292
LOCAL_CLUSTER,UP,1501-2000,3D,FULL_REVERSAL,328,211,0.6432926829268293
LOCAL_CLUSTER,UP,1501-2000,3D,NEW_EXTREME,328,29,0.08841463414634146
LOCAL_CLUSTER,UP,1501-2000,3D,50P_GIVEBACK,328,94,0.2865853658536585
LOCAL_CLUSTER,UP,1501-2000,5D,1S_RECOVERY,328,66,0.20121951219512196
LOCAL_CLUSTER,UP,1501-2000,5D,FULL_REVERSAL,328,195,0.5945121951219512
LOCAL_CLUSTER,UP,1501-2000,5D,NEW_EXTREME,328,38,0.11585365853658537
LOCAL_CLUSTER,UP,1501-2000,5D,50P_GIVEBACK,328,92,0.2804878048780488
LOCAL_CLUSTER,UP,1501-2000,7D,1S_RECOVERY,328,69,0.21036585365853658
LOCAL_CLUSTER,UP,1501-2000,7D,FULL_REVERSAL,328,184,0.5609756097560976
LOCAL_CLUSTER,UP,1501-2000,7D,NEW_EXTREME,328,41,0.125
LOCAL_CLUSTER,UP,1501-2000,7D,50P_GIVEBACK,328,106,0.3231707317073171
LOCAL_CLUSTER,UP,1501-2000,10D,1S_RECOVERY,328,64,0.1951219512195122
LOCAL_CLUSTER,UP,1501-2000,10D,FULL_REVERSAL,328,178,0.5426829268292683
LOCAL_CLUSTER,UP,1501-2000,10D,NEW_EXTREME,328,43,0.13109756097560976
LOCAL_CLUSTER,UP,1501-2000,10D,50P_GIVEBACK,328,107,0.32621951219512196
LOCAL_CLUSTER,UP,1501-2000,14D,1S_RECOVERY,328,73,0.2225609756097561
LOCAL_CLUSTER,UP,1501-2000,14D,FULL_REVERSAL,328,165,0.5030487804878049
LOCAL_CLUSTER,UP,1501-2000,14D,NEW_EXTREME,328,58,0.17682926829268292
LOCAL_CLUSTER,UP,1501-2000,14D,50P_GIVEBACK,328,98,0.29878048780487804
LOCAL_CLUSTER,UP,1501-2000,21D,1S_RECOVERY,328,66,0.20121951219512196
LOCAL_CLUSTER,UP,1501-2000,21D,FULL_REVERSAL,328,163,0.4969512195121951
LOCAL_CLUSTER,UP,1501-2000,21D,NEW_EXTREME,328,69,0.21036585365853658
LOCAL_CLUSTER,UP,1501-2000,21D,50P_GIVEBACK,328,105,0.3201219512195122
LOCAL_CLUSTER,UP,1501-2000,30D,1S_RECOVERY,328,77,0.2347560975609756
LOCAL_CLUSTER,UP,1501-2000,30D,FULL_REVERSAL,328,168,0.5121951219512195
LOCAL_CLUSTER,UP,1501-2000,30D,NEW_EXTREME,328,82,0.25
LOCAL_CLUSTER,UP,1501-2000,30D,50P_GIVEBACK,328,106,0.3231707317073171
LOCAL_CLUSTER,UP,501-750,1D,1S_RECOVERY,1474,232,0.15739484396200815
LOCAL_CLUSTER,UP,501-750,1D,FULL_REVERSAL,1474,1007,0.6831750339213026
LOCAL_CLUSTER,UP,501-750,1D,NEW_EXTREME,1474,41,0.027815468113975575
LOCAL_CLUSTER,UP,501-750,1D,50P_GIVEBACK,1474,225,0.15264586160108548
LOCAL_CLUSTER,UP,501-750,2D,1S_RECOVERY,1474,198,0.13432835820895522
LOCAL_CLUSTER,UP,501-750,2D,FULL_REVERSAL,1474,1019,0.6913161465400272
LOCAL_CLUSTER,UP,501-750,2D,NEW_EXTREME,1474,57,0.03867028493894165
LOCAL_CLUSTER,UP,501-750,2D,50P_GIVEBACK,1474,351,0.23812754409769335
LOCAL_CLUSTER,UP,501-750,3D,1S_RECOVERY,1474,203,0.13772048846675713
LOCAL_CLUSTER,UP,501-750,3D,FULL_REVERSAL,1474,1012,0.6865671641791045
LOCAL_CLUSTER,UP,501-750,3D,NEW_EXTREME,1474,72,0.048846675712347354
LOCAL_CLUSTER,UP,501-750,3D,50P_GIVEBACK,1474,388,0.26322930800542743
LOCAL_CLUSTER,UP,501-750,5D,1S_RECOVERY,1474,209,0.1417910447761194
LOCAL_CLUSTER,UP,501-750,5D,FULL_REVERSAL,1474,980,0.6648575305291723
LOCAL_CLUSTER,UP,501-750,5D,NEW_EXTREME,1474,92,0.06241519674355495
LOCAL_CLUSTER,UP,501-750,5D,50P_GIVEBACK,1474,458,0.310719131614654
LOCAL_CLUSTER,UP,501-750,7D,1S_RECOVERY,1474,202,0.13704206241519673
LOCAL_CLUSTER,UP,501-750,7D,FULL_REVERSAL,1474,979,0.664179104477612
LOCAL_CLUSTER,UP,501-750,7D,NEW_EXTREME,1474,110,0.07462686567164178
LOCAL_CLUSTER,UP,501-750,7D,50P_GIVEBACK,1474,497,0.33717774762550884
LOCAL_CLUSTER,UP,501-750,10D,1S_RECOVERY,1474,205,0.1390773405698779
LOCAL_CLUSTER,UP,501-750,10D,FULL_REVERSAL,1474,967,0.6560379918588873
LOCAL_CLUSTER,UP,501-750,10D,NEW_EXTREME,1474,139,0.09430122116689281
LOCAL_CLUSTER,UP,501-750,10D,50P_GIVEBACK,1474,551,0.37381275440976935
LOCAL_CLUSTER,UP,501-750,14D,1S_RECOVERY,1474,200,0.13568521031207598
LOCAL_CLUSTER,UP,501-750,14D,FULL_REVERSAL,1474,989,0.6709633649932157
LOCAL_CLUSTER,UP,501-750,14D,NEW_EXTREME,1474,163,0.11058344640434192
LOCAL_CLUSTER,UP,501-750,14D,50P_GIVEBACK,1474,590,0.40027137042062416
LOCAL_CLUSTER,UP,501-750,21D,1S_RECOVERY,1474,215,0.14586160108548168
LOCAL_CLUSTER,UP,501-750,21D,FULL_REVERSAL,1474,931,0.6316146540027137
LOCAL_CLUSTER,UP,501-750,21D,NEW_EXTREME,1474,199,0.1350067842605156
LOCAL_CLUSTER,UP,501-750,21D,50P_GIVEBACK,1474,602,0.4084124830393487
LOCAL_CLUSTER,UP,501-750,30D,1S_RECOVERY,1474,209,0.1417910447761194
LOCAL_CLUSTER,UP,501-750,30D,FULL_REVERSAL,1474,935,0.6343283582089553
LOCAL_CLUSTER,UP,501-750,30D,NEW_EXTREME,1474,233,0.15807327001356852
LOCAL_CLUSTER,UP,501-750,30D,50P_GIVEBACK,1474,655,0.4443690637720488
LOCAL_CLUSTER,UP,751-1000,1D,1S_RECOVERY,1313,223,0.16984006092916984
LOCAL_CLUSTER,UP,751-1000,1D,FULL_REVERSAL,1313,867,0.6603198781416603
LOCAL_CLUSTER,UP,751-1000,1D,NEW_EXTREME,1313,43,0.03274942878903275
LOCAL_CLUSTER,UP,751-1000,1D,50P_GIVEBACK,1313,226,0.17212490479817213
LOCAL_CLUSTER,UP,751-1000,2D,1S_RECOVERY,1313,223,0.16984006092916984
LOCAL_CLUSTER,UP,751-1000,2D,FULL_REVERSAL,1313,875,0.6664127951256664
LOCAL_CLUSTER,UP,751-1000,2D,NEW_EXTREME,1313,68,0.05178979436405179
LOCAL_CLUSTER,UP,751-1000,2D,50P_GIVEBACK,1313,347,0.26428027418126426
LOCAL_CLUSTER,UP,751-1000,3D,1S_RECOVERY,1313,215,0.16374714394516374
LOCAL_CLUSTER,UP,751-1000,3D,FULL_REVERSAL,1313,865,0.6587966488956588
LOCAL_CLUSTER,UP,751-1000,3D,NEW_EXTREME,1313,91,0.06930693069306931
LOCAL_CLUSTER,UP,751-1000,3D,50P_GIVEBACK,1313,396,0.3015993907083016
LOCAL_CLUSTER,UP,751-1000,5D,1S_RECOVERY,1313,212,0.16146230007616147
LOCAL_CLUSTER,UP,751-1000,5D,FULL_REVERSAL,1313,852,0.6488956587966489
LOCAL_CLUSTER,UP,751-1000,5D,NEW_EXTREME,1313,105,0.07996953541507996
LOCAL_CLUSTER,UP,751-1000,5D,50P_GIVEBACK,1313,438,0.3335872048743336
LOCAL_CLUSTER,UP,751-1000,7D,1S_RECOVERY,1313,226,0.17212490479817213
LOCAL_CLUSTER,UP,751-1000,7D,FULL_REVERSAL,1313,818,0.623000761614623
LOCAL_CLUSTER,UP,751-1000,7D,NEW_EXTREME,1313,133,0.1012947448591013
LOCAL_CLUSTER,UP,751-1000,7D,50P_GIVEBACK,1313,454,0.3457730388423458
LOCAL_CLUSTER,UP,751-1000,10D,1S_RECOVERY,1313,218,0.16603198781416603
LOCAL_CLUSTER,UP,751-1000,10D,FULL_REVERSAL,1313,818,0.623000761614623
LOCAL_CLUSTER,UP,751-1000,10D,NEW_EXTREME,1313,144,0.10967250571210967
LOCAL_CLUSTER,UP,751-1000,10D,50P_GIVEBACK,1313,465,0.3541507996953541
LOCAL_CLUSTER,UP,751-1000,14D,1S_RECOVERY,1313,232,0.1766945925361767
LOCAL_CLUSTER,UP,751-1000,14D,FULL_REVERSAL,1313,819,0.6237623762376238
LOCAL_CLUSTER,UP,751-1000,14D,NEW_EXTREME,1313,189,0.14394516374714394
LOCAL_CLUSTER,UP,751-1000,14D,50P_GIVEBACK,1313,495,0.376999238385377
LOCAL_CLUSTER,UP,751-1000,21D,1S_RECOVERY,1313,224,0.1706016755521706
LOCAL_CLUSTER,UP,751-1000,21D,FULL_REVERSAL,1313,810,0.6169078446306169
LOCAL_CLUSTER,UP,751-1000,21D,NEW_EXTREME,1313,216,0.16450875856816452
LOCAL_CLUSTER,UP,751-1000,21D,50P_GIVEBACK,1313,522,0.39756283320639757
LOCAL_CLUSTER,UP,751-1000,30D,1S_RECOVERY,1313,242,0.1843107387661843
LOCAL_CLUSTER,UP,751-1000,30D,FULL_REVERSAL,1313,783,0.5963442498095963
LOCAL_CLUSTER,UP,751-1000,30D,NEW_EXTREME,1313,249,0.18964204112718963
LOCAL_CLUSTER,UP,751-1000,30D,50P_GIVEBACK,1313,557,0.4242193450114242
MULTI_BAND,DOWN,1001-1500,1D,1S_RECOVERY,3216,706,0.21952736318407962
MULTI_BAND,DOWN,1001-1500,1D,FULL_REVERSAL,3216,1816,0.5646766169154229
MULTI_BAND,DOWN,1001-1500,1D,NEW_EXTREME,3216,153,0.04757462686567164
MULTI_BAND,DOWN,1001-1500,1D,50P_GIVEBACK,3216,620,0.1927860696517413
MULTI_BAND,DOWN,1001-1500,2D,1S_RECOVERY,3216,577,0.17941542288557213
MULTI_BAND,DOWN,1001-1500,2D,FULL_REVERSAL,3216,1914,0.5951492537313433
MULTI_BAND,DOWN,1001-1500,2D,NEW_EXTREME,3216,162,0.05037313432835821
MULTI_BAND,DOWN,1001-1500,2D,50P_GIVEBACK,3216,734,0.22823383084577115
MULTI_BAND,DOWN,1001-1500,3D,1S_RECOVERY,3216,626,0.19465174129353233
MULTI_BAND,DOWN,1001-1500,3D,FULL_REVERSAL,3216,1860,0.5783582089552238
MULTI_BAND,DOWN,1001-1500,3D,NEW_EXTREME,3216,259,0.08053482587064677
MULTI_BAND,DOWN,1001-1500,3D,50P_GIVEBACK,3216,834,0.2593283582089552
MULTI_BAND,DOWN,1001-1500,5D,1S_RECOVERY,3216,641,0.19931592039800994
MULTI_BAND,DOWN,1001-1500,5D,FULL_REVERSAL,3216,1831,0.5693407960199005
MULTI_BAND,DOWN,1001-1500,5D,NEW_EXTREME,3216,362,0.11256218905472637
MULTI_BAND,DOWN,1001-1500,5D,50P_GIVEBACK,3216,819,0.25466417910447764
MULTI_BAND,DOWN,1001-1500,7D,1S_RECOVERY,3216,585,0.18190298507462688
MULTI_BAND,DOWN,1001-1500,7D,FULL_REVERSAL,3216,1747,0.5432213930348259
MULTI_BAND,DOWN,1001-1500,7D,NEW_EXTREME,3216,371,0.11536069651741293
MULTI_BAND,DOWN,1001-1500,7D,50P_GIVEBACK,3216,889,0.2764303482587065
MULTI_BAND,DOWN,1001-1500,10D,1S_RECOVERY,3216,539,0.1675995024875622
MULTI_BAND,DOWN,1001-1500,10D,FULL_REVERSAL,3216,1860,0.5783582089552238
MULTI_BAND,DOWN,1001-1500,10D,NEW_EXTREME,3216,431,0.13401741293532338
MULTI_BAND,DOWN,1001-1500,10D,50P_GIVEBACK,3216,1047,0.3255597014925373
MULTI_BAND,DOWN,1001-1500,14D,1S_RECOVERY,3216,565,0.17568407960199006
MULTI_BAND,DOWN,1001-1500,14D,FULL_REVERSAL,3216,1818,0.5652985074626866
MULTI_BAND,DOWN,1001-1500,14D,NEW_EXTREME,3216,539,0.1675995024875622
MULTI_BAND,DOWN,1001-1500,14D,50P_GIVEBACK,3216,1076,0.3345771144278607
MULTI_BAND,DOWN,1001-1500,21D,1S_RECOVERY,3216,545,0.16946517412935325
MULTI_BAND,DOWN,1001-1500,21D,FULL_REVERSAL,3216,1716,0.5335820895522388
MULTI_BAND,DOWN,1001-1500,21D,NEW_EXTREME,3216,634,0.19713930348258707
MULTI_BAND,DOWN,1001-1500,21D,50P_GIVEBACK,3216,1092,0.33955223880597013
MULTI_BAND,DOWN,1001-1500,30D,1S_RECOVERY,3216,579,0.18003731343283583
MULTI_BAND,DOWN,1001-1500,30D,FULL_REVERSAL,3216,1556,0.48383084577114427
MULTI_BAND,DOWN,1001-1500,30D,NEW_EXTREME,3216,809,0.25155472636815923
MULTI_BAND,DOWN,1001-1500,30D,50P_GIVEBACK,3216,1079,0.33550995024875624
MULTI_BAND,DOWN,1501-2000,1D,1S_RECOVERY,3733,773,0.20707206000535763
MULTI_BAND,DOWN,1501-2000,1D,FULL_REVERSAL,3733,2011,0.5387088132869006
MULTI_BAND,DOWN,1501-2000,1D,NEW_EXTREME,3733,131,0.0350924189659791
MULTI_BAND,DOWN,1501-2000,1D,50P_GIVEBACK,3733,654,0.17519421376908653
MULTI_BAND,DOWN,1501-2000,2D,1S_RECOVERY,3733,669,0.17921242968122153
MULTI_BAND,DOWN,1501-2000,2D,FULL_REVERSAL,3733,2153,0.5767479239217788
MULTI_BAND,DOWN,1501-2000,2D,NEW_EXTREME,3733,165,0.04420037503348513
MULTI_BAND,DOWN,1501-2000,2D,50P_GIVEBACK,3733,808,0.21644789713367266
MULTI_BAND,DOWN,1501-2000,3D,1S_RECOVERY,3733,739,0.1979641039378516
MULTI_BAND,DOWN,1501-2000,3D,FULL_REVERSAL,3733,2074,0.5555853201178677
MULTI_BAND,DOWN,1501-2000,3D,NEW_EXTREME,3733,270,0.07232788641843022
MULTI_BAND,DOWN,1501-2000,3D,50P_GIVEBACK,3733,950,0.25448700776855077
MULTI_BAND,DOWN,1501-2000,5D,1S_RECOVERY,3733,732,0.1960889365121886
MULTI_BAND,DOWN,1501-2000,5D,FULL_REVERSAL,3733,2047,0.5483525314760247
MULTI_BAND,DOWN,1501-2000,5D,NEW_EXTREME,3733,402,0.10768818644521833
MULTI_BAND,DOWN,1501-2000,5D,50P_GIVEBACK,3733,987,0.2643986070184838
MULTI_BAND,DOWN,1501-2000,7D,1S_RECOVERY,3733,709,0.18992767211358158
MULTI_BAND,DOWN,1501-2000,7D,FULL_REVERSAL,3733,2015,0.5397803375301367
MULTI_BAND,DOWN,1501-2000,7D,NEW_EXTREME,3733,451,0.12081435842485937
