participation,sign,rank_band,horizon,state,n,n_valid,prob,assets
BAND_BROAD,DOWN,1501-2000,7D,50P_GIVEBACK,2094,4919,0.42569627973165275,1394
BAND_BROAD,DOWN,1501-2000,7D,FULL_REVERSAL,3021,4919,0.6141492173205936,1807
BAND_BROAD,DOWN,1501-2000,7D,NEW_EXTREME,572,4919,0.1162837975198211,473
BAND_BROAD,DOWN,1501-2000,10D,STABILIZED,1866,4915,0.37965412004069177,1267
BAND_BROAD,DOWN,1501-2000,10D,1S_RECOVERY,865,4915,0.17599186164801628,666
BAND_BROAD,DOWN,1501-2000,10D,25P_GIVEBACK,2583,4915,0.5255340793489318,1629
BAND_BROAD,DOWN,1501-2000,10D,50P_GIVEBACK,2241,4915,0.45595116988809764,1476
BAND_BROAD,DOWN,1501-2000,10D,FULL_REVERSAL,3049,4915,0.6203458799593082,1818
BAND_BROAD,DOWN,1501-2000,10D,NEW_EXTREME,690,4915,0.14038657171922686,549
BAND_BROAD,DOWN,1501-2000,14D,STABILIZED,1842,4919,0.37446635495019315,1254
BAND_BROAD,DOWN,1501-2000,14D,1S_RECOVERY,864,4919,0.17564545639357593,673
BAND_BROAD,DOWN,1501-2000,14D,25P_GIVEBACK,2700,4919,0.5488920512299248,1681
BAND_BROAD,DOWN,1501-2000,14D,50P_GIVEBACK,2393,4919,0.48648099207155926,1547
BAND_BROAD,DOWN,1501-2000,14D,FULL_REVERSAL,3077,4919,0.6255336450498069,1832
BAND_BROAD,DOWN,1501-2000,14D,NEW_EXTREME,792,4919,0.1610083350274446,626
BAND_BROAD,DOWN,1501-2000,21D,STABILIZED,1858,4925,0.37725888324873097,1243
BAND_BROAD,DOWN,1501-2000,21D,1S_RECOVERY,873,4925,0.17725888324873096,668
BAND_BROAD,DOWN,1501-2000,21D,25P_GIVEBACK,2794,4925,0.5673096446700507,1708
BAND_BROAD,DOWN,1501-2000,21D,50P_GIVEBACK,2548,4925,0.5173604060913706,1612
BAND_BROAD,DOWN,1501-2000,21D,FULL_REVERSAL,3067,4925,0.6227411167512691,1810
BAND_BROAD,DOWN,1501-2000,21D,NEW_EXTREME,925,4925,0.18781725888324874,702
BAND_BROAD,DOWN,1501-2000,30D,STABILIZED,1801,4930,0.36531440162271805,1210
BAND_BROAD,DOWN,1501-2000,30D,1S_RECOVERY,891,4930,0.18073022312373224,675
BAND_BROAD,DOWN,1501-2000,30D,25P_GIVEBACK,2898,4930,0.5878296146044625,1750
BAND_BROAD,DOWN,1501-2000,30D,50P_GIVEBACK,2677,4930,0.543002028397566,1652
BAND_BROAD,DOWN,1501-2000,30D,FULL_REVERSAL,3129,4930,0.634685598377282,1820
BAND_BROAD,DOWN,1501-2000,30D,NEW_EXTREME,1043,4930,0.21156186612576064,772
BAND_BROAD,DOWN,501-750,1D,STABILIZED,226,475,0.47578947368421054,201
BAND_BROAD,DOWN,501-750,1D,1S_RECOVERY,121,475,0.25473684210526315,115
BAND_BROAD,DOWN,501-750,1D,25P_GIVEBACK,137,475,0.28842105263157897,122
BAND_BROAD,DOWN,501-750,1D,50P_GIVEBACK,77,475,0.16210526315789472,68
BAND_BROAD,DOWN,501-750,1D,FULL_REVERSAL,249,475,0.5242105263157895,214
BAND_BROAD,DOWN,501-750,1D,NEW_EXTREME,12,475,0.02526315789473684,12
BAND_BROAD,DOWN,501-750,2D,STABILIZED,236,476,0.4957983193277311,210
BAND_BROAD,DOWN,501-750,2D,1S_RECOVERY,123,476,0.25840336134453784,118
BAND_BROAD,DOWN,501-750,2D,25P_GIVEBACK,157,476,0.32983193277310924,139
BAND_BROAD,DOWN,501-750,2D,50P_GIVEBACK,103,476,0.21638655462184875,94
BAND_BROAD,DOWN,501-750,2D,FULL_REVERSAL,240,476,0.5042016806722689,207
BAND_BROAD,DOWN,501-750,2D,NEW_EXTREME,33,476,0.06932773109243698,31
BAND_BROAD,DOWN,501-750,3D,STABILIZED,242,479,0.5052192066805845,211
BAND_BROAD,DOWN,501-750,3D,1S_RECOVERY,122,479,0.2546972860125261,116
BAND_BROAD,DOWN,501-750,3D,25P_GIVEBACK,167,479,0.348643006263048,145
BAND_BROAD,DOWN,501-750,3D,50P_GIVEBACK,118,479,0.24634655532359082,105
BAND_BROAD,DOWN,501-750,3D,FULL_REVERSAL,237,479,0.49478079331941544,204
BAND_BROAD,DOWN,501-750,3D,NEW_EXTREME,51,479,0.10647181628392484,48
BAND_BROAD,DOWN,501-750,5D,STABILIZED,240,478,0.502092050209205,207
BAND_BROAD,DOWN,501-750,5D,1S_RECOVERY,124,478,0.2594142259414226,115
BAND_BROAD,DOWN,501-750,5D,25P_GIVEBACK,178,478,0.3723849372384937,164
BAND_BROAD,DOWN,501-750,5D,50P_GIVEBACK,130,478,0.2719665271966527,119
BAND_BROAD,DOWN,501-750,5D,FULL_REVERSAL,238,478,0.497907949790795,209
BAND_BROAD,DOWN,501-750,5D,NEW_EXTREME,60,478,0.12552301255230125,56
BAND_BROAD,DOWN,501-750,7D,STABILIZED,254,477,0.5324947589098532,220
BAND_BROAD,DOWN,501-750,7D,1S_RECOVERY,119,477,0.24947589098532494,110
BAND_BROAD,DOWN,501-750,7D,25P_GIVEBACK,176,477,0.3689727463312369,155
BAND_BROAD,DOWN,501-750,7D,50P_GIVEBACK,134,477,0.2809224318658281,121
BAND_BROAD,DOWN,501-750,7D,FULL_REVERSAL,223,477,0.46750524109014674,192
BAND_BROAD,DOWN,501-750,7D,NEW_EXTREME,82,477,0.1719077568134172,78
BAND_BROAD,DOWN,501-750,10D,STABILIZED,244,478,0.5104602510460251,210
BAND_BROAD,DOWN,501-750,10D,1S_RECOVERY,117,478,0.24476987447698745,104
BAND_BROAD,DOWN,501-750,10D,25P_GIVEBACK,183,478,0.38284518828451886,165
BAND_BROAD,DOWN,501-750,10D,50P_GIVEBACK,151,478,0.3158995815899582,137
BAND_BROAD,DOWN,501-750,10D,FULL_REVERSAL,234,478,0.4895397489539749,208
BAND_BROAD,DOWN,501-750,10D,NEW_EXTREME,95,478,0.19874476987447698,85
BAND_BROAD,DOWN,501-750,14D,STABILIZED,250,478,0.5230125523012552,218
BAND_BROAD,DOWN,501-750,14D,1S_RECOVERY,115,478,0.2405857740585774,102
BAND_BROAD,DOWN,501-750,14D,25P_GIVEBACK,185,478,0.38702928870292885,161
BAND_BROAD,DOWN,501-750,14D,50P_GIVEBACK,158,478,0.3305439330543933,138
BAND_BROAD,DOWN,501-750,14D,FULL_REVERSAL,228,478,0.4769874476987448,200
BAND_BROAD,DOWN,501-750,14D,NEW_EXTREME,111,478,0.23221757322175732,98
BAND_BROAD,DOWN,501-750,21D,STABILIZED,253,478,0.5292887029288703,218
BAND_BROAD,DOWN,501-750,21D,1S_RECOVERY,113,478,0.23640167364016737,102
BAND_BROAD,DOWN,501-750,21D,25P_GIVEBACK,191,478,0.399581589958159,169
BAND_BROAD,DOWN,501-750,21D,50P_GIVEBACK,163,478,0.3410041841004184,144
BAND_BROAD,DOWN,501-750,21D,FULL_REVERSAL,225,478,0.4707112970711297,194
BAND_BROAD,DOWN,501-750,21D,NEW_EXTREME,127,478,0.26569037656903766,113
BAND_BROAD,DOWN,501-750,30D,STABILIZED,261,477,0.5471698113207547,224
BAND_BROAD,DOWN,501-750,30D,1S_RECOVERY,120,477,0.25157232704402516,106
BAND_BROAD,DOWN,501-750,30D,25P_GIVEBACK,195,477,0.4088050314465409,174
BAND_BROAD,DOWN,501-750,30D,50P_GIVEBACK,166,477,0.3480083857442348,148
BAND_BROAD,DOWN,501-750,30D,FULL_REVERSAL,216,477,0.4528301886792453,191
BAND_BROAD,DOWN,501-750,30D,NEW_EXTREME,146,477,0.3060796645702306,127
BAND_BROAD,DOWN,751-1000,1D,STABILIZED,389,840,0.4630952380952381,337
BAND_BROAD,DOWN,751-1000,1D,1S_RECOVERY,204,840,0.24285714285714285,187
BAND_BROAD,DOWN,751-1000,1D,25P_GIVEBACK,274,840,0.3261904761904762,241
BAND_BROAD,DOWN,751-1000,1D,50P_GIVEBACK,178,840,0.2119047619047619,156
BAND_BROAD,DOWN,751-1000,1D,FULL_REVERSAL,451,840,0.5369047619047619,377
BAND_BROAD,DOWN,751-1000,1D,NEW_EXTREME,29,840,0.034523809523809526,29
BAND_BROAD,DOWN,751-1000,2D,STABILIZED,394,836,0.47129186602870815,346
BAND_BROAD,DOWN,751-1000,2D,1S_RECOVERY,196,836,0.23444976076555024,180
BAND_BROAD,DOWN,751-1000,2D,25P_GIVEBACK,299,836,0.3576555023923445,264
BAND_BROAD,DOWN,751-1000,2D,50P_GIVEBACK,214,836,0.25598086124401914,194
BAND_BROAD,DOWN,751-1000,2D,FULL_REVERSAL,442,836,0.5287081339712919,362
BAND_BROAD,DOWN,751-1000,2D,NEW_EXTREME,47,836,0.056220095693779906,46
BAND_BROAD,DOWN,751-1000,3D,STABILIZED,391,840,0.4654761904761905,339
BAND_BROAD,DOWN,751-1000,3D,1S_RECOVERY,191,840,0.22738095238095238,173
BAND_BROAD,DOWN,751-1000,3D,25P_GIVEBACK,329,840,0.39166666666666666,289
BAND_BROAD,DOWN,751-1000,3D,50P_GIVEBACK,233,840,0.2773809523809524,209
BAND_BROAD,DOWN,751-1000,3D,FULL_REVERSAL,449,840,0.5345238095238095,379
BAND_BROAD,DOWN,751-1000,3D,NEW_EXTREME,75,840,0.08928571428571429,74
BAND_BROAD,DOWN,751-1000,5D,STABILIZED,383,840,0.45595238095238094,334
BAND_BROAD,DOWN,751-1000,5D,1S_RECOVERY,179,840,0.2130952380952381,162
BAND_BROAD,DOWN,751-1000,5D,25P_GIVEBACK,352,840,0.41904761904761906,299
BAND_BROAD,DOWN,751-1000,5D,50P_GIVEBACK,275,840,0.3273809523809524,234
BAND_BROAD,DOWN,751-1000,5D,FULL_REVERSAL,457,840,0.544047619047619,370
BAND_BROAD,DOWN,751-1000,5D,NEW_EXTREME,109,840,0.12976190476190477,100
BAND_BROAD,DOWN,751-1000,7D,STABILIZED,398,840,0.4738095238095238,347
BAND_BROAD,DOWN,751-1000,7D,1S_RECOVERY,187,840,0.2226190476190476,170
BAND_BROAD,DOWN,751-1000,7D,25P_GIVEBACK,358,840,0.4261904761904762,300
BAND_BROAD,DOWN,751-1000,7D,50P_GIVEBACK,284,840,0.3380952380952381,238
BAND_BROAD,DOWN,751-1000,7D,FULL_REVERSAL,442,840,0.5261904761904762,364
BAND_BROAD,DOWN,751-1000,7D,NEW_EXTREME,137,840,0.1630952380952381,124
BAND_BROAD,DOWN,751-1000,10D,STABILIZED,406,839,0.48390941597139453,349
BAND_BROAD,DOWN,751-1000,10D,1S_RECOVERY,191,839,0.22765196662693682,178
BAND_BROAD,DOWN,751-1000,10D,25P_GIVEBACK,366,839,0.4362336114421931,302
BAND_BROAD,DOWN,751-1000,10D,50P_GIVEBACK,304,839,0.36233611442193087,255
BAND_BROAD,DOWN,751-1000,10D,FULL_REVERSAL,433,839,0.5160905840286055,350
BAND_BROAD,DOWN,751-1000,10D,NEW_EXTREME,160,839,0.1907032181168057,147
BAND_BROAD,DOWN,751-1000,14D,STABILIZED,396,839,0.4719904648390942,340
BAND_BROAD,DOWN,751-1000,14D,1S_RECOVERY,184,839,0.21930870083432658,169
BAND_BROAD,DOWN,751-1000,14D,25P_GIVEBACK,377,839,0.44934445768772346,315
BAND_BROAD,DOWN,751-1000,14D,50P_GIVEBACK,319,839,0.3802145411203814,271
BAND_BROAD,DOWN,751-1000,14D,FULL_REVERSAL,443,839,0.5280095351609059,365
BAND_BROAD,DOWN,751-1000,14D,NEW_EXTREME,182,839,0.2169249106078665,166
BAND_BROAD,DOWN,751-1000,21D,STABILIZED,403,840,0.4797619047619048,343
BAND_BROAD,DOWN,751-1000,21D,1S_RECOVERY,191,840,0.22738095238095238,169
BAND_BROAD,DOWN,751-1000,21D,25P_GIVEBACK,389,840,0.4630952380952381,321
BAND_BROAD,DOWN,751-1000,21D,50P_GIVEBACK,346,840,0.4119047619047619,289
BAND_BROAD,DOWN,751-1000,21D,FULL_REVERSAL,437,840,0.5202380952380953,351
BAND_BROAD,DOWN,751-1000,21D,NEW_EXTREME,221,840,0.2630952380952381,196
BAND_BROAD,DOWN,751-1000,30D,STABILIZED,407,840,0.4845238095238095,346
BAND_BROAD,DOWN,751-1000,30D,1S_RECOVERY,209,840,0.2488095238095238,186
BAND_BROAD,DOWN,751-1000,30D,25P_GIVEBACK,383,840,0.45595238095238094,311
BAND_BROAD,DOWN,751-1000,30D,50P_GIVEBACK,334,840,0.3976190476190476,278
BAND_BROAD,DOWN,751-1000,30D,FULL_REVERSAL,433,840,0.5154761904761904,347
BAND_BROAD,DOWN,751-1000,30D,NEW_EXTREME,245,840,0.2916666666666667,215
BAND_BROAD,UP,1001-1500,1D,STABILIZED,2919,8958,0.325853985264568,1718
BAND_BROAD,UP,1001-1500,1D,1S_RECOVERY,1336,8958,0.1491404331323956,997
BAND_BROAD,UP,1001-1500,1D,25P_GIVEBACK,3295,8958,0.3678276400982362,1795
BAND_BROAD,UP,1001-1500,1D,50P_GIVEBACK,1533,8958,0.1711319490957803,1017
BAND_BROAD,UP,1001-1500,1D,FULL_REVERSAL,6039,8958,0.674146014735432,2529
BAND_BROAD,UP,1001-1500,1D,NEW_EXTREME,325,8958,0.03628041973654834,293
BAND_BROAD,UP,1001-1500,2D,STABILIZED,3016,8947,0.33709623337431543,1731
BAND_BROAD,UP,1001-1500,2D,1S_RECOVERY,1409,8947,0.15748295518050742,1034
BAND_BROAD,UP,1001-1500,2D,25P_GIVEBACK,3726,8947,0.41645244215938304,1946
BAND_BROAD,UP,1001-1500,2D,50P_GIVEBACK,1992,8947,0.22264446183078127,1281
BAND_BROAD,UP,1001-1500,2D,FULL_REVERSAL,5931,8947,0.6629037666256846,2531
BAND_BROAD,UP,1001-1500,2D,NEW_EXTREME,494,8947,0.05521403822510339,415
BAND_BROAD,UP,1001-1500,3D,STABILIZED,3119,8957,0.3482192698448141,1759
BAND_BROAD,UP,1001-1500,3D,1S_RECOVERY,1497,8957,0.16713185218265045,1065
BAND_BROAD,UP,1001-1500,3D,25P_GIVEBACK,3926,8957,0.43831640058055155,2010
BAND_BROAD,UP,1001-1500,3D,50P_GIVEBACK,2263,8957,0.2526515574411075,1413
BAND_BROAD,UP,1001-1500,3D,FULL_REVERSAL,5838,8957,0.6517807301551859,2501
BAND_BROAD,UP,1001-1500,3D,NEW_EXTREME,610,8957,0.06810315954002456,501
BAND_BROAD,UP,1001-1500,5D,STABILIZED,3318,8963,0.37018855293986386,1783
BAND_BROAD,UP,1001-1500,5D,1S_RECOVERY,1637,8963,0.1826397411580944,1132
BAND_BROAD,UP,1001-1500,5D,25P_GIVEBACK,4016,8963,0.44806426419725537,2061
BAND_BROAD,UP,1001-1500,5D,50P_GIVEBACK,2518,8963,0.2809327234184983,1541
BAND_BROAD,UP,1001-1500,5D,FULL_REVERSAL,5645,8963,0.6298114470601361,2500
BAND_BROAD,UP,1001-1500,5D,NEW_EXTREME,848,8963,0.09461117929264755,674
BAND_BROAD,UP,1001-1500,7D,STABILIZED,3456,8957,0.38584347437758176,1809
BAND_BROAD,UP,1001-1500,7D,1S_RECOVERY,1639,8957,0.18298537456737746,1093
BAND_BROAD,UP,1001-1500,7D,25P_GIVEBACK,4077,8957,0.4551747236798035,2100
BAND_BROAD,UP,1001-1500,7D,50P_GIVEBACK,2704,8957,0.3018867924528302,1637
BAND_BROAD,UP,1001-1500,7D,FULL_REVERSAL,5501,8957,0.6141565256224182,2499
BAND_BROAD,UP,1001-1500,7D,NEW_EXTREME,995,8957,0.11108630121692531,740
BAND_BROAD,UP,1001-1500,10D,STABILIZED,3603,8954,0.4023899932990842,1808
BAND_BROAD,UP,1001-1500,10D,1S_RECOVERY,1758,8954,0.19633683270046906,1117
BAND_BROAD,UP,1001-1500,10D,25P_GIVEBACK,4071,8954,0.4546571364753183,2114
BAND_BROAD,UP,1001-1500,10D,50P_GIVEBACK,2875,8954,0.32108554835827563,1726
BAND_BROAD,UP,1001-1500,10D,FULL_REVERSAL,5351,8954,0.5976100067009158,2483
BAND_BROAD,UP,1001-1500,10D,NEW_EXTREME,1230,8954,0.1373687737324101,843
BAND_BROAD,UP,1001-1500,14D,STABILIZED,3807,8955,0.42512562814070354,1869
BAND_BROAD,UP,1001-1500,14D,1S_RECOVERY,1867,8955,0.20848687883863765,1150
BAND_BROAD,UP,1001-1500,14D,25P_GIVEBACK,4041,8955,0.45125628140703516,2124
BAND_BROAD,UP,1001-1500,14D,50P_GIVEBACK,3027,8955,0.33802345058626465,1810
BAND_BROAD,UP,1001-1500,14D,FULL_REVERSAL,5148,8955,0.5748743718592965,2426
BAND_BROAD,UP,1001-1500,14D,NEW_EXTREME,1552,8955,0.1733109994416527,996
BAND_BROAD,UP,1001-1500,21D,STABILIZED,3979,8952,0.4444816800714924,1897
BAND_BROAD,UP,1001-1500,21D,1S_RECOVERY,1995,8952,0.22285522788203754,1188
BAND_BROAD,UP,1001-1500,21D,25P_GIVEBACK,4040,8952,0.451295799821269,2127
BAND_BROAD,UP,1001-1500,21D,50P_GIVEBACK,3187,8952,0.35600983020554067,1865
BAND_BROAD,UP,1001-1500,21D,FULL_REVERSAL,4973,8952,0.5555183199285076,2388
BAND_BROAD,UP,1001-1500,21D,NEW_EXTREME,1884,8952,0.21045576407506703,1125
BAND_BROAD,UP,1001-1500,30D,STABILIZED,4172,8945,0.46640581330352154,1905
BAND_BROAD,UP,1001-1500,30D,1S_RECOVERY,2135,8945,0.23868082727780884,1227
BAND_BROAD,UP,1001-1500,30D,25P_GIVEBACK,4047,8945,0.4524315259921744,2125
BAND_BROAD,UP,1001-1500,30D,50P_GIVEBACK,3318,8945,0.370933482392398,1887
BAND_BROAD,UP,1001-1500,30D,FULL_REVERSAL,4773,8945,0.5335941866964785,2339
BAND_BROAD,UP,1001-1500,30D,NEW_EXTREME,2233,8945,0.249636668529905,1245
BAND_BROAD,UP,1501-2000,1D,STABILIZED,3136,9301,0.33716804644661863,1867
BAND_BROAD,UP,1501-2000,1D,1S_RECOVERY,1334,9301,0.1434254381249328,1006
BAND_BROAD,UP,1501-2000,1D,25P_GIVEBACK,3351,9301,0.36028384044726375,1821
BAND_BROAD,UP,1501-2000,1D,50P_GIVEBACK,1544,9301,0.16600365552091173,1056
BAND_BROAD,UP,1501-2000,1D,FULL_REVERSAL,6165,9301,0.6628319535533813,2559
BAND_BROAD,UP,1501-2000,1D,NEW_EXTREME,330,9301,0.035480055907966886,299
BAND_BROAD,UP,1501-2000,2D,STABILIZED,3270,9311,0.35119750832348834,1892
BAND_BROAD,UP,1501-2000,2D,1S_RECOVERY,1433,9311,0.15390398453442164,1076
BAND_BROAD,UP,1501-2000,2D,25P_GIVEBACK,3730,9311,0.4006014391579852,1985
BAND_BROAD,UP,1501-2000,2D,50P_GIVEBACK,2042,9311,0.21931049296530986,1350
BAND_BROAD,UP,1501-2000,2D,FULL_REVERSAL,6041,9311,0.6488024916765116,2571
BAND_BROAD,UP,1501-2000,2D,NEW_EXTREME,519,9311,0.05574052196326925,457
BAND_BROAD,UP,1501-2000,3D,STABILIZED,3436,9345,0.3676832530765115,1914
BAND_BROAD,UP,1501-2000,3D,1S_RECOVERY,1556,9345,0.16650615302300695,1127
BAND_BROAD,UP,1501-2000,3D,25P_GIVEBACK,3941,9345,0.4217228464419476,2091
BAND_BROAD,UP,1501-2000,3D,50P_GIVEBACK,2292,9345,0.24526484751203853,1498
BAND_BROAD,UP,1501-2000,3D,FULL_REVERSAL,5909,9345,0.6323167469234885,2559
BAND_BROAD,UP,1501-2000,3D,NEW_EXTREME,631,9345,0.0675227394328518,549
BAND_BROAD,UP,1501-2000,5D,STABILIZED,3677,9352,0.39317792985457656,1957
BAND_BROAD,UP,1501-2000,5D,1S_RECOVERY,1720,9352,0.18391787852865696,1200
BAND_BROAD,UP,1501-2000,5D,25P_GIVEBACK,3974,9352,0.42493584260051326,2113
BAND_BROAD,UP,1501-2000,5D,50P_GIVEBACK,2506,9352,0.2679640718562874,1624
BAND_BROAD,UP,1501-2000,5D,FULL_REVERSAL,5675,9352,0.6068220701454234,2543
BAND_BROAD,UP,1501-2000,5D,NEW_EXTREME,887,9352,0.09484602224123183,704
BAND_BROAD,UP,1501-2000,7D,STABILIZED,3848,9328,0.4125214408233276,1973
BAND_BROAD,UP,1501-2000,7D,1S_RECOVERY,1770,9328,0.18975128644939965,1208
BAND_BROAD,UP,1501-2000,7D,25P_GIVEBACK,3937,9328,0.42206260720411665,2124
BAND_BROAD,UP,1501-2000,7D,50P_GIVEBACK,2704,9328,0.28987993138936535,1729
BAND_BROAD,UP,1501-2000,7D,FULL_REVERSAL,5480,9328,0.5874785591766724,2481
BAND_BROAD,UP,1501-2000,7D,NEW_EXTREME,1096,9328,0.11749571183533447,837
BAND_BROAD,UP,1501-2000,10D,STABILIZED,4105,9345,0.43927233814874267,2028
BAND_BROAD,UP,1501-2000,10D,1S_RECOVERY,1911,9345,0.20449438202247192,1284
BAND_BROAD,UP,1501-2000,10D,25P_GIVEBACK,3939,9345,0.42150882825040126,2129
BAND_BROAD,UP,1501-2000,10D,50P_GIVEBACK,2749,9345,0.2941680042803638,1731
BAND_BROAD,UP,1501-2000,10D,FULL_REVERSAL,5240,9345,0.5607276618512573,2454
BAND_BROAD,UP,1501-2000,10D,NEW_EXTREME,1417,9345,0.1516318887105404,1009
BAND_BROAD,UP,1501-2000,14D,STABILIZED,4360,9352,0.4662104362703165,2083
BAND_BROAD,UP,1501-2000,14D,1S_RECOVERY,2113,9352,0.2259409751924722,1345
BAND_BROAD,UP,1501-2000,14D,25P_GIVEBACK,3813,9352,0.4077202737382378,2093
BAND_BROAD,UP,1501-2000,14D,50P_GIVEBACK,2810,9352,0.3004704875962361,1750
BAND_BROAD,UP,1501-2000,14D,FULL_REVERSAL,4992,9352,0.5337895637296834,2413
BAND_BROAD,UP,1501-2000,14D,NEW_EXTREME,1780,9352,0.19033361847733105,1189
BAND_BROAD,UP,1501-2000,21D,STABILIZED,4648,9345,0.49737827715355803,2124
BAND_BROAD,UP,1501-2000,21D,1S_RECOVERY,2281,9345,0.24408774745853398,1385
BAND_BROAD,UP,1501-2000,21D,25P_GIVEBACK,3788,9345,0.40535045478865706,2096
BAND_BROAD,UP,1501-2000,21D,50P_GIVEBACK,2997,9345,0.32070626003210273,1826
BAND_BROAD,UP,1501-2000,21D,FULL_REVERSAL,4697,9345,0.5026217228464419,2365
BAND_BROAD,UP,1501-2000,21D,NEW_EXTREME,2210,9345,0.23649010165864098,1342
BAND_BROAD,UP,1501-2000,30D,STABILIZED,4897,9353,0.5235753234256388,2174
BAND_BROAD,UP,1501-2000,30D,1S_RECOVERY,2508,9353,0.2681492569229124,1445
BAND_BROAD,UP,1501-2000,30D,25P_GIVEBACK,3767,9353,0.4027584732171496,2088
BAND_BROAD,UP,1501-2000,30D,50P_GIVEBACK,3052,9353,0.3263124131294772,1837
BAND_BROAD,UP,1501-2000,30D,FULL_REVERSAL,4456,9353,0.47642467657436116,2284
BAND_BROAD,UP,1501-2000,30D,NEW_EXTREME,2696,9353,0.28824975943547526,1528
BAND_BROAD,UP,501-750,1D,STABILIZED,1830,5374,0.34052847041310014,1049
BAND_BROAD,UP,501-750,1D,1S_RECOVERY,904,5374,0.16821734276144398,659
BAND_BROAD,UP,501-750,1D,25P_GIVEBACK,1860,5374,0.3461109043542985,1020
BAND_BROAD,UP,501-750,1D,50P_GIVEBACK,718,5374,0.13360625232601414,527
BAND_BROAD,UP,501-750,1D,FULL_REVERSAL,3544,5374,0.6594715295868999,1511
BAND_BROAD,UP,501-750,1D,NEW_EXTREME,176,5374,0.03275027912169706,158
BAND_BROAD,UP,501-750,2D,STABILIZED,1853,5385,0.34410399257195917,1065
BAND_BROAD,UP,501-750,2D,1S_RECOVERY,885,5385,0.16434540389972144,640
BAND_BROAD,UP,501-750,2D,25P_GIVEBACK,2160,5385,0.4011142061281337,1142
BAND_BROAD,UP,501-750,2D,50P_GIVEBACK,1151,5385,0.21374187558031568,761
BAND_BROAD,UP,501-750,2D,FULL_REVERSAL,3532,5385,0.6558960074280409,1534
BAND_BROAD,UP,501-750,2D,NEW_EXTREME,271,5385,0.05032497678737233,222
BAND_BROAD,UP,501-750,3D,STABILIZED,1909,5388,0.3543058648849295,1067
BAND_BROAD,UP,501-750,3D,1S_RECOVERY,881,5388,0.16351150705270973,625
BAND_BROAD,UP,501-750,3D,25P_GIVEBACK,2224,5388,0.41276911655530807,1181
BAND_BROAD,UP,501-750,3D,50P_GIVEBACK,1303,5388,0.24183370452858202,842
BAND_BROAD,UP,501-750,3D,FULL_REVERSAL,3479,5388,0.6456941351150706,1523
BAND_BROAD,UP,501-750,3D,NEW_EXTREME,332,5388,0.06161841128433556,268
BAND_BROAD,UP,501-750,5D,STABILIZED,1977,5390,0.3667903525046382,1075
BAND_BROAD,UP,501-750,5D,1S_RECOVERY,909,5390,0.1686456400742115,635
BAND_BROAD,UP,501-750,5D,25P_GIVEBACK,2351,5390,0.436178107606679,1241
BAND_BROAD,UP,501-750,5D,50P_GIVEBACK,1501,5390,0.2784786641929499,921
BAND_BROAD,UP,501-750,5D,FULL_REVERSAL,3413,5390,0.6332096474953618,1527
BAND_BROAD,UP,501-750,5D,NEW_EXTREME,459,5390,0.08515769944341373,346
BAND_BROAD,UP,501-750,7D,STABILIZED,2002,5383,0.3719115734720416,1086
BAND_BROAD,UP,501-750,7D,1S_RECOVERY,921,5383,0.17109418539847668,617
BAND_BROAD,UP,501-750,7D,25P_GIVEBACK,2415,5383,0.4486345903771131,1241
BAND_BROAD,UP,501-750,7D,50P_GIVEBACK,1596,5383,0.2964889466840052,961
BAND_BROAD,UP,501-750,7D,FULL_REVERSAL,3381,5383,0.6280884265279584,1526
BAND_BROAD,UP,501-750,7D,NEW_EXTREME,534,5383,0.099201188928107,388
BAND_BROAD,UP,501-750,10D,STABILIZED,2047,5389,0.37984783818890333,1071
BAND_BROAD,UP,501-750,10D,1S_RECOVERY,915,5389,0.1697903136017814,620
BAND_BROAD,UP,501-750,10D,25P_GIVEBACK,2534,5389,0.47021710892558916,1301
BAND_BROAD,UP,501-750,10D,50P_GIVEBACK,1809,5389,0.33568380033401374,1075
BAND_BROAD,UP,501-750,10D,FULL_REVERSAL,3342,5389,0.6201521618110967,1526
BAND_BROAD,UP,501-750,10D,NEW_EXTREME,625,5389,0.11597699016515123,441
BAND_BROAD,UP,501-750,14D,STABILIZED,2093,5388,0.3884558277654046,1082
BAND_BROAD,UP,501-750,14D,1S_RECOVERY,927,5388,0.1720489977728285,619
BAND_BROAD,UP,501-750,14D,25P_GIVEBACK,2589,5388,0.48051224944320714,1327
BAND_BROAD,UP,501-750,14D,50P_GIVEBACK,1917,5388,0.35579064587973275,1116
BAND_BROAD,UP,501-750,14D,FULL_REVERSAL,3295,5388,0.6115441722345955,1521
BAND_BROAD,UP,501-750,14D,NEW_EXTREME,752,5388,0.13956941351150706,512
BAND_BROAD,UP,501-750,21D,STABILIZED,2117,5385,0.3931290622098422,1083
BAND_BROAD,UP,501-750,21D,1S_RECOVERY,957,5385,0.1777158774373259,634
BAND_BROAD,UP,501-750,21D,25P_GIVEBACK,2687,5385,0.4989786443825441,1350
BAND_BROAD,UP,501-750,21D,50P_GIVEBACK,2136,5385,0.3966573816155989,1203
BAND_BROAD,UP,501-750,21D,FULL_REVERSAL,3268,5385,0.6068709377901579,1499
BAND_BROAD,UP,501-750,21D,NEW_EXTREME,912,5385,0.16935933147632312,598
BAND_BROAD,UP,501-750,30D,STABILIZED,2136,5393,0.3960689783052105,1064
BAND_BROAD,UP,501-750,30D,1S_RECOVERY,955,5393,0.17708140181717041,608
