basket,rank_band,n,assets,median_ret,breadth,dispersion,tail_share
ISOLATED_DOWN,1001-1500,83,82,-0.1876959150948889,0.0,0.15642056363294785,0.2891566265060241
ISOLATED_DOWN,1501-2000,29,28,-0.2976218889276337,0.0,0.1706388167039523,0.1724137931034483
ISOLATED_DOWN,501-750,510,367,-0.1523389162940644,0.0,0.13615707548659287,0.32941176470588235
ISOLATED_DOWN,751-1000,403,344,-0.1514343859580736,0.0,0.1304899414664394,0.2729528535980149
COORDINATED_UP,1001-1500,36941,3982,0.2274105518496059,1.0,6.016716230134323,0.47822202972307193
COORDINATED_UP,1501-2000,32163,4031,0.2428994744492898,1.0,22.0173153773323,0.46932810993999313
COORDINATED_UP,501-750,15307,2317,0.1888043307704379,1.0,41.33940289940947,0.4744887959756974
COORDINATED_UP,751-1000,16125,2806,0.1979267679687599,1.0,21842.083180878137,0.46325581395348836
HIGH_TAIL,1001-1500,25264,3884,0.22776302324475295,0.7101804939835339,7.253720737443162,1.0
HIGH_TAIL,1501-2000,24648,4073,0.18786899713568195,0.6258519961051606,25.231928517506105,1.0
HIGH_TAIL,501-750,11717,2220,0.209199593969698,0.7503627208329777,61.0050391618516,1.0
HIGH_TAIL,751-1000,12355,2696,0.20349754601476389,0.7139619587211655,24952.986147167925,1.0
SHHM,1001-1500,258732,4598,0.017840505226420333,0.6854428520631387,2.273655243783369,0.05441537962061129
SHHM,1501-2000,236778,4523,0.016327334474233623,0.6799069170277644,8.49727610195819,0.048205492064296515
SHHM,501-750,150457,3065,0.017406884305655623,0.6907754375004154,14.454868689571153,0.05020038948005078
SHHM,751-1000,135906,3491,0.017234261681605578,0.6860182773387489,7523.582448701383,0.05275705266875635
