asset_id,n_snapshots,median_membership_turnover,median_membership_entropy,state_change_rate,relational_state_survival,role_transition_entropy,class
131,4,0.8486842105263158,3.321928094887362,0.5,0.6666666666666666,0.8112781244591328,STATE_DEPENDENT
268,10,0.39743589743589747,3.321928094887362,0.2,0.8888888888888888,0.4689955935892812,BOTH_SLOW
328,15,0.18181818181818177,3.321928094887362,0.6,0.42857142857142855,1.9898980954642875,STATE_DEPENDENT
873,7,0.6666666666666667,3.321928094887362,0.5714285714285714,0.5,0.863120568566631,STATE_DEPENDENT
1042,4,0.33333333333333337,3.321928094887362,0.25,1.0,-0.0,BOTH_SLOW
1168,4,0.7777777777777778,3.321928094887362,0.5,0.6666666666666666,0.8112781244591328,BOTH_SLOW
1214,5,0.5714285714285714,3.321928094887362,0.8,0.25,1.9219280948873623,STATE_DEPENDENT
1274,7,0.75,3.321928094887362,0.42857142857142855,0.6666666666666666,1.1488348542809166,BOTH_SLOW
1376,6,0.5164835164835164,3.321928094887362,0.16666666666666666,1.0,-0.0,BOTH_SLOW
1437,8,0.6666666666666667,3.321928094887362,0.125,1.0,-0.0,BOTH_SLOW
1518,5,0.46153846153846156,3.321928094887362,0.4,0.75,0.7219280948873623,BOTH_SLOW
1637,4,0.9117647058823529,3.321928094887362,0.75,0.3333333333333333,1.0,STATE_DEPENDENT
1659,7,0.8235294117647058,3.321928094887362,0.5714285714285714,0.5,0.863120568566631,STATE_DEPENDENT
1732,4,0.9736842105263158,3.321928094887362,0.5,0.6666666666666666,1.0,TOPOLOGY_FAST_ROLE_SLOW
1750,5,0.8235294117647058,3.321928094887362,0.6,0.5,0.9709505944546686,STATE_DEPENDENT
1765,7,0.33333333333333337,3.321928094887362,0.2857142857142857,0.8333333333333334,0.5916727785823275,BOTH_SLOW
1808,5,0.6666666666666667,3.321928094887362,0.6,0.5,0.9709505944546686,STATE_DEPENDENT
1826,5,1.0,3.321928094887362,0.6,0.5,0.7219280948873623,STATE_DEPENDENT
1856,4,1.0,3.321928094887362,0.75,0.3333333333333333,0.8112781244591328,BOTH_FAST
1896,4,0.9736842105263158,3.321928094887362,1.0,0.0,1.0,BOTH_FAST
2011,5,0.75,3.321928094887362,0.4,0.75,0.7219280948873623,BOTH_SLOW
2071,5,0.9473684210526316,3.321928094887362,0.8,0.25,0.9709505944546686,BOTH_FAST
2083,8,0.8854489164086687,3.321928094887362,0.625,0.42857142857142855,0.954434002924965,STATE_DEPENDENT
2087,13,0.6666666666666667,3.321928094887362,0.46153846153846156,0.5833333333333334,1.3520301017579528,BOTH_SLOW
2130,4,0.6607142857142857,3.321928094887362,0.25,1.0,-0.0,BOTH_SLOW
2135,7,0.9473684210526316,3.321928094887362,0.5714285714285714,0.5,1.3787834934861753,STATE_DEPENDENT
