date,direction,session_pnl_pips,n_lots,tier,exit_reason,year
2025-09-08,1,-37.91500000000658,8,T1,stopped_out,2025
2025-09-09,-1,-20.089999999997165,2,T2,stopped_out,2025
2025-09-09,-1,-38.339999999996934,4,T2,stopped_out,2025
2025-09-11,-1,-2.815000000000566,2,T1,opposite_p90_exit,2025
2025-09-11,1,10.659999999997673,4,T1,tp2,2025
2025-09-12,1,-13.18999999999859,2,T1,stopped_out,2025
2025-09-12,-1,-29.8299999999998,4,T1,stopped_out,2025
2025-09-15,1,-11.900000000000354,2,T1,opposite_p90_exit,2025
2025-09-15,1,-2.6250000000029843,4,T1,tp2,2025
2025-09-15,1,6.649999999994385,6,T1,tp2,2025
2025-09-17,-1,12.080000000000869,2,T2,tp2,2025
2025-09-17,-1,-5.939999999997834,4,T2,stopped_out,2025
2025-09-23,-1,7.820000000000494,2,T2,opposite_p90_exit,2025
2025-09-23,-1,-3.989999999998382,4,T2,stopped_out,2025
2025-09-25,-1,-18.019999999998703,2,T1,stopped_out,2025
2025-09-25,-1,-5.220000000001555,4,T1,tp2,2025
2025-09-25,-1,7.579999999995593,6,T1,tp2,2025
2025-09-26,1,15.500000000001513,2,T2,tp2,2025
2025-09-29,1,15.605000000000647,2,T3,tp2,2025
2025-10-02,1,13.550000000002061,2,T1,tp2,2025
2025-10-02,1,-4.699999999995484,4,T1,stopped_out,2025
2025-10-10,1,11.839999999998408,2,T2,tp2,2025
2025-10-15,1,6.460000000000189,3,T2,tp2,2025
2025-10-15,1,9.040000000000994,5,T2,opposite_p90_exit,2025
2025-10-15,1,-6.2200000000005,7,T2,stopped_out,2025
2025-10-21,-1,19.299999999994156,3,T2,tp2,2025
2025-10-21,-1,32.33999999999155,5,T2,tp2,2025
2025-10-22,-1,-18.249999999999766,2,T1,stopped_out,2025
2025-10-24,1,-12.144999999999072,2,T1,opposite_p90_exit,2025
2025-10-29,-1,-14.1099999999984,2,T2,stopped_out,2025
2025-11-03,-1,11.450000000002682,3,T1,tp2,2025
2025-11-07,1,13.324999999997257,2,T1,tp2,2025
2025-11-10,1,14.120000000001799,2,T2,tp2,2025
2025-11-10,1,-9.809999999998151,5,T2,stopped_out,2025
2025-11-11,1,-14.1099999999984,2,T1,stopped_out,2025
2025-11-11,1,-1.5349999999993962,4,T1,tp2,2025
2025-11-11,1,11.039999999999608,6,T1,tp2,2025
2025-11-12,-1,-12.729999999998686,2,T1,stopped_out,2025
2025-11-13,1,10.47499999999857,2,T1,tp2,2025
2025-11-13,1,20.94999999999714,4,T1,tp2,2025
2025-11-13,1,18.674999999996558,6,T1,opposite_p90_exit,2025
2025-11-13,1,29.149999999995128,8,T1,tp2,2025
2025-11-13,1,39.6249999999937,10,T1,tp2,2025
2025-11-17,-1,-10.430000000001382,2,T2,stopped_out,2025
2025-11-19,1,-14.110000000000621,2,T1,stopped_out,2025
2025-11-19,-1,-29.8299999999998,4,T1,stopped_out,2025
2025-11-25,1,-0.24500000000104905,2,T1,opposite_p90_exit,2025
2025-11-25,1,12.779999999998683,4,T1,tp2,2025
2025-11-27,-1,14.419999999999323,2,T2,tp2,2025
2025-11-28,-1,11.540000000000884,2,T2,tp2,2025
2025-11-28,-1,-1.9799999999994249,4,T2,hard_exit_12pm,2025
2025-12-03,1,-18.019999999998703,2,T2,stopped_out,2025
2025-12-05,1,-12.499999999997623,2,T2,stopped_out,2025
2025-12-08,1,-3.8999999999990145,2,T2,stopped_out,2025
2025-12-09,1,-14.1099999999984,2,T1,stopped_out,2025
2025-12-10,1,6.049999999999557,2,T1,tp2,2025
2025-12-11,1,12.920000000000599,2,T2,tp2,2025
2025-12-15,1,11.300000000000644,2,T1,tp2,2025
2025-12-16,1,-0.4099999999975772,4,T1,tp2,2025
2025-12-16,1,8.04000000000216,6,T1,tp2,2025
2025-12-17,-1,15.560000000001018,2,T2,tp2,2025
2025-12-17,-1,-5.43600000000005,5,T2,stopped_out,2025
2025-12-17,-1,-17.016000000002304,7,T2,stopped_out,2025
2025-12-18,1,-13.190000000005252,2,T1,stopped_out,2025
2025-12-18,-1,-5.340000000005006,4,T1,tp2,2025
2025-12-18,-1,2.5099999999930205,6,T1,tp2,2025
2025-12-18,1,10.359999999993267,8,T1,tp2,2025
2025-12-19,-1,-12.729999999998686,2,T1,stopped_out,2025
2025-12-22,1,11.07500000000028,2,T1,tp2,2025
2025-12-23,1,-13.119999999999909,2,T2,hard_exit_12pm,2025
2025-12-26,-1,-7.375000000000686,2,T1,hard_exit_12pm,2025
2025-12-29,1,-13.650000000000716,2,T3,stopped_out,2025
2025-12-31,-1,11.149999999999661,2,T1,tp2,2025
2025-12-31,-1,-1.3500000000046235,4,T1,stopped_out,2025
2025-12-31,1,-24.500000000005404,6,T1,hard_exit_12pm,2025
