date,direction,entry_price,exit_price,pnl_pips,exit_reason,signal_type,tier
2025-06-27,1,1.17121,1.1724350000000001,11.750000000000316,tp2_ar50,signal2,T2
2025-06-27,1,1.17187,1.1724350000000001,5.150000000001487,tp2_ar50,cascade_2,T2
2025-06-27,1,1.17159,1.1741839999999997,25.43999999999763,kill_switch_132,cascade_3,T2
2025-07-01,-1,1.17733,1.177802,-5.2200000000002795,sl_80pct_body,signal1,T3
2025-07-01,-1,1.17733,1.177802,-5.2200000000002795,sl_80pct_body,signal2,T3
2025-07-01,-1,1.17772,1.1785096000000002,-8.39600000000057,sl_80pct_body,cascade_2,T3
2025-07-02,-1,1.17858,1.1779950000000001,5.3499999999983565,tp1_ar25,signal1,T2
2025-07-02,-1,1.17858,1.17741,11.199999999998933,tp2_ar50,signal2,T2
2025-07-02,-1,1.17746,1.17741,-1.1652900866465643e-12,tp2_ar50,cascade_2,T2
2025-07-02,-1,1.17768,1.1755812000000003,20.487999999997342,kill_switch_132,cascade_3,T2
2025-07-04,1,1.17815,1.17767,-5.3000000000003595,sl_80pct_body,signal1,T2
2025-07-04,1,1.17815,1.17767,-5.3000000000003595,sl_80pct_body,signal2,T2
2025-07-08,1,1.17556,1.1765275,9.1750000000001,tp1_ar25,signal1,T3
2025-07-08,1,1.17556,1.17011,-54.999999999999545,hard_exit_12pm,signal2,T3
2025-07-11,1,1.16873,1.1691175,3.374999999999851,tp1_ar25,signal1,T1
2025-07-11,1,1.16873,1.169505,7.249999999999702,tp2_ar50,signal2,T1
2025-07-11,1,1.16853,1.16889,3.0999999999991594,hard_exit_12pm,cascade_2,T1
2025-07-14,1,1.16947,1.168974,-5.4600000000005195,sl_80pct_body,signal1,T3
2025-07-14,1,1.16947,1.168974,-5.4600000000005195,sl_80pct_body,signal2,T3
2025-07-18,-1,1.16174,1.1614025,2.875000000001016,tp1_ar25,signal1,T1
2025-07-18,-1,1.16174,1.16626,-45.7000000000008,hard_exit_12pm,signal2,T1
2025-07-25,1,1.17571,1.17602,2.6000000000003247,tp1_ar25,signal1,T1
2025-07-25,1,1.17571,1.17243,-33.2999999999995,hard_exit_12pm,signal2,T1
2025-07-31,1,1.14422,1.1438599999999999,-4.10000000000138,sl_80pct_body,signal1,T3
2025-07-31,1,1.14422,1.1438599999999999,-4.10000000000138,sl_80pct_body,signal2,T3
2025-07-31,1,1.14413,1.1450075,8.274999999998645,tp1_ar25,cascade_2,T3
2025-07-31,1,1.14473,1.1457950000000001,10.150000000000936,tp2_ar50,cascade_3,T3
2025-08-01,1,1.14332,1.142968,-4.019999999999079,sl_80pct_body,signal1,T1
2025-08-01,1,1.14332,1.142968,-4.019999999999079,sl_80pct_body,signal2,T1
2025-08-01,1,1.14288,1.1420232000000003,-9.067999999995468,sl_80pct_body,cascade_3,T1
2025-08-01,1,1.14248,1.1415895999999996,-9.40400000000291,sl_80pct_body,cascade_2,T1
2025-08-04,-1,1.15582,1.156276,-5.0600000000001195,sl_80pct_body,signal1,T2
2025-08-04,-1,1.15582,1.156276,-5.0600000000001195,sl_80pct_body,signal2,T2
2025-08-04,-1,1.15552,1.1551125,3.575000000001161,tp1_ar25,cascade_2,T2
2025-08-04,-1,1.15563,1.15743,-18.500000000000238,hard_exit_12pm,cascade_3,T2
2025-08-05,-1,1.15521,1.15443,7.300000000000029,tp1_ar25,signal1,T3
2025-08-05,-1,1.15521,1.15365,15.100000000000058,tp2_ar50,signal2,T3
2025-08-05,-1,1.15498,1.15365,12.799999999998313,tp2_ar50,cascade_2,T3
2025-08-07,1,1.1685,1.1691575,6.0749999999997755,tp1_ar25,signal1,T2
2025-08-07,1,1.1685,1.169815,12.649999999999551,tp2_ar50,signal2,T2
2025-08-07,1,1.16882,1.16384,-50.29999999999984,hard_exit_12pm,cascade_2,T2
2025-08-07,1,1.1683,1.16384,-45.099999999999085,hard_exit_12pm,cascade_3,T2
2025-08-08,-1,1.16531,1.1650550000000002,2.049999999998942,tp1_ar25,signal1,T1
2025-08-08,-1,1.16531,1.1648,4.6000000000001044,tp2_ar50,signal2,T1
2025-08-08,-1,1.16441,1.1641536,2.064000000000455,kill_switch_132,cascade_2,T1
2025-08-15,1,1.16724,1.1676250000000001,3.3500000000007972,tp1_ar25,signal1,T1
2025-08-15,1,1.16724,1.16801,7.199999999999374,tp2_ar50,signal2,T1
2025-08-15,1,1.16766,1.16801,3.0000000000007248,tp2_ar50,cascade_2,T1
2025-08-19,1,1.16717,1.1680425,8.225000000000538,tp1_ar25,signal1,T3
2025-08-19,1,1.16717,1.1689150000000001,16.950000000001076,tp2_ar50,signal2,T3
2025-08-19,1,1.16736,1.1689150000000001,15.050000000001951,tp2_ar50,cascade_2,T3
2025-08-20,1,1.16654,1.1673624999999999,7.724999999999483,tp1_ar25,signal1,T3
