rank_band,outcome,n_days,breadth_coef,breadth_p,breadth_vel_coef,breadth_vel_p,mkt_vol_coef,btc_ret_coef,r2
501-750,lo_tail2_share,2095,0.03166808762916031,5.4378393105341774e-11,-0.02432790810740576,0.00020100682856215722,0.07834964663667615,-0.14006738254539933,0.02727079744066041
751-1000,lo_tail2_share,2095,0.02353792152051579,7.486804068040589e-07,-0.022568414963481213,0.0004761094034502003,0.0613364058440379,-0.11716479416716856,0.018050114820476693
1001-1500,lo_tail2_share,2095,0.02138237715073097,4.8970839387169225e-08,-0.016720094702251366,0.0016662727688735255,0.02810940485396706,-0.07196522331738499,0.01717187468348269
1501-2000,lo_tail2_share,2095,0.014914824180783794,1.2424443154443573e-05,-0.017210614173945385,0.00020697576440684541,0.016201938750258348,-0.06275434195480009,0.01446753819744484
501-750,lo_tail3_share,2095,0.016879224371365385,1.1121279124538739e-10,-0.006960519270130905,0.04942109797179142,0.05843912368355585,-0.04355620575583437,0.021514513257695378
751-1000,lo_tail3_share,2095,0.012426708738406343,7.055496187331897e-07,-0.0071947415941685956,0.034289339891091904,0.03281213267693041,-0.03483245680071742,0.013001081826676475
1001-1500,lo_tail3_share,2095,0.012135349581063243,3.789507459978516e-09,-0.006805839559825521,0.014742030843366324,0.025646349283600104,-0.008808537131500123,0.016736203135330086
1501-2000,lo_tail3_share,2095,0.009905579028991331,2.270026864099611e-08,-0.00741213538893392,0.002043674199153532,0.01302779749258465,-0.016761666895300658,0.01607852193702375
