rank_band,sector,n_assets,n_obs,n_events_ge3s,p_ge3s,baseline_band_ge3s,lift_ge3s,med_z,p95_z,up_med_z,dn_med_z,up_pge2s,dn_pge2s,rev7_p,fwd7_med_sig,momenta_mode
1001-1500,telegram-bot,6,604,11,0.02412280701754386,0.023030417945931754,0.0010923890716121043,0.3340766605986411,1.9538934646236612,0.34450112914332975,0.32761844589398154,0.07425742574257425,0.023622047244094488,0.46688741721854304,-0.41664367133170066,SHORT_COLD_MEDIUM_COLD
1001-1500,tokenized-gold,3,875,18,0.020594965675057208,0.023030417945931754,-0.002435452270874546,0.4214593826322608,2.129964569268515,0.4697241478040134,0.3759314804225399,0.05508474576271186,0.06281407035175879,0.5005714285714286,0.27217570174428285,SHORT_HOT_MEDIUM_HOT
1001-1500,tokenized-stock,8,662,27,0.046632124352331605,0.023030417945931754,0.02360170640639985,0.35281557339693237,2.848257515774304,0.3737210618295864,0.34099618036110746,0.07450980392156863,0.09876543209876543,0.486404833836858,-0.14564453736367705,SHORT_COLD_MEDIUM_COLD
1001-1500,toncoin,8,706,15,0.02358490566037736,0.023030417945931754,0.0005544877144456062,0.4017040926273413,2.1321001857999997,0.4039551566406396,0.40080430752302415,0.07434944237918216,0.04632152588555858,0.48158640226628896,-0.43134330916610975,SHORT_COLD_MEDIUM_COLD
1001-1500,tourism,7,403,8,0.01990049751243781,0.023030417945931754,-0.0031299204334939434,0.4607288233902034,2.0787316631952275,0.4858196288564629,0.42796651925490214,0.07303370786516854,0.049107142857142856,0.5136476426799007,-0.24503276516527336,SHORT_COLD_MEDIUM_COLD
1001-1500,transport,3,1063,23,0.021967526265520534,0.023030417945931754,-0.0010628916804112203,0.46851993377761697,2.128467444220029,0.50297372458121,0.44004371324930003,0.08070866141732283,0.031598513011152414,0.5239887111947319,-0.0656270251814185,SHORT_COLD_MEDIUM_COLD
1001-1500,tron,4,894,22,0.026410564225690276,0.023030417945931754,0.0033801462797585224,0.39789737881907355,2.3336936194719584,0.41962637422718085,0.36521583426936494,0.07328605200945626,0.06829268292682927,0.4272930648769575,0.39694445139056983,SHORT_HOT_MEDIUM_HOT
1001-1500,tron20,3,474,12,0.025423728813559324,0.023030417945931754,0.0023933108676275697,0.419926729226617,2.0937210180797092,0.33241640415905177,0.4806758720371839,0.044534412955465584,0.07239819004524888,0.4704641350210971,-0.16315510727813323,SHORT_COLD_MEDIUM_COLD
1001-1500,trustswap-launchpad,5,893,19,0.02224824355971897,0.023030417945931754,-0.000782174386212784,0.38980270735022843,2.3416034348523684,0.3914036676252337,0.38980270735022843,0.0825,0.06387665198237885,0.5263157894736842,-0.03858944862016507,SHORT_COLD_MEDIUM_COLD
1001-1500,vbc-ventures-portfolio,3,531,16,0.03305785123966942,0.023030417945931754,0.010027433293737668,0.47735738660806837,2.204150141751458,0.57035537826254,0.43022336726915683,0.13963963963963963,0.015267175572519083,0.4576271186440678,-0.23394777125091087,SHORT_HOT_MEDIUM_HOT
1001-1500,vr-ar,16,5006,96,0.01979789647349969,0.023030417945931754,-0.0032325214724320643,0.4567460449696902,2.1287646698698195,0.4556846204614676,0.4578436847230629,0.08180987202925045,0.0424812030075188,0.5039952057530963,-0.30537503905425994,SHORT_COLD_MEDIUM_COLD
1001-1500,wallet,8,603,16,0.02680067001675042,0.023030417945931754,0.003770252070818665,0.38349421627709623,2.104601244646972,0.3770421471718615,0.39079361843275023,0.06097560975609756,0.04956268221574344,0.4461028192371476,-0.5183010307835749,SHORT_COLD_MEDIUM_COLD
1001-1500,xrp,3,413,2,0.0058823529411764705,0.023030417945931754,-0.017148065004755284,0.41180348546756806,1.81329075373885,0.43164986338548245,0.397541017319017,0.0728476821192053,0.010582010582010581,0.4963680387409201,-0.5056299915963398,SHORT_COLD_MEDIUM_COLD
1001-1500,yield-farming,21,2872,68,0.025297619047619048,0.023030417945931754,0.002267201101687294,0.4448719068507024,2.1589393957803638,0.457198178276956,0.4332601984197798,0.0791599353796446,0.04551724137931035,0.5006963788300836,-0.26160768959139036,SHORT_COLD_MEDIUM_COLD
1001-1500,zero-knowledge-proofs,11,1239,14,0.012533572068039392,0.023030417945931754,-0.010496845877892362,0.43675141881136254,1.8383840949515373,0.43140501577904333,0.470078792768597,0.052521008403361345,0.030744336569579287,0.46408393866020986,-0.16194295074719578,SHORT_COLD_MEDIUM_COLD
1001-1500,nan,1825,235277,5704,0.027861765783367933,0.023030417945931754,0.004831347837436179,0.3534607078891358,2.2437683145865757,0.3746722403057602,0.3644849439851283,0.0880497881909942,0.04209839588610024,0.4936776650501324,0.0,SHORT_COLD_MEDIUM_COLD
1501-2000,adult,3,352,5,0.014204545454545454,0.02247902167737205,-0.008274476222826595,0.5286034809701028,2.331345892593262,0.48569579813969754,0.5789139182687587,0.09395973154362416,0.06896551724137931,0.4744318181818182,-0.5758428746353421,SHORT_COLD_MEDIUM_COLD
1501-2000,ai-big-data,256,34476,725,0.021978355109588624,0.02247902167737205,-0.0005006665677834247,0.4262142026657952,2.1234396734244676,0.41162992664585846,0.4443290376449147,0.07448855941264523,0.044954618259476775,0.4896449704142012,-0.20656956183405917,SHORT_COLD_MEDIUM_COLD
1501-2000,algorand,3,513,15,0.029239766081871343,0.02247902167737205,0.006760744404499294,0.4118443855773794,2.289825655474408,0.4193380837813736,0.4077680306156955,0.07048458149779736,0.07342657342657342,0.5146198830409356,-0.021287412704203916,SHORT_COLD_MEDIUM_COLD
1501-2000,analytics,3,575,7,0.012216404886561954,0.02247902167737205,-0.010262616790810095,0.43745795920344077,1.736221652796509,0.38276717675888616,0.4798090401429566,0.05860805860805861,0.02,0.5095652173913043,-0.29050309882125364,SHORT_COLD_MEDIUM_COLD
1501-2000,aptos,3,423,9,0.023076923076923078,0.02247902167737205,0.0005979013995510291,0.3776363423244681,2.003446046766985,0.35921091866894905,0.3913846276030417,0.050359712230215826,0.05179282868525897,0.4302600472813239,-0.8895056627705282,SHORT_COLD_MEDIUM_COLD
1501-2000,arbitrum,18,1077,31,0.02919020715630885,0.02247902167737205,0.006711185478936801,0.32004415695765154,2.3819537333553416,0.27534109909124754,0.35389640376764014,0.07092198581560284,0.07266982622432859,0.46982358402971214,-0.21255215168233565,SHORT_COLD_MEDIUM_COLD
1501-2000,arbitrum-ecosytem,9,964,23,0.02699530516431925,0.02247902167737205,0.004516283486947201,0.37987444087335903,2.360788816882283,0.37374459810696703,0.3836067287152735,0.0855614973262032,0.060669456066945605,0.470954356846473,-0.33371310983550395,SHORT_COLD_MEDIUM_COLD
1501-2000,art,13,3544,69,0.026325829835940482,0.02247902167737205,0.003846808158568433,0.3291605561695601,1.971793324673982,0.3107283629283388,0.349201010401075,0.05313588850174216,0.04380561259411362,0.39418735891647855,-0.007399636624387756,SHORT_COLD_MEDIUM_COLD
1501-2000,asset-management,64,14387,343,0.02452627815516625,0.02247902167737205,0.002047256477794201,0.3639257324326144,2.205266477544445,0.35418982496321305,0.3960814549601112,0.07029514439860361,0.05253916801728795,0.5087926600403142,0.0447211269285202,SHORT_COLD_MEDIUM_COLD
1501-2000,avalanche,24,3895,100,0.02735229759299781,0.02247902167737205,0.0048732759156257625,0.3528686942877759,2.251497989726221,0.3330592574598843,0.370560826205133,0.0659679408138101,0.05651958353991076,0.4849807445442875,-0.19439764890095157,SHORT_COLD_MEDIUM_COLD
1501-2000,base,29,2192,29,0.016524216524216526,0.02247902167737205,-0.0059548051531555235,0.3949027374785719,1.8846344379962834,0.3915614184913093,0.4059131354111296,0.07608695652173914,0.01903807615230461,0.5063868613138686,-0.03995285992923035,SHORT_COLD_MEDIUM_COLD
1501-2000,binance-chain,20,1907,50,0.030120481927710843,0.02247902167737205,0.007641460250338794,0.42572720886111803,2.3349991698995787,0.3956773001529579,0.4416342840079731,0.0691114245416079,0.061052631578947365,0.4992134242265338,-0.15432511937840435,SHORT_COLD_MEDIUM_COLD
1501-2000,binance-labs-portfolio,3,307,2,0.006514657980456026,0.02247902167737205,-0.015964363696916024,0.517670602118798,1.7395968225164555,0.4576436864953577,0.5516754194332875,0.06060606060606061,0.017142857142857144,0.4788273615635179,-0.37395953501271134,SHORT_COLD_MEDIUM_COLD
1501-2000,binance-smart-chain,130,9678,207,0.023983315954118872,0.02247902167737205,0.0015042942767468231,0.386308960581572,2.133864479071287,0.38251857693893454,0.4078262322352884,0.06755695208169678,0.04964385927045111,0.4915271750361645,-0.08057282170649768,SHORT_COLD_MEDIUM_COLD
1501-2000,bnb-chain,197,30063,661,0.025403535741737125,0.02247902167737205,0.0029245140643650754,0.3831068577829868,2.248243596934588,0.3858149830881887,0.4000690447278501,0.07470389170896785,0.05601509214918009,0.4431360808967834,-0.05007354784233577,SHORT_COLD_MEDIUM_COLD
1501-2000,cardano,4,671,10,0.014903129657228018,0.02247902167737205,-0.007575892020144031,0.4607475188152482,1.9774922024102346,0.4607475188152482,0.4611311981825963,0.05776173285198556,0.04314720812182741,0.45752608047690013,-0.33658963017696525,SHORT_COLD_MEDIUM_COLD
1501-2000,centralized-exchange,15,3380,100,0.030358227079538554,0.02247902167737205,0.007879205402166505,0.34252166030007336,2.3502252420580367,0.37499822766072755,0.3859402903282416,0.08393919365499009,0.06137631742095474,0.4849112426035503,0.0,SHORT_COLD_MEDIUM_COLD
1501-2000,collectibles-nfts,278,63120,1451,0.024178497633806573,0.02247902167737205,0.0016994759564345242,0.40134357988517755,2.1904041488183315,0.3916834333406895,0.4250721969522328,0.07128606507059546,0.053173811897640415,0.4856939163498099,-0.21617890688082483,SHORT_COLD_MEDIUM_COLD
1501-2000,commodities,3,982,16,0.01700318809776833,0.02247902167737205,-0.005475833579603719,0.43284500368047485,2.128074530306523,0.5218036462745581,0.38047324538911453,0.08067940552016985,0.05319148936170213,0.5305498981670062,0.42621803971076416,SHORT_HOT_MEDIUM_HOT
1501-2000,communications-social-media,53,6963,152,0.023096793800334296,0.02247902167737205,0.0006177721229622471,0.4029493061665205,2.109967266866582,0.3810678998032896,0.4458595407726591,0.06939234808702176,0.04806659505907626,0.45339652448657186,-0.3076406665103105,SHORT_COLD_MEDIUM_COLD
1501-2000,content-creation,12,1190,33,0.030612244897959183,0.02247902167737205,0.008133223220587134,0.3778845880059781,2.179483192043364,0.37455440238881194,0.409311170455636,0.06881720430107527,0.05163511187607573,0.5025210084033613,-0.029832426756237557,SHORT_COLD_MEDIUM_COLD
1501-2000,cosmos,35,7399,160,0.022185246810870772,0.02247902167737205,-0.0002937748665012771,0.416462545102779,2.1627831520803324,0.39773083186146174,0.4397089245756164,0.07187112763320942,0.05116398055768739,0.48722800378429515,-0.15308839400592814,SHORT_COLD_MEDIUM_COLD
1501-2000,crowdfunding,7,1525,38,0.025780189959294438,0.02247902167737205,0.0033011682819223884,0.3382953743762377,1.938104699910135,0.3202542746097519,0.4282830534646848,0.056818181818181816,0.050059594755661505,0.4544262295081967,-0.5102448027092021,SHORT_COLD_MEDIUM_COLD
1501-2000,cybersecurity,16,3478,82,0.024580335731414868,0.02247902167737205,0.002101314054042819,0.3657825093454057,2.2127407322452113,0.3357921742741229,0.39258946562746744,0.07345807345807345,0.048122686409307246,0.48303622771707877,-0.2896671302542869,SHORT_COLD_MEDIUM_COLD
1501-2000,dag,7,1073,27,0.025911708253358926,0.02247902167737205,0.003432686575986877,0.4563584636553928,2.2480212344183323,0.4290449387945503,0.4757395234573007,0.07157894736842105,0.05653710247349823,0.4958061509785648,-0.3193907944662612,SHORT_COLD_MEDIUM_COLD
1501-2000,dao,26,2955,94,0.032147742818057455,0.02247902167737205,0.009668721140685406,0.3638555633241455,2.3593625219923737,0.33580250289406494,0.3888810754887351,0.07513148009015777,0.06455696202531645,0.5116751269035533,-0.0842611500193786,SHORT_COLD_MEDIUM_COLD
1501-2000,dao-maker,6,1194,23,0.019793459552495698,0.02247902167737205,-0.0026855621248763513,0.30239368850340675,2.180344391295052,0.26461340653510185,0.34835378174253934,0.0690978886756238,0.04716981132075472,0.49581239530988275,-0.026137327508384153,SHORT_COLD_MEDIUM_COLD
1501-2000,dapp,5,720,20,0.030211480362537766,0.02247902167737205,0.007732458685165717,0.41496992845813185,2.063479593659378,0.41275697472533757,0.43579428508704443,0.055944055944055944,0.04986149584487535,0.48194444444444445,-0.24603771965308924,SHORT_COLD_MEDIUM_COLD
1501-2000,decentralized-exchange,23,2096,52,0.025012025012025013,0.02247902167737205,0.002533003334652964,0.35768492001429614,2.3644723828085055,0.3530357047917829,0.3706447501297077,0.06904231625835189,0.0631938514090521,0.5143129770992366,-0.1337553220893651,SHORT_COLD_MEDIUM_COLD
1501-2000,decentralized-exchange-dex-token,55,7991,190,0.024133113171599135,0.02247902167737205,0.0016540914942270862,0.3288411850813927,2.1106296296600338,0.31522631898901043,0.3598015906350625,0.06839080459770115,0.049370994540707334,0.5024402452759354,-0.0542141405519873,SHORT_COLD_MEDIUM_COLD
1501-2000,defi,582,75771,1595,0.02347936171465583,0.02247902167737205,0.0010003400372837826,0.39047184506199345,2.167358537984267,0.38269468194908196,0.4106846333110182,0.06931795846163925,0.052906008571974555,0.4988056116456164,-0.06939190700728537,SHORT_COLD_MEDIUM_COLD
1501-2000,derivatives,4,747,17,0.024079320113314446,0.02247902167737205,0.0016002984359423968,0.45323708252954564,2.199105286030357,0.4219416079170084,0.4789691666877176,0.09395973154362416,0.04411764705882353,0.4859437751004016,-0.44995278770522695,SHORT_COLD_MEDIUM_COLD
1501-2000,distributed-computing,23,3961,116,0.029606942317508933,0.02247902167737205,0.007127920640136884,0.36500176705856535,2.3449640004208963,0.341877618672652,0.3790295952740079,0.07888493475682087,0.05350719424460432,0.4953294622570058,-0.10523865045655545,SHORT_COLD_MEDIUM_COLD
1501-2000,dpos,11,3537,86,0.024314390726604466,0.02247902167737205,0.0018353690492324166,0.3782006743058348,2.1181954834953562,0.371057632919452,0.42891094879922426,0.06585365853658537,0.05815923207227555,0.5012722646310432,0.05297492433591333,SHORT_COLD_MEDIUM_COLD
1501-2000,duckstarter,7,755,13,0.02086677367576244,0.02247902167737205,-0.0016122480016096084,0.3774794437589601,1.7830471950442637,0.3594556223439737,0.38154651492282193,0.056,0.032171581769437,0.48344370860927155,-0.19671093989578872,SHORT_COLD_MEDIUM_COLD
1501-2000,dwf-labs-portfolio,14,1945,41,0.02198391420911528,0.02247902167737205,-0.0004951074682567683,0.419647527846563,2.153090358184569,0.4183091751595036,0.42195049478472396,0.09592326139088729,0.03394762366634336,0.5023136246786633,-0.05580140199616847,SHORT_COLD_MEDIUM_COLD
1501-2000,education,15,2334,54,0.023778071334214,0.02247902167737205,0.0012990496568419524,0.36746048511582463,2.1515292304982054,0.34540816012020265,0.42557050152370146,0.06781376518218624,0.05138662316476346,0.4940017137960583,-0.01953905592520275,SHORT_COLD_MEDIUM_COLD
1501-2000,energy,11,3022,68,0.02316076294277929,0.02247902167737205,0.0006817412654072409,0.35440864343802214,2.036253456440159,0.3487551416347943,0.3691703095458677,0.06167400881057269,0.04513217279174726,0.5383851753805426,0.021450679529984223,SHORT_COLD_MEDIUM_COLD
1501-2000,enterprise-solutions,9,408,18,0.047244094488188976,0.02247902167737205,0.024765072810816927,0.27225624045698454,2.897542527002179,0.2628674888292498,0.304138921464679,0.09375,0.07547169811320754,0.4583333333333333,0.020901627095550213,SHORT_COLD_MEDIUM_COLD
1501-2000,entertainment,12,1322,30,0.023715415019762844,0.02247902167737205,0.001236393342390795,0.421126228273478,2.0652433900395923,0.3736350012153349,0.46580365842198906,0.06597222222222222,0.051319648093841645,0.5052950075642966,0.032933148737092965,SHORT_COLD_MEDIUM_COLD
1501-2000,ethereum,427,41882,989,0.025272141871518373,0.02247902167737205,0.0027931201941463236,0.37496555405095294,2.2099052706994398,0.34872281263690463,0.4144907315720262,0.06936894351217206,0.0577913939562735,0.487369275583783,-0.18854077254383395,SHORT_COLD_MEDIUM_COLD
1501-2000,events,4,958,30,0.031746031746031744,0.02247902167737205,0.009267010068659695,0.46279756860094606,2.412552012782492,0.45505926901347377,0.46876081204740716,0.08351648351648351,0.0673469387755102,0.534446764091858,0.2642383248087893,SHORT_COLD_MEDIUM_COLD
1501-2000,exnetwork-capital-portfolio,6,958,28,0.029227557411273485,0.02247902167737205,0.006748535733901436,0.4004433758296644,2.346385327810038,0.4001913198807659,0.48021887344231706,0.07990314769975787,0.06868686868686869,0.4519832985386221,-0.007494174139946573,SHORT_COLD_MEDIUM_COLD
1501-2000,fan-token,25,4675,84,0.019995239228755058,0.02247902167737205,-0.002483782448616991,0.4604058196580148,2.113129909509354,0.4424609954617861,0.471345135233585,0.05845835488877393,0.05599647266313933,0.49433155080213903,-0.29597742440945096,SHORT_COLD_MEDIUM_COLD
1501-2000,fantom,3,615,17,0.028428093645484948,0.02247902167737205,0.005949071968112899,0.2532183128697987,2.2524359666411113,0.2710051021862567,0.36060702240722464,0.0784313725490196,0.05901639344262295,0.46504065040650405,-0.019565133509931883,SHORT_COLD_MEDIUM_COLD
1501-2000,filesharing,4,306,7,0.023178807947019868,0.02247902167737205,0.0006997862696478188,0.25681931495338317,2.3208012928885946,0.2424128679936919,0.3200724884164487,0.06557377049180328,0.07058823529411765,0.477124183006536,0.0064394101199417965,SHORT_COLD_MEDIUM_COLD
1501-2000,gambling,41,6978,156,0.02383134738771769,0.02247902167737205,0.0013523257103456414,0.35803582454194594,2.1513689465865418,0.3592633452686964,0.3762291458989322,0.07454427083333333,0.049777777777777775,0.4908283175695042,0.006121470470696904,SHORT_COLD_MEDIUM_COLD
1501-2000,gaming,163,24598,609,0.026168786524578894,0.02247902167737205,0.0036897648472068445,0.3831283071879913,2.1899841984444555,0.3701049031476802,0.42563675610567414,0.07442647214293266,0.05261950286806883,0.4741442393690544,-0.30543747564207957,SHORT_COLD_MEDIUM_COLD
1501-2000,hardware,6,973,22,0.023305084745762712,0.02247902167737205,0.0008260630683906631,0.32081189653485304,2.2391978732566735,0.3282637785771716,0.31935784534645284,0.06619385342789598,0.06274509803921569,0.4943473792394656,0.1952579645069516,SHORT_COLD_MEDIUM_COLD
1501-2000,health,21,4537,106,0.024036281179138322,0.02247902167737205,0.0015572595017662727,0.30541309498346636,2.1231738638028035,0.2808300242986731,0.3456627904112006,0.06535269709543569,0.052388935456831515,0.4965836455807803,-0.002104565416027872,SHORT_COLD_MEDIUM_COLD
1501-2000,hospitality,6,1246,32,0.02867383512544803,0.02247902167737205,0.0061948134480759795,0.25453986630296377,2.3046861489307036,0.21634358000927012,0.2756542335378477,0.07436399217221135,0.05536912751677853,0.48635634028892455,-0.0013955780176475483,SHORT_COLD_MEDIUM_COLD
1501-2000,hybrid-pow-pos,51,6862,177,0.02723915050784857,0.02247902167737205,0.00476012883047652,0.21086473992996244,2.228148940072369,0.2531112856951021,0.26869684946879663,0.07872121003781368,0.05270316218973138,0.4625473622850481,0.1591229510182483,SHORT_COLD_MEDIUM_COLD
1501-2000,icp,3,806,20,0.025412960609911054,0.02247902167737205,0.002933938932539005,0.4755537247130561,2.08601727926246,0.4931118356328628,0.4684233126635183,0.07492795389048991,0.038636363636363635,0.5161290322580645,-0.2367180617633435,SHORT_COLD_MEDIUM_COLD
1501-2000,injective,3,816,18,0.022058823529411766,0.02247902167737205,-0.000420198147960283,0.37412025014964556,2.141540021852401,0.3680627489562491,0.3772499952567799,0.09090909090909091,0.05052631578947368,0.5024509803921569,-0.11851384457651448,SHORT_COLD_MEDIUM_COLD
1501-2000,insurance,7,2123,50,0.023809523809523808,0.02247902167737205,0.001330502132151759,0.4699374794379084,2.2409406894295243,0.4793202746991069,0.46929582723082136,0.0815450643776824,0.06362854686156492,0.5007065473386717,-0.22484329433386707,SHORT_COLD_MEDIUM_COLD
1501-2000,interoperability,13,892,16,0.018604651162790697,0.02247902167737205,-0.0038743705145813517,0.41928055243852275,2.0098492015914253,0.42669106815290136,0.4180569499318708,0.06077348066298342,0.04627766599597585,0.5011210762331838,-0.358417788011313,SHORT_COLD_MEDIUM_COLD
1501-2000,iot,10,1837,38,0.0208105147864184,0.02247902167737205,-0.0016685068909536478,0.2803812904191272,2.0160696602299755,0.25160868421888694,0.33221141689287714,0.06933019976498238,0.03867403314917127,0.50789330430049,0.004742208780382357,SHORT_COLD_MEDIUM_COLD
1501-2000,jobs,6,431,9,0.021686746987951807,0.02247902167737205,-0.0007922746894202422,0.43098839330800476,2.02544941880072,0.4041294426711426,0.4507218783044371,0.06321839080459771,0.04564315352697095,0.4802784222737819,-0.2955973847492982,SHORT_COLD_MEDIUM_COLD
1501-2000,klaytn,10,1761,54,0.03143189755529686,0.02247902167737205,0.008952875877924808,0.3477559497960031,2.4707132248551145,0.2945075720318157,0.387424013823621,0.07797537619699042,0.07244897959183673,0.48779102782509937,-0.39157642643355944,SHORT_COLD_MEDIUM_COLD
1501-2000,launchpad,24,6287,108,0.017368928916050175,0.02247902167737205,-0.005110092761321874,0.4814558403498248,2.0835835170728094,0.47357460174846233,0.5027498944583837,0.06439942112879884,0.0494489127196902,0.49467154445681566,-0.25852827772654724,SHORT_COLD_MEDIUM_COLD
1501-2000,launchzone,3,625,14,0.023972602739726026,0.02247902167737205,0.001493581062353977,0.1977782687210786,1.7378591425150498,0.18774460733171008,0.20234999449220115,0.07048458149779736,0.025210084033613446,0.4464,-0.2522173678613365,SHORT_COLD_MEDIUM_COLD
1501-2000,layer-1,13,1257,33,0.027138157894736843,0.02247902167737205,0.004659136217364794,0.379962717177353,2.2167348615104783,0.3587688738444671,0.42538162771503557,0.06762295081967214,0.06834030683403068,0.4908512330946698,-0.2610582142689142,SHORT_COLD_MEDIUM_COLD
1501-2000,logistics,7,2018,45,0.022299306243805748,0.02247902167737205,-0.00017971543356630135,0.3986390708345765,2.0100639970954703,0.413132865769263,0.43184777036327876,0.08170310701956271,0.030583873957367932,0.5222993062438057,0.03159399076381268,SHORT_COLD_MEDIUM_COLD
1501-2000,loyalty,5,891,22,0.02588235294117647,0.02247902167737205,0.0034033312638044218,0.394029692655238,2.1270441747779407,0.36943166573107894,0.4252518994168344,0.075,0.039337474120082816,0.49719416386083054,-0.35379990748738477,SHORT_COLD_MEDIUM_COLD
1501-2000,marketing,25,5736,147,0.026908292147171883,0.02247902167737205,0.0044292704697998335,0.3710299472619009,2.2848729877987157,0.3811619416981252,0.38844436841239705,0.07963185274109644,0.05524475524475524,0.5029637377963738,0.013644773040830057,SHORT_COLD_MEDIUM_COLD
1501-2000,marketplace,94,23387,557,0.02444912650337986,0.02247902167737205,0.001970104826007811,0.33335125303234103,2.155849241781567,0.3286970818677471,0.3594274646747044,0.07268218237314002,0.04760701044826424,0.5098559028520118,0.032211932449056735,SHORT_COLD_MEDIUM_COLD
1501-2000,masternodes,20,3265,71,0.02177246243483594,0.02247902167737205,-0.0007065592425361082,0.3981532618920896,2.1089528800809894,0.39197022185094244,0.40572630755564576,0.07310344827586207,0.0459070796460177,0.5240428790199081,-0.019365148201797907,SHORT_COLD_MEDIUM_COLD
1501-2000,media,43,9723,262,0.027263267429760665,0.02247902167737205,0.004784245752388616,0.3240117146203195,2.2621581105165762,0.3305881611189915,0.3508357885058676,0.07441546762589928,0.0575112566516578,0.5045767767150057,0.054668074882790865,SHORT_COLD_MEDIUM_COLD
1501-2000,medium-of-exchange,22,5240,133,0.025537634408602152,0.02247902167737205,0.003058612731230103,0.2800937879046296,2.3191778087812964,0.3048370093877685,0.33537564213581506,0.0892018779342723,0.058310194367314556,0.5192748091603053,0.09252024436063307,SHORT_COLD_MEDIUM_COLD
1501-2000,memes,623,64567,1029,0.020445875059608966,0.02247902167737205,-0.0020331466177630833,0.3949965886354997,2.0519308278495316,0.42286063566425036,0.4511351703121951,0.07831900668576887,0.04168534289556253,0.41826319946722007,-0.10639598653930063,SHORT_COLD_MEDIUM_COLD
1501-2000,metaverse,10,1831,34,0.01994134897360704,0.02247902167737205,-0.0025376727037650093,0.4440970174111572,2.097758858818656,0.4379063358811653,0.4489873884298079,0.05897771952817824,0.04777070063694268,0.5002730748225014,-0.21100021966728735,SHORT_COLD_MEDIUM_COLD
1501-2000,mineable,457,115500,2784,0.025750834774726443,0.02247902167737205,0.003271813097354394,0.3165113636468401,2.2140660756655155,0.3264054740894759,0.3425567422188245,0.08052824942905372,0.04770204568388221,0.5131082251082251,0.16782343190052978,SHORT_COLD_MEDIUM_COLD
1501-2000,music,4,688,19,0.027616279069767442,0.02247902167737205,0.005137257392395393,0.26560660400441305,2.1535725890199364,0.27924075671578197,0.27835535400542544,0.05519480519480519,0.06925207756232687,0.498546511627907,-0.05140386433556071,SHORT_COLD_MEDIUM_COLD
1501-2000,okex-blockdream-ventures-portfolio,4,509,5,0.010416666666666666,0.02247902167737205,-0.012062355010705383,0.4554426424014498,2.099913607198474,0.5189808855877572,0.42900934612958397,0.09345794392523364,0.03787878787878788,0.48526522593320237,0.015153774503414765,SHORT_COLD_MEDIUM_COLD
1501-2000,okx-ventures-portfolio,3,404,12,0.02977667493796526,0.02247902167737205,0.007297653260593211,0.523473128280322,2.3988956958896797,0.5602720022581256,0.549301564378606,0.10674157303370786,0.04739336492890995,0.46534653465346537,-0.2553212645035875,SHORT_COLD_MEDIUM_COLD
1501-2000,optimism,3,666,13,0.02073365231259968,0.02247902167737205,-0.0017453693647723686,0.3547298141043783,1.8325590172576232,0.36066054310580375,0.35200911131362767,0.06367041198501873,0.025210084033613446,0.4864864864864865,-0.20520059382522823,SHORT_COLD_MEDIUM_COLD
1501-2000,oracles,14,3496,87,0.02492122600973933,0.02247902167737205,0.0024422043323672794,0.3790766882662326,2.1376209716655428,0.3692651055464029,0.40385691597590045,0.06931316950220542,0.050243111831442464,0.5071510297482837,-0.0735701239858138,SHORT_COLD_MEDIUM_COLD
1501-2000,osmosis,6,504,16,0.032,0.02247902167737205,0.009520978322627952,0.44593047966813715,2.3336457044126364,0.47777380837970135,0.44304410971438074,0.09359605911330049,0.060810810810810814,0.4781746031746032,-0.28304652117841744,SHORT_COLD_MEDIUM_COLD
1501-2000,payments,21,3222,72,0.022820919175911253,0.02247902167737205,0.0003418974985392037,0.1940958327359487,2.1506314208268127,0.18418441101312066,0.289209440172518,0.0783744557329463,0.051856594110115235,0.4872749844816884,0.01682074190195937,SHORT_COLD_MEDIUM_COLD
1501-2000,philanthropy,4,1080,19,0.017690875232774673,0.02247902167737205,-0.004788146444597376,0.2886984471849625,1.9939012177623825,0.3086179354066291,0.355842057564502,0.0546218487394958,0.05436893203883495,0.4861111111111111,0.11409057707826879,SHORT_COLD_MEDIUM_COLD
1501-2000,platform,163,36528,887,0.024895450335400936,0.02247902167737205,0.0024164286580288866,0.3364326071001439,2.1605238748475966,0.3258380347824769,0.36898130636702636,0.070154427986133,0.05205263157894737,0.5039148050810337,0.0002835453938402786,SHORT_COLD_MEDIUM_COLD
1501-2000,play-to-earn,6,870,18,0.02127659574468085,0.02247902167737205,-0.0012024259326911986,0.3501774067373762,2.1175993745759665,0.336594400058919,0.3974415040460524,0.07103825136612021,0.053452115812917596,0.4885057471264368,-0.04056010903660481,SHORT_COLD_MEDIUM_COLD
1501-2000,polkadot,18,4221,89,0.021513173797437758,0.02247902167737205,-0.0009658478799342909,0.4030604632756189,2.15358345479852,0.3710745572624787,0.43630292930666276,0.06583917970858068,0.05321507760532151,0.5131485429992892,-0.13541112240553482,SHORT_COLD_MEDIUM_COLD
1501-2000,polkastarter,10,2551,55,0.02156017248137985,0.02247902167737205,-0.0009188491959921975,0.35019786581575557,2.0132293509131958,0.36050318916919966,0.3687722331471791,0.06576576576576576,0.04133430021754895,0.519796158369267,-0.0762293907209892,SHORT_COLD_MEDIUM_COLD
