lens,value,rank_band,n,n_assets,p_ge1s,p_ge2s,p_ge3s,p_ge4s,med_z,p90_z,p95_z,p99_z,baseline_ge3s,zstat,pvalue,sig_bh5,lift_ge3s
sector,dao,501-750,3661,19,0.19393608303742146,0.05244468724392243,0.02185195301830101,0.012291723572794318,0.4018064164875199,1.422993260091858,2.0253398095276385,4.276429196709206,0.02135313681716707,0.209,0.8346171040703942,False,0.000498816201133942
sector,dao-maker,501-750,307,2,0.1986970684039088,0.06514657980456026,0.03257328990228013,0.02280130293159609,0.39762476805521696,1.6108986055767702,2.3215463024138137,6.941451659764355,0.02135313681716707,1.36,0.17384457440226386,False,0.011220153085113063
sector,decentralized-exchange,501-750,3155,33,0.18129952456418383,0.05166402535657686,0.02503961965134707,0.016798732171156894,0.38434194681307154,1.3951551629840622,2.0613059922314347,4.781689443083594,0.02135313681716707,1.432,0.15202585049200543,False,0.0036864828341800007
sector,decentralized-exchange-dex-token,501-750,9130,47,0.21150054764512596,0.05290251916757941,0.02059145673603505,0.011829134720700987,0.45195619588513947,1.5197595853779529,2.048544117108057,4.41894943974201,0.02135313681716707,-0.503,0.6146415726543182,False,-0.0007616800811320185
sector,defi,501-750,57445,452,0.20292453651318654,0.05455653233527722,0.02266515797719558,0.011854817651666811,0.4293261954197711,1.5011637917352765,2.0795273040013726,4.346670470521211,0.02135313681716707,2.175,0.029606160617978012,False,0.0013120211600285113
sector,defi-2,501-750,320,1,0.178125,0.053125,0.03125,0.009375,0.4680388036224501,1.469410977559324,2.061596106700012,3.9865165211470655,0.02135313681716707,1.225,0.22068934529462414,False,0.009896863182832932
sector,derivatives,501-750,492,5,0.25,0.056910569105691054,0.024390243902439025,0.012195121951219513,0.5471846403033078,1.5481849292847534,2.07700641626993,4.027590325614927,0.02135313681716707,0.466,0.6412055972032265,False,0.003037107085271957
sector,desci,501-750,274,2,0.21532846715328466,0.07664233576642336,0.032846715328467155,0.01824817518248175,0.43186994687721336,1.6728523974262188,2.3394084509974564,4.305587812151639,0.02135313681716707,1.316,0.18814270466367933,False,0.011493578511300086
sector,distributed-computing,501-750,4767,41,0.21879588839941264,0.05642962030627229,0.02118732955737361,0.012166981329976925,0.4353375689378328,1.5708318441580253,2.094390687874518,4.502349665256239,0.02135313681716707,-0.079,0.9368797682831941,False,-0.00016580725979345803
sector,dpos,501-750,1641,14,0.19439366240097503,0.05850091407678245,0.025594149908592323,0.016453382084095063,0.41696644306873587,1.479597311680723,2.150973622634158,5.324818579322961,0.02135313681716707,1.188,0.23465709096185983,False,0.004241013091425255
sector,dwf-labs-portfolio,501-750,1156,13,0.22750865051903113,0.06747404844290658,0.02422145328719723,0.010380622837370242,0.4536878544344553,1.6831546119641856,2.267398522377504,3.9856603198504037,0.02135313681716707,0.675,0.4999143346722158,False,0.0028683164700301633
sector,education,501-750,1228,11,0.18811074918566775,0.04560260586319218,0.016286644951140065,0.012214983713355049,0.39986293302379156,1.4368273041899535,1.9290948613781576,4.230347819592638,0.02135313681716707,-1.228,0.21937869726552373,False,-0.005066491866027003
sector,energy,501-750,1652,11,0.2009685230024213,0.0599273607748184,0.022397094430992737,0.011501210653753027,0.3934092045568246,1.5556936820057286,2.217075941171768,4.556596956748007,0.02135313681716707,0.294,0.7691214381686188,False,0.001043957613825669
sector,enterprise-solutions,501-750,650,17,0.22153846153846155,0.05076923076923077,0.02,0.009230769230769232,0.49658530818085117,1.468152520097103,1.9952759872594679,3.761777522080226,0.02135313681716707,-0.239,0.8113799289680975,False,-0.001353136817167068
sector,ethereum,501-750,16886,204,0.19732322634134786,0.0526471633305697,0.021793201468672273,0.01172568992064432,0.41286027699554495,1.4744697713718864,2.045673518772805,4.350023400824404,0.02135313681716707,0.396,0.6924137474163923,False,0.0004400646515052044
sector,events,501-750,996,4,0.23092369477911648,0.0572289156626506,0.02208835341365462,0.007028112449799197,0.4855358754025557,1.6179882645927475,2.127199541398824,3.503760726174916,0.02135313681716707,0.161,0.8724796269956462,False,0.0007352165964875507
sector,exnetwork-capital-portfolio,501-750,1200,11,0.21166666666666667,0.05583333333333333,0.020833333333333332,0.011666666666666667,0.46346220746946454,1.528531244545673,2.1069472334701715,4.215600011927837,0.02135313681716707,-0.125,0.900870224941183,False,-0.0005198034838337362
sector,fan-token,501-750,1689,15,0.17761989342806395,0.053878034339846066,0.022498519834221433,0.011841326228537596,0.3561385739161873,1.4469566419131334,2.066915987093094,4.915956939234183,0.02135313681716707,0.326,0.7447058380737663,False,0.0011453830170543647
sector,fantom,501-750,538,4,0.21189591078066913,0.05018587360594796,0.026022304832713755,0.011152416356877323,0.4482591193401466,1.520324046716814,2.00013592399784,4.33759228713086,0.02135313681716707,0.749,0.45374807832781205,False,0.004669168015546687
sector,filesharing,501-750,616,5,0.2353896103896104,0.0698051948051948,0.032467532467532464,0.011363636363636364,0.47131240877095487,1.6947905349361387,2.363997295657758,4.311950899935628,0.02135313681716707,1.908,0.05636056259933576,False,0.011114395650365396
sector,gambling,501-750,1904,26,0.22058823529411764,0.06092436974789916,0.026785714285714284,0.01365546218487395,0.45905904198976444,1.6093283708599868,2.198050700063493,4.7835193205912026,0.02135313681716707,1.64,0.1010430888506714,False,0.005432577468547216
sector,gaming,501-750,8141,86,0.20058960815624616,0.05318756909470581,0.020759120501166933,0.010318142734307825,0.4452062424447495,1.4796072946450296,2.0637099108268253,4.089290281377946,0.02135313681716707,-0.371,0.7108159581033577,False,-0.0005940163160001351
sector,hardware,501-750,1509,6,0.1855533465871438,0.053015241882041084,0.02186878727634195,0.009940357852882704,0.3966575532889494,1.466476222744721,2.06683104417603,3.9565483375809376,0.02135313681716707,0.139,0.8897932374955134,False,0.0005156504591748816
sector,health,501-750,1956,13,0.20296523517382414,0.065439672801636,0.031186094069529654,0.01687116564417178,0.40489200822300553,1.5865368123918357,2.4358734445166244,5.396813810606003,0.02135313681716707,3.008,0.0026269217772345193,True,0.009832957252362585
sector,hospitality,501-750,1039,5,0.26179018286814243,0.04908565928777671,0.017324350336862367,0.005774783445620789,0.5341404306139453,1.6154164446842953,1.9876748518776874,3.2682082834834407,0.02135313681716707,-0.898,0.369007134166492,False,-0.004028786480304702
sector,hybrid-pow-npos,501-750,256,1,0.28515625,0.078125,0.01953125,0.00390625,0.6002838017425984,1.9284775424712426,2.2662137973062983,3.317035686204039,0.02135313681716707,-0.202,0.8401906063341373,False,-0.0018218868171670684
