rank_band,sign,amplitude,n_events,unique_assets,horizon,p_rev,gb_med,gb_p75,cont_prob,cont_amp_sig,fwd_med_sig
1001-1500,UP,20%+,37527,4202,3D,0.6080422096090815,0.13446237081427587,0.5217738672413843,0.38985263943294163,0.9576989909424298,-0.28370152888573386
1001-1500,UP,20%+,37527,4202,5D,0.5712153915847257,0.1088941856553518,0.5561939477668116,0.42715911210595037,1.2899033524407697,-0.2224723501490259
1001-1500,UP,20%+,37527,4202,7D,0.5452873930769846,0.07316055373736466,0.5795727275653698,0.45340688037946014,1.5430517280080185,-0.1443403467747489
1001-1500,UP,20%+,37527,4202,10D,0.5164548191968449,0.026127191326776183,0.6108505218564608,0.48237269166200336,1.879546500745711,-0.04915635643047475
1001-1500,UP,20%+,37527,4202,14D,0.48493084978815254,0.0,0.6410072705767925,0.5137101287073307,2.3237158260988604,0.0829311401216892
1001-1500,UP,20%+,37527,4202,21D,0.44972952807312067,0.0,0.6892248618959367,0.5488315079809204,3.0484414200688317,0.3737779348036035
1001-1500,UP,20%+,37527,4202,30D,0.4257201481599915,0.0,0.7521709874802376,0.5727076504916461,3.931656084600518,0.7674388691409009
1001-1500,UP,nan,5650,1355,1D,0.5661946902654867,0.0681414295822601,0.4132275977585295,0.43256637168141593,0.8540491711627353,-0.1733972923173122
1001-1500,UP,nan,5650,1355,2D,0.552566371681416,0.07292307692308508,0.5643416068654454,0.44619469026548675,1.16406195162433,-0.1964140706821541
1001-1500,UP,nan,5650,1355,3D,0.5403539823008849,0.08877806836015098,0.6616605396027719,0.45150442477876107,1.4506670038648626,-0.23066636964259413
1001-1500,UP,nan,5650,1355,5D,0.5353982300884956,0.09452305191005757,0.8008562179397306,0.4557522123893805,2.0727851230546737,-0.2386431459876451
1001-1500,UP,nan,5650,1355,7D,0.5343362831858407,0.09936745711624861,0.9232038356220462,0.4631858407079646,2.5733980527977223,-0.25638826137198584
1001-1500,UP,nan,5650,1355,10D,0.5283185840707965,0.10847513289482193,1.0997386147741444,0.47008849557522125,3.2349647919408886,-0.2640865484968647
1001-1500,UP,nan,5650,1355,14D,0.5304424778761062,0.11916465603141618,1.3272345020661722,0.46814159292035395,4.038443075818162,-0.2962236488286628
1001-1500,UP,nan,5650,1355,21D,0.5269026548672566,0.14217139657238922,1.620474261456197,0.47061946902654866,5.048459638460335,-0.361727084122741
1001-1500,UP,nan,5650,1355,30D,0.5148672566371681,0.10176039627550555,2.0307159816185925,0.483716814159292,6.292381553648571,-0.29022689187401074
1001-1500,UP,15%,16477,3466,1D,0.618862657037082,0.14644637643801656,0.5442054558707686,0.380105601747891,0.5495407681255005,-0.19749644172410769
1001-1500,UP,15%,16477,3466,2D,0.6023547975966499,0.17347694459927135,0.6666764661968327,0.39691691448686045,0.7504631775153467,-0.2284534409576912
1001-1500,UP,15%,16477,3466,3D,0.5941008678764338,0.20119911829196935,0.7549015038968708,0.40492808156824667,0.9003674526750346,-0.26240651983752916
1001-1500,UP,15%,16477,3466,5D,0.5751653820477028,0.20911405216867995,0.8777741657545398,0.4227711355222431,1.1832627774193218,-0.26142645550676596
1001-1500,UP,15%,16477,3466,7D,0.5592644292043455,0.19422598065873675,0.9600102587142201,0.4400679735388724,1.4537138953041324,-0.23276356584463387
1001-1500,UP,15%,16477,3466,10D,0.5474297505613887,0.17221160734474752,1.079348529820863,0.45159919888329186,1.7285276545456412,-0.21272543204302966
1001-1500,UP,15%,16477,3466,14D,0.5295260059476846,0.1271450883862495,1.2046678895928857,0.46998846877465555,2.1004355729199875,-0.15289593190847622
1001-1500,UP,15%,16477,3466,21D,0.5056745766826486,0.03287275895913587,1.4280109155592071,0.4934150634217394,2.6330050666000533,-0.019551154927551398
1001-1500,UP,15%,16477,3466,30D,0.4917764156096377,0.0,1.639272136682186,0.5074346058141652,3.3691939173673844,0.06226966002838305
1501-2000,UP,10%,30826,4063,1D,0.6029001492246805,0.14270824483923067,0.6179168463179046,0.3927853111010186,0.45558367676412287,-0.13020676229681474
1501-2000,UP,10%,30826,4063,2D,0.5799974047881659,0.16473356074081963,0.7750433098158246,0.41513657302277296,0.6403715856201626,-0.1495932363555193
1501-2000,UP,10%,30826,4063,3D,0.570946603516512,0.18425153392773772,0.8621137122360878,0.42370077207552065,0.844825443902484,-0.1660658385618693
1501-2000,UP,10%,30826,4063,5D,0.5432102770388633,0.15252227212797703,0.990177772125735,0.45137221825731527,1.1061980179436162,-0.12874696101987082
1501-2000,UP,10%,30826,4063,7D,0.5263414001167845,0.11199007279024717,1.1165333871764942,0.46908453902549796,1.3681039471719227,-0.09150128013489536
1501-2000,UP,10%,30826,4063,10D,0.5050282229286965,0.035362559562108514,1.2536169676982116,0.4895867125154091,1.7133911067353274,-0.024195197169636324
1501-2000,UP,10%,30826,4063,14D,0.48040615065204695,0.0,1.3512750741119406,0.5149549081943814,2.105134768593972,0.08255879934461646
1501-2000,UP,10%,30826,4063,21D,0.4593849347953027,0.0,1.5915820064209933,0.5354246415363654,2.8462862937081743,0.2833922845242485
1501-2000,UP,10%,30826,4063,30D,0.4362875494712256,0.0,1.8413432713422635,0.5578083436060468,3.8380623428953444,0.6159312512165115
1501-2000,UP,20%+,38592,4024,1D,0.6478544776119403,0.11372598761462371,0.4517287991128115,0.3449160447761194,0.43260635513797013,-0.21226169417607132
1501-2000,UP,20%+,38592,4024,2D,0.6114738805970149,0.12509692439526743,0.507515815696863,0.3818148839137645,0.6786598211312919,-0.2314846009417358
1501-2000,UP,20%+,38592,4024,3D,0.5855617744610282,0.11054180091819313,0.524415564158215,0.40868573797678276,0.8576247903647691,-0.20167394593717214
1501-2000,UP,20%+,38592,4024,5D,0.544827943615257,0.07134955667914329,0.5419656005811715,0.4495491293532338,1.1506247953072397,-0.12447595847808324
1501-2000,UP,20%+,38592,4024,7D,0.5087842039800995,0.015335213753131285,0.5419331571724286,0.48528192371475953,1.4153884135196164,-0.02628782456508867
1501-2000,UP,20%+,38592,4024,10D,0.4681540215588723,0.0,0.5417141413306523,0.5264303482587065,1.788839183183824,0.11677076811439747
1501-2000,UP,20%+,38592,4024,14D,0.4342868988391376,0.0,0.5385129342440423,0.560530679933665,2.2652274228536293,0.35263383036751034
1501-2000,UP,20%+,38592,4024,21D,0.39368262852404645,0.0,0.5592553318269537,0.6010831260364843,3.083488729028402,0.787698427925658
1501-2000,UP,20%+,38592,4024,30D,0.3676668739635158,0.0,0.6094085535340462,0.6268138474295191,4.0650533954812085,1.360631607973654
1501-2000,UP,15%,16111,3494,1D,0.6218111849047235,0.146061587516632,0.5724678295477643,0.37328533300229655,0.4889046611340315,-0.1723422834501449
1501-2000,UP,15%,16111,3494,2D,0.5933834026441561,0.1657583258835643,0.6903790903520183,0.40183725405002796,0.6760560514643494,-0.19157512478705824
1501-2000,UP,15%,16111,3494,3D,0.5810315933213333,0.1822860218998222,0.7634951205310201,0.41412699397926883,0.8383950177462955,-0.20026295214329995
1501-2000,UP,15%,16111,3494,5D,0.5521693253056917,0.14325522179841274,0.8446487172345316,0.442120290484762,1.0935264677215137,-0.1543988697398088
1501-2000,UP,15%,16111,3494,7D,0.5268450127242257,0.09564393608651629,0.9038886262176715,0.46868599093786856,1.3184074385891673,-0.10157516734486374
1501-2000,UP,15%,16111,3494,10D,0.5040655452796227,0.023187779307884036,0.9768808541209284,0.4907826950530693,1.694944968957803,-0.022871476452543754
1501-2000,UP,15%,16111,3494,14D,0.47793433058159024,0.0,1.0575126451089916,0.517534603686922,2.1337493855763867,0.09905328749039721
1501-2000,UP,15%,16111,3494,21D,0.4442306498665508,0.0,1.1774904610404704,0.5490658556265905,2.834249619158254,0.36085034840007285
1501-2000,UP,15%,16111,3494,30D,0.427223636025076,0.0,1.3772285581940564,0.5673763267332879,3.8056034619770713,0.6885865273152345
1501-2000,UP,nan,4635,1287,1D,0.5812297734627832,0.07726974004599749,0.4009541520797142,0.41510248112189857,0.8209200905715941,-0.2016467568015039
1501-2000,UP,nan,4635,1287,2D,0.5527508090614887,0.06640489341164828,0.5506534315417642,0.44293419633225456,1.0244956819838793,-0.1802451487721028
1501-2000,UP,nan,4635,1287,3D,0.5508090614886731,0.09483716423635384,0.6351106954508274,0.438403451995685,1.394314017728911,-0.24342116464961477
1501-2000,UP,nan,4635,1287,5D,0.5492988133764832,0.13039465474328377,0.797898804038798,0.44228694714131606,1.9905616103622548,-0.3344117867938943
1501-2000,UP,nan,4635,1287,7D,0.5428263214670982,0.1334179469528943,0.9072224541104552,0.4500539374325782,2.408085568075315,-0.3398199615370274
1501-2000,UP,nan,4635,1287,10D,0.5406688241639698,0.1452084413642948,1.1272922687803,0.456957928802589,3.099373639377324,-0.3660005347248372
1501-2000,UP,nan,4635,1287,14D,0.5197411003236246,0.0725320766177928,1.2924831873003981,0.47680690399137,3.8205401950755125,-0.18417303368842278
1501-2000,UP,nan,4635,1287,21D,0.5190938511326861,0.14012481736064172,1.626213615523136,0.4772384034519957,5.119054880273231,-0.3495483172859467
1501-2000,UP,nan,4635,1287,30D,0.5143473570658037,0.1115762043513229,2.0790428872618794,0.48133764832793957,6.724480215599492,-0.2837258884228763
501-750,DOWN,nan,3260,786,1D,0.550920245398773,0.04077006912618576,0.3986649777349681,0.448159509202454,-0.8102425995030089,0.10122862760230726
501-750,DOWN,nan,3260,786,2D,0.5279141104294478,0.03230101863815056,0.5385342485584286,0.4699386503067485,-1.1689825701601526,0.08039000027369611
501-750,DOWN,nan,3260,786,3D,0.5156441717791411,0.02517817468498461,0.6369001552400485,0.48374233128834354,-1.4581809517369344,0.06074240628550259
501-750,DOWN,nan,3260,786,5D,0.49938650306748467,0.0,0.7905999426308027,0.5,-1.911419412733594,-0.0011370434315882555
501-750,DOWN,nan,3260,786,7D,0.503680981595092,0.010831679264197692,0.8255547108830658,0.4950920245398773,-2.1029172488852574,0.030023091389495986
501-750,DOWN,nan,3260,786,10D,0.503680981595092,0.010670483079429883,1.0127165867764245,0.4941717791411043,-2.5728036498096998,0.026864124684686023
501-750,DOWN,nan,3260,786,14D,0.5067484662576687,0.027494462702016147,1.0757441922506423,0.49171779141104294,-3.0251865481216202,0.07532103755498443
501-750,DOWN,nan,3260,786,21D,0.4840490797546012,0.0,1.3086833917437946,0.5150306748466258,-4.0561366684988025,-0.19135224603350331
501-750,DOWN,nan,3260,786,30D,0.4714723926380368,0.0,1.5067803807913527,0.5269938650306748,-5.255616085736808,-0.5454322908944444
501-750,DOWN,10%,16963,2515,1D,0.5098154807522254,0.0029267137948981855,0.4420186538228047,0.48935919353887875,-0.474577384110392,0.01161269105714941
501-750,DOWN,10%,16963,2515,2D,0.5073984554618877,0.005604046087513745,0.5700541479088438,0.4913046041384189,-0.6327083101759206,0.023453098854813247
501-750,DOWN,10%,16963,2515,3D,0.5033307787537582,0.0009620285863091827,0.6880746970708557,0.4961386547190945,-0.7575575408498502,0.018178947481534785
501-750,DOWN,10%,16963,2515,5D,0.4934268702470082,0.0,0.8470349080462329,0.505924659553145,-0.9992774926255277,0.0046084990320199234
501-750,DOWN,10%,16963,2515,7D,0.47709721157814067,0.0,0.9222359638859474,0.5217237516948653,-1.1420480114611706,-0.044285931783114296
501-750,DOWN,10%,16963,2515,10D,0.48316925072216,0.0,1.054192588891854,0.5162412309143429,-1.4017996017302798,-0.02375594864088615
501-750,DOWN,10%,16963,2515,14D,0.462771915345163,0.0,1.1997108450493525,0.5364027589459411,-1.6139986248447409,-0.16109427840946083
501-750,DOWN,10%,16963,2515,21D,0.44131344691387137,0.0,1.4473413697523232,0.5577433237045334,-2.0620334627826127,-0.3315382646171705
501-750,DOWN,10%,16963,2515,30D,0.4285798502623357,0.0,1.685244805692553,0.5704769203560691,-2.6695237174084268,-0.583106148556975
501-750,DOWN,15%,6207,2035,1D,0.5234412759787337,0.010828430700108882,0.446485413514465,0.47430320605767684,-0.5396447627112131,0.028731420870258637
501-750,DOWN,15%,6207,2035,2D,0.5345577573707105,0.03951461096333826,0.570382579155623,0.4643144836474948,-0.6761394755171468,0.08345860505529792
501-750,DOWN,15%,6207,2035,3D,0.528757854035766,0.041695198976172354,0.6369660523254044,0.4701143869824392,-0.8089223070236368,0.09173775506864212
501-750,DOWN,15%,6207,2035,5D,0.5174802642178186,0.028729904671212607,0.7642222347777383,0.48171419365232804,-1.0481647929388167,0.08108127073702863
501-750,DOWN,15%,6207,2035,7D,0.5041082648622522,0.005313110383443027,0.8249907722991797,0.49411954245207024,-1.1870563606560958,0.051296942846408726
501-750,DOWN,15%,6207,2035,10D,0.4979861446753665,0.0,0.9435025290918404,0.5008860963428388,-1.3841296874217317,0.06083989303928489
501-750,DOWN,15%,6207,2035,14D,0.4815530852263573,0.0,1.0520512166999616,0.5174802642178186,-1.602311969124256,-0.03895187673920182
501-750,DOWN,15%,6207,2035,21D,0.4712421459642339,0.0,1.2864154070166525,0.5274689866280007,-2.0139371400529567,-0.07903108466840042
501-750,DOWN,15%,6207,2035,30D,0.4440148219751893,0.0,1.4646267789791971,0.5550185274689866,-2.5702784594106833,-0.3617462592575412
501-750,DOWN,20%+,5441,1955,1D,0.5522881823194266,0.030515230338393737,0.4212959224814276,0.44624149972431537,-0.4890816633567619,0.05641365009899819
501-750,DOWN,20%+,5441,1955,2D,0.5675427311156037,0.05996209874024015,0.517887009478171,0.4302517919500092,-0.6574154665119766,0.14573573581000887
501-750,DOWN,20%+,5441,1955,3D,0.5693806285609263,0.08368224056805287,0.6150392753654284,0.4289652637382834,-0.8366327025286959,0.19355561020161222
501-750,DOWN,20%+,5441,1955,5D,0.5552288182319427,0.09398469551825853,0.7018888661923811,0.4425657048336703,-0.9526326299971979,0.21337620771741997
501-750,DOWN,20%+,5441,1955,7D,0.5550450284874104,0.09871295815959412,0.7963453101840745,0.441646756111009,-1.0728777545677033,0.2521841492259857
501-750,DOWN,20%+,5441,1955,10D,0.5495313361514428,0.11525749761091092,0.9445713948766221,0.44826318691417016,-1.310293108417047,0.3134347746777041
501-750,DOWN,20%+,5441,1955,14D,0.5568829259327329,0.14368006372246528,1.0563319262069581,0.44146296636647675,-1.5306819557441567,0.3462053599638568
501-750,DOWN,20%+,5441,1955,21D,0.5267414078294431,0.07546251422163683,1.223845657965711,0.47142069472523435,-1.8523379729953646,0.20266788732539365
501-750,DOWN,20%+,5441,1955,30D,0.5039514795074435,0.008454470091352521,1.3887652024669541,0.49512957176989525,-2.416379826019997,0.05888001870321144
751-1000,DOWN,10%,19256,2965,1D,0.5166181969256336,0.0140559302661907,0.49367527912589365,0.4832260074781886,-0.48296854876300377,0.022061164739027753
751-1000,DOWN,10%,19256,2965,2D,0.5260697964270876,0.041016220747496016,0.6453593991530734,0.4734628167843789,-0.6302757964591328,0.051531872281865725
751-1000,DOWN,10%,19256,2965,3D,0.5129310344827587,0.025947673147346417,0.7592262918609672,0.48686123805567094,-0.7668338028687829,0.03440099005203289
751-1000,DOWN,10%,19256,2965,5D,0.5099709181553801,0.02579843541019791,0.9602473766934438,0.48950976319069384,-1.0130622969587633,0.034605427356387636
751-1000,DOWN,10%,19256,2965,7D,0.5008309098462816,0.0006208018455703553,1.1174547916620956,0.49854590776900704,-1.1970179971263988,0.004374667322203084
751-1000,DOWN,10%,19256,2965,10D,0.5006751142501039,0.0015725354046471141,1.3505831622936997,0.49880556709597007,-1.3936309940272273,0.012241375621982586
751-1000,DOWN,10%,19256,2965,14D,0.4924179476526797,0.0,1.5742892573959721,0.5070108018280016,-1.6916538986432772,-0.02577932724365422
751-1000,DOWN,10%,19256,2965,21D,0.4874844204403822,0.0,2.0464091652273892,0.5118923971749065,-2.1650102165257987,-0.07488675521686175
751-1000,DOWN,10%,19256,2965,30D,0.4711778147071043,0.0,2.54558458486915,0.5279912754466141,-2.7118228483830573,-0.26276081241646343
751-1000,DOWN,nan,3434,918,1D,0.5133954571927781,0.008115611356795878,0.35688726088289685,0.48631333721607456,-0.7826252140999482,0.018504558166735782
751-1000,DOWN,nan,3434,918,2D,0.5075713453698311,0.010272408683438266,0.49265036474626833,0.49039021549213746,-1.2208058211705182,0.029847067178639088
751-1000,DOWN,nan,3434,918,3D,0.4938846825859057,0.0,0.5747945690936991,0.5055329062317997,-1.5273965086907482,-0.024979818335480023
751-1000,DOWN,nan,3434,918,5D,0.4796156086196855,0.0,0.6598717610997192,0.5198019801980198,-2.0668721628228823,-0.10485165855105055
751-1000,DOWN,nan,3434,918,7D,0.4697146185206756,0.0,0.7822520902307943,0.5297029702970297,-2.332708129313577,-0.17562191301948976
751-1000,DOWN,nan,3434,918,10D,0.4714618520675597,0.0,0.9362188448518363,0.5276645311589983,-2.7271332067968457,-0.23507847071116286
751-1000,DOWN,nan,3434,918,14D,0.45136866627839256,0.0,1.0098655696363636,0.5477577169481654,-3.187750483212332,-0.48774663985012373
751-1000,DOWN,nan,3434,918,21D,0.44962143273150845,0.0,1.2614505753073217,0.5495049504950495,-4.395214527275526,-0.6388641703712166
751-1000,DOWN,nan,3434,918,30D,0.43913803145020386,0.0,1.4351354406822892,0.5602795573675015,-5.381552250252458,-1.0410538193086118
751-1000,DOWN,15%,7478,2374,1D,0.5441294463760363,0.03216995676766884,0.4976138789699903,0.45546937683872696,-0.4839162334599448,0.04995995132736239
751-1000,DOWN,15%,7478,2374,2D,0.560443968975662,0.08417169578303188,0.6532672318103977,0.43848622626370687,-0.6493850044017444,0.12416749143317585
751-1000,DOWN,15%,7478,2374,3D,0.5561647499331372,0.09847647217198598,0.7954086210031756,0.4434340732816261,-0.7915754833145688,0.13222517267320436
751-1000,DOWN,15%,7478,2374,5D,0.5502808237496657,0.1159833270147932,0.957539794519322,0.4494517250601765,-0.9899995902076285,0.16238476008544186
751-1000,DOWN,15%,7478,2374,7D,0.5442631719711153,0.12951811488652076,1.0502918447312206,0.45466702326825353,-1.1141482657750856,0.17879057885755306
751-1000,DOWN,15%,7478,2374,10D,0.5474725862530089,0.15400166198043044,1.2501221571631254,0.45212623696175447,-1.3125587042839024,0.22488975657016527
751-1000,DOWN,15%,7478,2374,14D,0.5355710082909869,0.1309035518583334,1.4340994927774835,0.4637603637336186,-1.5964848979476722,0.2228058537216892
751-1000,DOWN,15%,7478,2374,21D,0.5259427654453063,0.13981097854031385,1.8592250798656873,0.47338860657929926,-1.9757998084350419,0.2205329977129334
751-1000,DOWN,15%,7478,2374,30D,0.5077560845145761,0.052558858820317536,2.272367898600466,0.4919764642952661,-2.4920352108634667,0.09690738690654413
751-1000,DOWN,20%+,7654,2288,1D,0.5909328455709433,0.0650889211131927,0.6242049612105309,0.4080219493075516,-0.46705733510459946,0.110348744996964
751-1000,DOWN,20%+,7654,2288,2D,0.6205905408936504,0.16165880326284923,0.817000852392018,0.3782336033446564,-0.6040117724095804,0.27067773669377104
751-1000,DOWN,20%+,7654,2288,3D,0.6255552652207996,0.2039362751927421,0.9845355932287404,0.3735301802978835,-0.7238670798870692,0.3308723945466652
751-1000,DOWN,20%+,7654,2288,5D,0.6229422524170368,0.2703315159149514,1.147077137137154,0.37601254246145804,-0.8912539473669864,0.4604487094774628
751-1000,DOWN,20%+,7654,2288,7D,0.6306506401881369,0.3010876294971584,1.321751768261464,0.3680428534099817,-1.0983953403998183,0.5275909996236496
751-1000,DOWN,20%+,7654,2288,10D,0.6313038933890776,0.39303487173978013,1.5859879051535124,0.3671282989286648,-1.3461770079655948,0.6872507669413833
751-1000,DOWN,20%+,7654,2288,14D,0.6347008100339692,0.47725175237616724,1.861292276559606,0.3639926835641495,-1.4416403245120137,0.8825898345604563
751-1000,DOWN,20%+,7654,2288,21D,0.6170629736085707,0.5105398816285784,2.333333333333333,0.38097726678860727,-1.8599052107986347,0.9706076923287639
751-1000,DOWN,20%+,7654,2288,30D,0.6049124640710739,0.5907343652675554,2.8828623069297414,0.39404233080742096,-2.3890424453767496,1.0854461890588816
1001-1500,DOWN,10%,41480,4125,1D,0.5310028929604629,0.03765600294853122,0.5292913488032885,0.46846673095467695,-0.44907729109712363,0.045361810974111336
1001-1500,DOWN,10%,41480,4125,2D,0.5335583413693347,0.059969315158917486,0.7051779138892958,0.4655255544840887,-0.6061529410918268,0.06669229026533352
1001-1500,DOWN,10%,41480,4125,3D,0.529122468659595,0.06553603773089113,0.8331306266609031,0.4703712632594021,-0.747445638117524,0.07756497911881115
1001-1500,DOWN,10%,41480,4125,5D,0.522420443587271,0.06707317192885011,1.0443386158523285,0.476976856316297,-0.9385479379001352,0.08058319981202766
1001-1500,DOWN,10%,41480,4125,7D,0.5150675024108003,0.054336424483342374,1.1989947574925792,0.48413693346190934,-1.1040412659393164,0.06755339437278339
1001-1500,DOWN,10%,41480,4125,10D,0.5168997107039537,0.07092928291505488,1.4947416785629946,0.4824252651880424,-1.3214906398673192,0.08618742049776862
1001-1500,DOWN,10%,41480,4125,14D,0.5099807135969142,0.05341823120622258,1.8101275347769277,0.4892960462873674,-1.61635112415604,0.07011619371030241
1001-1500,DOWN,10%,41480,4125,21D,0.5055207328833172,0.042594706782244265,2.407625775694317,0.4936354869816779,-2.0750837689106776,0.06501272644447631
1001-1500,DOWN,10%,41480,4125,30D,0.5041465766634523,0.03392338343260448,3.1295737253609257,0.49522661523625844,-2.5962929623598106,0.05457288790239937
1001-1500,DOWN,15%,17574,3639,1D,0.5577557755775577,0.06778054829572966,0.5665759355393885,0.4416182997610106,-0.46206622452664026,0.09131505573869472
1001-1500,DOWN,15%,17574,3639,2D,0.5657789916922726,0.10609738004856376,0.7154758147956615,0.432969158984864,-0.5969456342935797,0.14771699916114125
1001-1500,DOWN,15%,17574,3639,3D,0.5628769773529078,0.12692242826669733,0.8465199163730354,0.43615568453397063,-0.7131670118299916,0.16217944095573872
1001-1500,DOWN,15%,17574,3639,5D,0.5596335495618527,0.1585758788561874,1.0337237091905669,0.43974052577671563,-0.9130818371398719,0.20434135300996736
1001-1500,DOWN,15%,17574,3639,7D,0.5534312051894845,0.1763359134712229,1.1953991151671708,0.44571526118129057,-1.0445141485606313,0.22168348667234186
1001-1500,DOWN,15%,17574,3639,10D,0.5629338795948561,0.23395593986711985,1.4686933760954453,0.43615568453397063,-1.2705422609048271,0.31276277029724386
1001-1500,DOWN,15%,17574,3639,14D,0.5565608284966428,0.25499203005852067,1.7515068106553962,0.4429839535677706,-1.4536002398515453,0.3510935625755941
1001-1500,DOWN,15%,17574,3639,21D,0.5570160464322295,0.33910940410923723,2.3235174479697167,0.44224422442244227,-1.8340830033013316,0.46202389980889413
1001-1500,DOWN,15%,17574,3639,30D,0.5557072948674178,0.4125747553595499,3.0249272573696473,0.4437236827130989,-2.3276404393359167,0.5627916582171429
1001-1500,DOWN,nan,6181,1415,1D,0.520789516259505,0.012064703529482553,0.35146063245275266,0.47888691150299306,-0.7891996554651892,0.029861597957579367
1001-1500,DOWN,nan,6181,1415,2D,0.5177155800032357,0.01778797437985765,0.46367695900706013,0.4803429865717521,-1.1132030279148513,0.04460210717998008
1001-1500,DOWN,nan,6181,1415,3D,0.5130237825594564,0.011055477844806098,0.5558293606385141,0.48649085908429057,-1.4411832610811508,0.029645609451755862
1001-1500,DOWN,nan,6181,1415,5D,0.48422585342177643,0.0,0.656184760323089,0.5157741465782236,-1.7786375591521093,-0.08270620324190348
1001-1500,DOWN,nan,6181,1415,7D,0.47840155314674,0.0,0.7312599310045705,0.5206277301407539,-2.2135199587628946,-0.13828973989271115
1001-1500,DOWN,nan,6181,1415,10D,0.4813137032842582,0.0,0.9030619889519864,0.5170684355282317,-2.7393148465086794,-0.15095865497439523
1001-1500,DOWN,nan,6181,1415,14D,0.46837081378417733,0.0,1.0331597138576023,0.5308202556220676,-3.317487875976603,-0.32047773692200704
1001-1500,DOWN,nan,6181,1415,21D,0.4578547160653616,0.0,1.2417433254253893,0.5411745672221323,-4.40352709248836,-0.5123862707931639
1001-1500,DOWN,nan,6181,1415,30D,0.43682252062773014,0.0,1.4279052211330865,0.5610742598285067,-5.531167420765996,-1.0625835748843435
1001-1500,DOWN,20%+,22151,3761,1D,0.619114261207169,0.10180282403943494,0.7555992663277871,0.3791250959324635,-0.3964590611085786,0.17050794131205677
1001-1500,DOWN,20%+,22151,3761,2D,0.6450724572254074,0.2179968390722149,1.0072864229938125,0.3533926233578619,-0.5359842429946916,0.3290973343701486
1001-1500,DOWN,20%+,22151,3761,3D,0.6555460250101576,0.29806740155711164,1.1768704075803023,0.3430544896392939,-0.6271894305509045,0.4469700699230831
1001-1500,DOWN,20%+,22151,3761,5D,0.6720689810843754,0.4175798761503239,1.4228955785896864,0.3262606654327118,-0.8207715176787957,0.6459711247014182
1001-1500,DOWN,20%+,22151,3761,7D,0.6777120671752969,0.50263961625525,1.6363350853223704,0.32012098776578934,-0.921618573835545,0.7750238782994066
1001-1500,DOWN,20%+,22151,3761,10D,0.6864249920996794,0.6408652415518542,1.9869285586638112,0.3117692203512257,-1.1639937535666622,0.9877511884238508
1001-1500,DOWN,20%+,22151,3761,14D,0.6969888492618843,0.803230509747476,2.3835296763492266,0.30097963974538394,-1.3764332786152835,1.2577571339231284
1001-1500,DOWN,20%+,22151,3761,21D,0.6923389463229651,1.0000000000000004,3.0977610563370117,0.30540381924066634,-1.7133956847522647,1.5639373499508151
1001-1500,DOWN,20%+,22151,3761,30D,0.682000812604397,1.2228568294357258,4.02388705346664,0.3153807954494154,-2.1669167987829465,1.8993069499623514
1501-2000,DOWN,10%,42829,4409,1D,0.5479698335240141,0.06290835606762761,0.5909166108361221,0.44675336804501625,-0.4091440363566249,0.05932231844218194
1501-2000,DOWN,10%,42829,4409,2D,0.5577062270891219,0.11100014714679089,0.8129442687598243,0.43697027714866093,-0.5622692393049428,0.10580511075340446
1501-2000,DOWN,10%,42829,4409,3D,0.5593873310140326,0.1473772276673596,0.9957504349722378,0.4351724298956315,-0.6805396474550747,0.13900174491277245
1501-2000,DOWN,10%,42829,4409,5D,0.558663522379696,0.19820156661888247,1.2850458911083116,0.4361997711830769,-0.86731721495904,0.1845331999838553
1501-2000,DOWN,10%,42829,4409,7D,0.5602745803077354,0.22826868681082024,1.5729180692938067,0.4345653645894137,-1.0262681696989568,0.21379707632570635
1501-2000,DOWN,10%,42829,4409,10D,0.5676761073104672,0.31668065427715364,2.0055204773347564,0.42709379158981065,-1.2601352577055696,0.29674474776337373
1501-2000,DOWN,10%,42829,4409,14D,0.5710850124915361,0.41931877051364047,2.5693796678610434,0.4234980970837517,-1.5475859947176565,0.3951748532498661
1501-2000,DOWN,10%,42829,4409,21D,0.5815685633566041,0.6256270744925531,3.716883153734199,0.41287445422494107,-2.025173827912535,0.6040384290118747
1501-2000,DOWN,10%,42829,4409,30D,0.5864484344719699,0.8993086638643901,4.975651646393233,0.40715403114711995,-2.625931413290187,0.8410229917366319
1501-2000,DOWN,20%+,37346,4227,1D,0.6506185401381674,0.14097772707246392,0.96441542988944,0.3397954265517057,-0.2915722772346555,0.20073090809873426
1501-2000,DOWN,20%+,37346,4227,2D,0.6901140684410646,0.3286230802349478,1.3072539302661403,0.30169228297541906,-0.409315653310054,0.45746841569595126
1501-2000,DOWN,20%+,37346,4227,3D,0.7040646923365287,0.4547622749765876,1.4996021778704112,0.2889733840304182,-0.5271971850366928,0.6074416316247714
1501-2000,DOWN,20%+,37346,4227,5D,0.7271193702136775,0.6668355944594943,1.8803416930605028,0.2661596958174905,-0.6787741167476393,0.8951236893118766
1501-2000,DOWN,20%+,37346,4227,7D,0.7367054035238044,0.8287257727241526,2.2268746727995934,0.2570020885770899,-0.8483767921579887,1.1209045969744862
1501-2000,DOWN,20%+,37346,4227,10D,0.7482996840357736,1.052759681695757,2.753542833915021,0.24594334065227869,-1.1030736682846438,1.4487887180349452
1501-2000,DOWN,20%+,37346,4227,14D,0.7590371124082901,1.3205422794156987,3.457954591516178,0.23475070958067798,-1.4197170750066355,1.8481470482848996
