event_id,price_recovery_day,pre_rank_state,rank_outcome,fwd_rank_vel_14d,price_recovered,rank_recovered
LF2EV_3756_20220409,1.0,RANK_DETERIORATING,RANK_RECOVERY,-23.0,0,1
LF2EV_3756_20221223,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-45.0,1,0
LF2EV_3758_20210227,1.0,RANK_DETERIORATING,RANK_RECOVERY,-50.0,1,1
LF2EV_3766_20200824,3.0,RANK_IMPROVING,RANK_RECOVERY,-16.0,1,1
LF2EV_3785_20200828,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,403.0,1,0
LF2EV_3791_20210126,3.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-74.0,1,0
LF2EV_3795_20250720,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-44.0,0,0
LF2EV_3839_20210706,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-9.0,1,0
LF2EV_3840_20210416,1.0,RANK_DETERIORATING,RANK_RECOVERY,-176.0,1,1
LF2EV_3840_20210728,2.0,RANK_DETERIORATING,RANK_RECOVERY,6.0,1,1
LF2EV_3840_20211212,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-258.0,0,0
LF2EV_3840_20221206,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-231.0,1,0
LF2EV_3845_20221115,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-12.0,0,0
LF2EV_3855_20250618,3.0,RANK_DETERIORATING,RANK_RECOVERY,42.0,1,1
LF2EV_3855_20250709,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-50.0,1,0
LF2EV_3866_20210702,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,29.0,0,0
LF2EV_3866_20220707,10.0,RANK_IMPROVING,RANK_RECOVERY,73.0,1,1
LF2EV_3874_20240210,3.0,RANK_STABLE,RANK_CONTINUED_DETERIORATION,-7.0,1,0
LF2EV_3874_20240711,1.0,RANK_DETERIORATING,RANK_RECOVERY,-109.0,1,1
LF2EV_3883_20210202,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-136.0,1,0
LF2EV_3884_20250302,7.0,RANK_DETERIORATING,RANK_RECOVERY,105.0,1,1
LF2EV_3914_20210426,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,312.0,1,0
LF2EV_3914_20210503,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,238.0,1,0
LF2EV_3930_20250423,,RANK_STABLE,RANK_CONTINUED_DETERIORATION,93.0,0,0
LF2EV_3936_20220201,1.0,RANK_DETERIORATING,RANK_RECOVERY,-180.0,1,1
LF2EV_3950_20240627,,RANK_STABLE,RANK_RECOVERY,67.0,0,1
LF2EV_3950_20240709,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,25.0,0,0
LF2EV_3968_20221231,3.0,RANK_DETERIORATING,RANK_STABLE,-40.0,1,0
LF2EV_3974_20210606,3.0,RANK_DETERIORATING,RANK_RECOVERY,-93.0,1,1
LF2EV_3988_20210119,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-32.0,1,0
LF2EV_3998_20200919,1.0,RANK_DETERIORATING,RANK_RECOVERY,-78.0,1,1
LF2EV_4036_20221127,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-18.0,1,0
LF2EV_4038_20240128,1.0,RANK_IMPROVING,RANK_RECOVERY,71.0,0,1
LF2EV_4038_20251202,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,75.0,0,0
LF2EV_4053_20210426,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,106.0,0,0
LF2EV_4056_20241207,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-44.0,0,0
LF2EV_4058_20220319,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-22.0,0,0
LF2EV_4064_20210915,1.0,RANK_DETERIORATING,RANK_RECOVERY,-12.0,0,1
LF2EV_4064_20211127,1.0,RANK_IMPROVING,RANK_RECOVERY,6.0,1,1
LF2EV_4064_20260821,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-42.0,0,0
LF2EV_4090_20240324,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,104.0,1,0
LF2EV_4090_20241018,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-133.0,0,0
LF2EV_4090_20250325,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-47.0,1,0
LF2EV_4090_20260511,2.0,RANK_DETERIORATING,RANK_RECOVERY,-87.0,0,1
LF2EV_4091_20210615,5.0,RANK_DETERIORATING,RANK_RECOVERY,-256.0,1,1
LF2EV_4100_20210101,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-160.0,1,0
LF2EV_4103_20211107,10.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-56.0,1,0
LF2EV_4116_20240128,1.0,RANK_DETERIORATING,RANK_RECOVERY,-222.0,1,1
LF2EV_4116_20240213,1.0,RANK_DETERIORATING,RANK_RECOVERY,43.0,1,1
LF2EV_4166_20210412,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-68.0,1,0
LF2EV_4167_20200826,7.0,RANK_DETERIORATING,RANK_RECOVERY,-55.0,0,1
LF2EV_4183_20210503,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-42.0,0,0
LF2EV_4189_20240711,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,40.0,0,0
LF2EV_4189_20250607,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,17.0,0,0
LF2EV_4197_20220627,5.0,RANK_DETERIORATING,RANK_RECOVERY,23.0,1,1
LF2EV_4242_20201009,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-91.0,1,0
LF2EV_4268_20221005,1.0,RANK_DETERIORATING,RANK_RECOVERY,-62.0,1,1
LF2EV_4283_20201123,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-41.0,1,0
LF2EV_4283_20220528,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-31.0,0,0
LF2EV_4283_20230716,5.0,RANK_DETERIORATING,RANK_RECOVERY,-9.0,1,1
LF2EV_4300_20210624,3.0,RANK_DETERIORATING,RANK_RECOVERY,15.0,1,1
LF2EV_4300_20211121,7.0,RANK_IMPROVING,RANK_RECOVERY,-7.0,1,1
LF2EV_4309_20200730,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-47.0,0,0
LF2EV_4309_20211016,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-45.0,1,0
LF2EV_4366_20210219,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,72.0,1,0
LF2EV_4366_20211031,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,114.0,1,0
LF2EV_4430_20201225,1.0,RANK_DETERIORATING,RANK_RECOVERY,-39.0,1,1
LF2EV_4431_20210705,,RANK_STABLE,RANK_CONTINUED_DETERIORATION,10.0,0,0
LF2EV_4441_20221210,3.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,17.0,1,0
LF2EV_4467_20220713,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,270.0,1,0
LF2EV_4467_20220927,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-27.0,0,0
LF2EV_4467_20230325,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-31.0,1,0
LF2EV_4467_20230331,1.0,RANK_DETERIORATING,RANK_RECOVERY,-17.0,1,1
LF2EV_4484_20200909,10.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,27.0,1,0
LF2EV_4490_20210715,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-25.0,1,0
LF2EV_4490_20220309,2.0,RANK_IMPROVING,RANK_RECOVERY,6.0,0,1
LF2EV_4566_20220911,30.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-178.0,1,0
LF2EV_4586_20211005,3.0,RANK_DETERIORATING,RANK_RECOVERY,-28.0,1,1
LF2EV_4586_20211025,7.0,RANK_DETERIORATING,RANK_RECOVERY,-3.0,1,1
LF2EV_4586_20220207,2.0,RANK_DETERIORATING,RANK_RECOVERY,33.0,1,1
LF2EV_4586_20220801,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,18.0,1,0
LF2EV_4586_20230416,,RANK_DETERIORATING,RANK_RECOVERY,-83.0,0,1
LF2EV_4621_20210118,2.0,RANK_DETERIORATING,RANK_RECOVERY,-81.0,1,1
LF2EV_4660_20250524,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-127.0,0,0
LF2EV_4702_20220815,,RANK_IMPROVING,RANK_RECOVERY,-11.0,0,1
LF2EV_4707_20201129,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-115.0,1,0
LF2EV_4746_20250129,,RANK_IMPROVING,RANK_RECOVERY,188.0,0,1
LF2EV_4752_20210911,1.0,RANK_DETERIORATING,RANK_RECOVERY,-79.0,1,1
LF2EV_4752_20220214,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-50.0,1,0
LF2EV_4757_20211106,5.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,5.0,0,0
LF2EV_4758_20241222,1.0,RANK_IMPROVING,RANK_RECOVERY,254.0,1,1
LF2EV_4769_20211002,3.0,RANK_DETERIORATING,RANK_RECOVERY,-44.0,1,1
LF2EV_4804_20210715,14.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-66.0,1,0
LF2EV_4807_20250701,21.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,111.0,1,0
LF2EV_4809_20221224,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-15.0,1,0
LF2EV_4818_20210430,1.0,RANK_DETERIORATING,RANK_RECOVERY,-1.0,0,1
LF2EV_4824_20200803,3.0,RANK_DETERIORATING,RANK_RECOVERY,-68.0,1,1
LF2EV_4824_20210112,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,84.0,1,0
LF2EV_4862_20220723,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-17.0,0,0
LF2EV_4894_20220302,30.0,RANK_IMPROVING,RANK_RECOVERY,19.0,1,1
LF2EV_4901_20210213,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-150.0,1,0
LF2EV_4901_20210605,1.0,RANK_DETERIORATING,RANK_RECOVERY,-10.0,1,1
LF2EV_4901_20210608,1.0,RANK_DETERIORATING,RANK_RECOVERY,-13.0,1,1
LF2EV_4917_20210609,1.0,RANK_DETERIORATING,RANK_RECOVERY,-157.0,1,1
LF2EV_4950_20201231,1.0,RANK_IMPROVING,RANK_RECOVERY,119.0,1,1
LF2EV_4950_20210117,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,89.0,1,0
LF2EV_4950_20210207,2.0,RANK_DETERIORATING,RANK_RECOVERY,-141.0,1,1
LF2EV_4958_20210411,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,84.0,1,0
LF2EV_4978_20220320,7.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,145.0,1,0
LF2EV_4997_20201226,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,95.0,1,0
LF2EV_5007_20250102,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-27.0,0,0
LF2EV_5011_20211012,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,64.0,1,0
LF2EV_5031_20211127,1.0,RANK_DETERIORATING,RANK_RECOVERY,82.0,1,1
LF2EV_5031_20220203,,RANK_DETERIORATING,RANK_RECOVERY,10.0,0,1
LF2EV_5039_20210405,1.0,RANK_DETERIORATING,RANK_RECOVERY,-84.0,1,1
LF2EV_5049_20210813,3.0,RANK_IMPROVING,RANK_RECOVERY,59.0,1,1
LF2EV_5051_20200824,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-43.0,0,0
LF2EV_5060_20220803,7.0,RANK_IMPROVING,RANK_RECOVERY,72.0,0,1
LF2EV_5072_20210509,1.0,RANK_DETERIORATING,RANK_RECOVERY,-96.0,1,1
LF2EV_5072_20210606,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-78.0,1,0
LF2EV_5079_20221211,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,2.0,0,0
LF2EV_5103_20210627,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,119.0,0,0
LF2EV_5113_20250528,14.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-55.0,1,0
LF2EV_5113_20250607,1.0,RANK_IMPROVING,RANK_RECOVERY,-138.0,1,1
LF2EV_5113_20251013,1.0,RANK_DETERIORATING,RANK_RECOVERY,-5.0,1,1
LF2EV_5115_20210712,1.0,RANK_IMPROVING,RANK_RECOVERY,121.0,1,1
LF2EV_5115_20210925,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-108.0,1,0
LF2EV_5115_20211013,2.0,RANK_DETERIORATING,RANK_RECOVERY,-164.0,1,1
LF2EV_5115_20230408,2.0,RANK_DETERIORATING,RANK_RECOVERY,-15.0,1,1
LF2EV_5203_20211129,1.0,RANK_DETERIORATING,RANK_RECOVERY,-52.0,1,1
LF2EV_5203_20220225,3.0,RANK_IMPROVING,RANK_RECOVERY,82.0,1,1
LF2EV_5221_20240208,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-35.0,0,0
LF2EV_5225_20250506,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,46.0,0,0
LF2EV_5226_20220420,,RANK_STABLE,RANK_CONTINUED_DETERIORATION,3.0,0,0
LF2EV_5228_20250518,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,10.0,0,0
LF2EV_5228_20260221,2.0,RANK_IMPROVING,RANK_RECOVERY,76.0,1,1
LF2EV_5266_20241115,1.0,RANK_IMPROVING,RANK_RECOVERY,8.0,0,1
LF2EV_5299_20201209,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-79.0,0,0
LF2EV_5299_20220728,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-13.0,1,0
LF2EV_5313_20210918,1.0,RANK_DETERIORATING,RANK_RECOVERY,-293.0,1,1
LF2EV_5325_20210619,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-190.0,0,0
LF2EV_5336_20210629,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,85.0,0,0
LF2EV_5382_20220721,21.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,11.0,1,0
LF2EV_5382_20220811,2.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,21.0,0,0
LF2EV_5397_20200912,2.0,RANK_DETERIORATING,RANK_RECOVERY,-60.0,1,1
LF2EV_5401_20211216,5.0,RANK_DETERIORATING,RANK_RECOVERY,138.0,1,1
LF2EV_5401_20221225,21.0,RANK_DETERIORATING,RANK_RECOVERY,5.0,0,1
LF2EV_5429_20250817,3.0,RANK_IMPROVING,RANK_RECOVERY,-16.0,1,1
LF2EV_5429_20251020,2.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,125.0,0,0
LF2EV_5437_20210329,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-189.0,0,0
LF2EV_5446_20210912,3.0,RANK_IMPROVING,RANK_RECOVERY,-14.0,0,1
LF2EV_5453_20231216,5.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,21.0,0,0
LF2EV_5453_20240929,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,172.0,1,0
LF2EV_5468_20241206,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-250.0,0,0
LF2EV_5468_20250603,30.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,94.0,1,0
LF2EV_5468_20250913,3.0,RANK_DETERIORATING,RANK_RECOVERY,-48.0,1,1
LF2EV_5468_20251105,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,-64.0,0,0
LF2EV_5471_20220318,2.0,RANK_DETERIORATING,RANK_STABLE,-74.0,0,0
LF2EV_5471_20241224,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,41.0,1,0
LF2EV_5475_20210122,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-154.0,0,0
LF2EV_5475_20210131,14.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-462.0,1,0
LF2EV_5475_20210331,1.0,RANK_DETERIORATING,RANK_RECOVERY,-456.0,1,1
LF2EV_5478_20210411,1.0,RANK_DETERIORATING,RANK_RECOVERY,-440.0,1,1
LF2EV_5481_20220902,10.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-17.0,1,0
LF2EV_5509_20210514,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,339.0,0,0
LF2EV_5509_20220813,1.0,RANK_DETERIORATING,RANK_RECOVERY,-36.0,0,1
LF2EV_5523_20210328,1.0,RANK_DETERIORATING,RANK_RECOVERY,-134.0,1,1
LF2EV_5523_20211017,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-124.0,1,0
LF2EV_5523_20211220,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-46.0,1,0
LF2EV_5541_20210802,10.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,77.0,1,0
LF2EV_5583_20220306,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-94.0,1,0
LF2EV_5589_20220706,5.0,RANK_DETERIORATING,RANK_RECOVERY,-11.0,1,1
LF2EV_5600_20220619,5.0,RANK_IMPROVING,RANK_RECOVERY,16.0,1,1
LF2EV_5601_20230110,1.0,RANK_DETERIORATING,RANK_RECOVERY,-73.0,1,1
LF2EV_5604_20260302,2.0,RANK_DETERIORATING,RANK_RECOVERY,-39.0,1,1
LF2EV_5614_20220718,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-61.0,0,0
LF2EV_5618_20210201,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-4.0,1,0
LF2EV_5626_20230129,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-114.0,1,0
LF2EV_5690_20210226,1.0,RANK_IMPROVING,RANK_RECOVERY,2.0,0,1
LF2EV_5747_20220321,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-19.0,0,0
LF2EV_5777_20240302,1.0,RANK_DETERIORATING,RANK_RECOVERY,-44.0,1,1
LF2EV_5818_20210301,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,8.0,0,0
LF2EV_5821_20210515,21.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-42.0,0,0
LF2EV_5821_20231120,14.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,21.0,1,0
LF2EV_5824_20250805,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-49.0,0,0
LF2EV_5824_20260124,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,72.0,0,0
LF2EV_5829_20240713,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,32.0,0,0
LF2EV_5835_20211004,1.0,RANK_DETERIORATING,RANK_RECOVERY,-197.0,1,1
LF2EV_5839_20211219,1.0,RANK_IMPROVING,RANK_RECOVERY,275.0,1,1
LF2EV_5841_20210904,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,24.0,0,0
LF2EV_5858_20250910,1.0,RANK_IMPROVING,RANK_RECOVERY,1335.0,0,1
LF2EV_5877_20230101,2.0,RANK_IMPROVING,RANK_RECOVERY,62.0,1,1
LF2EV_5880_20210813,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-170.0,0,0
LF2EV_5893_20211030,21.0,RANK_IMPROVING,RANK_STABLE,2.0,0,0
LF2EV_5893_20240915,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-166.0,1,0
LF2EV_5956_20240603,1.0,RANK_DETERIORATING,RANK_RECOVERY,-139.0,1,1
LF2EV_5957_20240201,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,53.0,0,0
LF2EV_5957_20240222,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-94.0,0,0
LF2EV_5957_20240910,1.0,RANK_DETERIORATING,RANK_RECOVERY,-103.0,1,1
LF2EV_5966_20220901,1.0,RANK_DETERIORATING,RANK_RECOVERY,-56.0,1,1
LF2EV_5966_20221020,1.0,RANK_DETERIORATING,RANK_RECOVERY,-37.0,1,1
LF2EV_5966_20221220,1.0,RANK_DETERIORATING,RANK_RECOVERY,-40.0,1,1
LF2EV_6120_20201215,1.0,RANK_STABLE,RANK_CONTINUED_DETERIORATION,19.0,1,0
LF2EV_6120_20211030,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,93.0,0,0
LF2EV_6180_20210623,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,5.0,0,0
LF2EV_6216_20231201,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,25.0,1,0
LF2EV_6216_20240414,1.0,RANK_IMPROVING,RANK_RECOVERY,6.0,1,1
LF2EV_6216_20240421,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,23.0,1,0
LF2EV_6216_20240727,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-53.0,1,0
LF2EV_6283_20220324,3.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-2.0,0,0
LF2EV_6375_20210807,7.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,104.0,1,0
LF2EV_6404_20210628,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,202.0,0,0
LF2EV_6625_20220225,1.0,RANK_DETERIORATING,RANK_RECOVERY,-626.0,1,1
LF2EV_6651_20210604,2.0,RANK_IMPROVING,RANK_RECOVERY,108.0,0,1
LF2EV_6651_20240527,,RANK_IMPROVING,RANK_RECOVERY,140.0,0,1
LF2EV_6724_20250412,5.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,19.0,1,0
LF2EV_6727_20220206,1.0,RANK_DETERIORATING,RANK_RECOVERY,54.0,0,1
LF2EV_6735_20210420,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-418.0,1,0
LF2EV_6739_20231220,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,29.0,0,0
LF2EV_6801_20220724,1.0,RANK_IMPROVING,RANK_RECOVERY,15.0,1,1
LF2EV_6810_20210701,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,36.0,1,0
LF2EV_6810_20220318,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-144.0,0,0
LF2EV_6843_20210619,,RANK_DETERIORATING,RANK_RECOVERY,-8.0,0,1
LF2EV_6855_20230811,1.0,RANK_DETERIORATING,RANK_RECOVERY,-10.0,0,1
LF2EV_6855_20231230,1.0,RANK_DETERIORATING,RANK_RECOVERY,-21.0,1,1
LF2EV_6862_20210721,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-126.0,1,0
LF2EV_6865_20240324,10.0,RANK_STABLE,RANK_CONTINUED_DETERIORATION,-16.0,1,0
LF2EV_6891_20211208,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-172.0,0,0
LF2EV_6928_20250418,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-21.0,0,0
LF2EV_6929_20230302,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-101.0,0,0
LF2EV_6940_20210614,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-74.0,0,0
LF2EV_6942_20240414,1.0,RANK_DETERIORATING,RANK_RECOVERY,-129.0,1,1
LF2EV_6947_20220301,1.0,RANK_DETERIORATING,RANK_RECOVERY,-25.0,1,1
LF2EV_6947_20220310,1.0,RANK_DETERIORATING,RANK_RECOVERY,-82.0,1,1
LF2EV_6949_20210620,,RANK_DETERIORATING,RANK_RECOVERY,-27.0,0,1
LF2EV_6949_20210713,14.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-45.0,1,0
LF2EV_7040_20210902,7.0,RANK_IMPROVING,RANK_RECOVERY,36.0,1,1
LF2EV_7046_20240710,5.0,RANK_STABLE,RANK_CONTINUED_DETERIORATION,28.0,0,0
LF2EV_7048_20230702,30.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,9.0,1,0
LF2EV_7105_20220731,5.0,RANK_STABLE,RANK_CONTINUED_DETERIORATION,-11.0,0,0
LF2EV_7127_20221229,1.0,RANK_IMPROVING,RANK_RECOVERY,148.0,1,1
LF2EV_7127_20240308,5.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-5.0,1,0
LF2EV_7129_20250928,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,24.0,0,0
LF2EV_7129_20260506,2.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,78.0,0,0
LF2EV_7150_20220313,1.0,RANK_IMPROVING,RANK_RECOVERY,86.0,0,1
LF2EV_7150_20221223,10.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,10.0,1,0
LF2EV_7150_20240330,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-12.0,0,0
LF2EV_7157_20210906,,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,47.0,0,0
LF2EV_7157_20210910,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,1.0,0,0
LF2EV_7168_20210508,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-50.0,0,0
LF2EV_7176_20210306,1.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-52.0,1,0
LF2EV_7176_20210707,10.0,RANK_DETERIORATING,RANK_RECOVERY,-89.0,0,1
LF2EV_7189_20240604,1.0,RANK_DETERIORATING,RANK_RECOVERY,-60.0,1,1
LF2EV_7190_20210417,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-113.0,0,0
LF2EV_7229_20230217,1.0,RANK_DETERIORATING,RANK_RECOVERY,16.0,1,1
LF2EV_7236_20240218,1.0,RANK_IMPROVING,RANK_CONTINUED_DETERIORATION,16.0,1,0
LF2EV_7236_20240518,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,-2.0,1,0
LF2EV_7236_20260220,1.0,RANK_STABLE,RANK_RECOVERY,-3.0,1,1
LF2EV_7255_20210625,2.0,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,15.0,1,0
LF2EV_7270_20240913,1.0,RANK_DETERIORATING,RANK_RECOVERY,-392.0,1,1
LF2EV_7281_20250501,14.0,RANK_DETERIORATING,RANK_RECOVERY,-140.0,1,1
LF2EV_7310_20220218,1.0,RANK_DETERIORATING,RANK_RECOVERY,-166.0,1,1
LF2EV_7311_20240408,2.0,RANK_DETERIORATING,RANK_RECOVERY,13.0,0,1
LF2EV_7315_20210207,1.0,RANK_DETERIORATING,RANK_RECOVERY,-252.0,1,1
LF2EV_7320_20221230,2.0,RANK_DETERIORATING,RANK_RECOVERY,-67.0,1,1
LF2EV_7380_20210430,,RANK_DETERIORATING,RANK_CONTINUED_DETERIORATION,133.0,0,0
LF2EV_7440_20240716,5.0,RANK_DETERIORATING,RANK_RECOVERY,-133.0,1,1
LF2EV_7463_20240411,1.0,RANK_DETERIORATING,RANK_RECOVERY,2.0,1,1
