lag_d,variable,n_rev,n_con,med_rev,med_con,diff,ranksum_p,p_fdr
-30,total_mcap_chg30,536,432,0.03462324894762059,0.01926438600027991,0.015358862947340679,0.3350378708257734,0.6936477230603573
-30,eth_share,539,433,0.15458495020736868,0.15005167735952232,0.0045332728478463535,0.9713933201144185,1.0
-30,n_stablecoins_in_top500,539,433,23.0,23.0,0.0,0.9322180161513492,0.9959724016247298
-30,mkt_ret_1d,539,433,0.0017206646740942546,0.0020004116944341388,-0.0002797470203398842,0.9177924491008423,0.9915529728033858
-21,top500_breadth_30d,549,439,0.304,0.276,0.02799999999999997,0.8727206978208096,0.9658054219748001
-21,top500_breadth_7d,549,439,0.394,0.332,0.062,0.07056972001796213,0.3710366722593886
-21,breadth_vel,549,439,0.0,-0.0020000000000000018,0.0020000000000000018,0.6448948875935774,0.8817597658786179
-21,breadth_accel,549,439,0.0,0.008000000000000007,-0.008000000000000007,0.6921719373564728,0.8934401662994176
-21,top500_dispersion_30d,526,425,0.3400522964723899,0.3158651113751665,0.024187185097223396,0.11350119116458768,0.4982014420943091
-21,top500_dispersion_7d,537,429,0.15201952781109798,0.1501324117515633,0.001887116059534677,0.27062330182229555,0.6732579703871743
-21,top3_share,549,439,0.7129474958901791,0.7127728758884194,0.0001746200017597177,0.6167456164482108,0.8688957579795235
-21,top3_share_chg7,549,439,-0.0005030406429109568,-0.00013242776999500272,-0.00037061287291595413,0.5368445905366213,0.8079725552587825
-21,btc_return_30d,526,425,0.006596381422504627,0.0022520937051608847,0.004344287717343742,0.40070656735948784,0.7377629940553748
-21,btc_dominance,549,439,0.5102113581390375,0.5149058775866561,-0.0046945194476185614,0.6446534248167324,0.8817597658786179
-21,btc_dom_chg30,547,439,0.00043023603531211485,-0.002552331852849754,0.002982567888161869,0.21309309265169063,0.6507633368404924
-21,eth_btc_relative_return_30d,526,425,-0.012758062531921688,-0.012679731604199107,-7.833092772258077e-05,0.5610419765460941,0.8198607680186475
-21,eth_btc_relative_return_7d,537,429,-0.005579192964578761,-0.005778103182807248,0.00019891021822848742,0.991018802935917,1.0
-21,med_ret30_11_50,526,425,-0.024332516611327487,-0.03413962344014587,0.009807106828818385,0.3109509663422104,0.6936477230603573
-21,med_ret30_51_200,526,425,-0.04656862206536397,-0.052291906316258074,0.005723284250894106,0.4200101339818131,0.7474287456734404
-21,med_ret30_201_500,526,425,-0.046422875349279025,-0.055161531073057546,0.008738655723778521,0.6086810359546326,0.8622981342690629
-21,rb_spread,537,429,1.0,1.0,0.0,0.8235938024790025,0.95245541783286
-21,pos_ret_share,549,439,0.448,0.44,0.008000000000000007,0.818104084514812,0.9510930465672595
-21,pos_vel7_share,549,439,0.362,0.36,0.0020000000000000018,0.895570228397498,0.9780317269437345
-21,leadership_width,549,439,0.0,0.0,0.0,1.0,1.0
-21,rank_depth_rel,526,425,-0.03533807167440359,-0.02792234099940666,-0.007415730674996929,0.013094556447793544,0.09483694236881769
-21,vol_med,530,431,0.05277686226266862,0.05195475345428444,0.000822108808384174,0.37933934465720487,0.7245807706935373
-21,chain_tvl_med_chg7,549,439,0.008710122108257723,0.006385032128649826,0.002325089979607897,0.09286883565571838,0.4345239099487741
-21,stablecoin_change_7d,549,439,0.008269246688198173,0.006334305019606745,0.0019349416685914278,0.07718001280932002,0.38563962691951703
-21,stablecoin_change_30d,549,439,0.0348993962665336,0.03262365377101384,0.0022757424955197614,0.5081036231162235,0.8022688786045634
-21,dex_volume_change_7d,549,439,-0.0034434950538188014,0.02349203028745106,-0.02693552534126986,0.2326494808325109,0.6599162958236069
-21,total_mcap_chg30,547,439,0.005448297099836186,0.016947801417578345,-0.01149950431774216,0.7485666518943579,0.9155131713815888
-21,eth_share,549,439,0.15348057254717473,0.14857169093601225,0.0049088816111624856,0.6885338413470644,0.8934401662994176
-21,n_stablecoins_in_top500,549,439,23.0,23.0,0.0,0.7041277943286413,0.8934401662994176
-21,mkt_ret_1d,549,439,0.0013809739391270933,0.0011426765793414659,0.00023829735978562745,0.8859050457243901,0.973731839050515
-14,top500_breadth_30d,548,437,0.281,0.312,-0.030999999999999972,0.806768583147616,0.9440760622520169
-14,top500_breadth_7d,548,437,0.38,0.448,-0.068,0.1673439031190307,0.5996639527445347
-14,breadth_vel,548,437,0.0,0.00399999999999999,-0.00399999999999999,0.32860768151789066,0.6936477230603573
-14,breadth_accel,548,437,0.0030000000000000027,0.023999999999999997,-0.020999999999999994,0.19872086119870913,0.6374065359203878
-14,top500_dispersion_30d,520,421,0.34236239697147997,0.2925826181117645,0.04977977885971546,0.045591821855133614,0.264225331205888
-14,top500_dispersion_7d,536,431,0.1548583576752847,0.14502537297379434,0.009832984701490355,0.1727644030652319,0.5996639527445347
-14,top3_share,548,437,0.7143553242396763,0.7128490848717842,0.0015062393678920705,0.11865111186398632,0.5088012669615716
-14,top3_share_chg7,548,437,0.00016036000990155008,-0.00036031948213799403,0.0005206794920395441,0.15312469341536072,0.578471064013585
-14,btc_return_30d,520,421,0.001709744340984698,0.002251667918427458,-0.00054192357744276,0.47573318201674675,0.7826578155759383
-14,btc_dominance,548,437,0.5066221978415628,0.5098551861684739,-0.0032329883269111015,0.4489085705951801,0.7602048740723437
-14,btc_dom_chg30,547,437,0.0006495074093481046,-0.0002051700706637849,0.0008546774800118895,0.7924597031794026,0.9420849618216675
-14,eth_btc_relative_return_30d,520,421,-0.011701005204887205,-0.00841797523776977,-0.0032830299671174346,0.6029228776649254,0.8565199654849914
-14,eth_btc_relative_return_7d,536,431,-0.00720621138500277,-0.00243247402038671,-0.00477373736461606,0.13859246556909127,0.5396288231319043
-14,med_ret30_11_50,520,421,-0.025249955676236585,-0.02093202298308794,-0.004317932693148646,0.6740647804454676,0.8934401662994176
-14,med_ret30_51_200,520,421,-0.04720262954682364,-0.045918498558494725,-0.0012841309883289131,0.513680922246289,0.8031820273241861
-14,med_ret30_201_500,520,421,-0.04938790143294802,-0.04498092475477372,-0.004406976678174301,0.6689631575475707,0.8934401662994176
-14,rb_spread,536,431,1.0,1.0,0.0,0.8932119629576715,0.9780317269437345
-14,pos_ret_share,548,437,0.455,0.478,-0.022999999999999965,0.5144284243823412,0.8031820273241861
-14,pos_vel7_share,548,437,0.36,0.366,-0.006000000000000005,0.07252402648617988,0.3774209541627728
-14,leadership_width,548,437,0.0,0.0,0.0,1.0,1.0
-14,rank_depth_rel,520,421,-0.0344384981658995,-0.02923945972387698,-0.005199038442022519,0.12248091689311735,0.5120103902909003
-14,vol_med,534,431,0.052291341691919124,0.05162692550575174,0.0006644161861673811,0.34830134201873175,0.7021094246227398
-14,chain_tvl_med_chg7,548,437,0.008998329746410683,0.004141921599641218,0.004856408146769464,0.7374578467868905,0.9142032842003783
-14,stablecoin_change_7d,548,437,0.0073748671034947755,0.006154265938108416,0.001220601165386359,0.3062966799251493,0.6936477230603573
-14,stablecoin_change_30d,548,437,0.03536074154793112,0.03153803928485721,0.003822702263073907,0.39991449621449415,0.7377629940553748
-14,dex_volume_change_7d,548,437,0.00323497970303932,-0.016378120901358373,0.019613100604397693,0.18091072050661494,0.605366789697046
-14,total_mcap_chg30,547,437,0.01846342343468632,0.020237617054182477,-0.001774193619496156,0.5794990486341045,0.833214500414197
-14,eth_share,548,437,0.15288024821392845,0.15197873871313602,0.0009015095007924301,0.8730123520203585,0.9658054219748001
-14,n_stablecoins_in_top500,548,437,23.0,23.0,0.0,0.6564765266273129,0.8870390936273904
-14,mkt_ret_1d,548,437,0.0031903159736315556,0.0021744613056669795,0.001015854667964576,0.9371103989694493,0.9959724016247298
-10,top500_breadth_30d,560,442,0.27,0.3,-0.02999999999999997,0.742728313488257,0.9142032842003783
-10,top500_breadth_7d,560,442,0.446,0.431,0.015000000000000013,0.7286438173316026,0.9130426212263324
-10,breadth_vel,560,442,-0.0020000000000000018,-0.0020000000000000018,0.0,0.6958704257340385,0.8934401662994176
-10,breadth_accel,560,442,0.001999999999999995,0.004999999999999949,-0.002999999999999954,0.8345562768827928,0.9564577555285939
-10,top500_dispersion_30d,534,430,0.3374754125411368,0.29988736444576525,0.03758804809537153,0.028275420857247883,0.17803042761970891
-10,top500_dispersion_7d,544,436,0.14708668901873495,0.14441284513063962,0.0026738438880953286,0.3965100348755677,0.7377629940553748
-10,top3_share,560,442,0.7131822803461723,0.7122241553131974,0.0009581250329748769,0.4442815993918994,0.7602048740723437
-10,top3_share_chg7,560,442,0.0007144047353703775,-0.0006043648125280687,0.0013187695478984462,0.27477757054857954,0.6744047243407413
-10,btc_return_30d,534,430,0.000751752831266661,0.0012451392186880739,-0.0004933863874214128,0.4570961729462387,0.7618269549103979
-10,btc_dominance,560,442,0.5096397995225039,0.5047619555603934,0.004877843962110551,0.44519856748736264,0.7602048740723437
-10,btc_dom_chg30,560,442,-3.196487550205518e-06,0.0004066462467652021,-0.00040984273431540763,0.8516715304050567,0.9658054219748001
-10,eth_btc_relative_return_30d,534,430,-0.0152039155437107,-0.012260484245301628,-0.0029434312984090716,0.5429021926564306,0.8079725552587825
-10,eth_btc_relative_return_7d,544,436,-0.00784974458860449,-0.007179525538641096,-0.0006702190499633942,0.2361530778514921,0.6599162958236069
-10,med_ret30_11_50,534,430,-0.03560958080825688,-0.02383147386692641,-0.011778106941330468,0.7899766557999504,0.9413273234999409
-10,med_ret30_51_200,534,430,-0.05916316921195472,-0.04428204850053605,-0.014881120711418672,0.5433652027744628,0.8079725552587825
-10,med_ret30_201_500,534,430,-0.05399121691521244,-0.042699209954735584,-0.011292006960476858,0.6138118201987365,0.867157973133949
-10,rb_spread,544,436,1.0,1.0,0.0,0.49403464586612567,0.7898359542060316
-10,pos_ret_share,560,442,0.448,0.451,-0.0030000000000000027,0.9889489960732727,1.0
-10,pos_vel7_share,560,442,0.358,0.362,-0.0040000000000000036,0.13792118354063737,0.5396288231319043
-10,leadership_width,560,442,0.0,0.0,0.0,1.0,1.0
-10,rank_depth_rel,534,430,-0.02867593125746834,-0.028306458047503535,-0.0003694732099648046,0.8300180121977523,0.9555512104308209
-10,vol_med,540,435,0.05241458614299007,0.051947489222125796,0.0004670969208642739,0.5909041770595542,0.8441488243707918
-10,chain_tvl_med_chg7,560,442,0.004991653310341793,0.009494192869302531,-0.004502539558960739,0.620288354569562,0.8697358513887526
-10,stablecoin_change_7d,560,442,0.0063291538429480765,0.0056677367361669395,0.000661417106781137,0.5947692608548452,0.8472969917205896
-10,stablecoin_change_30d,560,442,0.03565544257746689,0.030839510182278818,0.004815932395188072,0.24255045829696398,0.6615012499008109
-10,dex_volume_change_7d,560,442,-0.00808101212659923,0.00883899411500677,-0.016920006241606,0.4512511335310837,0.7602048740723437
-10,total_mcap_chg30,560,442,0.010399698836926041,0.01197864799599302,-0.001578949159066978,0.5764757624451459,0.8328686652890209
-10,eth_share,560,442,0.15201488286381787,0.1554800517257519,-0.0034651688619340426,0.653711038351503,0.8866825254235812
-10,n_stablecoins_in_top500,560,442,23.0,23.0,0.0,0.5481516867860816,0.8126667449444814
-10,mkt_ret_1d,560,442,0.0019091854657667714,0.003415669211464901,-0.0015064837456981294,0.32964257640075356,0.6936477230603573
-7,top500_breadth_30d,562,445,0.313,0.31,0.0030000000000000027,0.9232617721238927,0.9915529728033858
-7,top500_breadth_7d,562,445,0.41,0.392,0.01799999999999996,0.2785492329980732,0.6764767087096064
-7,breadth_vel,562,445,-0.0040000000000000036,-0.0020000000000000018,-0.0020000000000000018,0.6724987741497532,0.8934401662994176
-7,breadth_accel,562,445,-0.002999999999999954,0.006000000000000005,-0.00899999999999996,0.1462650056863285,0.5608658112784025
-7,top500_dispersion_30d,538,431,0.32802196647311777,0.3075731902355687,0.020448776237549038,0.3184714148879757,0.6936477230603573
-7,top500_dispersion_7d,542,433,0.14930954549072575,0.14534095373060452,0.003968591760121237,0.3648481491348964,0.713139707233482
-7,top3_share,562,445,0.713574806410388,0.7117520375361833,0.0018227688742046277,0.5799826424451763,0.833214500414197
-7,top3_share_chg7,562,445,-0.00015287977685080056,-4.2270095253926776e-05,-0.00011060968159687379,0.32872928350232056,0.6936477230603573
-7,btc_return_30d,538,431,0.016259240521567908,0.0009304986082450117,0.015328741913322896,0.1669854363022838,0.5996639527445347
-7,btc_dominance,562,445,0.5076307650707865,0.5019406123064709,0.005690152764315615,0.3754286032103882,0.7245807706935373
-7,btc_dom_chg30,562,445,0.0018417811112473315,0.0005650774655643898,0.0012767036456829417,0.6923507545290858,0.8934401662994176
-7,eth_btc_relative_return_30d,538,431,-0.014355361385635312,-0.016988403645166628,0.002633042259531315,0.7432669830413554,0.9142032842003783
-7,eth_btc_relative_return_7d,542,433,-0.008273479467397149,-0.005042488470527129,-0.00323099099687002,0.20543941608454275,0.6423979632953027
-7,med_ret30_11_50,538,431,-0.01919534068764206,-0.02477102742650522,0.0055756867388631615,0.6398088089429474,0.8795215432908442
-7,med_ret30_51_200,538,431,-0.04388656783962258,-0.04694692246222276,0.003060354622600181,0.5328595222559676,0.8079725552587825
-7,med_ret30_201_500,538,431,-0.04232796176405512,-0.04229399153811664,-3.397022593848442e-05,0.5179465838480977,0.8044600318983364
-7,rb_spread,542,433,1.0,1.0,0.0,0.6527155789531529,0.8866825254235812
-7,pos_ret_share,562,445,0.458,0.432,0.026000000000000023,0.4514237669711434,0.7602048740723437
-7,pos_vel7_share,562,445,0.358,0.364,-0.006000000000000005,0.020554165424879478,0.13613797878816278
-7,leadership_width,562,445,0.0,0.0,0.0,1.0,1.0
-7,rank_depth_rel,538,431,-0.030428953975914524,-0.03151623927334013,0.0010872852974256053,0.8544854501046549,0.9658054219748001
-7,vol_med,541,436,0.051592619280511454,0.051447304281366346,0.00014531499914510748,0.686521424789625,0.8934401662994176
-7,chain_tvl_med_chg7,562,445,0.006889424037675562,0.009621212102900012,-0.0027317880652244497,0.7980941280719521,0.9434345465928368
-7,stablecoin_change_7d,562,445,0.007038203887776984,0.006132292251149085,0.0009059116366278985,0.2241441219057001,0.6599162958236069
-7,stablecoin_change_30d,562,445,0.03471962038870702,0.0300599482595012,0.004659672129205816,0.2579931981686251,0.6679872741308572
-7,dex_volume_change_7d,562,445,0.004330088746991034,0.0009341950320875814,0.003395893714903453,0.9350525037789184,0.9959724016247298
-7,total_mcap_chg30,562,445,0.023036160953946894,0.006332925013122326,0.016703235940824568,0.4460666672621917,0.7602048740723437
-7,eth_share,562,445,0.15440714442250728,0.1547614312144389,-0.00035428679193161283,0.9121799482298489,0.9895816738533647
-7,n_stablecoins_in_top500,562,445,23.0,23.0,0.0,0.7094908386691543,0.8978668181669198
-7,mkt_ret_1d,562,445,0.0016994127104058418,0.0024693208302699523,-0.0007699081198641105,0.9096715155485938,0.9891950382298142
-5,top500_breadth_30d,561,447,0.302,0.31,-0.008000000000000007,0.8058679296761024,0.9440760622520169
-5,top500_breadth_7d,561,447,0.424,0.408,0.016000000000000014,0.8476808276326468,0.9649937993139507
-5,breadth_vel,561,447,-0.0020000000000000018,-0.0020000000000000018,0.0,0.4303653648996836,0.7602048740723437
-5,breadth_accel,561,447,0.0,0.0,0.0,0.1386105408436852,0.5396288231319043
-5,top500_dispersion_30d,537,431,0.3144055689812195,0.3081425377721678,0.006263031209051695,0.3327877143034269,0.6936477230603573
-5,top500_dispersion_7d,552,437,0.15249048956678057,0.14938545877914833,0.003105030787632246,0.4352747899958488,0.7602048740723437
-5,top3_share,561,447,0.7127815776180854,0.7113936948613566,0.0013878827567287422,0.6914437073963506,0.8934401662994176
-5,top3_share_chg7,561,447,-0.00045453305287923573,-0.00013242776999500272,-0.000322105282884233,0.23938140142621034,0.6599162958236069
-5,btc_return_30d,537,431,0.015630302671582497,-0.00021781884327065626,0.015848121514853153,0.254995687224675,0.6679872741308572
-5,btc_dominance,561,447,0.5056893661332837,0.5035967684547273,0.002092597678556407,0.45883607606002097,0.7622358266795137
-5,btc_dom_chg30,561,447,0.0005551026332595299,0.0011829429120857604,-0.0006278402788262305,0.4868988874009399,0.7898131780912365
-5,eth_btc_relative_return_30d,537,431,-0.018036662401936354,-0.018723229952670284,0.0006865675507339297,0.8215656760719512,0.9522693063561252
-5,eth_btc_relative_return_7d,552,437,-0.004642886540081381,-0.0037870418382853765,-0.0008558447017960047,0.5248828977336246,0.8045841502313215
-5,med_ret30_11_50,537,431,-0.018051449842537592,-0.014810482248933998,-0.003240967593603594,0.6286138907936583,0.8735506384326042
-5,med_ret30_51_200,537,431,-0.03417738019332561,-0.03877830188679243,0.0046009216934668196,0.47862458477340275,0.7848827595962552
-5,med_ret30_201_500,537,431,-0.044201207380834995,-0.04458076499573449,0.000379557614899495,0.45539437977328656,0.7614791268340202
-5,rb_spread,552,437,0.5,0.5,0.0,0.685185200615442,0.8934401662994176
-5,pos_ret_share,561,447,0.414,0.442,-0.028000000000000025,0.3048674392442814,0.6936477230603573
-5,pos_vel7_share,561,447,0.362,0.36,0.0020000000000000018,0.8584414588090417,0.9658054219748001
-5,leadership_width,561,447,0.0,0.0,0.0,1.0,1.0
-5,rank_depth_rel,537,431,-0.03155285992007817,-0.029545900770446387,-0.002006959149631782,0.3627050406526148,0.713139707233482
-5,vol_med,542,441,0.05162138612128229,0.05162692550575174,-5.539384469455122e-06,0.8615684837080072,0.9658054219748001
-5,chain_tvl_med_chg7,561,447,0.009428726887560357,0.0069222248635916195,0.0025065020239687374,0.23894683190935195,0.6599162958236069
-5,stablecoin_change_7d,561,447,0.007042262072992189,0.006271231080093198,0.0007710309928989911,0.48145728180634695,0.7869974798757594
-5,stablecoin_change_30d,561,447,0.03406657753819253,0.029896269901789063,0.00417030763640347,0.3230751683915606,0.6936477230603573
-5,dex_volume_change_7d,561,447,0.015668966602721435,0.0026379973983490235,0.013030969204372411,0.4070015434007842,0.7437980363098823
-5,total_mcap_chg30,561,447,0.022447296855588883,0.018208352308789255,0.004238944546799628,0.31231740450158796,0.6936477230603573
-5,eth_share,561,447,0.1556495370513113,0.15783867767209503,-0.002189140620783736,0.698362220920978,0.8934401662994176
-5,n_stablecoins_in_top500,561,447,23.0,23.0,0.0,0.7347977419949814,0.9140167034571719
-5,mkt_ret_1d,561,447,-0.00028647477535356536,0.0026335916717757013,-0.0029200664471292666,0.029109105909211272,0.18104443919143595
-3,top500_breadth_30d,569,445,0.312,0.312,0.0,0.7811848928590136,0.9364688595757319
-3,top500_breadth_7d,569,445,0.436,0.382,0.05399999999999999,0.2308879867969289,0.6599162958236069
-3,breadth_vel,569,445,0.0,-0.0040000000000000036,0.0040000000000000036,0.2065087882975828,0.6423979632953027
-3,breadth_accel,569,445,0.010000000000000023,0.001999999999999988,0.008000000000000035,0.06684547071104534,0.3588546322382434
-3,top500_dispersion_30d,541,433,0.31530655931568574,0.29843056891191755,0.016875990403768193,0.11429327200987091,0.4982014420943091
-3,top500_dispersion_7d,558,436,0.15283871622779927,0.14381446723454147,0.009024248993257794,0.35294748072129434,0.7031375592494535
-3,top3_share,569,445,0.7133340566781935,0.7105590082022002,0.0027750484759933025,0.3990195186424841,0.7377629940553748
-3,top3_share_chg7,569,445,-0.0002557312032475112,-0.00047237808818700877,0.00021664688493949757,0.9634619378318993,1.0
-3,btc_return_30d,541,433,0.01626451048845179,-0.00015601341081428188,0.01642052389926607,0.1312869427313184,0.5273805591944616
-3,btc_dominance,569,445,0.5044474754929538,0.5034554682466356,0.000992007246318205,0.31823602954160046,0.6936477230603573
-3,btc_dom_chg30,569,445,0.00039625284881361633,0.00019977697017981022,0.0001964758786338061,0.9471090385289854,0.9979867967970715
-3,eth_btc_relative_return_30d,541,433,-0.017149714369705804,-0.015528205852269106,-0.0016215085174366983,0.5403051046201985,0.8079725552587825
-3,eth_btc_relative_return_7d,558,436,-0.0034185461114331073,-0.006000004572876305,0.002581458461443198,0.7020836977565705,0.8934401662994176
-3,med_ret30_11_50,541,433,-0.015286663281643686,-0.02426192785825243,0.008975264576608744,0.3996448122488899,0.7377629940553748
-3,med_ret30_51_200,541,433,-0.03788755670367705,-0.04890819576183264,0.01102063905815559,0.26346778030111895,0.6679872741308572
-3,med_ret30_201_500,541,433,-0.03768912831960469,-0.052394832584469364,0.014705704264864672,0.19438742225839456,0.6299791643058518
-3,rb_spread,558,436,1.0,0.5,0.5,0.5538365592818907,0.817115607770995
-3,pos_ret_share,569,445,0.478,0.426,0.05199999999999999,0.07958744185903248,0.3902845706548708
-3,pos_vel7_share,569,445,0.362,0.358,0.0040000000000000036,0.9196211415950812,0.9915529728033858
-3,leadership_width,569,445,0.0,0.0,0.0,1.0,1.0
-3,rank_depth_rel,541,433,-0.03077285173439953,-0.028826313448971408,-0.0019465382854281232,0.38155556844779537,0.726094551896924
-3,vol_med,551,438,0.05163978688192078,0.05156568666383709,7.410021808369055e-05,0.5253461216216275,0.8045841502313215
-3,chain_tvl_med_chg7,569,445,0.009277742868315064,0.009898120020202406,-0.0006203771518873413,0.9434969501406769,0.9979867967970715
-3,stablecoin_change_7d,569,445,0.007063946397291021,0.006686697228984739,0.00037724916830628175,0.23610229006446937,0.6599162958236069
-3,stablecoin_change_30d,569,445,0.03325606983239582,0.029667280522445605,0.0035887893099502133,0.3195999687511625,0.6936477230603573
-3,dex_volume_change_7d,569,445,-0.010709684661902585,-0.03642336491016085,0.025713680248258264,0.26951232143684034,0.6732579703871743
-3,total_mcap_chg30,569,445,0.028951023277194787,0.005989394171173723,0.022961629106021064,0.20588839381968138,0.6423979632953027
-3,eth_share,569,445,0.15629317968425108,0.1554716117089386,0.000821567975312465,0.9256270671722057,0.9917432862559347
-3,n_stablecoins_in_top500,569,445,23.0,23.0,0.0,0.5205329618165706,0.8044600318983364
-3,mkt_ret_1d,569,445,0.0035755444516458778,0.0010772414792098455,0.0024983029724360323,0.17581210258483415,0.5996639527445347
-2,top500_breadth_30d,568,447,0.31,0.29,0.020000000000000018,0.9780612766776768,1.0
-2,top500_breadth_7d,568,447,0.429,0.398,0.030999999999999972,0.3409204612586427,0.6946491814198072
-2,breadth_vel,568,447,0.0,-0.0020000000000000018,0.0020000000000000018,0.350741320290074,0.7027452089755402
-2,breadth_accel,568,447,0.010000000000000064,0.0020000000000000018,0.008000000000000063,0.16987474998232166,0.5996639527445347
-2,top500_dispersion_30d,537,432,0.3109585333675485,0.31465955826093633,-0.003701024893387861,0.5406419466459351,0.8079725552587825
-2,top500_dispersion_7d,557,437,0.1523648794802225,0.1434512154936756,0.008913663986546916,0.23005413444019285,0.6599162958236069
-2,top3_share,568,447,0.7129164453348467,0.7110391886855134,0.0018772566493332477,0.3676373791247538,0.713139707233482
-2,top3_share_chg7,568,447,-0.0005264455069208251,0.00011261413472340998,-0.0006390596416442351,0.2694644249254371,0.6732579703871743
-2,btc_return_30d,537,432,0.015229863337467009,0.0073133654272911075,0.007916497910175901,0.17683009110710657,0.5996639527445347
-2,btc_dominance,568,447,0.5038116888898102,0.5053674934905319,-0.0015558046007216886,0.4206118627613282,0.7474287456734404
-2,btc_dom_chg30,568,447,-0.0001321038989128831,0.0010636940730731625,-0.0011957979719860456,0.8396738991764459,0.9593544675856661
-2,eth_btc_relative_return_30d,537,432,-0.02034067854602295,-0.01308547737854654,-0.0072552011674764105,0.5310585327314815,0.8079725552587825
-2,eth_btc_relative_return_7d,557,437,-0.005307710330277771,-0.0018890324588840546,-0.003418677871393716,0.5434011499093381,0.8079725552587825
-2,med_ret30_11_50,537,432,-0.01686934388644029,-0.02295433919618861,0.00608499530974832,0.32156035327359966,0.6936477230603573
-2,med_ret30_51_200,537,432,-0.044592855844167834,-0.05428753105426776,0.009694675210099923,0.2512314156604295,0.6679872741308572
-2,med_ret30_201_500,537,432,-0.04167837400508467,-0.054122399287104966,0.012444025282020293,0.16925666273059403,0.5996639527445347
-2,rb_spread,557,437,1.0,0.5,0.5,0.23061639132598732,0.6599162958236069
-2,pos_ret_share,568,447,0.47,0.45,0.019999999999999962,0.7810833688464824,0.9364688595757319
-2,pos_vel7_share,568,447,0.36,0.358,0.0020000000000000018,0.9763410785426228,1.0
-2,leadership_width,568,447,0.0,0.0,0.0,1.0,1.0
-2,rank_depth_rel,537,432,-0.029842489802471506,-0.0283653367273613,-0.0014771530751102047,0.7244551467002007,0.910029864081533
-2,vol_med,552,440,0.05196539434757538,0.051474942996523866,0.0004904513510515171,0.4927014170897648,0.7898359542060316
-2,chain_tvl_med_chg7,568,447,0.009277742868315064,0.009776039299465245,-0.0004982964311501803,0.7116204903319419,0.8983327972012137
-2,stablecoin_change_7d,568,447,0.00661533373580836,0.0065370902538515185,7.824348195684117e-05,0.2592195988116489,0.6679872741308572
