target,n,base_cv_logloss,vol_cv_logloss,delta_logloss,base_cv_brier,vol_cv_brier,delta_brier,base_cv_auc,vol_cv_auc,delta_auc,perm_p
y_recover,926,0.7469255093855101,0.7483942184462548,0.0014687090607446995,0.2378982672945234,0.23859792169767696,0.0006996544031535601,0.5159991170060528,0.5099013924493531,-0.006097724556699768,0.0033222591362126247
y_reverse,926,0.7115080568755792,0.7116222383254799,0.00011418144990071877,0.2510048106911792,0.25115243738103044,0.0001476266898512435,0.5345188165392184,0.5328527910560952,-0.0016660254831232235,1.0
