historical_date,cmc_id,rank,rank_band,ret_1d,sigma_t0,ret_3d,ret_14d,fwd1_cum,fwd2_cum,fwd3_cum,fwd5_cum,fwd7_cum,fwd10_cum,fwd14_cum,fwd21_cum,fwd30_cum,listing_age_days,volume_24h_usd,mkt_vol_30d,btc_ret_1d,eth_ret_1d,top500_breadth_30d,momentum_state,rank_vel_7d,rank_vel_14d,rank_vel_30d,z1,event_sign,event_sign_label,is_2s,is_3s,is_4s,cluster_n,participation,event_family,amp_level,raw_amp_level,rank_neighbor_n,rank_neighbor_median_ret,rank_neighbor_p10_ret,rank_neighbor_p90_ret,rank_neighbor_same_sign,rank_neighbor_tail_share,rank_neighbor_std,rank_context_isolation,absolute_isolation,behavioral_isolation,correlation_isolation,state_isolation,corr_neighbor_status,behavior_neighbor_status,state_neighbor_status,fwd1,signed_fwd1,rev1,giveback1,recover1s1,fwd2,signed_fwd2,rev2,giveback2,recover1s2,fwd3,signed_fwd3,rev3,giveback3,recover1s3,fwd5,signed_fwd5,rev5,giveback5,recover1s5,fwd7,signed_fwd7,rev7,giveback7,recover1s7,fwd10,signed_fwd10,rev10,giveback10,recover1s10,fwd14,signed_fwd14,rev14,giveback14,recover1s14,fwd21,signed_fwd21,rev21,giveback21,recover1s21,fwd30,signed_fwd30,rev30,giveback30,recover1s30,event_index,rank50_neighbor_median_ret,rank50_neighbor_same_sign,rank50_neighbor_tail_share,rank50_neighbor_dispersion,rank50_isolation
2022-05-19 23:59:59,3,637,501-750,-0.140254193978512,0.0519843440823584,-0.3833204765074726,-0.3598985141326832,-0.0531725878831479,0.0271087069871018,0.0561585041559067,0.1046321794283704,0.0403731997627629,0.1261672118237466,0.0757499505868124,0.1697604681249624,0.0181874211541139,3308,35970.81,0.0823245160280119,0.0555030811360603,0.0530507607299384,0.038,SHORT_COLD_MEDIUM_COLD,-59.0,-5.0,-16.0,2.6980083418251493,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,10pct,100,0.0422358837532944,-0.0270053791830288,0.1515663389196316,0.18,0.09,0.0794179595007092,2.2978439496154364,0.8200000000000001,2.2978439496154364,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,-0.0531725878831479,0.0531725878831479,False,0.0,True,0.0271087069871018,-0.0271087069871018,True,0.1932826835200027,False,0.0561585041559067,-0.0561585041559067,True,0.40040516837956813,False,0.1046321794283704,-0.1046321794283704,True,0.746018186410888,False,0.0403731997627629,-0.0403731997627629,True,0.28785734399463575,False,0.1261672118237466,-0.1261672118237466,True,0.8995610629873669,False,0.0757499505868124,-0.0757499505868124,True,0.5400904489060617,False,0.1697604681249624,-0.1697604681249624,True,1.2103771253426545,False,0.0181874211541139,-0.0181874211541139,True,0.1296747044648116,False,39,0.05254663319760389,0.18,0.09,0.07941795950070929,0.8200000000000001
2022-08-04 23:59:59,3,663,501-750,-0.0778310091170442,0.0383127632155988,-0.0789005479638224,-0.0423297296241723,-0.0407470025400606,-0.090330310681443,0.0809652945559631,-0.0667809491399658,0.0210128556035096,0.0215467174694352,0.0374280330338483,-0.0416703514176233,-0.0537085538810977,3385,14230.27,0.0463204640038567,-0.0094347168826717,-0.0065902080041063,0.784,SHORT_COLD_MEDIUM_COLD,-20.0,-13.0,-50.0,2.0314642585047413,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,,100,-0.0041026191306743,-0.0491044148594115,0.0328831432963124,0.59,0.03,0.1118472415205876,0.6591882730709949,0.41,0.6591882730709949,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,-0.0407470025400606,0.0407470025400606,False,0.0,True,-0.090330310681443,0.090330310681443,False,0.0,True,0.0809652945559631,-0.0809652945559631,True,1.0402703944671394,False,-0.0667809491399658,0.0667809491399658,False,0.0,False,0.0210128556035096,-0.0210128556035096,True,0.26998051087722563,False,0.0215467174694352,-0.0215467174694352,True,0.27683975466684124,False,0.0374280330338483,-0.0374280330338483,True,0.48088844611487813,False,-0.0416703514176233,0.0416703514176233,False,0.0,False,-0.0537085538810977,0.0537085538810977,False,0.0,False,42,0.003275673104896559,0.59,0.03,0.11184724152058764,0.41000000000000003
2025-02-28 23:59:59,3,974,751-1000,-0.1037732125706375,0.0200832459568442,-0.1447939484048384,-0.1289865970613526,0.0256467802469329,0.1480189068953956,0.0869041953002898,0.1094975376904403,0.1000722696342615,0.0908483606094594,0.1409201063159972,0.1052408026934865,0.08031183217641,4324,71541.15,0.0567627438140601,-0.0039102447880655,-0.0293123440573714,0.074,SHORT_COLD_MEDIUM_COLD,-25.0,-1.0,141.0,5.167153397096755,-1.0,DOWN,True,True,True,1,ISOLATED,ISOLATED_DOWN,4s+,10pct,99,-0.0033609950155303,-0.0579298031598295,0.0481638274680115,0.52,0.01,0.0464436832885983,2.162020977728865,0.48,2.162020977728865,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.0256467802469329,-0.0256467802469329,True,0.247142587298002,False,0.1480189068953956,-0.1480189068953956,True,1.4263691296502983,False,0.0869041953002898,-0.0869041953002898,True,0.8374434321490711,False,0.1094975376904403,-0.1094975376904403,True,1.055161876345558,False,0.1000722696342615,-0.1000722696342615,True,0.9643362401076597,False,0.0908483606094594,-0.0908483606094594,True,0.8754509796795559,False,0.1409201063159972,-0.1409201063159972,True,1.3579622604443717,False,0.1052408026934865,-0.1052408026934865,True,1.0141422828347926,False,0.08031183217641,-0.08031183217641,True,0.7739167959336563,False,102,-0.005303629786620547,0.52,0.01,0.04644368328859837,0.48
2020-09-25 23:59:59,5,678,501-750,-0.1570997764314837,0.0492065023254618,-0.185583430562617,-0.2027670598708887,0.0963283822114551,0.1058475389756634,0.1406368619511653,0.3047374261171116,0.2181984054111935,0.26683767400463,0.0548386476064998,0.122961610906993,0.0389493441033406,2707,24720.10243051,0.0733060016699796,-0.0062591663306558,0.0080939298533522,0.136,SHORT_COLD_MEDIUM_COLD,269.0,263.0,237.0,3.1926629410152705,-1.0,DOWN,True,True,False,1,ISOLATED,ISOLATED_DOWN,3s,15pct,100,0.0054819654273176,-0.0605729475998792,0.0891848105772458,0.45,0.03,0.0873333648578351,1.8616223263766023,0.55,1.8616223263766023,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.0963283822114551,-0.0963283822114551,True,0.6131668955841386,False,0.1058475389756634,-0.1058475389756634,True,0.6737599593073065,False,0.1406368619511653,-0.1406368619511653,True,0.8952072698365778,False,0.3047374261171116,-0.3047374261171116,True,1.9397699540967674,False,0.2181984054111935,-0.2181984054111935,True,1.3889160784793153,False,0.26683767400463,-0.26683767400463,True,1.6985235756908064,False,0.0548386476064998,-0.0548386476064998,True,0.3490689092763713,False,0.122961610906993,-0.122961610906993,True,0.7826975550192493,False,0.0389493441033406,-0.0389493441033406,True,0.2479274317766306,False,197,0.014007402950809253,0.45,0.03,0.08733336485783516,0.55
2024-11-30 23:59:59,5,1131,1001-1500,-0.0940898504548227,0.0424663674961979,0.021187798069634,-0.0277168391510561,0.0200482018229877,0.0069694831789632,0.0812862873913555,0.0346819304332877,0.2741453982468367,0.2535570772710218,0.3231064973773305,0.1300554355977685,0.0217167163877856,4234,118467.62,0.0620482607352031,-0.0103883857099511,0.0312261247709864,0.856,SHORT_HOT_MEDIUM_COLD,-37.0,-80.0,-112.0,2.215632181472708,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,,98,0.010785089787605,-0.0702329596298226,0.0954311359674266,0.35,0.04,0.0968398313524205,1.082973181352236,0.65,1.082973181352236,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.0200482018229877,-0.0200482018229877,True,0.21307507373086812,False,0.0069694831789632,-0.0069694831789632,True,0.07407263530841302,False,0.0812862873913555,-0.0812862873913555,True,0.8639219533076542,False,0.0346819304332877,-0.0346819304332877,True,0.3686043740705088,False,0.2741453982468367,-0.2741453982468367,True,2.913655372196258,False,0.2535570772710218,-0.2535570772710218,True,2.6948398370849507,False,0.3231064973773305,-0.3231064973773305,True,3.434020734600596,False,0.1300554355977685,-0.1300554355977685,True,1.382247234628295,False,0.0217167163877856,-0.0217167163877856,True,0.23080827828728345,False,292,0.020030427217682625,0.35,0.04,0.09683983135242051,0.65
2022-06-25 23:59:59,41,800,751-1000,-0.4173172462739531,0.2014418142749072,0.075759380583681,-0.1394129979035638,0.676447790942305,0.6625772493306812,0.4096636525456887,0.1976110080603632,0.1480295253881252,0.1577304679289568,-0.0474013329612574,-0.1524236620968793,-0.1008779257277581,3272,,0.0629762199125533,0.0127490252999538,0.0135324154471956,0.196,SHORT_HOT_MEDIUM_COLD,113.0,-17.0,75.0,2.0716515475006654,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,20pct+,99,0.0010083964722,-0.0396779583917957,0.0536000789659589,0.48,0.0,0.0454974792218968,9.194479559993487,0.52,9.194479559993487,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.676447790942305,-0.676447790942305,True,1.6209437711525643,False,0.6625772493306812,-0.6625772493306812,True,1.5877063678689285,False,0.4096636525456887,-0.4096636525456887,True,0.9816600109470671,False,0.1976110080603632,-0.1976110080603632,True,0.47352705843036014,False,0.1480295253881252,-0.1480295253881252,True,0.35471700896576264,False,0.1577304679289568,-0.1577304679289568,True,0.3779629750202384,False,-0.0474013329612574,0.0474013329612574,False,0.0,False,-0.1524236620968793,0.1524236620968793,False,0.0,False,-0.1008779257277581,0.1008779257277581,False,0.0,False,916,0.004941278971751926,0.48,0.0,0.045497479221896835,0.52
2022-08-13 23:59:59,42,1283,1001-1500,-0.1826511939291297,0.0850848947623983,0.1053770484839035,0.2489426494363342,0.2160959036473961,0.0872433922932849,0.0767333079508354,-0.0645758454032758,-0.161866504928458,-0.0727355049227505,0.0005007341066196,0.05482982212148,0.2874409428908429,3320,775.22,0.044749170540642,0.0008707734061532,0.0123081897603143,0.838,SHORT_HOT_MEDIUM_HOT,9.0,55.0,106.0,2.146693539895509,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,15pct,100,0.0006192494883057,-0.0529018846267662,0.0557733289259467,0.44,0.01,0.0602371314847043,3.042482915391311,0.56,3.042482915391311,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.2160959036473961,-0.2160959036473961,True,1.1831069865945865,False,0.0872433922932849,-0.0872433922932849,True,0.4776502710797287,False,0.0767333079508354,-0.0767333079508354,True,0.4201084389331099,False,-0.0645758454032758,0.0645758454032758,False,0.0,False,-0.161866504928458,0.161866504928458,False,0.0,False,-0.0727355049227505,0.0727355049227505,False,0.0,False,0.0005007341066196,-0.0005007341066196,True,0.0027414773254309487,False,0.05482982212148,-0.05482982212148,True,0.30018868720209113,False,0.2874409428908429,-0.2874409428908429,True,1.5737151053191174,False,952,0.0016454144276772875,0.44,0.01,0.06023713148470436,0.56
2020-12-27 23:59:59,45,693,501-750,-0.3141174919811943,0.1490602177432972,-0.0653254296149931,-0.3100247524752476,0.0823190262652144,-0.039492160476425,0.1365542100836613,0.0473270203510198,0.0462349254784045,0.3002461989576763,0.1276940499566978,-0.2305145582139959,-0.2642175389142546,1076,20364.83565744,0.0601755129101487,-0.0062315205318785,0.0736141720366589,0.478,SHORT_COLD_MEDIUM_COLD,-123.0,-122.0,-107.0,2.1073194225581298,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,20pct+,100,-0.0040916416213166,-0.0804578762760052,0.0758113748831035,0.53,0.01,0.1036368224110179,2.9914642609104765,0.47,2.9914642609104765,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.0823190262652144,-0.0823190262652144,True,0.2620644452049257,False,-0.039492160476425,0.039492160476425,False,0.0,False,0.1365542100836613,-0.1365542100836613,True,0.434723355335578,False,0.0473270203510198,-0.0473270203510198,True,0.1506666185716687,False,0.0462349254784045,-0.0462349254784045,True,0.14718991033193563,False,0.3002461989576763,-0.3002461989576763,True,0.9558404311201222,False,0.1276940499566978,-0.1276940499566978,True,0.40651683913337316,False,-0.2305145582139959,0.2305145582139959,False,0.0,False,-0.2642175389142546,0.2642175389142546,False,0.0,False,1077,0.00023808979251096595,0.53,0.01,0.10363682241101795,0.47
2021-04-24 23:59:59,66,504,501-750,-0.2219515713888497,0.0811343223892289,-0.179870099120415,0.2386474572194827,-0.0164854980730764,0.1037636096834186,0.1614469487836531,0.2161161994749432,0.2795971645655113,0.2067328436341329,-0.3518185694939242,-0.1829168491089978,-0.929074184417556,2698,1656624.75,0.080915434972943,-0.0204092383270649,-0.0642922998378763,0.448,SHORT_COLD_MEDIUM_HOT,58.0,47.0,56.0,2.7356063975498865,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,20pct+,53,-0.0289533250562971,-0.111806333298957,0.0484622783655741,0.6792452830188679,0.0188679245283018,0.0821319685528201,2.349855357552801,0.3207547169811321,2.349855357552801,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,-0.0164854980730764,0.0164854980730764,False,0.0,False,0.1037636096834186,-0.1037636096834186,True,0.4675056321256189,False,0.1614469487836531,-0.1614469487836531,True,0.7273971874738608,False,0.2161161994749432,-0.2161161994749432,True,0.9737088055858674,False,0.2795971645655113,-0.2795971645655113,True,1.259721491566595,False,0.2067328436341329,-0.2067328436341329,True,0.9314322144263885,False,-0.3518185694939242,0.3518185694939242,False,0.0,True,-0.1829168491089978,0.1829168491089978,False,0.0,False,-0.929074184417556,0.929074184417556,False,0.0,True,1332,-0.029306760822051477,0.6792452830188679,0.018867924528301886,0.08213196855282019,0.3207547169811321
2021-07-28 23:59:59,66,773,751-1000,-0.1944777712397823,0.0845603992557372,0.0508773941203545,0.0237327147914283,0.001823833639809,0.0222921798293176,0.2096459782290554,0.1305063361497527,0.1196144205700397,0.224571595351491,0.3267562286614371,0.4398751667129694,0.4664804741004558,2793,649110.14,0.0552108498133472,0.0149457296155928,-0.0007779399324617,0.58,SHORT_HOT_MEDIUM_HOT,-19.0,-21.0,-27.0,2.299868176492643,-1.0,DOWN,True,False,False,1,ISOLATED,ISOLATED_DOWN,2s,15pct,99,0.0103204242278827,-0.051222848790878,0.1242315899012351,0.404040404040404,0.0606060606060606,0.0998415764512947,2.0512315885308525,0.595959595959596,2.0512315885308525,,,NOT_AVAILABLE_LF2_CACHE,DEFERRED_TO_MECH7_OR_REBUILDER,DEFERRED_TO_MECH7_OR_REBUILDER,0.001823833639809,-0.001823833639809,True,0.009378108501461051,False,0.0222921798293176,-0.0222921798293176,True,0.1146258499735291,False,0.2096459782290554,-0.2096459782290554,True,1.077994553786671,False,0.1305063361497527,-0.1305063361497527,True,0.6710604266893017,False,0.1196144205700397,-0.1196144205700397,True,0.6150544599904969,False,0.224571595351491,-0.224571595351491,True,1.1547417163404468,False,0.3267562286614371,-0.3267562286614371,True,1.6801726314446572,False,0.4398751667129694,-0.4398751667129694,True,2.2618274772936555,False,0.4664804741004558,-0.4664804741004558,True,2.3986313249410207,False,1338,0.020084664722418665,0.40404040404040403,0.06060606060606061,0.09984157645129473,0.595959595959596
