internal_asset_id,cmc_id,cmc_slug,cmc_name,canonical_symbol,symbols_observed,coingecko_id,cg_join,coinpaprika_id,cp_join,date_added_cmc,first_seen_in_snapshots,last_seen_in_snapshots,ticker_reuse_flagged
CMC:8290,8290,superfarm,SuperVerse,SUPER,SUPER,superfarm,HIGH,super-superfarm,HIGH,2021-01-20T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8353,8353,beacon-eth,Beacon ETH,BETH,BETH,binance-eth,SYMBOL_ONLY,beth-binance-beacon-eth,HIGH,2021-01-28T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8420,8420,dao-maker,DAO Maker,DAO,DAO,dao-maker,HIGH,dao-dao-maker-token,HIGH,2021-02-09T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:8422,8422,pangolin,Pangolin,PNG,PNG,pangolin,HIGH,png-pangolin,HIGH,2021-02-10T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:8425,8425,jasmy,JasmyCoin,JASMY,JASMY,jasmycoin,HIGH,jasmy-jasmycoin,HIGH,2021-02-11T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:8526,8526,raydium,Raydium,RAY,RAY,raydium,HIGH,ray-raydium,HIGH,2021-02-19T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:8534,8534,chex-token,Chintai,CHEX,CHEX,chex-token,HIGH,chex-chex-token,SYMBOL_ONLY,2021-02-20T00:00:00.000Z,2025-01-01,2025-06-01,True
CMC:8536,8536,mask-network,Mask Network,MASK,MASK,mask-network,HIGH,mask-mask-network,HIGH,2021-02-21T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8602,8602,bounce-token,Bounce Token,AUCTION,AUCTION,auction,SYMBOL_ONLY,auction-bounce-token,HIGH,2021-02-26T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:8646,8646,mina,Mina,MINA,MINA,mina-protocol,SYMBOL_ONLY,mina-mina,HIGH,2021-03-02T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8677,8677,symbol,Symbol,XYM,XYM,symbol,HIGH,xym-symbol,HIGH,2021-03-03T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:8719,8719,illuvium,Illuvium,ILV,ILV,illuvium,HIGH,ilv-illuvium,HIGH,2021-03-08T00:00:00.000Z,2024-06-01,2025-06-01,False
CMC:8766,8766,myneighboralice,MyNeighborAlice,ALICE,ALICE,alice-2,SYMBOL_ONLY,alice-my-neighbor-alice,SYMBOL_ONLY,2021-03-10T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:8916,8916,internet-computer,Internet Computer,ICP,ICP,internet-computer,HIGH,icp-internet-computer,HIGH,2021-03-23T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:8925,8925,wmatic,Wrapped Matic,WMATIC,WMATIC,,NONE,,NONE,2021-03-23T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:8972,8972,seedify-fund,Seedify.fund,SFUND,SFUND,seedify-fund,HIGH,sfund-seedifyfund,HIGH,2021-03-29T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:9025,9025,tribe,Tribe,TRIBE,TRIBE,tribe-2,HIGH,tribe-tribe,HIGH,2021-03-30T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:9040,9040,pundix-new,Pundi X (New),PUNDIX,PUNDIX,pundi-x-2,HIGH,pundix-pundi-x,HIGH,2021-03-31T00:00:00.000Z,2024-06-01,2026-01-01,False
CMC:9067,9067,olympus,Olympus v2,OHM,OHM,olympus,SYMBOL_ONLY,ohm-olympus-v1,SYMBOL_ONLY,2021-04-01T00:00:00.000Z,2025-06-01,2025-06-01,True
CMC:9104,9104,aioz-network,AIOZ Network,AIOZ,AIOZ,aioz-network,HIGH,aioz-aioz-network,HIGH,2021-04-02T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:9175,9175,mobox,MOBOX,MBOX,MBOX,mobox,HIGH,mbox-mobox,HIGH,2021-04-08T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:9258,9258,chia-network,Chia,XCH,XCH,chia,HIGH,xch-chia-,HIGH,2021-04-16T00:00:00.000Z,2024-06-01,2026-01-01,True
CMC:9260,9260,zigcoin,Zignaly,ZIG,ZIG,zignaly,SYMBOL_ONLY,zig-zignaly,HIGH,2021-04-16T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:9263,9263,unizen,Unizen,ZCX,ZCX,unizen,HIGH,zcx-unizen,HIGH,2021-04-16T00:00:00.000Z,2024-06-01,2024-06-01,False
CMC:9285,9285,moonriver,Moonriver,MOVR,MOVR,moonriver,HIGH,movr-moonriver,HIGH,2021-04-19T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9288,9288,benqi,BENQI,QI,QI,benqi,HIGH,qi-benqi,HIGH,2021-04-19T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9308,9308,vulcan-forged-pyr,Vulcan Forged (PYR),PYR,PYR,vulcan-forged,HIGH,pyr-vulcan-forged,HIGH,2021-04-19T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:9436,9436,dogelon,Dogelon Mars,ELON,ELON,dogelon-mars,HIGH,elon-dogelon-mars,HIGH,2021-04-23T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9444,9444,kyber-network-crystal-v2,Kyber Network Crystal v2,KNC,KNC,kyber-network-crystal,HIGH,knc-kyber-network,HIGH,2021-04-26T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9462,9462,wavax,Wrapped AVAX,WAVAX,WAVAX,wrapped-avax,HIGH,wavax-wrapped-avax-wormhole,HIGH,2021-04-27T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:9481,9481,pendle,Pendle,PENDLE,PENDLE,pendle,HIGH,pendle-pendle,HIGH,2021-04-29T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:9486,9486,bitcoin-trc20,Bitcoin TRC20,BTCT,BTCT,bitcoin-trc20,HIGH,btct-bitcoin-trc20,HIGH,2021-04-29T00:00:00.000Z,2026-01-01,2026-08-20,True
CMC:9543,9543,biconomy,Biconomy,BICO,BICO,biconomy,HIGH,bico-biconomy,HIGH,2021-12-01T10:12:17.000Z,2024-06-01,2025-06-01,False
CMC:9566,9566,liquity-usd,Liquity USD,LUSD,LUSD,liquity-usd,HIGH,lusd-liquity-usd,HIGH,2021-05-04T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:9637,9637,altura,Altura,ALU,ALU,altura,HIGH,alu-altura,HIGH,2021-05-07T00:00:00.000Z,2025-01-01,2025-01-01,True
CMC:9640,9640,metisdao,Metis,METIS,METIS,metis-token,HIGH,metis-metis,HIGH,2021-05-08T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9674,9674,wilder-world,Wilder World,WILD,WILD,wilder-world,HIGH,wild-wilder-world,HIGH,2021-05-10T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:9816,9816,apenft,APENFT,NFT,NFT,apenft,SYMBOL_ONLY,nft-apenft,HIGH,2021-05-14T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:9903,9903,convex-finance,Convex Finance,CVX,CVX,convex-finance,HIGH,cvx-convex-finance,HIGH,2021-05-18T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:10052,10052,gitcoin,Gitcoin,GTC,GTC,gitcoin,HIGH,gtc-gitcoin,HIGH,2021-05-25T00:00:00.000Z,2024-06-01,2024-06-01,True
CMC:10180,10180,gomining-token,Gomining,GOMINING,GOMINING,gmt-token,SYMBOL_ONLY,gmt-gomining-token,SYMBOL_ONLY,2021-06-01T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:10188,10188,automata-network,Automata Network,ATA,ATA,automata,SYMBOL_ONLY,ata-automata,SYMBOL_ONLY,2021-06-01T00:00:00.000Z,2025-01-01,2025-01-01,True
CMC:10240,10240,wrapped-fantom,Wrapped Fantom,WFTM,WFTM,wrapped-fantom,HIGH,wftm-wrapped-fantom,HIGH,2021-06-10T00:00:00.000Z,2026-01-01,2026-08-20,False
CMC:10312,10312,escointoken,EscoinToken,ELG,ELG,escoin-token,SYMBOL_ONLY,elg-escoin-token,SYMBOL_ONLY,2021-06-07T00:00:00.000Z,2026-08-20,2026-08-20,False
CMC:10407,10407,baby-doge-coin,Baby Doge Coin,BABYDOGE,BABYDOGE,baby-doge-coin,HIGH,babydoge-baby-doge-coin,HIGH,2021-06-11T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:10442,10442,deso,Decentralized Social,DESO,DESO,deso,HIGH,deso-decentralized-social,HIGH,2021-06-15T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:10508,10508,instadapp,Fluid,FLUID,FLUID,instadapp,HIGH,inst-instadapp,HIGH,2021-06-19T00:00:00.000Z,2026-01-01,2026-08-20,True
CMC:10529,10529,sun-token,Sun (New),SUN,SUN,sun-token,SYMBOL_ONLY,sun-sun,SYMBOL_ONLY,2021-06-21T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:10603,10603,immutable-x,Immutable,IMX,IMX,immutable-x,HIGH,imx-immutable-x,SYMBOL_ONLY,2021-06-24T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:10630,10630,guild-of-guardians,Guild of Guardians,GOG,GOG,guild-of-guardians,HIGH,gog-guild-of-guardians,HIGH,2021-12-22T02:56:03.000Z,2024-06-01,2024-06-01,True
CMC:10688,10688,yield-guild-games,Yield Guild Games,YGG,YGG,yield-guild-games,HIGH,ygg-yield-guild-games,HIGH,2021-06-28T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:10791,10791,ecash,eCash,XEC,XEC,ecash,HIGH,xec-ecash,HIGH,2021-07-08T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:10804,10804,floki-inu,FLOKI,FLOKI,FLOKI,floki,HIGH,floki-floki,HIGH,2021-07-09T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:10894,10894,storx-network,StorX Network,SRX,SRX,storx,SYMBOL_ONLY,srx-storx,SYMBOL_ONLY,2021-07-14T00:00:00.000Z,2026-01-01,2026-08-20,True
CMC:10898,10898,wrapped-centrifuge,Wrapped Centrifuge,WCFG,WCFG,,NONE,wcfg-wrapped-centrifuge,HIGH,2021-07-14T00:00:00.000Z,2026-01-01,2026-01-01,False
CMC:10903,10903,coin98,Coin98,C98,C98,coin98,HIGH,c98-coin98,HIGH,2021-07-15T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:11078,11078,iagon,IAGON,IAG,IAG,iagon,HIGH,iag-iagon,HIGH,2021-07-28T00:00:00.000Z,2025-01-01,2025-06-01,False
CMC:11092,11092,bitget-token-new,Bitget Token,BGB,BGB,bitget-token,HIGH,bgb-bitget-token,HIGH,2021-07-29T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:11156,11156,dydx-ethdydx,dYdX (ethDYDX),ETHDYDX,ETHDYDX,dydx,SYMBOL_ONLY,,NONE,2021-08-03T00:00:00.000Z,2024-06-01,2025-01-01,False
CMC:11165,11165,orca,Orca,ORCA,ORCA,orca,HIGH,orca-orca,HIGH,2021-08-05T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:11232,11232,highstreet,Highstreet,HIGH,HIGH,highstreet,HIGH,high-highstreet-token,SYMBOL_ONLY,2021-08-12T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:11289,11289,spell-token,Spell Token,SPELL,SPELL,spell-token,SYMBOL_ONLY,spell-spell-token,HIGH,2021-08-17T00:00:00.000Z,2024-06-01,2025-06-01,True
CMC:11294,11294,superrare,SuperRare,RARE,RARE,superrare,HIGH,rare-superrare,HIGH,2021-08-17T00:00:00.000Z,2025-01-01,2025-01-01,True
CMC:11374,11374,mines-of-dalarnia,Mines of Dalarnia,DAR,DAR,mines-of-dalarnia,HIGH,mines-of-dalarnia-dar,HIGH,2021-08-24T00:00:00.000Z,2024-06-01,2025-01-01,True
CMC:11396,11396,joe,JOE,JOE,JOE,joe,HIGH,joe-joe-1,HIGH,2021-08-25T21:39:22.000Z,2024-06-01,2025-06-01,True
CMC:11419,11419,toncoin,Toncoin,TON,GRAM|TON,atnt-ondo-tokenized-stock,SYMBOL_ONLY,ton-tontoken,SYMBOL_ONLY,2021-08-26T13:40:22.000Z,2024-06-01,2026-08-20,True
CMC:11461,11461,marinade,Marinade Staked SOL,MSOL,MSOL,msol,HIGH,msol-marinade-staked-sol,HIGH,2021-08-29T14:09:19.000Z,2024-06-01,2026-08-20,True
CMC:11568,11568,adventure-gold,Adventure Gold,AGLD,AGLD,adventure-gold,HIGH,agld-adventure-gold,HIGH,2021-09-02T10:19:07.000Z,2024-06-01,2025-06-01,True
CMC:11584,11584,braintrust,Braintrust,BTRST,BTRST,braintrust,HIGH,btrst-braintrust,HIGH,2021-09-02T18:08:47.000Z,2024-06-01,2025-06-01,False
CMC:11706,11706,acet,Acet,ACT,ACT,acet-token,HIGH,act-acet,HIGH,2021-09-07T00:47:42.000Z,2025-06-01,2025-06-01,True
CMC:11823,11823,pocket-network,Pocket Network,POKT,POKT,pocket-network,HIGH,pokt-pocket-network,HIGH,2021-09-12T10:19:10.000Z,2024-06-01,2025-06-01,False
CMC:11840,11840,optimism-ethereum,Optimism,OP,OP,optimism,HIGH,op-optimism,HIGH,2022-05-31T16:19:46.000Z,2024-06-01,2026-08-20,True
CMC:11841,11841,arbitrum,Arbitrum,ARB,ARB,arbitrum,HIGH,arb-arbitrum,HIGH,2023-03-23T12:50:11.000Z,2024-06-01,2026-08-20,True
CMC:11857,11857,gmx,GMX,GMX,GMX,gmx,HIGH,gmx-gmx,HIGH,2021-09-13T12:11:50.000Z,2024-06-01,2026-08-20,True
CMC:11865,11865,bone-shibaswap,Bone ShibaSwap,BONE,BONE,bone-shibaswap,HIGH,bone-bone-shibaswap,HIGH,2021-09-13T19:17:01.000Z,2024-06-01,2025-06-01,True
CMC:11877,11877,galxe,Galxe,GAL,GAL,galatasaray-fan-token,SYMBOL_ONLY,gal-galxe,HIGH,2021-09-14T09:51:51.000Z,2024-06-01,2024-06-01,True
CMC:11948,11948,radix-protocol,Radix,XRD,XRD,radix,HIGH,radix-dlt,HIGH,2021-09-17T15:12:05.000Z,2024-06-01,2025-06-01,True
CMC:11976,11976,aleph-zero,Aleph Zero,AZERO,AZERO,aleph-zero,HIGH,azero-aleph-zero,HIGH,2021-09-20T16:55:23.000Z,2024-06-01,2025-01-01,False
CMC:12147,12147,synapse-2,Synapse,SYN,SYN,synapse-2,HIGH,syn-synapse,HIGH,2021-09-26T08:56:12.000Z,2024-06-01,2025-01-01,True
CMC:12165,12165,solv-protocol,Solv Protocol,SOLV,SOLV,solv-protocol,HIGH,solv-solv-protocol,HIGH,2021-09-27T03:14:13.000Z,2025-06-01,2025-06-01,True
CMC:12220,12220,osmosis,Osmosis,OSMO,OSMO,osmosis,HIGH,osmo-osmosis,HIGH,2021-09-30T16:58:27.000Z,2024-06-01,2025-06-01,False
CMC:12387,12387,ribbon-finance,Ribbon Finance,RBN,RBN,ribbon-finance,HIGH,rbn-ribbon-finance,HIGH,2021-10-07T12:24:29.000Z,2024-06-01,2024-06-01,True
CMC:12400,12400,decimal,Decimal,DEL,DEL,delegate-fun,SYMBOL_ONLY,del-decimal,HIGH,2021-10-06T16:48:29.000Z,2026-08-20,2026-08-20,True
CMC:12409,12409,lido-finance-wsteth,Lido wstETH,WSTETH,WSTETH,arbitrum-bridged-wsteth-arbitrum,SYMBOL_ONLY,wsteth-wormhole-bridged-wsteth-bsc,SYMBOL_ONLY,2021-10-06T18:43:51.000Z,2024-06-01,2026-08-20,True
CMC:12573,12573,clearpool,Clearpool,CPOOL,CPOOL,clearpool,HIGH,cpool-clearpool,HIGH,2021-10-10T08:04:07.000Z,2024-06-01,2025-06-01,False
CMC:12749,12749,nakamoto-games,Nakamoto Games,NAKA,NAKA,nakamoto-games,HIGH,naka-nakamoto-games,HIGH,2021-10-14T18:35:34.000Z,2024-06-01,2025-01-01,True
CMC:12760,12760,sanctum-infinity,Sanctum Infinity,INF,INF,socean-staked-sol,HIGH,inf-infinity,SYMBOL_ONLY,2021-10-15T04:46:29.000Z,2024-06-01,2026-08-20,True
CMC:12885,12885,astar,Astar,ASTR,ASTR,astar,HIGH,astr-astar,HIGH,2021-10-19T09:53:03.000Z,2024-06-01,2026-08-20,True
CMC:12894,12894,subsquid,Subsquid,SQD,SQD,subsquid,SYMBOL_ONLY,sqd-subsquid,HIGH,2021-10-19T18:52:29.000Z,2025-06-01,2026-08-20,True
CMC:12999,12999,ssv-network,ssv.network,SSV,SSV,ssv-network,SYMBOL_ONLY,ssv-ssv-network,SYMBOL_ONLY,2021-10-22T05:12:07.000Z,2024-06-01,2026-01-01,False
CMC:13502,13502,worldcoin-org,Worldcoin,WLD,WLD,worldcoin-wld,HIGH,wld-worldcoin,HIGH,2021-10-28T15:31:43.000Z,2024-06-01,2026-08-20,True
CMC:13631,13631,manta-network,Manta Network,MANTA,MANTA,manta-network,HIGH,manta-manta-network,HIGH,2024-01-18T10:00:24.000Z,2024-06-01,2025-06-01,True
CMC:13663,13663,gains-network,Gains Network,GNS,GNS,gains-network,HIGH,gns-gains-network,HIGH,2021-11-01T10:00:04.000Z,2024-06-01,2024-06-01,True
CMC:13769,13769,world-mobile-token,World Mobile Token,WMTX,WMT|WMTX,world-mobile-token,HIGH,wmt-world-mobile-token,HIGH,2021-11-02T08:55:10.000Z,2024-06-01,2025-06-01,True
CMC:13855,13855,ethereum-name-service,Ethereum Name Service,ENS,ENS,ethereum-name-service,HIGH,ens-ethereum-name-service,HIGH,2021-11-09T01:31:29.000Z,2024-06-01,2026-08-20,True
CMC:13967,13967,goldfinch-protocol,Goldfinch,GFI,GFI,goldfinch,HIGH,gfch-goldfinch,HIGH,2021-11-05T12:19:13.000Z,2024-06-01,2025-06-01,True
CMC:13969,13969,phoenix-global-new,Phoenix,PHB,PHB,phoenix-global,HIGH,phb-phoenix-global,SYMBOL_ONLY,2021-11-05T14:03:22.000Z,2024-06-01,2024-06-01,True
CMC:14101,14101,ronin,Ronin,RON,RON,ronin,HIGH,ron-ronin,HIGH,2021-11-08T17:57:40.000Z,2024-06-01,2026-08-20,True
CMC:14280,14280,euler-finance,Euler,EUL,EUL,euler,HIGH,eul-euler,HIGH,2021-11-10T15:58:41.000Z,2025-06-01,2026-01-01,False
CMC:14519,14519,vvs-finance,VVS Finance,VVS,VVS,vvs-finance,HIGH,vvs-vvs-finance,HIGH,2021-11-15T09:13:07.000Z,2024-06-01,2026-08-20,False
CMC:14532,14532,wrapped-cro,Wrapped CRO,WCRO,WCRO,wrapped-cro,HIGH,wcro-wrapped-cro,HIGH,2021-11-15T11:32:28.000Z,2024-06-01,2026-01-01,False
CMC:14588,14588,peaq,peaq,PEAQ,PEAQ,peaq-2,HIGH,peaq-peaq-network,HIGH,2021-11-16T05:26:17.000Z,2025-01-01,2026-08-20,False
CMC:14721,14721,reallink,RealLink,REAL,REAL,reallink,HIGH,real-reallink,HIGH,2021-11-17T15:51:26.000Z,2026-01-01,2026-08-20,True
CMC:14783,14783,magic-token,Treasure,MAGIC,MAGIC,magic,HIGH,magic-magic-arbitrum,SYMBOL_ONLY,2021-11-18T11:20:24.000Z,2024-06-01,2025-01-01,True
CMC:14803,14803,aurora-near,Aurora,AURORA,AURORA,aurora-near,HIGH,aurora-aurora,HIGH,2021-11-19T03:03:36.000Z,2024-06-01,2025-01-01,True
CMC:14806,14806,constitutiondao,ConstitutionDAO,PEOPLE,PEOPLE,constitutiondao,HIGH,people-constitutiondao,SYMBOL_ONLY,2021-11-19T03:12:15.000Z,2024-06-01,2026-08-20,True
CMC:14822,14822,victoria-vr,Victoria VR,VR,VR,victoria-vr,HIGH,vr-victoria-vr,HIGH,2021-11-19T05:45:39.000Z,2026-01-01,2026-01-01,True
CMC:14878,14878,alephium,Alephium,ALPH,ALPH,alephium,HIGH,alph-alephium,HIGH,2021-11-20T03:22:53.000Z,2024-06-01,2025-01-01,True
CMC:14926,14926,jpool,JPool Staked SOL (JSOL),JSOL,JSOL,jpool,HIGH,jsol-jpool-staked-sol-jsol,HIGH,2021-11-22T03:17:07.000Z,2026-01-01,2026-08-20,False
CMC:15060,15060,rocket-pool-eth,Rocket Pool ETH,RETH,RETH,rocket-pool-eth,HIGH,reth-rocket-pool-eth,HIGH,2021-11-23T08:58:07.000Z,2024-06-01,2026-08-20,True
CMC:15185,15185,kujira,Kujira,KUJI,KUJI,,NONE,kuji-kujira,HIGH,2021-11-29T01:53:10.000Z,2024-06-01,2024-06-01,False
CMC:15271,15271,rollbit-coin,Rollbit Coin,RLB,RLB,rollbit-coin,HIGH,rlb-rollbit-coin,HIGH,2021-11-29T06:53:35.000Z,2024-06-01,2026-08-20,False
CMC:15584,15584,humans-ai,Humans.ai,HEART,HEART,humans-ai,HIGH,heart-humans,HIGH,2021-12-04T20:07:07.000Z,2025-01-01,2025-06-01,True
CMC:15585,15585,guildfi,GuildFi,GF,GF,,NONE,gf-guildfi,HIGH,2021-12-05T00:18:20.000Z,2024-06-01,2024-06-01,True
CMC:16086,16086,bittorrent-new,BitTorrent [New],BTT,BTT,bittorrent,SYMBOL_ONLY,bttc-bittorrent-chain,SYMBOL_ONLY,2019-01-31T00:00:00.000Z,2024-06-01,2026-08-20,True
CMC:16093,16093,bitkub-coin,Bitkub Coin,KUB,KUB,bitkub-coin,SYMBOL_ONLY,kub-bitkub-coin,HIGH,2021-12-15T10:23:05.000Z,2025-01-01,2026-01-01,True
CMC:16116,16116,wrapped-solana,Wrapped Solana,SOL,SOL,solana,SYMBOL_ONLY,sol-wrapped-solana,HIGH,2021-12-16T04:30:23.000Z,2024-06-01,2026-08-20,True
CMC:16360,16360,gearbox-protocol,Gearbox Protocol,GEAR,GEAR,gearbox,SYMBOL_ONLY,gear-gearbox,SYMBOL_ONLY,2021-12-22T03:22:05.000Z,2025-01-01,2025-01-01,True
CMC:16612,16612,nosana,Nosana,NOS,NOS,nosana,HIGH,nos-nosana,HIGH,2021-12-29T12:29:11.000Z,2025-01-01,2025-01-01,True
CMC:16868,16868,genesysgo-shadow,Shadow Token,SHDW,SHDW,genesysgo-shadow,HIGH,shdw-genesysgo-shadow,HIGH,2022-01-05T07:07:33.000Z,2025-01-01,2025-01-01,True
CMC:16876,16876,alethea-artificial-liquid-intelligence-token,Artificial Liquid Intelligence,ALI,ALI,alethea-artificial-liquid-intelligence-token,HIGH,ali-artificial-liquid-intelligence-token,HIGH,2022-01-05T09:29:06.000Z,2025-06-01,2025-06-01,True
CMC:17081,17081,looksrare,LooksRare,LOOKS,LOOKS,looksrare,HIGH,looks-looksrare-token,SYMBOL_ONLY,2022-01-10T10:44:52.000Z,2024-06-01,2024-06-01,True
CMC:17520,17520,orbler,Orbler,ORBR,ORBR,orbler,HIGH,orbr-orbler,HIGH,2022-03-01T07:28:22.000Z,2024-06-01,2025-06-01,False
CMC:17591,17591,nym,NYM,NYM,NYM,nym,HIGH,nym-nym,HIGH,2022-01-24T08:30:07.000Z,2024-06-01,2024-06-01,False
CMC:17751,17751,threshold,Threshold,T,T,threshold-network-token,SYMBOL_ONLY,t-threshold-network-token,SYMBOL_ONLY,2022-01-31T08:26:28.000Z,2024-06-01,2026-08-20,True
CMC:17799,17799,axelar,Axelar,AXL,AXL,axelar,HIGH,ico-axelar,HIGH,2022-02-02T02:48:14.000Z,2024-06-01,2026-08-20,True
CMC:17917,17917,rss3,RSS3,RSS3,RSS3,rss3,HIGH,rss3-rss3,HIGH,2022-02-07T10:03:56.000Z,2024-06-01,2025-01-01,False
CMC:18031,18031,concordium,Concordium,CCD,CCD,concordium,HIGH,ccd-concordium,HIGH,2022-02-10T07:51:08.000Z,2026-01-01,2026-08-20,True
CMC:18037,18037,maverick-protocol,Maverick Protocol,MAV,MAV,maverick-protocol,HIGH,mav-maverick-token,SYMBOL_ONLY,2022-02-10T08:23:09.000Z,2024-06-01,2025-01-01,True
CMC:18069,18069,green-metaverse-token,GMT,GMT,GMT,stepn,HIGH,gmt-stepn,HIGH,2022-03-09T12:47:15.000Z,2024-06-01,2025-06-01,True
CMC:18523,18523,benqi-liquid-staked-avax,BENQI Liquid Staked AVAX,SAVAX,SAVAX,benqi-liquid-staked-avax,HIGH,savax-benqi-liquid-staked-avax,HIGH,2022-02-01T04:00:00.000Z,2024-06-01,2026-08-20,False
CMC:18579,18579,wrapped-tron,Wrapped TRON,WTRX,WTRX,wrapped-tron,HIGH,wtrx-wrapped-trx,SYMBOL_ONLY,2017-09-13T00:00:00.000Z,2024-06-01,2026-08-20,False
CMC:18679,18679,onyxcoin,Onyxcoin,XCN,XCN,chain-2,HIGH,xcn-chain,HIGH,2022-03-09T16:10:43.000Z,2025-06-01,2026-08-20,True
CMC:18688,18688,lido-staked-matic,Lido Staked Matic,STMATIC,STMATIC,lido-staked-matic,HIGH,stmatic-lido-staked-matic,HIGH,2022-03-10T02:56:14.000Z,2024-06-01,2024-06-01,False
CMC:18852,18852,usd-coin-bridged-usdc-e,USD Coin Bridged,USDC.E,USDC.E,stargate-bridged-usdc,SYMBOL_ONLY,usdce-usd-coine,SYMBOL_ONLY,2022-03-16T08:30:01.000Z,2026-01-01,2026-08-20,True
CMC:18876,18876,apecoin-ape,ApeCoin,APE,APE,apecoin,HIGH,ape-apecoin,HIGH,2022-03-17T12:26:36.000Z,2024-06-01,2026-08-20,True
CMC:18895,18895,marblex,MARBLEX,MBX,MBX,marblex,HIGH,mbx-marblex,HIGH,2022-03-17T04:12:25.000Z,2024-06-01,2024-06-01,True
CMC:18934,18934,stargate-finance,Stargate Finance,STG,STG,stargate-finance,HIGH,stg-stargatetoken,HIGH,2022-03-18T04:06:21.000Z,2024-06-01,2026-01-01,True
CMC:19055,19055,solidus-ai-tech,Solidus Ai Tech,AITECH,AITECH,,NONE,aitech-solidus-ai-tech,HIGH,2022-03-24T17:28:30.000Z,2024-06-01,2025-06-01,True
CMC:19075,19075,ecomi-new,ECOMI,OMI,OMI,ecomi,HIGH,omi-ecomi,HIGH,2022-03-25T10:29:22.000Z,2025-01-01,2026-08-20,False
CMC:19091,19091,h2o-dao,H2O DAO,H2O,H2O,h2o-dao,HIGH,h2o3-h2o-dao,HIGH,2022-03-26T13:48:58.000Z,2024-06-01,2025-06-01,True
CMC:19269,19269,cow-protocol,CoW Protocol,COW,COW,cow-protocol,HIGH,cow-cow-protocol-token,HIGH,2022-04-01T08:42:05.000Z,2025-01-01,2026-08-20,True
CMC:19843,19843,apex-token,ApeX Protocol,APEX,APEX,apex-ai,SYMBOL_ONLY,apex-apex-token,SYMBOL_ONLY,2022-04-28T06:22:21.000Z,2024-06-01,2026-01-01,True
CMC:19891,19891,usdd,USDD,USDD,USDD,usdd,HIGH,usdd-usdd,HIGH,2022-05-02T08:07:12.000Z,2024-06-01,2026-08-20,True
CMC:20279,20279,dohrnii,Dohrnii,DHN,DHN,dohrnii,HIGH,dhn-dohrnii,HIGH,2022-05-25T04:32:53.000Z,2025-06-01,2026-08-20,False
CMC:20314,20314,terra-luna-v2,Terra,LUNA,LUNA,terra-luna-2,HIGH,luna-terra-v2,HIGH,2022-05-26T12:47:26.000Z,2024-06-01,2026-01-01,True
CMC:20362,20362,polymesh,Polymesh,POLYX,POLYX,polymesh,HIGH,polyx-polymesh,HIGH,2022-05-30T12:38:57.000Z,2024-06-01,2026-08-20,False
CMC:20396,20396,kaspa,Kaspa,KAS,KAS,kaspa,HIGH,kas-kaspa,HIGH,2022-06-01T00:03:58.000Z,2024-06-01,2026-08-20,True
CMC:20435,20435,velodrome-finance,Velodrome Finance,VELO,VELO,velodrome-finance,HIGH,velo-velodrome-finance,HIGH,2022-06-02T20:23:25.000Z,2024-06-01,2025-01-01,True
